,Global Hero,Yeah Sweetie,Impassioned,La Brea,Wonder Jab,Hartley Bale,Buck Knife,Bank On Frankie
05-01-2023 13:13:30.251532,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:31.435677,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:32.530637,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:33.541713,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:34.734610,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:36.030840,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:37.195079,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:38.370471,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:39.589445,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:40.825509,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:42.029510,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:43.348521,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:44.667251,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:45.865310,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:47.226167,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.833333333333333)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:48.561070,"(8.0, 17.0, 12.222222222222221)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:49.738969,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:50.937345,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:52.103916,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:53.303225,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:54.450343,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:55.913868,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:57.166854,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:58.266764,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:13:59.620831,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:00.894548,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:02.215005,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:03.550627,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:04.965790,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:06.141726,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:07.436853,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9553846153846153)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:08.752665,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:09.950541,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:11.055451,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:12.215713,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.056)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:13.415583,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.983076923076923)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:14.605790,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.93)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:15.693163,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.93)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:16.852722,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.93)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:18.016176,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:19.230273,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:20.304428,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:21.630043,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 8.0)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:22.758696,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.4, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:23.888603,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:25.026670,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:26.076548,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:27.077303,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:28.081131,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.056)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:29.141404,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.056)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:30.265359,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:31.330342,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:32.358457,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.08)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:33.575285,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 3.056)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:34.720146,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9553846153846153)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:35.830291,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 84.28571428571428)","(2.5, 3.8, 2.9553846153846153)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:36.944907,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 200.0, 78.57142857142857)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:37.990477,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 200.0, 78.57142857142857)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:39.076154,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 200.0, 78.57142857142857)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:40.235859,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 200.0, 78.57142857142857)","(2.5, 3.8, 3.056)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:41.286654,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.0)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 200.0, 112.0)","(2.5, 3.8, 2.9553846153846153)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:42.327298,"(8.0, 17.0, 10.0)","(13.0, 30.0, 15.454545454545455)","(10.0, 22.0, 21.1875)","(4.8, 8.6, 6.181818181818182)","(41.0, 190.0, 112.0)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.075)"
05-01-2023 13:14:43.411916,"(8.0, 17.0, 10.0)","(13.0, 30.0, 15.454545454545455)","(10.0, 19.5, 19.0)","(4.8, 8.6, 6.181818181818182)","(41.0, 190.0, 112.0)","(2.5, 3.8, 2.9)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.075)"
05-01-2023 13:14:44.897206,"(8.0, 17.0, 10.0)","(13.0, 30.0, 15.454545454545455)","(10.0, 19.5, 19.0)","(4.8, 8.6, 6.181818181818182)","(41.0, 190.0, 112.0)","(2.5, 3.8, 2.8200000000000003)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:46.058770,"(8.0, 17.0, 10.0)","(13.0, 30.0, 15.454545454545455)","(10.0, 19.5, 19.0)","(4.8, 8.6, 6.181818181818182)","(41.0, 190.0, 80.5)","(2.5, 3.7, 2.895294117647059)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:47.150814,"(8.0, 17.0, 10.0)","(13.0, 30.0, 15.454545454545455)","(10.0, 19.5, 19.0)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 80.5)","(2.5, 3.7, 2.89)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:48.361568,"(8.0, 17.0, 10.0)","(13.0, 30.0, 15.454545454545455)","(10.0, 19.5, 20.3125)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 80.5)","(2.5, 3.7, 2.6933823529411764)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:49.719805,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.142857142857142)","(10.0, 21.0, 20.3125)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.6933823529411764)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:50.987179,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.142857142857142)","(10.0, 21.0, 20.3125)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.5795454545454546)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:52.033967,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.142857142857142)","(10.0, 21.0, 20.3125)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.5795454545454546)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:53.384511,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.142857142857142)","(10.0, 21.0, 20.3125)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 80.5)","(2.5, 3.85, 2.684)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:54.838419,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.142857142857142)","(10.0, 21.0, 20.3125)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 80.5)","(2.5, 3.8, 2.684)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:56.023039,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 8.6, 6.181818181818182)","(41.0, 220.0, 80.5)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:57.217715,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:58.483577,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:14:59.739159,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.8, 3.0028571428571427)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:00.955827,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.8, 3.078181818181818)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:02.048634,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.7, 3.028)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:03.167856,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.7, 2.966666666666667)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:04.192960,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.7, 2.966666666666667)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:05.216646,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.7, 2.722857142857143)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:06.202776,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.7, 2.5885000000000002)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:07.524552,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.7, 2.6866666666666665)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:08.578048,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.3125)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.7, 2.9233333333333333)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:09.685312,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.375)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.65, 2.9233333333333333)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:10.804275,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.375)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.65, 2.9233333333333333)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:11.969680,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.375)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.65, 2.8423076923076924)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:13.127650,"(8.0, 17.0, 10.0)","(13.0, 30.0, 16.53846153846154)","(10.0, 21.0, 20.375)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 80.5)","(2.5, 3.65, 2.8423076923076924)","(6.0, 11.5, 7.26)","(4.4, 6.8, 5.42)"
05-01-2023 13:15:14.354510,"(8.0, 17.0, 10.0)","(13.0, 30.0, 17.5)","(10.0, 21.0, 20.375)","(4.8, 9.0, 6.327272727272727)","(41.0, 220.0, 166.0)","(2.5, 3.65, 2.659090909090909)","(6.0, 11.5, 8.95)","(4.4, 6.8, 5.42)"
