,Winlock Lad,Uno Kai,Brutal Viking,Wet Socks,Spread Sheet,Anjo Cyclone,Jigsaw Joe
04-01-2023 15:32:44.170716,"(4.4, 6.4, 5.05)","(8.5, 21.0, 17.03333333333333)","(61.0, 490.0, 268.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 16.5, 15.6375)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:45.301556,"(4.4, 6.4, 5.05)","(8.5, 21.0, 17.03333333333333)","(61.0, 490.0, 95.14285714285714)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 16.5, 15.6375)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:46.429792,"(4.4, 6.4, 5.05)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 89.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 16.5, 15.6375)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:47.638320,"(4.4, 6.4, 5.05)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 89.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 16.5, 15.6375)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:48.844879,"(4.4, 6.4, 5.05)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 89.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 16.5, 15.6375)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:50.026905,"(4.4, 6.4, 5.05)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 89.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 16.5, 14.08)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:51.171246,"(4.4, 6.4, 5.05)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 89.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 16.0, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:52.325948,"(4.4, 6.4, 5.05)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 89.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:53.408036,"(4.4, 6.4, 5.05)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 89.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:54.446378,"(4.4, 6.0, 5.65)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 89.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:55.571163,"(4.4, 6.0, 5.65)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 89.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:56.673465,"(4.4, 6.0, 5.65)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 89.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:57.797657,"(4.4, 6.0, 5.65)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 133.57894736842104)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.8871428571428572)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:58.865754,"(4.4, 6.0, 5.65)","(8.5, 21.0, 17.03333333333333)","(61.0, 390.0, 133.57894736842104)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.8871428571428572)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:32:59.969630,"(4.4, 6.8, 6.25)","(8.5, 21.0, 17.88888888888889)","(61.0, 390.0, 133.57894736842104)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.8871428571428572)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:01.035345,"(4.4, 6.8, 6.25)","(8.5, 21.0, 17.88888888888889)","(61.0, 390.0, 133.57894736842104)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.8485714285714285)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:02.210643,"(4.4, 6.8, 6.38)","(8.5, 21.0, 17.88888888888889)","(61.0, 390.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9811607142857142)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:03.349439,"(4.4, 6.4, 6.0600000000000005)","(8.5, 21.0, 17.88888888888889)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9849532710280373)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:04.493853,"(4.4, 6.8, 4.9)","(8.5, 21.0, 15.166666666666666)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9849532710280373)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:05.638327,"(4.4, 6.6, 6.22)","(8.5, 21.0, 15.555555555555555)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9849532710280373)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:06.656865,"(4.4, 6.4, 5.223076923076923)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9849532710280373)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:07.693002,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9849532710280373)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:08.877926,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9849532710280373)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:10.236651,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9849532710280373)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:11.631349,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9849532710280373)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:12.741598,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:13.819217,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:14.906579,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:16.001910,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:17.099918,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:18.413684,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:19.434203,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:20.541301,"(4.4, 6.2, 5.9)","(8.5, 21.0, 16.1)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:21.649383,"(4.4, 6.2, 5.9)","(8.5, 18.5, 17.375)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:22.799754,"(4.4, 6.2, 5.9)","(8.5, 18.5, 17.375)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:24.059047,"(4.4, 6.2, 5.9)","(8.5, 18.5, 17.375)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:25.363815,"(4.4, 6.2, 5.9)","(8.5, 18.5, 17.375)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:27.206773,"(4.4, 6.2, 5.9)","(8.5, 18.5, 17.375)","(61.0, 550.0, 125.625)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:28.522931,"(4.4, 6.2, 5.9)","(8.5, 18.5, 17.62)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:29.797138,"(4.4, 6.2, 5.9)","(8.5, 21.0, 17.62)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:31.049762,"(4.4, 6.2, 5.9)","(8.5, 21.0, 17.62)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:32.301561,"(4.4, 6.2, 5.9)","(8.5, 21.0, 17.62)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:33.716154,"(4.4, 6.2, 5.9)","(8.5, 21.0, 17.62)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:35.050787,"(4.4, 6.2, 5.9)","(8.5, 21.0, 17.62)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:36.253968,"(4.4, 6.2, 5.9)","(8.5, 21.0, 17.62)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:37.429863,"(4.4, 6.2, 5.9)","(8.5, 21.0, 19.576923076923077)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:38.662264,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:39.872896,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:41.408696,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:42.581258,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:43.907217,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:45.326295,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:46.703958,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:48.148521,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:49.515914,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:50.811692,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:52.193021,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:53.712224,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:54.925630,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:56.106966,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:57.323118,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:58.566927,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:33:59.750421,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:00.899421,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:02.082058,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:03.254673,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:04.460001,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:05.673262,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:06.870119,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:08.080109,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:09.243072,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 550.0, 162.0)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:10.374880,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:11.510249,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:12.724635,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:13.865315,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:14.909910,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:16.023822,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:17.049402,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:18.142045,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:19.897812,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:21.208103,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:22.373404,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:23.477946,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:24.471767,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:25.644618,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:26.794601,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:27.902649,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:29.049698,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 8.533333333333333)"
04-01-2023 15:34:30.230353,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 8.75)"
04-01-2023 15:34:31.446689,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:32.703848,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:33.861369,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:34.947136,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:36.109394,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:37.198269,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:38.339128,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:39.537128,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.4)"
04-01-2023 15:34:40.666367,"(4.4, 6.2, 5.9)","(8.5, 20.0, 18.38235294117647)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 12.0, 9.15)"
04-01-2023 15:34:41.986320,"(4.4, 6.2, 5.9)","(8.5, 17.5, 17.26923076923077)","(61.0, 460.0, 91.33333333333333)","(21.0, 120.0, 77.0)","(1.9, 1.99, 1.9865714285714287)","(8.5, 15.5, 14.7625)","(4.0, 11.5, 9.15)"
