,Impetuous Lad,Lornas Law,Wallys Boy,Up The Amps,Lonely Tuna,Brians Buster,Burnt Jam,No Surprise
11-01-2023 13:23:03.551894,"(5.5, 9.0, 7.35)","(13.0, 48.0, 41.57142857142857)","(6.5, 9.8, 9.25)","(4.0, 6.0, 5.25)","(12.0, 14.5, 12.5)","(31.0, 38.0, 30.666666666666668)","(6.0, 7.4, 6.175)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:04.822223,"(5.5, 9.0, 7.35)","(13.0, 48.0, 41.57142857142857)","(6.5, 9.8, 9.25)","(4.0, 6.0, 5.3)","(12.0, 14.5, 12.5)","(31.0, 38.0, 30.666666666666668)","(6.0, 7.4, 6.175)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:06.052639,"(5.5, 9.0, 7.35)","(13.0, 48.0, 57.0)","(6.5, 9.8, 9.25)","(4.0, 6.2, 5.3)","(12.0, 14.5, 12.5)","(31.0, 38.0, 30.666666666666668)","(6.0, 7.4, 6.175)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:07.348148,"(5.5, 9.0, 7.35)","(13.0, 60.0, 57.0)","(6.5, 9.8, 9.25)","(4.0, 6.2, 5.3)","(12.0, 14.5, 12.5)","(31.0, 38.0, 30.666666666666668)","(6.0, 7.4, 6.175)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:08.609474,"(5.5, 9.0, 7.35)","(13.0, 60.0, 57.0)","(6.5, 9.8, 9.25)","(4.0, 6.2, 5.25)","(12.0, 14.5, 12.5)","(31.0, 38.0, 30.666666666666668)","(6.0, 7.4, 6.175)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:09.919965,"(5.5, 9.0, 7.35)","(13.0, 60.0, 57.0)","(6.5, 9.8, 9.25)","(4.0, 6.0, 5.25)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 30.666666666666668)","(6.0, 7.4, 6.175)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:11.146426,"(5.5, 9.0, 7.35)","(13.0, 60.0, 57.0)","(6.5, 9.8, 9.25)","(4.0, 6.0, 5.3)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 30.666666666666668)","(6.0, 7.4, 6.175)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:12.402633,"(5.5, 9.0, 8.785714285714285)","(13.0, 60.0, 57.0)","(6.5, 9.8, 9.25)","(4.0, 6.2, 5.3)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 30.666666666666668)","(6.0, 7.4, 6.175)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:13.704553,"(5.5, 9.0, 8.785714285714285)","(13.0, 60.0, 57.0)","(6.5, 9.8, 8.7)","(4.0, 6.2, 5.3)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 30.666666666666668)","(6.0, 7.4, 6.175)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:14.973468,"(5.5, 9.0, 8.785714285714285)","(13.0, 60.0, 57.0)","(6.5, 9.8, 8.7)","(4.0, 6.2, 5.25)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 30.666666666666668)","(6.0, 7.4, 6.0636363636363635)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:16.208819,"(5.5, 9.0, 8.785714285714285)","(13.0, 60.0, 57.0)","(6.5, 9.8, 8.7)","(4.0, 6.0, 5.25)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 32.13333333333333)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:17.395144,"(5.5, 9.0, 8.2)","(13.0, 60.0, 57.45454545454545)","(6.5, 9.8, 8.7)","(4.0, 6.0, 5.3)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 32.13333333333333)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.2572815533980584)"
11-01-2023 13:23:18.657961,"(5.5, 9.0, 8.2)","(13.0, 60.0, 54.4)","(6.5, 9.8, 8.7)","(4.0, 6.2, 5.3)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 32.13333333333333)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.202970297029703)"
11-01-2023 13:23:20.017834,"(5.5, 9.0, 8.48)","(13.0, 60.0, 56.285714285714285)","(6.5, 9.8, 8.7)","(4.0, 6.2, 5.75)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 32.13333333333333)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.25)"
11-01-2023 13:23:21.264373,"(5.5, 9.0, 8.314285714285715)","(13.0, 60.0, 56.285714285714285)","(6.5, 9.8, 8.7)","(4.0, 6.0, 5.666666666666667)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 32.13333333333333)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.25)"
11-01-2023 13:23:22.504638,"(5.5, 9.0, 8.314285714285715)","(13.0, 60.0, 56.285714285714285)","(6.5, 9.8, 8.7)","(4.0, 6.0, 5.666666666666667)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 32.13333333333333)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.25)"
11-01-2023 13:23:23.748820,"(5.5, 9.0, 8.314285714285715)","(13.0, 60.0, 56.285714285714285)","(6.5, 9.8, 8.7)","(4.0, 6.0, 5.8)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 32.13333333333333)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.25)"
11-01-2023 13:23:25.008056,"(5.5, 9.0, 8.314285714285715)","(13.0, 60.0, 50.61538461538461)","(6.5, 9.8, 8.7)","(4.0, 6.2, 5.8)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 32.13333333333333)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.2857142857142856)"
11-01-2023 13:23:26.362630,"(5.5, 9.0, 7.8)","(13.0, 55.0, 53.27272727272727)","(6.5, 9.8, 8.7)","(4.0, 6.2, 5.666666666666667)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 32.13333333333333)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.4, 3.2026315789473685)"
11-01-2023 13:23:27.649416,"(5.5, 9.0, 6.872727272727272)","(13.0, 55.0, 53.27272727272727)","(6.5, 9.8, 8.7)","(4.0, 6.0, 5.769230769230769)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 32.85714285714286)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.3, 3.2026315789473685)"
11-01-2023 13:23:28.839139,"(5.5, 9.0, 6.872727272727272)","(13.0, 55.0, 53.27272727272727)","(6.5, 9.8, 8.7)","(4.0, 6.0, 5.923076923076923)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.07692307692308)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.3, 3.212)"
11-01-2023 13:23:30.059527,"(5.5, 9.0, 6.872727272727272)","(13.0, 55.0, 53.27272727272727)","(6.5, 9.8, 8.15)","(4.0, 6.2, 6.08)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.07692307692308)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.3, 3.23)"
11-01-2023 13:23:31.324753,"(5.5, 8.6, 8.028571428571428)","(13.0, 55.0, 48.666666666666664)","(6.5, 9.8, 8.7)","(4.0, 6.2, 6.08)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.07692307692308)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.35, 3.23)"
11-01-2023 13:23:32.613127,"(5.5, 8.6, 8.028571428571428)","(13.0, 55.0, 48.666666666666664)","(6.5, 9.8, 8.7)","(4.0, 6.2, 5.9)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.63636363636363)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.35, 3.245)"
11-01-2023 13:23:33.853774,"(5.5, 8.6, 8.028571428571428)","(13.0, 55.0, 48.666666666666664)","(6.5, 9.8, 8.7)","(4.0, 6.0, 5.9)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.35, 3.3125)"
11-01-2023 13:23:35.067882,"(5.5, 8.6, 8.422222222222222)","(13.0, 55.0, 48.666666666666664)","(6.5, 9.8, 8.15)","(4.0, 6.0, 6.08)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.35, 3.3125)"
11-01-2023 13:23:36.279673,"(5.5, 8.6, 8.11304347826087)","(13.0, 55.0, 45.5)","(6.5, 9.8, 8.15)","(4.0, 6.2, 6.08)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.35, 3.4333333333333336)"
11-01-2023 13:23:37.651981,"(5.5, 8.6, 8.11304347826087)","(13.0, 55.0, 49.64285714285714)","(6.5, 9.8, 8.15)","(4.0, 6.2, 6.08)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.4333333333333336)"
11-01-2023 13:23:39.246558,"(5.5, 8.6, 7.426666666666667)","(13.0, 55.0, 49.64285714285714)","(6.5, 9.8, 7.819999999999999)","(4.0, 6.2, 5.614285714285714)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.3600000000000003)"
11-01-2023 13:23:40.613863,"(5.5, 8.6, 7.426666666666667)","(13.0, 55.0, 53.5)","(6.5, 9.8, 7.819999999999999)","(4.0, 6.0, 5.754545454545454)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.3600000000000003)"
11-01-2023 13:23:41.942131,"(5.5, 8.6, 7.426666666666667)","(13.0, 55.0, 53.5)","(6.5, 9.8, 7.791304347826086)","(4.0, 6.0, 6.09)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.3600000000000003)"
11-01-2023 13:23:43.291459,"(5.5, 8.6, 7.426666666666667)","(13.0, 55.0, 53.5)","(6.5, 9.8, 7.819999999999999)","(4.0, 6.2, 6.09)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.3875)"
11-01-2023 13:23:44.683388,"(5.5, 8.6, 7.426666666666667)","(13.0, 55.0, 53.5)","(6.5, 9.8, 8.0)","(4.0, 6.2, 5.6571428571428575)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.415277777777778)"
11-01-2023 13:23:46.057769,"(5.5, 8.6, 7.426666666666667)","(13.0, 55.0, 53.5)","(6.5, 9.8, 8.0)","(4.0, 6.0, 5.6571428571428575)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.415277777777778)"
11-01-2023 13:23:47.368610,"(5.5, 8.6, 7.426666666666667)","(13.0, 55.0, 53.5)","(6.5, 9.8, 8.0)","(4.0, 6.0, 5.6571428571428575)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.4421875)"
11-01-2023 13:23:48.635313,"(5.5, 8.6, 7.426666666666667)","(13.0, 55.0, 53.5)","(6.5, 9.6, 8.1)","(4.0, 6.2, 5.771428571428571)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.4421875)"
11-01-2023 13:23:49.942620,"(5.5, 8.6, 7.426666666666667)","(13.0, 55.0, 53.5)","(6.5, 9.6, 7.89)","(4.0, 6.2, 5.771428571428571)","(12.0, 14.5, 12.625)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.14)","(2.7, 3.45, 3.4421875)"
11-01-2023 13:23:51.304890,"(5.5, 8.6, 8.178947368421053)","(13.0, 55.0, 53.5)","(6.5, 9.6, 7.905882352941176)","(4.0, 6.2, 5.6571428571428575)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.4421875)"
11-01-2023 13:23:52.541238,"(5.5, 8.4, 8.178947368421053)","(13.0, 55.0, 47.5)","(6.5, 9.6, 7.905882352941176)","(4.0, 6.0, 5.6571428571428575)","(12.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.4421875)"
11-01-2023 13:23:53.823867,"(5.5, 8.4, 7.50909090909091)","(13.0, 55.0, 48.5)","(6.5, 9.6, 7.905882352941176)","(4.0, 6.0, 5.771428571428571)","(12.0, 14.5, 12.625)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.14)","(2.7, 3.45, 3.2280966767371604)"
11-01-2023 13:23:55.139259,"(5.5, 8.4, 7.933333333333334)","(13.0, 55.0, 48.5)","(6.5, 9.6, 7.89)","(4.0, 6.2, 5.771428571428571)","(12.0, 14.5, 12.625)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.14)","(2.7, 3.5, 3.275)"
11-01-2023 13:23:56.472632,"(5.5, 8.4, 7.683333333333333)","(13.0, 55.0, 48.5)","(6.5, 9.6, 7.905882352941176)","(4.0, 6.2, 5.6571428571428575)","(12.0, 14.5, 12.625)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.14)","(2.7, 3.45, 3.3045454545454547)"
11-01-2023 13:23:57.812622,"(5.5, 8.4, 7.683333333333333)","(13.0, 55.0, 48.5)","(6.5, 9.6, 7.905882352941176)","(4.0, 6.0, 5.6571428571428575)","(12.0, 14.5, 12.625)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.14)","(2.7, 3.45, 3.3520000000000003)"
11-01-2023 13:23:59.022260,"(5.0, 8.4, 7.683333333333333)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.89)","(4.0, 6.0, 5.5200000000000005)","(13.0, 14.5, 12.625)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.14)","(2.7, 3.45, 3.352970297029703)"
11-01-2023 13:24:00.334472,"(5.0, 8.4, 7.683333333333333)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.9125)","(4.0, 6.0, 6.075)","(13.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.247058823529412)","(2.7, 3.45, 3.352970297029703)"
11-01-2023 13:24:01.690378,"(5.0, 6.0, 5.703973509933775)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.933333333333333)","(4.0, 6.2, 6.04)","(13.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.269230769230769)","(2.7, 3.45, 3.356666666666667)"
11-01-2023 13:24:03.031538,"(5.0, 6.0, 5.805882352941176)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.85)","(4.0, 6.2, 5.6)","(13.0, 14.5, 12.833333333333334)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.356666666666667)"
11-01-2023 13:24:04.283679,"(5.0, 8.0, 5.983333333333333)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.85)","(4.0, 6.0, 5.6)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.356666666666667)"
11-01-2023 13:24:05.576109,"(5.0, 7.6, 6.699999999999999)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.85)","(4.0, 6.0, 5.7)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.356666666666667)"
11-01-2023 13:24:06.970975,"(5.0, 7.2, 6.729411764705882)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.85)","(4.0, 6.2, 5.7)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.356666666666667)"
11-01-2023 13:24:08.310367,"(5.0, 7.0, 6.82)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.85)","(4.0, 6.2, 5.7)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.356666666666667)"
11-01-2023 13:24:09.618566,"(5.0, 7.0, 6.723076923076923)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.85)","(4.0, 6.2, 5.733333333333333)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.45, 3.361111111111111)"
11-01-2023 13:24:10.930361,"(5.0, 7.0, 6.496774193548387)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.85)","(4.0, 6.0, 5.733333333333333)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.361111111111111)"
11-01-2023 13:24:12.277471,"(5.0, 7.0, 6.496774193548387)","(14.0, 55.0, 48.5)","(6.5, 9.6, 7.85)","(4.0, 6.0, 5.733333333333333)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.361111111111111)"
11-01-2023 13:24:13.651702,"(5.0, 7.0, 6.496774193548387)","(14.0, 85.0, 52.2)","(6.5, 9.6, 7.85)","(4.0, 6.2, 6.062068965517241)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.3186274509803924)"
11-01-2023 13:24:14.825859,"(5.0, 7.0, 6.496774193548387)","(14.0, 85.0, 52.2)","(6.5, 9.6, 7.85)","(4.0, 6.2, 6.062068965517241)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.3186274509803924)"
11-01-2023 13:24:16.074382,"(5.0, 7.0, 6.496774193548387)","(14.0, 85.0, 55.388888888888886)","(6.5, 9.6, 7.85)","(4.0, 6.0, 5.890909090909091)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.3186274509803924)"
11-01-2023 13:24:17.304997,"(5.0, 7.0, 6.496774193548387)","(14.0, 75.0, 59.5)","(6.5, 9.6, 8.021052631578947)","(4.0, 6.0, 6.0636363636363635)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.332579185520362)"
11-01-2023 13:24:18.622823,"(5.0, 7.0, 6.496774193548387)","(14.0, 75.0, 58.76190476190476)","(6.5, 9.6, 8.021052631578947)","(4.0, 6.2, 6.0636363636363635)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.332579185520362)"
11-01-2023 13:24:19.850303,"(5.0, 7.0, 6.496774193548387)","(14.0, 75.0, 58.76190476190476)","(6.5, 9.6, 8.021052631578947)","(4.0, 6.2, 6.0636363636363635)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.4597701149425286)"
11-01-2023 13:24:21.092620,"(5.0, 7.0, 6.329032258064516)","(14.0, 75.0, 58.76190476190476)","(6.5, 9.6, 8.021052631578947)","(4.0, 6.2, 5.890909090909091)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.5, 3.5424752475247523)"
11-01-2023 13:24:22.325374,"(5.0, 7.0, 6.329032258064516)","(14.0, 75.0, 58.76190476190476)","(6.5, 9.6, 7.963636363636363)","(4.0, 6.0, 5.890909090909091)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.55, 3.5424752475247523)"
11-01-2023 13:24:23.511931,"(5.0, 7.0, 6.329032258064516)","(14.0, 75.0, 58.76190476190476)","(6.5, 9.6, 7.963636363636363)","(4.0, 6.0, 6.0636363636363635)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.55, 3.3859712230215826)"
11-01-2023 13:24:24.815192,"(5.0, 7.0, 6.329032258064516)","(14.0, 75.0, 58.76190476190476)","(6.5, 9.6, 8.021052631578947)","(4.0, 6.2, 6.0636363636363635)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:26.123213,"(5.0, 7.0, 5.978571428571429)","(14.0, 75.0, 58.76190476190476)","(6.5, 9.6, 8.021052631578947)","(4.0, 6.2, 6.0636363636363635)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:27.437447,"(5.0, 7.0, 5.978571428571429)","(14.0, 75.0, 58.76190476190476)","(6.5, 9.6, 8.021052631578947)","(4.0, 6.2, 5.890909090909091)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 33.42857142857143)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:28.717757,"(5.0, 7.0, 6.496774193548387)","(14.0, 75.0, 58.76190476190476)","(6.5, 9.6, 8.021052631578947)","(4.0, 6.0, 5.825)","(13.0, 14.5, 13.346153846153847)","(31.0, 38.0, 30.76923076923077)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:30.066427,"(5.0, 7.0, 6.496774193548387)","(14.0, 75.0, 58.76190476190476)","(6.5, 9.6, 8.021052631578947)","(4.0, 6.0, 5.975)","(13.0, 14.5, 13.346153846153847)","(31.0, 32.0, 30.76923076923077)","(6.0, 7.4, 6.148936170212766)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:31.682049,"(5.0, 7.0, 5.533333333333333)","(14.0, 75.0, 48.416666666666664)","(6.5, 9.6, 8.17142857142857)","(4.0, 6.2, 6.248648648648649)","(13.0, 14.5, 13.617647058823529)","(31.0, 32.0, 27.846153846153847)","(6.0, 7.4, 6.247058823529412)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:33.026175,"(5.0, 6.8, 6.527272727272727)","(14.0, 75.0, 48.07142857142857)","(6.5, 9.6, 7.85)","(4.2, 6.6, 6.1000000000000005)","(13.0, 14.5, 13.346153846153847)","(31.0, 32.0, 28.823529411764707)","(6.0, 7.4, 6.0636363636363635)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:34.434577,"(5.0, 6.6, 5.84)","(14.0, 75.0, 48.07142857142857)","(6.5, 9.6, 7.85)","(4.2, 6.4, 6.1000000000000005)","(13.0, 14.5, 13.346153846153847)","(31.0, 32.0, 28.823529411764707)","(6.0, 7.4, 6.0636363636363635)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:35.776010,"(5.0, 6.4, 5.8)","(14.0, 75.0, 50.8)","(6.5, 9.6, 7.85)","(4.2, 6.4, 6.163636363636364)","(13.0, 14.5, 13.346153846153847)","(31.0, 32.0, 28.823529411764707)","(6.0, 7.4, 6.0636363636363635)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:37.115588,"(5.0, 6.2, 5.8)","(14.0, 70.0, 50.8)","(6.5, 9.6, 7.85)","(4.2, 6.6, 6.163636363636364)","(13.0, 14.5, 13.346153846153847)","(31.0, 32.0, 28.823529411764707)","(6.0, 7.4, 6.0636363636363635)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:38.409557,"(5.0, 6.0, 5.444444444444445)","(14.0, 70.0, 50.8)","(6.5, 9.6, 7.85)","(4.2, 6.6, 6.163636363636364)","(13.0, 14.5, 13.346153846153847)","(31.0, 32.0, 28.823529411764707)","(6.0, 7.4, 6.0636363636363635)","(2.7, 3.55, 3.4)"
11-01-2023 13:24:39.771392,"(5.0, 5.9, 5.642857142857143)","(14.0, 70.0, 48.4)","(6.5, 9.6, 7.85)","(4.2, 6.4, 6.269565217391305)","(13.0, 14.5, 13.346153846153847)","(31.0, 32.0, 28.823529411764707)","(6.0, 7.4, 6.2)","(2.7, 3.55, 3.4120967741935484)"
11-01-2023 13:24:41.160904,"(5.0, 5.9, 5.642857142857143)","(14.0, 70.0, 48.4)","(6.5, 9.6, 7.85)","(4.2, 6.4, 6.269565217391305)","(13.0, 14.5, 12.833333333333334)","(31.0, 32.0, 28.823529411764707)","(6.0, 7.4, 6.2)","(2.7, 3.55, 3.4120967741935484)"
11-01-2023 13:24:42.737127,"(5.0, 5.9, 5.484615384615385)","(14.0, 70.0, 48.4)","(6.5, 9.6, 8.0)","(4.2, 6.4, 6.3999999999999995)","(13.0, 14.5, 12.833333333333334)","(31.0, 32.0, 28.823529411764707)","(6.0, 7.4, 6.2)","(2.7, 3.55, 3.424782608695652)"
11-01-2023 13:24:44.145504,"(5.0, 5.9, 5.484615384615385)","(14.0, 70.0, 48.4)","(6.5, 9.4, 7.84)","(4.2, 6.6, 6.3999999999999995)","(13.0, 14.5, 13.25)","(31.0, 32.0, 28.625)","(6.0, 7.4, 6.2)","(2.7, 3.55, 3.522972972972973)"
11-01-2023 13:24:45.545815,"(5.0, 5.9, 5.484615384615385)","(14.0, 70.0, 48.4)","(6.5, 9.4, 7.728571428571429)","(4.2, 6.6, 6.269565217391305)","(13.0, 14.5, 13.25)","(31.0, 32.0, 28.625)","(6.0, 7.4, 6.2)","(2.7, 3.85, 3.4559701492537314)"
11-01-2023 13:24:46.998864,"(5.0, 5.9, 5.642857142857143)","(14.0, 70.0, 48.4)","(6.5, 9.4, 7.832258064516129)","(4.2, 6.4, 5.95)","(13.0, 14.5, 13.25)","(31.0, 32.0, 28.625)","(6.0, 7.4, 6.2)","(2.7, 3.55, 3.470754716981132)"
11-01-2023 13:24:48.383108,"(5.0, 5.9, 5.642857142857143)","(14.0, 70.0, 50.0)","(6.5, 9.4, 8.133333333333333)","(4.2, 6.4, 6.285714285714286)","(13.0, 14.5, 13.25)","(31.0, 32.0, 28.625)","(6.0, 7.4, 6.188461538461539)","(2.7, 3.55, 3.475)"
11-01-2023 13:24:49.636922,"(5.0, 5.9, 5.642857142857143)","(14.0, 70.0, 50.0)","(6.5, 9.2, 8.133333333333333)","(4.2, 6.6, 6.285714285714286)","(13.0, 14.5, 13.25)","(31.0, 32.0, 28.625)","(6.0, 7.4, 6.188461538461539)","(2.7, 3.55, 3.470754716981132)"
11-01-2023 13:24:51.052642,"(5.0, 5.9, 5.642857142857143)","(14.0, 70.0, 50.0)","(6.5, 9.2, 7.866666666666666)","(4.2, 6.6, 6.292)","(13.0, 14.5, 13.25)","(31.0, 32.0, 28.625)","(6.0, 7.4, 6.188461538461539)","(2.7, 3.55, 3.470754716981132)"
