,Impetuous Lad,Lornas Law,Wallys Boy,Up The Amps,Lonely Tuna,Brians Buster,Burnt Jam,No Surprise
11-01-2023 13:17:53.360200,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 33.61538461538461)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:17:54.462277,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:17:55.553774,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:17:56.597136,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:17:57.678477,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:17:58.869178,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:17:59.934782,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:00.995633,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:02.041569,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:03.111074,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:04.216260,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 9.475)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:05.246539,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 31.625)","(6.5, 10.5, 9.475)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:06.257004,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:07.310347,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 120.0, 49.5)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:08.457775,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 120.0, 67.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:09.654345,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.914285714285715)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.576923076923077)","(41.0, 95.0, 67.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:10.752309,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.914285714285715)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 95.0, 67.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:11.831096,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 95.0, 67.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:12.831486,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 95.0, 67.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:13.900178,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 10.0375)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 95.0, 67.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:14.869646,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 95.0, 67.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:15.884576,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 95.0, 67.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:16.900563,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 95.0, 67.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:17.950269,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 95.0, 70.6)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:18.997222,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 95.0, 67.6)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:19.996126,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 90.0, 64.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:21.406085,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 85.0, 61.400000000000006)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:22.523383,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.625)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 85.0, 61.400000000000006)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:23.588038,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.625)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 85.0, 48.125)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:24.757544,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 85.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:25.915965,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.857142857142858)","(41.0, 110.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:26.960732,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 26.0, 14.857142857142858)","(41.0, 110.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:28.121510,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 26.0, 14.857142857142858)","(41.0, 110.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:29.259800,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 26.0, 15.5)","(41.0, 110.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:30.295264,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 26.0, 16.25)","(41.0, 110.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:31.285332,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 26.0, 14.5)","(41.0, 110.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:32.269349,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 110.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:33.253363,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 110.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:34.299853,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 110.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:35.380860,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 110.0, 47.0)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:36.415726,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 110.0, 70.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:37.402428,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 100.0, 70.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:38.392921,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 100.0, 70.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:39.500657,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 100.0, 70.4)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:40.554059,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 30.285714285714285)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 100.0, 51.33333333333333)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:41.829965,"(5.0, 8.6, 8.057142857142857)","(13.0, 46.0, 26.90909090909091)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 100.0, 51.33333333333333)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:18:42.924626,"(5.0, 8.6, 6.75)","(13.0, 46.0, 26.90909090909091)","(6.5, 10.5, 9.675)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 100.0, 51.33333333333333)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:44.038482,"(5.0, 8.6, 6.75)","(13.0, 46.0, 26.90909090909091)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 100.0, 51.33333333333333)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:45.192921,"(5.0, 8.6, 6.75)","(13.0, 42.0, 33.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 13.6)","(41.0, 100.0, 51.33333333333333)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:46.347400,"(5.0, 8.6, 6.75)","(13.0, 42.0, 33.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 100.0, 51.33333333333333)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:47.486968,"(5.0, 8.6, 6.75)","(13.0, 42.0, 33.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 100.0, 51.33333333333333)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:48.575487,"(5.0, 8.6, 6.75)","(13.0, 42.0, 33.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 100.0, 51.33333333333333)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:49.662043,"(5.0, 8.6, 6.75)","(13.0, 42.0, 33.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 100.0, 57.33333333333333)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:50.822683,"(5.0, 8.6, 6.75)","(13.0, 42.0, 33.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 100.0, 73.6)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:51.883708,"(5.0, 8.6, 6.75)","(13.0, 42.0, 33.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 100.0, 41.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:52.969510,"(5.0, 8.6, 6.75)","(13.0, 42.0, 33.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:54.052580,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:55.170456,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:56.305406,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:57.409646,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:58.408732,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:18:59.567001,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:00.680713,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:01.829204,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:02.967718,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:04.095422,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:05.193151,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:06.306913,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:07.392940,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.0)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:08.414144,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 16.576923076923077)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:09.531043,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.05)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:10.627971,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:11.783554,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:12.823502,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.5)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:13.857795,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 7.0)","(12.0, 28.0, 16.25)","(41.0, 44.0, 39.5)","(6.0, 10.0, 7.95)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:14.875959,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 26.0, 16.25)","(41.0, 44.0, 39.5)","(6.0, 10.0, 6.640000000000001)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:15.974956,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 24.0, 18.5)","(41.0, 44.0, 39.5)","(6.0, 9.6, 6.428571428571429)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:17.148683,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 24.0, 18.5)","(41.0, 44.0, 39.5)","(6.0, 9.6, 6.428571428571429)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:18.208078,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 24.0, 18.5)","(41.0, 44.0, 39.5)","(6.0, 9.6, 6.428571428571429)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:19.264197,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 24.0, 18.5)","(41.0, 44.0, 39.5)","(6.0, 9.6, 6.428571428571429)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:20.316690,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 24.0, 18.5)","(31.0, 44.0, 39.5)","(6.0, 9.6, 6.428571428571429)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:21.442501,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 24.0, 18.5)","(31.0, 44.0, 39.5)","(6.0, 9.6, 6.428571428571429)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:22.488214,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 24.0, 18.5)","(31.0, 44.0, 39.5)","(6.0, 9.6, 6.428571428571429)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:23.504516,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 24.0, 18.5)","(31.0, 44.0, 39.5)","(6.0, 9.6, 6.428571428571429)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:24.635389,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 24.0, 21.916666666666668)","(31.0, 44.0, 41.0)","(6.0, 9.6, 6.428571428571429)","(2.7, 4.4, 3.5333333333333337)"
11-01-2023 13:19:25.832266,"(5.0, 8.6, 6.75)","(13.0, 34.0, 29.5)","(6.5, 10.5, 8.95)","(4.0, 7.4, 5.85)","(12.0, 24.0, 18.5)","(31.0, 44.0, 41.0)","(6.0, 9.6, 6.428571428571429)","(2.7, 4.4, 3.5333333333333337)"
