,Manoeuver Man,Ideal Melody,Grinforawin,Bien Hoa Nz,Alimonie,Bettor Beontoit Nz,Midnight Sport,Captain Thunderbolt Nz
07-01-2023 20:24:41.571560,"(16.0, 32.0, 28.5)","(9.0, 10.0, 9.7)","(10.0, 16.0, 16.5)","(3.9, 99999, 99990)","(20.0, 34.0, 27.0)","(2.6, 99999, 99990)","(4.0, 5.6, 5.35)","(17.0, 99999, 99990)"
07-01-2023 20:24:42.942512,"(16.0, 32.0, 28.5)","(9.0, 10.0, 9.7)","(10.0, 17.0, 14.0)","(3.9, 99999, 99990)","(20.0, 34.0, 26.0)","(2.6, 99999, 99990)","(4.0, 5.6, 5.15)","(17.0, 99999, 99990)"
07-01-2023 20:24:44.238472,"(16.0, 30.0, 26.57142857142857)","(9.0, 13.0, 11.6)","(10.0, 15.5, 14.0)","(3.9, 99999, 99990)","(20.0, 32.0, 26.0)","(2.6, 99999, 99990)","(4.0, 5.6, 4.949999999999999)","(17.0, 99999, 99990)"
07-01-2023 20:24:45.440731,"(16.0, 30.0, 26.57142857142857)","(9.0, 13.0, 11.32)","(10.0, 18.0, 14.625)","(3.9, 99999, 99990)","(20.0, 32.0, 26.0)","(2.6, 99999, 99990)","(4.0, 5.6, 5.300000000000001)","(17.0, 99999, 99990)"
07-01-2023 20:24:46.638463,"(16.0, 30.0, 26.57142857142857)","(9.0, 13.0, 11.6)","(10.0, 18.0, 14.625)","(3.9, 99999, 99990)","(20.0, 32.0, 26.0)","(2.6, 99999, 99990)","(4.0, 5.7, 5.3)","(17.0, 99999, 99990)"
07-01-2023 20:24:47.892559,"(16.0, 30.0, 26.57142857142857)","(9.0, 13.0, 11.5)","(10.0, 18.0, 14.625)","(3.9, 99999, 99990)","(20.0, 32.0, 26.0)","(2.6, 99999, 99990)","(4.0, 5.6, 5.35)","(17.0, 99999, 99990)"
07-01-2023 20:24:49.071726,"(16.0, 30.0, 26.57142857142857)","(9.0, 13.0, 11.5)","(10.0, 18.0, 14.625)","(3.9, 99999, 99990)","(20.0, 32.0, 26.0)","(2.6, 99999, 99990)","(4.0, 5.6, 5.35)","(17.0, 99999, 99990)"
07-01-2023 20:24:50.187513,"(16.0, 30.0, 26.57142857142857)","(9.0, 13.0, 11.5)","(10.0, 18.0, 14.625)","(3.9, 99999, 99990)","(20.0, 32.0, 26.0)","(2.6, 99999, 99990)","(4.0, 5.6, 5.35)","(17.0, 99999, 99990)"
07-01-2023 20:24:51.328814,"(16.0, 30.0, 26.57142857142857)","(9.0, 13.0, 11.5)","(10.0, 18.0, 14.625)","(3.9, 99999, 99990)","(20.0, 32.0, 26.0)","(2.6, 99999, 99990)","(4.0, 5.6, 5.35)","(17.0, 99999, 99990)"
07-01-2023 20:24:52.469835,"(16.0, 30.0, 26.166666666666668)","(9.0, 14.0, 12.0)","(10.0, 18.0, 17.0)","(3.9, 99999, 99990)","(20.0, 32.0, 28.0)","(2.6, 99999, 99990)","(4.0, 5.8, 5.3)","(17.0, 99999, 99990)"
07-01-2023 20:24:53.636293,"(16.0, 30.0, 24.5)","(9.0, 14.0, 12.833333333333334)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(20.0, 32.0, 29.0)","(2.6, 99999, 99990)","(4.0, 5.8, 5.6)","(17.0, 99999, 99990)"
07-01-2023 20:24:54.904013,"(16.0, 30.0, 24.5)","(9.0, 14.0, 12.833333333333334)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.0, 4.6)","(19.0, 99999, 99990)"
07-01-2023 20:24:56.297108,"(16.0, 30.0, 24.5)","(9.0, 14.0, 12.833333333333334)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.0, 4.6)","(19.0, 99999, 99990)"
07-01-2023 20:24:57.485952,"(16.0, 30.0, 24.5)","(9.0, 14.0, 12.833333333333334)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.0, 4.736363636363636)","(19.0, 99999, 99990)"
07-01-2023 20:24:58.626356,"(16.0, 30.0, 24.5)","(9.0, 14.0, 12.833333333333334)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.8, 5.366666666666666)","(19.0, 99999, 99990)"
07-01-2023 20:24:59.837024,"(16.0, 30.0, 24.5)","(9.0, 14.0, 12.833333333333334)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.8, 5.366666666666666)","(19.0, 99999, 99990)"
07-01-2023 20:25:01.212812,"(16.0, 30.0, 24.5)","(9.0, 14.0, 12.833333333333334)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.8, 5.366666666666666)","(19.0, 99999, 99990)"
07-01-2023 20:25:02.682111,"(16.0, 30.0, 24.5)","(9.0, 14.0, 12.833333333333334)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.8, 5.366666666666666)","(19.0, 99999, 99990)"
07-01-2023 20:25:04.171136,"(16.0, 30.0, 24.5)","(9.0, 14.0, 12.833333333333334)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.8, 5.366666666666666)","(19.0, 99999, 99990)"
07-01-2023 20:25:05.525384,"(16.0, 30.0, 24.5)","(9.0, 14.0, 11.1)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.8, 5.366666666666666)","(19.0, 99999, 99990)"
07-01-2023 20:25:06.870639,"(16.0, 30.0, 24.5)","(9.0, 12.0, 11.1)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.8, 4.98)","(19.0, 99999, 99990)"
07-01-2023 20:25:08.142192,"(16.0, 30.0, 24.5)","(9.0, 12.0, 11.1)","(10.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.7, 4.98)","(19.0, 99999, 99990)"
07-01-2023 20:25:09.271076,"(16.0, 30.0, 24.5)","(9.0, 12.0, 11.1)","(11.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.7, 5.185714285714286)","(19.0, 99999, 99990)"
07-01-2023 20:25:10.423968,"(16.0, 30.0, 24.5)","(9.0, 12.0, 11.5)","(11.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.7, 5.185714285714286)","(19.0, 99999, 99990)"
07-01-2023 20:25:11.750289,"(16.0, 30.0, 24.5)","(9.0, 12.0, 11.5)","(11.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.7, 5.185714285714286)","(19.0, 99999, 99990)"
07-01-2023 20:25:13.038472,"(16.0, 30.0, 24.5)","(9.0, 12.0, 11.5)","(11.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.7, 5.34)","(19.0, 99999, 99990)"
07-01-2023 20:25:14.335152,"(16.0, 30.0, 24.5)","(9.0, 12.0, 11.5)","(11.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.7, 5.34)","(19.0, 99999, 99990)"
07-01-2023 20:25:15.557198,"(16.0, 30.0, 24.5)","(9.0, 12.0, 11.5)","(11.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 32.0, 28.4)","(2.5, 99999, 99990)","(4.0, 5.7, 5.15)","(19.0, 99999, 99990)"
07-01-2023 20:25:16.884921,"(16.0, 29.0, 22.0)","(9.0, 12.0, 11.5)","(11.0, 18.0, 16.5)","(3.9, 99999, 99990)","(21.0, 34.0, 28.4)","(2.5, 99999, 99990)","(4.0, 5.7, 4.866666666666667)","(19.0, 99999, 99990)"
07-01-2023 20:25:18.155178,"(16.0, 28.0, 22.0)","(9.0, 12.0, 11.5)","(11.0, 18.0, 15.3)","(3.9, 99999, 99990)","(21.0, 34.0, 28.4)","(2.5, 99999, 99990)","(4.0, 5.7, 4.866666666666667)","(19.0, 99999, 99990)"
07-01-2023 20:25:19.436829,"(16.0, 28.0, 22.0)","(9.0, 12.0, 11.5)","(11.0, 18.0, 16.0)","(3.9, 99999, 99990)","(21.0, 34.0, 28.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.075)","(19.0, 99999, 99990)"
07-01-2023 20:25:20.691761,"(16.0, 28.0, 22.0)","(9.0, 12.0, 11.18)","(11.0, 18.0, 15.375)","(3.9, 99999, 99990)","(21.0, 32.0, 31.4)","(2.5, 99999, 99990)","(4.0, 5.7, 5.375)","(19.0, 99999, 99990)"
07-01-2023 20:25:21.946878,"(16.0, 28.0, 22.0)","(9.0, 12.5, 11.375)","(11.0, 18.0, 16.6875)","(3.8, 99999, 99990)","(21.0, 34.0, 31.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.6, 5.133333333333334)","(19.0, 99999, 99990)"
07-01-2023 20:25:23.294974,"(16.0, 28.0, 22.0)","(9.0, 12.0, 11.375)","(11.0, 18.0, 16.6875)","(3.8, 99999, 99990)","(21.0, 34.0, 31.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.6, 5.075)","(19.0, 99999, 99990)"
07-01-2023 20:25:24.638064,"(16.0, 28.0, 22.0)","(9.0, 12.0, 11.1)","(11.0, 18.0, 16.5)","(3.8, 99999, 99990)","(21.0, 34.0, 28.4)","(2.5, 99999, 99990)","(4.0, 5.7, 5.375)","(19.0, 99999, 99990)"
07-01-2023 20:25:25.906832,"(16.0, 28.0, 25.88888888888889)","(9.0, 12.5, 11.568965517241379)","(11.0, 18.0, 16.5)","(3.8, 99999, 99990)","(21.0, 32.0, 31.555555555555557)","(2.5, 99999, 99990)","(4.0, 5.6, 5.375)","(19.0, 99999, 99990)"
07-01-2023 20:25:27.123807,"(16.0, 28.0, 25.0)","(9.0, 12.5, 11.681818181818182)","(11.0, 18.0, 17.0625)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.6, 5.25)","(19.0, 99999, 99990)"
07-01-2023 20:25:28.374360,"(16.0, 28.0, 24.0)","(9.0, 12.5, 12.59090909090909)","(11.0, 18.0, 17.0625)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.25)","(19.0, 99999, 99990)"
07-01-2023 20:25:29.862485,"(16.0, 28.0, 24.0)","(9.0, 13.5, 12.59090909090909)","(11.0, 18.0, 17.583333333333332)","(3.8, 99999, 99990)","(21.0, 34.0, 25.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.7, 5.033333333333333)","(19.0, 99999, 99990)"
07-01-2023 20:25:31.236076,"(16.0, 28.0, 25.2)","(9.0, 13.5, 12.7)","(11.0, 18.0, 17.583333333333332)","(3.8, 99999, 99990)","(21.0, 34.0, 25.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(19.0, 99999, 99990)"
07-01-2023 20:25:32.639737,"(16.0, 28.0, 25.2)","(9.0, 13.5, 12.7)","(11.0, 18.0, 17.583333333333332)","(3.8, 99999, 99990)","(21.0, 32.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(19.0, 99999, 99990)"
07-01-2023 20:25:33.975851,"(16.0, 28.0, 25.2)","(9.0, 13.5, 12.7)","(11.0, 18.0, 17.583333333333332)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(19.0, 99999, 99990)"
07-01-2023 20:25:35.179500,"(17.0, 28.0, 25.2)","(9.0, 13.5, 12.7)","(11.0, 18.0, 17.583333333333332)","(3.8, 99999, 99990)","(21.0, 34.0, 26.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(19.0, 99999, 99990)"
07-01-2023 20:25:36.507416,"(17.0, 28.0, 25.2)","(9.0, 13.5, 13.136363636363637)","(11.0, 18.0, 17.375)","(3.8, 99999, 99990)","(21.0, 32.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(19.0, 99999, 99990)"
07-01-2023 20:25:37.835517,"(17.0, 28.0, 26.444444444444443)","(9.0, 14.5, 12.884615384615385)","(11.0, 18.5, 16.0)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.15)","(19.0, 99999, 99990)"
07-01-2023 20:25:39.198519,"(17.0, 28.0, 26.444444444444443)","(9.0, 14.5, 12.884615384615385)","(11.0, 18.0, 16.384615384615383)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.3999999999999995)","(19.0, 99999, 99990)"
07-01-2023 20:25:40.519447,"(17.0, 28.0, 26.444444444444443)","(9.0, 14.5, 12.884615384615385)","(11.0, 18.0, 17.076923076923077)","(3.8, 99999, 99990)","(21.0, 34.0, 25.666666666666668)","(2.5, 99999, 99990)","(4.0, 5.6, 5.3999999999999995)","(19.0, 99999, 99990)"
07-01-2023 20:25:41.916459,"(17.0, 21.0, 19.8)","(9.0, 14.5, 11.916666666666666)","(11.0, 18.0, 17.454545454545453)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.6, 5.344444444444445)","(19.0, 99999, 99990)"
07-01-2023 20:25:43.272967,"(17.0, 21.0, 19.8)","(9.0, 14.0, 12.5)","(11.0, 18.0, 17.454545454545453)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.433333333333334)","(19.0, 99999, 99990)"
07-01-2023 20:25:44.806700,"(17.0, 21.0, 19.8)","(9.0, 13.5, 12.0)","(11.0, 18.0, 17.0)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.433333333333334)","(19.0, 99999, 99990)"
07-01-2023 20:25:46.309632,"(17.0, 21.0, 19.8)","(9.0, 13.5, 12.0)","(11.0, 18.0, 14.133333333333333)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.453846153846154)","(19.0, 99999, 99990)"
07-01-2023 20:25:47.662191,"(17.0, 21.0, 19.8)","(9.0, 13.5, 12.0)","(11.0, 15.0, 14.25)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.481818181818182)","(19.0, 99999, 99990)"
07-01-2023 20:25:49.011038,"(17.0, 21.0, 20.25)","(9.0, 13.5, 12.0)","(11.0, 15.0, 14.25)","(3.8, 99999, 99990)","(21.0, 34.0, 27.333333333333332)","(2.5, 99999, 99990)","(4.0, 5.7, 5.515384615384615)","(19.0, 99999, 99990)"
07-01-2023 20:25:50.306290,"(17.0, 21.0, 20.25)","(9.0, 13.5, 12.0)","(11.0, 15.0, 14.25)","(3.8, 99999, 99990)","(21.0, 34.0, 31.0)","(2.5, 99999, 99990)","(4.0, 5.7, 5.54)","(19.0, 99999, 99990)"
07-01-2023 20:25:51.658159,"(17.0, 21.0, 20.25)","(9.0, 14.5, 12.1)","(11.0, 14.5, 14.25)","(3.8, 99999, 99990)","(21.0, 34.0, 30.444444444444443)","(2.5, 99999, 99990)","(4.0, 5.7, 5.54)","(19.0, 99999, 99990)"
07-01-2023 20:25:52.976189,"(17.0, 21.0, 20.25)","(9.0, 14.0, 12.75)","(11.0, 14.5, 14.25)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.0, 5.7, 5.433333333333334)","(19.0, 99999, 99990)"
07-01-2023 20:25:54.316432,"(17.0, 21.0, 20.25)","(9.0, 14.0, 13.166666666666666)","(11.0, 14.5, 14.38888888888889)","(3.8, 99999, 99990)","(21.0, 36.0, 29.0)","(2.5, 99999, 99990)","(4.0, 5.7, 5.376923076923077)","(19.0, 99999, 99990)"
07-01-2023 20:25:55.600095,"(17.0, 28.0, 22.666666666666668)","(9.0, 14.0, 13.166666666666666)","(11.0, 14.5, 14.38888888888889)","(3.8, 99999, 99990)","(21.0, 36.0, 30.555555555555557)","(2.5, 99999, 99990)","(4.0, 5.7, 5.4375)","(19.0, 99999, 99990)"
07-01-2023 20:25:56.911172,"(17.0, 27.0, 23.5)","(9.0, 14.0, 13.166666666666666)","(11.0, 14.5, 14.38888888888889)","(3.8, 99999, 99990)","(21.0, 36.0, 31.5)","(2.5, 99999, 99990)","(4.0, 5.7, 5.423076923076923)","(19.0, 99999, 99990)"
07-01-2023 20:25:58.164979,"(17.0, 27.0, 24.0)","(9.0, 14.0, 12.5)","(11.0, 14.5, 14.38888888888889)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.0, 5.7, 5.423076923076923)","(19.0, 99999, 99990)"
07-01-2023 20:25:59.593844,"(17.0, 27.0, 24.0)","(9.0, 14.0, 12.5)","(11.0, 14.5, 14.0)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.0, 5.7, 5.523529411764706)","(19.0, 99999, 99990)"
07-01-2023 20:26:01.000990,"(17.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.5)","(11.0, 14.5, 14.0)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.0, 5.7, 5.523529411764706)","(19.0, 99999, 99990)"
07-01-2023 20:26:02.280849,"(17.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.5)","(11.0, 14.5, 14.0)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.7, 5.557142857142857)","(18.0, 99999, 99990)"
07-01-2023 20:26:03.514725,"(17.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.5)","(11.0, 14.5, 14.0)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.7, 5.557142857142857)","(18.0, 99999, 99990)"
07-01-2023 20:26:04.755378,"(17.0, 27.0, 23.428571428571427)","(9.0, 14.0, 12.166666666666666)","(11.0, 14.5, 14.0)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.7, 5.45)","(18.0, 99999, 99990)"
07-01-2023 20:26:05.966370,"(17.0, 27.0, 23.428571428571427)","(9.0, 13.5, 11.944444444444445)","(11.0, 14.5, 14.0)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.7, 5.45)","(18.0, 99999, 99990)"
07-01-2023 20:26:07.192493,"(17.0, 27.0, 23.428571428571427)","(9.0, 13.5, 11.944444444444445)","(11.0, 14.5, 14.0)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.7, 5.45)","(18.0, 99999, 99990)"
07-01-2023 20:26:08.466186,"(17.0, 27.0, 25.333333333333332)","(9.0, 13.5, 11.944444444444445)","(11.0, 14.5, 14.0)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.7, 5.35)","(18.0, 99999, 99990)"
07-01-2023 20:26:09.732032,"(17.0, 25.0, 24.0)","(9.0, 13.5, 11.944444444444445)","(11.0, 14.5, 14.0)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.7, 5.407692307692307)","(18.0, 99999, 99990)"
07-01-2023 20:26:10.994552,"(17.0, 25.0, 24.0)","(9.0, 13.5, 11.944444444444445)","(11.0, 14.5, 14.0)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.6, 5.375)","(18.0, 99999, 99990)"
07-01-2023 20:26:12.240125,"(17.0, 25.0, 24.0)","(9.0, 13.0, 12.4)","(11.0, 14.5, 14.333333333333334)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.6, 5.449999999999999)","(18.0, 99999, 99990)"
07-01-2023 20:26:13.646767,"(17.0, 25.0, 24.0)","(9.0, 13.0, 11.928571428571429)","(11.0, 14.5, 14.333333333333334)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.6, 5.449999999999999)","(18.0, 99999, 99990)"
07-01-2023 20:26:15.066517,"(17.0, 25.0, 24.0)","(9.0, 13.0, 11.928571428571429)","(11.0, 14.5, 14.333333333333334)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.6, 5.492857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:26:16.500916,"(17.0, 25.0, 24.0)","(9.0, 13.0, 11.571428571428571)","(11.0, 14.5, 14.25)","(3.8, 99999, 99990)","(21.0, 34.0, 31.5)","(2.5, 99999, 99990)","(4.2, 5.6, 5.492857142857143)","(18.0, 99999, 99990)"
07-01-2023 20:26:18.067184,"(17.0, 25.0, 23.428571428571427)","(9.0, 13.0, 12.0)","(11.0, 14.5, 14.375)","(3.8, 99999, 99990)","(21.0, 34.0, 27.0)","(2.5, 99999, 99990)","(4.2, 5.6, 5.35)","(18.0, 99999, 99990)"
07-01-2023 20:26:19.788463,"(17.0, 27.0, 25.0)","(9.0, 13.0, 11.928571428571429)","(11.0, 14.5, 14.38888888888889)","(3.8, 99999, 99990)","(21.0, 29.0, 27.75)","(2.5, 99999, 99990)","(4.2, 5.6, 5.4799999999999995)","(18.0, 99999, 99990)"
07-01-2023 20:26:21.339882,"(17.0, 27.0, 25.0)","(9.0, 13.0, 11.928571428571429)","(11.0, 14.5, 14.433333333333334)","(3.8, 99999, 99990)","(21.0, 29.0, 28.285714285714285)","(2.5, 99999, 99990)","(4.2, 5.6, 5.518181818181818)","(18.0, 99999, 99990)"
07-01-2023 20:26:22.914126,"(17.0, 27.0, 25.0)","(9.0, 13.0, 11.928571428571429)","(11.0, 14.5, 14.416666666666666)","(3.8, 99999, 99990)","(21.0, 29.0, 28.333333333333332)","(2.5, 99999, 99990)","(4.2, 5.6, 5.566666666666666)","(18.0, 99999, 99990)"
07-01-2023 20:26:24.489355,"(17.0, 27.0, 23.666666666666668)","(9.0, 13.0, 11.928571428571429)","(11.0, 14.5, 14.433333333333334)","(3.8, 99999, 99990)","(21.0, 29.0, 28.0)","(2.5, 99999, 99990)","(4.2, 5.6, 5.578947368421052)","(18.0, 99999, 99990)"
07-01-2023 20:26:25.825584,"(17.0, 27.0, 23.666666666666668)","(9.0, 13.0, 12.833333333333334)","(11.0, 14.5, 14.433333333333334)","(3.8, 99999, 99990)","(21.0, 29.0, 28.0)","(2.5, 99999, 99990)","(4.2, 5.6, 5.574999999999999)","(18.0, 99999, 99990)"
07-01-2023 20:26:27.159757,"(17.0, 27.0, 23.666666666666668)","(9.0, 15.5, 13.5)","(11.0, 14.5, 14.416666666666666)","(3.8, 99999, 99990)","(21.0, 29.0, 28.0)","(2.5, 99999, 99990)","(4.2, 5.6, 5.574999999999999)","(18.0, 99999, 99990)"
07-01-2023 20:26:28.505770,"(17.0, 27.0, 23.666666666666668)","(9.0, 14.5, 13.5)","(11.0, 14.5, 14.333333333333334)","(3.8, 99999, 99990)","(21.0, 29.0, 28.0)","(2.5, 99999, 99990)","(4.2, 5.6, 5.574999999999999)","(18.0, 99999, 99990)"
07-01-2023 20:26:29.907960,"(17.0, 27.0, 23.666666666666668)","(9.0, 14.5, 13.5)","(11.0, 14.5, 14.333333333333334)","(3.9, 99999, 99990)","(21.0, 29.0, 28.0)","(2.5, 99999, 99990)","(4.2, 5.6, 5.574999999999999)","(18.0, 99999, 99990)"
07-01-2023 20:26:31.261209,"(17.0, 27.0, 23.666666666666668)","(9.0, 14.5, 13.5)","(11.0, 14.5, 14.333333333333334)","(3.9, 99999, 99990)","(21.0, 29.0, 28.0)","(2.5, 99999, 99990)","(4.2, 5.6, 5.55)","(18.0, 99999, 99990)"
07-01-2023 20:26:32.599642,"(17.0, 27.0, 23.666666666666668)","(9.0, 14.5, 13.5)","(11.0, 14.5, 14.333333333333334)","(3.9, 99999, 99990)","(21.0, 29.0, 28.0)","(2.5, 99999, 99990)","(4.2, 5.6, 5.55)","(18.0, 99999, 99990)"
07-01-2023 20:26:33.896472,"(17.0, 27.0, 23.666666666666668)","(9.0, 14.5, 13.5)","(11.0, 14.5, 14.333333333333334)","(3.9, 99999, 99990)","(21.0, 29.0, 26.5)","(2.5, 99999, 99990)","(4.2, 5.6, 5.55)","(18.0, 99999, 99990)"
07-01-2023 20:26:35.123565,"(17.0, 27.0, 23.666666666666668)","(9.0, 14.5, 13.5)","(11.0, 14.5, 14.333333333333334)","(3.9, 99999, 99990)","(21.0, 29.0, 25.666666666666668)","(2.5, 99999, 99990)","(4.2, 5.6, 5.55)","(18.0, 99999, 99990)"
07-01-2023 20:26:36.359491,"(17.0, 27.0, 23.666666666666668)","(9.0, 14.5, 13.5)","(11.0, 14.5, 14.333333333333334)","(3.9, 99999, 99990)","(21.0, 29.0, 25.0)","(2.5, 99999, 99990)","(4.2, 5.6, 5.55)","(18.0, 99999, 99990)"
07-01-2023 20:26:37.654408,"(17.0, 27.0, 23.666666666666668)","(9.0, 14.5, 13.6)","(11.0, 14.5, 14.38888888888889)","(3.9, 99999, 99990)","(21.0, 29.0, 25.6)","(2.5, 99999, 99990)","(4.2, 5.6, 5.54)","(18.0, 99999, 99990)"
07-01-2023 20:26:39.237063,"(17.0, 27.0, 24.916666666666668)","(9.0, 15.0, 13.25)","(11.0, 14.5, 14.38888888888889)","(3.9, 99999, 99990)","(21.0, 32.0, 28.857142857142858)","(2.5, 99999, 99990)","(4.2, 5.6, 5.45)","(18.0, 99999, 99990)"
07-01-2023 20:26:40.745206,"(17.0, 27.0, 24.916666666666668)","(9.0, 14.5, 14.0)","(11.0, 14.5, 14.375)","(3.9, 99999, 99990)","(21.0, 30.0, 29.333333333333332)","(2.5, 99999, 99990)","(4.2, 5.5, 5.45)","(18.0, 99999, 99990)"
07-01-2023 20:26:42.111061,"(17.0, 27.0, 26.9)","(9.0, 15.0, 14.0)","(11.0, 14.5, 14.55)","(3.9, 99999, 99990)","(21.0, 30.0, 29.333333333333332)","(2.5, 99999, 99990)","(4.2, 5.5, 5.449999999999999)","(18.0, 99999, 99990)"
07-01-2023 20:26:43.711235,"(17.0, 29.0, 26.666666666666664)","(9.0, 15.0, 13.0)","(11.0, 15.0, 14.55)","(3.9, 99999, 99990)","(21.0, 32.0, 29.333333333333332)","(2.5, 99999, 99990)","(4.2, 5.6, 5.428571428571428)","(18.0, 99999, 99990)"
07-01-2023 20:26:45.231542,"(17.0, 28.0, 26.2)","(9.0, 15.0, 13.541666666666666)","(11.0, 15.0, 14.55)","(3.9, 99999, 99990)","(21.0, 32.0, 28.5)","(2.5, 99999, 99990)","(4.2, 5.6, 5.428571428571428)","(18.0, 99999, 99990)"
