,Walk A Fine Line,Dyladdie,Excuses Excuses,West Virginia Pam,Jalebi Baby,Boca Birdie,My Juba,Fashion Icon,Miss Lauren,Magnificent Rocket
06-01-2023 11:59:08.184980,"(11.0, 20.0, 18.833333333333332)","(6.5, 8.6, 8.483870967741936)","(14.0, 24.0, 22.0)","(31.0, 55.0, 45.714285714285715)","(2.15, 2.66, 2.6580000000000004)","(31.0, 55.0, 42.0)","(4.2, 7.2, 6.536585365853659)","(31.0, 48.0, 36.8)","(5.5, 6.0, 5.80235294117647)","(51.0, 170.0, 154.16666666666669)"
06-01-2023 11:59:10.061312,"(11.0, 20.0, 18.833333333333332)","(6.5, 8.6, 8.353846153846154)","(14.0, 24.0, 22.5)","(31.0, 55.0, 45.714285714285715)","(2.15, 2.66, 2.645)","(31.0, 55.0, 42.0)","(4.2, 7.2, 6.6499999999999995)","(31.0, 48.0, 37.2)","(5.5, 6.0, 5.742857142857143)","(51.0, 170.0, 154.16666666666669)"
06-01-2023 11:59:12.114210,"(11.0, 20.0, 18.25)","(6.5, 8.4, 8.345454545454546)","(14.0, 24.0, 20.2)","(31.0, 55.0, 45.714285714285715)","(2.15, 2.66, 2.6775342465753424)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.68)","(31.0, 48.0, 36.0)","(5.5, 5.9, 5.728571428571429)","(51.0, 170.0, 154.16666666666669)"
06-01-2023 11:59:13.928145,"(11.0, 20.0, 19.0)","(6.5, 8.4, 8.345454545454546)","(14.0, 25.0, 21.57142857142857)","(31.0, 55.0, 45.714285714285715)","(2.15, 2.68, 2.6775)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.68)","(31.0, 48.0, 35.4)","(5.5, 5.9, 5.728571428571429)","(51.0, 170.0, 154.16666666666669)"
06-01-2023 11:59:15.598064,"(11.0, 20.0, 19.0)","(6.5, 8.4, 8.353846153846154)","(14.0, 25.0, 20.6)","(31.0, 55.0, 45.714285714285715)","(2.15, 2.68, 2.6779545454545457)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.707692307692308)","(31.0, 48.0, 38.0)","(5.5, 5.9, 5.728571428571429)","(51.0, 170.0, 154.16666666666669)"
06-01-2023 11:59:17.243453,"(11.0, 20.0, 19.22222222222222)","(6.5, 8.4, 8.353846153846154)","(14.0, 25.0, 20.6)","(31.0, 55.0, 45.714285714285715)","(2.15, 2.68, 2.6779545454545457)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.707692307692308)","(31.0, 46.0, 39.0)","(5.5, 5.9, 5.728571428571429)","(51.0, 170.0, 154.16666666666669)"
06-01-2023 11:59:18.954123,"(11.0, 20.0, 19.22222222222222)","(6.5, 8.4, 8.353846153846154)","(14.0, 25.0, 20.6)","(31.0, 55.0, 45.714285714285715)","(2.15, 2.68, 2.6779545454545457)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.707692307692308)","(31.0, 46.0, 39.0)","(5.5, 5.9, 5.728571428571429)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:20.527628,"(11.0, 20.0, 19.708333333333332)","(6.5, 8.4, 8.364705882352942)","(14.0, 25.0, 20.6)","(31.0, 55.0, 45.714285714285715)","(2.15, 2.68, 2.6779545454545457)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.707692307692308)","(31.0, 46.0, 39.0)","(5.5, 5.9, 5.728571428571429)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:22.119159,"(11.0, 20.0, 19.708333333333332)","(6.5, 8.4, 8.364705882352942)","(14.0, 25.0, 20.6)","(31.0, 55.0, 45.714285714285715)","(2.15, 2.68, 2.6779545454545457)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.707692307692308)","(31.0, 46.0, 40.4)","(5.5, 5.9, 5.728571428571429)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:23.596070,"(12.0, 20.0, 19.5)","(6.5, 8.4, 8.364705882352942)","(15.0, 25.0, 20.6)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.6775)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.707692307692308)","(31.0, 46.0, 40.4)","(5.0, 5.9, 5.728571428571429)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:25.094902,"(12.0, 20.0, 19.5)","(6.5, 8.4, 8.364705882352942)","(15.0, 25.0, 20.6)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.6675)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.707692307692308)","(31.0, 46.0, 40.4)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:26.594590,"(12.0, 20.0, 18.75)","(6.5, 8.4, 8.364705882352942)","(15.0, 25.0, 20.6)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.6675)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.707692307692308)","(31.0, 46.0, 40.0)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:28.136909,"(12.0, 20.0, 18.75)","(6.5, 8.4, 8.364705882352942)","(15.0, 25.0, 21.333333333333332)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.6675)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.671428571428572)","(31.0, 46.0, 40.0)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:29.624698,"(12.0, 20.0, 18.75)","(6.5, 8.4, 8.364705882352942)","(15.0, 25.0, 21.333333333333332)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.6675)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.636363636363637)","(31.0, 46.0, 40.0)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:31.115833,"(12.0, 20.0, 18.25)","(6.5, 8.4, 8.364705882352942)","(15.0, 25.0, 21.666666666666668)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.6675)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.636363636363637)","(31.0, 46.0, 40.0)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:32.708625,"(12.0, 20.0, 19.0)","(6.5, 8.4, 8.364705882352942)","(15.0, 25.0, 21.666666666666668)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.6675)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.636363636363637)","(31.0, 46.0, 36.54545454545455)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:34.292713,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.364705882352942)","(15.0, 25.0, 21.666666666666668)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.6675)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.636363636363637)","(31.0, 48.0, 36.54545454545455)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 156.42857142857144)"
06-01-2023 11:59:35.888231,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.5)","(15.0, 25.0, 21.333333333333332)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.668)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.636363636363637)","(31.0, 48.0, 42.333333333333336)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 128.66666666666669)"
06-01-2023 11:59:37.432609,"(12.0, 20.0, 18.5)","(6.5, 8.6, 8.5)","(15.0, 24.0, 22.5)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.668)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.636363636363637)","(31.0, 55.0, 42.333333333333336)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 139.0)"
06-01-2023 11:59:38.930942,"(12.0, 20.0, 18.5)","(6.5, 8.6, 8.75)","(15.0, 24.0, 21.0)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.665)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.575)","(31.0, 55.0, 42.333333333333336)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 139.0)"
06-01-2023 11:59:40.435982,"(12.0, 20.0, 18.5)","(6.5, 9.0, 8.826086956521738)","(15.0, 24.0, 21.0)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.671111111111111)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.4)","(31.0, 55.0, 42.333333333333336)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 139.0)"
06-01-2023 11:59:41.878715,"(12.0, 20.0, 18.5)","(6.5, 9.0, 8.826086956521738)","(15.0, 24.0, 22.5)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.671111111111111)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.4)","(31.0, 55.0, 42.333333333333336)","(5.0, 5.9, 5.742857142857143)","(51.0, 170.0, 131.5)"
06-01-2023 11:59:43.484476,"(12.0, 20.0, 18.5)","(6.5, 9.0, 8.299999999999999)","(15.0, 24.0, 22.5)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.6492307692307695)","(31.0, 55.0, 42.0)","(4.2, 6.8, 6.4)","(31.0, 55.0, 42.333333333333336)","(5.0, 5.9, 6.0055555555555555)","(51.0, 160.0, 131.5)"
06-01-2023 11:59:44.968011,"(12.0, 20.0, 18.5)","(6.5, 8.6, 8.333333333333332)","(15.0, 24.0, 22.0)","(31.0, 55.0, 45.714285714285715)","(2.2, 2.68, 2.6475675675675676)","(31.0, 55.0, 42.0)","(4.2, 6.6, 6.449999999999999)","(31.0, 55.0, 42.333333333333336)","(5.0, 6.2, 6.105263157894737)","(51.0, 160.0, 131.5)"
06-01-2023 11:59:46.485835,"(12.0, 20.0, 18.5)","(6.5, 9.0, 8.2)","(15.0, 24.0, 21.8)","(31.0, 55.0, 42.857142857142854)","(2.2, 2.68, 2.7407999999999997)","(31.0, 55.0, 49.6)","(4.2, 6.6, 6.3)","(31.0, 55.0, 44.5)","(5.0, 6.4, 6.0055555555555555)","(51.0, 160.0, 122.0)"
06-01-2023 11:59:47.960932,"(12.0, 20.0, 18.5)","(6.5, 8.6, 8.1)","(15.0, 25.0, 21.8)","(31.0, 55.0, 42.5)","(2.2, 2.76, 2.666530612244898)","(31.0, 55.0, 42.0)","(4.2, 6.6, 6.051851851851852)","(31.0, 55.0, 42.333333333333336)","(5.0, 6.2, 5.807843137254902)","(51.0, 160.0, 131.5)"
06-01-2023 11:59:49.502941,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.1)","(15.0, 25.0, 21.8)","(31.0, 55.0, 42.5)","(2.2, 2.74, 2.670769230769231)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.051851851851852)","(31.0, 55.0, 42.333333333333336)","(5.0, 6.2, 5.807843137254902)","(51.0, 160.0, 131.5)"
06-01-2023 11:59:50.981324,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.1)","(15.0, 25.0, 22.0)","(31.0, 55.0, 42.5)","(2.2, 2.74, 2.741052631578947)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.051851851851852)","(31.0, 55.0, 42.333333333333336)","(5.0, 6.2, 5.807843137254902)","(51.0, 160.0, 131.5)"
06-01-2023 11:59:52.457856,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.066666666666666)","(15.0, 24.0, 22.0)","(31.0, 55.0, 42.5)","(2.2, 2.76, 2.7466666666666666)","(31.0, 55.0, 42.0)","(4.2, 6.4, 5.916417910447761)","(31.0, 55.0, 42.333333333333336)","(5.0, 6.2, 5.734883720930233)","(51.0, 160.0, 131.5)"
06-01-2023 11:59:53.838720,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.066666666666666)","(15.0, 24.0, 21.8)","(31.0, 55.0, 42.5)","(2.2, 2.8, 2.764313725490196)","(31.0, 55.0, 42.0)","(4.2, 6.4, 5.93)","(31.0, 55.0, 42.333333333333336)","(5.0, 6.2, 5.734883720930233)","(51.0, 160.0, 131.5)"
06-01-2023 11:59:55.322787,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.1)","(15.0, 25.0, 22.0)","(31.0, 55.0, 42.5)","(2.2, 2.8, 2.776923076923077)","(31.0, 55.0, 42.0)","(4.2, 6.4, 5.93)","(31.0, 55.0, 42.333333333333336)","(5.0, 6.2, 5.734883720930233)","(51.0, 160.0, 131.5)"
06-01-2023 11:59:56.905409,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.1)","(15.0, 24.0, 21.8)","(31.0, 55.0, 42.5)","(2.2, 2.82, 2.78327868852459)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.115151515151515)","(31.0, 55.0, 42.333333333333336)","(5.0, 6.2, 5.734883720930233)","(51.0, 160.0, 131.5)"
06-01-2023 11:59:58.364731,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.1)","(15.0, 25.0, 21.8)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.78327868852459)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.115151515151515)","(31.0, 55.0, 44.5)","(5.0, 6.2, 5.734883720930233)","(51.0, 160.0, 122.0)"
06-01-2023 11:59:59.796294,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.1)","(15.0, 25.0, 22.0)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.78327868852459)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.115151515151515)","(31.0, 55.0, 44.5)","(5.0, 6.2, 5.734883720930233)","(51.0, 160.0, 122.0)"
06-01-2023 12:00:01.224309,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.22)","(15.0, 24.0, 21.8)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.78327868852459)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.077611940298508)","(31.0, 55.0, 47.85714285714286)","(5.0, 6.2, 5.734883720930233)","(51.0, 160.0, 131.5)"
06-01-2023 12:00:02.706709,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.22)","(15.0, 25.0, 21.8)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.78327868852459)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.26)","(31.0, 55.0, 41.0)","(5.0, 6.2, 5.8500000000000005)","(51.0, 160.0, 131.5)"
06-01-2023 12:00:04.204148,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.22)","(15.0, 25.0, 22.0)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.78327868852459)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.26)","(31.0, 50.0, 44.5)","(5.0, 6.2, 5.8500000000000005)","(51.0, 160.0, 131.5)"
06-01-2023 12:00:05.666765,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.22)","(15.0, 24.0, 22.0)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.78327868852459)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.296296296296297)","(31.0, 55.0, 44.5)","(5.0, 6.2, 5.8500000000000005)","(51.0, 160.0, 104.0)"
06-01-2023 12:00:07.176351,"(12.0, 20.0, 18.0)","(6.5, 8.4, 8.22)","(15.0, 24.0, 22.0)","(31.0, 55.0, 42.5)","(2.2, 2.82, 2.78327868852459)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.296296296296297)","(31.0, 55.0, 42.333333333333336)","(5.0, 6.2, 5.8500000000000005)","(51.0, 160.0, 104.0)"
06-01-2023 12:00:08.674674,"(12.0, 20.0, 19.714285714285715)","(6.5, 8.4, 8.22)","(15.0, 24.0, 21.8)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.78327868852459)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.296296296296297)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.911111111111111)","(51.0, 160.0, 104.0)"
06-01-2023 12:00:10.080312,"(12.0, 20.0, 19.714285714285715)","(6.5, 8.4, 8.22)","(15.0, 25.0, 21.8)","(31.0, 55.0, 42.5)","(2.2, 2.82, 2.7111111111111112)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.296296296296297)","(31.0, 55.0, 42.333333333333336)","(5.0, 6.0, 5.815384615384615)","(51.0, 160.0, 104.0)"
06-01-2023 12:00:11.458795,"(12.0, 20.0, 18.833333333333332)","(6.5, 8.4, 8.22)","(15.0, 25.0, 22.0)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.7111111111111112)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.296296296296297)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.834482758620689)","(51.0, 160.0, 104.0)"
06-01-2023 12:00:12.799796,"(12.0, 20.0, 18.833333333333332)","(6.5, 8.4, 8.22)","(15.0, 24.0, 22.0)","(31.0, 55.0, 42.5)","(2.2, 2.82, 2.7111111111111112)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.296296296296297)","(31.0, 55.0, 39.666666666666664)","(5.0, 6.0, 5.834482758620689)","(51.0, 160.0, 104.0)"
06-01-2023 12:00:14.196017,"(12.0, 20.0, 18.833333333333332)","(6.5, 8.4, 8.22)","(15.0, 24.0, 22.0)","(31.0, 55.0, 42.5)","(2.2, 2.82, 2.7111111111111112)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.296296296296297)","(31.0, 55.0, 46.0)","(5.0, 6.0, 5.834482758620689)","(51.0, 160.0, 104.0)"
06-01-2023 12:00:15.568101,"(12.0, 20.0, 18.833333333333332)","(6.5, 8.4, 8.22)","(15.0, 24.0, 22.0)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.784255319148936)","(31.0, 55.0, 42.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 50.0, 46.6)","(5.0, 6.0, 5.810416666666667)","(51.0, 160.0, 152.72727272727272)"
06-01-2023 12:00:17.320032,"(12.0, 20.0, 18.833333333333332)","(6.5, 8.4, 8.22)","(15.0, 24.0, 21.8)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.784255319148936)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 46.6)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:19.048560,"(12.0, 20.0, 18.833333333333332)","(6.5, 8.4, 8.22)","(15.0, 25.0, 21.8)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.784255319148936)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 46.6)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:20.710731,"(12.0, 20.0, 19.5625)","(6.5, 8.4, 8.22)","(15.0, 25.0, 22.0)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.7984615384615386)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 46.66666666666667)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:22.410993,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.22)","(15.0, 24.0, 21.8)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.7826666666666666)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 50.0, 46.66666666666667)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:24.023959,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.22)","(15.0, 25.0, 21.8)","(31.0, 55.0, 46.5)","(2.2, 2.82, 2.7826666666666666)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 50.0, 46.66666666666667)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:25.614588,"(12.0, 20.0, 18.5)","(6.5, 8.4, 8.22)","(15.0, 25.0, 22.0)","(31.0, 55.0, 47.27272727272727)","(2.2, 2.82, 2.793076923076923)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 50.0, 47.77777777777778)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:27.158246,"(12.0, 20.0, 19.5)","(6.5, 8.4, 8.22)","(15.0, 24.0, 21.8)","(31.0, 55.0, 45.55555555555556)","(2.2, 2.82, 2.793076923076923)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 50.0, 44.0)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:28.730807,"(12.0, 20.0, 19.5)","(6.5, 8.4, 8.22)","(15.0, 25.0, 22.0)","(31.0, 55.0, 45.55555555555556)","(2.2, 2.82, 2.797551020408163)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 50.0, 43.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:30.327321,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(15.0, 24.0, 22.0)","(31.0, 55.0, 45.55555555555556)","(2.2, 2.82, 2.797551020408163)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:31.855719,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(15.0, 24.0, 22.0)","(31.0, 55.0, 45.55555555555556)","(2.2, 2.82, 2.797551020408163)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:33.413020,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(15.0, 24.0, 21.8)","(31.0, 55.0, 45.55555555555556)","(2.2, 2.82, 2.797551020408163)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:34.927819,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(15.0, 25.0, 21.8)","(31.0, 55.0, 45.55555555555556)","(2.2, 2.82, 2.797551020408163)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:36.429298,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(15.0, 25.0, 21.8)","(31.0, 55.0, 45.55555555555556)","(2.2, 2.82, 2.797551020408163)","(31.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:37.949801,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 25.0, 22.0)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.797551020408163)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:39.365503,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 24.0, 21.8)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.797551020408163)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:40.776787,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 25.0, 21.8)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.797551020408163)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:42.218472,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 25.0, 22.0)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.763181818181818)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:43.714306,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 24.0, 21.8)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.763181818181818)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:45.209278,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 25.0, 21.8)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.763181818181818)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:46.643464,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 25.0, 22.0)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.763181818181818)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:48.091352,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 24.0, 22.0)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.763181818181818)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:49.626113,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 24.0, 22.0)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.763181818181818)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:51.374707,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 24.0, 21.8)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.763181818181818)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.088888888888889)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.810416666666667)","(51.0, 170.0, 161.8181818181818)"
06-01-2023 12:00:53.108523,"(12.0, 20.0, 19.166666666666668)","(6.5, 8.4, 8.22)","(14.0, 25.0, 21.8)","(31.0, 55.0, 45.55555555555556)","(2.25, 2.82, 2.763181818181818)","(26.0, 55.0, 46.0)","(4.2, 6.4, 6.296296296296297)","(31.0, 55.0, 44.5)","(5.0, 6.0, 5.834482758620689)","(51.0, 170.0, 106.0)"
