,Gee Gee Secondover,Liffeybeau,Turk Warrior,Blaze Forth,Galenus,Le Cadeau,Music Addition,Julius,Street Tough,Emily
11-01-2023 14:19:08.753814,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.851851851851855)","(3.8, 4.1, 4.087323943661971)","(31.0, 75.0, 71.47540983606558)","(6.0, 11.0, 10.266666666666667)","(14.0, 22.0, 20.666666666666668)","(21.0, 36.0, 30.46153846153846)","(4.4, 4.8, 4.794444444444444)","(21.0, 75.0, 72.36842105263159)","(3.6, 3.95, 3.901904761904762)"
11-01-2023 14:19:10.021561,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.851851851851855)","(3.8, 4.1, 4.087323943661971)","(31.0, 85.0, 71.47540983606558)","(6.0, 11.0, 10.266666666666667)","(14.0, 22.0, 20.666666666666668)","(21.0, 36.0, 30.46153846153846)","(4.4, 4.8, 4.794444444444444)","(21.0, 75.0, 72.36842105263159)","(3.6, 3.95, 3.901207729468599)"
11-01-2023 14:19:11.280085,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.851851851851855)","(3.8, 4.1, 4.087323943661971)","(31.0, 85.0, 71.47540983606558)","(6.0, 11.0, 10.266666666666667)","(14.0, 22.0, 20.666666666666668)","(21.0, 36.0, 30.5)","(4.4, 4.8, 4.794444444444444)","(21.0, 75.0, 72.36842105263159)","(3.6, 3.95, 3.901207729468599)"
11-01-2023 14:19:12.501173,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.851851851851855)","(3.8, 4.1, 4.087323943661971)","(31.0, 85.0, 73.21428571428571)","(6.0, 11.0, 10.266666666666667)","(14.0, 22.0, 20.666666666666668)","(21.0, 36.0, 30.5)","(4.4, 4.8, 4.794444444444444)","(21.0, 75.0, 72.36842105263159)","(3.6, 3.95, 3.901207729468599)"
11-01-2023 14:19:13.768893,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.851851851851855)","(3.8, 4.1, 4.087323943661971)","(31.0, 85.0, 73.21428571428571)","(6.0, 11.0, 9.9)","(14.0, 22.0, 20.666666666666668)","(21.0, 36.0, 30.5)","(4.4, 4.8, 4.794444444444444)","(21.0, 75.0, 65.0)","(3.6, 3.95, 3.8528846153846157)"
11-01-2023 14:19:15.035814,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.851851851851855)","(3.8, 4.1, 4.087323943661971)","(31.0, 85.0, 73.21428571428571)","(6.0, 11.0, 9.9)","(14.0, 22.0, 20.666666666666668)","(21.0, 36.0, 30.5)","(4.4, 4.8, 4.794444444444444)","(21.0, 75.0, 68.33333333333333)","(3.6, 3.95, 3.8528846153846157)"
11-01-2023 14:19:16.301870,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.851851851851855)","(3.8, 4.1, 4.087323943661971)","(31.0, 85.0, 73.21428571428571)","(6.0, 11.0, 10.0)","(14.0, 22.0, 20.666666666666668)","(21.0, 36.0, 30.5)","(4.4, 4.8, 4.793922651933702)","(21.0, 75.0, 70.0)","(3.6, 3.95, 3.8551643192488263)"
11-01-2023 14:19:17.487630,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.86666666666667)","(3.8, 4.1, 4.088461538461538)","(31.0, 85.0, 73.21428571428571)","(6.0, 11.0, 9.879999999999999)","(14.0, 24.0, 20.4)","(21.0, 36.0, 30.41860465116279)","(4.4, 4.8, 4.793922651933702)","(21.0, 75.0, 72.5)","(3.6, 3.95, 3.8551643192488263)"
11-01-2023 14:19:18.701974,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.86666666666667)","(3.8, 4.1, 4.088461538461538)","(31.0, 85.0, 73.21428571428571)","(6.0, 11.0, 9.830769230769231)","(14.0, 24.0, 20.5)","(21.0, 36.0, 30.46153846153846)","(4.4, 4.8, 4.793922651933702)","(21.0, 85.0, 74.28571428571429)","(3.6, 3.95, 3.8551643192488263)"
11-01-2023 14:19:19.984987,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.86666666666667)","(3.8, 4.1, 4.088461538461538)","(31.0, 85.0, 73.21428571428571)","(6.0, 11.0, 9.733333333333334)","(14.0, 23.0, 20.666666666666668)","(21.0, 36.0, 30.46153846153846)","(4.4, 4.8, 4.793922651933702)","(21.0, 80.0, 74.28571428571429)","(3.6, 3.95, 3.8551643192488263)"
11-01-2023 14:19:21.189907,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.86666666666667)","(3.8, 4.1, 4.088461538461538)","(31.0, 85.0, 73.21428571428571)","(6.0, 11.0, 9.559999999999999)","(14.0, 22.0, 20.666666666666668)","(21.0, 36.0, 30.176470588235293)","(4.4, 4.8, 4.791603053435114)","(21.0, 80.0, 74.28571428571429)","(3.6, 3.95, 3.8551643192488263)"
11-01-2023 14:19:22.435841,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.86666666666667)","(3.8, 4.2, 4.118181818181818)","(31.0, 85.0, 73.21428571428571)","(6.0, 11.0, 10.066666666666666)","(14.0, 22.0, 20.666666666666668)","(21.0, 36.0, 28.32075471698113)","(4.4, 4.8, 4.791603053435114)","(21.0, 80.0, 74.28571428571429)","(3.6, 3.95, 3.8551643192488263)"
11-01-2023 14:19:23.724991,"(12.0, 18.5, 18.0)","(21.0, 34.0, 33.86666666666667)","(3.8, 4.2, 4.120930232558139)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 10.066666666666666)","(14.0, 22.0, 20.666666666666668)","(21.0, 36.0, 28.32075471698113)","(4.4, 4.8, 4.791603053435114)","(21.0, 80.0, 74.28571428571429)","(3.6, 3.95, 3.8551643192488263)"
11-01-2023 14:19:24.935725,"(12.0, 18.5, 18.342105263157894)","(21.0, 42.0, 38.666666666666664)","(3.8, 4.2, 4.120930232558139)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.436363636363636)","(14.0, 22.0, 20.666666666666668)","(21.0, 34.0, 29.8)","(4.4, 4.9, 4.8832061068702295)","(21.0, 80.0, 72.0)","(3.6, 3.95, 3.8493355481727574)"
11-01-2023 14:19:26.120181,"(12.0, 18.5, 18.342105263157894)","(21.0, 42.0, 36.54545454545455)","(3.8, 4.2, 4.120930232558139)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.461538461538462)","(14.0, 22.0, 19.0)","(21.0, 34.0, 32.0)","(4.4, 4.9, 4.8832061068702295)","(21.0, 80.0, 63.333333333333336)","(3.6, 3.95, 3.8951923076923074)"
11-01-2023 14:19:27.381311,"(12.0, 18.5, 18.342105263157894)","(21.0, 42.0, 38.0)","(3.8, 4.2, 4.120930232558139)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.375)","(14.0, 19.5, 19.125)","(21.0, 34.0, 32.0)","(4.4, 4.9, 4.8944881889763785)","(21.0, 80.0, 60.0)","(3.6, 3.9, 3.9050000000000002)"
11-01-2023 14:19:28.602635,"(12.0, 18.5, 18.342105263157894)","(21.0, 42.0, 38.8)","(3.8, 4.2, 4.120930232558139)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.5625)","(14.0, 19.5, 19.125)","(21.0, 34.0, 32.0)","(4.4, 4.9, 4.8944881889763785)","(21.0, 80.0, 65.0)","(3.6, 3.95, 3.9050000000000002)"
11-01-2023 14:19:29.872624,"(12.0, 18.5, 18.342105263157894)","(21.0, 42.0, 38.0)","(3.8, 4.2, 4.046280991735537)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.409090909090908)","(14.0, 19.5, 19.05)","(21.0, 34.0, 31.428571428571427)","(4.4, 4.9, 4.947239263803681)","(21.0, 75.0, 65.0)","(3.6, 3.95, 3.8676470588235294)"
11-01-2023 14:19:31.115614,"(12.0, 18.5, 18.342105263157894)","(21.0, 42.0, 38.0)","(3.8, 4.1, 4.117073170731707)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.409090909090908)","(14.0, 19.5, 19.05)","(21.0, 34.0, 31.428571428571427)","(4.4, 5.0, 4.892307692307693)","(21.0, 75.0, 65.0)","(3.6, 3.95, 3.8676470588235294)"
11-01-2023 14:19:32.375374,"(12.0, 18.5, 18.342105263157894)","(21.0, 42.0, 35.45454545454545)","(3.8, 4.2, 4.127737226277372)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.409090909090908)","(14.0, 19.5, 19.071428571428573)","(21.0, 34.0, 30.4)","(4.4, 4.9, 4.9715231788079475)","(21.0, 75.0, 65.0)","(3.6, 3.95, 3.8676470588235294)"
11-01-2023 14:19:33.581911,"(12.0, 18.5, 18.342105263157894)","(21.0, 42.0, 36.285714285714285)","(3.8, 4.3, 4.127737226277372)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.409090909090908)","(14.0, 19.5, 19.071428571428573)","(21.0, 34.0, 29.142857142857142)","(4.4, 5.0, 4.86842105263158)","(21.0, 75.0, 65.0)","(3.6, 3.95, 3.8676470588235294)"
11-01-2023 14:19:34.824811,"(12.0, 18.5, 18.342105263157894)","(21.0, 40.0, 35.2)","(3.8, 4.3, 4.148101265822785)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.409090909090908)","(14.0, 19.5, 19.071428571428573)","(21.0, 32.0, 29.6)","(4.4, 4.9, 4.86923076923077)","(21.0, 75.0, 65.0)","(3.6, 3.95, 3.8676470588235294)"
11-01-2023 14:19:36.041922,"(12.0, 18.5, 18.342105263157894)","(21.0, 40.0, 35.2)","(3.8, 4.3, 4.17037037037037)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.409090909090908)","(14.0, 19.5, 19.071428571428573)","(21.0, 32.0, 29.6)","(4.4, 4.9, 4.783636363636364)","(21.0, 75.0, 62.5)","(3.6, 3.95, 3.8676470588235294)"
11-01-2023 14:19:37.326916,"(12.0, 18.5, 18.342105263157894)","(21.0, 40.0, 35.2)","(3.8, 4.3, 4.21)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.409090909090908)","(14.0, 19.5, 19.25)","(21.0, 32.0, 29.6)","(4.4, 4.9, 4.785714285714286)","(21.0, 70.0, 62.5)","(3.6, 3.95, 3.856666666666667)"
11-01-2023 14:19:38.563465,"(12.0, 18.5, 18.416666666666668)","(21.0, 40.0, 35.2)","(3.8, 4.3, 4.21)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.409090909090908)","(14.0, 19.5, 18.75)","(21.0, 32.0, 29.6)","(4.4, 4.9, 4.785714285714286)","(21.0, 70.0, 62.5)","(3.6, 3.95, 3.9942477876106195)"
11-01-2023 14:19:39.899662,"(12.0, 18.5, 18.416666666666668)","(21.0, 40.0, 35.2)","(3.8, 4.3, 4.21)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.409090909090908)","(14.0, 19.5, 18.38888888888889)","(21.0, 32.0, 29.6)","(4.4, 4.9, 4.785714285714286)","(21.0, 70.0, 65.0)","(3.6, 4.0, 3.9938388625592416)"
11-01-2023 14:19:41.121311,"(12.0, 18.5, 18.416666666666668)","(21.0, 40.0, 35.2)","(3.8, 4.3, 4.152093023255814)","(31.0, 85.0, 73.21428571428571)","(6.0, 10.5, 9.409090909090908)","(14.0, 19.5, 17.625)","(21.0, 32.0, 29.6)","(4.4, 4.9, 4.785714285714286)","(21.0, 75.0, 65.0)","(3.6, 4.0, 3.9938388625592416)"
11-01-2023 14:19:42.341500,"(12.0, 19.5, 18.9375)","(21.0, 40.0, 35.2)","(3.8, 4.3, 4.152093023255814)","(31.0, 85.0, 72.3076923076923)","(6.0, 10.5, 9.409090909090908)","(14.0, 18.0, 16.5)","(21.0, 32.0, 29.6)","(4.4, 4.9, 4.785714285714286)","(21.0, 75.0, 65.0)","(3.6, 4.0, 3.9938388625592416)"
11-01-2023 14:19:43.608527,"(12.0, 20.0, 19.25)","(21.0, 40.0, 35.2)","(3.8, 4.3, 4.184848484848485)","(31.0, 85.0, 65.8695652173913)","(6.0, 10.5, 9.409090909090908)","(14.0, 17.5, 17.0)","(21.0, 32.0, 29.6)","(4.4, 4.9, 4.785714285714286)","(21.0, 75.0, 58.125)","(3.6, 4.0, 3.9938388625592416)"
11-01-2023 14:19:44.855109,"(12.0, 19.5, 19.071428571428573)","(21.0, 40.0, 35.2)","(3.8, 4.2, 4.184848484848485)","(31.0, 85.0, 65.8695652173913)","(6.0, 10.5, 9.409090909090908)","(14.0, 17.5, 16.53846153846154)","(21.0, 32.0, 30.5)","(4.4, 4.9, 4.791525423728814)","(21.0, 80.0, 58.125)","(3.6, 4.0, 3.9938388625592416)"
11-01-2023 14:19:46.110127,"(12.0, 19.5, 19.071428571428573)","(21.0, 40.0, 35.2)","(3.8, 4.2, 4.152582159624413)","(31.0, 85.0, 65.8695652173913)","(6.5, 10.5, 9.409090909090908)","(14.0, 17.5, 17.023809523809526)","(21.0, 32.0, 30.5)","(4.4, 4.9, 4.791525423728814)","(21.0, 80.0, 58.125)","(3.6, 4.0, 3.9938967136150234)"
11-01-2023 14:19:47.397286,"(13.0, 19.5, 18.833333333333332)","(21.0, 40.0, 35.2)","(3.7, 4.3, 4.155299539170507)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 9.409090909090908)","(15.0, 17.5, 17.31818181818182)","(21.0, 32.0, 30.5)","(4.4, 4.9, 4.785714285714286)","(26.0, 80.0, 65.0)","(3.6, 4.0, 3.9938967136150234)"
11-01-2023 14:19:48.650559,"(13.0, 19.5, 18.833333333333332)","(21.0, 40.0, 35.2)","(3.7, 4.3, 4.123076923076923)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 9.794117647058824)","(15.0, 17.5, 17.32608695652174)","(21.0, 32.0, 30.5)","(4.4, 4.9, 4.656338028169014)","(26.0, 75.0, 65.0)","(3.6, 4.0, 4.035)"
11-01-2023 14:19:49.844342,"(13.0, 19.5, 18.833333333333332)","(21.0, 40.0, 35.2)","(3.7, 4.2, 4.123076923076923)","(31.0, 85.0, 65.76923076923077)","(7.0, 10.5, 9.823076923076924)","(15.0, 17.5, 16.333333333333332)","(21.0, 32.0, 30.5)","(4.4, 4.7, 4.758415841584158)","(26.0, 75.0, 65.0)","(3.6, 4.1, 4.037931034482758)"
11-01-2023 14:19:51.058192,"(13.0, 20.0, 19.0)","(21.0, 40.0, 35.2)","(3.7, 4.2, 4.123076923076923)","(31.0, 85.0, 70.57692307692308)","(7.0, 10.5, 9.98235294117647)","(15.0, 17.0, 16.6)","(21.0, 32.0, 30.5)","(4.4, 4.8, 4.758823529411765)","(26.0, 75.0, 65.0)","(3.6, 4.1, 4.037931034482758)"
11-01-2023 14:19:52.379345,"(13.0, 20.0, 19.0)","(21.0, 40.0, 35.2)","(3.7, 4.2, 4.128571428571428)","(31.0, 85.0, 70.57692307692308)","(7.0, 10.5, 9.98235294117647)","(15.0, 17.0, 16.5625)","(21.0, 32.0, 30.5)","(4.2, 4.8, 4.758823529411765)","(26.0, 75.0, 65.0)","(3.6, 4.1, 4.037931034482758)"
11-01-2023 14:19:53.685704,"(13.0, 20.0, 19.0)","(21.0, 40.0, 35.2)","(3.7, 4.2, 4.128571428571428)","(31.0, 85.0, 70.57692307692308)","(7.0, 10.5, 9.98235294117647)","(15.0, 19.0, 16.818181818181817)","(21.0, 32.0, 31.142857142857142)","(4.2, 4.8, 4.758823529411765)","(26.0, 75.0, 65.0)","(3.6, 4.1, 4.0373417721518985)"
11-01-2023 14:19:54.920366,"(13.0, 19.0, 18.583333333333332)","(21.0, 40.0, 35.2)","(3.7, 4.2, 4.128571428571428)","(31.0, 85.0, 70.57692307692308)","(7.0, 10.5, 9.98235294117647)","(15.0, 19.0, 17.5)","(21.0, 32.0, 31.0)","(4.2, 4.8, 4.758823529411765)","(26.0, 75.0, 65.0)","(3.6, 4.1, 4.057191780821918)"
11-01-2023 14:19:56.166152,"(13.0, 19.0, 18.605263157894736)","(21.0, 40.0, 34.285714285714285)","(3.7, 4.2, 4.128571428571428)","(31.0, 85.0, 70.57692307692308)","(7.0, 10.5, 9.98235294117647)","(15.0, 18.5, 17.5)","(21.0, 32.0, 31.0)","(4.2, 4.8, 4.758823529411765)","(26.0, 75.0, 65.0)","(3.6, 4.1, 4.057191780821918)"
11-01-2023 14:19:57.441314,"(13.0, 19.0, 18.52)","(21.0, 40.0, 36.19047619047619)","(3.7, 4.2, 4.128571428571428)","(31.0, 85.0, 70.65217391304348)","(7.0, 10.5, 10.107142857142858)","(15.0, 18.0, 16.285714285714285)","(21.0, 32.0, 30.8)","(4.2, 4.8, 4.758823529411765)","(26.0, 75.0, 65.0)","(3.6, 4.1, 4.184782608695652)"
11-01-2023 14:19:58.636837,"(13.0, 19.0, 18.52)","(21.0, 40.0, 34.666666666666664)","(3.7, 4.2, 4.128571428571428)","(31.0, 85.0, 70.65217391304348)","(7.0, 10.5, 9.98235294117647)","(15.0, 18.0, 17.0)","(21.0, 32.0, 29.6)","(4.2, 4.8, 4.758823529411765)","(26.0, 75.0, 65.0)","(3.6, 4.2, 4.1821052631578945)"
11-01-2023 14:19:59.858837,"(13.0, 19.0, 18.5)","(21.0, 40.0, 34.666666666666664)","(3.7, 4.2, 4.128571428571428)","(31.0, 85.0, 70.65217391304348)","(7.0, 10.5, 9.98235294117647)","(15.0, 18.0, 17.0)","(21.0, 32.0, 29.6)","(4.2, 4.8, 4.758823529411765)","(26.0, 75.0, 65.0)","(3.6, 4.2, 4.198666666666667)"
11-01-2023 14:20:01.138927,"(13.0, 19.0, 18.52)","(21.0, 40.0, 34.666666666666664)","(3.7, 4.2, 4.128571428571428)","(31.0, 85.0, 70.65217391304348)","(7.0, 10.5, 10.107142857142858)","(15.0, 18.0, 17.125)","(21.0, 32.0, 29.6)","(4.2, 4.8, 4.758823529411765)","(26.0, 75.0, 65.0)","(3.6, 4.2, 4.198481561822126)"
11-01-2023 14:20:02.388196,"(13.0, 19.0, 18.775)","(21.0, 40.0, 34.666666666666664)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 70.65217391304348)","(7.0, 10.5, 10.238095238095237)","(15.0, 17.5, 16.75)","(21.0, 32.0, 29.6)","(4.2, 4.8, 4.758823529411765)","(26.0, 75.0, 58.125)","(3.6, 4.3, 4.199343544857768)"
11-01-2023 14:20:03.694189,"(13.0, 20.0, 19.017857142857142)","(21.0, 40.0, 34.666666666666664)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 10.238095238095237)","(15.0, 17.5, 16.529411764705884)","(21.0, 32.0, 29.6)","(4.2, 4.8, 4.758823529411765)","(26.0, 80.0, 58.125)","(3.6, 4.3, 4.199343544857768)"
11-01-2023 14:20:04.938147,"(13.0, 20.0, 19.017857142857142)","(21.0, 40.0, 34.666666666666664)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 10.238095238095237)","(15.0, 17.5, 16.40909090909091)","(21.0, 32.0, 29.6)","(4.2, 4.8, 4.751401869158879)","(26.0, 80.0, 58.125)","(3.6, 4.3, 4.199343544857768)"
11-01-2023 14:20:06.138731,"(13.0, 20.0, 19.017857142857142)","(21.0, 40.0, 34.666666666666664)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 10.028571428571428)","(15.0, 17.5, 16.40909090909091)","(21.0, 32.0, 27.423728813559322)","(4.2, 4.8, 4.755172413793103)","(26.0, 80.0, 58.125)","(3.6, 4.3, 4.156049382716049)"
11-01-2023 14:20:07.434410,"(13.0, 20.0, 19.523809523809526)","(21.0, 38.0, 34.0)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 10.028571428571428)","(15.0, 17.5, 16.45)","(21.0, 32.0, 27.423728813559322)","(4.2, 4.8, 4.755172413793103)","(26.0, 80.0, 58.125)","(3.6, 4.2, 4.10297619047619)"
11-01-2023 14:20:08.681873,"(13.0, 19.5, 19.31818181818182)","(26.0, 38.0, 34.0)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 9.92608695652174)","(15.0, 17.5, 16.6)","(21.0, 32.0, 27.423728813559322)","(4.2, 4.8, 4.755172413793103)","(21.0, 80.0, 58.125)","(3.6, 4.2, 4.10297619047619)"
11-01-2023 14:20:09.933850,"(13.0, 19.5, 19.289473684210527)","(26.0, 38.0, 33.69230769230769)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 9.865384615384615)","(15.0, 17.5, 16.15)","(21.0, 32.0, 27.423728813559322)","(4.2, 4.8, 4.766233766233766)","(21.0, 80.0, 58.125)","(3.6, 4.2, 4.10297619047619)"
11-01-2023 14:20:11.178975,"(13.0, 19.5, 18.86)","(26.0, 38.0, 34.76923076923077)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 9.865384615384615)","(15.0, 17.5, 16.15)","(21.0, 32.0, 27.423728813559322)","(4.2, 4.8, 4.743478260869566)","(21.0, 80.0, 58.125)","(3.6, 4.2, 4.029145728643216)"
11-01-2023 14:20:12.451060,"(13.0, 19.5, 18.9375)","(26.0, 38.0, 35.6)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 9.931034482758621)","(15.0, 17.5, 16.15)","(21.0, 32.0, 28.666666666666668)","(4.2, 4.8, 4.743478260869566)","(21.0, 80.0, 58.125)","(3.6, 4.2, 4.029145728643216)"
11-01-2023 14:20:13.684422,"(13.0, 19.5, 18.9375)","(26.0, 38.0, 36.0)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 9.931034482758621)","(15.0, 17.5, 16.535714285714285)","(21.0, 30.0, 28.071428571428573)","(4.2, 4.8, 4.743478260869566)","(21.0, 80.0, 58.125)","(3.6, 4.2, 4.029145728643216)"
11-01-2023 14:20:14.937658,"(13.0, 19.5, 18.9375)","(26.0, 38.0, 36.0)","(3.7, 4.2, 4.131818181818182)","(31.0, 85.0, 65.8695652173913)","(7.0, 10.5, 9.931034482758621)","(15.0, 17.5, 16.535714285714285)","(21.0, 30.0, 28.071428571428573)","(4.2, 4.8, 4.8425)","(21.0, 80.0, 60.0)","(3.6, 4.2, 4.040366972477064)"
11-01-2023 14:20:16.192934,"(13.0, 19.5, 18.9375)","(26.0, 38.0, 36.0)","(3.7, 4.2, 4.13125)","(31.0, 85.0, 68.70370370370371)","(7.0, 10.5, 9.931034482758621)","(15.0, 17.5, 16.789473684210527)","(21.0, 30.0, 28.071428571428573)","(4.2, 4.9, 4.8425)","(21.0, 75.0, 60.0)","(3.6, 4.2, 4.041121495327102)"
11-01-2023 14:20:17.471652,"(13.0, 19.5, 18.9375)","(26.0, 38.0, 36.0)","(3.7, 4.2, 4.13125)","(31.0, 85.0, 68.70370370370371)","(7.0, 10.5, 9.931034482758621)","(15.0, 17.5, 16.789473684210527)","(21.0, 30.0, 28.071428571428573)","(4.2, 4.9, 4.8425)","(21.0, 70.0, 60.0)","(3.6, 4.2, 4.107859078590786)"
11-01-2023 14:20:18.744243,"(13.0, 19.5, 19.2)","(26.0, 38.0, 36.0)","(3.7, 4.2, 4.13125)","(31.0, 85.0, 68.70370370370371)","(7.0, 10.5, 9.931034482758621)","(15.0, 17.5, 16.6)","(21.0, 30.0, 28.071428571428573)","(4.2, 4.9, 4.8425)","(21.0, 70.0, 60.0)","(3.6, 4.2, 4.107859078590786)"
11-01-2023 14:20:20.011670,"(13.0, 19.5, 19.25)","(26.0, 38.0, 36.0)","(3.7, 4.2, 4.13125)","(31.0, 85.0, 68.70370370370371)","(7.0, 10.5, 9.931034482758621)","(15.0, 17.5, 16.6)","(21.0, 30.0, 28.071428571428573)","(4.2, 4.9, 4.8425)","(21.0, 70.0, 60.0)","(3.6, 4.2, 4.107859078590786)"
11-01-2023 14:20:21.300413,"(13.0, 19.5, 19.25)","(26.0, 38.0, 36.0)","(3.7, 4.2, 4.13125)","(31.0, 85.0, 70.80645161290323)","(7.0, 10.5, 9.931034482758621)","(15.0, 17.5, 16.6)","(21.0, 30.0, 28.57894736842105)","(4.2, 4.9, 4.8425)","(21.0, 70.0, 60.0)","(3.6, 4.2, 4.103916449086162)"
11-01-2023 14:20:22.571457,"(13.0, 20.0, 18.583333333333332)","(26.0, 38.0, 36.0)","(3.7, 4.2, 4.13125)","(31.0, 85.0, 70.80645161290323)","(7.0, 10.5, 9.866666666666667)","(15.0, 17.5, 16.15)","(21.0, 30.0, 28.57894736842105)","(4.2, 4.9, 4.8425)","(21.0, 70.0, 60.0)","(3.6, 4.2, 4.103916449086162)"
11-01-2023 14:20:23.940943,"(13.0, 20.0, 18.583333333333332)","(26.0, 38.0, 36.0)","(3.7, 4.2, 4.13125)","(31.0, 85.0, 70.80645161290323)","(7.0, 10.5, 9.866666666666667)","(15.0, 17.5, 16.15)","(21.0, 30.0, 28.57894736842105)","(4.2, 4.9, 4.855339805825243)","(21.0, 70.0, 60.0)","(3.6, 4.2, 4.103645833333333)"
11-01-2023 14:20:25.234677,"(13.0, 20.0, 18.38095238095238)","(21.0, 38.0, 36.0)","(3.7, 4.2, 4.146268656716418)","(31.0, 85.0, 70.80645161290323)","(7.0, 10.5, 9.753571428571428)","(15.0, 17.5, 16.15)","(21.0, 30.0, 28.57894736842105)","(4.2, 4.9, 4.841592920353983)","(26.0, 70.0, 60.0)","(3.6, 4.2, 4.098759305210918)"
11-01-2023 14:20:26.744784,"(13.0, 20.0, 19.3)","(21.0, 38.0, 36.0)","(3.7, 4.2, 4.146268656716418)","(31.0, 85.0, 70.80645161290323)","(7.0, 10.5, 9.753571428571428)","(15.0, 17.5, 16.15)","(21.0, 30.0, 28.57894736842105)","(4.2, 4.9, 4.841592920353983)","(26.0, 70.0, 60.0)","(3.6, 4.2, 4.154166666666667)"
11-01-2023 14:20:28.065597,"(13.0, 20.0, 19.181818181818183)","(21.0, 38.0, 35.0)","(3.7, 4.2, 4.1319587628865975)","(31.0, 85.0, 68.70370370370371)","(7.0, 10.5, 9.866666666666667)","(15.0, 17.5, 16.15)","(21.0, 30.0, 28.071428571428573)","(4.2, 4.9, 4.844537815126051)","(26.0, 70.0, 60.0)","(3.6, 4.2, 4.129050279329609)"
11-01-2023 14:20:29.263411,"(13.0, 20.0, 19.181818181818183)","(21.0, 38.0, 35.0)","(3.7, 4.2, 4.1319587628865975)","(31.0, 85.0, 61.08695652173913)","(7.0, 10.5, 9.866666666666667)","(15.0, 17.5, 16.15)","(21.0, 30.0, 28.071428571428573)","(4.2, 4.9, 4.823255813953488)","(26.0, 70.0, 60.0)","(3.6, 4.2, 4.126623376623376)"
11-01-2023 14:20:30.447455,"(13.0, 20.0, 19.04)","(21.0, 38.0, 35.0)","(3.7, 4.2, 4.1319587628865975)","(31.0, 85.0, 61.08695652173913)","(7.0, 10.5, 9.866666666666667)","(15.0, 17.5, 16.15)","(21.0, 30.0, 28.071428571428573)","(4.2, 4.9, 4.844537815126051)","(26.0, 70.0, 60.0)","(3.6, 4.2, 4.124848484848485)"
11-01-2023 14:20:31.683007,"(13.0, 20.0, 19.2)","(21.0, 38.0, 35.0)","(3.7, 4.2, 4.1319587628865975)","(31.0, 85.0, 61.08695652173913)","(7.0, 10.5, 9.866666666666667)","(15.0, 17.5, 16.15)","(21.0, 30.0, 28.666666666666668)","(4.2, 4.9, 4.844537815126051)","(26.0, 70.0, 60.0)","(3.6, 4.2, 4.124848484848485)"
