,Matatoki Nz,Bourbonontherocks,Yea You Nz,Everysecondcounts,Scruffy Doolan,Hello Jolene Jolene Nz
07-01-2023 21:01:11.220471,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:12.078866,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:13.004704,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:13.968200,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:14.909492,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:15.824056,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:16.751922,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:17.574859,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:18.456032,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:19.407476,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:20.304846,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:21.278431,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:22.149688,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:23.048716,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:24.198321,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:25.037047,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:26.036361,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:27.055084,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:28.126597,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.3)","(7.5, 99999, 99990)"
07-01-2023 21:01:29.048699,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.7, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:29.965350,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:30.904291,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:31.922489,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:32.887515,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:33.864638,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:34.825346,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:35.783314,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:36.633535,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:37.580293,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:38.532503,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:39.487897,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:40.517854,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:41.504292,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:42.398668,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:43.258769,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:44.146276,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:45.303496,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:46.336668,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:47.263519,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:48.198998,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:49.076077,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:49.998935,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:50.931151,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:51.944629,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:52.915889,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.281818181818181)","(7.5, 99999, 99990)"
07-01-2023 21:01:53.914972,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(4.0, 4.6, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:01:54.821753,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:01:55.830198,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:01:56.886306,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:01:57.892404,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:01:58.890302,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:01:59.885877,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:00.814632,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:01.810936,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:02.854392,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:03.966025,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:04.963355,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:05.927923,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:06.852730,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:07.874753,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:08.970365,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:09.981029,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:10.982607,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:11.924210,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:12.951334,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:13.991992,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:15.046845,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:16.024730,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:16.869870,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:17.858264,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:18.877172,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:19.917632,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:20.931597,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:21.839359,"(3.5, 99999, 99990)","(3.1, 3.85, 3.6833333333333336)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.5, 4.277777777777778)","(7.5, 99999, 99990)"
07-01-2023 21:02:22.755456,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:23.819612,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:24.893887,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:25.975553,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:26.960182,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:27.850925,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:28.813868,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:29.859688,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:30.971878,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:32.060484,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:33.089323,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:34.000628,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:35.020934,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:35.988765,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:37.075893,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:38.162356,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:39.197793,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(7.5, 99999, 99990)"
07-01-2023 21:02:40.179480,"(3.5, 99999, 99990)","(3.1, 3.85, 3.716666666666667)","(5.0, 99999, 99990)","(19.0, 27.0, 23.833333333333332)","(4.0, 4.4, 4.22)","(8.0, 99999, 99990)"
07-01-2023 21:02:41.132940,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(19.0, 27.0, 23.833333333333332)","(4.0, 4.7, 4.5285714285714285)","(8.0, 99999, 99990)"
07-01-2023 21:02:42.232401,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.7, 4.66)","(8.0, 99999, 99990)"
07-01-2023 21:02:43.318704,"(3.5, 99999, 99990)","(3.1, 3.85, 3.55)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.8, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:44.401828,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:45.426302,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:46.391937,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:47.383223,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:48.448769,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:49.598297,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:50.672026,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:51.721744,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:52.660211,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:53.591292,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:54.846122,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:56.391295,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:57.429943,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:58.476561,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:02:59.457305,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:03:00.448242,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5166666666666666)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.74)","(8.0, 99999, 99990)"
07-01-2023 21:03:01.560417,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.550000000000001)","(8.0, 99999, 99990)"
07-01-2023 21:03:02.592233,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.550000000000001)","(8.0, 99999, 99990)"
07-01-2023 21:03:03.607115,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.550000000000001)","(8.0, 99999, 99990)"
07-01-2023 21:03:04.628053,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.550000000000001)","(8.0, 99999, 99990)"
07-01-2023 21:03:05.560840,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.550000000000001)","(8.0, 99999, 99990)"
07-01-2023 21:03:06.666622,"(3.5, 99999, 99990)","(3.1, 3.85, 3.5833333333333335)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.65)","(8.0, 99999, 99990)"
07-01-2023 21:03:07.722754,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.65)","(8.0, 99999, 99990)"
07-01-2023 21:03:08.781365,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.65)","(8.0, 99999, 99990)"
07-01-2023 21:03:09.832458,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.65)","(8.0, 99999, 99990)"
07-01-2023 21:03:10.741733,"(3.5, 99999, 99990)","(3.1, 3.85, 3.65)","(5.0, 99999, 99990)","(19.0, 28.0, 22.75)","(4.0, 4.9, 4.65)","(8.0, 99999, 99990)"
