,Doctor Steve Nz,Rockin Rufus,Eton Rock,Captains Beachbabe,Miss Lamarr,Gold Horseshoe,Blockjorg,Simply Shaz Nz,Mista Editorial Nz,The Verandah
11-01-2023 18:25:39.479869,"(5.5, 99999, 99990)","(15.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(101.0, 150.0, 140.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 44.0)"
11-01-2023 18:25:40.928262,"(5.5, 99999, 99990)","(15.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(101.0, 150.0, 140.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:42.309080,"(5.5, 99999, 99990)","(15.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(101.0, 150.0, 140.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:43.662970,"(5.5, 99999, 99990)","(15.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(101.0, 150.0, 140.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:45.068763,"(5.5, 99999, 99990)","(15.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(101.0, 150.0, 140.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:46.432948,"(5.5, 99999, 99990)","(15.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(101.0, 150.0, 140.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:47.805691,"(5.5, 99999, 99990)","(15.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 150.0, 140.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:49.265696,"(5.5, 99999, 99990)","(14.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 150.0, 140.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:50.762935,"(5.5, 99999, 99990)","(14.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 150.0, 140.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:52.202792,"(5.5, 99999, 99990)","(14.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 150.0, 140.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:53.556629,"(5.5, 99999, 99990)","(14.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 150.0, 131.8181818181818)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:54.874582,"(5.5, 99999, 99990)","(14.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 140.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:56.249194,"(5.5, 99999, 99990)","(14.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 130.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:57.810130,"(5.5, 99999, 99990)","(14.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 130.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:25:59.310986,"(5.5, 99999, 99990)","(14.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 130.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:26:00.789410,"(5.5, 99999, 99990)","(14.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 130.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:26:02.453349,"(5.5, 99999, 99990)","(14.0, 22.0, 19.0)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 82.85714285714286)","(10.0, 21.0, 17.666666666666668)","(41.0, 65.0, 62.099999999999994)","(91.0, 130.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 46.25)"
11-01-2023 18:26:04.050792,"(5.5, 99999, 99990)","(14.0, 22.0, 19.1875)","(1.45, 1.64, 1.6199999999999999)","(61.0, 160.0, 110.0)","(10.0, 21.0, 17.25)","(41.0, 65.0, 49.0)","(91.0, 130.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 41.53846153846154)"
11-01-2023 18:26:05.635506,"(5.5, 99999, 99990)","(14.0, 21.0, 19.833333333333332)","(1.45, 1.64, 1.6199999999999999)","(61.0, 150.0, 93.33333333333333)","(10.0, 21.0, 17.25)","(41.0, 60.0, 49.0)","(91.0, 130.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 41.53846153846154)"
11-01-2023 18:26:07.316357,"(5.5, 99999, 99990)","(14.0, 21.0, 19.25)","(1.45, 1.64, 1.6228571428571428)","(61.0, 140.0, 84.0)","(10.0, 21.0, 17.25)","(41.0, 60.0, 59.30769230769231)","(91.0, 130.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 41.53846153846154)"
11-01-2023 18:26:08.831497,"(5.5, 99999, 99990)","(14.0, 21.0, 19.25)","(1.45, 1.64, 1.6202739726027398)","(61.0, 140.0, 102.85714285714286)","(10.0, 21.0, 17.25)","(41.0, 60.0, 54.5)","(91.0, 130.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:10.326591,"(5.5, 99999, 99990)","(14.0, 21.0, 26.0)","(1.45, 1.64, 1.6202739726027398)","(61.0, 140.0, 102.85714285714286)","(10.0, 21.0, 16.625)","(41.0, 65.0, 54.5)","(91.0, 130.0, 123.63636363636363)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:11.813966,"(5.5, 99999, 99990)","(14.0, 28.0, 26.0)","(1.45, 1.64, 1.6202739726027398)","(61.0, 140.0, 102.85714285714286)","(10.0, 21.0, 16.625)","(41.0, 65.0, 59.75)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:13.254004,"(5.5, 99999, 99990)","(14.0, 27.0, 24.11764705882353)","(1.45, 1.64, 1.6202739726027398)","(61.0, 140.0, 99.375)","(10.0, 21.0, 16.625)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:14.735242,"(5.5, 99999, 99990)","(14.0, 27.0, 22.57894736842105)","(1.45, 1.64, 1.6202739726027398)","(61.0, 140.0, 116.25)","(10.0, 21.0, 16.625)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:16.228600,"(5.5, 99999, 99990)","(14.0, 27.0, 25.444444444444443)","(1.45, 1.64, 1.6202739726027398)","(61.0, 130.0, 102.0)","(10.0, 21.0, 16.625)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:17.764203,"(5.5, 99999, 99990)","(14.0, 26.0, 23.88888888888889)","(1.45, 1.64, 1.6202739726027398)","(61.0, 120.0, 102.0)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:19.232120,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6202739726027398)","(61.0, 120.0, 102.0)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:20.644814,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6202739726027398)","(61.0, 120.0, 102.0)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:22.011955,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6202739726027398)","(61.0, 120.0, 102.0)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:23.376776,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6202739726027398)","(61.0, 120.0, 102.0)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:24.802888,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6202739726027398)","(61.0, 120.0, 102.0)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:26.235435,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6202739726027398)","(61.0, 120.0, 102.0)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:27.767976,"(5.5, 99999, 99990)","(14.0, 25.0, 23.333333333333332)","(1.45, 1.64, 1.6202739726027398)","(61.0, 120.0, 102.0)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:29.348914,"(5.5, 99999, 99990)","(14.0, 25.0, 23.333333333333332)","(1.45, 1.64, 1.6202739726027398)","(61.0, 120.0, 102.0)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.375)","(91.0, 130.0, 118.33333333333333)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 42.0)"
11-01-2023 18:26:30.798339,"(5.5, 99999, 99990)","(14.0, 25.0, 23.333333333333332)","(1.45, 1.64, 1.6245714285714286)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 130.0, 100.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:32.208192,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6245714285714286)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 130.0, 94.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:33.516801,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6245714285714286)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 130.0, 94.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:34.844454,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6245714285714286)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 130.0, 94.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:36.195843,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6245714285714286)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 130.0, 94.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:37.570539,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 130.0, 94.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:39.038775,"(5.5, 99999, 99990)","(14.0, 25.0, 22.916666666666668)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 130.0, 94.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:40.620364,"(5.5, 99999, 99990)","(14.0, 25.0, 22.142857142857142)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 130.0, 96.66666666666667)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:42.114648,"(5.5, 99999, 99990)","(14.0, 25.0, 22.142857142857142)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 120.0, 106.47058823529412)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:43.514284,"(5.5, 99999, 99990)","(14.0, 25.0, 21.857142857142858)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 110.0, 101.42857142857143)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:44.909338,"(5.5, 99999, 99990)","(14.0, 24.0, 21.857142857142858)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 110.0, 102.5)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:46.345603,"(5.5, 99999, 99990)","(14.0, 24.0, 21.857142857142858)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 110.0, 107.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:47.775206,"(5.5, 99999, 99990)","(14.0, 24.0, 21.857142857142858)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 110.0, 107.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.2)"
11-01-2023 18:26:49.522840,"(5.5, 99999, 99990)","(14.0, 24.0, 21.857142857142858)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 110.0, 107.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 45.333333333333336)"
11-01-2023 18:26:51.372085,"(5.5, 99999, 99990)","(14.0, 24.0, 21.857142857142858)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 110.0, 107.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 55.0, 44.54545454545455)"
11-01-2023 18:26:52.965095,"(5.5, 99999, 99990)","(14.0, 24.0, 21.857142857142858)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 59.75)","(91.0, 110.0, 107.0)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 55.0, 43.333333333333336)"
11-01-2023 18:26:54.589514,"(5.5, 99999, 99990)","(14.0, 24.0, 21.857142857142858)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 61.83333333333333)","(91.0, 110.0, 100.625)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 55.0, 43.333333333333336)"
11-01-2023 18:26:56.282905,"(5.5, 99999, 99990)","(14.0, 24.0, 20.25)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 61.83333333333333)","(91.0, 110.0, 102.5)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:26:57.822608,"(5.5, 99999, 99990)","(14.0, 21.0, 20.57142857142857)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 106.53846153846155)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:26:59.335252,"(5.5, 99999, 99990)","(14.0, 21.0, 20.57142857142857)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 106.53846153846155)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:00.919930,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.64, 1.6163157894736842)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 106.53846153846155)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:02.506370,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.64, 1.6142857142857143)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 106.53846153846155)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:04.071702,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.64, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 106.53846153846155)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:05.677108,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:07.207848,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:08.772943,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:10.203823,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:11.679895,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:13.192861,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:14.773635,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:16.383790,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 56.5)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:17.958569,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.16666666666667)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:19.455635,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.16666666666667)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:20.995057,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.16666666666667)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:22.473414,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.16666666666667)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:23.963372,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.16666666666667)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
11-01-2023 18:27:25.532065,"(5.5, 99999, 99990)","(14.0, 21.0, 20.727272727272727)","(1.45, 1.63, 1.5895402298850574)","(61.0, 120.0, 86.66666666666667)","(10.0, 21.0, 16.833333333333332)","(41.0, 65.0, 62.16666666666667)","(91.0, 120.0, 110.45454545454545)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 48.0, 40.22222222222222)"
