,Rapid Combustion,Hally Mulwee,Tiny Sparkle,Thanks For That,Bad Boy Smooth,Torpedo Rose,Fun Day Friday,Roy Rip
11-01-2023 10:07:37.920014,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 92.14285714285714)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:38.968957,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 92.14285714285714)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:39.988577,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 92.14285714285714)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:41.037772,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 92.14285714285714)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:42.021307,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 92.14285714285714)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:43.033214,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 92.14285714285714)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:44.015258,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 92.14285714285714)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:45.091423,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 92.14285714285714)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:46.132539,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:47.218843,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:48.270914,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:49.320460,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:50.332365,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:51.338129,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:52.324557,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:53.295203,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:54.283000,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:55.277125,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:56.336103,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:57.406103,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:58.476527,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:07:59.543088,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:00.547009,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:01.550972,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:02.506996,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:03.485761,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:04.471374,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:05.492240,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:06.502892,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:07.537724,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:08.593669,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:09.684139,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:10.728321,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:11.824745,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:12.902181,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:13.898105,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:14.941599,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 128.88888888888889)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:15.949602,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 70.0)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:16.961096,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 70.0)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:17.994649,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 70.0)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:19.094881,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 70.0)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:20.180468,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 70.0)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:21.295643,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:22.328706,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:23.357826,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:24.350614,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:25.373690,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:26.385678,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:27.425613,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:28.475865,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:29.558418,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:30.675886,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:31.801848,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:32.897656,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:33.957999,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:34.976125,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:36.036483,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:37.061362,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:38.082322,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:39.161368,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:40.270336,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:41.383201,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:42.482300,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:43.561581,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:44.621124,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:45.674715,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:46.722244,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:47.855966,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:48.993060,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:50.081309,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 131.11111111111111)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:51.105700,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:52.179085,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:53.289820,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:54.318624,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:55.426981,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:56.526575,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:57.614634,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:58.714034,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:08:59.736751,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:09:00.804738,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:09:01.866567,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:09:02.944527,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:09:04.008074,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
11-01-2023 10:09:05.159887,"(5.0, 9.0, 7.235714285714286)","(5.5, 10.0, 8.317391304347826)","(2.4, 4.4, 3.46)","(31.0, 120.0, 98.0)","(21.0, 250.0, 73.33333333333334)","(21.0, 75.0, 65.0)","(20.0, 65.0, 56.85185185185185)","(2.7, 4.1, 3.012941176470588)"
