,Whistling,Hes Got Swag,Kintsugi,Speedy Riot,Pipeline Icon,Eadie,Bok Choy,Slippery Shark
06-01-2023 14:10:34.832637,"(3.7, 5.3, 4.575)","(4.0, 6.4, 5.457142857142857)","(6.5, 13.0, 8.542857142857143)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 79.0)","(11.0, 48.0, 31.714285714285715)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:36.285479,"(3.7, 5.3, 4.575)","(4.0, 6.4, 5.74)","(6.5, 13.0, 8.542857142857143)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 79.0)","(11.0, 48.0, 32.8)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:37.657884,"(3.7, 5.3, 4.575)","(4.0, 6.4, 4.457142857142857)","(6.5, 13.0, 8.542857142857143)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 79.0)","(11.0, 48.0, 32.8)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:39.028160,"(3.7, 5.3, 4.575)","(4.0, 6.0, 4.288888888888889)","(6.5, 13.0, 8.32)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 94.54545454545455)","(11.0, 48.0, 42.6875)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:40.339559,"(3.7, 5.3, 4.575)","(4.0, 5.8, 4.9)","(6.5, 13.0, 8.088888888888889)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 94.54545454545455)","(11.0, 46.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:41.700322,"(3.7, 5.3, 4.575)","(4.0, 5.7, 4.633333333333333)","(6.5, 13.0, 8.088888888888889)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 94.54545454545455)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:43.034845,"(3.7, 5.3, 4.575)","(4.0, 5.7, 4.85)","(6.5, 13.0, 8.088888888888889)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 94.54545454545455)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:44.361554,"(3.7, 5.3, 4.575)","(4.0, 5.6, 4.6)","(6.5, 13.0, 8.088888888888889)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 94.54545454545455)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:45.567959,"(3.7, 5.3, 4.575)","(4.0, 5.6, 4.6)","(6.5, 13.0, 8.088888888888889)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 94.54545454545455)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:46.802128,"(3.7, 5.3, 4.575)","(4.0, 5.6, 4.6)","(6.5, 13.0, 8.088888888888889)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 94.54545454545455)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:48.066243,"(3.7, 5.3, 4.575)","(4.0, 5.6, 4.6)","(6.5, 13.0, 8.088888888888889)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 94.54545454545455)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:49.349655,"(3.7, 5.3, 4.575)","(4.0, 5.6, 4.6)","(6.5, 13.0, 8.073684210526316)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 94.54545454545455)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:50.685854,"(3.7, 5.3, 4.575)","(4.0, 5.6, 4.6)","(6.5, 13.0, 10.15)","(4.4, 5.6, 5.15)","(5.5, 9.0, 8.8)","(31.0, 250.0, 88.0)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:51.972825,"(3.7, 5.3, 4.575)","(4.0, 5.6, 5.375)","(6.5, 12.5, 10.15)","(4.4, 5.6, 5.385714285714285)","(5.5, 9.0, 8.8)","(31.0, 250.0, 88.0)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:53.298792,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 5.375)","(6.5, 12.5, 10.15)","(4.4, 5.6, 5.385714285714285)","(5.5, 9.0, 7.9)","(31.0, 250.0, 88.0)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 10.617647058823529)"
06-01-2023 14:10:54.567173,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.5, 11.325)","(4.4, 5.6, 5.15)","(5.5, 9.0, 7.9)","(31.0, 250.0, 88.0)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:55.806712,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.5, 11.325)","(4.4, 5.6, 5.15)","(5.5, 9.0, 7.9)","(31.0, 250.0, 88.0)","(11.0, 48.0, 27.636363636363637)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:56.988182,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.5, 11.325)","(4.4, 5.6, 5.15)","(5.5, 9.0, 7.9)","(31.0, 250.0, 155.0)","(11.0, 48.0, 24.0)","(8.0, 11.5, 9.966666666666667)"
06-01-2023 14:10:58.410515,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.5, 11.9375)","(4.4, 5.6, 4.94)","(5.5, 9.0, 7.9)","(31.0, 240.0, 155.0)","(11.0, 48.0, 24.0)","(8.0, 11.5, 9.799999999999999)"
06-01-2023 14:10:59.672527,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.5, 10.25)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 240.0, 155.0)","(11.0, 48.0, 27.2)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:00.936334,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.5, 11.555555555555555)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 240.0, 88.0)","(11.0, 48.0, 27.2)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:02.299510,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 11.555555555555555)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 88.0)","(11.0, 48.0, 27.2)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:03.670973,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 11.555555555555555)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 88.0)","(11.0, 48.0, 27.2)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:05.141326,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.1)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:06.688171,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.1)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:08.187940,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.1)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:09.449287,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:10.607024,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:11.781166,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:12.982411,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:14.190043,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:15.489163,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:16.638917,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:17.794765,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 102.72727272727272)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:19.325400,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:20.612424,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:21.937543,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:23.436245,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 4.94)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:24.834573,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.5, 5.0)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.799999999999999)"
06-01-2023 14:11:26.009726,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.4, 5.0)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 11.0, 9.6875)"
06-01-2023 14:11:27.124337,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.4, 5.0)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:28.309867,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.4, 5.0)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:29.661455,"(3.7, 5.3, 4.816666666666666)","(4.0, 5.6, 4.85)","(6.5, 12.0, 10.0)","(4.4, 5.4, 5.0)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 30.0)","(8.0, 10.5, 9.6875)"
06-01-2023 14:11:31.121167,"(3.7, 5.3, 5.11875)","(4.0, 5.6, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:32.507054,"(3.7, 5.3, 5.11875)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:33.924347,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:35.316540,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 102.72727272727272)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:36.621360,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 102.72727272727272)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:37.997039,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 102.72727272727272)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:39.307173,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 102.72727272727272)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:40.697725,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 102.72727272727272)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:41.935473,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:43.132876,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:44.320171,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 33.6)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:45.558194,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 28.0)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:46.814088,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.933333333333334)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 31.333333333333336)","(8.0, 10.5, 10.03125)"
06-01-2023 14:11:48.123110,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.4, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.5, 9.6875)"
06-01-2023 14:11:49.463774,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:11:50.720901,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:11:51.964539,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:11:53.186409,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:11:54.473413,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:11:55.870268,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:11:57.247230,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:11:58.434031,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:11:59.555589,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:12:00.732225,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:12:01.901883,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:12:03.266270,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:12:04.617270,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:12:05.930354,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 34.66666666666667)","(8.0, 10.0, 9.6875)"
06-01-2023 14:12:07.313849,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 32.0)","(8.0, 10.0, 9.6875)"
06-01-2023 14:12:08.812747,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 28.285714285714285)","(8.0, 10.0, 9.62857142857143)"
06-01-2023 14:12:10.064216,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 28.285714285714285)","(8.0, 9.8, 9.62857142857143)"
06-01-2023 14:12:11.269399,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 28.285714285714285)","(8.0, 9.8, 9.62857142857143)"
06-01-2023 14:12:12.470086,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.3, 4.838461538461538)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 28.285714285714285)","(8.0, 9.8, 9.62857142857143)"
06-01-2023 14:12:13.710196,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.2, 4.815384615384615)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 38.14285714285714)","(8.0, 9.8, 9.62857142857143)"
06-01-2023 14:12:15.127160,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.2, 4.9)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 38.8)","(8.0, 9.8, 9.62857142857143)"
06-01-2023 14:12:16.656266,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.966666666666667)","(6.5, 12.0, 10.615384615384615)","(4.4, 5.2, 4.807142857142857)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 38.8)","(8.0, 9.8, 9.62857142857143)"
06-01-2023 14:12:18.134047,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.966666666666667)","(6.5, 12.0, 10.692307692307692)","(4.4, 5.2, 5.0125)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 38.8)","(8.0, 9.8, 9.62857142857143)"
06-01-2023 14:12:19.590990,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.966666666666667)","(6.5, 12.0, 9.875)","(4.4, 5.2, 5.0125)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 37.1764705882353)","(8.0, 9.8, 9.62857142857143)"
06-01-2023 14:12:20.941728,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 9.875)","(4.4, 5.2, 5.0125)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 37.1764705882353)","(8.0, 9.8, 10.833333333333334)"
06-01-2023 14:12:22.265804,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.75)","(6.5, 12.0, 9.875)","(4.4, 5.2, 5.0125)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 37.1764705882353)","(8.0, 11.0, 11.75)"
06-01-2023 14:12:23.561184,"(3.7, 5.3, 5.075)","(4.0, 5.4, 4.5)","(6.5, 12.0, 9.875)","(4.4, 5.2, 5.0125)","(5.5, 9.0, 7.9)","(31.0, 250.0, 92.5)","(11.0, 48.0, 37.1764705882353)","(8.0, 12.0, 12.208333333333334)"
06-01-2023 14:12:24.855138,"(3.7, 5.3, 5.075)","(4.0, 5.3, 4.5)","(6.5, 12.0, 9.875)","(4.4, 5.2, 5.0125)","(5.5, 9.0, 7.9)","(31.0, 250.0, 157.5)","(11.0, 48.0, 37.1764705882353)","(8.0, 12.5, 12.208333333333334)"
06-01-2023 14:12:26.094746,"(3.7, 5.3, 5.075)","(4.0, 5.2, 4.65)","(6.5, 12.0, 9.875)","(4.4, 5.2, 5.0125)","(5.5, 9.0, 7.9)","(31.0, 240.0, 157.5)","(11.0, 48.0, 37.1764705882353)","(8.0, 12.5, 12.208333333333334)"
06-01-2023 14:12:27.314124,"(3.7, 5.3, 5.075)","(4.0, 5.2, 4.65)","(6.5, 12.0, 9.875)","(4.4, 5.2, 5.0125)","(5.5, 9.0, 7.9)","(31.0, 240.0, 157.5)","(11.0, 48.0, 37.1764705882353)","(8.0, 12.5, 12.208333333333334)"
06-01-2023 14:12:28.438852,"(3.7, 5.3, 5.075)","(4.0, 5.2, 4.65)","(6.5, 12.0, 9.875)","(4.4, 5.2, 5.0125)","(5.5, 9.0, 7.9)","(31.0, 240.0, 157.5)","(11.0, 48.0, 37.1764705882353)","(8.0, 12.5, 12.208333333333334)"
