,Smokin Rico,Madalia Tipper,Dr Chieftain,Play The Victim,Work Boot,Nannas Blue Boy
10-01-2023 17:42:58.665576,"(2.35, 2.62, 2.605)","(19.0, 48.0, 38.8235294117647)","(7.5, 9.0, 8.48235294117647)","(5.0, 6.4, 6.107692307692308)","(2.6, 3.55, 3.4815789473684213)","(16.0, 28.0, 25.833333333333332)"
10-01-2023 17:42:59.540539,"(2.35, 2.72, 2.6565079365079365)","(19.0, 48.0, 38.8235294117647)","(7.5, 9.0, 8.48235294117647)","(5.0, 6.4, 6.107692307692308)","(2.6, 3.55, 3.4815789473684213)","(16.0, 28.0, 25.833333333333332)"
10-01-2023 17:43:00.552340,"(2.35, 2.72, 2.6643037974683548)","(19.0, 48.0, 40.57142857142857)","(7.5, 9.0, 8.48235294117647)","(5.0, 6.4, 6.093333333333334)","(2.6, 3.55, 3.4815789473684213)","(16.0, 28.0, 25.833333333333332)"
10-01-2023 17:43:01.514859,"(2.35, 2.72, 2.666666666666667)","(19.0, 48.0, 40.57142857142857)","(7.5, 9.0, 8.333333333333332)","(5.0, 6.2, 6.04375)","(2.6, 3.55, 3.4815789473684213)","(16.0, 28.0, 25.833333333333332)"
10-01-2023 17:43:02.477531,"(2.35, 2.72, 2.666666666666667)","(19.0, 48.0, 40.57142857142857)","(7.5, 9.0, 8.333333333333332)","(5.0, 6.2, 6.033333333333333)","(2.6, 3.55, 3.49)","(16.0, 28.0, 25.833333333333332)"
10-01-2023 17:43:03.370095,"(2.35, 2.72, 2.666666666666667)","(19.0, 46.0, 44.888888888888886)","(7.5, 9.0, 8.375)","(5.0, 6.2, 6.033333333333333)","(2.6, 3.55, 3.49)","(16.0, 28.0, 25.833333333333332)"
10-01-2023 17:43:04.288749,"(2.35, 2.72, 2.647441860465116)","(19.0, 46.0, 44.888888888888886)","(7.5, 9.0, 8.310344827586206)","(5.0, 6.2, 6.026923076923077)","(2.6, 3.55, 3.473529411764706)","(16.0, 28.0, 25.833333333333332)"
10-01-2023 17:43:05.180592,"(2.35, 2.72, 2.647441860465116)","(19.0, 46.0, 44.888888888888886)","(7.5, 9.0, 8.310344827586206)","(5.0, 6.2, 5.95)","(2.6, 3.55, 3.473529411764706)","(16.0, 28.0, 27.303571428571427)"
10-01-2023 17:43:06.137494,"(2.35, 2.72, 2.647441860465116)","(19.0, 46.0, 44.888888888888886)","(7.5, 9.0, 8.310344827586206)","(5.0, 6.2, 5.95)","(2.6, 3.55, 3.480769230769231)","(16.0, 28.0, 27.303571428571427)"
10-01-2023 17:43:07.027592,"(2.35, 2.72, 2.647441860465116)","(19.0, 46.0, 44.666666666666664)","(7.5, 9.0, 8.310344827586206)","(5.0, 6.2, 5.95)","(2.6, 3.55, 3.480769230769231)","(16.0, 28.0, 27.303571428571427)"
10-01-2023 17:43:07.958169,"(2.35, 2.72, 2.647441860465116)","(19.0, 46.0, 44.857142857142854)","(7.5, 9.0, 8.310344827586206)","(5.0, 6.2, 5.942857142857143)","(2.6, 3.55, 3.480769230769231)","(16.0, 28.0, 27.303571428571427)"
10-01-2023 17:43:08.914400,"(2.35, 2.72, 2.653913043478261)","(19.0, 46.0, 44.857142857142854)","(7.5, 9.0, 8.310344827586206)","(5.0, 6.2, 5.942857142857143)","(2.6, 3.55, 3.480769230769231)","(16.0, 28.0, 27.303571428571427)"
10-01-2023 17:43:09.885807,"(2.35, 2.72, 2.6523076923076925)","(19.0, 46.0, 44.857142857142854)","(7.5, 9.0, 8.310344827586206)","(5.0, 6.2, 5.942857142857143)","(2.6, 3.55, 3.480769230769231)","(16.0, 28.0, 27.303571428571427)"
10-01-2023 17:43:10.820744,"(2.35, 2.72, 2.6523076923076925)","(19.0, 46.0, 44.857142857142854)","(7.5, 9.0, 8.310344827586206)","(5.0, 6.2, 5.942857142857143)","(2.6, 3.55, 3.475)","(16.0, 28.0, 26.470588235294116)"
10-01-2023 17:43:11.699632,"(2.35, 2.72, 2.6548148148148147)","(19.0, 46.0, 42.0)","(7.5, 9.0, 8.310344827586206)","(5.0, 6.2, 5.7555555555555555)","(2.6, 3.55, 3.475)","(16.0, 28.0, 26.266666666666666)"
10-01-2023 17:43:12.694152,"(2.35, 2.6, 2.580740740740741)","(19.0, 46.0, 43.333333333333336)","(7.5, 9.0, 8.655172413793103)","(5.0, 6.2, 6.021052631578947)","(2.6, 3.55, 3.475)","(16.0, 28.0, 26.307692307692307)"
10-01-2023 17:43:13.708229,"(2.35, 2.66, 2.6500000000000004)","(19.0, 46.0, 42.0)","(7.5, 9.0, 8.282051282051281)","(5.0, 6.2, 5.752631578947368)","(2.6, 3.55, 3.587596899224806)","(16.0, 28.0, 26.17391304347826)"
10-01-2023 17:43:14.776441,"(2.35, 2.66, 2.6500000000000004)","(19.0, 46.0, 42.0)","(7.5, 9.0, 8.282051282051281)","(5.0, 6.2, 5.752631578947368)","(2.6, 3.6, 3.587596899224806)","(16.0, 28.0, 26.17391304347826)"
10-01-2023 17:43:15.773635,"(2.3, 2.66, 2.6500000000000004)","(19.0, 46.0, 42.0)","(7.5, 9.0, 8.282051282051281)","(5.0, 6.2, 5.748780487804878)","(2.6, 3.6, 3.587596899224806)","(16.0, 28.0, 26.17391304347826)"
10-01-2023 17:43:16.801127,"(2.3, 2.66, 2.6500000000000004)","(19.0, 46.0, 42.0)","(7.5, 9.0, 8.282051282051281)","(5.0, 6.2, 5.568292682926829)","(2.6, 3.6, 3.666666666666667)","(16.0, 28.0, 26.17391304347826)"
10-01-2023 17:43:17.716680,"(2.3, 2.66, 2.6500000000000004)","(19.0, 46.0, 42.0)","(7.5, 9.0, 8.102564102564102)","(5.0, 6.2, 5.568292682926829)","(2.6, 3.7, 3.58)","(16.0, 28.0, 26.17391304347826)"
10-01-2023 17:43:18.562344,"(2.3, 2.66, 2.638181818181818)","(19.0, 46.0, 42.0)","(7.5, 9.0, 8.166666666666666)","(5.0, 6.0, 5.769230769230769)","(2.6, 3.7, 3.64)","(16.0, 28.0, 26.17391304347826)"
10-01-2023 17:43:19.505189,"(2.3, 2.66, 2.638181818181818)","(19.0, 46.0, 42.0)","(7.5, 8.8, 8.4)","(5.0, 6.0, 5.529411764705882)","(2.6, 3.7, 3.611764705882353)","(16.0, 28.0, 26.16)"
10-01-2023 17:43:20.536673,"(2.3, 2.66, 2.638181818181818)","(19.0, 46.0, 42.0)","(7.5, 8.8, 8.151351351351352)","(5.0, 6.0, 5.495454545454546)","(2.6, 3.7, 3.648717948717949)","(16.0, 28.0, 26.17391304347826)"
10-01-2023 17:43:21.598600,"(2.3, 2.66, 2.638181818181818)","(19.0, 46.0, 42.0)","(7.5, 8.8, 8.133333333333333)","(5.0, 6.0, 5.485714285714286)","(2.6, 3.7, 3.60625)","(16.0, 28.0, 26.17391304347826)"
10-01-2023 17:43:22.622202,"(2.3, 2.66, 2.638181818181818)","(19.0, 46.0, 42.0)","(7.5, 8.8, 8.133333333333333)","(5.0, 6.0, 5.485714285714286)","(2.6, 3.7, 3.60625)","(16.0, 28.0, 27.311475409836067)"
10-01-2023 17:43:23.540976,"(2.3, 2.66, 2.638181818181818)","(19.0, 46.0, 42.0)","(7.5, 8.8, 8.133333333333333)","(5.0, 6.0, 5.485714285714286)","(2.6, 3.7, 3.60625)","(16.0, 28.0, 27.311475409836067)"
10-01-2023 17:43:24.417069,"(2.3, 2.76, 2.7577777777777777)","(19.0, 46.0, 42.0)","(7.5, 8.8, 8.107692307692307)","(5.0, 6.0, 5.4750000000000005)","(2.6, 3.7, 3.64)","(16.0, 28.0, 27.311475409836067)"
10-01-2023 17:43:25.326955,"(2.3, 2.78, 2.7432000000000003)","(19.0, 46.0, 42.0)","(7.5, 8.8, 8.060377358490566)","(5.0, 5.9, 5.5052631578947375)","(2.6, 3.65, 3.5975)","(16.0, 28.0, 27.311475409836067)"
10-01-2023 17:43:26.356914,"(2.3, 2.78, 2.7533333333333334)","(19.0, 46.0, 40.0)","(7.5, 8.8, 8.069565217391304)","(5.0, 5.9, 5.5600000000000005)","(2.6, 3.65, 3.614705882352941)","(16.0, 28.0, 27.311475409836067)"
10-01-2023 17:43:27.438733,"(2.3, 2.78, 2.7533333333333334)","(19.0, 46.0, 39.6)","(7.5, 8.8, 8.069565217391304)","(5.0, 5.8, 5.523076923076923)","(2.6, 3.65, 3.614705882352941)","(16.0, 28.0, 27.311475409836067)"
10-01-2023 17:43:28.482501,"(2.3, 2.88, 2.849565217391304)","(19.0, 46.0, 39.6)","(7.5, 8.8, 8.069565217391304)","(5.0, 5.8, 5.523076923076923)","(2.6, 3.65, 3.565625)","(16.0, 28.0, 27.28813559322034)"
10-01-2023 17:43:29.409451,"(2.3, 2.86, 2.8517241379310345)","(19.0, 46.0, 39.6)","(7.5, 8.6, 8.10909090909091)","(5.0, 5.8, 5.523076923076923)","(2.6, 3.65, 3.565625)","(16.0, 28.0, 27.28813559322034)"
10-01-2023 17:43:30.260915,"(2.3, 2.86, 2.8517241379310345)","(19.0, 46.0, 39.6)","(7.5, 8.6, 8.085714285714285)","(5.0, 5.8, 5.445714285714286)","(2.6, 3.65, 3.565625)","(16.0, 28.0, 26.974358974358974)"
10-01-2023 17:43:31.208095,"(2.3, 2.86, 2.8517241379310345)","(19.0, 46.0, 39.6)","(7.5, 8.6, 8.066666666666666)","(5.0, 5.8, 5.445714285714286)","(2.6, 3.65, 3.542)","(16.0, 27.0, 26.94736842105263)"
10-01-2023 17:43:32.219572,"(2.3, 2.86, 2.8517241379310345)","(19.0, 46.0, 39.6)","(7.5, 8.6, 8.052173913043479)","(5.0, 5.8, 5.445454545454545)","(2.6, 3.65, 3.547727272727273)","(16.0, 27.0, 27.228070175438596)"
10-01-2023 17:43:33.258358,"(2.3, 2.86, 2.853142857142857)","(19.0, 46.0, 39.6)","(7.5, 8.6, 8.052173913043479)","(5.0, 5.7, 5.4)","(2.6, 3.65, 3.547727272727273)","(16.0, 28.0, 26.77777777777778)"
10-01-2023 17:43:34.228357,"(2.3, 2.86, 2.853142857142857)","(21.0, 46.0, 39.6)","(7.5, 8.6, 8.052173913043479)","(5.0, 5.7, 5.38)","(2.7, 3.65, 3.547727272727273)","(16.0, 27.0, 26.77777777777778)"
10-01-2023 17:43:35.183620,"(2.3, 2.86, 2.853142857142857)","(21.0, 46.0, 39.6)","(7.5, 8.6, 8.063157894736841)","(5.0, 5.5, 5.347058823529411)","(2.7, 3.65, 3.569642857142857)","(16.0, 27.0, 26.636363636363637)"
10-01-2023 17:43:36.038545,"(2.3, 2.88, 2.873220338983051)","(21.0, 46.0, 39.6)","(7.5, 8.6, 8.063157894736841)","(5.0, 5.5, 5.347058823529411)","(2.7, 3.65, 3.569642857142857)","(16.0, 27.0, 26.636363636363637)"
10-01-2023 17:43:36.898561,"(2.3, 2.88, 2.8470588235294114)","(21.0, 46.0, 39.6)","(7.5, 8.6, 8.026373626373626)","(5.0, 5.4, 5.133333333333334)","(2.7, 3.65, 3.5886363636363634)","(16.0, 27.0, 26.638297872340427)"
10-01-2023 17:43:37.890849,"(2.3, 2.88, 2.8727272727272726)","(21.0, 46.0, 39.6)","(7.5, 8.6, 8.063157894736841)","(5.0, 5.4, 5.063157894736842)","(2.7, 3.65, 3.5705882352941174)","(16.0, 27.0, 26.638297872340427)"
10-01-2023 17:43:38.853525,"(2.3, 2.96, 2.936470588235294)","(21.0, 46.0, 39.6)","(7.5, 8.6, 8.063157894736841)","(5.0, 5.4, 5.1)","(2.7, 3.65, 3.572)","(16.0, 27.0, 26.638297872340427)"
10-01-2023 17:43:39.873429,"(2.3, 2.96, 2.935)","(21.0, 46.0, 39.6)","(7.5, 8.4, 8.16)","(5.0, 5.3, 5.125)","(2.7, 3.65, 3.572)","(16.0, 27.0, 26.638297872340427)"
10-01-2023 17:43:40.865621,"(2.3, 3.05, 2.912162162162162)","(21.0, 46.0, 39.6)","(7.5, 8.2, 7.9230769230769225)","(5.0, 5.2, 5.08)","(2.7, 3.65, 3.585714285714286)","(16.0, 27.0, 25.6)"
10-01-2023 17:43:41.726267,"(2.3, 3.0, 2.9306666666666668)","(21.0, 46.0, 39.6)","(7.5, 8.2, 7.894117647058823)","(5.0, 5.2, 5.08)","(2.7, 3.65, 3.585714285714286)","(16.0, 26.0, 24.285714285714285)"
10-01-2023 17:43:42.696098,"(2.3, 3.0, 2.952)","(21.0, 46.0, 39.6)","(7.5, 8.2, 7.9230769230769225)","(5.0, 5.2, 5.08)","(2.7, 3.65, 3.585714285714286)","(16.0, 26.0, 24.285714285714285)"
10-01-2023 17:43:43.691586,"(2.3, 3.0, 2.952)","(21.0, 46.0, 42.8)","(7.5, 8.2, 7.875)","(5.0, 5.2, 5.1000000000000005)","(2.7, 3.65, 3.5886363636363634)","(16.0, 26.0, 23.9)"
10-01-2023 17:43:44.705787,"(2.3, 3.0, 2.952)","(21.0, 46.0, 42.8)","(7.5, 8.4, 8.035294117647059)","(5.0, 5.2, 5.0285714285714285)","(2.7, 3.65, 3.575)","(16.0, 26.0, 22.5)"
10-01-2023 17:43:45.731578,"(2.3, 3.0, 2.952)","(21.0, 46.0, 42.8)","(7.5, 8.4, 8.035294117647059)","(5.0, 5.2, 4.977142857142858)","(2.7, 3.65, 3.575)","(16.0, 26.0, 22.85185185185185)"
10-01-2023 17:43:46.722833,"(2.3, 3.0, 2.974285714285714)","(21.0, 46.0, 44.857142857142854)","(7.5, 8.4, 8.035294117647059)","(5.0, 5.2, 5.022727272727273)","(2.7, 3.65, 3.575)","(16.0, 26.0, 22.85185185185185)"
10-01-2023 17:43:47.657583,"(2.3, 3.0, 2.974285714285714)","(21.0, 46.0, 44.857142857142854)","(7.5, 8.4, 8.064864864864864)","(5.0, 5.2, 5.022727272727273)","(2.7, 3.65, 3.5687499999999996)","(16.0, 26.0, 24.333333333333332)"
10-01-2023 17:43:48.561670,"(2.3, 3.0, 2.9647058823529413)","(21.0, 46.0, 44.857142857142854)","(7.5, 8.4, 8.064864864864864)","(5.0, 5.2, 5.022727272727273)","(2.7, 3.65, 3.5687499999999996)","(16.0, 25.0, 24.333333333333332)"
10-01-2023 17:43:49.550676,"(2.3, 3.0, 2.933913043478261)","(21.0, 46.0, 44.857142857142854)","(7.5, 8.4, 8.064864864864864)","(5.0, 5.2, 5.114285714285715)","(2.7, 3.65, 3.5749999999999997)","(16.0, 25.0, 23.18181818181818)"
10-01-2023 17:43:50.552968,"(2.3, 2.94, 2.9266666666666667)","(21.0, 46.0, 44.5)","(7.5, 8.4, 8.045714285714286)","(5.0, 5.4, 5.231578947368421)","(2.7, 3.65, 3.565)","(16.0, 25.0, 23.18181818181818)"
10-01-2023 17:43:51.540155,"(2.3, 2.9, 2.898461538461538)","(21.0, 46.0, 45.0)","(7.5, 8.4, 8.045714285714286)","(5.0, 5.4, 5.231578947368421)","(2.7, 3.65, 3.577777777777778)","(16.0, 25.0, 21.25)"
10-01-2023 17:43:52.519163,"(2.3, 2.9, 2.8988571428571426)","(21.0, 48.0, 43.368421052631575)","(7.5, 8.4, 8.082051282051282)","(5.0, 5.4, 5.273684210526316)","(2.7, 3.65, 3.591304347826087)","(16.0, 25.0, 20.333333333333332)"
10-01-2023 17:43:53.474687,"(2.3, 2.9, 2.892)","(21.0, 48.0, 43.368421052631575)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.4, 5.273684210526316)","(2.7, 3.65, 3.591304347826087)","(16.0, 24.0, 21.38095238095238)"
10-01-2023 17:43:54.411573,"(2.3, 2.9, 2.8899999999999997)","(21.0, 48.0, 43.368421052631575)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.4, 5.457142857142857)","(2.7, 3.65, 3.591304347826087)","(16.0, 24.0, 19.454545454545453)"
10-01-2023 17:43:55.374900,"(2.3, 2.9, 2.8899999999999997)","(21.0, 48.0, 43.368421052631575)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.5, 5.472727272727273)","(2.7, 3.65, 3.577777777777778)","(16.0, 24.0, 19.454545454545453)"
10-01-2023 17:43:56.445006,"(2.3, 2.9, 2.8709090909090906)","(21.0, 48.0, 42.206896551724135)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.5, 5.522222222222222)","(2.7, 3.65, 3.5807692307692305)","(16.0, 24.0, 19.363636363636363)"
10-01-2023 17:43:57.506464,"(2.3, 2.86, 2.833061224489796)","(21.0, 48.0, 42.206896551724135)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.7, 5.546153846153846)","(2.7, 3.65, 3.5999999999999996)","(16.0, 23.0, 19.266666666666666)"
10-01-2023 17:43:58.591366,"(2.3, 2.82, 2.817647058823529)","(21.0, 48.0, 42.206896551724135)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.7, 5.546153846153846)","(2.7, 3.65, 3.5999999999999996)","(16.0, 23.0, 19.733333333333334)"
10-01-2023 17:43:59.570268,"(2.3, 2.84, 2.8217391304347825)","(21.0, 48.0, 42.206896551724135)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.7, 5.546153846153846)","(2.7, 3.65, 3.6115384615384616)","(16.0, 23.0, 19.733333333333334)"
10-01-2023 17:44:00.614912,"(2.3, 2.82, 2.813684210526316)","(21.0, 48.0, 42.206896551724135)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.7, 5.5625)","(2.7, 3.65, 3.6115384615384616)","(16.0, 23.0, 20.333333333333332)"
10-01-2023 17:44:01.602918,"(2.3, 2.82, 2.813684210526316)","(21.0, 48.0, 42.206896551724135)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.7, 5.58)","(2.7, 3.65, 3.606818181818182)","(16.0, 22.0, 19.6)"
10-01-2023 17:44:02.709431,"(2.3, 2.82, 2.808)","(21.0, 48.0, 43.6551724137931)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.7, 5.62)","(2.7, 3.7, 3.619607843137255)","(16.0, 22.0, 19.6)"
10-01-2023 17:44:03.808568,"(2.3, 2.8, 2.788)","(21.0, 48.0, 43.8)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.7, 5.62)","(2.7, 3.7, 3.619607843137255)","(16.0, 22.0, 19.647058823529413)"
10-01-2023 17:44:04.911308,"(2.3, 2.82, 2.784705882352941)","(21.0, 48.0, 43.8)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.7, 5.615384615384616)","(2.7, 3.7, 3.619607843137255)","(16.0, 22.0, 19.647058823529413)"
10-01-2023 17:44:05.978537,"(2.3, 2.82, 2.773846153846154)","(21.0, 48.0, 43.8)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.8, 5.775)","(2.7, 3.7, 3.603333333333333)","(16.0, 22.0, 20.125)"
10-01-2023 17:44:06.917876,"(2.3, 2.82, 2.7712499999999998)","(21.0, 48.0, 43.8)","(7.5, 8.4, 8.104761904761904)","(5.0, 5.8, 5.775)","(2.7, 3.65, 3.613157894736842)","(16.0, 22.0, 20.153846153846153)"
10-01-2023 17:44:07.935394,"(2.3, 2.78, 2.7725)","(21.0, 48.0, 43.8)","(7.5, 8.4, 8.097560975609756)","(5.0, 5.8, 5.779310344827586)","(2.7, 3.65, 3.613157894736842)","(16.0, 22.0, 20.153846153846153)"
10-01-2023 17:44:09.047076,"(2.3, 2.78, 2.7725)","(21.0, 48.0, 45.84615384615385)","(7.5, 8.4, 8.097560975609756)","(5.0, 5.8, 5.779310344827586)","(2.7, 3.65, 3.613157894736842)","(16.0, 22.0, 20.08)"
10-01-2023 17:44:10.145156,"(2.3, 2.78, 2.775)","(21.0, 46.0, 44.18181818181818)","(7.5, 8.4, 8.097560975609756)","(5.0, 5.8, 5.85)","(2.7, 3.65, 3.6088235294117648)","(16.0, 22.0, 20.08)"
10-01-2023 17:44:11.235833,"(2.3, 2.78, 2.775)","(21.0, 48.0, 44.18181818181818)","(7.5, 8.4, 8.095238095238095)","(5.0, 5.9, 5.85)","(2.7, 3.65, 3.6088235294117648)","(16.0, 22.0, 20.08)"
10-01-2023 17:44:12.276601,"(2.3, 2.78, 2.777073170731707)","(21.0, 48.0, 44.18181818181818)","(7.5, 8.4, 8.095238095238095)","(5.0, 5.9, 5.8812500000000005)","(2.7, 3.65, 3.6088235294117648)","(16.0, 22.0, 20.153846153846153)"
10-01-2023 17:44:13.265256,"(2.3, 2.78, 2.7620289855072464)","(21.0, 48.0, 44.18181818181818)","(7.5, 8.4, 8.095238095238095)","(5.0, 5.9, 5.75)","(2.7, 3.65, 3.5901785714285714)","(16.0, 22.0, 20.153846153846153)"
10-01-2023 17:44:14.316393,"(2.3, 2.8, 2.7818803418803415)","(21.0, 48.0, 44.18181818181818)","(7.5, 8.4, 8.097560975609756)","(5.0, 5.7, 5.48125)","(2.7, 3.7, 3.6180000000000003)","(16.0, 22.0, 20.153846153846153)"
10-01-2023 17:44:15.400352,"(2.3, 2.88, 2.8248275862068963)","(26.0, 48.0, 44.18181818181818)","(7.5, 8.4, 8.097560975609756)","(4.8, 5.5, 5.45)","(2.8, 3.7, 3.6180000000000003)","(16.0, 22.0, 20.153846153846153)"
10-01-2023 17:44:16.497527,"(2.3, 2.88, 2.8352941176470585)","(26.0, 48.0, 44.18181818181818)","(7.5, 8.4, 8.097560975609756)","(4.8, 5.5, 5.466666666666667)","(2.8, 3.7, 3.6127659574468085)","(16.0, 22.0, 20.2)"
10-01-2023 17:44:17.641539,"(2.3, 2.86, 2.823076923076923)","(26.0, 48.0, 44.18181818181818)","(7.5, 8.4, 8.097560975609756)","(4.8, 5.6, 5.205405405405406)","(2.8, 3.7, 3.6310344827586207)","(16.0, 22.0, 20.2)"
10-01-2023 17:44:18.715109,"(2.3, 2.88, 2.851578947368421)","(26.0, 48.0, 44.18181818181818)","(7.5, 8.4, 8.097560975609756)","(4.8, 5.4, 5.205405405405406)","(2.8, 3.7, 3.6310344827586207)","(16.0, 22.0, 20.2)"
10-01-2023 17:44:19.729159,"(2.3, 2.88, 2.856923076923077)","(26.0, 48.0, 44.18181818181818)","(7.5, 8.4, 8.097560975609756)","(4.8, 5.4, 5.223255813953489)","(2.8, 3.7, 3.6310344827586207)","(16.0, 22.0, 20.2)"
10-01-2023 17:44:20.843010,"(2.3, 2.9, 2.8727272727272726)","(26.0, 48.0, 43.8)","(7.0, 8.4, 8.064864864864864)","(4.6, 5.4, 5.205)","(2.8, 3.7, 3.623076923076923)","(16.0, 22.0, 20.2)"
10-01-2023 17:44:22.006759,"(2.3, 2.9, 2.8806451612903223)","(26.0, 48.0, 44.18181818181818)","(7.0, 8.4, 8.097560975609756)","(4.6, 5.4, 5.214285714285714)","(2.8, 3.7, 3.6298245614035087)","(16.0, 22.0, 20.2)"
10-01-2023 17:44:23.244888,"(2.3, 2.9, 2.8845714285714283)","(26.0, 48.0, 44.18181818181818)","(7.0, 8.4, 8.208)","(4.6, 5.3, 5.199999999999999)","(2.8, 3.7, 3.6298245614035087)","(16.0, 22.0, 20.2)"
10-01-2023 17:44:24.412382,"(2.3, 2.92, 2.897777777777778)","(26.0, 48.0, 44.18181818181818)","(7.0, 8.4, 8.62)","(4.6, 5.3, 5.166666666666666)","(2.8, 3.7, 3.628260869565217)","(16.0, 22.0, 20.2)"
10-01-2023 17:44:25.505065,"(2.3, 2.92, 2.875)","(26.0, 48.0, 43.8)","(7.0, 8.8, 8.75)","(4.6, 5.3, 5.27)","(2.8, 3.65, 3.567741935483871)","(16.0, 22.0, 21.0625)"
10-01-2023 17:44:26.526547,"(2.3, 2.8, 2.791145038167939)","(26.0, 48.0, 43.935483870967744)","(7.0, 9.2, 9.05)","(4.6, 5.3, 5.25)","(2.8, 3.6, 3.6166666666666667)","(16.0, 22.0, 20.125)"
10-01-2023 17:44:27.519804,"(2.25, 2.84, 2.82)","(26.0, 48.0, 44.294117647058826)","(7.0, 9.4, 9.36923076923077)","(4.6, 5.4, 5.22)","(2.8, 3.65, 3.6166666666666667)","(16.0, 22.0, 20.125)"
10-01-2023 17:44:28.632646,"(2.25, 2.84, 2.8266666666666667)","(26.0, 48.0, 45.714285714285715)","(7.0, 9.6, 9.373333333333333)","(4.6, 5.4, 5.22)","(2.8, 3.65, 3.6166666666666667)","(16.0, 22.0, 20.125)"
10-01-2023 17:44:29.783830,"(2.25, 2.84, 2.8266666666666667)","(26.0, 46.0, 45.714285714285715)","(7.0, 9.4, 9.373333333333333)","(4.6, 5.4, 5.22)","(2.8, 3.65, 3.6166666666666667)","(16.0, 22.0, 20.125)"
10-01-2023 17:44:30.922350,"(2.25, 2.84, 2.812)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.4, 9.373333333333333)","(4.6, 5.4, 5.277777777777778)","(2.8, 3.65, 3.6166666666666667)","(16.0, 22.0, 20.42105263157895)"
10-01-2023 17:44:31.982152,"(2.25, 2.84, 2.812)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.6, 9.475)","(4.6, 5.3, 5.277777777777778)","(2.8, 3.65, 3.6166666666666667)","(16.0, 22.0, 20.571428571428573)"
10-01-2023 17:44:33.031130,"(2.25, 2.84, 2.8337931034482757)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.6, 9.327272727272728)","(4.6, 5.3, 5.22)","(2.8, 3.65, 3.6152173913043475)","(16.0, 22.0, 20.571428571428573)"
10-01-2023 17:44:34.029246,"(2.25, 2.84, 2.8335714285714286)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.4, 9.346666666666668)","(4.6, 5.4, 5.22)","(2.8, 3.65, 3.6152173913043475)","(16.0, 22.0, 20.571428571428573)"
10-01-2023 17:44:35.079666,"(2.25, 2.84, 2.8335714285714286)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.4, 9.371428571428572)","(4.6, 5.4, 5.22)","(2.8, 3.65, 3.6152173913043475)","(16.0, 22.0, 20.571428571428573)"
10-01-2023 17:44:36.172298,"(2.25, 2.84, 2.8317241379310345)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.4, 9.418181818181818)","(4.6, 5.4, 5.22)","(2.8, 3.65, 3.5785714285714287)","(16.0, 22.0, 20.571428571428573)"
10-01-2023 17:44:37.280978,"(2.25, 2.84, 2.8317241379310345)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.6, 9.384615384615385)","(4.6, 5.4, 5.277777777777778)","(2.8, 3.6, 3.576923076923077)","(16.0, 22.0, 25.333333333333332)"
10-01-2023 17:44:38.367877,"(2.25, 2.84, 2.8317241379310345)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.4, 9.48235294117647)","(4.6, 5.3, 5.223076923076923)","(2.8, 3.6, 3.576923076923077)","(16.0, 26.0, 25.5)"
10-01-2023 17:44:39.453880,"(2.25, 2.8, 2.7990243902439023)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.6, 9.48235294117647)","(4.6, 5.3, 5.223076923076923)","(2.8, 3.6, 3.576923076923077)","(16.0, 26.0, 25.5)"
10-01-2023 17:44:40.428277,"(2.25, 2.74, 2.7384269662921352)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.6, 9.52)","(4.6, 5.3, 5.253846153846154)","(2.8, 3.6, 3.566666666666667)","(16.0, 26.0, 25.5)"
10-01-2023 17:44:41.507801,"(2.25, 2.76, 2.7590476190476187)","(26.0, 46.0, 45.714285714285715)","(7.5, 9.6, 9.68)","(4.6, 5.3, 5.245454545454545)","(2.8, 3.6, 3.54)","(16.0, 26.0, 25.555555555555557)"
10-01-2023 17:44:42.660997,"(2.25, 2.76, 2.7590476190476187)","(26.0, 46.0, 45.714285714285715)","(7.5, 10.0, 9.773913043478261)","(4.6, 5.3, 5.1571428571428575)","(2.8, 3.6, 3.5090909090909093)","(16.0, 26.0, 28.5)"
