,Mr Wallace,All Inn Maggie,Flatty Hunter,Crackerjack Pa,Notorious Billy,Maximum Ang,Aston Daisy,Saint Prue
07-01-2023 19:33:34.691853,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 59.125)","(81.0, 590.0, 504.16666666666663)","(13.0, 29.0, 18.666666666666668)","(3.0, 4.2, 4.02)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:33:35.818247,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 59.125)","(81.0, 590.0, 504.16666666666663)","(13.0, 29.0, 18.666666666666668)","(3.0, 4.2, 4.02)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:33:37.011905,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 59.125)","(81.0, 590.0, 504.16666666666663)","(13.0, 29.0, 18.666666666666668)","(3.0, 4.2, 4.02)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:33:38.211162,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 46.2)","(81.0, 590.0, 538.5)","(13.0, 29.0, 18.666666666666668)","(3.0, 4.2, 3.59)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 538.5)"
07-01-2023 19:33:39.337284,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 46.400000000000006)","(81.0, 590.0, 538.5)","(13.0, 29.0, 18.666666666666668)","(3.0, 4.2, 3.59)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 538.5)"
07-01-2023 19:33:40.506563,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 52.31818181818182)","(81.0, 590.0, 538.5)","(13.0, 30.0, 19.0)","(3.0, 4.2, 3.068)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 538.5)"
07-01-2023 19:33:41.643870,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 52.31818181818182)","(81.0, 590.0, 538.5)","(13.0, 30.0, 19.0)","(3.0, 4.3, 3.068)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 543.1818181818182)"
07-01-2023 19:33:42.826639,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 52.31818181818182)","(81.0, 590.0, 543.1818181818182)","(13.0, 30.0, 19.0)","(3.0, 4.3, 3.2640000000000002)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 543.1818181818182)"
07-01-2023 19:33:43.925728,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 52.31818181818182)","(81.0, 590.0, 543.1818181818182)","(13.0, 30.0, 19.0)","(3.0, 4.4, 3.2640000000000002)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 543.1818181818182)"
07-01-2023 19:33:45.038704,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 52.31818181818182)","(81.0, 590.0, 543.1818181818182)","(13.0, 30.0, 19.0)","(3.0, 4.4, 3.2640000000000002)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 543.1818181818182)"
07-01-2023 19:33:46.220171,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 52.31818181818182)","(81.0, 590.0, 543.1818181818182)","(13.0, 30.0, 19.0)","(3.0, 4.4, 3.2640000000000002)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 543.1818181818182)"
07-01-2023 19:33:47.553088,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 52.31818181818182)","(81.0, 590.0, 543.1818181818182)","(13.0, 30.0, 19.0)","(3.0, 4.4, 3.2640000000000002)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.9)","(91.0, 590.0, 335.0)"
07-01-2023 19:33:48.881321,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 52.31818181818182)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 23.6)","(3.0, 4.4, 3.284)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 17.884615384615387)","(91.0, 590.0, 335.0)"
07-01-2023 19:33:50.106935,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 26.8)","(3.0, 4.5, 3.6399999999999997)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:33:51.436684,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 26.8)","(3.0, 4.3, 3.6399999999999997)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:33:52.817179,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 27.090909090909093)","(3.0, 4.3, 3.6399999999999997)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:33:54.006929,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 27.090909090909093)","(3.0, 4.3, 3.6399999999999997)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:33:55.290026,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 27.090909090909093)","(3.0, 4.3, 3.6399999999999997)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:33:56.502333,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 27.090909090909093)","(3.0, 4.3, 3.6399999999999997)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:33:57.716938,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 27.090909090909093)","(3.0, 4.3, 3.6399999999999997)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:33:58.817776,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 27.090909090909093)","(3.0, 4.3, 3.6399999999999997)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:34:00.045714,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 27.090909090909093)","(3.0, 4.3, 3.6399999999999997)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:34:01.288421,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 27.090909090909093)","(3.0, 4.3, 3.6399999999999997)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:34:02.504964,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 27.090909090909093)","(3.0, 4.3, 3.284)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 12.633333333333333)","(91.0, 590.0, 335.0)"
07-01-2023 19:34:03.613731,"(3.0, 5.4, 4.8500000000000005)","(19.0, 65.0, 45.285714285714285)","(81.0, 590.0, 557.8125)","(13.0, 30.0, 27.090909090909093)","(3.0, 4.5, 3.284)","(2.5, 3.95, 3.1566666666666667)","(10.0, 19.5, 17.784615384615385)","(91.0, 590.0, 463.75)"
07-01-2023 19:34:04.655587,"(3.0, 5.2, 4.914285714285715)","(19.0, 55.0, 47.8)","(81.0, 590.0, 462.5)","(13.0, 28.0, 27.0)","(3.0, 4.3, 3.284)","(2.5, 3.95, 3.8123529411764707)","(10.0, 18.5, 16.225)","(91.0, 590.0, 463.75)"
07-01-2023 19:34:05.874754,"(3.0, 5.4, 4.8500000000000005)","(19.0, 55.0, 49.0)","(81.0, 590.0, 462.5)","(13.0, 28.0, 27.0)","(3.0, 4.5, 3.6399999999999997)","(2.5, 3.95, 3.8123529411764707)","(10.0, 18.5, 16.225)","(91.0, 590.0, 463.75)"
07-01-2023 19:34:07.110364,"(3.0, 5.2, 4.914285714285715)","(19.0, 55.0, 49.0)","(81.0, 590.0, 463.75)","(13.0, 28.0, 27.0)","(3.0, 4.3, 3.6399999999999997)","(2.5, 3.95, 3.8123529411764707)","(10.0, 18.5, 16.225)","(91.0, 590.0, 463.75)"
07-01-2023 19:34:08.331605,"(3.0, 5.2, 4.914285714285715)","(19.0, 55.0, 49.0)","(81.0, 590.0, 463.75)","(13.0, 28.0, 21.84)","(3.0, 4.3, 3.109090909090909)","(2.5, 3.95, 3.8123529411764707)","(10.0, 18.5, 12.8125)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:09.497302,"(3.0, 5.3, 4.1)","(19.0, 55.0, 34.0)","(81.0, 590.0, 463.75)","(13.0, 28.0, 25.200000000000003)","(3.0, 4.4, 3.6399999999999997)","(2.5, 3.95, 3.8123529411764707)","(10.0, 18.5, 13.444444444444445)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:10.692634,"(3.0, 5.2, 4.914285714285715)","(19.0, 55.0, 34.0)","(81.0, 590.0, 544.090909090909)","(13.0, 26.0, 25.200000000000003)","(3.0, 4.3, 3.284)","(2.5, 3.95, 3.8123529411764707)","(10.0, 18.5, 13.444444444444445)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:11.793197,"(3.0, 5.4, 4.8500000000000005)","(19.0, 55.0, 36.15384615384615)","(81.0, 590.0, 543.6363636363637)","(13.0, 26.0, 25.200000000000003)","(3.0, 4.5, 3.284)","(2.5, 3.95, 3.8123529411764707)","(10.0, 18.5, 13.444444444444445)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:12.936406,"(3.0, 5.4, 4.8500000000000005)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 533.3333333333333)","(13.0, 26.0, 20.72)","(3.0, 4.5, 3.6399999999999997)","(2.5, 3.95, 3.8123529411764707)","(10.0, 18.5, 16.166666666666668)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:14.130587,"(3.0, 5.4, 4.025)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 518.5714285714286)","(13.0, 26.0, 23.058823529411764)","(3.0, 4.3, 3.284)","(2.5, 3.95, 3.8123529411764707)","(10.0, 18.5, 16.2)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:15.403562,"(3.0, 5.3, 5.233870967741935)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 527.5)","(13.0, 25.0, 23.333333333333332)","(3.0, 4.5, 3.6399999999999997)","(2.5, 3.95, 3.8123529411764707)","(10.0, 18.0, 15.575)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:16.703220,"(3.0, 5.3, 5.0777777777777775)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 551.5384615384615)","(13.0, 24.0, 23.333333333333332)","(3.0, 4.3, 3.109090909090909)","(2.5, 3.95, 3.8123529411764707)","(10.0, 17.5, 15.575)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:17.992077,"(3.0, 5.1, 4.8999999999999995)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 551.5384615384615)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.4, 3.6399999999999997)","(2.5, 3.95, 3.8123529411764707)","(10.0, 17.5, 16.4)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:19.063285,"(3.0, 5.2, 4.988888888888889)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 551.5384615384615)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.3, 3.42)","(2.5, 3.95, 3.882352941176471)","(10.0, 17.5, 13.75)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:20.258171,"(3.0, 5.2, 4.82)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 551.5384615384615)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.3, 3.42)","(2.5, 3.95, 3.8842857142857143)","(10.0, 17.5, 13.75)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:21.583343,"(3.0, 5.2, 4.82)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 551.5384615384615)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.3, 3.1685714285714286)","(2.5, 3.95, 3.9189189189189193)","(10.0, 17.5, 13.75)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:22.875285,"(3.0, 5.2, 4.82)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 551.5384615384615)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.3, 3.068)","(2.5, 3.95, 3.9189189189189193)","(10.0, 17.5, 16.25)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:24.115762,"(3.0, 5.2, 4.976470588235294)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 551.5384615384615)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.3, 2.994666666666667)","(2.5, 3.95, 3.9189189189189193)","(10.0, 17.5, 17.17391304347826)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:25.329029,"(3.0, 5.2, 5.111627906976745)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 554.2857142857142)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.3, 3.004)","(2.5, 3.95, 3.817058823529412)","(10.0, 17.5, 17.17391304347826)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:26.493008,"(3.0, 5.2, 5.111627906976745)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 554.2857142857142)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.3, 3.59)","(2.5, 3.95, 3.8244444444444445)","(10.0, 17.5, 14.0)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:27.686429,"(3.0, 5.2, 5.111627906976745)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 554.2857142857142)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.2, 3.59)","(2.5, 3.95, 3.8244444444444445)","(10.0, 17.5, 14.0)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:28.903101,"(3.0, 5.2, 5.111627906976745)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 554.2857142857142)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.2, 3.59)","(2.5, 3.95, 3.9096428571428574)","(10.0, 17.5, 14.0)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:30.280156,"(3.0, 5.2, 5.111627906976745)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 554.2857142857142)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.2, 3.59)","(2.5, 3.95, 3.9096428571428574)","(10.0, 17.5, 14.0)","(91.0, 590.0, 517.8571428571429)"
07-01-2023 19:34:31.657260,"(3.0, 5.2, 5.113636363636363)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 556.6666666666667)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.2, 3.59)","(2.5, 3.95, 3.9096428571428574)","(10.0, 17.5, 14.0)","(91.0, 590.0, 526.875)"
07-01-2023 19:34:32.953880,"(3.0, 5.2, 5.113636363636363)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 466.25)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.2, 3.59)","(2.5, 3.95, 3.9096428571428574)","(10.0, 17.5, 14.0)","(91.0, 590.0, 465.0)"
07-01-2023 19:34:34.208880,"(3.0, 5.2, 5.113636363636363)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 466.25)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.2, 3.59)","(2.5, 3.95, 3.9096428571428574)","(10.0, 17.5, 16.863636363636363)","(91.0, 590.0, 465.0)"
07-01-2023 19:34:35.618151,"(3.0, 5.2, 5.113636363636363)","(19.0, 55.0, 38.66666666666667)","(81.0, 590.0, 466.25)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.2, 3.59)","(2.5, 3.95, 3.9096428571428574)","(10.0, 17.5, 17.03333333333333)","(91.0, 590.0, 465.0)"
07-01-2023 19:34:37.108016,"(3.0, 5.2, 4.230952380952381)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 520.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.2, 3.1044444444444443)","(2.5, 3.95, 3.765)","(10.0, 17.5, 17.28125)","(91.0, 590.0, 527.5)"
07-01-2023 19:34:38.439449,"(3.0, 5.2, 4.230952380952381)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 520.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.1, 3.1044444444444443)","(2.5, 3.95, 3.765)","(10.0, 17.5, 17.28125)","(91.0, 590.0, 466.25)"
07-01-2023 19:34:39.640603,"(3.0, 5.2, 4.230952380952381)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 520.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.1, 3.572941176470588)","(2.5, 3.95, 3.765)","(10.0, 17.5, 17.28125)","(91.0, 590.0, 491.0)"
07-01-2023 19:34:40.812781,"(3.0, 5.2, 4.035294117647059)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 520.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.1, 3.572941176470588)","(2.5, 3.95, 3.765)","(10.0, 17.5, 17.28125)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:41.885143,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 541.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.1, 3.572941176470588)","(2.5, 3.95, 3.765)","(10.0, 17.5, 17.28787878787879)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:43.020727,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 541.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.1, 3.572941176470588)","(2.5, 3.95, 3.765)","(10.0, 17.5, 17.28787878787879)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:44.172703,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 541.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.1, 3.572941176470588)","(2.5, 3.95, 3.7792307692307694)","(10.0, 17.5, 17.28787878787879)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:45.325037,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 541.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.1, 3.572941176470588)","(2.5, 3.95, 3.7792307692307694)","(10.0, 17.5, 17.28787878787879)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:46.605263,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 541.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 4.1, 3.315769230769231)","(2.6, 3.95, 3.8442857142857143)","(10.0, 17.5, 17.28787878787879)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:47.729365,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 541.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.95, 3.315769230769231)","(2.6, 3.95, 3.8442857142857143)","(10.0, 17.5, 17.28787878787879)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:48.760953,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 541.0)","(13.0, 24.0, 19.862068965517242)","(3.0, 3.95, 3.19825)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 17.28787878787879)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:49.968827,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 33.64705882352941)","(81.0, 590.0, 541.0)","(13.0, 24.0, 19.862068965517242)","(3.0, 3.95, 3.19825)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 17.28787878787879)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:51.201491,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 34.83333333333333)","(81.0, 590.0, 541.0)","(13.0, 24.0, 19.862068965517242)","(3.0, 3.95, 3.19825)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 17.28787878787879)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:52.413787,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 34.83333333333333)","(81.0, 590.0, 541.0)","(13.0, 24.0, 19.862068965517242)","(3.0, 3.95, 3.089125)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 17.28787878787879)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:53.569511,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 34.83333333333333)","(81.0, 590.0, 541.0)","(13.0, 24.0, 19.862068965517242)","(3.0, 3.95, 3.089125)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:54.728160,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 430.0)","(13.0, 24.0, 19.862068965517242)","(3.0, 3.95, 3.089125)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:55.850417,"(3.0, 5.2, 3.7085714285714286)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 430.0)","(13.0, 24.0, 19.862068965517242)","(3.0, 3.95, 3.3528571428571428)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:56.960385,"(3.0, 5.2, 3.789189189189189)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 19.862068965517242)","(3.0, 3.85, 3.3528571428571428)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:58.074848,"(3.0, 5.2, 3.789189189189189)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 19.862068965517242)","(3.0, 3.85, 3.108360655737705)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 545.0)"
07-01-2023 19:34:59.247215,"(3.0, 5.2, 3.789189189189189)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 19.862068965517242)","(3.0, 3.85, 3.718)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 545.0)"
07-01-2023 19:35:00.351991,"(3.0, 5.2, 3.789189189189189)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.8, 3.718)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 528.125)"
07-01-2023 19:35:01.462004,"(3.0, 5.2, 3.789189189189189)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.8, 3.718)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 528.125)"
07-01-2023 19:35:02.644164,"(3.0, 5.2, 3.789189189189189)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.8, 3.718)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 528.125)"
07-01-2023 19:35:03.679548,"(3.0, 5.2, 3.789189189189189)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.8, 3.718)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 528.125)"
07-01-2023 19:35:04.728335,"(3.0, 5.2, 3.789189189189189)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.8, 3.673)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 467.5)"
07-01-2023 19:35:05.828892,"(3.0, 5.1, 4.9111111111111105)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.75, 3.6100000000000003)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 530.0)"
07-01-2023 19:35:06.934013,"(3.0, 5.1, 4.9937499999999995)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.75, 3.6100000000000003)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 530.0)"
07-01-2023 19:35:08.017712,"(3.0, 5.1, 5.0227272727272725)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.75, 3.6509090909090904)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 530.0)"
07-01-2023 19:35:09.044598,"(3.0, 5.1, 4.275)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.8, 3.6509090909090904)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 530.0)"
07-01-2023 19:35:10.159919,"(3.0, 5.1, 4.275)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.8, 3.6509090909090904)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 542.0)"
07-01-2023 19:35:11.287181,"(3.0, 5.1, 4.275)","(19.0, 55.0, 35.89473684210526)","(81.0, 590.0, 510.0)","(13.0, 24.0, 18.545454545454547)","(3.0, 3.8, 3.6509090909090904)","(2.6, 3.95, 3.223333333333333)","(10.0, 17.5, 14.25)","(91.0, 590.0, 542.0)"
