,Miss Verity,Redemption Day,Kiah Beach,Fulton,Alert,Balts Orson
10-01-2023 20:58:11.293412,"(10.0, 21.0, 18.8)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 13.0)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:12.409901,"(10.0, 21.0, 18.8)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 13.0)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:13.536573,"(10.0, 21.0, 18.8)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 13.0)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:14.642660,"(10.0, 21.0, 18.8)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:15.674142,"(10.0, 21.0, 18.8)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:16.698569,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:17.597842,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:18.612709,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:19.902572,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:21.051261,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:22.038114,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:23.060497,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:24.213787,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:25.405569,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:26.450117,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:27.504519,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:28.516477,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.81, 1.7372727272727273)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:29.436437,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.84, 1.8217021276595746)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:30.374100,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.83, 1.7536363636363637)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:31.440503,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:32.589540,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:33.618830,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:34.634752,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:35.684822,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:36.656109,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:37.635365,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:38.608234,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:39.625615,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:40.664415,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:41.634493,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:42.659013,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:43.656737,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:44.767509,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:45.821260,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:46.857845,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:47.844515,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:48.869373,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:49.853748,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:50.740502,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:51.719342,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:52.838507,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:53.858548,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:54.784951,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:55.741323,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:56.796431,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:57.821779,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:58.844604,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:58:59.957805,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:00.963154,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.82, 1.8025531914893618)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:01.858010,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:02.846084,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:03.882429,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:04.859277,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:05.805980,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:06.814914,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:07.808154,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:08.775505,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:09.845876,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:10.860636,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:11.995823,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:13.175781,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:14.297288,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:15.312699,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:16.306117,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:17.517417,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:18.654500,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:19.686755,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:20.732419,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:21.714489,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:22.749798,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:23.748723,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:24.892067,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:25.939456,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:26.855380,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:27.864210,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:28.875249,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:29.917581,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:30.863192,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.87, 1.7863636363636364)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:31.862067,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.88, 1.8599999999999999)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:32.915195,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:33.831089,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:34.843560,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:35.903423,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:36.951358,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:37.955003,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:39.065747,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:40.123545,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:41.040567,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:42.017404,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:43.124808,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:44.097686,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:45.089402,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:46.131576,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:47.166424,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:48.051054,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:49.035958,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:50.121714,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:51.103815,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:52.123736,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
10-01-2023 20:59:53.163483,"(10.0, 21.0, 19.166666666666664)","(1.3, 1.86, 1.7781818181818183)","(8.0, 15.5, 10.633333333333333)","(26.0, 110.0, 48.18181818181819)","(18.0, 95.0, 41.90909090909091)","(4.8, 8.4, 7.577777777777778)"
