,Essential Three,Champagne Reactor,Whata Reactor,Subtle Advice,Chasin Dreamz,Non Passare,Jaydes Terror,Soulwriter
05-01-2023 14:00:25.460906,"(71.0, 100.0, 88.46153846153847)","(11.0, 13.5, 12.681818181818182)","(5.0, 6.2, 6.061904761904762)","(20.0, 26.0, 23.272727272727273)","(3.2, 4.2, 4.045714285714285)","(8.5, 9.8, 9.4)","(5.0, 7.4, 6.8545454545454545)","(3.4, 4.6, 4.38)"
05-01-2023 14:00:26.720372,"(71.0, 100.0, 90.45454545454545)","(11.0, 13.5, 12.681818181818182)","(5.0, 6.2, 6.061904761904762)","(20.0, 26.0, 23.272727272727273)","(3.2, 4.2, 4.045714285714285)","(8.5, 9.6, 9.2)","(5.0, 7.4, 6.8545454545454545)","(3.4, 4.5, 4.392857142857143)"
05-01-2023 14:00:27.919657,"(71.0, 95.0, 91.66666666666667)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(20.0, 26.0, 23.272727272727273)","(3.2, 4.2, 4.045714285714285)","(8.5, 9.6, 9.3)","(5.0, 7.4, 6.8545454545454545)","(3.4, 4.5, 4.392857142857143)"
05-01-2023 14:00:29.147464,"(71.0, 95.0, 90.26315789473685)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(20.0, 26.0, 23.272727272727273)","(3.2, 4.2, 4.045714285714285)","(8.5, 9.6, 9.35)","(5.0, 7.4, 6.8545454545454545)","(3.4, 4.5, 4.392857142857143)"
05-01-2023 14:00:30.610317,"(71.0, 95.0, 82.5)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(20.0, 26.0, 23.272727272727273)","(3.2, 4.2, 4.045714285714285)","(8.5, 9.6, 9.35)","(5.0, 7.4, 6.8545454545454545)","(3.4, 4.5, 4.269230769230769)"
05-01-2023 14:00:31.850979,"(71.0, 95.0, 82.5)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(20.0, 26.0, 23.272727272727273)","(3.2, 4.2, 4.045714285714285)","(8.5, 9.6, 9.35)","(5.0, 7.4, 7.066666666666666)","(3.4, 4.5, 4.269230769230769)"
05-01-2023 14:00:33.176802,"(71.0, 95.0, 82.5)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(20.0, 26.0, 23.272727272727273)","(3.2, 4.2, 4.045714285714285)","(8.5, 9.6, 9.35)","(5.0, 7.4, 7.066666666666666)","(3.4, 4.5, 4.269230769230769)"
05-01-2023 14:00:34.515415,"(71.0, 95.0, 82.5)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(20.0, 26.0, 23.272727272727273)","(3.2, 4.2, 4.045714285714285)","(8.5, 9.6, 9.35)","(5.0, 7.4, 7.08421052631579)","(3.4, 4.5, 4.269230769230769)"
05-01-2023 14:00:35.747500,"(71.0, 95.0, 82.5)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(20.0, 26.0, 23.272727272727273)","(3.2, 4.2, 4.045714285714285)","(8.5, 9.6, 9.35)","(5.0, 7.4, 7.08421052631579)","(3.5, 4.5, 4.269230769230769)"
05-01-2023 14:00:37.061757,"(71.0, 95.0, 82.5)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(20.0, 26.0, 23.272727272727273)","(3.2, 4.2, 4.045714285714285)","(8.5, 9.6, 9.1)","(5.0, 7.4, 7.08421052631579)","(3.5, 4.5, 4.269230769230769)"
05-01-2023 14:00:38.400412,"(71.0, 95.0, 82.5)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.045714285714285)","(8.5, 9.6, 9.1)","(5.0, 7.4, 7.08421052631579)","(3.5, 4.5, 4.269230769230769)"
05-01-2023 14:00:39.850651,"(71.0, 95.0, 82.5)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.045714285714285)","(8.5, 9.6, 9.1)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.5, 4.269230769230769)"
05-01-2023 14:00:41.203369,"(71.0, 95.0, 82.5)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.061904761904762)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.082608695652174)","(8.5, 9.6, 9.1)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.5, 4.269230769230769)"
05-01-2023 14:00:42.504350,"(71.0, 95.0, 82.5)","(11.0, 13.5, 12.9)","(5.0, 6.2, 6.122222222222223)","(19.0, 26.0, 24.181818181818183)","(3.3, 4.2, 3.9681818181818183)","(8.5, 9.6, 9.475)","(5.0, 7.4, 7.257142857142857)","(3.5, 4.5, 4.415492957746479)"
05-01-2023 14:00:43.826301,"(71.0, 95.0, 82.5)","(11.0, 13.5, 13.1)","(5.0, 6.2, 6.329032258064516)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.0, 4.02)","(8.5, 9.6, 9.2)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.5, 4.246478873239437)"
05-01-2023 14:00:45.181354,"(71.0, 95.0, 80.0)","(11.0, 13.5, 13.1)","(5.0, 6.6, 6.329032258064516)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 9.305882352941175)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.5, 4.224561403508772)"
05-01-2023 14:00:46.579557,"(71.0, 95.0, 82.5)","(11.0, 14.0, 13.318181818181818)","(5.0, 6.6, 6.329032258064516)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 9.2)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.4, 4.141379310344828)"
05-01-2023 14:00:47.942197,"(71.0, 95.0, 80.0)","(11.0, 14.0, 13.318181818181818)","(5.0, 6.6, 6.329032258064516)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 9.2)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.4, 4.136842105263158)"
05-01-2023 14:00:49.296998,"(71.0, 95.0, 80.0)","(11.0, 14.0, 13.318181818181818)","(5.0, 6.6, 6.364285714285714)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 9.3)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.4, 4.136842105263158)"
05-01-2023 14:00:50.648140,"(71.0, 95.0, 80.0)","(11.0, 14.0, 13.318181818181818)","(5.0, 6.6, 6.329032258064516)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 9.457142857142857)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.4, 4.136842105263158)"
05-01-2023 14:00:51.953370,"(61.0, 95.0, 82.5)","(11.0, 14.0, 13.318181818181818)","(5.0, 6.6, 6.345454545454546)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.8, 9.2)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.4, 4.136842105263158)"
05-01-2023 14:00:53.273127,"(61.0, 95.0, 80.0)","(11.0, 14.0, 13.318181818181818)","(5.0, 6.6, 6.345454545454546)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.8, 9.1)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.4, 4.136842105263158)"
05-01-2023 14:00:54.542523,"(61.0, 95.0, 82.5)","(11.0, 14.0, 13.318181818181818)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 9.2)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.4, 4.136842105263158)"
05-01-2023 14:00:55.754040,"(61.0, 95.0, 80.0)","(11.0, 14.0, 13.318181818181818)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 9.3)","(5.0, 7.4, 7.047058823529412)","(3.5, 4.4, 4.136842105263158)"
05-01-2023 14:00:57.029389,"(61.0, 95.0, 80.0)","(11.0, 14.0, 13.166666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 8.885714285714286)","(5.0, 7.4, 7.066666666666666)","(3.5, 4.4, 4.136842105263158)"
05-01-2023 14:00:58.277250,"(61.0, 95.0, 82.5)","(11.0, 14.0, 13.166666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 8.885714285714286)","(5.0, 7.4, 7.066666666666666)","(3.5, 4.4, 4.1656249999999995)"
05-01-2023 14:00:59.543926,"(61.0, 95.0, 82.5)","(11.0, 14.0, 13.166666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 8.885714285714286)","(5.0, 7.4, 7.066666666666666)","(3.5, 4.4, 4.1656249999999995)"
05-01-2023 14:01:00.809257,"(61.0, 95.0, 82.5)","(11.0, 14.0, 13.166666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 8.885714285714286)","(5.0, 7.4, 7.066666666666666)","(3.5, 4.4, 4.1656249999999995)"
05-01-2023 14:01:02.077369,"(61.0, 95.0, 82.5)","(11.0, 14.0, 13.166666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 23.272727272727273)","(3.3, 4.2, 4.017567567567568)","(8.5, 9.6, 8.885714285714286)","(5.0, 7.4, 7.066666666666666)","(3.5, 4.4, 4.1656249999999995)"
05-01-2023 14:01:03.284415,"(61.0, 95.0, 82.5)","(11.0, 14.0, 13.166666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 23.77777777777778)","(3.3, 4.2, 4.007142857142857)","(8.5, 9.6, 8.885714285714286)","(5.0, 7.4, 6.745454545454545)","(3.4, 4.4, 4.191666666666666)"
05-01-2023 14:01:04.542318,"(61.0, 95.0, 82.5)","(11.0, 14.0, 13.166666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 23.375)","(3.3, 4.2, 4.007142857142857)","(8.5, 9.6, 9.08)","(5.0, 7.0, 6.745454545454545)","(3.4, 4.4, 4.188732394366197)"
05-01-2023 14:01:05.920406,"(61.0, 95.0, 80.0)","(11.0, 14.0, 12.666666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 21.333333333333332)","(3.3, 4.2, 4.007142857142857)","(8.5, 9.8, 8.84)","(5.0, 7.0, 6.745454545454545)","(3.4, 4.4, 4.188732394366197)"
05-01-2023 14:01:07.160275,"(61.0, 95.0, 80.0)","(11.0, 14.0, 12.666666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 26.0, 22.0)","(3.3, 4.2, 4.007142857142857)","(8.5, 9.8, 9.16)","(5.0, 7.0, 6.745454545454545)","(3.4, 4.4, 4.191666666666666)"
05-01-2023 14:01:08.672227,"(61.0, 95.0, 80.0)","(11.0, 14.0, 12.666666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 25.0, 22.0)","(3.3, 4.2, 4.007142857142857)","(8.5, 9.8, 9.183333333333334)","(5.0, 7.0, 6.745454545454545)","(3.4, 4.4, 4.191666666666666)"
05-01-2023 14:01:10.121051,"(61.0, 95.0, 80.0)","(11.0, 14.0, 12.666666666666666)","(5.0, 6.6, 6.482352941176471)","(19.0, 25.0, 22.0)","(3.3, 4.2, 4.007142857142857)","(8.5, 9.6, 9.183333333333334)","(5.0, 7.0, 6.8)","(3.4, 4.4, 4.191666666666666)"
05-01-2023 14:01:11.520628,"(61.0, 95.0, 80.0)","(11.0, 14.0, 13.5)","(5.0, 6.6, 6.8)","(19.0, 25.0, 22.333333333333332)","(3.3, 4.2, 4.105882352941176)","(8.5, 9.6, 9.05)","(5.0, 7.0, 6.8545454545454545)","(3.4, 4.4, 3.9000000000000004)"
05-01-2023 14:01:12.837992,"(61.0, 95.0, 80.0)","(11.0, 14.0, 13.833333333333334)","(5.0, 7.0, 6.857142857142858)","(19.0, 25.0, 22.666666666666668)","(3.3, 4.2, 4.085714285714286)","(8.5, 9.8, 9.542857142857143)","(5.0, 7.4, 7.047058823529412)","(3.4, 3.95, 3.7754237288135593)"
05-01-2023 14:01:14.138655,"(61.0, 100.0, 83.33333333333333)","(11.0, 14.0, 13.833333333333334)","(5.0, 7.2, 6.857142857142858)","(19.0, 26.0, 22.666666666666668)","(3.3, 4.2, 4.011764705882353)","(8.5, 9.8, 9.55)","(5.0, 7.4, 7.047058823529412)","(3.4, 4.0, 3.7754237288135593)"
05-01-2023 14:01:15.349868,"(61.0, 100.0, 83.33333333333333)","(11.0, 14.0, 13.833333333333334)","(5.0, 7.2, 6.84)","(20.0, 26.0, 22.666666666666668)","(3.3, 4.2, 4.011764705882353)","(8.0, 9.8, 9.5)","(5.5, 7.4, 7.047058823529412)","(3.4, 4.0, 3.7754237288135593)"
05-01-2023 14:01:16.576096,"(71.0, 100.0, 83.33333333333333)","(11.0, 14.0, 13.75)","(5.0, 7.2, 6.975)","(20.0, 26.0, 22.31578947368421)","(3.3, 4.2, 4.078787878787879)","(8.0, 9.8, 9.581818181818182)","(5.5, 7.4, 7.422222222222222)","(3.4, 4.0, 3.7210526315789476)"
05-01-2023 14:01:17.785953,"(71.0, 100.0, 83.33333333333333)","(11.0, 14.0, 13.75)","(5.0, 7.2, 6.975)","(20.0, 26.0, 22.666666666666668)","(3.3, 4.2, 4.078787878787879)","(8.0, 9.8, 9.542857142857143)","(5.5, 7.6, 7.422222222222222)","(3.4, 4.0, 3.7210526315789476)"
05-01-2023 14:01:19.025863,"(71.0, 100.0, 83.33333333333333)","(11.0, 14.0, 13.75)","(5.0, 7.2, 6.975)","(19.0, 26.0, 22.666666666666668)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.4)","(5.5, 7.6, 7.449999999999999)","(3.4, 4.0, 3.7210526315789476)"
05-01-2023 14:01:20.285644,"(71.0, 100.0, 83.33333333333333)","(11.0, 14.0, 13.75)","(5.0, 7.2, 6.9)","(19.0, 26.0, 22.666666666666668)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.55)","(5.5, 7.6, 7.449999999999999)","(3.4, 4.0, 3.7210526315789476)"
05-01-2023 14:01:21.505913,"(71.0, 100.0, 83.33333333333333)","(11.0, 14.0, 13.75)","(5.0, 7.2, 6.9)","(20.0, 26.0, 22.31578947368421)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.55)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.8076923076923075)"
05-01-2023 14:01:22.666802,"(71.0, 100.0, 92.85714285714286)","(11.0, 14.0, 13.75)","(5.0, 7.2, 6.9)","(20.0, 26.0, 22.31578947368421)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.55)","(5.5, 7.6, 7.3999999999999995)","(3.4, 4.0, 3.84375)"
05-01-2023 14:01:23.867013,"(71.0, 100.0, 93.33333333333333)","(11.0, 14.0, 13.75)","(5.0, 7.2, 6.9)","(20.0, 26.0, 22.31578947368421)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.55)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.84375)"
05-01-2023 14:01:25.093024,"(71.0, 100.0, 93.33333333333333)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.9)","(20.0, 26.0, 22.31578947368421)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.3)","(5.5, 7.6, 7.3999999999999995)","(3.4, 4.0, 3.9375)"
05-01-2023 14:01:26.306647,"(71.0, 100.0, 93.33333333333333)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.9)","(20.0, 26.0, 22.31578947368421)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.3)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.925)"
05-01-2023 14:01:27.590018,"(71.0, 100.0, 93.33333333333333)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 26.0, 22.31578947368421)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.527272727272727)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.9914285714285715)"
05-01-2023 14:01:28.977677,"(71.0, 120.0, 96.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 26.0, 22.31578947368421)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.527272727272727)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.990322580645161)"
05-01-2023 14:01:30.364652,"(71.0, 120.0, 100.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 26.0, 22.31578947368421)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.9884615384615385)"
05-01-2023 14:01:31.686473,"(71.0, 120.0, 100.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 26.0, 23.857142857142858)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.9884615384615385)"
05-01-2023 14:01:32.986889,"(71.0, 120.0, 100.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.104761904761905)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.9846153846153847)"
05-01-2023 14:01:34.414369,"(71.0, 120.0, 100.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.270588235294118)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.986206896551724)"
05-01-2023 14:01:35.803336,"(71.0, 120.0, 100.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.933333333333333)"
05-01-2023 14:01:37.052902,"(71.0, 120.0, 100.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.933333333333333)"
05-01-2023 14:01:38.327633,"(71.0, 120.0, 100.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.933333333333333)"
05-01-2023 14:01:39.681055,"(71.0, 120.0, 110.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.270588235294118)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.933333333333333)"
05-01-2023 14:01:41.035211,"(71.0, 120.0, 110.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.270588235294118)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.933333333333333)"
05-01-2023 14:01:42.436671,"(71.0, 120.0, 110.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.933333333333333)"
05-01-2023 14:01:43.808029,"(71.0, 120.0, 110.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.5)","(3.4, 4.0, 3.933333333333333)"
05-01-2023 14:01:45.555975,"(71.0, 120.0, 110.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.779999999999999)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.270588235294118)","(5.5, 7.6, 7.5)","(3.4, 4.0, 4.076923076923077)"
05-01-2023 14:01:47.214348,"(71.0, 120.0, 80.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.831578947368421)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.5)","(3.4, 4.1, 4.076923076923077)"
05-01-2023 14:01:48.687217,"(71.0, 110.0, 80.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.577777777777778)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.5)","(3.4, 4.1, 4.076923076923077)"
05-01-2023 14:01:50.221491,"(71.0, 110.0, 96.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.733333333333333)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.270588235294118)","(5.5, 7.6, 7.5)","(3.4, 4.1, 4.076923076923077)"
05-01-2023 14:01:51.564106,"(71.0, 110.0, 100.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.733333333333333)","(20.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.270588235294118)","(5.5, 7.6, 7.5)","(3.4, 4.1, 4.076923076923077)"
05-01-2023 14:01:53.328989,"(71.0, 110.0, 95.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.733333333333333)","(19.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.359999999999999)","(3.3, 4.1, 4.08)"
05-01-2023 14:01:54.815115,"(71.0, 110.0, 95.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.733333333333333)","(19.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.359999999999999)","(3.3, 4.1, 4.08)"
05-01-2023 14:01:56.379475,"(71.0, 110.0, 95.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.788235294117647)","(19.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.069047619047619)","(8.0, 9.8, 9.05)","(5.5, 7.6, 7.422222222222222)","(3.3, 4.1, 4.035714285714286)"
05-01-2023 14:01:57.869607,"(71.0, 110.0, 95.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.8500000000000005)","(19.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.069047619047619)","(8.0, 9.8, 9.072727272727274)","(5.5, 7.6, 7.466666666666667)","(3.3, 4.1, 4.04)"
05-01-2023 14:01:59.236441,"(71.0, 110.0, 100.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.577777777777778)","(19.0, 25.0, 23.857142857142858)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.072727272727274)","(5.5, 7.6, 7.466666666666667)","(3.3, 4.1, 4.04)"
05-01-2023 14:02:00.573664,"(71.0, 110.0, 95.0)","(11.0, 14.0, 13.863636363636363)","(5.0, 7.2, 6.577777777777778)","(19.0, 25.0, 21.666666666666668)","(3.3, 4.2, 4.081578947368421)","(8.0, 9.8, 9.072727272727274)","(5.5, 7.6, 7.466666666666667)","(3.3, 4.1, 4.025)"
05-01-2023 14:02:01.988899,"(71.0, 110.0, 95.0)","(11.0, 14.0, 13.90625)","(5.0, 7.2, 6.845454545454546)","(19.0, 25.0, 21.666666666666668)","(3.3, 4.2, 4.061538461538461)","(8.0, 9.8, 9.45217391304348)","(5.5, 7.6, 7.52)","(3.3, 4.1, 4.025)"
05-01-2023 14:02:03.244886,"(71.0, 110.0, 95.0)","(11.0, 14.0, 13.90625)","(5.0, 7.2, 6.845454545454546)","(19.0, 25.0, 20.833333333333332)","(3.3, 4.2, 4.061538461538461)","(8.0, 9.8, 9.355555555555556)","(5.5, 7.6, 7.466666666666667)","(3.3, 4.1, 4.025)"
05-01-2023 14:02:04.491389,"(71.0, 110.0, 87.14285714285714)","(11.0, 14.0, 13.90625)","(5.0, 7.2, 6.845454545454546)","(19.0, 25.0, 20.833333333333332)","(3.3, 4.2, 4.061538461538461)","(8.0, 9.8, 9.355555555555556)","(5.5, 7.6, 7.466666666666667)","(3.3, 4.1, 4.025)"
05-01-2023 14:02:05.874914,"(71.0, 100.0, 96.25)","(11.0, 14.0, 13.90625)","(5.0, 7.2, 6.845454545454546)","(19.0, 25.0, 20.833333333333332)","(3.3, 4.2, 4.061538461538461)","(8.0, 9.8, 9.355555555555556)","(5.5, 7.6, 7.323076923076923)","(3.3, 4.1, 4.025)"
05-01-2023 14:02:07.222227,"(71.0, 95.0, 91.875)","(11.0, 14.0, 13.90625)","(5.0, 7.2, 6.845454545454546)","(19.0, 25.0, 20.833333333333332)","(3.3, 4.2, 4.061538461538461)","(8.0, 9.8, 9.355555555555556)","(5.5, 7.6, 7.323076923076923)","(3.3, 4.1, 4.025)"
05-01-2023 14:02:08.508473,"(71.0, 95.0, 91.0)","(11.0, 14.0, 13.90625)","(5.0, 7.2, 6.845454545454546)","(19.0, 25.0, 20.833333333333332)","(3.3, 4.2, 4.061538461538461)","(8.0, 9.8, 9.355555555555556)","(5.5, 7.6, 7.323076923076923)","(3.3, 4.1, 4.025)"
05-01-2023 14:02:09.853548,"(71.0, 95.0, 91.0)","(11.0, 14.0, 13.90625)","(5.0, 7.2, 6.845454545454546)","(19.0, 25.0, 20.833333333333332)","(3.3, 4.2, 4.061538461538461)","(8.0, 9.8, 9.282758620689656)","(5.5, 7.6, 7.323076923076923)","(3.3, 4.1, 4.074999999999999)"
05-01-2023 14:02:11.128449,"(71.0, 100.0, 89.28571428571429)","(11.0, 14.0, 13.90625)","(5.0, 7.2, 6.81)","(19.0, 25.0, 20.714285714285715)","(3.3, 4.2, 4.061538461538461)","(8.0, 9.8, 9.133333333333333)","(5.5, 7.6, 7.323076923076923)","(3.3, 4.1, 4.074999999999999)"
05-01-2023 14:02:12.284631,"(71.0, 100.0, 89.28571428571429)","(11.0, 14.0, 13.90625)","(5.0, 7.2, 6.81)","(19.0, 25.0, 20.714285714285715)","(3.3, 4.2, 4.061538461538461)","(8.0, 9.8, 9.133333333333333)","(5.5, 7.6, 7.323076923076923)","(3.3, 4.1, 4.09)"
05-01-2023 14:02:13.452295,"(71.0, 100.0, 89.28571428571429)","(11.0, 14.0, 13.90625)","(5.0, 7.2, 6.81)","(19.0, 25.0, 20.714285714285715)","(3.3, 4.2, 4.090909090909091)","(8.0, 9.8, 8.973913043478262)","(5.5, 7.6, 7.323076923076923)","(3.3, 4.1, 4.09)"
