,Writeaboutchelsea,Manoflisa,Feel The Thrill,Risky Buziness,Man Of Action Nz,Mister Woodport,Isntthatright,Whata Challenge,Handsome Harry Nz,Downtown Lucca
16-12-2022 13:39:06.644539,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 10.566666666666666)","(19.0, 99999, 99990)","(10.0, 16.5, 14.9)","(1.75, 1.91, 1.879047619047619)","(15.0, 26.0, 20.0)","(10.0, 99999, 99990)","(4.8, 7.4, 6.65)"
16-12-2022 13:39:07.825934,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 10.133333333333333)","(19.0, 99999, 99990)","(10.0, 16.5, 13.666666666666666)","(1.75, 1.91, 1.8433333333333333)","(15.0, 26.0, 22.6)","(10.0, 99999, 99990)","(4.8, 7.4, 6.757142857142857)"
16-12-2022 13:39:09.023774,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 10.133333333333333)","(19.0, 99999, 99990)","(10.0, 16.0, 13.666666666666666)","(1.75, 1.91, 1.8242857142857143)","(15.0, 26.0, 24.11111111111111)","(10.0, 99999, 99990)","(4.8, 7.4, 6.85)"
16-12-2022 13:39:10.281317,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 10.133333333333333)","(19.0, 99999, 99990)","(10.0, 16.0, 13.666666666666666)","(1.75, 1.91, 1.8242857142857143)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.484615384615385)"
16-12-2022 13:39:11.599126,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.0, 13.666666666666666)","(1.75, 1.91, 1.8242857142857143)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.484615384615385)"
16-12-2022 13:39:12.909084,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 10.34)","(19.0, 99999, 99990)","(10.0, 16.0, 13.666666666666666)","(1.75, 1.91, 1.845)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.375)"
16-12-2022 13:39:14.146319,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.5, 10.34)","(19.0, 99999, 99990)","(10.0, 16.0, 13.666666666666666)","(1.75, 1.91, 1.845)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.375)"
16-12-2022 13:39:15.375036,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.5, 10.34)","(19.0, 99999, 99990)","(10.0, 16.0, 13.666666666666666)","(1.75, 1.91, 1.845)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.375)"
16-12-2022 13:39:16.570246,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.5, 10.34)","(19.0, 99999, 99990)","(10.0, 16.0, 13.666666666666666)","(1.75, 1.91, 1.845)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.375)"
16-12-2022 13:39:17.775762,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.5, 10.34)","(19.0, 99999, 99990)","(10.0, 16.0, 15.875)","(1.75, 1.91, 1.8377777777777777)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.375)"
16-12-2022 13:39:18.972241,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.5, 10.34)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.8377777777777777)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.375)"
16-12-2022 13:39:20.195717,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.5, 10.2)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.845)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.375)"
16-12-2022 13:39:21.417411,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 10.2)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.845)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:22.647702,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 10.2)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.845)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:23.847711,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 10.2)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.845)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:25.013820,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 10.2)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.845)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.8, 6.5375)"
16-12-2022 13:39:26.218190,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 11.0, 11.942857142857143)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 24.3)","(10.0, 99999, 99990)","(4.8, 7.6, 6.5375)"
16-12-2022 13:39:27.488063,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 12.5, 11.2)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.714285714285715)","(10.0, 99999, 99990)","(4.8, 7.6, 6.5375)"
16-12-2022 13:39:28.720108,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.466666666666667)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.0)","(10.0, 99999, 99990)","(4.8, 7.6, 6.5375)"
16-12-2022 13:39:29.986293,"(71.0, 190.0, 169.16666666666666)","(71.0, 240.0, 212.5)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.466666666666667)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.0)","(10.0, 99999, 99990)","(4.8, 7.6, 6.5375)"
16-12-2022 13:39:31.271365,"(71.0, 190.0, 170.0)","(71.0, 240.0, 201.25)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.466666666666667)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.0)","(10.0, 99999, 99990)","(4.8, 7.6, 6.5375)"
16-12-2022 13:39:32.479737,"(71.0, 190.0, 170.0)","(71.0, 240.0, 201.25)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.466666666666667)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.5)","(10.0, 99999, 99990)","(4.8, 7.6, 6.5375)"
16-12-2022 13:39:33.725229,"(71.0, 190.0, 170.0)","(71.0, 240.0, 201.25)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.466666666666667)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.5)","(10.0, 99999, 99990)","(4.8, 7.6, 6.5375)"
16-12-2022 13:39:34.935503,"(71.0, 190.0, 170.0)","(71.0, 240.0, 201.25)","(21.0, 44.0, 32.0)","(7.5, 12.0, 10.5)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.857142857142858)","(10.0, 99999, 99990)","(4.8, 7.6, 6.714285714285714)"
16-12-2022 13:39:36.206840,"(71.0, 190.0, 170.0)","(71.0, 240.0, 201.25)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.142857142857142)","(19.0, 99999, 99990)","(10.0, 17.0, 15.875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.857142857142858)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:37.496677,"(71.0, 190.0, 170.0)","(71.0, 240.0, 201.25)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.142857142857142)","(19.0, 99999, 99990)","(10.0, 17.0, 14.1875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.857142857142858)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:38.759357,"(71.0, 190.0, 170.0)","(71.0, 240.0, 208.0)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.142857142857142)","(19.0, 99999, 99990)","(10.0, 17.0, 14.1875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.857142857142858)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:40.033848,"(71.0, 190.0, 170.0)","(71.0, 240.0, 208.0)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.142857142857142)","(19.0, 99999, 99990)","(10.0, 17.0, 14.1875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.857142857142858)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:41.277972,"(71.0, 190.0, 170.0)","(71.0, 240.0, 208.0)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.142857142857142)","(19.0, 99999, 99990)","(10.0, 17.0, 14.1875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.857142857142858)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:42.471386,"(71.0, 190.0, 170.0)","(71.0, 240.0, 208.0)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.142857142857142)","(19.0, 99999, 99990)","(10.0, 17.0, 14.9)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.857142857142858)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:43.637651,"(71.0, 190.0, 170.0)","(71.0, 240.0, 208.0)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.142857142857142)","(19.0, 99999, 99990)","(10.0, 16.5, 15.875)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.857142857142858)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:44.854777,"(71.0, 190.0, 170.0)","(71.0, 240.0, 208.0)","(21.0, 44.0, 32.0)","(7.5, 12.0, 11.142857142857142)","(19.0, 99999, 99990)","(10.0, 17.0, 14.9)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.857142857142858)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:46.053851,"(71.0, 190.0, 170.0)","(71.0, 240.0, 208.0)","(21.0, 44.0, 32.0)","(7.5, 12.0, 10.3)","(19.0, 99999, 99990)","(10.0, 16.5, 15.3)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 23.57142857142857)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:47.265744,"(71.0, 190.0, 170.0)","(71.0, 240.0, 224.0)","(21.0, 44.0, 32.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 15.3)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 20.666666666666668)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:48.493624,"(71.0, 190.0, 170.0)","(71.0, 240.0, 224.0)","(21.0, 44.0, 32.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 16.27777777777778)","(1.75, 1.91, 1.8287499999999999)","(15.0, 26.0, 20.666666666666668)","(10.0, 99999, 99990)","(4.8, 7.8, 6.714285714285714)"
16-12-2022 13:39:49.663326,"(71.0, 190.0, 170.0)","(71.0, 240.0, 224.0)","(21.0, 44.0, 32.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 17.0, 14.59090909090909)","(1.75, 1.91, 1.8519999999999999)","(15.0, 26.0, 20.666666666666668)","(10.0, 99999, 99990)","(4.8, 7.8, 7.325)"
16-12-2022 13:39:50.819905,"(71.0, 180.0, 161.66666666666666)","(71.0, 230.0, 215.0)","(21.0, 44.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 19.5, 15.5)","(1.75, 1.9, 1.8519999999999999)","(15.0, 26.0, 23.5)","(10.0, 99999, 99990)","(4.8, 7.8, 7.325)"
16-12-2022 13:39:52.022114,"(71.0, 180.0, 161.66666666666666)","(71.0, 230.0, 215.0)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 17.5, 13.192307692307692)","(1.75, 1.9, 1.8519999999999999)","(15.0, 29.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.325)"
16-12-2022 13:39:53.375497,"(71.0, 180.0, 161.66666666666666)","(71.0, 230.0, 215.0)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 17.5, 13.192307692307692)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.588888888888889)"
16-12-2022 13:39:54.595453,"(71.0, 180.0, 161.66666666666666)","(71.0, 230.0, 215.0)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 17.5, 13.192307692307692)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.588888888888889)"
16-12-2022 13:39:55.828923,"(71.0, 180.0, 161.66666666666666)","(71.0, 230.0, 215.0)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 17.5, 15.142857142857142)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.588888888888889)"
16-12-2022 13:39:57.016007,"(71.0, 180.0, 168.33333333333331)","(71.0, 230.0, 215.0)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 17.0, 15.142857142857142)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.588888888888889)"
16-12-2022 13:39:58.238450,"(71.0, 180.0, 168.33333333333331)","(71.0, 230.0, 215.0)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 17.0, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.588888888888889)"
16-12-2022 13:39:59.614922,"(71.0, 180.0, 168.33333333333331)","(71.0, 230.0, 205.83333333333334)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.588888888888889)"
16-12-2022 13:40:00.813036,"(71.0, 180.0, 168.33333333333331)","(71.0, 230.0, 205.83333333333334)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.673333333333333)"
16-12-2022 13:40:02.117461,"(71.0, 180.0, 168.33333333333331)","(71.0, 230.0, 205.83333333333334)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.464705882352941)"
16-12-2022 13:40:03.438651,"(71.0, 180.0, 160.0)","(71.0, 230.0, 202.0)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.464705882352941)"
16-12-2022 13:40:04.744669,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:06.007811,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:07.193676,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 36.0)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:08.510923,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 41.75)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:09.682192,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 41.75)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:10.886497,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 43.57142857142857)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 21.333333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:12.112726,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.3)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 21.333333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:13.519369,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.3)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 21.333333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:14.713928,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.3)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 21.333333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:16.047973,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.3)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8519999999999999)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:17.187006,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.3)","(7.5, 12.0, 11.085714285714285)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8533333333333333)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:18.334102,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.69230769230769)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 14.785714285714285)","(1.75, 1.9, 1.8745454545454545)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.985714285714286)"
16-12-2022 13:40:19.648066,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.69230769230769)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 15.409090909090908)","(1.75, 1.9, 1.8425)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.257142857142857)"
16-12-2022 13:40:21.029072,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.69230769230769)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 16.5, 15.409090909090908)","(1.75, 1.87, 1.8425)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.257142857142857)"
16-12-2022 13:40:22.280614,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.69230769230769)","(7.5, 12.0, 11.085714285714285)","(19.0, 99999, 99990)","(10.0, 16.5, 15.576923076923077)","(1.75, 1.87, 1.7825)","(15.0, 28.0, 26.1)","(10.0, 99999, 99990)","(4.8, 7.8, 6.9)"
16-12-2022 13:40:23.568426,"(71.0, 180.0, 163.33333333333334)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.69230769230769)","(7.5, 12.0, 11.085714285714285)","(19.0, 99999, 99990)","(10.0, 16.5, 15.576923076923077)","(1.75, 1.87, 1.7825)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.9)"
16-12-2022 13:40:24.799577,"(71.0, 180.0, 169.44444444444446)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.69230769230769)","(7.5, 12.0, 11.085714285714285)","(19.0, 99999, 99990)","(10.0, 16.5, 15.576923076923077)","(1.75, 1.87, 1.7825)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.9)"
16-12-2022 13:40:25.951032,"(71.0, 180.0, 164.16666666666669)","(71.0, 230.0, 202.0)","(21.0, 46.0, 44.69230769230769)","(7.5, 12.0, 11.085714285714285)","(19.0, 99999, 99990)","(10.0, 16.5, 15.576923076923077)","(1.75, 1.87, 1.7825)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.9)"
16-12-2022 13:40:27.156477,"(71.0, 180.0, 164.16666666666669)","(71.0, 230.0, 202.0)","(21.0, 46.0, 41.333333333333336)","(7.5, 12.0, 11.085714285714285)","(19.0, 99999, 99990)","(10.0, 16.5, 15.576923076923077)","(1.75, 1.87, 1.7825)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.9)"
16-12-2022 13:40:28.313907,"(71.0, 180.0, 164.16666666666669)","(71.0, 230.0, 202.0)","(21.0, 46.0, 41.333333333333336)","(7.5, 12.0, 11.085714285714285)","(19.0, 99999, 99990)","(10.0, 16.5, 15.166666666666666)","(1.75, 1.87, 1.7886046511627907)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 6.9)"
16-12-2022 13:40:29.455765,"(71.0, 180.0, 164.16666666666669)","(71.0, 230.0, 223.91304347826087)","(21.0, 46.0, 44.0)","(7.5, 12.0, 11.085714285714285)","(19.0, 99999, 99990)","(10.0, 16.5, 12.6)","(1.75, 1.87, 1.7886046511627907)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.23)"
16-12-2022 13:40:30.630053,"(71.0, 180.0, 164.16666666666669)","(71.0, 230.0, 203.0)","(21.0, 46.0, 44.0)","(7.5, 12.0, 11.085714285714285)","(19.0, 99999, 99990)","(10.0, 19.0, 13.5)","(1.75, 1.87, 1.7886046511627907)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.23)"
16-12-2022 13:40:31.808933,"(71.0, 180.0, 164.16666666666669)","(71.0, 230.0, 203.0)","(21.0, 46.0, 44.25)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 18.5, 13.5)","(1.75, 1.87, 1.7886046511627907)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.23)"
16-12-2022 13:40:32.981642,"(71.0, 180.0, 164.16666666666669)","(71.0, 230.0, 203.0)","(21.0, 46.0, 44.25)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 18.5, 13.5)","(1.75, 1.87, 1.7886046511627907)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.23)"
16-12-2022 13:40:34.479806,"(71.0, 180.0, 164.16666666666669)","(71.0, 230.0, 203.0)","(21.0, 46.0, 44.25)","(7.5, 12.0, 10.4)","(19.0, 99999, 99990)","(10.0, 18.5, 13.5)","(1.75, 1.87, 1.7886046511627907)","(15.0, 28.0, 24.833333333333332)","(10.0, 99999, 99990)","(4.8, 7.8, 7.23)"
