,Alicah,So Sudden,Long Shadow,Ruff Shot,Blackpool Ryan,Xylan Bale
07-12-2022 13:33:18.726507,"(3.8, 5.7, 4.0636363636363635)","(6.5, 13.0, 12.845161290322581)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.2, 4.025)","(3.7, 4.8, 4.453846153846154)","(4.0, 5.2, 5.109090909090909)"
07-12-2022 13:33:19.713326,"(3.8, 5.7, 4.0636363636363635)","(6.5, 13.0, 12.08)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.0, 4.025)","(3.7, 4.8, 4.453846153846154)","(4.0, 5.2, 5.109090909090909)"
07-12-2022 13:33:20.840308,"(3.8, 5.7, 3.958064516129032)","(6.5, 13.0, 12.835714285714285)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.0, 3.9362500000000002)","(3.7, 4.9, 4.515384615384615)","(4.0, 5.2, 5.05)"
07-12-2022 13:33:21.949666,"(3.8, 5.7, 3.958064516129032)","(6.5, 13.0, 12.835714285714285)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.0, 3.9362500000000002)","(3.7, 4.9, 4.4714285714285715)","(4.0, 5.2, 4.75)"
07-12-2022 13:33:22.923459,"(3.8, 5.6, 4.183333333333334)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 43.666666666666664)","(3.5, 4.9, 4.011111111111111)","(3.7, 4.8, 4.1000000000000005)","(4.0, 5.2, 4.533333333333333)"
07-12-2022 13:33:23.849842,"(3.8, 5.5, 4.045454545454545)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 43.666666666666664)","(3.5, 4.9, 4.011111111111111)","(3.7, 4.7, 4.009090909090909)","(4.0, 5.2, 4.533333333333333)"
07-12-2022 13:33:24.759793,"(3.8, 5.5, 4.045454545454545)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 49.0)","(3.5, 4.9, 4.315384615384616)","(3.7, 4.6, 4.009090909090909)","(4.0, 5.2, 4.48)"
07-12-2022 13:33:25.746369,"(3.8, 5.5, 4.014285714285714)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 49.0)","(3.5, 4.9, 4.245454545454545)","(3.7, 4.6, 3.973214285714286)","(4.0, 5.2, 4.621428571428571)"
07-12-2022 13:33:26.809331,"(3.8, 5.5, 3.953333333333333)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 45.0)","(3.5, 4.9, 4.3)","(3.7, 4.6, 3.973214285714286)","(4.0, 5.2, 4.557142857142857)"
07-12-2022 13:33:27.913440,"(3.8, 5.5, 3.953333333333333)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.228571428571429)","(3.7, 4.6, 3.925)","(4.0, 5.2, 4.670588235294118)"
07-12-2022 13:33:28.895684,"(3.8, 5.4, 4.15)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.228571428571429)","(3.7, 4.6, 3.925)","(4.0, 5.2, 4.45)"
07-12-2022 13:33:29.952101,"(3.8, 5.3, 4.6)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.425)","(3.7, 4.6, 4.0)","(4.0, 5.2, 4.381818181818182)"
07-12-2022 13:33:30.896703,"(3.8, 5.3, 4.6)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.425)","(3.7, 4.5, 4.0)","(4.0, 5.2, 4.621428571428571)"
07-12-2022 13:33:31.882563,"(3.8, 5.3, 4.6)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 45.0)","(3.5, 4.9, 4.272413793103448)","(3.7, 4.5, 3.789473684210526)","(4.0, 5.2, 4.557142857142857)"
07-12-2022 13:33:33.230042,"(3.8, 5.3, 4.1)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 45.0)","(3.5, 4.9, 4.272413793103448)","(3.7, 4.5, 3.8035714285714284)","(4.0, 5.2, 4.45)"
07-12-2022 13:33:34.285594,"(3.8, 5.3, 4.1)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 45.0)","(3.5, 4.9, 4.55)","(3.7, 4.5, 3.8035714285714284)","(4.0, 5.2, 4.25)"
07-12-2022 13:33:35.315591,"(3.8, 5.2, 4.116666666666666)","(6.5, 13.0, 12.841379310344827)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.114285714285714)","(3.7, 4.5, 3.8035714285714284)","(4.0, 5.0, 4.35)"
07-12-2022 13:33:36.278497,"(3.8, 5.2, 4.116666666666666)","(6.5, 15.0, 13.68)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.1)","(3.7, 4.5, 3.8035714285714284)","(4.0, 5.0, 4.4222222222222225)"
07-12-2022 13:33:37.251285,"(3.8, 5.2, 4.116666666666666)","(6.5, 15.0, 13.68)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.1)","(3.7, 4.5, 3.8035714285714284)","(4.0, 5.0, 4.504761904761905)"
07-12-2022 13:33:38.170035,"(3.8, 5.3, 4.1)","(6.5, 15.0, 13.68)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.266666666666667)","(3.7, 4.5, 3.8035714285714284)","(4.0, 5.0, 4.504761904761905)"
07-12-2022 13:33:39.119496,"(3.8, 5.3, 4.1)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.730555555555555)","(3.7, 4.5, 3.8035714285714284)","(4.0, 5.0, 4.504761904761905)"
07-12-2022 13:33:40.082582,"(3.8, 5.3, 4.1)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.683333333333334)","(3.7, 4.5, 3.8035714285714284)","(4.0, 4.9, 4.34)"
07-12-2022 13:33:41.091325,"(3.8, 5.3, 4.1)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.514285714285714)","(3.7, 4.5, 3.8035714285714284)","(4.0, 4.9, 4.530769230769231)"
07-12-2022 13:33:42.151439,"(3.8, 5.3, 4.1)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.353846153846154)","(3.7, 4.5, 3.8035714285714284)","(4.0, 4.9, 4.6)"
07-12-2022 13:33:43.172126,"(3.8, 5.3, 4.1)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.7, 4.2)","(3.7, 4.5, 3.7767857142857144)","(4.0, 4.9, 4.6)"
07-12-2022 13:33:44.219612,"(3.8, 5.3, 4.6)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.7, 4.133333333333334)","(3.7, 4.5, 3.88)","(4.0, 4.9, 4.75)"
07-12-2022 13:33:45.218343,"(3.8, 5.3, 4.663636363636363)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.7, 4.229411764705882)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.732558139534884)"
07-12-2022 13:33:46.250027,"(3.8, 5.3, 4.663636363636363)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.7, 4.366666666666667)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.525)"
07-12-2022 13:33:47.301353,"(3.8, 5.3, 4.663636363636363)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.7, 4.6875)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.525)"
07-12-2022 13:33:48.271175,"(3.8, 5.3, 4.133333333333333)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.6875)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.525)"
07-12-2022 13:33:49.180127,"(3.8, 5.2, 4.55)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.9, 4.381818181818182)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.525)"
07-12-2022 13:33:50.117368,"(3.8, 5.2, 4.55)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.514285714285714)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.525)"
07-12-2022 13:33:51.087476,"(3.8, 5.2, 4.55)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.564705882352941)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.978125)"
07-12-2022 13:33:52.050197,"(3.8, 5.2, 4.55)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.564705882352941)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.925)"
07-12-2022 13:33:53.084239,"(3.8, 5.2, 4.55)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 4.8, 4.564705882352941)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.925)"
07-12-2022 13:33:54.137408,"(3.8, 5.2, 4.55)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 5.4, 4.49)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.953846153846154)"
07-12-2022 13:33:55.064952,"(3.8, 5.3, 4.6)","(6.5, 15.0, 12.907317073170733)","(18.0, 55.0, 45.0)","(3.5, 5.4, 4.49)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.88)"
07-12-2022 13:33:55.994030,"(3.8, 5.3, 4.6)","(6.5, 15.0, 9.242857142857144)","(18.0, 55.0, 45.0)","(3.5, 5.2, 4.405555555555555)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.88)"
07-12-2022 13:33:56.984436,"(3.8, 5.3, 4.6)","(6.5, 15.0, 10.666666666666666)","(18.0, 55.0, 45.0)","(3.5, 5.2, 4.65)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.0)"
07-12-2022 13:33:57.976143,"(3.8, 5.3, 4.6)","(6.5, 15.0, 10.666666666666666)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.8352941176470585)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.514285714285714)"
07-12-2022 13:33:58.984954,"(3.8, 5.3, 5.16)","(6.5, 15.0, 10.666666666666666)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.8352941176470585)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.6000000000000005)"
07-12-2022 13:33:59.979046,"(3.8, 5.3, 5.16)","(6.5, 15.0, 10.564705882352941)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.46)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.6000000000000005)"
07-12-2022 13:34:00.979294,"(3.8, 5.3, 5.16)","(6.5, 15.0, 10.564705882352941)","(18.0, 55.0, 45.0)","(3.5, 5.3, 4.800000000000001)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.385714285714286)"
07-12-2022 13:34:01.957156,"(3.8, 5.3, 5.075)","(6.5, 15.0, 10.564705882352941)","(18.0, 55.0, 45.0)","(3.5, 5.2, 4.800000000000001)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.336842105263157)"
07-12-2022 13:34:02.882395,"(3.8, 5.3, 5.177272727272728)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.2, 4.523076923076923)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.6, 4.336842105263157)"
07-12-2022 13:34:03.836863,"(3.8, 5.3, 5.177272727272728)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.8307692307692305)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.6, 4.442105263157894)"
07-12-2022 13:34:04.847401,"(3.8, 5.3, 5.177272727272728)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.8307692307692305)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.6, 4.935714285714286)"
07-12-2022 13:34:05.803011,"(3.8, 5.3, 5.177272727272728)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.7)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.82)"
07-12-2022 13:34:06.776990,"(3.8, 5.3, 5.177272727272728)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.85)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.82)"
07-12-2022 13:34:07.708542,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.85)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.82)"
07-12-2022 13:34:08.694062,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.661224489795918)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.866666666666667)"
07-12-2022 13:34:09.575097,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.2, 4.417777777777778)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.866666666666667)"
07-12-2022 13:34:10.512860,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.2, 4.892307692307693)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.866666666666667)"
07-12-2022 13:34:11.491513,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.933333333333333)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.866666666666667)"
07-12-2022 13:34:12.443988,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.933333333333333)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.833333333333333)"
07-12-2022 13:34:13.392791,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.933333333333333)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.833333333333333)"
07-12-2022 13:34:14.382245,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.1, 4.933333333333333)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.8)"
07-12-2022 13:34:15.345348,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.5, 4.9)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.9)"
07-12-2022 13:34:16.288776,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.5, 5.409090909090909)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.9)"
07-12-2022 13:34:17.243991,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.557894736842105)","(18.0, 55.0, 45.0)","(3.5, 5.5, 5.433333333333334)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.775)"
07-12-2022 13:34:18.208089,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.557894736842105)","(18.0, 55.0, 45.0)","(3.5, 5.5, 5.433333333333334)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.3076923076923075)"
07-12-2022 13:34:19.084827,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.5, 5.433333333333334)","(3.7, 4.4, 3.8222222222222224)","(4.0, 5.0, 4.671428571428572)"
07-12-2022 13:34:20.115897,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.5, 4.804545454545455)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.5888888888888895)"
07-12-2022 13:34:21.138851,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.5, 4.804545454545455)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.5888888888888895)"
07-12-2022 13:34:22.037671,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 12.845714285714285)","(18.0, 55.0, 45.0)","(3.5, 5.5, 4.852380952380953)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.5888888888888895)"
07-12-2022 13:34:22.957119,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 9.8)","(18.0, 55.0, 45.0)","(3.5, 5.5, 4.946153846153846)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.455555555555556)"
07-12-2022 13:34:23.964090,"(3.8, 5.3, 5.24375)","(6.5, 15.0, 9.8)","(18.0, 55.0, 45.0)","(3.5, 5.5, 5.1571428571428575)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.6)"
07-12-2022 13:34:24.864664,"(3.8, 5.3, 4.699999999999999)","(6.5, 15.0, 9.8)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.5, 4.8999999999999995)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.6)"
07-12-2022 13:34:25.784178,"(3.8, 5.4, 4.156521739130435)","(6.5, 15.0, 9.8)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.5, 5.057894736842106)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.6)"
07-12-2022 13:34:26.768103,"(3.8, 5.4, 4.156521739130435)","(6.5, 15.0, 9.8)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.5, 5.133333333333334)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.544444444444444)"
07-12-2022 13:34:27.758725,"(3.8, 5.4, 4.156521739130435)","(6.5, 15.0, 9.8)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.5, 5.2)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.544444444444444)"
07-12-2022 13:34:28.707181,"(3.8, 5.4, 4.156521739130435)","(6.5, 15.0, 9.8)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.5, 5.2)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.719047619047619)"
07-12-2022 13:34:29.643722,"(3.8, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.5, 5.25)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.544444444444444)"
07-12-2022 13:34:30.691343,"(3.8, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.5, 5.25)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.544444444444444)"
07-12-2022 13:34:31.607627,"(3.8, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.5, 5.35)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.544444444444444)"
07-12-2022 13:34:32.571805,"(3.8, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.5, 5.35)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.544444444444444)"
07-12-2022 13:34:33.649829,"(3.8, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(18.0, 55.0, 43.666666666666664)","(3.5, 5.5, 5.35)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.566666666666666)"
07-12-2022 13:34:34.694535,"(3.8, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(18.0, 55.0, 46.5)","(3.5, 5.5, 5.166666666666667)","(3.7, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.583333333333334)"
07-12-2022 13:34:35.734121,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(20.0, 60.0, 49.0)","(3.5, 5.5, 5.166666666666667)","(3.8, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.583333333333334)"
07-12-2022 13:34:36.738087,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(20.0, 60.0, 41.666666666666664)","(3.5, 5.5, 5.233333333333333)","(3.8, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.583333333333334)"
07-12-2022 13:34:37.652846,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(20.0, 60.0, 45.333333333333336)","(3.5, 5.4, 5.233333333333333)","(3.8, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.357142857142858)"
07-12-2022 13:34:38.512877,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(20.0, 60.0, 45.333333333333336)","(3.5, 5.4, 5.233333333333333)","(3.8, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.357142857142858)"
07-12-2022 13:34:39.428682,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(20.0, 60.0, 45.333333333333336)","(3.5, 5.4, 5.233333333333333)","(3.8, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.544444444444444)"
07-12-2022 13:34:40.508755,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 9.8)","(20.0, 60.0, 45.333333333333336)","(3.5, 5.4, 5.192857142857143)","(3.8, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.55)"
07-12-2022 13:34:41.405735,"(3.9, 5.3, 4.25)","(6.5, 15.0, 10.200000000000001)","(20.0, 60.0, 49.0)","(3.5, 5.6, 5.192857142857143)","(3.8, 4.4, 3.8222222222222224)","(4.0, 4.9, 4.55)"
07-12-2022 13:34:42.355605,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 10.200000000000001)","(20.0, 60.0, 49.0)","(3.5, 5.5, 5.2)","(3.8, 4.4, 3.8)","(4.0, 4.9, 4.55)"
07-12-2022 13:34:43.248374,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 10.200000000000001)","(20.0, 60.0, 49.0)","(3.5, 5.6, 5.2)","(3.8, 4.4, 3.8)","(4.0, 4.9, 4.199999999999999)"
07-12-2022 13:34:44.198586,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 10.200000000000001)","(20.0, 60.0, 49.0)","(3.5, 5.6, 5.098181818181818)","(3.8, 4.4, 3.811111111111111)","(4.0, 4.9, 4.316666666666666)"
07-12-2022 13:34:45.148774,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 12.415384615384616)","(20.0, 60.0, 49.0)","(3.5, 5.6, 5.3)","(3.8, 4.3, 3.80625)","(4.0, 4.9, 4.550000000000001)"
07-12-2022 13:34:46.151462,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 13.133333333333333)","(20.0, 60.0, 49.0)","(3.5, 5.5, 5.333333333333333)","(3.8, 4.2, 3.7875)","(4.0, 4.9, 4.5)"
07-12-2022 13:34:47.183788,"(3.9, 5.4, 4.172222222222222)","(6.5, 15.0, 14.011764705882353)","(20.0, 60.0, 49.0)","(3.5, 5.5, 5.35)","(3.8, 4.2, 3.7875)","(4.0, 4.8, 4.533333333333333)"
07-12-2022 13:34:48.214385,"(3.9, 5.4, 4.709375)","(6.5, 15.0, 14.011764705882353)","(20.0, 60.0, 49.0)","(3.5, 5.5, 5.35)","(3.8, 4.2, 3.82)","(4.0, 4.7, 4.6240000000000006)"
07-12-2022 13:34:49.280253,"(3.9, 5.4, 4.709375)","(6.5, 15.0, 14.011764705882353)","(20.0, 60.0, 49.0)","(3.5, 5.5, 5.75)","(3.8, 4.1, 3.80625)","(4.0, 4.7, 4.372727272727273)"
07-12-2022 13:34:50.179609,"(3.9, 5.4, 5.024444444444445)","(6.5, 15.0, 13.841379310344827)","(20.0, 60.0, 49.0)","(3.5, 6.2, 5.75)","(3.8, 4.2, 3.778125)","(4.0, 4.5, 4.38)"
07-12-2022 13:34:51.186884,"(3.9, 5.4, 4.948979591836735)","(6.5, 15.0, 13.44)","(20.0, 60.0, 49.0)","(3.5, 6.2, 5.800000000000001)","(3.8, 4.2, 3.778125)","(4.0, 4.5, 4.26)"
07-12-2022 13:34:52.272853,"(3.9, 5.4, 4.948979591836735)","(6.5, 15.0, 13.44)","(20.0, 60.0, 49.0)","(3.5, 6.2, 5.733333333333333)","(3.8, 4.2, 3.778125)","(4.0, 4.5, 4.133333333333334)"
07-12-2022 13:34:53.229564,"(3.9, 5.4, 4.472727272727273)","(6.5, 15.0, 13.735135135135135)","(20.0, 60.0, 49.0)","(3.5, 6.0, 5.630769230769231)","(3.8, 4.2, 3.778125)","(4.0, 4.5, 4.271428571428571)"
07-12-2022 13:34:54.249073,"(3.9, 5.4, 4.817142857142858)","(6.5, 14.5, 14.357575757575757)","(20.0, 60.0, 49.0)","(3.5, 6.0, 5.630769230769231)","(3.8, 4.2, 3.778125)","(4.0, 4.4, 4.2)"
07-12-2022 13:34:55.351800,"(3.9, 5.4, 4.833333333333334)","(6.5, 14.5, 13.75)","(20.0, 60.0, 49.0)","(3.5, 5.9, 5.4)","(3.8, 4.2, 3.778125)","(4.0, 4.4, 4.222222222222222)"
07-12-2022 13:34:56.385372,"(3.9, 5.4, 4.9363636363636365)","(6.5, 14.5, 14.05)","(20.0, 60.0, 49.0)","(3.5, 5.9, 5.4)","(3.8, 4.2, 3.778125)","(4.0, 4.4, 4.222222222222222)"
07-12-2022 13:34:57.327491,"(3.9, 5.4, 4.876923076923077)","(6.5, 14.5, 14.05)","(20.0, 60.0, 49.0)","(3.5, 5.9, 5.531578947368422)","(3.8, 4.2, 3.778125)","(4.0, 4.4, 4.222222222222222)"
07-12-2022 13:34:58.322450,"(3.9, 5.4, 4.876923076923077)","(6.5, 14.5, 13.833333333333332)","(20.0, 60.0, 49.0)","(3.5, 5.9, 5.65)","(3.8, 4.2, 3.778125)","(4.0, 4.4, 4.3545454545454545)"
07-12-2022 13:34:59.291375,"(3.9, 5.4, 4.876923076923077)","(6.5, 14.5, 14.30952380952381)","(20.0, 60.0, 49.0)","(3.5, 5.9, 5.6000000000000005)","(3.8, 4.2, 3.778125)","(4.0, 4.4, 4.3545454545454545)"
07-12-2022 13:35:00.186225,"(3.9, 5.4, 4.876923076923077)","(6.5, 14.5, 14.30952380952381)","(20.0, 60.0, 49.0)","(3.5, 6.0, 5.6000000000000005)","(3.8, 4.2, 3.778125)","(4.0, 4.4, 4.177777777777778)"
07-12-2022 13:35:01.152143,"(3.9, 5.4, 4.876923076923077)","(6.5, 15.0, 13.3125)","(20.0, 60.0, 49.0)","(3.5, 6.0, 5.708333333333333)","(3.8, 4.2, 3.778125)","(4.0, 4.4, 4.222222222222222)"
07-12-2022 13:35:02.153417,"(3.9, 5.4, 4.876923076923077)","(6.5, 15.0, 13.3125)","(20.0, 60.0, 49.0)","(3.5, 6.0, 5.708333333333333)","(3.8, 4.2, 3.778125)","(4.0, 4.4, 4.222222222222222)"
07-12-2022 13:35:03.042877,"(3.9, 5.4, 4.876923076923077)","(6.5, 15.0, 13.3125)","(20.0, 60.0, 49.0)","(3.5, 6.0, 5.708333333333333)","(3.8, 4.1, 3.7888888888888888)","(4.0, 4.4, 4.2)"
