,Why Tell Tina,Zipper Sky,Pennies Forever,Could Have Been,Seriously Lush,Got A Repair
10-01-2023 12:39:27.145418,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 16.52)"
10-01-2023 12:39:28.188796,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.321052631578947)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 16.52)"
10-01-2023 12:39:29.257686,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.390909090909091)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 16.52)"
10-01-2023 12:39:30.379643,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.144444444444445)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:31.695479,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.16875)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:32.818198,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.16875)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:33.778931,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.16875)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:34.927578,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.144444444444445)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:36.140884,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.144444444444445)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:37.271666,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.144444444444445)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:38.351423,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.16875)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.581818181818182)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:39.337770,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.16875)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:40.302935,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.16875)","(14.0, 38.0, 32.25)","(6.5, 27.0, 16.9)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:41.293321,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.144444444444445)","(14.0, 38.0, 32.25)","(6.5, 27.0, 16.9)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:42.446727,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.144444444444445)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:43.642954,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 4.16875)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:44.787159,"(3.9, 5.8, 5.271428571428571)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:45.712893,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:46.708429,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:47.819031,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.321052631578947)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:48.898818,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.321052631578947)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:50.105541,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.321052631578947)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:51.208411,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:52.259948,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:53.355148,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.321052631578947)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:54.365999,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.321052631578947)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:55.470556,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:56.572424,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:57.702020,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:58.662438,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:39:59.740180,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.321052631578947)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:40:00.834228,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.321052631578947)","(14.0, 38.0, 32.25)","(6.5, 28.0, 12.1)","(6.5, 23.0, 18.95)"
10-01-2023 12:40:01.933293,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.321052631578947)","(14.0, 38.0, 32.25)","(6.5, 28.0, 10.818181818181818)","(6.5, 23.0, 17.666666666666664)"
10-01-2023 12:40:03.027418,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 3.04)","(3.9, 5.7, 5.35945945945946)","(14.0, 38.0, 32.25)","(6.5, 28.0, 10.818181818181818)","(6.5, 23.0, 16.68)"
10-01-2023 12:40:04.195279,"(3.9, 5.7, 4.679166666666667)","(2.5, 3.8, 2.8025)","(3.9, 5.7, 5.116216216216216)","(14.0, 38.0, 32.25)","(6.5, 28.0, 10.818181818181818)","(6.5, 23.0, 16.68)"
10-01-2023 12:40:05.345432,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.8, 2.8025)","(3.9, 5.4, 5.263636363636364)","(14.0, 38.0, 32.25)","(6.5, 28.0, 10.818181818181818)","(6.5, 23.0, 16.68)"
10-01-2023 12:40:06.420870,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.8, 2.8025)","(3.9, 5.4, 5.263636363636364)","(14.0, 38.0, 32.25)","(6.5, 28.0, 10.818181818181818)","(6.5, 23.0, 16.68)"
10-01-2023 12:40:07.493999,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.8, 2.8025)","(3.9, 5.5, 5.005263157894737)","(14.0, 38.0, 32.25)","(6.5, 28.0, 10.818181818181818)","(6.5, 23.0, 16.68)"
10-01-2023 12:40:08.563415,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.8, 2.8025)","(3.9, 5.3, 4.823076923076923)","(14.0, 38.0, 32.25)","(6.5, 28.0, 10.818181818181818)","(6.5, 23.0, 16.68)"
10-01-2023 12:40:09.639518,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.8, 2.8025)","(3.9, 5.1, 4.93125)","(14.0, 38.0, 33.4)","(6.5, 28.0, 10.818181818181818)","(6.5, 23.0, 18.3)"
10-01-2023 12:40:10.659490,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.8, 2.8025)","(3.9, 5.0, 4.93125)","(14.0, 38.0, 33.4)","(6.5, 28.0, 10.818181818181818)","(6.5, 22.0, 18.3)"
10-01-2023 12:40:11.647561,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.8, 2.8025)","(3.9, 5.0, 4.9)","(14.0, 38.0, 33.4)","(6.5, 28.0, 10.818181818181818)","(6.5, 22.0, 18.3)"
10-01-2023 12:40:12.737988,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.8, 2.8025)","(3.9, 5.0, 4.9)","(14.0, 38.0, 33.4)","(6.5, 28.0, 10.818181818181818)","(6.5, 22.0, 18.3)"
10-01-2023 12:40:13.782826,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.8, 2.8025)","(3.9, 5.0, 4.9)","(14.0, 38.0, 28.6)","(6.5, 28.0, 10.818181818181818)","(6.5, 22.0, 16.05)"
10-01-2023 12:40:14.818687,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.5, 2.716)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 28.6)","(6.5, 28.0, 11.2)","(6.5, 19.0, 16.05)"
10-01-2023 12:40:15.962858,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.5, 2.716)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 28.6)","(6.5, 28.0, 11.2)","(6.5, 19.0, 13.2)"
10-01-2023 12:40:17.090838,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.5, 2.716)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 28.6)","(6.5, 28.0, 11.2)","(6.5, 19.0, 13.2)"
10-01-2023 12:40:18.206824,"(3.9, 5.5, 5.057142857142857)","(2.5, 3.5, 2.716)","(3.9, 5.0, 4.9)","(14.0, 32.0, 28.7)","(6.5, 28.0, 16.0)","(6.5, 19.0, 17.34285714285714)"
10-01-2023 12:40:19.226593,"(3.9, 5.5, 5.0)","(2.5, 3.5, 2.716)","(3.9, 5.0, 4.9)","(14.0, 32.0, 28.7)","(6.5, 28.0, 12.872727272727273)","(6.5, 19.0, 16.15)"
10-01-2023 12:40:20.323793,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.712666666666667)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 12.872727272727273)","(6.5, 19.0, 16.15)"
10-01-2023 12:40:21.406287,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.712666666666667)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 11.2)","(6.5, 19.0, 16.0)"
10-01-2023 12:40:22.461797,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.712666666666667)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 11.2)","(6.5, 19.0, 16.05)"
10-01-2023 12:40:23.613824,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.712666666666667)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.0)","(6.5, 19.0, 17.55)"
10-01-2023 12:40:24.732452,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.712666666666667)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.0)","(6.5, 19.0, 16.15)"
10-01-2023 12:40:25.879821,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.712666666666667)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.0)","(6.5, 19.0, 13.0)"
10-01-2023 12:40:26.993086,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.712666666666667)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 14.0)","(6.5, 19.0, 17.285714285714285)"
10-01-2023 12:40:28.135761,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.712666666666667)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 19.0, 16.05)"
10-01-2023 12:40:29.324076,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.712666666666667)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 19.0, 16.05)"
10-01-2023 12:40:30.485293,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.712666666666667)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 19.0, 10.833333333333334)"
10-01-2023 12:40:31.630890,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 15.625)"
10-01-2023 12:40:32.736750,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 13.98)"
10-01-2023 12:40:33.868956,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 13.98)"
10-01-2023 12:40:34.969013,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 13.98)"
10-01-2023 12:40:36.021641,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 15.157142857142855)"
10-01-2023 12:40:37.040650,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 14.666666666666668)"
10-01-2023 12:40:38.146760,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 14.666666666666668)"
10-01-2023 12:40:39.231715,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 13.98)"
10-01-2023 12:40:40.410388,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 15.157142857142855)"
10-01-2023 12:40:41.597383,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 14.666666666666668)"
10-01-2023 12:40:42.741968,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 14.666666666666668)"
10-01-2023 12:40:43.948531,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 13.98)"
10-01-2023 12:40:45.253690,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 15.157142857142855)"
10-01-2023 12:40:46.527444,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 14.666666666666668)"
10-01-2023 12:40:47.547173,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 13.98)"
10-01-2023 12:40:48.571188,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 13.98)"
10-01-2023 12:40:49.688982,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 16.16)"
10-01-2023 12:40:50.798100,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.799999999999997)","(6.5, 18.5, 15.675)"
10-01-2023 12:40:51.905585,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.01818181818182)","(6.5, 18.5, 16.445454545454545)"
10-01-2023 12:40:53.020672,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.01818181818182)","(6.5, 18.5, 16.445454545454545)"
10-01-2023 12:40:54.162516,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 15.2)","(6.5, 18.5, 16.445454545454545)"
10-01-2023 12:40:55.272362,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 15.2)","(6.5, 18.5, 16.445454545454545)"
10-01-2023 12:40:56.305893,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 15.2)","(6.5, 18.5, 16.445454545454545)"
10-01-2023 12:40:57.440088,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 15.2)","(6.5, 18.5, 16.445454545454545)"
10-01-2023 12:40:58.558206,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 15.2)","(6.5, 18.5, 16.445454545454545)"
10-01-2023 12:40:59.646444,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 15.2)","(6.5, 18.5, 16.445454545454545)"
10-01-2023 12:41:00.730661,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 15.2)","(6.5, 18.5, 16.445454545454545)"
10-01-2023 12:41:01.817774,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 15.2)","(6.5, 18.5, 16.445454545454545)"
10-01-2023 12:41:02.872684,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 14.266666666666667)","(6.5, 18.5, 14.8)"
10-01-2023 12:41:03.906449,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 14.266666666666667)","(6.5, 18.5, 14.14)"
10-01-2023 12:41:04.911175,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 17.013333333333335)","(6.5, 18.5, 14.14)"
10-01-2023 12:41:06.046606,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 17.013333333333335)","(6.5, 18.5, 15.157142857142855)"
10-01-2023 12:41:07.165388,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 17.013333333333335)","(6.5, 18.5, 15.157142857142855)"
10-01-2023 12:41:08.243372,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 17.013333333333335)","(6.5, 18.5, 15.157142857142855)"
10-01-2023 12:41:09.251017,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.4125)","(6.5, 18.5, 13.98)"
10-01-2023 12:41:10.463133,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 16.4125)","(6.5, 18.5, 11.3125)"
10-01-2023 12:41:11.696141,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 14.84375)"
10-01-2023 12:41:12.839633,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 14.84375)"
10-01-2023 12:41:13.985493,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 14.84375)"
10-01-2023 12:41:15.110525,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 13.363636363636363)"
10-01-2023 12:41:16.177706,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 11.5625)"
10-01-2023 12:41:17.170738,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 11.5625)"
10-01-2023 12:41:18.296857,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 11.5625)"
10-01-2023 12:41:19.442986,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 11.3125)"
10-01-2023 12:41:20.543076,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 12.222222222222221)"
10-01-2023 12:41:21.576404,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.9)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 11.5625)"
10-01-2023 12:41:22.594310,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 11.5625)"
10-01-2023 12:41:23.698571,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 12.649999999999999)"
10-01-2023 12:41:24.841844,"(3.9, 5.5, 5.166666666666666)","(2.5, 3.45, 2.6929166666666666)","(3.9, 5.0, 4.93125)","(14.0, 32.0, 30.166666666666664)","(6.5, 28.0, 13.73846153846154)","(6.5, 18.5, 11.3125)"
