,Spin King,Getaway Sticks,Whizz Kid,My Nans Epic,Rogue Runner,Soul Survivor,Provisional Ball,Wedge Run
07-01-2023 20:51:56.833502,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.0)"
07-01-2023 20:51:57.975824,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.0)"
07-01-2023 20:51:59.030042,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.125)"
07-01-2023 20:52:00.070468,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 9.666666666666666)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.492)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.625)"
07-01-2023 20:52:01.268238,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.5, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.94, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.625)"
07-01-2023 20:52:02.375539,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.625)"
07-01-2023 20:52:03.509150,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.625)"
07-01-2023 20:52:04.537518,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.625)"
07-01-2023 20:52:05.559928,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.625)"
07-01-2023 20:52:06.565814,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8125)"
07-01-2023 20:52:07.557575,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8125)"
07-01-2023 20:52:08.556973,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8125)"
07-01-2023 20:52:09.591983,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8125)"
07-01-2023 20:52:10.606426,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8125)"
07-01-2023 20:52:11.705694,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8125)"
07-01-2023 20:52:12.895010,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8125)"
07-01-2023 20:52:14.043369,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.583333333333336)"
07-01-2023 20:52:15.325205,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.583333333333336)"
07-01-2023 20:52:16.440543,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.583333333333336)"
07-01-2023 20:52:17.556992,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.583333333333336)"
07-01-2023 20:52:18.680479,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.583333333333336)"
07-01-2023 20:52:19.801771,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.583333333333336)"
07-01-2023 20:52:20.972619,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.6)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.583333333333336)"
07-01-2023 20:52:22.091267,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 14.5, 10.6)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.583333333333336)"
07-01-2023 20:52:23.198349,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 14.5, 9.857142857142858)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.0)"
07-01-2023 20:52:24.282919,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 14.5, 9.857142857142858)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.666666666666668)"
07-01-2023 20:52:25.347512,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 14.5, 9.857142857142858)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.666666666666668)"
07-01-2023 20:52:26.423581,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 14.5, 9.857142857142858)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.666666666666668)"
07-01-2023 20:52:27.562434,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 14.5, 9.857142857142858)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.666666666666668)"
07-01-2023 20:52:28.722368,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 14.5, 9.857142857142858)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.666666666666668)"
07-01-2023 20:52:29.774643,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 14.5, 9.857142857142858)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.666666666666668)"
07-01-2023 20:52:30.859690,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 14.5, 9.857142857142858)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.666666666666668)"
07-01-2023 20:52:31.841402,"(6.0, 9.8, 7.7)","(6.5, 12.0, 11.333333333333332)","(3.1, 5.3, 4.275)","(9.0, 14.5, 9.857142857142858)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.666666666666668)"
07-01-2023 20:52:32.832685,"(6.0, 9.8, 9.100000000000001)","(6.5, 12.0, 10.55)","(3.1, 5.3, 4.958333333333333)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.666666666666668)"
07-01-2023 20:52:33.820619,"(6.0, 9.8, 9.100000000000001)","(6.5, 12.0, 10.55)","(3.1, 5.3, 4.958333333333333)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.666666666666668)"
07-01-2023 20:52:34.912550,"(6.0, 9.8, 9.100000000000001)","(6.5, 12.0, 10.55)","(3.1, 5.3, 4.958333333333333)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8)"
07-01-2023 20:52:35.945101,"(6.0, 9.8, 9.100000000000001)","(6.5, 12.0, 10.55)","(3.1, 5.3, 4.958333333333333)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8)"
07-01-2023 20:52:37.005108,"(6.0, 9.8, 9.100000000000001)","(6.5, 12.0, 11.399999999999999)","(3.1, 5.3, 4.89)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8)"
07-01-2023 20:52:38.087373,"(6.0, 9.8, 8.98)","(6.5, 12.0, 10.879999999999999)","(3.1, 5.3, 4.9)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8)"
07-01-2023 20:52:39.195921,"(6.0, 9.8, 8.8)","(6.5, 12.0, 10.65)","(3.1, 5.3, 4.8)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8)"
07-01-2023 20:52:40.254440,"(6.0, 9.8, 8.8)","(6.5, 12.0, 10.65)","(3.1, 5.3, 4.8125)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 26.8)"
07-01-2023 20:52:41.281262,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.65)","(3.1, 5.3, 4.8125)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.0)"
07-01-2023 20:52:42.419614,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 25.0)"
07-01-2023 20:52:43.486670,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 28.0, 19.81818181818182)"
07-01-2023 20:52:44.577676,"(6.0, 9.8, 8.775)","(6.5, 12.0, 10.84)","(3.1, 5.3, 5.007142857142857)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 30.0, 19.81818181818182)"
07-01-2023 20:52:45.742874,"(6.0, 9.8, 8.775)","(6.5, 12.0, 10.6)","(3.1, 5.3, 4.8)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 30.0, 19.81818181818182)"
07-01-2023 20:52:46.854782,"(6.0, 9.8, 8.775)","(6.5, 12.0, 10.6)","(3.1, 5.3, 4.8)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 30.0, 19.81818181818182)"
07-01-2023 20:52:47.943803,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 30.0, 19.81818181818182)"
07-01-2023 20:52:49.110683,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 112.0)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 112.0)","(9.0, 30.0, 19.81818181818182)"
07-01-2023 20:52:50.265508,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 21.25)"
07-01-2023 20:52:51.395711,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 14.5, 12.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 21.25)"
07-01-2023 20:52:52.485234,"(6.0, 9.8, 8.775)","(6.5, 12.0, 10.84)","(3.1, 5.3, 5.007142857142857)","(9.0, 15.0, 10.8)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.72222222222222)"
07-01-2023 20:52:53.584746,"(6.0, 9.8, 8.775)","(6.5, 12.0, 10.6)","(3.1, 5.3, 4.8)","(9.0, 15.0, 10.8)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.72222222222222)"
07-01-2023 20:52:54.769181,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.6)","(3.1, 5.3, 4.8)","(9.0, 15.0, 10.8)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 22.5)"
07-01-2023 20:52:55.822009,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.8)","(9.0, 15.0, 10.8)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.0625)"
07-01-2023 20:52:56.860137,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.8)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.0625)"
07-01-2023 20:52:57.855671,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.8)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.0625)"
07-01-2023 20:52:58.820382,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.8)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.0625)"
07-01-2023 20:52:59.839441,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.8)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.6875)"
07-01-2023 20:53:00.921125,"(6.0, 9.8, 8.775)","(6.5, 12.0, 10.84)","(3.1, 5.3, 4.8)","(9.0, 15.0, 9.88888888888889)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.6875)"
07-01-2023 20:53:02.032220,"(6.0, 9.8, 8.775)","(6.5, 12.0, 10.6)","(3.1, 5.3, 4.8)","(9.0, 16.5, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.6875)"
07-01-2023 20:53:03.157819,"(6.0, 9.8, 8.775)","(6.5, 12.0, 10.6)","(3.1, 5.3, 4.8)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 20.5)"
07-01-2023 20:53:04.411044,"(6.0, 9.8, 7.7)","(6.5, 12.0, 9.0)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 20.5)"
07-01-2023 20:53:05.585410,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 20.5)"
07-01-2023 20:53:06.920719,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 20.5)"
07-01-2023 20:53:08.144625,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 23.133333333333333)"
07-01-2023 20:53:09.366886,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 23.133333333333333)"
07-01-2023 20:53:10.588187,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 23.133333333333333)"
07-01-2023 20:53:11.818389,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 23.133333333333333)"
07-01-2023 20:53:13.000978,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 23.133333333333333)"
07-01-2023 20:53:14.218654,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 21.5)"
07-01-2023 20:53:15.441758,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.77777777777778)"
07-01-2023 20:53:16.631938,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.77777777777778)"
07-01-2023 20:53:17.826325,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.77777777777778)"
07-01-2023 20:53:19.019428,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.77777777777778)"
07-01-2023 20:53:20.173406,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.88888888888889)"
07-01-2023 20:53:21.337534,"(6.0, 9.8, 9.200000000000001)","(6.5, 12.0, 10.84)","(3.1, 5.3, 5.007142857142857)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.88888888888889)"
07-01-2023 20:53:22.416717,"(6.0, 9.8, 8.775)","(6.5, 12.0, 10.84)","(3.1, 5.3, 5.007142857142857)","(9.0, 16.0, 13.333333333333332)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.88888888888889)"
07-01-2023 20:53:23.402634,"(6.0, 9.8, 8.775)","(6.5, 12.0, 10.6)","(3.1, 5.3, 4.8)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.88888888888889)"
07-01-2023 20:53:24.463985,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.6)","(3.1, 5.3, 4.8)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.88888888888889)"
07-01-2023 20:53:25.499283,"(6.0, 9.8, 7.7)","(6.5, 12.0, 9.0)","(3.1, 5.3, 4.8)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.88888888888889)"
07-01-2023 20:53:26.572546,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.88888888888889)"
07-01-2023 20:53:27.646131,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.88888888888889)"
07-01-2023 20:53:28.758405,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 18.88888888888889)"
07-01-2023 20:53:29.872446,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.444444444444443)"
07-01-2023 20:53:31.021570,"(6.0, 9.8, 7.7)","(6.5, 12.0, 10.8)","(3.1, 5.3, 4.275)","(9.0, 15.0, 10.333333333333334)","(31.0, 280.0, 133.53846153846155)","(2.35, 2.92, 2.477142857142857)","(31.0, 280.0, 133.53846153846155)","(9.0, 30.0, 19.444444444444443)"
