,Starter,Sir Piccolo,Abb Roy,Forche,Blavatsky,Anthropica,Mount Padrao,Chica Bonita,Zayde,Sizzling Babe
05-01-2023 16:18:43.071243,"(4.6, 5.4, 5.341296928327646)","(4.8, 5.2, 5.152358490566038)","(10.0, 12.0, 11.85531914893617)","(2.9, 3.35, 3.3451417004048585)","(11.0, 13.0, 12.71875)","(10.0, 12.5, 12.275974025974026)","(18.0, 24.0, 23.51063829787234)","(61.0, 90.0, 85.16129032258064)","(71.0, 110.0, 100.76923076923077)","(41.0, 65.0, 64.28571428571429)"
05-01-2023 16:18:44.286904,"(4.6, 5.3, 5.2961038961038955)","(4.8, 5.2, 5.152358490566038)","(10.0, 12.0, 11.85531914893617)","(2.9, 3.35, 3.3451417004048585)","(11.0, 13.0, 12.71875)","(10.0, 12.5, 12.376760563380282)","(18.0, 24.0, 23.64864864864865)","(61.0, 90.0, 85.92592592592592)","(71.0, 110.0, 101.11111111111111)","(41.0, 65.0, 63.888888888888886)"
05-01-2023 16:18:46.058442,"(4.6, 5.4, 5.383157894736843)","(4.8, 5.2, 5.19746835443038)","(10.0, 12.0, 11.811355311355312)","(2.9, 3.3, 3.3094900849858355)","(11.0, 13.0, 12.771428571428572)","(10.0, 12.5, 12.380952380952381)","(18.0, 24.0, 23.682926829268293)","(61.0, 90.0, 86.07142857142857)","(71.0, 110.0, 100.76923076923077)","(51.0, 70.0, 64.5)"
05-01-2023 16:18:47.754315,"(4.6, 5.4, 5.388059701492538)","(4.8, 5.2, 5.134090909090909)","(10.0, 12.0, 11.823104693140793)","(2.9, 3.35, 3.321190476190476)","(11.0, 13.0, 12.794871794871796)","(10.0, 12.5, 12.387820512820513)","(18.0, 24.0, 23.711111111111112)","(61.0, 90.0, 86.33333333333333)","(71.0, 110.0, 100.76923076923077)","(51.0, 70.0, 64.76190476190476)"
05-01-2023 16:18:49.278564,"(4.6, 5.4, 5.396969696969697)","(4.8, 5.2, 5.141666666666667)","(10.0, 12.0, 11.910480349344978)","(2.9, 3.35, 3.330860534124629)","(11.0, 13.0, 11.742574257425742)","(10.0, 12.5, 12.66304347826087)","(18.0, 24.0, 23.914285714285715)","(61.0, 90.0, 87.36842105263158)","(71.0, 110.0, 102.72727272727273)","(51.0, 70.0, 66.53846153846153)"
05-01-2023 16:18:50.609784,"(4.6, 5.4, 5.3895104895104895)","(4.8, 5.2, 5.1858108108108105)","(10.0, 12.0, 11.915929203539823)","(2.9, 3.35, 3.31631299734748)","(11.0, 12.0, 11.693277310924369)","(10.0, 13.0, 12.699115044247788)","(18.0, 24.0, 23.93103448275862)","(61.0, 90.0, 87.36842105263158)","(71.0, 110.0, 102.72727272727273)","(51.0, 70.0, 67.5)"
05-01-2023 16:18:51.899897,"(4.6, 5.5, 5.382527881040892)","(4.8, 5.2, 5.1858108108108105)","(10.0, 12.0, 11.915929203539823)","(2.9, 3.35, 3.31631299734748)","(11.0, 12.0, 11.693277310924369)","(10.0, 13.0, 12.699115044247788)","(18.0, 24.0, 23.93103448275862)","(61.0, 90.0, 87.36842105263158)","(71.0, 110.0, 102.72727272727273)","(51.0, 70.0, 67.5)"
05-01-2023 16:18:53.132603,"(4.6, 5.4, 5.381578947368421)","(4.8, 5.0, 4.970370370370371)","(10.0, 12.5, 12.08232445520581)","(2.9, 3.35, 3.347609561752988)","(11.0, 12.0, 12.274253731343283)","(10.0, 13.0, 12.995327102803738)","(18.0, 25.0, 24.402985074626866)","(61.0, 90.0, 89.72222222222223)","(71.0, 110.0, 108.57142857142857)","(51.0, 70.0, 66.88888888888889)"
05-01-2023 16:18:54.586628,"(4.6, 5.4, 5.396178343949045)","(4.8, 5.0, 4.991358024691358)","(10.0, 11.5, 11.428934010152284)","(2.9, 3.4, 3.3628125)","(10.0, 12.5, 12.278205128205128)","(10.0, 13.0, 12.99561403508772)","(18.0, 25.0, 24.285714285714285)","(61.0, 90.0, 89.73684210526315)","(71.0, 110.0, 109.62962962962963)","(51.0, 70.0, 67.02127659574468)"
05-01-2023 16:18:55.912639,"(4.6, 5.4, 5.3968750000000005)","(4.8, 5.0, 4.9843283582089555)","(10.0, 11.5, 11.407563025210084)","(2.9, 3.4, 3.3925641025641027)","(10.0, 12.5, 12.278205128205128)","(10.0, 13.0, 12.99561403508772)","(18.0, 25.0, 24.285714285714285)","(61.0, 90.0, 89.73684210526315)","(71.0, 120.0, 109.62962962962963)","(51.0, 70.0, 67.02127659574468)"
05-01-2023 16:18:57.267088,"(4.6, 5.4, 5.399456521739131)","(4.8, 5.0, 4.987179487179487)","(10.0, 11.5, 11.443798449612403)","(2.9, 3.4, 3.3978494623655915)","(10.0, 12.5, 12.304775280898877)","(10.0, 13.5, 13.070552147239264)","(18.0, 25.0, 24.483870967741936)","(61.0, 90.0, 89.8)","(71.0, 120.0, 110.0)","(51.0, 70.0, 67.08333333333333)"
05-01-2023 16:18:58.591970,"(4.6, 5.4, 5.399456521739131)","(4.6, 5.0, 4.984158415841584)","(10.0, 11.5, 11.442687747035572)","(2.8, 3.4, 3.3978494623655915)","(10.0, 12.5, 12.196506550218341)","(10.0, 13.5, 13.090361445783133)","(18.0, 25.0, 24.483870967741936)","(61.0, 90.0, 89.8)","(71.0, 120.0, 110.0)","(51.0, 70.0, 66.9090909090909)"
05-01-2023 16:18:59.947320,"(4.6, 5.5, 5.4135135135135135)","(4.6, 5.0, 4.9592857142857145)","(10.0, 11.5, 11.465217391304348)","(2.8, 3.45, 3.4087378640776698)","(10.0, 12.5, 12.217391304347826)","(10.0, 13.5, 13.12)","(18.0, 24.0, 23.448275862068964)","(61.0, 90.0, 89.8)","(71.0, 110.0, 106.0)","(51.0, 70.0, 66.9090909090909)"
05-01-2023 16:19:01.253915,"(4.6, 5.5, 5.404477611940298)","(4.6, 5.0, 4.961481481481481)","(10.0, 11.5, 11.464601769911505)","(2.9, 3.45, 3.4144670050761423)","(10.0, 12.5, 12.186170212765957)","(10.0, 13.5, 13.092857142857143)","(19.0, 24.0, 23.428571428571427)","(61.0, 90.0, 89.8)","(71.0, 110.0, 105.29411764705883)","(51.0, 70.0, 66.9090909090909)"
05-01-2023 16:19:02.577027,"(4.6, 5.5, 5.404477611940298)","(4.6, 5.0, 4.969312169312169)","(10.0, 11.5, 11.428571428571429)","(2.9, 3.45, 3.4144670050761423)","(10.0, 12.5, 12.186170212765957)","(10.0, 13.5, 13.092857142857143)","(19.0, 24.0, 23.42105263157895)","(61.0, 90.0, 89.81481481481481)","(71.0, 110.0, 105.78947368421052)","(51.0, 70.0, 66.96428571428571)"
05-01-2023 16:19:03.917233,"(4.6, 5.4, 5.35195530726257)","(4.6, 5.0, 4.968715083798883)","(10.0, 12.0, 11.623456790123457)","(2.9, 3.45, 3.424336283185841)","(10.0, 12.5, 12.204433497536947)","(10.0, 13.5, 13.12)","(19.0, 24.0, 23.435897435897434)","(61.0, 90.0, 89.81481481481481)","(71.0, 110.0, 105.78947368421052)","(51.0, 70.0, 65.27777777777777)"
05-01-2023 16:19:05.287654,"(4.6, 5.4, 5.348809523809524)","(4.6, 5.0, 4.962424242424243)","(10.0, 12.0, 11.689655172413794)","(2.9, 3.45, 3.4325757575757576)","(10.0, 12.5, 12.194174757281553)","(10.0, 13.5, 13.086092715231787)","(19.0, 24.0, 23.64516129032258)","(61.0, 90.0, 88.6986301369863)","(71.0, 110.0, 108.23529411764706)","(51.0, 70.0, 66.45833333333333)"
05-01-2023 16:19:06.665354,"(4.6, 5.4, 5.368372093023256)","(4.6, 5.0, 4.964335664335665)","(10.0, 12.0, 11.689655172413794)","(2.9, 3.45, 3.419585253456221)","(10.0, 12.5, 12.194174757281553)","(10.0, 13.5, 13.162162162162161)","(18.0, 24.0, 23.634920634920636)","(61.0, 95.0, 90.1063829787234)","(71.0, 110.0, 110.37037037037037)","(51.0, 70.0, 68.44444444444444)"
05-01-2023 16:19:07.988641,"(4.6, 5.4, 5.37696335078534)","(4.6, 5.0, 4.964335664335665)","(10.0, 12.0, 11.689655172413794)","(2.9, 3.45, 3.419585253456221)","(10.0, 12.5, 12.221938775510203)","(10.0, 13.5, 13.16304347826087)","(18.0, 24.0, 23.833333333333332)","(61.0, 95.0, 90.1063829787234)","(71.0, 120.0, 110.71428571428572)","(51.0, 70.0, 63.87755102040816)"
05-01-2023 16:19:09.312011,"(4.6, 5.4, 5.380808080808081)","(4.6, 4.9, 4.863366336633663)","(10.0, 12.0, 11.67989417989418)","(2.9, 3.45, 3.427007299270073)","(10.0, 12.5, 12.221938775510203)","(10.0, 13.5, 13.16304347826087)","(18.0, 24.0, 23.833333333333332)","(61.0, 95.0, 90.1063829787234)","(71.0, 120.0, 110.0)","(51.0, 65.0, 63.87755102040816)"
05-01-2023 16:19:10.625341,"(4.6, 5.4, 5.380808080808081)","(4.6, 4.9, 4.858139534883721)","(10.0, 12.0, 11.688888888888888)","(2.9, 3.45, 3.427007299270073)","(10.0, 12.5, 12.221938775510203)","(10.0, 13.5, 13.16304347826087)","(18.0, 24.0, 23.833333333333332)","(61.0, 95.0, 90.1063829787234)","(71.0, 120.0, 110.0)","(51.0, 65.0, 63.87755102040816)"
05-01-2023 16:19:11.897104,"(4.6, 5.5, 5.4296875)","(4.6, 4.9, 4.855481727574751)","(10.0, 12.0, 11.688888888888888)","(2.9, 3.45, 3.4272727272727272)","(10.0, 12.5, 12.202185792349727)","(10.0, 13.5, 13.16304347826087)","(18.0, 25.0, 24.25423728813559)","(61.0, 95.0, 90.1063829787234)","(71.0, 120.0, 110.0)","(51.0, 65.0, 63.87755102040816)"
05-01-2023 16:19:13.151028,"(4.6, 5.5, 5.434538152610442)","(4.6, 4.8, 4.7857692307692306)","(10.0, 12.0, 11.736263736263735)","(2.9, 3.45, 3.4357)","(10.0, 12.5, 12.287109375)","(10.0, 13.5, 13.238396624472573)","(18.0, 25.0, 24.45945945945946)","(61.0, 95.0, 90.78571428571429)","(71.0, 120.0, 115.17241379310344)","(51.0, 65.0, 64.4)"
05-01-2023 16:19:14.521402,"(4.6, 5.5, 5.434538152610442)","(4.4, 4.8, 4.787795275590551)","(10.0, 12.0, 11.682203389830509)","(2.9, 3.45, 3.441705069124424)","(10.0, 12.5, 12.287109375)","(10.0, 13.5, 13.238396624472573)","(18.0, 25.0, 24.68)","(61.0, 95.0, 93.4090909090909)","(71.0, 120.0, 115.17241379310344)","(51.0, 65.0, 64.4)"
05-01-2023 16:19:15.910690,"(4.6, 5.4, 5.38187134502924)","(4.4, 4.8, 4.787795275590551)","(10.0, 12.0, 11.682203389830509)","(2.9, 3.45, 3.441705069124424)","(10.0, 12.5, 12.239234449760765)","(10.0, 13.5, 13.14367816091954)","(18.0, 25.0, 24.40909090909091)","(61.0, 95.0, 93.6)","(71.0, 120.0, 115.17241379310344)","(51.0, 65.0, 63.775510204081634)"
05-01-2023 16:19:17.265762,"(4.6, 5.5, 5.415458937198068)","(4.4, 4.9, 4.861585365853658)","(10.0, 12.0, 11.751716247139589)","(2.9, 3.4, 3.3916666666666666)","(10.0, 12.5, 12.279352226720647)","(10.0, 13.5, 13.203349282296651)","(18.0, 25.0, 24.35820895522388)","(61.0, 95.0, 94.5)","(71.0, 120.0, 116.66666666666667)","(51.0, 65.0, 64.04761904761905)"
05-01-2023 16:19:18.643041,"(4.6, 5.5, 5.425000000000001)","(4.4, 5.0, 4.931607629427793)","(10.0, 12.0, 11.751716247139589)","(2.9, 3.35, 3.3435318275154007)","(10.0, 12.5, 12.279352226720647)","(10.0, 13.5, 13.283216783216783)","(18.0, 25.0, 23.9375)","(61.0, 95.0, 96.25)","(71.0, 120.0, 117.6923076923077)","(51.0, 65.0, 68.29787234042553)"
05-01-2023 16:19:19.952174,"(4.6, 5.5, 5.452142857142857)","(4.6, 4.8, 4.788421052631579)","(10.0, 12.5, 12.043617021276596)","(2.9, 3.4, 3.3790657439446368)","(10.0, 12.5, 12.334782608695653)","(10.0, 13.5, 13.294701986754967)","(19.0, 24.0, 23.944444444444443)","(61.0, 100.0, 95.625)","(81.0, 120.0, 117.85714285714286)","(51.0, 70.0, 67.5)"
05-01-2023 16:19:21.286956,"(4.6, 5.5, 5.46448275862069)","(4.6, 4.8, 4.790149253731343)","(10.0, 12.5, 12.039045553145336)","(2.9, 3.4, 3.35)","(10.0, 12.5, 12.316)","(10.0, 13.5, 13.294701986754967)","(19.0, 24.0, 23.924242424242426)","(61.0, 100.0, 95.55555555555556)","(81.0, 120.0, 118.14814814814815)","(51.0, 70.0, 67.22222222222223)"
05-01-2023 16:19:22.622116,"(4.6, 5.5, 5.473285198555957)","(4.6, 4.9, 4.860384615384616)","(10.0, 12.0, 11.867965367965368)","(2.9, 3.35, 3.368870523415978)","(10.0, 12.5, 12.53935860058309)","(10.0, 13.5, 13.386)","(19.0, 24.0, 23.790123456790123)","(61.0, 100.0, 93.57142857142857)","(81.0, 120.0, 119.6)","(51.0, 70.0, 67.5)"
05-01-2023 16:19:23.929820,"(4.6, 5.6, 5.51304347826087)","(4.6, 4.7, 4.66)","(10.0, 12.0, 11.64604462474645)","(2.9, 3.4, 3.381818181818182)","(10.0, 13.0, 12.450704225352112)","(10.0, 13.5, 13.647435897435898)","(19.0, 24.0, 24.6)","(61.0, 95.0, 94.0625)","(81.0, 120.0, 126.0)","(51.0, 70.0, 67.27272727272727)"
05-01-2023 16:19:25.243051,"(4.6, 5.6, 5.571206225680934)","(4.6, 4.6, 4.523809523809524)","(10.0, 12.5, 12.073022312373226)","(2.9, 3.4, 3.381818181818182)","(10.0, 13.0, 12.450704225352112)","(10.0, 14.0, 13.647435897435898)","(19.0, 25.0, 24.6)","(61.0, 95.0, 94.0625)","(81.0, 130.0, 129.0909090909091)","(51.0, 70.0, 67.27272727272727)"
05-01-2023 16:19:26.601234,"(4.6, 5.6, 5.570866141732283)","(4.4, 4.6, 4.501145038167939)","(10.0, 12.5, 12.073319755600815)","(2.9, 3.4, 3.416582278481013)","(10.0, 12.5, 12.481981981981981)","(10.0, 14.0, 13.705357142857142)","(19.0, 25.0, 24.727272727272727)","(61.0, 95.0, 98.66666666666667)","(81.0, 130.0, 130.47619047619048)","(51.0, 70.0, 68.25)"
05-01-2023 16:19:28.050520,"(4.6, 5.7, 5.612953367875647)","(4.4, 4.5, 4.429960578186597)","(10.0, 12.5, 12.114840989399294)","(2.9, 3.45, 3.4450000000000003)","(10.0, 12.5, 12.673410404624278)","(10.0, 14.0, 13.750755287009063)","(19.0, 25.0, 23.83606557377049)","(61.0, 100.0, 97.83783783783784)","(81.0, 140.0, 125.88235294117646)","(51.0, 70.0, 68.6)"
05-01-2023 16:19:29.437504,"(4.6, 5.7, 5.656774193548387)","(4.4, 4.5, 4.4036923076923085)","(10.0, 12.5, 12.114840989399294)","(2.9, 3.45, 3.4450000000000003)","(10.0, 13.0, 12.669491525423728)","(10.0, 14.0, 13.727722772277227)","(19.0, 24.0, 23.82758620689655)","(61.0, 100.0, 97.89473684210526)","(81.0, 140.0, 125.88235294117646)","(51.0, 70.0, 67.3076923076923)"
05-01-2023 16:19:30.830727,"(4.6, 5.7, 5.6571428571428575)","(4.4, 4.5, 4.412809917355372)","(10.0, 12.5, 12.19620253164557)","(2.9, 3.45, 3.448051948051948)","(10.0, 13.0, 12.634375)","(10.0, 14.0, 13.733009708737864)","(19.0, 24.0, 23.838709677419356)","(61.0, 100.0, 97.94871794871794)","(81.0, 140.0, 125.64102564102564)","(51.0, 70.0, 67.5)"
05-01-2023 16:19:32.120523,"(4.6, 5.7, 5.659133126934984)","(4.4, 4.4, 4.369306930693069)","(10.0, 13.0, 12.632183908045977)","(2.9, 3.45, 3.447557840616967)","(10.0, 13.0, 12.55)","(10.0, 14.0, 13.704301075268818)","(19.0, 24.0, 23.838709677419356)","(61.0, 100.0, 97.83783783783784)","(81.0, 140.0, 129.23076923076923)","(51.0, 70.0, 67.5)"
05-01-2023 16:19:33.436340,"(4.6, 5.7, 5.666089965397924)","(4.4, 4.4, 4.3120805369127515)","(10.0, 13.0, 12.637878787878789)","(2.9, 3.45, 3.4465703971119135)","(10.0, 13.0, 12.55)","(10.0, 14.0, 13.704301075268818)","(19.0, 24.0, 23.838709677419356)","(61.0, 100.0, 97.83783783783784)","(81.0, 130.0, 129.23076923076923)","(51.0, 70.0, 67.5)"
05-01-2023 16:19:34.742464,"(4.6, 5.7, 5.657763975155279)","(4.4, 4.4, 4.333170731707317)","(10.0, 13.0, 12.827027027027027)","(2.9, 3.45, 3.4451417004048586)","(11.0, 13.0, 12.63031914893617)","(10.0, 13.5, 13.430434782608696)","(19.0, 24.0, 24.142857142857142)","(61.0, 100.0, 97.77777777777777)","(81.0, 130.0, 129.23076923076923)","(51.0, 70.0, 74.73684210526315)"
05-01-2023 16:19:36.039154,"(4.6, 5.7, 5.656825396825397)","(4.4, 4.4, 4.333047210300429)","(10.0, 13.0, 12.836898395721924)","(2.9, 3.45, 3.4445701357466065)","(11.0, 13.0, 12.63031914893617)","(10.0, 13.5, 13.430434782608696)","(19.0, 25.0, 24.142857142857142)","(61.0, 100.0, 97.77777777777777)","(81.0, 130.0, 125.85365853658537)","(51.0, 75.0, 74.86486486486487)"
05-01-2023 16:19:37.322566,"(4.6, 5.7, 5.657928802588997)","(4.4, 4.4, 4.3087719298245615)","(10.0, 13.0, 12.661290322580646)","(2.9, 3.5, 3.4353680430879714)","(11.0, 13.0, 12.632432432432433)","(10.0, 13.5, 13.441964285714286)","(19.0, 25.0, 24.181818181818183)","(61.0, 100.0, 98.0)","(81.0, 140.0, 125.85365853658537)","(51.0, 75.0, 74.86486486486487)"
05-01-2023 16:19:38.587038,"(4.6, 5.8, 5.789908256880734)","(4.4, 4.3, 4.2451048951048955)","(10.0, 13.0, 12.726)","(2.9, 3.5, 3.483575581395349)","(11.0, 13.0, 12.934108527131784)","(10.0, 13.5, 13.046666666666667)","(19.0, 25.0, 24.757575757575758)","(61.0, 110.0, 101.11111111111111)","(81.0, 140.0, 130.9090909090909)","(51.0, 85.0, 81.9047619047619)"
05-01-2023 16:19:39.862189,"(4.6, 5.8, 5.764900662251655)","(4.4, 4.3, 4.225322997416021)","(10.0, 13.0, 12.377510040160642)","(2.9, 3.5, 3.528780487804878)","(11.0, 13.0, 12.917721518987342)","(10.0, 13.5, 11.93)","(19.0, 25.0, 25.205882352941178)","(61.0, 110.0, 102.6829268292683)","(81.0, 140.0, 131.1764705882353)","(51.0, 85.0, 74.16666666666667)"
05-01-2023 16:19:41.140793,"(4.6, 5.9, 5.840449438202247)","(4.4, 4.3, 4.225322997416021)","(10.0, 12.5, 12.283185840707965)","(2.9, 3.55, 3.5433014354066983)","(11.0, 13.0, 12.917808219178083)","(10.0, 12.0, 11.80503144654088)","(19.0, 26.0, 25.21518987341772)","(61.0, 110.0, 102.3170731707317)","(81.0, 140.0, 131.66666666666666)","(51.0, 80.0, 70.625)"
05-01-2023 16:19:42.532465,"(4.6, 5.9, 5.891836734693878)","(4.4, 4.3, 4.247572815533981)","(10.0, 12.5, 12.29896907216495)","(2.9, 3.55, 3.534065934065934)","(11.0, 13.0, 12.632)","(10.0, 12.0, 11.77111111111111)","(19.0, 26.0, 25.395833333333332)","(61.0, 110.0, 101.5)","(81.0, 140.0, 133.47826086956522)","(51.0, 80.0, 74.0)"
05-01-2023 16:19:43.825701,"(4.6, 5.8, 5.772268907563025)","(4.4, 4.3, 4.247826086956522)","(10.0, 12.5, 12.313513513513513)","(2.9, 3.55, 3.533333333333333)","(11.0, 13.0, 12.679347826086957)","(10.0, 12.0, 11.896875)","(19.0, 26.0, 25.243243243243242)","(61.0, 110.0, 101.5)","(81.0, 140.0, 133.47826086956522)","(51.0, 80.0, 74.0)"
05-01-2023 16:19:45.133905,"(4.6, 5.8, 5.736470588235294)","(4.4, 4.4, 4.319310344827586)","(10.0, 12.5, 12.340673575129534)","(2.9, 3.55, 3.530718085106383)","(11.0, 13.0, 12.765100671140939)","(10.0, 12.0, 12.178977272727273)","(19.0, 26.0, 25.533333333333335)","(61.0, 110.0, 105.64102564102564)","(81.0, 140.0, 135.3125)","(51.0, 75.0, 73.5)"
05-01-2023 16:19:46.408505,"(4.6, 5.7, 5.662585034013605)","(4.4, 4.4, 4.373127753303965)","(10.0, 11.5, 11.420863309352518)","(2.9, 3.55, 3.5404358353510896)","(11.0, 13.0, 12.770547945205479)","(10.0, 12.5, 12.21063829787234)","(19.0, 26.0, 25.533333333333335)","(61.0, 110.0, 105.0)","(81.0, 140.0, 135.45454545454547)","(51.0, 75.0, 73.63636363636364)"
05-01-2023 16:19:47.646671,"(4.6, 5.7, 5.65935960591133)","(4.4, 4.5, 4.432142857142857)","(10.0, 11.5, 11.321917808219178)","(2.9, 3.55, 3.5309711286089236)","(11.0, 13.0, 12.770547945205479)","(10.0, 12.5, 12.21063829787234)","(19.0, 26.0, 25.533333333333335)","(61.0, 110.0, 105.0)","(81.0, 140.0, 135.45454545454547)","(51.0, 75.0, 75.92592592592592)"
05-01-2023 16:19:48.903440,"(4.6, 5.7, 5.664142538975501)","(4.4, 4.5, 4.433628318584071)","(10.0, 11.5, 11.330316742081449)","(2.9, 3.55, 3.5304644808743166)","(11.0, 13.0, 12.772727272727273)","(10.0, 12.5, 12.240234375)","(19.0, 26.0, 25.5625)","(61.0, 110.0, 99.44444444444444)","(81.0, 140.0, 135.42857142857142)","(51.0, 80.0, 74.0)"
05-01-2023 16:19:50.186671,"(4.6, 5.7, 5.665065502183406)","(4.4, 4.5, 4.436599423631124)","(10.0, 11.5, 11.256802721088436)","(2.9, 3.55, 3.533011049723757)","(11.0, 13.0, 12.773885350318471)","(10.0, 12.5, 12.270689655172413)","(19.0, 26.0, 25.5625)","(61.0, 100.0, 99.61538461538461)","(81.0, 140.0, 134.48275862068965)","(51.0, 80.0, 74.0)"
05-01-2023 16:19:51.508089,"(4.6, 5.7, 5.678010471204188)","(4.4, 4.5, 4.434650455927052)","(10.0, 11.5, 11.254208754208754)","(2.9, 3.55, 3.539946380697051)","(11.0, 13.0, 12.795977011494253)","(10.0, 12.5, 12.277591973244148)","(19.0, 26.0, 25.62162162162162)","(61.0, 100.0, 99.6875)","(81.0, 140.0, 134.83870967741936)","(51.0, 80.0, 74.23076923076923)"
05-01-2023 16:19:52.921735,"(4.6, 5.7, 5.680606060606061)","(4.4, 4.5, 4.44987714987715)","(10.0, 11.5, 11.421768707482993)","(2.9, 3.55, 3.5685714285714285)","(11.0, 13.0, 12.804945054945055)","(10.0, 12.5, 12.280405405405405)","(19.0, 26.0, 25.647887323943664)","(61.0, 100.0, 99.6875)","(81.0, 140.0, 130.0)","(51.0, 80.0, 76.36363636363636)"
05-01-2023 16:19:54.245451,"(4.6, 5.7, 5.676425855513308)","(4.4, 4.5, 4.44987714987715)","(10.0, 11.5, 11.396088019559903)","(2.9, 3.6, 3.5304347826086957)","(11.0, 13.0, 12.794797687861271)","(10.0, 12.5, 12.263157894736842)","(19.0, 26.0, 25.644736842105264)","(61.0, 100.0, 99.72222222222223)","(81.0, 140.0, 130.83333333333334)","(51.0, 80.0, 72.0)"
05-01-2023 16:19:55.611762,"(4.6, 5.7, 5.671385542168674)","(4.4, 4.5, 4.439285714285715)","(10.0, 12.0, 11.642184557438794)","(2.9, 3.55, 3.5100642398286936)","(11.0, 13.0, 11.86)","(10.0, 12.5, 13.600719424460431)","(19.0, 26.0, 25.644736842105264)","(61.0, 100.0, 99.72222222222223)","(81.0, 140.0, 130.83333333333334)","(51.0, 80.0, 71.5)"
05-01-2023 16:19:56.904141,"(4.6, 5.7, 5.666539923954373)","(4.4, 4.5, 4.4352)","(10.0, 12.0, 11.642184557438794)","(2.9, 3.55, 3.5100642398286936)","(11.0, 12.0, 11.86)","(10.0, 14.0, 13.600719424460431)","(19.0, 26.0, 25.644736842105264)","(61.0, 100.0, 99.72222222222223)","(81.0, 140.0, 130.83333333333334)","(51.0, 75.0, 71.5)"
05-01-2023 16:19:58.298427,"(4.6, 5.7, 5.670242214532872)","(4.4, 4.5, 4.437886597938144)","(10.0, 12.0, 11.647388059701493)","(2.9, 3.55, 3.5083732057416266)","(11.0, 12.0, 11.698630136986301)","(10.0, 14.0, 13.36)","(19.0, 26.0, 25.7027027027027)","(61.0, 100.0, 99.73684210526315)","(81.0, 140.0, 130.8)","(51.0, 75.0, 73.75)"
05-01-2023 16:19:59.653767,"(4.6, 5.7, 5.675903614457831)","(4.4, 4.6, 4.560220994475138)","(10.0, 12.0, 11.688741721854305)","(2.9, 3.5, 3.4541494555013146)","(11.0, 12.0, 11.675324675324676)","(10.0, 14.0, 13.506756756756756)","(19.0, 27.0, 26.274509803921568)","(61.0, 110.0, 101.66666666666667)","(81.0, 140.0, 132.96296296296296)","(51.0, 70.0, 61.0)"
05-01-2023 16:20:00.944760,"(4.6, 5.7, 5.69016393442623)","(4.4, 4.3, 4.2505263157894735)","(10.0, 12.0, 11.70115894039735)","(2.9, 3.6, 3.559640522875817)","(11.0, 12.0, 11.688775510204081)","(10.0, 13.0, 12.92436974789916)","(19.0, 29.0, 28.253333333333334)","(61.0, 110.0, 104.58333333333333)","(81.0, 160.0, 150.52631578947367)","(51.0, 65.0, 61.0)"
05-01-2023 16:20:02.443773,"(4.6, 5.8, 5.758860759493671)","(4.4, 4.3, 4.244086021505376)","(10.0, 12.0, 11.722307692307693)","(2.9, 3.6, 3.5787128712871286)","(11.0, 12.0, 11.80952380952381)","(10.0, 13.0, 12.8796992481203)","(19.0, 29.0, 28.62162162162162)","(61.0, 110.0, 105.75757575757575)","(81.0, 160.0, 150.76923076923077)","(51.0, 65.0, 61.0)"
05-01-2023 16:20:03.889431,"(4.6, 5.8, 5.754545454545455)","(4.4, 4.3, 4.2)","(10.0, 12.0, 11.694444444444445)","(2.9, 3.65, 3.9056521739130434)","(11.0, 12.0, 11.406626506024097)","(10.0, 13.0, 12.360975609756098)","(19.0, 29.0, 28.363636363636363)","(61.0, 110.0, 103.71428571428571)","(81.0, 160.0, 143.25581395348837)","(51.0, 65.0, 61.52173913043478)"
05-01-2023 16:20:05.476991,"(4.6, 5.6, 5.663745019920318)","(4.4, 4.2, 4.0664948453608245)","(10.0, 12.0, 11.729226361031518)","(2.9, 3.95, 3.867322834645669)","(11.0, 11.5, 11.684049079754601)","(10.0, 12.5, 12.680232558139535)","(19.0, 29.0, 29.318181818181817)","(61.0, 110.0, 105.11111111111111)","(81.0, 160.0, 151.0)","(51.0, 65.0, 62.41379310344828)"
