,Als Holiday,Road To Glebe,Edna Krabappel,Blue Zeal,Maxs Magic,Yore Chevy,Hidden Mask,Oscar Octopus
12-01-2023 14:38:25.368532,"(5.0, 5.9, 5.581818181818182)","(3.8, 5.8, 5.355555555555555)","(10.0, 23.0, 20.5)","(3.9, 5.7, 5.205882352941177)","(3.5, 3.7, 3.695161290322581)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 320.0)","(9.0, 16.5, 15.5)"
12-01-2023 14:38:26.542390,"(5.0, 5.9, 5.581818181818182)","(3.8, 5.8, 5.355555555555555)","(10.0, 23.0, 20.5)","(3.9, 5.7, 5.205882352941177)","(3.5, 3.7, 3.695161290322581)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 320.0)","(9.0, 16.5, 15.5)"
12-01-2023 14:38:27.726047,"(5.0, 5.9, 5.581818181818182)","(3.8, 5.8, 5.355555555555555)","(10.0, 23.0, 20.5)","(3.9, 5.7, 4.684615384615384)","(3.5, 3.7, 3.636466165413534)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 280.0)","(9.0, 16.5, 15.5)"
12-01-2023 14:38:28.851213,"(5.0, 5.9, 5.581818181818182)","(3.8, 5.8, 5.355555555555555)","(10.0, 23.0, 22.142857142857142)","(3.9, 5.7, 5.128571428571429)","(3.5, 3.65, 3.636466165413534)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 280.0)","(9.0, 16.5, 15.710526315789474)"
12-01-2023 14:38:30.030968,"(5.0, 5.9, 5.581818181818182)","(3.8, 5.8, 5.355555555555555)","(10.0, 23.0, 21.166666666666668)","(3.9, 5.7, 5.33)","(3.5, 3.65, 3.636466165413534)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 188.57142857142856)","(9.0, 16.5, 15.710526315789474)"
12-01-2023 14:38:31.339813,"(5.0, 5.9, 5.581818181818182)","(3.8, 5.8, 5.355555555555555)","(10.0, 23.0, 19.772727272727273)","(3.9, 5.6, 5.252173913043478)","(3.5, 3.65, 3.636466165413534)","(14.0, 30.0, 25.764705882352942)","(81.0, 420.0, 280.0)","(9.0, 16.5, 15.710526315789474)"
12-01-2023 14:38:32.660572,"(5.0, 5.9, 5.45)","(3.8, 5.8, 5.844444444444444)","(10.0, 20.0, 19.75)","(3.9, 5.6, 4.987500000000001)","(3.5, 3.65, 3.636466165413534)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 280.0)","(9.0, 16.5, 15.5)"
12-01-2023 14:38:33.890409,"(5.0, 5.9, 5.4714285714285715)","(3.8, 6.0, 5.844444444444444)","(10.0, 20.0, 19.75)","(3.9, 5.6, 4.987500000000001)","(3.5, 3.65, 3.641796875)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 280.0)","(9.0, 16.5, 15.710526315789474)"
12-01-2023 14:38:35.302609,"(5.0, 5.9, 5.4714285714285715)","(3.8, 6.0, 5.6571428571428575)","(10.0, 20.0, 19.75)","(3.9, 5.6, 4.987500000000001)","(3.5, 3.65, 3.7403846153846154)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 280.0)","(9.0, 16.5, 15.710526315789474)"
12-01-2023 14:38:36.686775,"(5.0, 5.9, 5.4714285714285715)","(3.8, 6.0, 5.6571428571428575)","(10.0, 20.0, 19.75)","(3.9, 5.6, 5.366666666666666)","(3.5, 3.75, 3.8465116279069766)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 280.0)","(9.0, 16.5, 15.176470588235293)"
12-01-2023 14:38:38.013961,"(5.0, 5.9, 5.3352941176470585)","(3.8, 6.0, 5.5)","(10.0, 20.0, 19.3)","(3.9, 5.6, 5.3538461538461535)","(3.5, 3.85, 3.8642857142857143)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 280.0)","(9.0, 16.5, 15.333333333333334)"
12-01-2023 14:38:39.259648,"(5.0, 5.9, 5.3352941176470585)","(3.8, 6.0, 5.5)","(10.0, 19.5, 18.4)","(3.9, 5.6, 5.3538461538461535)","(3.5, 3.9, 3.8642857142857143)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 285.0)","(9.0, 16.5, 15.333333333333334)"
12-01-2023 14:38:40.551548,"(5.0, 5.9, 5.442857142857143)","(3.8, 6.0, 5.5)","(10.0, 18.5, 18.4)","(3.9, 5.6, 5.3538461538461535)","(3.5, 3.9, 3.842857142857143)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 285.0)","(9.0, 16.5, 15.333333333333334)"
12-01-2023 14:38:41.821038,"(5.0, 5.9, 5.442857142857143)","(3.8, 6.0, 5.5)","(10.0, 18.5, 18.4)","(3.9, 5.6, 5.3538461538461535)","(3.5, 3.9, 3.825)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 16.5, 15.333333333333334)"
12-01-2023 14:38:43.051127,"(5.0, 5.9, 5.45)","(3.8, 6.0, 5.5200000000000005)","(10.0, 18.5, 18.4)","(3.9, 5.6, 5.1692307692307695)","(3.5, 3.9, 3.8282051282051284)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 16.5, 15.333333333333334)"
12-01-2023 14:38:44.317234,"(5.0, 5.9, 5.45)","(3.8, 6.0, 5.5200000000000005)","(10.0, 18.5, 18.4)","(3.9, 5.6, 5.25)","(3.5, 3.9, 3.8282051282051284)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 16.5, 15.333333333333334)"
12-01-2023 14:38:45.571034,"(5.0, 5.9, 5.45)","(3.8, 6.0, 5.5200000000000005)","(10.0, 18.5, 18.4)","(3.9, 5.6, 5.273333333333333)","(3.5, 3.9, 3.8282051282051284)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 16.5, 15.818181818181818)"
12-01-2023 14:38:46.809599,"(5.0, 5.9, 5.3545454545454545)","(3.8, 6.0, 5.5200000000000005)","(10.0, 18.5, 18.4)","(3.9, 5.6, 5.356521739130435)","(3.5, 3.9, 3.783333333333333)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 16.5, 15.846153846153847)"
12-01-2023 14:38:48.098903,"(5.0, 5.9, 5.45)","(3.8, 6.0, 5.5200000000000005)","(10.0, 18.5, 18.4)","(3.9, 5.6, 5.356521739130435)","(3.5, 3.8, 3.775757575757576)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:38:49.216937,"(5.0, 5.9, 5.45)","(3.8, 6.0, 5.5200000000000005)","(10.0, 18.5, 18.4)","(3.9, 5.6, 5.356521739130435)","(3.5, 3.8, 3.775757575757576)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:38:50.351802,"(5.0, 5.9, 5.45)","(3.8, 6.0, 5.5200000000000005)","(10.0, 18.5, 18.4)","(3.9, 5.6, 5.3538461538461535)","(3.5, 3.8, 3.775757575757576)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:38:51.621955,"(5.0, 5.9, 5.442857142857143)","(3.8, 6.0, 5.46)","(10.0, 27.0, 19.92857142857143)","(3.9, 5.6, 5.325)","(3.5, 3.8, 3.775757575757576)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:38:52.873515,"(5.0, 5.9, 5.442857142857143)","(3.8, 6.0, 5.46)","(10.0, 27.0, 22.2)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.8, 3.775757575757576)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:38:54.132916,"(5.0, 5.9, 5.26)","(3.8, 6.0, 5.5200000000000005)","(10.0, 25.0, 21.6)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.8, 3.78695652173913)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:38:55.359804,"(5.0, 5.9, 5.29047619047619)","(3.8, 6.0, 5.5200000000000005)","(10.0, 24.0, 19.75)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.8, 3.78695652173913)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 326.66666666666663)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:38:56.475899,"(5.0, 5.9, 5.29047619047619)","(3.8, 6.0, 5.5200000000000005)","(10.0, 20.0, 19.75)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.8, 3.78695652173913)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:38:57.607699,"(5.0, 5.9, 5.29047619047619)","(3.8, 6.0, 5.5200000000000005)","(10.0, 20.0, 19.75)","(3.9, 5.6, 5.266666666666667)","(3.5, 3.8, 3.78695652173913)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:38:58.788386,"(5.0, 5.9, 5.3)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.75)","(3.9, 5.6, 5.266666666666667)","(3.5, 3.8, 3.78695652173913)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:38:59.970496,"(5.0, 5.9, 5.3)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.75)","(3.9, 5.6, 5.2)","(3.5, 3.8, 3.783333333333333)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:39:01.173224,"(5.0, 5.9, 5.4)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.75)","(3.9, 5.6, 5.2)","(3.5, 3.8, 3.783333333333333)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:39:02.374865,"(5.0, 5.9, 5.375)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.75)","(3.9, 5.6, 5.2)","(3.5, 3.8, 3.783333333333333)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 220.0)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:39:03.575354,"(5.0, 5.9, 5.375)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.75)","(3.9, 5.6, 5.2)","(3.5, 3.8, 3.7727272727272725)","(14.0, 30.0, 25.764705882352942)","(81.0, 420.0, 330.0)","(9.0, 17.0, 15.846153846153847)"
12-01-2023 14:39:04.771124,"(5.0, 5.9, 5.375)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.75)","(3.9, 5.6, 5.266666666666667)","(3.5, 3.8, 3.730769230769231)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.0)"
12-01-2023 14:39:05.815702,"(5.0, 5.8, 5.376470588235295)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.75)","(3.9, 5.6, 5.266666666666667)","(3.5, 3.75, 3.730769230769231)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.0)"
12-01-2023 14:39:06.981969,"(5.0, 5.8, 5.376470588235295)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.266666666666667)","(3.5, 3.75, 3.730769230769231)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.0)"
12-01-2023 14:39:08.502871,"(5.0, 5.7, 5.555555555555555)","(3.8, 6.0, 5.5)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.433333333333334)","(3.5, 3.75, 3.730769230769231)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:09.904681,"(5.0, 5.7, 5.566666666666666)","(3.8, 5.9, 5.466666666666667)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.5, 5.266666666666667)","(3.5, 3.75, 3.730769230769231)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.0)"
12-01-2023 14:39:11.220843,"(5.0, 5.7, 5.3)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.266666666666667)","(3.5, 3.75, 3.730769230769231)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 290.0)","(9.0, 17.0, 16.0)"
12-01-2023 14:39:12.507645,"(5.0, 5.7, 5.3)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.75, 3.7923076923076926)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.0)"
12-01-2023 14:39:13.782633,"(5.0, 5.7, 5.3)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.325)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.0)"
12-01-2023 14:39:15.063145,"(5.0, 5.7, 5.433333333333334)","(3.8, 6.0, 5.442857142857143)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.325)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:16.252275,"(5.0, 5.7, 5.433333333333334)","(3.8, 6.0, 5.442857142857143)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.325)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:17.421157,"(5.0, 5.7, 5.433333333333334)","(3.8, 6.0, 5.442857142857143)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.325)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:18.496259,"(5.0, 5.7, 5.433333333333334)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.05)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:19.635361,"(5.0, 5.7, 5.433333333333334)","(3.8, 6.0, 5.466666666666667)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.325)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:20.892961,"(5.0, 5.7, 5.433333333333334)","(3.8, 5.9, 5.45)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:22.137254,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.4714285714285715)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:23.245240,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.4714285714285715)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:24.337981,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.4714285714285715)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:25.512751,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.4714285714285715)","(10.0, 20.0, 19.666666666666668)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:26.707507,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.566666666666667)","(10.0, 20.0, 18.375)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.333333333333334)"
12-01-2023 14:39:27.832817,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.833333333333334)","(10.0, 18.5, 18.375)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.333333333333334)"
12-01-2023 14:39:28.998095,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.833333333333334)","(10.0, 18.5, 18.375)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:30.204119,"(5.0, 5.7, 5.3875)","(3.8, 5.9, 5.864285714285715)","(10.0, 18.5, 18.375)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:31.403254,"(5.0, 5.7, 5.461904761904762)","(3.8, 5.9, 5.864285714285715)","(10.0, 18.5, 18.375)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.7750000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:32.600563,"(5.0, 5.7, 5.461904761904762)","(3.8, 5.9, 5.7)","(10.0, 18.5, 17.833333333333332)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.740909090909091)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:33.760705,"(5.0, 5.7, 5.3875)","(3.8, 5.9, 5.7)","(10.0, 18.5, 17.833333333333332)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.740909090909091)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:34.820855,"(5.0, 5.7, 5.3875)","(3.8, 5.9, 5.8500000000000005)","(10.0, 18.5, 18.214285714285715)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.740909090909091)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:35.919113,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.8500000000000005)","(10.0, 18.5, 18.214285714285715)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.740909090909091)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:37.115394,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.876470588235295)","(10.0, 18.5, 18.214285714285715)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.740909090909091)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.263157894736842)"
12-01-2023 14:39:38.396449,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.876470588235295)","(10.0, 18.5, 18.3)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.740909090909091)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.35)"
12-01-2023 14:39:39.547537,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.876470588235295)","(10.0, 18.5, 18.75)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.85, 3.6500000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.35)"
12-01-2023 14:39:40.566028,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.876470588235295)","(10.0, 19.0, 18.75)","(3.9, 5.6, 5.333333333333333)","(3.5, 3.7, 3.6500000000000004)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 15.421052631578947)"
12-01-2023 14:39:41.633327,"(5.0, 5.7, 5.366666666666667)","(3.8, 5.9, 5.876470588235295)","(10.0, 19.5, 18.954545454545453)","(3.9, 5.6, 5.3)","(3.5, 3.7, 3.6750000000000003)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:42.793573,"(5.0, 5.7, 5.5)","(3.8, 5.9, 5.876470588235295)","(10.0, 21.0, 18.88235294117647)","(3.9, 5.5, 5.108695652173913)","(3.5, 3.7, 3.6750000000000003)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:43.897898,"(5.0, 5.7, 5.5)","(3.8, 5.9, 5.876470588235295)","(10.0, 21.0, 18.88235294117647)","(3.9, 5.5, 5.300000000000001)","(3.5, 3.7, 3.6750000000000003)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 290.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:45.024549,"(5.0, 5.7, 5.5)","(3.8, 5.9, 5.75)","(10.0, 21.0, 19.5)","(3.9, 5.4, 5.106896551724138)","(3.5, 3.7, 3.6750000000000003)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:46.229775,"(5.0, 5.6, 5.476923076923077)","(3.8, 5.9, 5.75)","(10.0, 21.0, 19.5)","(3.9, 5.4, 5.106896551724138)","(3.5, 3.7, 3.6653846153846152)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:47.370168,"(5.0, 5.6, 5.4625)","(3.8, 5.9, 5.75)","(10.0, 21.0, 19.5)","(3.9, 5.4, 5.045833333333333)","(3.5, 3.85, 3.625)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:48.445303,"(5.0, 5.6, 5.3130434782608695)","(3.8, 5.9, 5.75)","(10.0, 21.0, 19.5)","(3.9, 5.4, 5.075)","(3.5, 3.7, 3.625)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.294117647058822)"
12-01-2023 14:39:49.477399,"(5.0, 5.6, 5.423529411764706)","(3.8, 5.9, 5.75)","(10.0, 21.0, 19.5)","(3.9, 5.4, 5.0851851851851855)","(3.5, 3.7, 3.625)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:50.679765,"(5.0, 5.6, 5.423529411764706)","(3.8, 5.9, 5.75)","(10.0, 21.0, 19.5)","(3.9, 5.4, 5.045833333333333)","(3.5, 3.7, 3.625)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:51.917436,"(5.0, 5.6, 5.423529411764706)","(3.8, 5.9, 5.75)","(10.0, 21.0, 19.5)","(3.9, 5.4, 5.045833333333333)","(3.5, 3.7, 3.625)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:53.141849,"(5.0, 5.6, 5.423529411764706)","(3.8, 5.9, 5.75)","(10.0, 21.0, 19.5)","(3.9, 5.4, 5.045833333333333)","(3.5, 3.7, 3.625)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:54.383115,"(5.0, 5.6, 5.423529411764706)","(3.8, 5.9, 5.75)","(10.0, 21.0, 18.5)","(3.9, 5.4, 5.106896551724138)","(3.5, 3.7, 3.64375)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.294117647058822)"
12-01-2023 14:39:55.476560,"(5.0, 5.6, 5.423529411764706)","(3.8, 5.9, 5.75)","(10.0, 19.0, 18.5)","(3.9, 5.4, 5.106896551724138)","(3.5, 3.85, 3.65)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:56.547529,"(5.0, 5.6, 5.51875)","(3.8, 5.9, 5.75)","(10.0, 19.0, 18.5)","(3.9, 5.4, 5.106896551724138)","(3.5, 3.85, 3.6999999999999997)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:57.691659,"(5.0, 5.6, 5.51875)","(3.8, 5.9, 5.75)","(10.0, 19.0, 18.5)","(3.9, 5.4, 5.106896551724138)","(3.5, 3.8, 3.63)","(14.0, 30.0, 25.764705882352942)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:39:58.844661,"(5.0, 5.6, 5.523076923076923)","(3.8, 5.9, 5.75)","(10.0, 19.0, 19.0)","(3.9, 5.4, 5.106896551724138)","(3.5, 3.8, 3.5576923076923075)","(14.0, 30.0, 24.18181818181818)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:40:00.005536,"(5.0, 5.6, 5.523076923076923)","(3.8, 5.9, 5.75)","(10.0, 23.0, 18.555555555555557)","(3.9, 5.4, 5.106896551724138)","(3.5, 3.75, 3.5576923076923075)","(14.0, 30.0, 25.428571428571427)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.076923076923077)"
12-01-2023 14:40:01.088482,"(5.0, 5.6, 5.51875)","(3.8, 5.9, 5.75)","(10.0, 23.0, 18.714285714285715)","(3.9, 5.4, 5.075)","(3.5, 3.75, 3.5576923076923075)","(14.0, 30.0, 25.428571428571427)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.0)"
12-01-2023 14:40:02.210003,"(5.0, 5.6, 5.51875)","(3.8, 5.9, 5.6499999999999995)","(10.0, 23.0, 18.714285714285715)","(3.9, 5.4, 5.045833333333333)","(3.5, 3.75, 3.4277777777777776)","(14.0, 30.0, 25.428571428571427)","(81.0, 410.0, 330.0)","(9.0, 17.0, 16.294117647058822)"
