,Aussie Annie,Magnetic Man,Superior Darcy,Shes Miss Orson,Maddie Odd Sock,Honey Double One,My Girl Whizbang,Smooth Cruiser
08-12-2022 15:13:47.651593,"(6.0, 11.0, 9.24)","(26.0, 100.0, 56.30769230769231)","(1.7, 2.48, 2.051428571428571)","(12.0, 26.0, 15.88888888888889)","(8.0, 16.5, 10.966666666666667)","(7.0, 12.0, 10.181818181818182)","(9.0, 17.5, 13.75)","(20.0, 60.0, 34.8)"
08-12-2022 15:13:48.823988,"(6.0, 11.0, 9.24)","(26.0, 100.0, 56.30769230769231)","(1.7, 2.48, 1.9733333333333332)","(12.0, 26.0, 15.88888888888889)","(8.0, 16.5, 10.966666666666667)","(7.0, 12.0, 10.181818181818182)","(9.0, 17.5, 13.75)","(20.0, 60.0, 34.8)"
08-12-2022 15:13:50.117348,"(6.0, 11.0, 9.24)","(26.0, 100.0, 56.30769230769231)","(1.7, 2.44, 1.9733333333333332)","(12.0, 26.0, 15.88888888888889)","(8.0, 16.5, 13.18)","(7.0, 12.0, 8.933333333333334)","(9.0, 17.5, 13.75)","(20.0, 60.0, 34.8)"
08-12-2022 15:13:51.362872,"(6.0, 11.0, 9.24)","(26.0, 100.0, 56.30769230769231)","(1.7, 2.44, 1.9733333333333332)","(12.0, 26.0, 15.88888888888889)","(8.0, 16.5, 13.18)","(7.0, 12.0, 10.72)","(9.0, 17.5, 13.75)","(20.0, 60.0, 34.8)"
08-12-2022 15:13:52.596842,"(6.0, 11.0, 9.24)","(26.0, 100.0, 56.30769230769231)","(1.7, 2.44, 1.930909090909091)","(12.0, 26.0, 16.823529411764707)","(8.0, 16.5, 14.655555555555555)","(7.0, 12.0, 11.085714285714285)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:13:53.828668,"(6.0, 11.0, 9.857142857142858)","(26.0, 100.0, 67.0)","(1.7, 2.44, 1.930909090909091)","(12.0, 26.0, 16.823529411764707)","(8.0, 16.5, 14.655555555555555)","(7.0, 12.0, 11.085714285714285)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:13:55.308242,"(6.0, 11.0, 10.15)","(26.0, 100.0, 44.888888888888886)","(1.7, 2.44, 2.0342857142857143)","(12.0, 26.0, 16.823529411764707)","(8.0, 16.5, 14.655555555555555)","(7.0, 12.0, 11.085714285714285)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:13:56.654497,"(6.0, 11.0, 10.15)","(26.0, 100.0, 44.888888888888886)","(1.7, 2.42, 2.0342857142857143)","(12.0, 26.0, 16.823529411764707)","(8.0, 16.5, 14.655555555555555)","(7.0, 12.0, 11.085714285714285)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:13:58.099371,"(6.0, 11.0, 10.15)","(26.0, 100.0, 44.888888888888886)","(1.7, 2.42, 2.15)","(12.0, 26.0, 16.823529411764707)","(8.0, 16.5, 14.655555555555555)","(7.0, 12.0, 11.085714285714285)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:13:59.499868,"(6.0, 11.0, 10.15)","(26.0, 100.0, 44.888888888888886)","(1.7, 2.42, 2.15)","(12.0, 26.0, 16.823529411764707)","(8.0, 16.5, 14.655555555555555)","(7.0, 12.0, 11.085714285714285)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:14:01.202347,"(6.0, 11.0, 10.15)","(26.0, 100.0, 63.07692307692307)","(1.7, 2.42, 2.0285714285714285)","(12.0, 26.0, 16.823529411764707)","(8.0, 16.5, 14.655555555555555)","(7.0, 12.0, 11.085714285714285)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:14:02.859657,"(6.0, 11.0, 10.15)","(26.0, 100.0, 48.44444444444444)","(1.7, 2.4, 2.0285714285714285)","(12.0, 26.0, 14.461538461538462)","(8.0, 16.5, 11.1)","(7.0, 12.0, 10.173913043478262)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:14:04.342605,"(6.0, 11.0, 10.15)","(26.0, 100.0, 48.44444444444444)","(1.7, 2.4, 2.088)","(12.0, 26.0, 15.0625)","(8.0, 16.5, 11.1)","(7.0, 11.0, 10.326315789473684)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:14:05.776166,"(6.0, 11.0, 10.15)","(26.0, 100.0, 48.44444444444444)","(1.7, 2.4, 2.088)","(12.0, 26.0, 15.0625)","(8.0, 16.5, 11.1)","(7.0, 10.5, 10.326315789473684)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:14:07.188451,"(6.0, 11.0, 9.533333333333333)","(26.0, 100.0, 71.0)","(1.7, 2.4, 2.088)","(12.0, 26.0, 19.75)","(8.0, 16.5, 12.45)","(7.0, 10.5, 10.326315789473684)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:14:08.592702,"(6.0, 10.5, 9.533333333333333)","(26.0, 100.0, 71.0)","(1.7, 2.4, 2.302)","(12.0, 26.0, 19.75)","(8.0, 16.5, 9.557142857142857)","(7.0, 10.5, 10.326315789473684)","(9.0, 17.5, 14.5)","(20.0, 60.0, 34.8)"
08-12-2022 15:14:09.926373,"(6.0, 10.5, 9.533333333333333)","(26.0, 100.0, 66.42105263157895)","(1.7, 2.4, 2.2199999999999998)","(13.0, 26.0, 19.75)","(8.5, 16.5, 9.4125)","(6.5, 10.5, 10.326315789473684)","(9.0, 17.5, 14.5)","(21.0, 60.0, 34.8)"
08-12-2022 15:14:11.344886,"(6.0, 10.0, 8.533333333333333)","(26.0, 100.0, 66.42105263157895)","(1.7, 2.4, 2.165)","(13.0, 26.0, 19.75)","(8.5, 16.5, 9.4125)","(6.5, 10.5, 10.326315789473684)","(9.0, 17.5, 14.5)","(21.0, 60.0, 34.8)"
08-12-2022 15:14:12.740435,"(6.0, 10.0, 8.533333333333333)","(26.0, 100.0, 66.42105263157895)","(1.7, 2.4, 2.293846153846154)","(13.0, 26.0, 19.75)","(8.5, 16.5, 9.4125)","(6.5, 10.5, 10.326315789473684)","(9.0, 17.5, 14.5)","(21.0, 60.0, 34.8)"
08-12-2022 15:14:14.078327,"(6.0, 10.5, 9.3)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.23125)","(13.0, 26.0, 19.75)","(8.5, 16.5, 12.55)","(6.5, 10.5, 8.95)","(9.0, 17.5, 14.5)","(21.0, 60.0, 39.6)"
08-12-2022 15:14:15.312187,"(6.0, 10.5, 9.122222222222222)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.23125)","(13.0, 26.0, 20.25)","(8.5, 16.5, 12.55)","(6.5, 10.5, 8.95)","(9.0, 17.5, 14.5)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:16.677859,"(6.0, 10.5, 9.122222222222222)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.2114285714285713)","(13.0, 27.0, 20.25)","(8.5, 16.5, 9.762500000000001)","(6.5, 10.5, 8.95)","(9.0, 17.5, 14.5)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:18.008072,"(6.0, 10.5, 9.122222222222222)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.3007692307692307)","(13.0, 27.0, 20.25)","(8.5, 16.5, 12.906666666666666)","(6.5, 10.5, 8.95)","(9.0, 17.5, 14.5)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:19.341590,"(6.0, 10.5, 9.122222222222222)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.2199999999999998)","(13.0, 27.0, 20.75)","(8.5, 16.5, 12.75)","(6.5, 10.5, 8.95)","(9.0, 17.5, 14.5)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:20.587416,"(6.0, 10.0, 9.6)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.19)","(13.0, 28.0, 25.75)","(8.5, 16.5, 12.241666666666667)","(6.5, 10.5, 10.2)","(9.0, 17.5, 14.5)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:21.862487,"(6.0, 10.0, 9.6)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.19)","(13.0, 28.0, 25.75)","(8.5, 16.5, 12.241666666666667)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:23.215846,"(6.0, 10.0, 9.6)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.3053846153846154)","(13.0, 28.0, 25.75)","(8.5, 16.5, 12.241666666666667)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:24.479136,"(6.0, 10.0, 9.133333333333333)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.3053846153846154)","(13.0, 28.0, 25.75)","(8.5, 16.5, 12.241666666666667)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:25.726647,"(6.0, 10.0, 9.666666666666666)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.16)","(13.0, 28.0, 25.75)","(8.5, 16.5, 12.241666666666667)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:27.052371,"(6.0, 10.5, 9.38888888888889)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.16)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.241666666666667)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:28.401454,"(6.0, 10.5, 9.38888888888889)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.2575)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.241666666666667)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:30.090923,"(6.0, 10.5, 8.614285714285714)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.2575)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.241666666666667)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:31.471996,"(6.0, 10.5, 8.614285714285714)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.2)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.241666666666667)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:32.822654,"(6.0, 10.5, 8.614285714285714)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.265)","(13.0, 28.0, 27.1)","(8.5, 16.5, 13.576470588235294)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 70.0, 39.6)"
08-12-2022 15:14:34.119447,"(6.0, 10.5, 8.614285714285714)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.265)","(13.0, 28.0, 27.1)","(8.5, 16.5, 13.576470588235294)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 70.0, 48.5)"
08-12-2022 15:14:35.421244,"(6.0, 10.5, 8.614285714285714)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.316923076923077)","(13.0, 28.0, 27.1)","(8.5, 16.5, 13.576470588235294)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:36.873337,"(6.0, 10.5, 8.614285714285714)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.265)","(13.0, 28.0, 27.1)","(8.5, 16.5, 13.576470588235294)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:38.389969,"(6.0, 10.5, 8.614285714285714)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.2725)","(13.0, 28.0, 27.1)","(8.5, 16.5, 13.576470588235294)","(6.5, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:39.753991,"(6.0, 10.5, 8.614285714285714)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.208)","(13.0, 28.0, 27.1)","(8.5, 16.5, 13.568750000000001)","(6.5, 10.5, 10.17)","(9.0, 17.5, 14.5)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:41.070112,"(6.0, 10.5, 8.614285714285714)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.208)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.892307692307693)","(6.5, 10.5, 10.17)","(9.0, 17.5, 14.5)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:42.492963,"(6.0, 10.5, 9.18)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.208)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.892307692307693)","(6.5, 10.5, 10.17)","(9.0, 17.5, 14.5)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:43.735124,"(6.0, 10.5, 9.18)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.2875)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.892307692307693)","(6.5, 10.5, 10.17)","(9.0, 17.5, 14.5)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:45.099146,"(6.0, 10.5, 9.18)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.2875)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.892307692307693)","(6.0, 10.5, 10.17)","(9.0, 17.5, 14.5)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:46.296739,"(6.0, 10.5, 9.18)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.2875)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.892307692307693)","(6.0, 10.5, 10.17)","(9.0, 17.5, 14.5)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:47.581175,"(6.0, 10.5, 9.18)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.4, 2.28)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.892307692307693)","(6.0, 10.5, 10.17)","(9.0, 17.5, 14.5)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:48.741477,"(6.0, 10.5, 9.18)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.38, 2.28)","(13.0, 28.0, 27.1)","(8.5, 16.5, 12.892307692307693)","(6.0, 10.5, 10.17)","(9.0, 17.5, 14.5)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:50.112520,"(6.0, 10.5, 9.18)","(26.0, 100.0, 72.93333333333334)","(1.7, 2.38, 2.177777777777778)","(13.0, 28.0, 27.1)","(8.5, 16.5, 13.15)","(6.0, 10.5, 10.17)","(9.0, 17.5, 14.5)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:51.319504,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.1875)","(13.0, 28.0, 27.1)","(8.5, 16.5, 15.114285714285714)","(6.0, 10.5, 10.17)","(9.0, 17.5, 15.625)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:52.498159,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.1345454545454547)","(13.0, 28.0, 27.1)","(8.5, 16.0, 15.114285714285714)","(6.0, 10.5, 10.028571428571428)","(9.0, 17.5, 15.625)","(21.0, 65.0, 48.5)"
08-12-2022 15:14:53.803090,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.1345454545454547)","(13.0, 28.0, 27.1)","(8.5, 16.0, 15.114285714285714)","(6.0, 10.5, 10.028571428571428)","(9.0, 17.5, 15.625)","(21.0, 65.0, 37.5)"
08-12-2022 15:14:55.104571,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.2)","(13.0, 28.0, 27.1)","(8.5, 16.0, 15.114285714285714)","(6.0, 10.5, 10.028571428571428)","(9.0, 17.5, 15.625)","(21.0, 65.0, 46.0)"
08-12-2022 15:14:56.448311,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.2)","(13.0, 28.0, 27.1)","(8.5, 16.0, 15.114285714285714)","(6.0, 10.5, 10.028571428571428)","(9.0, 17.5, 15.625)","(21.0, 60.0, 39.0)"
08-12-2022 15:14:57.767388,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.2)","(13.0, 28.0, 27.1)","(8.5, 16.0, 15.114285714285714)","(6.0, 10.5, 10.028571428571428)","(9.0, 17.5, 15.625)","(21.0, 60.0, 36.666666666666664)"
08-12-2022 15:14:58.888158,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.2)","(13.0, 28.0, 27.1)","(8.5, 16.0, 15.114285714285714)","(6.0, 10.5, 10.028571428571428)","(9.0, 17.5, 15.625)","(21.0, 60.0, 36.666666666666664)"
08-12-2022 15:14:59.902690,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.146)","(13.0, 28.0, 27.1)","(8.5, 16.0, 15.114285714285714)","(6.0, 10.5, 10.028571428571428)","(9.0, 17.5, 14.5)","(21.0, 60.0, 36.666666666666664)"
08-12-2022 15:15:01.035306,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.19)","(13.0, 28.0, 27.1)","(8.5, 16.0, 15.114285714285714)","(6.0, 10.5, 10.028571428571428)","(9.0, 17.5, 14.5)","(21.0, 60.0, 36.666666666666664)"
08-12-2022 15:15:02.381774,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.0854545454545454)","(13.0, 28.0, 27.1)","(8.5, 16.0, 15.114285714285714)","(6.0, 10.5, 10.028571428571428)","(9.0, 17.5, 14.5)","(21.0, 60.0, 36.666666666666664)"
08-12-2022 15:15:03.595129,"(6.0, 10.5, 9.18)","(26.0, 100.0, 76.8)","(1.7, 2.38, 2.0854545454545454)","(13.0, 28.0, 23.710526315789473)","(8.5, 16.0, 15.523076923076923)","(6.0, 10.5, 10.028571428571428)","(9.0, 17.5, 15.571428571428571)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:04.887766,"(6.0, 10.0, 9.11111111111111)","(26.0, 100.0, 62.66666666666667)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 23.710526315789473)","(8.5, 16.0, 14.45)","(6.0, 10.5, 9.05)","(9.0, 16.5, 13.6)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:06.110538,"(6.0, 9.8, 8.6)","(26.0, 100.0, 61.0)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.8, 7.8500000000000005)","(9.0, 16.0, 11.058823529411764)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:07.298347,"(6.0, 9.8, 8.183673469387756)","(26.0, 100.0, 61.0)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.8, 8.225)","(9.0, 16.0, 12.0625)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:08.600747,"(6.0, 9.6, 8.0)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.0854545454545454)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.8, 9.274999999999999)","(9.0, 15.5, 14.285714285714285)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:09.866316,"(6.0, 9.4, 8.1)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.6, 8.1375)","(9.0, 15.0, 13.75)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:10.971436,"(6.0, 9.0, 7.24)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.6, 8.292307692307693)","(9.0, 15.0, 11.578947368421053)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:12.139511,"(6.0, 9.0, 7.08)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.4, 7.306382978723404)","(9.0, 15.0, 10.75)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:13.328688,"(6.0, 8.6, 8.059999999999999)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.0854545454545454)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.4, 7.306382978723404)","(9.0, 15.0, 10.9375)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:14.431365,"(6.0, 8.6, 6.6000000000000005)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.0854545454545454)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.4, 7.507692307692308)","(9.0, 15.0, 13.428571428571429)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:15.545858,"(6.0, 8.6, 6.457894736842106)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.4, 7.507692307692308)","(9.0, 14.0, 13.428571428571429)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:16.572225,"(6.0, 8.6, 6.457894736842106)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.4, 8.728571428571428)","(9.0, 14.0, 13.428571428571429)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:17.635807,"(6.0, 8.2, 7.434782608695652)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 9.2, 8.164705882352942)","(9.0, 14.0, 13.428571428571429)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:18.731242,"(6.0, 8.2, 6.726315789473684)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 8.8, 8.164705882352942)","(9.0, 14.0, 11.411764705882353)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:19.699368,"(6.0, 8.2, 6.726315789473684)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.0854545454545454)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 8.8, 8.164705882352942)","(9.0, 14.0, 10.6)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:20.708792,"(6.0, 8.0, 6.591304347826087)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.36111111111111)","(8.5, 16.0, 12.054545454545455)","(6.0, 8.8, 7.4714285714285715)","(9.0, 14.0, 10.8)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:22.147446,"(6.0, 8.0, 6.242857142857143)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.212857142857143)","(13.0, 27.0, 19.56756756756757)","(8.5, 16.0, 12.054545454545455)","(6.0, 8.8, 7.4714285714285715)","(9.0, 14.0, 10.8)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:23.412489,"(6.0, 8.0, 6.242857142857143)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.1836363636363636)","(13.0, 27.0, 16.846153846153847)","(8.5, 16.0, 12.054545454545455)","(6.0, 8.8, 7.905882352941177)","(9.0, 14.0, 11.3125)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:24.594573,"(6.0, 8.0, 6.245)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.1836363636363636)","(13.0, 27.0, 17.62962962962963)","(8.5, 16.0, 12.054545454545455)","(6.0, 8.4, 7.405263157894737)","(9.0, 13.5, 10.583333333333334)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:25.865425,"(6.0, 8.0, 6.245)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.2385714285714284)","(13.0, 27.0, 17.62962962962963)","(8.5, 16.0, 12.054545454545455)","(6.0, 8.4, 7.405263157894737)","(9.0, 13.5, 11.285714285714285)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:27.225305,"(6.0, 8.0, 6.245)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.2385714285714284)","(13.0, 27.0, 17.62962962962963)","(8.5, 16.0, 12.054545454545455)","(6.0, 8.4, 6.664285714285714)","(9.0, 13.0, 11.285714285714285)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:28.330168,"(6.0, 8.0, 6.281818181818182)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.2385714285714284)","(13.0, 27.0, 21.833333333333332)","(8.5, 16.0, 12.054545454545455)","(6.0, 8.4, 6.933333333333334)","(9.0, 13.0, 10.75)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:29.451252,"(6.0, 8.0, 6.281818181818182)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.1836363636363636)","(13.0, 25.0, 21.833333333333332)","(8.5, 16.0, 12.054545454545455)","(6.0, 8.0, 6.933333333333334)","(9.0, 13.0, 10.9375)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:30.678407,"(6.0, 8.0, 6.281818181818182)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.2385714285714284)","(13.0, 25.0, 21.333333333333332)","(8.5, 16.0, 10.978260869565217)","(6.0, 8.0, 6.565517241379311)","(9.0, 12.5, 10.46875)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:31.699758,"(6.0, 8.0, 6.696551724137931)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.2385714285714284)","(13.0, 24.0, 21.333333333333332)","(8.5, 16.0, 11.557692307692308)","(6.0, 8.0, 6.523529411764706)","(9.0, 12.5, 10.681818181818182)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:32.748476,"(6.0, 8.0, 6.656000000000001)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.2385714285714284)","(13.0, 24.0, 18.105263157894736)","(8.5, 16.0, 11.557692307692308)","(6.0, 7.8, 6.666666666666667)","(9.0, 12.5, 10.681818181818182)","(21.0, 60.0, 34.333333333333336)"
08-12-2022 15:15:33.850623,"(6.0, 8.0, 6.656000000000001)","(26.0, 100.0, 81.6470588235294)","(1.7, 2.38, 2.2385714285714284)","(13.0, 24.0, 18.105263157894736)","(8.5, 16.0, 11.557692307692308)","(6.0, 7.6, 6.550000000000001)","(9.0, 12.5, 10.681818181818182)","(21.0, 60.0, 34.333333333333336)"
