,Bee Gees Best,Campbell Best,Living Free,Our Dolly,Schooby,Fly Cheval,Tulhurst Cuddles,Three Machs,My Ultimate Heston
14-12-2022 19:54:45.747258,"(13.0, 23.0, 22.142857142857142)","(31.0, 40.0, 37.45454545454545)","(4.6, 7.2, 6.42)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.723076923076923)","(7.0, 10.0, 9.422222222222222)","(7.0, 11.0, 9.74)"
14-12-2022 19:54:46.932024,"(13.0, 23.0, 22.142857142857142)","(31.0, 40.0, 37.45454545454545)","(4.6, 7.2, 6.42)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.723076923076923)","(7.0, 10.0, 9.04)","(7.0, 11.0, 9.74)"
14-12-2022 19:54:48.033106,"(13.0, 23.0, 20.0)","(31.0, 40.0, 37.45454545454545)","(4.6, 7.2, 6.42)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.723076923076923)","(7.0, 10.0, 9.2)","(7.0, 11.0, 9.74)"
14-12-2022 19:54:49.106037,"(13.0, 23.0, 20.0)","(31.0, 40.0, 37.45454545454545)","(4.6, 7.2, 6.75)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.723076923076923)","(7.0, 10.0, 9.2)","(7.0, 11.0, 9.74)"
14-12-2022 19:54:50.268100,"(13.0, 23.0, 20.0)","(31.0, 40.0, 36.5)","(4.6, 7.2, 6.75)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.723076923076923)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.633333333333333)"
14-12-2022 19:54:51.482883,"(13.0, 23.0, 20.0)","(31.0, 40.0, 36.18181818181818)","(4.6, 7.2, 6.75)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.89)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.633333333333333)"
14-12-2022 19:54:52.738189,"(13.0, 23.0, 20.0)","(31.0, 40.0, 36.18181818181818)","(4.6, 7.2, 6.75)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.89)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 10.23103448275862)"
14-12-2022 19:54:53.996426,"(13.0, 23.0, 20.0)","(31.0, 40.0, 36.18181818181818)","(4.6, 7.2, 6.75)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.61875)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.766666666666667)"
14-12-2022 19:54:55.235755,"(13.0, 23.0, 20.0)","(31.0, 40.0, 36.18181818181818)","(4.6, 7.2, 7.010526315789474)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 4.9, 4.61875)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.911111111111111)"
14-12-2022 19:54:56.469251,"(13.0, 23.0, 20.0)","(31.0, 40.0, 35.69230769230769)","(4.6, 7.2, 6.7)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 4.9, 4.6)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 9.911111111111111)"
14-12-2022 19:54:57.707483,"(13.0, 23.0, 20.0)","(31.0, 40.0, 35.69230769230769)","(4.6, 7.2, 6.75)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 4.9, 4.8428571428571425)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:54:58.921983,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.0)","(4.6, 7.2, 6.95)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.9799999999999995)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:00.169330,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.0)","(4.6, 7.2, 6.822222222222222)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 5.0)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:01.399695,"(13.0, 23.0, 20.0)","(31.0, 38.0, 35.333333333333336)","(4.6, 7.0, 6.822222222222222)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:02.627754,"(13.0, 23.0, 20.0)","(31.0, 38.0, 35.333333333333336)","(4.6, 7.0, 6.822222222222222)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:03.864669,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.0, 6.822222222222222)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:05.112163,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.0, 6.822222222222222)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.2)"
14-12-2022 19:55:06.338736,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.0, 6.822222222222222)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.2)"
14-12-2022 19:55:07.546164,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.0, 6.822222222222222)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.2)"
14-12-2022 19:55:08.789840,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.0, 6.822222222222222)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 9.911111111111111)"
14-12-2022 19:55:09.999330,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.4)","(4.6, 7.0, 6.822222222222222)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 9.911111111111111)"
14-12-2022 19:55:11.260890,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.4)","(4.6, 7.0, 6.753846153846154)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 9.911111111111111)"
14-12-2022 19:55:12.426389,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.4)","(4.6, 7.0, 6.753846153846154)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.246153846153845)"
14-12-2022 19:55:13.597140,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.4)","(4.6, 7.0, 6.753846153846154)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:14.842883,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.0, 6.753846153846154)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:16.081699,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.753846153846154)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 9.975000000000001)"
14-12-2022 19:55:17.310667,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.753846153846154)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.975000000000001)"
14-12-2022 19:55:18.526519,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.753846153846154)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.975000000000001)"
14-12-2022 19:55:19.702985,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.753846153846154)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.975000000000001)"
14-12-2022 19:55:20.900103,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 10.066666666666666)"
14-12-2022 19:55:22.072500,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:23.272971,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:24.527114,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 9.975000000000001)"
14-12-2022 19:55:25.758908,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.959999999999999)"
14-12-2022 19:55:27.014350,"(13.0, 23.0, 22.0)","(31.0, 38.0, 36.4)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.959999999999999)"
14-12-2022 19:55:28.217111,"(13.0, 23.0, 22.0)","(31.0, 38.0, 36.4)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.959999999999999)"
14-12-2022 19:55:29.353631,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.959999999999999)"
14-12-2022 19:55:30.488664,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 9.959999999999999)"
14-12-2022 19:55:31.696108,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 10.5, 10.10909090909091)"
14-12-2022 19:55:32.921054,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:34.182270,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.066666666666666)"
14-12-2022 19:55:35.473315,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.0, 9.466666666666667)","(7.0, 11.0, 10.625)"
14-12-2022 19:55:36.766729,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 12.5, 10.625)"
14-12-2022 19:55:38.018954,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 9.466666666666667)","(7.0, 12.5, 10.625)"
14-12-2022 19:55:39.225512,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.0, 8.16)","(7.0, 12.5, 12.166666666666666)"
14-12-2022 19:55:40.415325,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.0, 6.6000000000000005)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 8.8, 10.575)","(7.0, 13.0, 11.5)"
14-12-2022 19:55:41.548981,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 6.720000000000001)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 11.0, 9.6)","(7.0, 12.5, 11.5)"
14-12-2022 19:55:42.636438,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 6.720000000000001)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.742857142857143)","(7.0, 10.5, 9.6)","(7.0, 12.5, 11.5)"
14-12-2022 19:55:43.776141,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 6.720000000000001)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.5, 9.9)","(7.0, 12.5, 10.863636363636363)"
14-12-2022 19:55:44.962462,"(13.0, 23.0, 22.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 7.093333333333334)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.5, 9.9)","(7.0, 12.5, 10.863636363636363)"
14-12-2022 19:55:46.139153,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 7.093333333333334)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.5, 9.9)","(7.0, 12.5, 10.863636363636363)"
14-12-2022 19:55:47.407849,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 7.142857142857143)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.5, 9.9)","(7.0, 12.5, 11.3)"
14-12-2022 19:55:48.575425,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 7.142857142857143)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.0, 10.5, 9.9)","(7.0, 12.5, 11.3)"
14-12-2022 19:55:49.690352,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 7.142857142857143)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.5, 10.16)","(7.0, 12.5, 11.3)"
14-12-2022 19:55:50.824120,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 7.142857142857143)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.5, 10.16)","(7.0, 12.5, 11.3)"
14-12-2022 19:55:52.041753,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 7.142857142857143)","(5.5, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.0, 10.5, 9.9)","(7.0, 12.5, 11.3)"
14-12-2022 19:55:53.241325,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.76)","(7.5, 10.5, 10.071428571428571)","(7.0, 12.5, 11.3)"
14-12-2022 19:55:54.519836,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.8, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.0, 4.742857142857143)","(7.5, 10.5, 10.071428571428571)","(7.0, 12.5, 11.3)"
14-12-2022 19:55:55.871887,"(13.0, 23.0, 20.0)","(31.0, 36.0, 32.0)","(4.8, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.5, 10.5, 9.9)","(7.0, 12.5, 11.3)"
14-12-2022 19:55:57.255829,"(13.0, 23.0, 20.0)","(31.0, 36.0, 32.0)","(4.8, 7.2, 7.142857142857143)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.742857142857143)","(7.5, 10.5, 10.128571428571428)","(7.0, 12.5, 11.0)"
14-12-2022 19:55:58.556181,"(13.0, 23.0, 20.0)","(31.0, 36.0, 32.0)","(4.8, 7.2, 7.142857142857143)","(5.0, 7.0, 6.68)","(6.5, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.6, 5.1, 4.76)","(7.5, 10.5, 10.128571428571428)","(7.0, 12.5, 11.0)"
14-12-2022 19:55:59.806060,"(13.0, 23.0, 20.0)","(31.0, 36.0, 36.4)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.68)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 10.21111111111111)","(7.0, 12.5, 10.475000000000001)"
14-12-2022 19:56:01.098070,"(13.0, 23.0, 20.0)","(31.0, 38.0, 34.0)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.68)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 10.128571428571428)","(7.0, 12.5, 11.0)"
14-12-2022 19:56:02.396659,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.68)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 10.21111111111111)","(7.0, 12.5, 11.0)"
14-12-2022 19:56:03.646304,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 10.21111111111111)","(7.0, 12.5, 11.0)"
14-12-2022 19:56:04.871237,"(13.0, 23.0, 20.0)","(31.0, 36.0, 36.4)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 10.128571428571428)","(7.0, 12.5, 10.475000000000001)"
14-12-2022 19:56:06.043253,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.4)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 10.21111111111111)","(7.0, 12.5, 11.0)"
14-12-2022 19:56:07.202740,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 10.128571428571428)","(7.0, 12.5, 11.0)"
14-12-2022 19:56:08.395618,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 9.958333333333332)","(7.0, 12.5, 11.0)"
14-12-2022 19:56:09.619913,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.0)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 9.958333333333332)","(7.0, 12.5, 10.625)"
14-12-2022 19:56:10.872398,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.5)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 9.85)","(7.0, 12.5, 11.0)"
14-12-2022 19:56:12.144624,"(13.0, 23.0, 20.0)","(31.0, 36.0, 34.5)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 9.958333333333332)","(7.0, 12.0, 10.366666666666667)"
14-12-2022 19:56:13.389572,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.8)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 9.85)","(7.0, 11.5, 10.75)"
14-12-2022 19:56:14.570209,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.8)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 9.958333333333332)","(7.0, 11.5, 10.75)"
14-12-2022 19:56:15.807894,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.8)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 9.958333333333332)","(7.0, 11.5, 10.75)"
14-12-2022 19:56:17.071665,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.8)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 9.85)","(7.0, 11.5, 10.366666666666667)"
14-12-2022 19:56:18.396478,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.8)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 9.958333333333332)","(7.0, 11.5, 10.714285714285714)"
14-12-2022 19:56:19.674711,"(13.0, 23.0, 20.0)","(31.0, 38.0, 36.8)","(4.6, 7.2, 7.142857142857143)","(5.0, 7.0, 6.418181818181818)","(7.0, 8.0, 7.571428571428572)","(10.0, 15.0, 14.2)","(3.7, 5.0, 4.76)","(7.5, 10.5, 9.85)","(7.0, 12.5, 11.0)"
