,Responder,Krystal Bale,Edi Bale,Deep Purple,Pest Management,Kippy Bale,Daimler Bale,Lets Embrace
12-01-2023 18:25:03.153259,"(1.6, 1.74, 1.7392857142857143)","(18.0, 24.0, 22.88888888888889)","(17.0, 44.0, 41.5)","(41.0, 130.0, 110.0)","(4.8, 8.2, 8.152)","(5.5, 10.0, 9.86046511627907)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:04.476862,"(1.6, 1.74, 1.7392857142857143)","(18.0, 24.0, 22.88888888888889)","(17.0, 44.0, 41.5)","(41.0, 130.0, 110.0)","(4.8, 8.2, 8.152)","(5.5, 10.0, 9.86046511627907)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:05.727175,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.86046511627907)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:06.970489,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.86046511627907)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:08.245916,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.86046511627907)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:09.441033,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.86046511627907)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:10.716000,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.86046511627907)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:12.043581,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.86046511627907)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:13.400521,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.86046511627907)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:14.761805,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.86046511627907)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:16.022118,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.754545454545454)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:17.335890,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.040000000000001)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:18.672024,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 9.040000000000001)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:19.934153,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:21.105996,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:22.357036,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:23.626740,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:24.877760,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:26.075581,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:27.301330,"(1.5, 1.74, 1.7392857142857143)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 120.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:28.557713,"(1.5, 1.74, 1.7393846153846153)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.5)","(51.0, 120.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:29.801913,"(1.5, 1.74, 1.7393846153846153)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 31.333333333333332)","(51.0, 120.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:31.015285,"(1.5, 1.74, 1.7393846153846153)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 40.83333333333333)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:32.292969,"(1.5, 1.74, 1.7393846153846153)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 40.83333333333333)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:33.553577,"(1.5, 1.74, 1.7393846153846153)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.76470588235294)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:34.828153,"(1.5, 1.74, 1.7393846153846153)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.76470588235294)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:36.080092,"(1.5, 1.74, 1.7393846153846153)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.76470588235294)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:37.308055,"(1.5, 1.74, 1.7393846153846153)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.76470588235294)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.8)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:38.628696,"(1.5, 1.74, 1.7393846153846153)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.76470588235294)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 10.0, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:39.878482,"(1.5, 1.74, 1.737)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.76470588235294)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:41.100201,"(1.5, 1.74, 1.737)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.76470588235294)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:42.334373,"(1.5, 1.74, 1.737)","(19.0, 24.0, 22.88888888888889)","(19.0, 44.0, 41.76470588235294)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:43.702779,"(1.5, 1.74, 1.737)","(19.0, 24.0, 21.916666666666668)","(19.0, 44.0, 41.76470588235294)","(51.0, 130.0, 104.28571428571429)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.333333333333336)"
12-01-2023 18:25:45.153259,"(1.5, 1.74, 1.7292857142857143)","(19.0, 24.0, 22.333333333333332)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:46.410837,"(1.5, 1.74, 1.7292857142857143)","(19.0, 24.0, 22.333333333333332)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:47.766062,"(1.5, 1.74, 1.7292857142857143)","(19.0, 24.0, 22.333333333333332)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:49.133290,"(1.5, 1.74, 1.7292857142857143)","(19.0, 24.0, 22.333333333333332)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:50.369911,"(1.5, 1.74, 1.7292857142857143)","(19.0, 24.0, 22.333333333333332)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:51.611722,"(1.5, 1.74, 1.7292857142857143)","(19.0, 24.0, 22.333333333333332)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:52.879607,"(1.5, 1.74, 1.7263636363636363)","(19.0, 24.0, 22.333333333333332)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:54.238692,"(1.5, 1.74, 1.7263636363636363)","(19.0, 24.0, 21.916666666666668)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:55.515460,"(1.5, 1.74, 1.7263636363636363)","(19.0, 24.0, 21.916666666666668)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:56.792837,"(1.5, 1.74, 1.7263636363636363)","(19.0, 24.0, 21.916666666666668)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:58.101903,"(1.5, 1.74, 1.7263636363636363)","(19.0, 24.0, 21.916666666666668)","(19.0, 44.0, 41.888888888888886)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:25:59.448064,"(1.5, 1.74, 1.7263636363636363)","(19.0, 24.0, 21.916666666666668)","(19.0, 44.0, 42.0)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:26:00.731861,"(1.5, 1.74, 1.7263636363636363)","(19.0, 24.0, 21.916666666666668)","(19.0, 44.0, 42.0)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:26:01.971571,"(1.5, 1.74, 1.7263636363636363)","(19.0, 24.0, 21.916666666666668)","(19.0, 44.0, 42.0)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.152)","(5.5, 9.8, 8.68)","(10.0, 26.0, 25.416666666666668)","(21.0, 50.0, 48.46153846153847)"
12-01-2023 18:26:03.312186,"(1.5, 1.72, 1.7393442622950819)","(19.0, 24.0, 21.5)","(19.0, 44.0, 33.0)","(51.0, 130.0, 104.28571428571429)","(5.0, 8.2, 8.0125)","(5.5, 9.8, 8.654545454545454)","(10.0, 26.0, 25.416666666666668)","(21.0, 48.0, 44.82352941176471)"
12-01-2023 18:26:04.623389,"(1.5, 1.74, 1.7454545454545454)","(19.0, 24.0, 21.058823529411764)","(19.0, 40.0, 28.0)","(51.0, 130.0, 110.0)","(5.0, 8.2, 8.006451612903225)","(5.5, 9.8, 8.654545454545454)","(10.0, 26.0, 22.5)","(21.0, 48.0, 48.57142857142857)"
12-01-2023 18:26:06.031492,"(1.5, 1.75, 1.74)","(19.0, 24.0, 21.058823529411764)","(19.0, 40.0, 33.0)","(51.0, 130.0, 110.0)","(5.0, 8.2, 7.891428571428571)","(5.5, 9.8, 8.96)","(10.0, 26.0, 22.5)","(21.0, 50.0, 46.8)"
12-01-2023 18:26:07.582537,"(1.5, 1.75, 1.74)","(19.0, 24.0, 21.5)","(19.0, 40.0, 33.0)","(51.0, 130.0, 105.0)","(5.0, 8.2, 8.006451612903225)","(5.5, 9.8, 9.5)","(10.0, 26.0, 22.5)","(21.0, 48.0, 45.55555555555556)"
12-01-2023 18:26:09.036007,"(1.5, 1.75, 1.74)","(19.0, 24.0, 21.5)","(19.0, 40.0, 33.0)","(51.0, 130.0, 108.57142857142857)","(5.0, 8.2, 8.006451612903225)","(5.5, 9.8, 9.520000000000001)","(10.0, 26.0, 22.5)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:10.631518,"(1.5, 1.75, 1.74)","(19.0, 24.0, 22.88888888888889)","(19.0, 40.0, 33.0)","(51.0, 130.0, 108.57142857142857)","(5.0, 8.2, 8.006451612903225)","(5.5, 9.8, 9.520000000000001)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:12.007891,"(1.5, 1.75, 1.74)","(19.0, 24.0, 21.5)","(19.0, 40.0, 33.0)","(51.0, 130.0, 108.57142857142857)","(5.0, 8.2, 8.006451612903225)","(5.5, 9.8, 9.520000000000001)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:13.455551,"(1.5, 1.75, 1.74)","(19.0, 24.0, 21.5)","(19.0, 40.0, 33.0)","(51.0, 130.0, 103.63636363636364)","(5.0, 8.2, 7.891428571428571)","(5.5, 9.8, 9.24848484848485)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:14.606312,"(1.5, 1.75, 1.74)","(19.0, 24.0, 21.5)","(19.0, 40.0, 33.0)","(51.0, 140.0, 115.0)","(5.0, 8.2, 7.891428571428571)","(5.5, 9.8, 9.4)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:15.821766,"(1.5, 1.75, 1.74)","(19.0, 24.0, 21.5)","(19.0, 40.0, 33.0)","(51.0, 130.0, 108.57142857142857)","(5.0, 8.2, 8.006451612903225)","(5.5, 9.6, 9.288888888888888)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:17.097636,"(1.5, 1.75, 1.74)","(19.0, 24.0, 21.5)","(19.0, 40.0, 33.0)","(51.0, 130.0, 108.57142857142857)","(5.0, 8.2, 8.006451612903225)","(5.5, 9.6, 9.227586206896552)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:18.474183,"(1.5, 1.75, 1.74)","(19.0, 24.0, 21.5)","(19.0, 40.0, 33.0)","(51.0, 130.0, 112.0)","(5.0, 8.2, 7.891428571428571)","(5.5, 9.6, 9.542857142857143)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:19.764768,"(1.5, 1.75, 1.74)","(19.0, 24.0, 22.88888888888889)","(19.0, 40.0, 33.0)","(51.0, 130.0, 106.66666666666667)","(5.0, 8.2, 8.006451612903225)","(5.5, 9.6, 9.408)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:21.119027,"(1.5, 1.75, 1.74)","(19.0, 24.0, 21.5)","(19.0, 40.0, 33.0)","(51.0, 120.0, 106.66666666666667)","(5.0, 8.2, 8.006451612903225)","(5.5, 9.6, 9.408)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:22.382751,"(1.5, 1.75, 1.74)","(19.0, 24.0, 20.842105263157894)","(19.0, 40.0, 38.833333333333336)","(51.0, 130.0, 106.0)","(5.0, 8.2, 8.006451612903225)","(5.5, 9.6, 9.408)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:23.720059,"(1.5, 1.75, 1.74)","(19.0, 24.0, 20.842105263157894)","(19.0, 40.0, 39.3)","(51.0, 130.0, 105.0)","(5.0, 8.2, 7.693333333333333)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.583333333333336)","(21.0, 50.0, 45.55555555555556)"
12-01-2023 18:26:24.867317,"(1.5, 1.75, 1.74)","(19.0, 24.0, 20.842105263157894)","(19.0, 40.0, 39.3)","(51.0, 140.0, 103.63636363636364)","(5.0, 8.2, 7.693333333333333)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.772727272727273)","(21.0, 50.0, 40.0)"
12-01-2023 18:26:26.100934,"(1.5, 1.75, 1.74)","(19.0, 24.0, 20.842105263157894)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 103.63636363636364)","(5.0, 8.2, 7.693333333333333)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.772727272727273)","(21.0, 50.0, 40.0)"
12-01-2023 18:26:27.334513,"(1.5, 1.75, 1.74)","(19.0, 24.0, 20.842105263157894)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 103.63636363636364)","(5.0, 8.2, 7.693333333333333)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.772727272727273)","(21.0, 50.0, 40.0)"
12-01-2023 18:26:28.535339,"(1.5, 1.75, 1.74)","(19.0, 24.0, 20.842105263157894)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 103.63636363636364)","(5.0, 8.2, 7.896551724137931)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.772727272727273)","(21.0, 50.0, 43.26315789473684)"
12-01-2023 18:26:29.782952,"(1.5, 1.75, 1.73)","(19.0, 24.0, 20.842105263157894)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 103.63636363636364)","(5.0, 8.0, 7.684210526315789)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.772727272727273)","(21.0, 48.0, 41.2)"
12-01-2023 18:26:31.026969,"(1.5, 1.75, 1.7358823529411764)","(19.0, 24.0, 20.458333333333332)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 103.63636363636364)","(5.0, 8.0, 7.541666666666667)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.772727272727273)","(21.0, 46.0, 41.2)"
12-01-2023 18:26:32.375367,"(1.5, 1.75, 1.7358823529411764)","(19.0, 24.0, 20.4)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 103.63636363636364)","(5.0, 8.0, 7.521739130434782)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.772727272727273)","(21.0, 46.0, 36.285714285714285)"
12-01-2023 18:26:33.483113,"(1.5, 1.75, 1.7358823529411764)","(19.0, 24.0, 20.4)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 103.63636363636364)","(5.0, 8.0, 7.521739130434782)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.772727272727273)","(21.0, 46.0, 36.285714285714285)"
12-01-2023 18:26:34.747182,"(1.5, 1.75, 1.7358823529411764)","(19.0, 24.0, 20.4)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 103.63636363636364)","(5.0, 8.0, 7.521739130434782)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.772727272727273)","(21.0, 46.0, 36.285714285714285)"
12-01-2023 18:26:36.073387,"(1.5, 1.75, 1.7358823529411764)","(19.0, 24.0, 20.75)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 106.66666666666667)","(5.0, 8.0, 7.521739130434782)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.772727272727273)","(21.0, 46.0, 36.285714285714285)"
12-01-2023 18:26:37.282284,"(1.5, 1.75, 1.7358823529411764)","(19.0, 24.0, 20.75)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 106.66666666666667)","(5.0, 8.0, 7.521739130434782)","(5.5, 9.6, 9.462857142857143)","(10.0, 24.0, 23.59090909090909)","(21.0, 46.0, 36.285714285714285)"
12-01-2023 18:26:38.589818,"(1.5, 1.75, 1.7358823529411764)","(19.0, 24.0, 20.75)","(19.0, 40.0, 39.51724137931035)","(51.0, 140.0, 105.71428571428571)","(5.0, 8.0, 7.521739130434782)","(5.5, 9.6, 9.466666666666667)","(10.0, 24.0, 23.08695652173913)","(21.0, 46.0, 37.333333333333336)"
12-01-2023 18:26:39.806354,"(1.5, 1.75, 1.7358823529411764)","(19.0, 24.0, 21.545454545454547)","(19.0, 40.0, 39.53333333333333)","(51.0, 140.0, 115.0)","(5.0, 8.0, 7.521739130434782)","(5.5, 9.6, 9.466666666666667)","(10.0, 25.0, 23.08695652173913)","(21.0, 44.0, 41.0)"
12-01-2023 18:26:41.020012,"(1.5, 1.75, 1.7358823529411764)","(19.0, 23.0, 21.545454545454547)","(19.0, 40.0, 39.53333333333333)","(51.0, 130.0, 120.0)","(5.0, 8.0, 7.521739130434782)","(5.5, 9.6, 9.336585365853658)","(10.0, 25.0, 23.08695652173913)","(21.0, 42.0, 41.0)"
12-01-2023 18:26:42.179540,"(1.5, 1.75, 1.7358823529411764)","(19.0, 23.0, 21.545454545454547)","(19.0, 40.0, 39.53333333333333)","(51.0, 130.0, 113.33333333333333)","(5.0, 8.0, 7.36923076923077)","(5.5, 9.6, 9.466666666666667)","(10.0, 25.0, 23.53333333333333)","(21.0, 42.0, 41.0)"
12-01-2023 18:26:43.211655,"(1.5, 1.75, 1.7358823529411764)","(19.0, 23.0, 20.75)","(19.0, 40.0, 39.53333333333333)","(51.0, 140.0, 113.33333333333333)","(5.0, 8.0, 7.36923076923077)","(5.5, 9.6, 9.466666666666667)","(10.0, 25.0, 23.53333333333333)","(21.0, 42.0, 41.0)"
12-01-2023 18:26:44.346560,"(1.5, 1.75, 1.7358823529411764)","(19.0, 23.0, 20.75)","(19.0, 40.0, 39.53333333333333)","(51.0, 140.0, 113.33333333333333)","(5.0, 8.0, 7.363636363636363)","(5.5, 9.6, 9.466666666666667)","(10.0, 25.0, 23.53333333333333)","(21.0, 42.0, 41.0)"
12-01-2023 18:26:45.535315,"(1.5, 1.75, 1.7358823529411764)","(19.0, 23.0, 20.75)","(19.0, 40.0, 39.53333333333333)","(51.0, 140.0, 113.33333333333333)","(5.0, 8.0, 7.363636363636363)","(5.5, 9.6, 9.466666666666667)","(10.0, 25.0, 23.53333333333333)","(21.0, 42.0, 36.285714285714285)"
12-01-2023 18:26:46.675664,"(1.5, 1.75, 1.7358823529411764)","(19.0, 23.0, 20.333333333333332)","(19.0, 40.0, 39.53333333333333)","(51.0, 140.0, 113.33333333333333)","(5.0, 8.0, 7.363636363636363)","(5.5, 9.6, 9.466666666666667)","(10.0, 25.0, 23.53333333333333)","(21.0, 42.0, 36.0)"
12-01-2023 18:26:47.816188,"(1.5, 1.75, 1.7358823529411764)","(19.0, 23.0, 20.333333333333332)","(19.0, 40.0, 39.53333333333333)","(51.0, 140.0, 113.33333333333333)","(5.0, 8.0, 7.363636363636363)","(5.5, 9.6, 9.466666666666667)","(10.0, 25.0, 23.53333333333333)","(21.0, 42.0, 36.0)"
