,Sweet Succulent,Sebon Toe Less,Club Supreme,Red Tides,Zing Zang Lass,Princess Storm,Molly Palms,Slam Dunker
07-01-2023 10:31:31.670930,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.716666666666667)","(18.0, 55.0, 30.625)","(10.0, 22.0, 16.25)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 20.0, 18.57142857142857)"
07-01-2023 10:31:32.749443,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.716666666666667)","(18.0, 55.0, 30.625)","(10.0, 22.0, 16.25)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 20.0, 18.57142857142857)"
07-01-2023 10:31:33.743953,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.716666666666667)","(18.0, 55.0, 30.625)","(10.0, 22.0, 16.25)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 20.0, 18.57142857142857)"
07-01-2023 10:31:34.884094,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.716666666666667)","(18.0, 55.0, 30.625)","(10.0, 22.0, 16.25)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 20.0, 18.57142857142857)"
07-01-2023 10:31:35.969343,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.716666666666667)","(18.0, 55.0, 30.625)","(10.0, 22.0, 16.25)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 20.0, 18.57142857142857)"
07-01-2023 10:31:36.977353,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.716666666666667)","(18.0, 55.0, 30.625)","(10.0, 22.0, 16.25)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 20.0, 18.57142857142857)"
07-01-2023 10:31:38.191704,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.716666666666667)","(18.0, 55.0, 30.625)","(10.0, 22.0, 16.25)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 20.0, 18.57142857142857)"
07-01-2023 10:31:39.493221,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.716666666666667)","(18.0, 55.0, 30.625)","(10.0, 22.0, 16.25)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 20.0, 18.57142857142857)"
07-01-2023 10:31:40.656027,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.716666666666667)","(18.0, 55.0, 30.625)","(10.0, 22.0, 16.25)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 20.0, 18.57142857142857)"
07-01-2023 10:31:41.872681,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.716666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 22.0, 17.066666666666666)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 20.0, 13.428571428571429)"
07-01-2023 10:31:43.600950,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.2, 4.783333333333333)","(18.0, 55.0, 26.636363636363637)","(10.0, 18.0, 15.95)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 14.0, 13.428571428571429)"
07-01-2023 10:31:44.984600,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.783333333333333)","(18.0, 55.0, 26.636363636363637)","(10.0, 18.0, 16.52)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 14.0, 13.428571428571429)"
07-01-2023 10:31:46.471352,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.783333333333333)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 17.333333333333332)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 14.0, 13.428571428571429)"
07-01-2023 10:31:48.106070,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.783333333333333)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 18.666666666666668)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 14.0, 13.428571428571429)"
07-01-2023 10:31:49.755787,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.783333333333333)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 18.666666666666668)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 14.0, 13.428571428571429)"
07-01-2023 10:31:51.165844,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.783333333333333)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 18.666666666666668)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 14.0, 13.428571428571429)"
07-01-2023 10:31:52.578148,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.783333333333333)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 18.666666666666668)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 14.0, 14.714285714285715)"
07-01-2023 10:31:53.748987,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.699999999999999)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 18.64)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 15.5, 14.714285714285715)"
07-01-2023 10:31:55.002696,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.699999999999999)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 18.355555555555554)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 15.5, 14.714285714285715)"
07-01-2023 10:31:56.316317,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.699999999999999)","(18.0, 55.0, 26.636363636363637)","(10.0, 19.5, 18.355555555555554)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 15.5, 14.714285714285715)"
07-01-2023 10:31:57.609537,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.766666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 19.5, 18.355555555555554)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 15.5, 14.714285714285715)"
07-01-2023 10:31:58.922891,"(6.0, 10.5, 6.824999999999999)","(3.9, 5.3, 4.766666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 19.5, 18.64)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 15.5, 19.0)"
07-01-2023 10:32:00.217850,"(6.0, 9.2, 7.76)","(3.9, 5.3, 4.766666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 18.64)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.0)"
07-01-2023 10:32:01.502578,"(6.0, 9.2, 7.76)","(3.9, 5.3, 4.766666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 18.64)","(6.0, 11.0, 9.092)","(4.0, 6.6, 4.4399999999999995)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.0)"
07-01-2023 10:32:02.816747,"(6.0, 9.2, 7.76)","(3.9, 5.3, 4.766666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 17.133333333333333)","(6.0, 11.0, 9.092)","(4.0, 7.0, 4.52)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.166666666666668)"
07-01-2023 10:32:04.193499,"(6.0, 9.2, 7.76)","(3.9, 5.3, 4.766666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 17.133333333333333)","(6.0, 11.0, 9.092)","(4.0, 7.0, 5.833333333333333)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.166666666666668)"
07-01-2023 10:32:05.453010,"(6.0, 9.2, 7.76)","(3.9, 5.3, 4.766666666666667)","(18.0, 55.0, 25.272727272727273)","(10.0, 21.0, 17.133333333333333)","(6.0, 11.0, 9.092)","(4.0, 6.8, 5.833333333333333)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.857142857142858)"
07-01-2023 10:32:06.767479,"(6.0, 9.2, 7.8)","(3.9, 5.3, 4.2)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 16.44)","(6.0, 11.0, 9.092)","(4.0, 6.8, 5.833333333333333)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.857142857142858)"
07-01-2023 10:32:08.110541,"(6.0, 9.2, 7.8)","(3.9, 5.2, 4.2)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 14.0)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.857142857142858)"
07-01-2023 10:32:09.343807,"(6.0, 9.2, 8.63076923076923)","(3.9, 5.1, 4.633333333333333)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 14.0)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 12.133333333333333)"
07-01-2023 10:32:10.606820,"(6.0, 9.2, 7.76)","(3.9, 5.1, 4.633333333333333)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 14.0)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.381818181818183)"
07-01-2023 10:32:11.941137,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 14.0)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.2)"
07-01-2023 10:32:13.177611,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 15.866666666666667)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.2)"
07-01-2023 10:32:14.357481,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 15.866666666666667)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.2)"
07-01-2023 10:32:15.581382,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 15.866666666666667)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.2)"
07-01-2023 10:32:16.829788,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 15.866666666666667)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.2)"
07-01-2023 10:32:18.247693,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 15.866666666666667)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.2)"
07-01-2023 10:32:19.612185,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 15.866666666666667)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.2)"
07-01-2023 10:32:20.974180,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 15.866666666666667)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.2)"
07-01-2023 10:32:22.525692,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 15.866666666666667)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.2)"
07-01-2023 10:32:24.024240,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 15.866666666666667)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.2)"
07-01-2023 10:32:25.592043,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 16.0)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 16.48)"
07-01-2023 10:32:26.953248,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 16.0)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 16.64)"
07-01-2023 10:32:28.287865,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 16.0)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 16.64)"
07-01-2023 10:32:29.554038,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.954545454545455)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.228571428571428)"
07-01-2023 10:32:30.886339,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.954545454545455)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.228571428571428)"
07-01-2023 10:32:32.188805,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.954545454545455)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 16.8)"
07-01-2023 10:32:33.420786,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 13.872727272727273)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.527272727272727)"
07-01-2023 10:32:34.736974,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 13.872727272727273)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.66)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.527272727272727)"
07-01-2023 10:32:36.110357,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 13.872727272727273)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.281818181818181)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.527272727272727)"
07-01-2023 10:32:37.508838,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.318181818181818)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.527272727272727)"
07-01-2023 10:32:38.903286,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.318181818181818)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.527272727272727)"
07-01-2023 10:32:40.304607,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.318181818181818)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.527272727272727)"
07-01-2023 10:32:41.660148,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.318181818181818)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.36)"
07-01-2023 10:32:42.915768,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.318181818181818)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.36)"
07-01-2023 10:32:44.222577,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.318181818181818)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.36)"
07-01-2023 10:32:45.455349,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.318181818181818)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.8)"
07-01-2023 10:32:46.703261,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.318181818181818)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.8)"
07-01-2023 10:32:48.066438,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.318181818181818)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.04)"
07-01-2023 10:32:49.372459,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.954545454545455)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.04)"
07-01-2023 10:32:50.602585,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.954545454545455)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 16.72)"
07-01-2023 10:32:51.824719,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 48.0, 24.727272727272727)","(10.0, 21.0, 14.954545454545455)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 16.72)"
07-01-2023 10:32:53.142025,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 14.954545454545455)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 20.0)"
07-01-2023 10:32:54.311471,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 14.954545454545455)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.8)"
07-01-2023 10:32:55.584590,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 16.25)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.04)"
07-01-2023 10:32:56.854782,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 16.25)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.04)"
07-01-2023 10:32:58.042003,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 16.25)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.2)"
07-01-2023 10:32:59.333654,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 16.25)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.8)"
07-01-2023 10:33:00.861399,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 16.25)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.8)"
07-01-2023 10:33:02.162066,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 16.25)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.04)"
07-01-2023 10:33:03.412272,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 16.25)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.324999999999999)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.8)"
07-01-2023 10:33:04.806167,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 16.25)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.866666666666666)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 17.04)"
07-01-2023 10:33:06.099679,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 16.25)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.72)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.0)"
07-01-2023 10:33:07.442139,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 16.25)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.72)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.0)"
07-01-2023 10:33:08.805726,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 15.272727272727273)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.72)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.0)"
07-01-2023 10:33:09.991925,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 15.05)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.72)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.0)"
07-01-2023 10:33:11.204790,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 15.05)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.72)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.75)"
07-01-2023 10:33:12.464586,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 26.636363636363637)","(10.0, 21.0, 15.05)","(6.0, 11.0, 7.1)","(4.0, 6.8, 5.72)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 18.75)"
07-01-2023 10:33:13.625151,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 55.0, 25.272727272727273)","(10.0, 21.0, 15.05)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.22)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 12.133333333333333)"
07-01-2023 10:33:14.958534,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 16.75)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.22)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.566666666666666)"
07-01-2023 10:33:16.248621,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 16.75)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.22)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.418181818181818)"
07-01-2023 10:33:17.387541,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 16.75)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.22)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.418181818181818)"
07-01-2023 10:33:18.676636,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 16.75)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.22)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.418181818181818)"
07-01-2023 10:33:19.958673,"(6.0, 9.2, 7.72)","(3.9, 5.3, 4.126666666666667)","(18.0, 50.0, 25.272727272727273)","(10.0, 21.0, 16.75)","(6.0, 11.0, 7.1)","(4.0, 6.8, 6.22)","(6.0, 9.2, 8.81111111111111)","(7.0, 22.0, 19.418181818181818)"
