,Rippa Buddy,Far Too Tempting,Tsegay,And Then,Bloomin Crafty
04-01-2023 12:48:35.159074,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:36.063062,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:36.937098,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:37.840448,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:39.032210,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:39.996337,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:40.869069,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:41.750417,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:42.725032,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:43.634497,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:44.541005,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:45.429904,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:46.320356,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:47.206478,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:48.039038,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:48.976967,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:49.986458,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:50.954304,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:51.743979,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:52.594797,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:53.537274,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:54.521428,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.690909090909091)"
04-01-2023 12:48:55.607747,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.9565217391304355)"
04-01-2023 12:48:56.526899,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.9565217391304355)"
04-01-2023 12:48:57.374847,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:48:58.242731,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:48:59.124061,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:00.232792,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:01.370104,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:02.337371,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:03.243411,"(10.0, 13.0, 12.625)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:04.289051,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:05.303748,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:06.306068,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:07.316166,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:08.178882,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:09.060424,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.92)"
04-01-2023 12:49:09.962639,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:10.848726,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:11.735082,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:12.644233,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:13.671329,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:14.698154,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:15.482090,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:16.463512,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:17.493439,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:18.573657,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:19.515423,"(10.0, 13.0, 12.785714285714286)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:20.544282,"(10.0, 13.0, 12.5)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:21.469876,"(10.0, 13.0, 12.375)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:22.521555,"(10.0, 13.0, 12.375)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:23.498324,"(10.0, 13.0, 12.375)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:24.431782,"(10.0, 13.0, 12.375)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:25.362977,"(10.0, 13.0, 12.375)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:26.310021,"(10.0, 13.0, 12.375)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:27.259500,"(10.0, 13.5, 13.018518518518519)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:28.204718,"(10.0, 13.5, 13.018518518518519)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:29.107072,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.82875)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:29.909064,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.7984615384615386)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:30.883153,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.7984615384615386)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:31.920043,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.7984615384615386)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 9.600000000000001)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:32.948627,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.7984615384615386)","(19.0, 38.0, 30.857142857142858)","(6.5, 9.8, 10.466666666666667)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:33.786024,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.8072727272727274)","(19.0, 38.0, 32.0)","(6.5, 11.5, 10.466666666666667)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:34.655389,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.8072727272727274)","(19.0, 38.0, 32.0)","(6.5, 11.0, 10.35)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:35.661556,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.8072727272727274)","(19.0, 38.0, 32.0)","(6.5, 11.0, 10.133333333333333)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:36.626760,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.8072727272727274)","(19.0, 38.0, 32.0)","(6.5, 11.0, 9.514285714285714)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:37.501344,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 11.0, 9.514285714285714)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:38.380481,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 10.5, 9.66)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:39.340556,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 11.0, 9.6)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:40.257346,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 10.0, 9.6)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:41.117972,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 10.0, 9.6)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:41.976711,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 10.0, 9.741176470588236)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:42.827636,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.514285714285714)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:43.791091,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.514285714285714)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:44.740968,"(10.0, 13.5, 12.98)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.514285714285714)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:45.628445,"(10.0, 13.5, 13.051724137931034)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.514285714285714)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:46.493002,"(10.0, 13.5, 13.051724137931034)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:47.378452,"(10.0, 13.5, 13.205882352941176)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:48.285532,"(10.0, 18.0, 16.9)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:49.131701,"(10.0, 17.5, 16.52173913043478)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:50.050827,"(10.0, 17.0, 16.142857142857142)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:50.909108,"(10.0, 17.0, 14.6)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:51.767531,"(10.0, 17.0, 14.6)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:52.624966,"(10.0, 17.0, 14.6)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:53.486284,"(10.0, 17.0, 14.6)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:54.345608,"(10.0, 17.0, 14.142857142857142)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:55.263116,"(10.0, 17.0, 14.142857142857142)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:56.172762,"(10.0, 17.0, 14.142857142857142)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:57.005196,"(10.0, 17.0, 14.142857142857142)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.791666666666667)"
04-01-2023 12:49:57.848359,"(10.0, 17.0, 14.142857142857142)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:58.734877,"(10.0, 17.0, 15.95)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:49:59.642685,"(10.0, 17.0, 15.833333333333332)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:00.411893,"(10.0, 17.0, 15.03125)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:01.247942,"(10.0, 17.0, 15.74)","(1.5, 1.84, 1.792)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:02.270715,"(10.0, 17.0, 15.74)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:03.211976,"(10.0, 17.0, 15.74)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:04.099677,"(10.0, 17.0, 15.74)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:04.918786,"(10.0, 17.0, 15.913793103448276)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:05.778970,"(10.0, 17.0, 15.913793103448276)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:06.655926,"(10.0, 17.0, 15.913793103448276)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:07.530682,"(10.0, 17.0, 15.913793103448276)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:08.399042,"(10.0, 17.0, 15.913793103448276)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:09.325815,"(10.0, 17.0, 15.913793103448276)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:10.202929,"(10.0, 17.0, 15.913793103448276)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:11.024026,"(10.0, 17.0, 15.913793103448276)","(1.5, 1.83, 1.7873333333333334)","(19.0, 38.0, 32.0)","(6.5, 9.8, 8.981818181818182)","(4.0, 5.2, 4.75)"
04-01-2023 12:50:11.872836,"(10.0, 17.0, 15.913793103448276)","(1.5, 1.75, 1.725)","(19.0, 38.0, 32.0)","(6.5, 9.8, 9.200000000000001)","(4.0, 5.2, 4.779999999999999)"
04-01-2023 12:50:12.758054,"(10.0, 17.0, 15.913793103448276)","(1.5, 1.75, 1.7280487804878049)","(19.0, 38.0, 30.5)","(6.5, 9.8, 9.200000000000001)","(4.0, 5.2, 4.85)"
04-01-2023 12:50:13.690177,"(10.0, 16.5, 16.357142857142858)","(1.5, 1.75, 1.7280487804878049)","(19.0, 50.0, 39.0)","(6.5, 9.8, 8.9)","(4.0, 5.2, 4.85)"
04-01-2023 12:50:14.582099,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.75, 1.7280487804878049)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 8.9)","(4.0, 5.2, 4.85)"
04-01-2023 12:50:15.387189,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.75, 1.7280487804878049)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 8.9)","(4.0, 5.2, 4.85)"
04-01-2023 12:50:16.226102,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.75, 1.7280487804878049)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 8.9)","(4.0, 5.2, 4.85)"
04-01-2023 12:50:17.151404,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.75, 1.7280487804878049)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 8.9)","(4.0, 5.2, 4.85)"
04-01-2023 12:50:18.010671,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.75, 1.7280487804878049)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 8.9)","(4.0, 5.2, 4.85)"
04-01-2023 12:50:18.809026,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.75, 1.7280487804878049)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 9.200000000000001)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:19.707269,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.75, 1.7280487804878049)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 9.200000000000001)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:20.649458,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.75, 1.7280487804878049)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 8.9)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:21.475715,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.72, 1.7145714285714286)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 8.9)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:22.281358,"(10.0, 16.0, 15.318181818181818)","(1.5, 1.72, 1.7145714285714286)","(19.0, 48.0, 30.857142857142858)","(6.5, 9.8, 8.6)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:23.112052,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.72, 1.7145714285714286)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 8.9)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:24.012847,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.72, 1.7145714285714286)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 9.200000000000001)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:24.832592,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.72, 1.7145714285714286)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 9.200000000000001)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:25.659613,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.72, 1.7145714285714286)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 9.200000000000001)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:26.569309,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.72, 1.7145714285714286)","(19.0, 48.0, 34.666666666666664)","(6.5, 9.8, 9.200000000000001)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:27.513613,"(10.0, 16.0, 15.423076923076923)","(1.5, 1.83, 1.8044262295081968)","(19.0, 48.0, 30.857142857142858)","(6.5, 9.8, 8.49090909090909)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:28.312172,"(10.0, 16.0, 15.117647058823529)","(1.5, 1.83, 1.8044262295081968)","(19.0, 48.0, 30.857142857142858)","(6.5, 9.8, 8.49090909090909)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:29.112114,"(10.0, 16.0, 14.875)","(1.5, 1.83, 1.802741935483871)","(19.0, 48.0, 30.857142857142858)","(6.5, 9.8, 8.49090909090909)","(4.0, 5.2, 4.975)"
04-01-2023 12:50:29.986332,"(10.0, 16.0, 14.875)","(1.5, 1.83, 1.802741935483871)","(19.0, 48.0, 30.857142857142858)","(6.5, 9.8, 8.49090909090909)","(4.0, 5.2, 4.975)"
