,Rippa Buddy,Far Too Tempting,Tsegay,And Then,Bloomin Crafty
04-01-2023 12:56:33.372222,"(10.0, 14.5, 13.075)","(1.5, 1.66, 1.6543999999999999)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.4, 5.158823529411765)"
04-01-2023 12:56:34.391183,"(10.0, 14.5, 13.075)","(1.5, 1.66, 1.6543999999999999)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.3, 5.128571428571428)"
04-01-2023 12:56:35.407175,"(10.0, 14.5, 13.075)","(1.5, 1.66, 1.6543999999999999)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:36.298598,"(10.0, 14.5, 13.075)","(1.5, 1.66, 1.652)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:37.263472,"(10.0, 14.5, 13.075)","(1.5, 1.66, 1.649230769230769)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:38.437564,"(10.0, 14.5, 13.075)","(1.5, 1.66, 1.649230769230769)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:39.919835,"(10.0, 14.5, 13.0625)","(1.5, 1.66, 1.649230769230769)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:40.905278,"(10.0, 14.5, 13.0625)","(1.5, 1.66, 1.649230769230769)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:42.034040,"(10.0, 14.5, 13.0625)","(1.5, 1.66, 1.649230769230769)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.9625)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:43.100849,"(10.0, 14.5, 13.0625)","(1.5, 1.66, 1.649230769230769)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.92)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:44.099793,"(10.0, 14.0, 13.01923076923077)","(1.5, 1.66, 1.6507865168539324)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.92)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:45.150759,"(10.0, 14.0, 13.01923076923077)","(1.5, 1.66, 1.650390625)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.92)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:46.161913,"(10.0, 14.0, 13.01923076923077)","(1.5, 1.66, 1.646774193548387)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.92)","(4.0, 5.3, 5.075)"
04-01-2023 12:56:47.142552,"(10.0, 14.0, 13.01923076923077)","(1.5, 1.66, 1.6464835164835163)","(21.0, 70.0, 65.0)","(7.0, 9.0, 8.92)","(4.0, 5.3, 5.104651162790698)"
04-01-2023 12:56:48.152662,"(10.0, 13.5, 12.9)","(1.5, 1.66, 1.6464835164835163)","(21.0, 70.0, 70.0)","(7.0, 9.0, 8.92)","(4.0, 5.5, 5.1125)"
04-01-2023 12:56:49.201419,"(10.0, 13.5, 12.75)","(1.5, 1.66, 1.645625)","(21.0, 90.0, 77.85714285714286)","(7.0, 9.0, 8.92)","(4.0, 5.5, 5.155555555555555)"
04-01-2023 12:56:50.228447,"(10.0, 13.5, 12.75)","(1.5, 1.66, 1.645)","(21.0, 85.0, 72.5)","(7.0, 9.0, 8.92)","(4.0, 5.5, 5.1899999999999995)"
04-01-2023 12:56:51.276055,"(10.0, 13.5, 12.75)","(1.5, 1.66, 1.6443181818181818)","(21.0, 85.0, 80.83333333333334)","(7.0, 9.0, 8.92)","(4.0, 5.5, 5.318181818181818)"
04-01-2023 12:56:52.341388,"(10.0, 13.5, 12.75)","(1.5, 1.66, 1.6433734939759035)","(21.0, 80.0, 65.0)","(7.0, 9.0, 8.92)","(4.0, 5.5, 5.318181818181818)"
04-01-2023 12:56:53.322861,"(10.0, 13.5, 12.75)","(1.5, 1.65, 1.6423076923076922)","(21.0, 80.0, 65.0)","(7.0, 9.0, 8.92)","(4.0, 5.5, 5.318181818181818)"
04-01-2023 12:56:54.170411,"(10.0, 13.5, 12.75)","(1.5, 1.65, 1.6364864864864863)","(21.0, 80.0, 64.0)","(7.0, 9.0, 8.92)","(4.0, 5.5, 5.3352941176470585)"
04-01-2023 12:56:55.144972,"(10.0, 13.5, 12.75)","(1.5, 1.63, 1.6251612903225807)","(21.0, 75.0, 65.0)","(7.0, 9.0, 8.92)","(4.0, 5.6, 5.38)"
04-01-2023 12:56:56.237782,"(10.0, 13.5, 12.75)","(1.5, 1.65, 1.6393548387096775)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.92)","(4.0, 5.5, 5.38)"
04-01-2023 12:56:57.238536,"(10.0, 13.5, 12.75)","(1.5, 1.65, 1.632121212121212)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.92)","(4.0, 5.5, 5.38)"
04-01-2023 12:56:58.346598,"(10.0, 13.5, 12.75)","(1.5, 1.65, 1.6325185185185185)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.963636363636363)","(4.0, 5.5, 5.414285714285715)"
04-01-2023 12:57:01.000323,"(10.0, 13.5, 12.75)","(1.5, 1.65, 1.6325185185185185)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.963636363636363)","(4.0, 5.5, 5.433333333333334)"
04-01-2023 12:57:02.253772,"(10.0, 13.5, 12.75)","(1.5, 1.65, 1.6325185185185185)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.963636363636363)","(4.0, 5.5, 5.407692307692308)"
04-01-2023 12:57:03.310817,"(10.0, 13.5, 12.75)","(1.5, 1.65, 1.6325185185185185)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.963636363636363)","(4.0, 5.5, 5.385714285714285)"
04-01-2023 12:57:04.298417,"(10.0, 13.5, 12.75)","(1.5, 1.65, 1.6325373134328358)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.963636363636363)","(4.0, 5.5, 5.385714285714285)"
04-01-2023 12:57:05.279419,"(10.0, 13.5, 13.0)","(1.5, 1.65, 1.6325373134328358)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.963636363636363)","(4.0, 5.5, 5.4)"
04-01-2023 12:57:06.285282,"(10.0, 13.5, 13.0)","(1.5, 1.65, 1.632)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.963636363636363)","(4.0, 5.5, 5.37906976744186)"
04-01-2023 12:57:07.376484,"(10.0, 13.5, 13.0)","(1.5, 1.65, 1.63)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.975)","(4.0, 5.6, 5.3149999999999995)"
04-01-2023 12:57:08.457091,"(10.0, 13.5, 13.0)","(1.5, 1.63, 1.6282474226804122)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.975)","(4.0, 5.6, 5.3149999999999995)"
04-01-2023 12:57:09.465341,"(10.0, 13.5, 13.166666666666666)","(1.5, 1.63, 1.6282474226804122)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.975)","(4.0, 5.6, 5.283333333333333)"
04-01-2023 12:57:10.461725,"(10.0, 13.5, 13.0)","(1.5, 1.65, 1.6303004291845493)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.975)","(4.0, 5.6, 5.283333333333333)"
04-01-2023 12:57:11.444090,"(10.0, 13.5, 13.0)","(1.5, 1.65, 1.6308749999999999)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.953846153846154)","(4.0, 5.6, 5.283333333333333)"
04-01-2023 12:57:12.401800,"(10.0, 13.5, 13.0)","(1.5, 1.65, 1.6308749999999999)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.953846153846154)","(4.0, 5.6, 5.283333333333333)"
04-01-2023 12:57:13.431616,"(10.0, 13.5, 13.0)","(1.5, 1.65, 1.6308749999999999)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.9625)","(4.0, 5.6, 5.3538461538461535)"
04-01-2023 12:57:14.500838,"(10.0, 13.5, 13.0)","(1.5, 1.65, 1.6308749999999999)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.9625)","(4.0, 5.6, 5.386666666666667)"
04-01-2023 12:57:15.400181,"(10.0, 13.5, 13.0)","(1.5, 1.64, 1.6333834586466165)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.9625)","(4.0, 5.6, 5.386666666666667)"
04-01-2023 12:57:16.386083,"(10.0, 13.5, 13.166666666666666)","(1.5, 1.64, 1.6333834586466165)","(21.0, 75.0, 63.75)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.6, 5.386666666666667)"
04-01-2023 12:57:17.473583,"(10.0, 13.5, 13.166666666666666)","(1.5, 1.64, 1.6329032258064515)","(21.0, 75.0, 63.57142857142857)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.6, 5.566666666666666)"
04-01-2023 12:57:18.458387,"(10.0, 13.5, 13.166666666666666)","(1.5, 1.64, 1.6329032258064515)","(21.0, 75.0, 63.57142857142857)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.6, 5.52)"
04-01-2023 12:57:19.829263,"(10.0, 13.5, 13.0)","(1.5, 1.64, 1.6329032258064515)","(21.0, 75.0, 69.44444444444444)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.7, 5.52)"
04-01-2023 12:57:22.138869,"(10.0, 13.5, 13.0)","(1.5, 1.64, 1.6329032258064515)","(21.0, 75.0, 69.44444444444444)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.7, 5.58)"
04-01-2023 12:57:23.272807,"(10.0, 13.5, 13.0)","(1.5, 1.64, 1.6329032258064515)","(21.0, 75.0, 55.0)","(7.0, 9.0, 8.577777777777778)","(4.0, 5.7, 5.58)"
04-01-2023 12:57:24.350259,"(10.0, 13.5, 12.75)","(1.5, 1.64, 1.6196923076923078)","(21.0, 75.0, 59.0)","(7.0, 8.6, 8.657142857142857)","(4.0, 5.7, 5.58)"
04-01-2023 12:57:25.445187,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6116129032258066)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.58)","(4.0, 5.7, 5.6)"
04-01-2023 12:57:26.430865,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6109302325581396)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.58)","(4.0, 5.7, 5.536363636363636)"
04-01-2023 12:57:27.395849,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6109302325581396)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.557142857142857)"
04-01-2023 12:57:28.358471,"(10.0, 13.5, 12.75)","(1.5, 1.61, 1.6089453125000002)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.557142857142857)"
04-01-2023 12:57:29.390919,"(10.0, 13.5, 12.75)","(1.5, 1.61, 1.6089453125000002)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.557142857142857)"
04-01-2023 12:57:30.370430,"(10.0, 13.5, 12.75)","(1.5, 1.61, 1.6089453125000002)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.557142857142857)"
04-01-2023 12:57:31.345913,"(10.0, 13.5, 12.75)","(1.5, 1.61, 1.6089453125000002)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.557142857142857)"
04-01-2023 12:57:32.322000,"(10.0, 13.5, 12.75)","(1.5, 1.61, 1.6089453125000002)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.570588235294117)"
04-01-2023 12:57:33.389507,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6124119241192414)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.570588235294117)"
04-01-2023 12:57:34.457226,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6124119241192414)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.570588235294117)"
04-01-2023 12:57:35.480884,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6123783783783785)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.588888888888889)"
04-01-2023 12:57:36.364807,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6124119241192414)","(21.0, 75.0, 59.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.6454545454545455)"
04-01-2023 12:57:37.343249,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6167500000000001)","(21.0, 75.0, 53.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.735294117647059)"
04-01-2023 12:57:38.432206,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6169230769230771)","(21.0, 70.0, 58.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.6454545454545455)"
04-01-2023 12:57:39.402829,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6169230769230771)","(21.0, 70.0, 58.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.6866666666666665)"
04-01-2023 12:57:40.358521,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6169230769230771)","(21.0, 60.0, 47.77777777777778)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.834693877551021)"
04-01-2023 12:57:41.482578,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.616904761904762)","(21.0, 60.0, 50.0)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.841818181818182)"
04-01-2023 12:57:42.552659,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.616904761904762)","(21.0, 55.0, 50.90909090909091)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.86842105263158)"
04-01-2023 12:57:43.730548,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.616904761904762)","(21.0, 55.0, 50.90909090909091)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.829411764705883)"
04-01-2023 12:57:44.637883,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.616904761904762)","(21.0, 55.0, 50.90909090909091)","(7.0, 9.0, 8.933333333333334)","(4.0, 5.9, 5.633333333333333)"
04-01-2023 12:57:45.606546,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.616904761904762)","(21.0, 55.0, 50.90909090909091)","(7.0, 9.0, 8.92)","(4.0, 5.9, 5.633333333333333)"
04-01-2023 12:57:46.645156,"(10.0, 13.5, 12.75)","(1.5, 1.62, 1.6169767441860465)","(21.0, 55.0, 51.25)","(7.0, 9.0, 8.7875)","(4.0, 5.9, 5.718181818181818)"
04-01-2023 12:57:47.721101,"(10.0, 13.5, 12.868421052631579)","(1.5, 1.62, 1.6154716981132076)","(21.0, 55.0, 45.25)","(7.0, 9.2, 9.139999999999999)","(4.0, 5.8, 5.609090909090909)"
04-01-2023 12:57:48.636764,"(10.0, 13.5, 12.868421052631579)","(1.5, 1.62, 1.6154716981132076)","(21.0, 55.0, 45.25)","(7.0, 9.2, 9.139999999999999)","(4.0, 5.7, 5.609090909090909)"
04-01-2023 12:57:49.442210,"(10.0, 13.5, 12.868421052631579)","(1.5, 1.62, 1.6154716981132076)","(21.0, 55.0, 50.125)","(7.0, 9.2, 9.139999999999999)","(4.0, 5.7, 5.609090909090909)"
04-01-2023 12:57:50.433483,"(10.0, 13.5, 13.3)","(1.5, 1.62, 1.6154716981132076)","(21.0, 55.0, 50.125)","(7.0, 9.2, 9.139999999999999)","(4.0, 5.7, 5.609090909090909)"
04-01-2023 12:57:51.359481,"(10.0, 13.5, 13.346153846153847)","(1.5, 1.62, 1.6154716981132076)","(21.0, 55.0, 50.125)","(7.0, 9.2, 9.139999999999999)","(4.0, 5.7, 5.609090909090909)"
04-01-2023 12:57:52.279076,"(10.0, 13.5, 13.366666666666667)","(1.5, 1.62, 1.6154716981132076)","(21.0, 55.0, 50.125)","(7.0, 9.2, 9.139999999999999)","(4.2, 5.7, 5.588888888888889)"
04-01-2023 12:57:53.177755,"(10.0, 13.5, 13.366666666666667)","(1.5, 1.64, 1.6314666666666666)","(21.0, 55.0, 50.125)","(7.0, 9.2, 9.1)","(4.2, 5.7, 5.566666666666666)"
04-01-2023 12:57:54.088471,"(10.0, 13.5, 13.366666666666667)","(1.5, 1.64, 1.6302380952380953)","(21.0, 55.0, 50.125)","(7.0, 9.2, 9.1)","(4.2, 5.7, 5.566666666666666)"
04-01-2023 12:57:54.962015,"(10.0, 13.5, 13.366666666666667)","(1.5, 1.64, 1.6302380952380953)","(21.0, 55.0, 50.125)","(7.0, 9.2, 9.1)","(4.2, 5.7, 5.566666666666666)"
04-01-2023 12:57:55.857626,"(10.0, 13.5, 13.366666666666667)","(1.5, 1.64, 1.63)","(21.0, 55.0, 47.2)","(7.0, 9.2, 9.139999999999999)","(4.2, 5.7, 5.588888888888889)"
04-01-2023 12:57:56.821201,"(10.0, 13.5, 13.366666666666667)","(1.5, 1.63, 1.628375)","(21.0, 55.0, 47.2)","(7.0, 9.2, 9.139999999999999)","(4.2, 5.7, 5.588888888888889)"
04-01-2023 12:57:57.673418,"(10.0, 13.5, 13.366666666666667)","(1.5, 1.63, 1.628375)","(21.0, 50.0, 48.36363636363636)","(7.0, 9.2, 9.133333333333333)","(4.2, 5.7, 5.5)"
04-01-2023 12:57:58.569249,"(10.0, 13.5, 13.366666666666667)","(1.5, 1.63, 1.6284242424242423)","(21.0, 50.0, 48.5)","(7.0, 9.2, 9.133333333333333)","(4.2, 5.5, 5.550000000000001)"
04-01-2023 12:57:59.556022,"(10.0, 13.5, 13.362068965517242)","(1.5, 1.64, 1.6349738219895287)","(21.0, 50.0, 48.36363636363636)","(7.0, 9.2, 9.133333333333333)","(4.2, 5.7, 5.550000000000001)"
04-01-2023 12:58:00.570900,"(10.0, 13.5, 13.362068965517242)","(1.5, 1.64, 1.6349738219895287)","(21.0, 50.0, 48.36363636363636)","(7.0, 9.2, 9.133333333333333)","(4.2, 5.7, 5.550000000000001)"
04-01-2023 12:58:01.480200,"(10.0, 13.5, 13.362068965517242)","(1.5, 1.64, 1.6349738219895287)","(21.0, 50.0, 48.36363636363636)","(7.0, 9.2, 9.133333333333333)","(4.2, 5.7, 5.550000000000001)"
04-01-2023 12:58:02.304690,"(10.0, 13.5, 13.362068965517242)","(1.5, 1.64, 1.6349738219895287)","(21.0, 50.0, 48.36363636363636)","(7.0, 9.2, 9.133333333333333)","(4.2, 5.7, 5.550000000000001)"
04-01-2023 12:58:03.264340,"(10.0, 13.5, 13.362068965517242)","(1.5, 1.64, 1.6349738219895287)","(21.0, 50.0, 64.8)","(7.0, 9.2, 8.63661971830986)","(4.2, 5.7, 5.46)"
04-01-2023 12:58:04.198038,"(10.0, 13.5, 13.362068965517242)","(1.5, 1.64, 1.6349206349206349)","(21.0, 70.0, 67.64705882352942)","(7.0, 9.0, 8.63661971830986)","(4.2, 5.7, 5.46)"
04-01-2023 12:58:05.056229,"(10.0, 13.5, 13.362068965517242)","(1.5, 1.64, 1.6349206349206349)","(21.0, 75.0, 64.42307692307692)","(7.0, 9.0, 8.617777777777777)","(4.2, 5.7, 5.631428571428572)"
04-01-2023 12:58:05.946109,"(10.0, 13.5, 13.369565217391305)","(1.5, 1.65, 1.6411499999999999)","(21.0, 70.0, 68.33333333333334)","(7.0, 9.0, 8.619047619047619)","(4.2, 5.7, 5.366666666666667)"
04-01-2023 12:58:06.762881,"(10.0, 13.5, 13.369565217391305)","(1.5, 1.65, 1.6360714285714284)","(21.0, 70.0, 68.33333333333334)","(7.0, 9.0, 8.619047619047619)","(4.2, 5.7, 5.366666666666667)"
04-01-2023 12:58:07.582638,"(10.0, 13.5, 13.447368421052632)","(1.5, 1.65, 1.6362962962962961)","(21.0, 70.0, 68.33333333333334)","(7.0, 9.0, 8.629850746268657)","(4.2, 5.7, 5.4)"
04-01-2023 12:58:08.443695,"(10.0, 13.5, 13.447368421052632)","(1.5, 1.65, 1.6395774647887322)","(21.0, 70.0, 68.82352941176471)","(7.0, 9.0, 8.612499999999999)","(4.2, 5.7, 5.5)"
04-01-2023 12:58:09.341809,"(10.0, 13.5, 13.447368421052632)","(1.5, 1.65, 1.646021505376344)","(21.0, 70.0, 68.82352941176471)","(7.0, 8.8, 8.61951219512195)","(4.2, 5.6, 5.35)"
04-01-2023 12:58:10.134834,"(10.0, 13.5, 13.447368421052632)","(1.5, 1.65, 1.6452564102564102)","(21.0, 70.0, 68.82352941176471)","(7.0, 9.0, 8.61951219512195)","(4.2, 5.6, 5.35)"
04-01-2023 12:58:11.027843,"(10.0, 13.5, 13.447368421052632)","(1.5, 1.65, 1.6452564102564102)","(21.0, 70.0, 68.82352941176471)","(7.0, 9.0, 8.672727272727272)","(4.2, 5.6, 5.394594594594595)"
04-01-2023 12:58:12.001543,"(10.0, 13.5, 13.326923076923077)","(1.5, 1.65, 1.6464423076923076)","(21.0, 70.0, 60.714285714285715)","(7.0, 8.8, 8.672727272727272)","(4.2, 5.6, 5.296)"
04-01-2023 12:58:12.976388,"(10.0, 13.5, 13.326923076923077)","(1.5, 1.65, 1.6464423076923076)","(21.0, 75.0, 60.714285714285715)","(7.0, 8.8, 8.672727272727272)","(4.2, 5.6, 5.296)"
04-01-2023 12:58:13.823017,"(10.0, 13.5, 13.265625)","(1.5, 1.65, 1.6464423076923076)","(21.0, 75.0, 65.0)","(7.0, 8.8, 8.672727272727272)","(4.2, 5.6, 5.296)"
04-01-2023 12:58:14.620063,"(10.0, 13.5, 13.333333333333334)","(1.5, 1.65, 1.6469072164948453)","(21.0, 75.0, 65.0)","(7.0, 8.8, 8.672727272727272)","(4.2, 5.6, 5.417307692307692)"
04-01-2023 12:58:15.464565,"(10.0, 13.5, 13.333333333333334)","(1.5, 1.65, 1.6464423076923076)","(21.0, 75.0, 65.0)","(7.0, 8.8, 8.672727272727272)","(4.2, 5.6, 5.407017543859649)"
04-01-2023 12:58:16.385627,"(10.0, 13.5, 13.333333333333334)","(1.5, 1.65, 1.6464423076923076)","(21.0, 75.0, 65.0)","(7.0, 8.8, 8.672727272727272)","(4.2, 5.6, 5.407017543859649)"
04-01-2023 12:58:17.256675,"(10.0, 13.5, 13.333333333333334)","(1.5, 1.65, 1.6464423076923076)","(21.0, 75.0, 65.0)","(7.0, 8.8, 8.609638554216867)","(4.2, 5.6, 5.35)"
04-01-2023 12:58:18.072744,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.66, 1.6469791666666667)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.619277108433735)","(4.2, 5.6, 5.35)"
04-01-2023 12:58:18.895970,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.66, 1.6477906976744185)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.619277108433735)","(4.2, 5.6, 5.35)"
04-01-2023 12:58:19.758889,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.66, 1.6477906976744185)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.644444444444444)","(4.2, 5.5, 5.264285714285714)"
04-01-2023 12:58:20.656691,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.66, 1.6477906976744185)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.644444444444444)","(4.2, 5.5, 5.264285714285714)"
04-01-2023 12:58:21.534773,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.66, 1.6477906976744185)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.644444444444444)","(4.2, 5.5, 5.3625)"
04-01-2023 12:58:22.401140,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.65, 1.6474444444444443)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.64102564102564)","(4.2, 5.5, 5.4125)"
04-01-2023 12:58:23.229457,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.65, 1.6474444444444443)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.64102564102564)","(4.2, 5.5, 5.4125)"
04-01-2023 12:58:24.179386,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.65, 1.6474444444444443)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.777777777777777)","(4.2, 5.5, 5.29)"
04-01-2023 12:58:25.154560,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.65, 1.6474444444444443)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.777777777777777)","(4.2, 5.5, 5.35)"
04-01-2023 12:58:26.045569,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.65, 1.6474444444444443)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.777777777777777)","(4.2, 5.5, 5.35)"
04-01-2023 12:58:26.847957,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.65, 1.6474444444444443)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.777777777777777)","(4.2, 5.5, 5.35)"
04-01-2023 12:58:27.680608,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.65, 1.6474444444444443)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.0, 8.777777777777777)","(4.2, 5.5, 5.35)"
04-01-2023 12:58:28.577974,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.65, 1.6474444444444443)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.2, 9.066666666666666)","(4.2, 5.5, 5.316666666666666)"
04-01-2023 12:58:29.450895,"(10.0, 13.0, 12.916666666666666)","(1.5, 1.66, 1.6411940298507461)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.2, 9.17142857142857)","(4.2, 5.5, 5.316666666666666)"
04-01-2023 12:58:30.324757,"(10.0, 13.5, 13.166666666666666)","(1.5, 1.64, 1.6361445783132529)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.4, 9.3)","(4.2, 5.5, 5.35)"
04-01-2023 12:58:31.231026,"(10.0, 13.5, 13.055555555555555)","(1.5, 1.65, 1.6437931034482758)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.4, 9.145454545454546)","(4.2, 5.5, 5.29)"
04-01-2023 12:58:32.029793,"(10.0, 13.5, 12.954545454545455)","(1.5, 1.65, 1.6433333333333333)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.4, 9.145454545454546)","(4.2, 5.5, 5.29)"
04-01-2023 12:58:32.855696,"(10.0, 13.5, 12.954545454545455)","(1.5, 1.65, 1.6442857142857141)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.4, 9.145454545454546)","(4.2, 5.5, 5.35)"
04-01-2023 12:58:33.819522,"(10.0, 13.5, 12.976190476190476)","(1.5, 1.65, 1.6442857142857141)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.4, 9.145454545454546)","(4.2, 5.5, 5.316666666666666)"
04-01-2023 12:58:34.717034,"(10.0, 13.5, 12.976190476190476)","(1.5, 1.65, 1.6442857142857141)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.4, 9.145454545454546)","(4.2, 5.5, 5.300000000000001)"
04-01-2023 12:58:35.519479,"(10.0, 13.5, 12.976190476190476)","(1.5, 1.65, 1.6442857142857141)","(21.0, 75.0, 66.11111111111111)","(7.0, 9.4, 9.145454545454546)","(4.2, 5.4, 5.300000000000001)"
