,Divine Law,Wicked Mad,Bourbon Over Ice,Charlie Potatoes,More Please,Royal Spy,Subject To Change,Ridiculous,Close The Case,Manolito
12-01-2023 12:52:23.952425,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:25.185052,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:26.466229,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:27.748847,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:29.060562,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:30.319550,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:31.611901,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:32.742382,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:33.959280,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:35.316964,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:36.610283,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:37.977537,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:39.284934,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:40.519811,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:41.695394,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:42.976474,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 10.75)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:44.300231,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 11.5, 11.25)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:45.575262,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.5, 11.25)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:46.728992,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.5, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:47.893430,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 23.25)","(20.0, 170.0, 125.85714285714286)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:49.189995,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:50.520939,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:51.818498,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:53.074783,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:54.253532,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:55.451822,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 22.75)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:56.729894,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 26.77777777777778)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:57.950619,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 26.77777777777778)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:52:59.158502,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 26.77777777777778)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:00.347730,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 26.77777777777778)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:01.630704,"(6.0, 7.8, 7.56)","(6.0, 10.0, 9.1)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 16.5, 14.25)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 21.0)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:03.036581,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.0, 9.5)","(4.8, 8.8, 8.2)","(15.0, 30.0, 24.2)","(9.0, 16.5, 12.5)","(7.5, 12.0, 11.511111111111111)","(7.0, 9.8, 9.4)","(15.0, 30.0, 21.25)","(20.0, 170.0, 92.5)","(4.4, 6.6, 6.25)"
12-01-2023 12:53:04.351094,"(6.0, 7.8, 7.3999999999999995)","(6.0, 10.0, 9.6)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 17.0, 13.333333333333334)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.133333333333334)"
12-01-2023 12:53:05.601359,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.6)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 16.0, 13.333333333333334)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.4, 6.133333333333334)"
12-01-2023 12:53:06.774034,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.6)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 16.0, 13.333333333333334)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.4, 6.133333333333334)"
12-01-2023 12:53:07.936449,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.6)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 16.0, 13.333333333333334)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.4, 6.133333333333334)"
12-01-2023 12:53:09.214193,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.6)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 16.0, 13.333333333333334)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.4, 6.133333333333334)"
12-01-2023 12:53:10.513039,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.6)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 16.0, 13.333333333333334)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.4, 6.133333333333334)"
12-01-2023 12:53:11.723976,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.6)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 16.0, 13.333333333333334)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.4, 6.066666666666666)"
12-01-2023 12:53:12.889380,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 16.0, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:14.143006,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:15.474808,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:16.800386,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:18.064023,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:19.300719,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:20.516981,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:21.748464,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:23.064916,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:24.414176,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:25.610037,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:26.831508,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:28.113690,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:29.444966,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:30.684116,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:31.913142,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:33.045736,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:34.294365,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:35.616102,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:37.068493,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:38.410489,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:39.713462,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 25.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:41.006271,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 30.0, 29.166666666666664)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:42.227717,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 36.0, 23.7)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:43.466190,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 36.0, 23.7)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:44.753871,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 36.0, 23.7)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:46.034490,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 36.0, 23.7)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:47.399952,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 36.0, 23.7)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 108.0)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:48.750232,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 36.0, 23.7)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 66.66666666666666)","(4.4, 6.6, 6.066666666666666)"
12-01-2023 12:53:50.121280,"(6.0, 7.8, 7.5)","(6.0, 10.0, 9.23076923076923)","(4.8, 8.8, 8.133333333333333)","(15.0, 36.0, 23.7)","(9.0, 15.5, 13.166666666666666)","(7.5, 12.0, 11.0)","(7.0, 9.8, 8.657142857142857)","(15.0, 30.0, 18.666666666666668)","(20.0, 170.0, 66.66666666666666)","(4.4, 6.6, 6.066666666666666)"
