,Flying G,Indian Sky,Crooked Fellow,Rodeo Champ,Captain Dozer,J Fs Senna,Fort Hood,Rowdy River
08-12-2022 14:44:13.120974,"(9.0, 15.5, 14.857142857142858)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 6.7555555555555555)","(5.0, 6.2, 5.966666666666667)","(3.5, 5.0, 4.328571428571428)","(17.0, 120.0, 34.16666666666667)","(15.0, 34.0, 29.5)"
08-12-2022 14:44:14.454500,"(9.0, 15.5, 12.166666666666666)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 6.7555555555555555)","(5.0, 6.2, 5.890000000000001)","(3.5, 4.9, 4.15)","(17.0, 120.0, 48.0)","(15.0, 34.0, 33.666666666666664)"
08-12-2022 14:44:15.882315,"(9.0, 15.5, 12.166666666666666)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 7.033333333333333)","(5.0, 6.4, 5.2368421052631575)","(3.5, 4.9, 4.6000000000000005)","(17.0, 110.0, 48.0)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:17.307875,"(9.0, 15.5, 14.970588235294118)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 7.033333333333333)","(5.0, 6.4, 5.65)","(3.5, 4.9, 4.6000000000000005)","(17.0, 110.0, 40.25)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:18.732426,"(9.0, 15.5, 13.1)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 7.033333333333333)","(5.0, 6.2, 5.25)","(3.5, 4.9, 4.6000000000000005)","(17.0, 110.0, 40.25)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:20.235599,"(9.0, 15.5, 13.1)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 7.033333333333333)","(5.0, 6.0, 5.166666666666667)","(3.5, 4.9, 4.6000000000000005)","(17.0, 110.0, 40.25)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:21.690610,"(9.0, 15.5, 13.1)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 7.033333333333333)","(5.0, 6.0, 5.166666666666667)","(3.5, 4.9, 4.6875)","(17.0, 110.0, 40.25)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:23.269360,"(9.0, 15.5, 13.1)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 7.033333333333333)","(5.0, 6.0, 5.1)","(3.5, 5.0, 4.533333333333333)","(17.0, 110.0, 40.25)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:24.642351,"(9.0, 15.0, 13.25)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 7.033333333333333)","(5.0, 6.0, 5.1)","(3.5, 4.8, 4.625)","(17.0, 110.0, 33.6)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:25.940206,"(9.0, 15.0, 13.25)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 6.7555555555555555)","(5.0, 6.0, 5.7857142857142865)","(3.5, 4.8, 4.55)","(17.0, 100.0, 33.6)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:27.148990,"(9.0, 15.0, 14.538461538461538)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.3)","(3.5, 4.7, 4.55)","(17.0, 100.0, 33.6)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:28.332937,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.3)","(3.5, 4.7, 4.55)","(17.0, 100.0, 33.6)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:29.572770,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.3)","(3.5, 4.7, 4.55)","(17.0, 100.0, 33.6)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:30.742462,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.366666666666666)","(3.5, 4.7, 4.475)","(17.0, 100.0, 33.6)","(15.0, 38.0, 31.5)"
08-12-2022 14:44:31.900003,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.26)","(3.5, 4.6, 4.475)","(17.0, 100.0, 33.6)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:33.113958,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.26)","(3.5, 4.6, 4.475)","(17.0, 100.0, 67.0)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:34.307450,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.796296296296297)","(3.5, 4.6, 4.475)","(17.0, 100.0, 33.6)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:35.531583,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.39)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.796296296296297)","(3.5, 4.6, 4.475)","(17.0, 100.0, 33.6)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:36.762140,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.39)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.26)","(3.5, 4.6, 4.5)","(17.0, 100.0, 67.0)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:37.964092,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.39)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.26)","(3.5, 4.8, 4.6)","(17.0, 100.0, 33.6)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:39.186269,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.39)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.26)","(3.5, 4.8, 4.6)","(17.0, 100.0, 33.6)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:40.386093,"(9.0, 15.0, 13.0)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.39)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.26)","(3.5, 4.8, 4.6)","(17.0, 100.0, 33.6)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:41.478862,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.39)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.26)","(3.5, 4.8, 4.6)","(17.0, 100.0, 33.6)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:42.645154,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.39)","(5.5, 7.2, 6.7555555555555555)","(5.0, 5.9, 5.26)","(3.5, 4.8, 4.6)","(17.0, 100.0, 82.52631578947368)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:43.841047,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.39)","(5.5, 7.2, 6.771428571428571)","(5.0, 5.9, 5.26)","(3.5, 4.8, 4.45)","(17.0, 100.0, 82.52631578947368)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:45.033719,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.9, 5.26)","(3.5, 4.7, 4.45)","(17.0, 100.0, 82.52631578947368)","(15.0, 38.0, 33.666666666666664)"
08-12-2022 14:44:46.170633,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.9, 5.796296296296297)","(3.5, 4.7, 4.45)","(17.0, 100.0, 67.0)","(15.0, 38.0, 35.214285714285715)"
08-12-2022 14:44:47.322407,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.9, 5.26)","(3.5, 4.7, 4.546153846153846)","(17.0, 100.0, 56.5)","(15.0, 38.0, 24.666666666666668)"
08-12-2022 14:44:48.450557,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.9, 5.7375)","(3.5, 4.7, 4.433333333333334)","(17.0, 95.0, 69.66666666666666)","(15.0, 36.0, 31.142857142857142)"
08-12-2022 14:44:49.550069,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.8, 5.7375)","(3.5, 4.7, 4.5)","(17.0, 95.0, 84.21428571428572)","(15.0, 36.0, 31.142857142857142)"
08-12-2022 14:44:50.582692,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.8, 5.7375)","(3.5, 4.7, 4.5)","(17.0, 95.0, 85.375)","(15.0, 36.0, 31.142857142857142)"
08-12-2022 14:44:51.637040,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.8, 5.666666666666667)","(3.5, 4.7, 4.5)","(17.0, 95.0, 69.33333333333334)","(15.0, 36.0, 31.142857142857142)"
08-12-2022 14:44:52.613521,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.8, 5.666666666666667)","(3.5, 4.7, 4.5)","(17.0, 95.0, 69.33333333333334)","(15.0, 36.0, 31.142857142857142)"
08-12-2022 14:44:53.630684,"(9.0, 15.0, 14.666666666666666)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.8, 5.666666666666667)","(3.5, 4.7, 4.46)","(17.0, 95.0, 69.33333333333334)","(15.0, 36.0, 31.142857142857142)"
08-12-2022 14:44:54.862926,"(9.0, 15.0, 14.666666666666666)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.8, 5.666666666666667)","(3.5, 4.7, 4.46)","(17.0, 95.0, 84.07142857142857)","(15.0, 36.0, 31.875)"
08-12-2022 14:44:55.992640,"(9.0, 15.0, 14.666666666666666)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 7.0, 6.771428571428571)","(5.0, 5.8, 5.666666666666667)","(3.5, 4.7, 4.46)","(17.0, 95.0, 84.07142857142857)","(15.0, 36.0, 31.875)"
08-12-2022 14:44:57.080361,"(9.0, 15.0, 14.666666666666666)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 6.8, 6.628571428571428)","(5.0, 5.8, 5.666666666666667)","(3.5, 4.6, 4.35)","(17.0, 95.0, 89.15384615384615)","(15.0, 36.0, 31.875)"
08-12-2022 14:44:58.249212,"(9.0, 15.0, 14.666666666666666)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 6.8, 6.628571428571428)","(5.0, 5.8, 5.666666666666667)","(3.5, 4.6, 4.35)","(17.0, 95.0, 82.66666666666667)","(15.0, 36.0, 24.666666666666668)"
08-12-2022 14:44:59.349800,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.39)","(5.5, 6.8, 6.628571428571428)","(5.0, 5.8, 5.666666666666667)","(3.5, 4.6, 4.568)","(17.0, 95.0, 82.66666666666667)","(15.0, 36.0, 24.666666666666668)"
08-12-2022 14:45:00.479655,"(9.0, 15.0, 14.647058823529413)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.46)","(5.5, 6.8, 6.628571428571428)","(5.0, 5.8, 5.666666666666667)","(3.5, 4.6, 4.514285714285714)","(17.0, 95.0, 82.66666666666667)","(15.0, 36.0, 29.6)"
08-12-2022 14:45:01.691360,"(9.0, 15.0, 14.285714285714286)","(6.0, 7.4, 6.9)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.0, 6.7)","(5.0, 5.8, 5.466666666666667)","(3.5, 4.7, 4.6)","(17.0, 95.0, 83.05263157894737)","(15.0, 36.0, 30.666666666666664)"
08-12-2022 14:45:02.834739,"(9.0, 15.0, 14.375)","(6.0, 7.4, 6.9)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.0, 6.7)","(5.0, 5.5, 5.466666666666667)","(3.5, 4.7, 4.6)","(17.0, 100.0, 36.58333333333333)","(15.0, 36.0, 30.666666666666664)"
08-12-2022 14:45:04.021260,"(9.0, 15.0, 13.666666666666666)","(6.0, 7.4, 6.9)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.0, 6.7)","(5.0, 5.5, 5.466666666666667)","(3.5, 4.7, 4.6)","(17.0, 40.0, 33.333333333333336)","(15.0, 36.0, 30.666666666666664)"
08-12-2022 14:45:05.169806,"(9.0, 15.0, 13.666666666666666)","(6.0, 7.4, 6.9)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.0, 6.7)","(5.0, 5.5, 5.4625)","(3.5, 4.7, 4.6)","(17.0, 40.0, 33.25)","(15.0, 36.0, 30.666666666666664)"
08-12-2022 14:45:06.238350,"(9.0, 15.0, 13.666666666666666)","(6.0, 7.4, 6.9)","(6.0, 6.8, 5.945)","(5.5, 7.0, 6.7)","(5.0, 5.5, 5.4625)","(3.5, 4.7, 4.6)","(17.0, 40.0, 30.25)","(15.0, 36.0, 32.4)"
08-12-2022 14:45:07.330852,"(9.0, 15.0, 13.666666666666666)","(6.0, 7.4, 6.872)","(6.0, 6.6, 5.945)","(5.5, 7.0, 6.5)","(5.0, 5.5, 5.366666666666667)","(3.5, 4.7, 4.6)","(17.0, 40.0, 30.25)","(15.0, 36.0, 32.4)"
08-12-2022 14:45:08.400550,"(9.0, 15.0, 13.666666666666666)","(6.0, 7.4, 6.872)","(6.0, 6.8, 6.133333333333334)","(5.5, 7.0, 6.4799999999999995)","(5.0, 5.4, 5.366666666666667)","(3.5, 4.7, 4.681818181818182)","(17.0, 40.0, 30.25)","(15.0, 36.0, 35.25)"
08-12-2022 14:45:09.510751,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.133333333333334)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.4, 5.366666666666667)","(3.5, 5.0, 4.681818181818182)","(17.0, 40.0, 29.75)","(15.0, 38.0, 31.5)"
08-12-2022 14:45:10.708748,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.133333333333334)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.4, 5.366666666666667)","(3.5, 5.0, 4.681818181818182)","(17.0, 38.0, 29.75)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:11.841907,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.133333333333334)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.4, 5.366666666666667)","(3.5, 5.0, 4.681818181818182)","(17.0, 38.0, 29.75)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:13.127263,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.133333333333334)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.4, 5.366666666666667)","(3.5, 5.0, 4.7)","(17.0, 38.0, 29.75)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:14.459419,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.133333333333334)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.4, 5.366666666666667)","(3.5, 5.0, 4.75)","(17.0, 38.0, 30.25)","(15.0, 36.0, 35.25)"
08-12-2022 14:45:15.686949,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.133333333333334)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.4, 5.366666666666667)","(3.5, 4.9, 4.75)","(17.0, 40.0, 30.25)","(15.0, 38.0, 35.25)"
08-12-2022 14:45:16.864856,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.133333333333334)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.4, 5.455555555555556)","(3.5, 4.9, 4.75)","(17.0, 40.0, 28.857142857142858)","(15.0, 38.0, 35.25)"
08-12-2022 14:45:18.028236,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.133333333333334)","(5.5, 6.8, 6.4799999999999995)","(5.0, 6.0, 5.381481481481481)","(3.5, 4.9, 4.75)","(17.0, 40.0, 29.2)","(15.0, 38.0, 31.5)"
08-12-2022 14:45:19.160040,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.075)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.9, 5.469230769230769)","(3.5, 4.9, 4.75)","(17.0, 38.0, 29.2)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:20.292354,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.075)","(5.5, 6.8, 6.4799999999999995)","(5.0, 6.2, 5.45925925925926)","(3.5, 4.9, 4.75)","(17.0, 38.0, 29.2)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:21.594476,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 5.987500000000001)","(5.5, 6.8, 6.4799999999999995)","(5.0, 6.2, 5.45925925925926)","(3.5, 4.9, 4.800000000000001)","(17.0, 38.0, 29.2)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:22.752858,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 5.987500000000001)","(5.5, 6.8, 6.4799999999999995)","(5.0, 6.2, 5.494736842105263)","(3.5, 4.9, 4.716666666666667)","(17.0, 38.0, 29.2)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:23.934169,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 6.0, 5.381481481481481)","(3.5, 4.8, 4.716666666666667)","(17.0, 38.0, 29.2)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:25.004285,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.9, 5.381481481481481)","(3.5, 4.8, 4.716666666666667)","(17.0, 38.0, 29.2)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:26.085204,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.9, 5.381481481481481)","(3.5, 4.8, 4.716666666666667)","(17.0, 38.0, 29.2)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:27.206980,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.9, 5.381481481481481)","(3.5, 4.8, 4.716666666666667)","(17.0, 38.0, 29.2)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:28.424683,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.9, 5.41)","(3.5, 4.8, 4.716666666666667)","(17.0, 38.0, 29.2)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:29.715422,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.41)","(3.5, 4.8, 4.716666666666667)","(17.0, 38.0, 28.857142857142858)","(15.0, 36.0, 35.25)"
08-12-2022 14:45:30.843132,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.4, 6.075)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.41)","(3.5, 4.8, 4.766666666666667)","(17.0, 40.0, 28.857142857142858)","(15.0, 38.0, 35.25)"
08-12-2022 14:45:31.959530,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.075)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.41)","(3.5, 5.0, 4.766666666666667)","(17.0, 40.0, 29.75)","(15.0, 38.0, 31.5)"
08-12-2022 14:45:33.039769,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 5.987500000000001)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.35)","(3.5, 5.0, 4.7)","(17.0, 38.0, 29.75)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:34.196168,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 5.987500000000001)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.35)","(3.5, 5.0, 4.4862068965517246)","(17.0, 38.0, 29.75)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:35.304068,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 5.987500000000001)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.48)","(3.5, 4.9, 4.672727272727273)","(17.0, 38.0, 29.25)","(15.0, 36.0, 35.25)"
08-12-2022 14:45:36.422975,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 5.987500000000001)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.48)","(3.5, 5.0, 4.672727272727273)","(17.0, 36.0, 29.75)","(15.0, 38.0, 31.5)"
08-12-2022 14:45:37.598655,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 5.987500000000001)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.433333333333334)","(3.5, 5.0, 4.4862068965517246)","(17.0, 38.0, 29.75)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:38.778131,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.6, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.7, 5.433333333333334)","(3.5, 4.9, 4.757142857142857)","(17.0, 38.0, 29.75)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:40.018667,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.7, 5.433333333333334)","(3.5, 4.9, 4.757142857142857)","(17.0, 38.0, 29.75)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:41.176279,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.7, 5.433333333333334)","(3.5, 4.9, 4.65)","(17.0, 38.0, 29.75)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:42.673740,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.872)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.7, 5.488235294117647)","(3.5, 4.8, 4.65)","(17.0, 38.0, 29.75)","(15.0, 36.0, 31.5)"
08-12-2022 14:45:43.965661,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.9)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.9, 5.35)","(3.5, 4.8, 4.65)","(17.0, 38.0, 31.5)","(15.0, 36.0, 32.0)"
08-12-2022 14:45:45.158114,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.9)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.35)","(3.5, 4.8, 4.65)","(17.0, 38.0, 31.5)","(15.0, 38.0, 27.333333333333332)"
08-12-2022 14:45:46.593214,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.9)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.35)","(3.5, 4.8, 4.65)","(17.0, 38.0, 31.42857142857143)","(15.0, 38.0, 26.666666666666668)"
08-12-2022 14:45:48.001228,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.9)","(6.0, 6.4, 6.016666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.8, 5.394444444444445)","(3.5, 4.8, 4.65)","(17.0, 40.0, 29.5)","(15.0, 36.0, 26.666666666666668)"
08-12-2022 14:45:49.357228,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.016666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.7, 5.394444444444445)","(3.5, 4.8, 4.65)","(17.0, 40.0, 29.5)","(15.0, 36.0, 26.666666666666668)"
08-12-2022 14:45:50.757535,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.016666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.7, 5.394444444444445)","(3.5, 4.8, 4.65)","(17.0, 40.0, 29.5)","(15.0, 36.0, 26.666666666666668)"
08-12-2022 14:45:52.019162,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.016666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.7, 5.394444444444445)","(3.5, 4.8, 4.65)","(17.0, 40.0, 29.5)","(15.0, 36.0, 26.666666666666668)"
08-12-2022 14:45:53.356690,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.9)","(6.0, 6.6, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.7, 5.394444444444445)","(3.5, 4.8, 4.65)","(17.0, 40.0, 32.0)","(15.0, 36.0, 26.666666666666668)"
08-12-2022 14:45:54.692638,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.9)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.7, 5.394444444444445)","(3.5, 4.8, 4.742857142857143)","(17.0, 38.0, 32.0)","(15.0, 36.0, 26.666666666666668)"
08-12-2022 14:45:55.910874,"(9.0, 15.5, 14.5)","(6.0, 7.4, 6.9)","(6.0, 6.4, 6.066666666666667)","(5.5, 6.8, 6.4799999999999995)","(5.0, 5.7, 5.488235294117647)","(3.5, 5.0, 4.800000000000001)","(17.0, 38.0, 32.0)","(15.0, 36.0, 26.666666666666668)"
