,Flying G,Indian Sky,Crooked Fellow,Rodeo Champ,Captain Dozer,J Fs Senna,Fort Hood,Rowdy River
08-12-2022 14:39:48.441417,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.3428571428571425)","(7.0, 9.8, 8.600000000000001)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:39:49.879512,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.3428571428571425)","(7.0, 9.4, 8.600000000000001)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:39:51.632190,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.3428571428571425)","(7.0, 9.4, 8.600000000000001)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:39:53.169098,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.3428571428571425)","(7.0, 9.4, 8.600000000000001)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:39:54.707830,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.3428571428571425)","(7.0, 9.4, 8.600000000000001)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:39:56.467369,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.3428571428571425)","(7.0, 9.4, 7.945454545454545)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:39:58.137803,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.3428571428571425)","(7.0, 9.4, 8.600000000000001)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:39:59.543718,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.3428571428571425)","(7.0, 9.4, 8.399999999999999)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:00.974797,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.2, 7.933333333333334)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:02.378332,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.4, 7.933333333333334)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:03.832086,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.4, 7.933333333333334)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:05.265380,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.4, 8.057142857142857)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:06.755268,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.2, 8.057142857142857)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:08.183562,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.2, 8.057142857142857)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:09.602790,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.2, 8.399999999999999)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:11.185800,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.2, 8.399999999999999)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:12.639322,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.2, 8.399999999999999)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:14.053976,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.2, 8.399999999999999)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:15.621669,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.2, 8.399999999999999)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:17.051350,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.2, 7.690909090909091)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 29.0)"
08-12-2022 14:40:18.702343,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 9.0, 8.0)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:20.164542,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 8.8, 8.0)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:21.568364,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 8.8, 8.0)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:23.053166,"(9.0, 12.5, 11.4)","(6.5, 8.6, 7.866666666666666)","(7.0, 8.8, 8.0)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:24.483963,"(9.0, 12.5, 11.4)","(6.5, 8.6, 6.981818181818182)","(7.0, 8.8, 8.0)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:26.065073,"(9.0, 12.5, 11.4)","(6.5, 8.0, 7.52)","(7.0, 8.8, 8.0)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:27.692247,"(9.0, 12.5, 11.4)","(6.5, 7.8, 7.52)","(7.0, 8.8, 8.0)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:29.176228,"(9.0, 12.5, 11.4)","(6.5, 7.8, 7.52)","(7.0, 8.8, 8.0)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:30.762042,"(9.0, 12.5, 11.4)","(6.5, 7.8, 7.52)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:32.384708,"(9.0, 12.5, 11.4)","(6.5, 7.8, 7.52)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:33.935840,"(9.0, 12.5, 11.4)","(6.5, 7.8, 7.52)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:35.335256,"(9.0, 12.5, 11.4)","(6.5, 7.8, 7.52)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.72)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:36.726208,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.533333333333333)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:38.224186,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.6, 6.688888888888888)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:39.574881,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.58)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:40.901102,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.688888888888888)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:42.220933,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.688888888888888)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:43.545516,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.688888888888888)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:44.837513,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.688888888888888)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:46.148260,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.8, 8.363636363636363)","(5.5, 6.8, 6.688888888888888)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:47.408144,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.8, 7.9)","(5.5, 6.8, 6.7)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:48.746908,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.6, 7.490909090909091)","(5.5, 6.8, 6.7)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:50.097681,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.0, 7.490909090909091)","(5.5, 6.8, 6.7)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:51.460819,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.0, 7.490909090909091)","(5.5, 6.8, 6.7)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:52.786166,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.0, 7.490909090909091)","(5.5, 6.8, 6.7)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:54.039584,"(9.0, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 8.0, 7.5)","(5.5, 6.8, 6.6)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:55.175725,"(8.5, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.8, 7.5)","(5.5, 6.8, 6.6)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:56.295938,"(8.5, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.6, 7.371428571428571)","(5.5, 7.6, 7.133333333333333)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:57.377231,"(8.5, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.6, 7.371428571428571)","(5.5, 7.4, 6.6000000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.066666666666666)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:58.595120,"(8.5, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.6, 7.371428571428571)","(5.5, 7.4, 6.6000000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.9, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:40:59.746926,"(8.5, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.6, 7.371428571428571)","(5.5, 7.4, 6.6000000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.0)","(13.0, 34.0, 22.666666666666668)"
08-12-2022 14:41:00.909492,"(8.5, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.6, 7.371428571428571)","(5.5, 7.4, 6.6000000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:02.056833,"(8.5, 12.5, 11.4)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.6, 7.371428571428571)","(5.5, 7.4, 6.6000000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:03.183080,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.4, 6.6000000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:04.323658,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.6000000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:05.516602,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.6000000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:06.731659,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.6000000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:07.993498,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:09.269284,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 8.355555555555554)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:10.564327,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:11.821939,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:13.059656,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:14.218772,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:15.358924,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:16.568552,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:17.857907,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.430769230769231)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:19.124052,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:20.401760,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.2, 6.2250000000000005)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:21.717636,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.2, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:23.036973,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:24.361524,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:25.658597,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:26.875410,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:28.088448,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:29.323094,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:30.658703,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:31.990774,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:33.302400,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:34.684823,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:35.976423,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:37.339448,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
08-12-2022 14:41:38.645875,"(8.5, 12.5, 10.433333333333334)","(6.5, 8.6, 7.866666666666666)","(7.0, 7.8, 7.376470588235295)","(5.5, 7.6, 6.24)","(5.0, 6.4, 6.1000000000000005)","(3.3, 4.8, 4.142857142857142)","(15.0, 42.0, 31.200000000000003)","(13.0, 34.0, 23.0)"
