,Stylish Memphis Nz,Izaha,Artillery,Ranger Bomb Nz,Smooth Baht,Hes Chiming,Expensive Ego,Total Diva Nz,Little Bliss
07-01-2023 19:41:24.665764,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:26.795192,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:30.231712,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:33.144778,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:35.016286,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:36.665567,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:38.283541,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:39.826122,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:41.348153,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:42.857450,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:44.354342,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:45.740762,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:47.238216,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:48.714770,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:50.269268,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:51.779916,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8576923076923075)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:53.245119,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.7925)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:54.706394,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.7925)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:56.116722,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.89, 1.8699999999999999)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:57.571435,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 39.5)","(1.55, 1.88, 1.8516666666666668)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:41:59.097507,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.86, 1.8257142857142858)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:00.665793,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 20.5)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.86, 1.7933333333333332)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:02.119079,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 18.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.88, 1.666875)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:03.516621,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 18.666666666666668)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.87, 1.8257142857142858)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:04.897114,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 48.0, 25.333333333333336)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.86, 1.8257142857142858)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:06.408177,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 46.0, 18.625)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.86, 1.8428571428571427)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:07.843345,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 18.625)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.88, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:09.399263,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:10.962437,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:12.466289,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:13.918438,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:15.418975,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:16.843561,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:18.296184,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:19.748401,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:21.105032,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:22.607505,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:24.071279,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:25.609024,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:27.249692,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 21.444444444444443)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:28.979953,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.782857142857143)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:30.527733,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.81, 1.7657142857142858)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:32.011376,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.79, 1.7657142857142858)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:33.511545,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.79, 1.7657142857142858)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:35.052095,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.79, 1.7657142857142858)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:36.549804,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.79, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:38.037675,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:39.466200,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:40.914987,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:42.393836,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:43.828848,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:45.188239,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:46.565430,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:47.857550,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:49.222047,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:50.557951,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:51.912596,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:53.289044,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:54.744020,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:56.166687,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:57.526473,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:42:58.967120,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:00.351209,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:01.787722,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6800000000000002)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:03.287597,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:04.836434,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:06.291103,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:07.705420,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:09.106096,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:10.635150,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:12.146549,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:14.079454,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:15.802064,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:17.745790,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:19.694116,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:21.355192,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:22.808052,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:24.281176,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:25.788109,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:27.217216,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
07-01-2023 19:43:28.597505,"(3.0, 99999, 99990)","(41.0, 180.0, 96.66666666666666)","(18.0, 44.0, 20.8)","(11.0, 99999, 99990)","(26.0, 75.0, 28.2)","(20.0, 50.0, 41.0)","(1.55, 1.82, 1.6721739130434783)","(26.0, 99999, 99990)","(61.0, 220.0, 192.72727272727275)"
