,Gilberts Gold,Grand Chief,Mr Tangles,Royal Tonic,Barrys Galah,Falsetto,Indiana Falls,Miss Rinehart,Mount Coni,Tomboys Spirit
16-12-2022 14:36:55.619594,"(20.0, 44.0, 43.294117647058826)","(61.0, 170.0, 130.0)","(18.0, 26.0, 23.142857142857142)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.6888888888888889)","(26.0, 75.0, 51.666666666666664)","(101.0, 400.0, 392.65306122448976)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.6, 9.0)"
16-12-2022 14:36:56.666894,"(20.0, 44.0, 43.294117647058826)","(61.0, 170.0, 125.0)","(18.0, 26.0, 23.142857142857142)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.6888888888888889)","(26.0, 75.0, 51.666666666666664)","(101.0, 400.0, 383.0612244897959)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.4, 9.0)"
16-12-2022 14:36:57.705000,"(20.0, 44.0, 43.294117647058826)","(61.0, 170.0, 125.0)","(18.0, 26.0, 23.142857142857142)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.6888888888888889)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.4, 9.0)"
16-12-2022 14:36:58.733577,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 140.0)","(18.0, 26.0, 23.142857142857142)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.6888888888888889)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.4, 9.0)"
16-12-2022 14:36:59.750761,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 140.0)","(18.0, 26.0, 23.142857142857142)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.6888888888888889)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.4, 9.0)"
16-12-2022 14:37:00.783917,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 140.0)","(18.0, 26.0, 23.142857142857142)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.6888888888888889)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.4, 9.0)"
16-12-2022 14:37:01.798284,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 23.142857142857142)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.6888888888888889)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:02.832695,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 23.142857142857142)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:03.868257,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:04.916435,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 35.333333333333336)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:05.953711,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 35.333333333333336)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 7.0)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:06.999194,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 35.333333333333336)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.4, 6.628571428571428)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:08.048669,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 6.8, 6.628571428571428)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:09.096360,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 75.0, 51.666666666666664)","(101.0, 390.0, 383.0612244897959)","(5.0, 6.8, 6.628571428571428)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:10.125062,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 75.0, 50.0)","(101.0, 390.0, 383.0612244897959)","(5.0, 6.8, 6.628571428571428)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:11.143755,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 70.0, 48.333333333333336)","(101.0, 390.0, 383.0612244897959)","(5.0, 6.8, 6.688888888888888)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:12.194790,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 65.0, 48.333333333333336)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.4, 6.672727272727273)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:13.229900,"(20.0, 42.0, 41.529411764705884)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 65.0, 48.333333333333336)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.4, 6.8)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:14.264823,"(20.0, 46.0, 45.5)","(61.0, 170.0, 125.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 36.0)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.69)","(26.0, 65.0, 48.333333333333336)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.2, 6.666666666666666)","(6.5, 9.4, 9.0)"
16-12-2022 14:37:15.315243,"(20.0, 44.0, 43.294117647058826)","(61.0, 170.0, 125.0)","(18.0, 26.0, 23.142857142857142)","(21.0, 42.0, 35.333333333333336)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 65.0, 46.25)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 6.699999999999999)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:16.350171,"(20.0, 44.0, 43.294117647058826)","(61.0, 170.0, 125.0)","(18.0, 26.0, 23.142857142857142)","(21.0, 42.0, 35.333333333333336)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 65.0, 50.0)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.0, 6.628571428571428)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:17.430961,"(20.0, 44.0, 43.294117647058826)","(61.0, 170.0, 140.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 35.333333333333336)","(51.0, 160.0, 134.28571428571428)","(1.45, 1.7, 1.6684210526315788)","(26.0, 60.0, 50.0)","(101.0, 390.0, 383.0612244897959)","(5.0, 6.8, 6.881818181818182)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:18.454963,"(21.0, 44.0, 43.294117647058826)","(61.0, 170.0, 127.5)","(18.0, 26.0, 24.0)","(21.0, 42.0, 35.333333333333336)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 70.0, 50.0)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.2, 6.776923076923077)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:19.504375,"(21.0, 44.0, 43.294117647058826)","(61.0, 170.0, 140.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 35.333333333333336)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 70.0, 50.0)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.2, 6.483018867924528)","(6.5, 9.4, 9.228571428571428)"
16-12-2022 14:37:20.521081,"(21.0, 44.0, 43.294117647058826)","(61.0, 170.0, 140.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 35.333333333333336)","(51.0, 160.0, 115.0)","(1.45, 1.7, 1.67)","(26.0, 70.0, 50.0)","(101.0, 390.0, 383.0612244897959)","(5.0, 7.2, 6.580952380952381)","(7.0, 9.4, 9.228571428571428)"
16-12-2022 14:37:21.547574,"(21.0, 44.0, 43.294117647058826)","(61.0, 170.0, 140.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 38.0)","(51.0, 160.0, 115.0)","(1.5, 1.7, 1.67)","(26.0, 70.0, 50.0)","(101.0, 390.0, 383.2)","(5.5, 7.0, 6.580952380952381)","(7.0, 9.4, 9.228571428571428)"
16-12-2022 14:37:22.583261,"(21.0, 44.0, 43.294117647058826)","(61.0, 170.0, 140.0)","(18.0, 26.0, 24.0)","(21.0, 42.0, 38.0)","(51.0, 160.0, 115.0)","(1.5, 1.7, 1.67)","(26.0, 70.0, 50.0)","(101.0, 390.0, 383.2)","(5.5, 7.0, 6.3)","(7.0, 9.4, 9.228571428571428)"
16-12-2022 14:37:23.610318,"(21.0, 44.0, 43.294117647058826)","(61.0, 170.0, 127.5)","(18.0, 26.0, 24.0)","(21.0, 42.0, 38.0)","(51.0, 160.0, 134.28571428571428)","(1.5, 1.7, 1.67)","(26.0, 70.0, 50.0)","(101.0, 390.0, 383.2)","(5.5, 6.6, 6.24)","(7.0, 9.4, 9.228571428571428)"
16-12-2022 14:37:24.672606,"(21.0, 44.0, 43.294117647058826)","(61.0, 170.0, 127.5)","(18.0, 26.0, 24.0)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 134.28571428571428)","(1.5, 1.7, 1.67)","(26.0, 70.0, 50.0)","(101.0, 390.0, 383.2)","(5.5, 6.6, 6.24)","(7.0, 9.4, 9.228571428571428)"
16-12-2022 14:37:25.706184,"(21.0, 44.0, 43.294117647058826)","(61.0, 170.0, 127.5)","(18.0, 26.0, 24.0)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 134.28571428571428)","(1.5, 1.7, 1.698)","(26.0, 70.0, 50.0)","(101.0, 390.0, 383.2)","(5.5, 6.6, 6.307142857142857)","(7.0, 9.4, 9.0)"
16-12-2022 14:37:26.733573,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 127.5)","(18.0, 26.0, 23.857142857142858)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 134.28571428571428)","(1.5, 1.71, 1.698)","(26.0, 70.0, 50.0)","(101.0, 390.0, 431.20000000000005)","(5.5, 6.4, 6.376470588235295)","(7.0, 9.4, 9.0)"
16-12-2022 14:37:27.781729,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 110.0)","(18.0, 25.0, 24.333333333333332)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 134.28571428571428)","(1.5, 1.71, 1.7007692307692308)","(26.0, 70.0, 50.0)","(101.0, 440.0, 406.66666666666663)","(5.5, 6.4, 6.216666666666667)","(7.0, 9.4, 9.0)"
16-12-2022 14:37:28.802054,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 110.0)","(18.0, 26.0, 24.5)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 134.28571428571428)","(1.5, 1.71, 1.678695652173913)","(26.0, 70.0, 50.0)","(101.0, 430.0, 406.66666666666663)","(5.5, 6.4, 5.9789473684210535)","(7.0, 9.4, 9.266666666666667)"
16-12-2022 14:37:29.834994,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 140.0)","(18.0, 26.0, 25.142857142857142)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 134.28571428571428)","(1.5, 1.71, 1.678695652173913)","(26.0, 70.0, 50.0)","(101.0, 430.0, 412.0)","(5.5, 6.4, 6.2)","(7.0, 9.4, 9.088888888888889)"
16-12-2022 14:37:30.854439,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 127.5)","(18.0, 26.0, 25.57142857142857)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 134.28571428571428)","(1.5, 1.71, 1.674)","(26.0, 70.0, 50.0)","(101.0, 420.0, 398.8235294117647)","(5.5, 6.4, 6.102702702702703)","(7.0, 9.2, 9.088888888888889)"
16-12-2022 14:37:31.912012,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 127.5)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 134.28571428571428)","(1.5, 1.71, 1.678695652173913)","(26.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.2, 5.933333333333334)","(7.0, 9.2, 9.088888888888889)"
16-12-2022 14:37:32.938214,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 127.5)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 126.25)","(1.5, 1.71, 1.678695652173913)","(26.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 6.1)","(7.0, 9.2, 9.088888888888889)"
16-12-2022 14:37:34.000462,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 127.5)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 134.28571428571428)","(1.5, 1.71, 1.678695652173913)","(26.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 5.9625)","(7.0, 9.2, 9.088888888888889)"
16-12-2022 14:37:35.047508,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.18181818181818)","(51.0, 150.0, 145.0)","(1.5, 1.71, 1.678695652173913)","(26.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 5.9625)","(7.0, 9.2, 9.088888888888889)"
16-12-2022 14:37:36.080267,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 145.0)","(1.5, 1.71, 1.678695652173913)","(26.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 5.9625)","(7.0, 9.2, 9.088888888888889)"
16-12-2022 14:37:37.099594,"(21.0, 42.0, 41.529411764705884)","(51.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.18181818181818)","(41.0, 160.0, 145.0)","(1.5, 1.71, 1.678695652173913)","(21.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 5.9625)","(7.0, 9.2, 9.088888888888889)"
16-12-2022 14:37:38.129927,"(21.0, 42.0, 41.529411764705884)","(51.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.18181818181818)","(41.0, 160.0, 145.0)","(1.5, 1.71, 1.678695652173913)","(21.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 5.9625)","(7.0, 9.2, 9.088888888888889)"
16-12-2022 14:37:39.181928,"(21.0, 42.0, 41.529411764705884)","(51.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.18181818181818)","(41.0, 160.0, 145.0)","(1.5, 1.71, 1.678695652173913)","(21.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 5.9625)","(7.0, 9.2, 9.088888888888889)"
16-12-2022 14:37:40.199618,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 145.0)","(1.5, 1.71, 1.678695652173913)","(21.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 5.699999999999999)","(7.0, 9.2, 9.088888888888889)"
16-12-2022 14:37:41.252802,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 145.0)","(1.5, 1.71, 1.7007692307692308)","(21.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 6.26)","(7.0, 9.2, 8.866666666666665)"
16-12-2022 14:37:42.286123,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.0)","(21.0, 42.0, 40.18181818181818)","(51.0, 160.0, 145.0)","(1.5, 1.71, 1.678695652173913)","(21.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 6.133333333333334)","(7.0, 9.2, 8.95)"
16-12-2022 14:37:43.321016,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.333333333333332)","(21.0, 42.0, 40.57142857142857)","(51.0, 160.0, 145.0)","(1.5, 1.71, 1.6814285714285713)","(21.0, 70.0, 50.0)","(101.0, 410.0, 398.8235294117647)","(5.5, 6.4, 6.316000000000001)","(7.0, 9.2, 9.1)"
16-12-2022 14:37:44.387707,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.833333333333332)","(21.0, 46.0, 39.45454545454545)","(51.0, 160.0, 145.0)","(1.5, 1.71, 1.6814285714285713)","(21.0, 70.0, 50.0)","(101.0, 410.0, 392.8)","(5.5, 6.4, 6.1230769230769235)","(7.0, 9.2, 9.1)"
16-12-2022 14:37:45.425133,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 144.28571428571428)","(18.0, 26.0, 25.833333333333332)","(21.0, 46.0, 39.45454545454545)","(51.0, 160.0, 130.0)","(1.5, 1.71, 1.674705882352941)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.5, 6.4, 6.1230769230769235)","(7.0, 9.2, 9.1)"
16-12-2022 14:37:46.471885,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 113.33333333333333)","(18.0, 26.0, 25.714285714285715)","(21.0, 46.0, 40.666666666666664)","(51.0, 160.0, 131.66666666666666)","(1.5, 1.71, 1.674705882352941)","(21.0, 70.0, 61.42857142857143)","(101.0, 400.0, 383.2)","(5.5, 6.4, 6.1230769230769235)","(7.0, 9.2, 9.1)"
16-12-2022 14:37:47.501993,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 113.33333333333333)","(18.0, 26.0, 25.5)","(21.0, 46.0, 40.666666666666664)","(51.0, 160.0, 131.66666666666666)","(1.5, 1.71, 1.6766666666666665)","(21.0, 70.0, 50.0)","(101.0, 390.0, 380.0)","(5.5, 6.4, 6.1230769230769235)","(7.0, 9.2, 9.1)"
16-12-2022 14:37:48.531396,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 141.66666666666666)","(18.0, 26.0, 25.5)","(21.0, 46.0, 40.666666666666664)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.71, 1.674705882352941)","(21.0, 70.0, 50.0)","(101.0, 390.0, 380.0)","(5.5, 6.4, 6.220000000000001)","(7.0, 9.2, 9.1)"
16-12-2022 14:37:49.579037,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 141.66666666666666)","(18.0, 26.0, 25.5)","(21.0, 46.0, 40.666666666666664)","(51.0, 150.0, 128.57142857142856)","(1.5, 1.71, 1.674705882352941)","(21.0, 70.0, 50.0)","(101.0, 390.0, 373.6)","(5.5, 6.4, 6.220000000000001)","(7.0, 9.2, 9.1)"
16-12-2022 14:37:50.641527,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 141.66666666666666)","(18.0, 26.0, 25.5)","(21.0, 46.0, 40.666666666666664)","(51.0, 150.0, 128.57142857142856)","(1.5, 1.71, 1.6766666666666665)","(21.0, 70.0, 50.0)","(101.0, 380.0, 389.4117647058823)","(5.5, 6.4, 6.220000000000001)","(7.0, 9.2, 9.1)"
16-12-2022 14:37:51.686578,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 141.66666666666666)","(18.0, 26.0, 25.5)","(21.0, 46.0, 40.666666666666664)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.71, 1.6766666666666665)","(21.0, 70.0, 50.0)","(101.0, 400.0, 389.4117647058823)","(5.5, 6.4, 6.220000000000001)","(7.0, 9.2, 9.1)"
16-12-2022 14:37:52.719588,"(21.0, 42.0, 41.529411764705884)","(61.0, 170.0, 141.66666666666666)","(18.0, 26.0, 25.5)","(21.0, 46.0, 40.666666666666664)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.71, 1.6136012861736335)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.5, 6.4, 6.314285714285715)","(7.0, 9.2, 9.354545454545455)"
16-12-2022 14:37:53.766885,"(21.0, 48.0, 47.5)","(61.0, 170.0, 141.66666666666666)","(18.0, 30.0, 27.272727272727273)","(21.0, 46.0, 42.8)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.62, 1.586)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.5, 6.4, 6.057142857142857)","(7.0, 9.4, 8.725)"
16-12-2022 14:37:54.813332,"(21.0, 46.0, 45.23809523809524)","(61.0, 170.0, 141.66666666666666)","(18.0, 30.0, 26.57142857142857)","(21.0, 46.0, 39.333333333333336)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.62, 1.5795238095238096)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.5, 6.4, 6.2153846153846155)","(7.0, 9.6, 8.933333333333334)"
16-12-2022 14:37:55.834820,"(21.0, 46.0, 44.0)","(61.0, 170.0, 113.33333333333333)","(18.0, 30.0, 26.57142857142857)","(21.0, 46.0, 41.55555555555556)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.62, 1.597777777777778)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.5, 6.4, 6.2956521739130435)","(7.0, 9.6, 9.431578947368422)"
16-12-2022 14:37:56.868089,"(21.0, 46.0, 44.0)","(61.0, 170.0, 113.33333333333333)","(18.0, 30.0, 26.57142857142857)","(21.0, 46.0, 43.142857142857146)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.62, 1.597777777777778)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.5, 6.4, 6.2956521739130435)","(7.0, 10.0, 9.4)"
16-12-2022 14:37:57.920853,"(21.0, 46.0, 45.111111111111114)","(61.0, 170.0, 113.33333333333333)","(18.0, 30.0, 26.57142857142857)","(21.0, 48.0, 38.0)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.62, 1.597777777777778)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.5, 6.4, 6.2956521739130435)","(7.0, 9.6, 9.514285714285714)"
16-12-2022 14:37:58.970262,"(21.0, 46.0, 44.0)","(61.0, 170.0, 113.33333333333333)","(18.0, 30.0, 26.57142857142857)","(21.0, 48.0, 40.94117647058823)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.62, 1.597777777777778)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.5, 6.4, 6.2956521739130435)","(7.0, 9.6, 9.514285714285714)"
16-12-2022 14:38:00.014842,"(21.0, 46.0, 44.0)","(61.0, 170.0, 113.33333333333333)","(18.0, 30.0, 28.0)","(21.0, 48.0, 40.94117647058823)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.62, 1.602608695652174)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.5, 6.4, 6.2956521739130435)","(7.0, 9.6, 9.514285714285714)"
16-12-2022 14:38:01.047665,"(21.0, 46.0, 44.0)","(61.0, 170.0, 113.33333333333333)","(18.0, 29.0, 27.0)","(21.0, 48.0, 40.94117647058823)","(51.0, 160.0, 145.83333333333331)","(1.5, 1.62, 1.602608695652174)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.5, 6.4, 6.2956521739130435)","(7.0, 9.6, 9.48)"
16-12-2022 14:38:02.096389,"(21.0, 46.0, 44.0)","(61.0, 170.0, 132.0)","(18.0, 29.0, 27.285714285714285)","(21.0, 48.0, 40.94117647058823)","(51.0, 160.0, 138.75)","(1.5, 1.62, 1.602608695652174)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.0, 6.4, 6.2956521739130435)","(7.0, 9.6, 9.307692307692308)"
16-12-2022 14:38:03.141652,"(21.0, 46.0, 44.0)","(61.0, 170.0, 132.0)","(18.0, 29.0, 26.157894736842106)","(21.0, 48.0, 40.94117647058823)","(51.0, 160.0, 138.75)","(1.5, 1.62, 1.602608695652174)","(21.0, 70.0, 50.0)","(101.0, 400.0, 392.8)","(5.0, 6.4, 6.2956521739130435)","(7.0, 10.0, 9.727272727272727)"
16-12-2022 14:38:04.175564,"(21.0, 46.0, 44.0)","(61.0, 170.0, 94.0)","(18.0, 29.0, 26.157894736842106)","(21.0, 48.0, 40.94117647058823)","(51.0, 160.0, 145.0)","(1.5, 1.62, 1.6046153846153848)","(21.0, 70.0, 52.5)","(101.0, 400.0, 363.3333333333333)","(5.0, 6.4, 6.027956989247312)","(7.0, 10.0, 9.727272727272727)"
16-12-2022 14:38:05.195210,"(21.0, 46.0, 45.84615384615385)","(61.0, 170.0, 152.5)","(18.0, 29.0, 24.132075471698112)","(21.0, 48.0, 46.5)","(51.0, 160.0, 142.0)","(1.5, 1.62, 1.6046153846153848)","(21.0, 65.0, 52.5)","(101.0, 400.0, 363.3333333333333)","(5.0, 6.2, 6.027956989247312)","(7.0, 10.0, 9.727272727272727)"
