,Bliss,Capital Eyes,Gris Amour,Kazzas Jet,Supreme Play,Alabama Gold,Boomsita,Compass Rose,Habeebati,Tereshkova,Yankee Blossom,Zumaia
11-01-2023 13:30:50.229477,"(3.9, 4.4, 4.473993808049536)","(31.0, 48.0, 43.0)","(71.0, 110.0, 130.76923076923077)","(14.0, 17.0, 18.413793103448278)","(101.0, 960.0, 923.75)","(71.0, 160.0, 164.21052631578948)","(14.0, 21.0, 23.333333333333332)","(7.5, 9.0, 9.109677419354838)","(1.85, 2.12, 2.047214611872146)","(17.0, 27.0, 22.82608695652174)","(101.0, 620.0, 548.0)","(101.0, 420.0, 403.0769230769231)"
11-01-2023 13:30:51.713297,"(3.9, 4.5, 4.4869969040247675)","(31.0, 46.0, 42.666666666666664)","(71.0, 140.0, 126.0)","(14.0, 18.5, 18.942307692307693)","(101.0, 980.0, 760.0)","(71.0, 180.0, 175.25)","(14.0, 24.0, 23.458333333333332)","(7.5, 9.4, 9.107964601769911)","(1.85, 2.06, 2.0398095238095237)","(17.0, 25.0, 22.5)","(101.0, 720.0, 548.0)","(101.0, 440.0, 406.6666666666667)"
11-01-2023 13:30:53.110121,"(3.9, 4.5, 4.51775)","(31.0, 44.0, 42.526315789473685)","(71.0, 140.0, 132.22222222222223)","(14.0, 19.0, 19.234177215189874)","(101.0, 980.0, 931.1111111111111)","(71.0, 180.0, 175.71428571428572)","(14.0, 24.0, 24.423076923076923)","(7.5, 9.4, 9.093548387096774)","(1.85, 2.04, 2.037777777777778)","(17.0, 24.0, 22.085714285714285)","(101.0, 720.0, 548.0)","(101.0, 440.0, 406.6666666666667)"
11-01-2023 13:30:54.556349,"(3.9, 4.6, 4.51775)","(31.0, 44.0, 42.526315789473685)","(71.0, 140.0, 129.04761904761904)","(14.0, 19.5, 18.017241379310345)","(101.0, 980.0, 936.0)","(71.0, 180.0, 175.26315789473685)","(14.0, 25.0, 24.65625)","(7.5, 9.2, 9.16578947368421)","(1.85, 2.06, 2.0459493670886078)","(17.0, 23.0, 22.2)","(101.0, 720.0, 548.0)","(101.0, 440.0, 392.85714285714283)"
11-01-2023 13:30:55.952987,"(3.9, 4.5, 4.475868055555556)","(31.0, 44.0, 42.0)","(71.0, 130.0, 93.63636363636364)","(14.0, 18.5, 18.045833333333334)","(101.0, 980.0, 877.5)","(71.0, 180.0, 175.26315789473685)","(14.0, 25.0, 25.375)","(7.5, 9.2, 9.099310344827586)","(1.85, 2.06, 2.058588235294118)","(17.0, 23.0, 20.70967741935484)","(101.0, 720.0, 563.6363636363636)","(101.0, 410.0, 398.0)"
11-01-2023 13:30:57.486680,"(3.9, 4.5, 4.480035335689046)","(31.0, 46.0, 42.608695652173914)","(71.0, 95.0, 109.41176470588235)","(14.0, 18.5, 18.236196319018404)","(101.0, 990.0, 877.5)","(71.0, 180.0, 175.95238095238096)","(14.0, 26.0, 25.433333333333334)","(7.5, 9.2, 9.142574257425743)","(1.85, 2.06, 2.0529166666666665)","(17.0, 21.0, 20.80327868852459)","(101.0, 720.0, 591.0)","(101.0, 410.0, 399.09090909090907)"
11-01-2023 13:30:58.999982,"(3.9, 4.5, 4.5060737527114965)","(31.0, 44.0, 44.333333333333336)","(71.0, 130.0, 118.33333333333334)","(14.0, 18.5, 17.666666666666668)","(101.0, 990.0, 877.5)","(71.0, 180.0, 177.57575757575756)","(14.0, 26.0, 25.884615384615383)","(7.5, 9.2, 9.242105263157894)","(1.85, 2.06, 2.0254647887323944)","(17.0, 21.0, 21.575757575757574)","(101.0, 720.0, 576.6666666666667)","(101.0, 410.0, 405.55555555555554)"
11-01-2023 13:31:00.498706,"(3.9, 4.6, 4.5060737527114965)","(31.0, 46.0, 44.54545454545455)","(71.0, 130.0, 104.28571428571429)","(14.0, 18.0, 17.546875)","(101.0, 990.0, 886.1538461538462)","(91.0, 180.0, 164.0)","(14.0, 26.0, 25.8)","(7.5, 9.4, 9.14022988505747)","(1.85, 2.04, 2.0320843091334897)","(17.0, 22.0, 21.64)","(101.0, 720.0, 576.6666666666667)","(101.0, 410.0, 404.0)"
11-01-2023 13:31:02.004842,"(3.9, 4.6, 4.487563884156729)","(31.0, 46.0, 44.44444444444444)","(71.0, 130.0, 115.0)","(14.0, 18.0, 17.946236559139784)","(101.0, 990.0, 886.1538461538462)","(91.0, 180.0, 168.0)","(16.0, 26.0, 26.53061224489796)","(7.5, 9.2, 9.15042735042735)","(1.85, 2.04, 2.030618556701031)","(16.0, 22.0, 21.878048780487806)","(101.0, 720.0, 405.0)","(101.0, 410.0, 403.3333333333333)"
11-01-2023 13:31:03.491284,"(3.9, 4.5, 4.487563884156729)","(31.0, 46.0, 43.5)","(71.0, 130.0, 116.66666666666667)","(14.0, 18.0, 17.85430463576159)","(101.0, 990.0, 920.7692307692307)","(91.0, 180.0, 172.72727272727272)","(16.0, 27.0, 26.634146341463413)","(7.5, 9.2, 9.26086956521739)","(1.85, 2.04, 2.034611650485437)","(16.0, 22.0, 22.511111111111113)","(101.0, 720.0, 493.3333333333333)","(101.0, 410.0, 404.2857142857143)"
11-01-2023 13:31:04.905189,"(3.9, 4.5, 4.387554585152839)","(31.0, 46.0, 46.57142857142857)","(71.0, 120.0, 111.42857142857143)","(14.0, 18.0, 17.878980891719745)","(101.0, 990.0, 902.0)","(91.0, 180.0, 173.33333333333334)","(16.0, 27.0, 26.7)","(7.5, 9.4, 9.27027027027027)","(1.85, 2.04, 2.036570289132602)","(16.0, 23.0, 23.380281690140844)","(101.0, 720.0, 634.0)","(101.0, 440.0, 408.75)"
11-01-2023 13:31:06.367902,"(3.9, 4.4, 4.387554585152839)","(31.0, 48.0, 46.57142857142857)","(71.0, 130.0, 112.27272727272727)","(14.0, 18.0, 18.46511627906977)","(101.0, 990.0, 703.3333333333334)","(91.0, 180.0, 174.0)","(16.0, 27.0, 26.666666666666668)","(7.5, 9.4, 9.273015873015872)","(1.85, 2.04, 2.044864864864865)","(16.0, 24.0, 22.78723404255319)","(101.0, 720.0, 602.7272727272727)","(101.0, 440.0, 425.29411764705884)"
11-01-2023 13:31:07.845974,"(3.9, 4.4, 4.382943925233645)","(31.0, 48.0, 46.78260869565217)","(71.0, 130.0, 113.75)","(14.0, 19.0, 18.21212121212121)","(101.0, 990.0, 703.3333333333334)","(91.0, 180.0, 174.0)","(16.0, 27.0, 26.684210526315788)","(7.5, 9.4, 9.252941176470587)","(1.85, 2.06, 2.0475820895522387)","(16.0, 23.0, 22.625)","(101.0, 720.0, 634.0)","(101.0, 440.0, 426.1111111111111)"
11-01-2023 13:31:09.361994,"(3.9, 4.4, 4.3954545454545455)","(31.0, 48.0, 46.78260869565217)","(71.0, 130.0, 117.0)","(14.0, 19.0, 18.16216216216216)","(101.0, 990.0, 911.8181818181819)","(91.0, 180.0, 174.54545454545453)","(16.0, 27.0, 26.727272727272727)","(7.5, 9.4, 9.128813559322033)","(1.85, 2.06, 2.0531034482758623)","(16.0, 23.0, 23.26153846153846)","(101.0, 720.0, 654.0)","(101.0, 440.0, 423.3333333333333)"
11-01-2023 13:31:10.813725,"(3.9, 4.4, 4.3136363636363635)","(31.0, 48.0, 47.81818181818182)","(71.0, 130.0, 113.69565217391305)","(14.0, 18.5, 18.838709677419356)","(101.0, 990.0, 850.0)","(91.0, 180.0, 175.0)","(16.0, 27.0, 27.607843137254903)","(7.5, 9.2, 9.178260869565216)","(1.85, 2.06, 2.0397802197802197)","(16.0, 24.0, 22.97826086956522)","(101.0, 710.0, 665.5555555555555)","(101.0, 440.0, 418.3333333333333)"
11-01-2023 13:31:12.458864,"(3.9, 4.4, 4.311392405063291)","(31.0, 48.0, 47.77777777777778)","(71.0, 130.0, 115.0)","(14.0, 19.0, 18.910714285714285)","(101.0, 990.0, 921.6666666666666)","(91.0, 180.0, 175.5)","(16.0, 28.0, 27.413793103448278)","(7.5, 9.2, 9.297975708502024)","(1.85, 2.06, 2.047170868347339)","(16.0, 23.0, 23.375)","(101.0, 710.0, 671.0)","(101.0, 420.0, 418.42105263157896)"
11-01-2023 13:31:14.262176,"(3.9, 4.4, 4.361855670103093)","(31.0, 48.0, 47.2)","(71.0, 130.0, 115.29411764705883)","(14.0, 19.0, 18.967741935483872)","(101.0, 990.0, 921.6666666666666)","(91.0, 180.0, 175.5)","(16.0, 28.0, 26.56756756756757)","(7.5, 9.4, 9.127450980392156)","(1.85, 2.06, 2.0379094076655053)","(16.0, 23.0, 22.848484848484848)","(101.0, 710.0, 632.0)","(101.0, 420.0, 417.0)"
11-01-2023 13:31:15.914911,"(3.9, 4.4, 4.378313253012048)","(31.0, 48.0, 46.74074074074074)","(71.0, 130.0, 116.2)","(14.0, 19.0, 18.096446700507613)","(101.0, 990.0, 921.6666666666666)","(91.0, 180.0, 174.7826086956522)","(16.0, 27.0, 26.45)","(7.5, 9.2, 9.147368421052631)","(1.85, 2.04, 2.038073654390935)","(16.0, 23.0, 23.49367088607595)","(101.0, 710.0, 480.0)","(101.0, 420.0, 417.0)"
11-01-2023 13:31:17.614163,"(3.9, 4.4, 4.421103117505996)","(31.0, 50.0, 46.15384615384615)","(71.0, 130.0, 108.02325581395348)","(14.0, 18.5, 18.0859375)","(101.0, 990.0, 921.6666666666666)","(91.0, 180.0, 174.28571428571428)","(16.0, 27.0, 26.545454545454547)","(7.5, 9.2, 9.051351351351352)","(1.85, 2.04, 2.0311286089238845)","(16.0, 24.0, 23.346153846153847)","(101.0, 560.0, 491.42857142857144)","(101.0, 420.0, 418.42105263157896)"
11-01-2023 13:31:19.262804,"(3.9, 4.5, 4.43283950617284)","(31.0, 50.0, 46.5)","(71.0, 130.0, 114.375)","(14.0, 18.5, 18.189903846153847)","(101.0, 990.0, 952.7272727272727)","(91.0, 180.0, 174.28571428571428)","(16.0, 27.0, 26.842105263157894)","(7.5, 9.2, 9.065071770334928)","(1.85, 2.04, 2.0442857142857145)","(16.0, 24.0, 23.52777777777778)","(101.0, 560.0, 491.42857142857144)","(101.0, 420.0, 429.1304347826087)"
11-01-2023 13:31:20.839009,"(3.9, 4.5, 4.425675675675676)","(31.0, 48.0, 46.10526315789474)","(71.0, 120.0, 113.57142857142857)","(14.0, 18.5, 18.189903846153847)","(101.0, 990.0, 952.7272727272727)","(91.0, 180.0, 175.2941176470588)","(16.0, 27.0, 26.7027027027027)","(7.5, 9.2, 8.958333333333334)","(1.85, 2.06, 2.062105263157895)","(16.0, 24.0, 23.52777777777778)","(101.0, 560.0, 491.42857142857144)","(101.0, 440.0, 429.1304347826087)"
11-01-2023 13:31:22.283205,"(3.9, 4.5, 4.416844919786096)","(31.0, 48.0, 45.23809523809524)","(71.0, 120.0, 111.81818181818181)","(14.0, 18.5, 18.125)","(101.0, 990.0, 952.7272727272727)","(91.0, 180.0, 175.2941176470588)","(16.0, 27.0, 26.59259259259259)","(7.5, 9.0, 8.958333333333334)","(1.85, 2.08, 2.0740613496932516)","(16.0, 24.0, 23.585365853658537)","(101.0, 560.0, 491.42857142857144)","(101.0, 440.0, 429.5833333333333)"
11-01-2023 13:31:23.692935,"(3.9, 4.5, 4.410510510510511)","(31.0, 48.0, 45.23809523809524)","(71.0, 120.0, 110.0)","(14.0, 18.5, 18.16576086956522)","(101.0, 990.0, 952.7272727272727)","(91.0, 180.0, 175.14285714285714)","(18.0, 27.0, 26.59259259259259)","(7.5, 9.0, 9.0)","(1.85, 2.08, 2.059368635437882)","(16.0, 24.0, 23.585365853658537)","(101.0, 560.0, 491.42857142857144)","(101.0, 440.0, 429.5833333333333)"
11-01-2023 13:31:25.139177,"(3.9, 4.5, 4.410510510510511)","(31.0, 48.0, 45.23809523809524)","(71.0, 120.0, 110.0)","(14.0, 18.5, 18.171122994652407)","(101.0, 990.0, 952.7272727272727)","(91.0, 180.0, 175.14285714285714)","(17.0, 27.0, 26.45)","(7.5, 9.2, 8.964497041420119)","(1.85, 2.06, 2.059979242345615)","(16.0, 24.0, 23.65)","(101.0, 560.0, 491.42857142857144)","(101.0, 440.0, 429.5833333333333)"
11-01-2023 13:31:26.677389,"(3.9, 4.5, 4.413702623906706)","(31.0, 46.0, 43.94285714285714)","(71.0, 120.0, 103.18181818181819)","(14.0, 18.5, 18.17874396135266)","(101.0, 990.0, 958.4615384615385)","(91.0, 180.0, 175.14285714285714)","(17.0, 27.0, 26.43859649122807)","(7.5, 9.0, 8.954545454545455)","(1.85, 2.06, 2.0645853658536586)","(16.0, 24.0, 23.65)","(101.0, 560.0, 491.42857142857144)","(101.0, 440.0, 426.8421052631579)"
11-01-2023 13:31:28.189476,"(3.9, 4.5, 4.448820754716981)","(31.0, 46.0, 43.94285714285714)","(71.0, 110.0, 103.03571428571428)","(14.0, 18.5, 18.17079207920792)","(101.0, 990.0, 965.8823529411765)","(91.0, 180.0, 175.5)","(17.0, 27.0, 25.872340425531913)","(7.5, 9.0, 8.746500000000001)","(1.85, 2.08, 2.0677011494252873)","(16.0, 24.0, 23.454545454545453)","(101.0, 560.0, 491.42857142857144)","(101.0, 440.0, 426.8421052631579)"
11-01-2023 13:31:29.649318,"(3.9, 4.5, 4.455384615384616)","(31.0, 46.0, 45.0)","(71.0, 110.0, 98.80952380952381)","(14.0, 18.5, 18.17718446601942)","(101.0, 990.0, 965.8823529411765)","(91.0, 180.0, 175.81395348837208)","(17.0, 26.0, 25.82857142857143)","(7.5, 8.8, 8.714841849148419)","(1.85, 2.08, 2.0686772486772487)","(16.0, 24.0, 23.487179487179485)","(101.0, 560.0, 393.3333333333333)","(101.0, 440.0, 422.14285714285717)"
11-01-2023 13:31:31.208248,"(3.9, 4.5, 4.463615023474179)","(31.0, 48.0, 45.1578947368421)","(71.0, 100.0, 98.80952380952381)","(14.0, 18.5, 18.17718446601942)","(101.0, 990.0, 965.8823529411765)","(91.0, 180.0, 176.59574468085106)","(17.0, 26.0, 24.925)","(7.5, 8.8, 8.755844155844157)","(1.85, 2.08, 2.1159633027522937)","(16.0, 24.0, 21.272727272727273)","(101.0, 560.0, 393.3333333333333)","(101.0, 440.0, 422.14285714285717)"
11-01-2023 13:31:32.736942,"(3.9, 4.5, 4.443468468468469)","(31.0, 48.0, 44.81481481481482)","(71.0, 100.0, 98.86363636363636)","(14.0, 18.5, 18.18483412322275)","(101.0, 990.0, 860.0)","(91.0, 180.0, 176.73469387755102)","(17.0, 25.0, 24.84375)","(7.5, 8.8, 8.739233038348083)","(1.85, 2.12, 2.107530864197531)","(16.0, 22.0, 21.304347826086957)","(101.0, 560.0, 393.3333333333333)","(101.0, 440.0, 422.14285714285717)"
11-01-2023 13:31:34.216365,"(3.9, 4.5, 4.440801886792453)","(31.0, 46.0, 42.68181818181818)","(71.0, 100.0, 98.69565217391305)","(14.0, 18.5, 18.18483412322275)","(101.0, 990.0, 925.0)","(91.0, 180.0, 176.47058823529412)","(17.0, 25.0, 24.821428571428573)","(7.5, 8.8, 8.736615384615385)","(1.85, 2.12, 2.107355623100304)","(16.0, 22.0, 21.323529411764707)","(101.0, 560.0, 393.3333333333333)","(101.0, 440.0, 422.14285714285717)"
11-01-2023 13:31:35.679503,"(3.9, 4.5, 4.440801886792453)","(31.0, 44.0, 42.68181818181818)","(71.0, 100.0, 99.13793103448276)","(14.0, 18.5, 18.14814814814815)","(101.0, 990.0, 934.2857142857142)","(91.0, 180.0, 176.92307692307693)","(17.0, 25.0, 25.044444444444444)","(7.5, 8.8, 8.563975155279502)","(1.85, 2.12, 2.0991017316017317)","(16.0, 22.0, 21.61904761904762)","(101.0, 560.0, 372.5)","(101.0, 440.0, 414.70588235294116)"
11-01-2023 13:31:37.136672,"(3.9, 4.5, 4.475892857142857)","(31.0, 44.0, 42.73913043478261)","(71.0, 100.0, 99.13793103448276)","(14.0, 18.5, 18.14814814814815)","(101.0, 990.0, 934.2857142857142)","(91.0, 180.0, 177.14285714285714)","(17.0, 26.0, 24.979166666666668)","(7.5, 8.6, 8.53015873015873)","(1.85, 2.1, 2.0992526491912997)","(16.0, 22.0, 21.88235294117647)","(101.0, 560.0, 372.5)","(101.0, 420.0, 416.0869565217391)"
11-01-2023 13:31:38.613660,"(3.9, 4.5, 4.466725043782837)","(31.0, 44.0, 41.529411764705884)","(71.0, 100.0, 99.13793103448276)","(14.0, 18.5, 18.12849162011173)","(101.0, 990.0, 934.2857142857142)","(91.0, 180.0, 177.14285714285714)","(17.0, 25.0, 24.86)","(7.5, 8.6, 8.508965517241379)","(1.85, 2.1, 2.1361481481481484)","(16.0, 22.0, 21.684210526315788)","(101.0, 560.0, 372.5)","(101.0, 420.0, 416.0869565217391)"
11-01-2023 13:31:40.111002,"(3.9, 4.5, 4.466725043782837)","(31.0, 42.0, 40.0)","(71.0, 100.0, 99.0)","(14.0, 18.5, 18.12849162011173)","(101.0, 990.0, 934.2857142857142)","(91.0, 180.0, 176.89655172413794)","(17.0, 25.0, 24.78181818181818)","(7.5, 8.6, 8.508965517241379)","(1.85, 2.14, 2.135499254843517)","(16.0, 22.0, 21.634146341463413)","(101.0, 560.0, 430.0)","(101.0, 420.0, 416.0869565217391)"
11-01-2023 13:31:41.587136,"(3.9, 4.5, 4.466725043782837)","(31.0, 42.0, 40.0)","(71.0, 100.0, 105.28571428571428)","(14.0, 18.5, 18.12849162011173)","(101.0, 990.0, 800.0)","(91.0, 180.0, 176.89655172413794)","(17.0, 25.0, 24.81578947368421)","(7.5, 8.6, 8.524137931034483)","(1.85, 2.14, 2.135758426966292)","(16.0, 22.0, 21.634146341463413)","(101.0, 550.0, 372.5)","(101.0, 420.0, 416.0869565217391)"
11-01-2023 13:31:43.071852,"(3.9, 4.5, 4.47907949790795)","(31.0, 40.0, 37.73451327433628)","(71.0, 110.0, 104.75)","(14.0, 18.5, 18.187793427230048)","(101.0, 990.0, 850.0)","(91.0, 180.0, 176.94915254237287)","(18.0, 25.0, 24.866666666666667)","(7.5, 8.6, 8.532994923857867)","(1.85, 2.14, 2.135144927536232)","(16.0, 22.0, 21.705882352941178)","(101.0, 560.0, 435.0)","(101.0, 420.0, 416.0869565217391)"
11-01-2023 13:31:44.498604,"(3.9, 4.5, 4.477579365079365)","(31.0, 40.0, 37.73451327433628)","(71.0, 110.0, 104.75)","(14.0, 18.5, 18.20045045045045)","(101.0, 990.0, 850.0)","(91.0, 180.0, 176.94915254237287)","(18.0, 25.0, 24.866666666666667)","(7.5, 8.6, 8.532994923857867)","(1.85, 2.14, 2.1348704663212437)","(16.0, 22.0, 21.837209302325583)","(101.0, 550.0, 380.0)","(101.0, 420.0, 416.0869565217391)"
11-01-2023 13:31:45.961192,"(3.9, 4.5, 4.477579365079365)","(31.0, 40.0, 37.73451327433628)","(71.0, 110.0, 104.75)","(14.0, 18.5, 18.20045045045045)","(101.0, 990.0, 850.0)","(91.0, 180.0, 176.94915254237287)","(18.0, 25.0, 24.866666666666667)","(7.5, 8.6, 8.532994923857867)","(1.85, 2.14, 2.1372907153729073)","(16.0, 22.0, 21.9)","(101.0, 560.0, 380.0)","(101.0, 420.0, 416.0869565217391)"
11-01-2023 13:31:47.517744,"(3.9, 4.5, 4.472541743970315)","(31.0, 36.0, 34.666666666666664)","(71.0, 110.0, 104.75)","(14.0, 18.5, 18.108823529411765)","(101.0, 990.0, 850.0)","(91.0, 180.0, 177.19298245614036)","(18.0, 25.0, 24.96551724137931)","(7.5, 8.6, 8.532994923857867)","(1.85, 2.14, 2.133945945945946)","(16.0, 22.0, 21.9)","(101.0, 560.0, 380.0)","(101.0, 420.0, 416.0869565217391)"
11-01-2023 13:31:48.970035,"(3.9, 4.5, 4.463846153846154)","(31.0, 34.0, 33.5)","(71.0, 110.0, 104.61538461538461)","(14.0, 18.5, 17.939271255060728)","(101.0, 990.0, 915.0)","(91.0, 180.0, 176.96969696969697)","(18.0, 26.0, 25.02173913043478)","(7.5, 8.6, 8.537142857142857)","(1.85, 2.14, 2.1385507246376814)","(16.0, 22.0, 21.91111111111111)","(101.0, 560.0, 380.0)","(101.0, 420.0, 415.7142857142857)"
11-01-2023 13:31:50.291572,"(3.9, 4.5, 4.463846153846154)","(31.0, 34.0, 33.5)","(71.0, 110.0, 104.61538461538461)","(14.0, 18.0, 18.128318584070797)","(101.0, 990.0, 915.0)","(91.0, 180.0, 176.96969696969697)","(18.0, 26.0, 24.977272727272727)","(7.5, 8.6, 8.537142857142857)","(1.85, 2.14, 2.1421269296740997)","(16.0, 22.0, 21.675675675675677)","(101.0, 560.0, 380.0)","(101.0, 420.0, 405.0)"
11-01-2023 13:31:51.677759,"(3.9, 4.5, 4.463552833078102)","(31.0, 34.0, 32.69565217391305)","(71.0, 110.0, 103.82352941176471)","(14.0, 18.5, 18.075342465753426)","(101.0, 990.0, 960.0)","(91.0, 180.0, 156.92307692307693)","(18.0, 26.0, 24.451612903225808)","(7.5, 8.6, 8.537142857142857)","(1.85, 2.16, 2.145)","(16.0, 22.0, 21.641025641025642)","(101.0, 560.0, 365.0)","(101.0, 420.0, 414.375)"
11-01-2023 13:31:53.263438,"(3.9, 4.5, 4.473376623376623)","(31.0, 34.0, 33.55102040816327)","(71.0, 110.0, 104.75)","(14.0, 18.5, 18.170212765957448)","(101.0, 990.0, 960.0)","(91.0, 170.0, 157.77777777777777)","(18.0, 25.0, 24.637931034482758)","(7.5, 8.6, 8.595614035087719)","(1.85, 2.16, 2.147293233082707)","(16.0, 22.0, 21.78787878787879)","(101.0, 560.0, 450.0)","(101.0, 420.0, 405.0)"
11-01-2023 13:31:54.860263,"(3.9, 4.5, 4.483211678832117)","(31.0, 34.0, 33.45205479452055)","(71.0, 110.0, 104.75)","(14.0, 18.5, 18.161202185792348)","(101.0, 990.0, 960.0)","(91.0, 160.0, 158.66666666666666)","(18.0, 25.0, 24.74)","(7.5, 8.6, 8.484536082474227)","(1.85, 2.16, 2.148516129032258)","(16.0, 22.0, 21.928571428571427)","(101.0, 550.0, 450.0)","(101.0, 420.0, 405.0)"
11-01-2023 13:31:56.334701,"(3.9, 4.5, 4.483211678832117)","(31.0, 34.0, 33.45205479452055)","(71.0, 110.0, 105.0)","(14.0, 18.5, 18.170212765957448)","(101.0, 990.0, 962.1428571428571)","(91.0, 160.0, 158.8)","(18.0, 25.0, 24.745098039215687)","(7.5, 8.6, 8.506122448979593)","(1.85, 2.16, 2.151452581032413)","(16.0, 22.0, 21.9375)","(101.0, 550.0, 483.33333333333337)","(101.0, 420.0, 413.3333333333333)"
11-01-2023 13:31:57.698978,"(3.9, 4.5, 4.4840277777777775)","(31.0, 34.0, 33.49367088607595)","(71.0, 110.0, 105.0)","(14.0, 18.5, 18.164102564102564)","(101.0, 990.0, 962.1428571428571)","(91.0, 160.0, 158.84615384615384)","(18.0, 25.0, 24.745098039215687)","(7.5, 8.6, 8.556321839080459)","(1.85, 2.16, 2.152480620155039)","(16.0, 22.0, 22.333333333333332)","(101.0, 550.0, 483.33333333333337)","(101.0, 420.0, 413.3333333333333)"
11-01-2023 13:31:59.307291,"(3.9, 4.5, 4.482530949105914)","(31.0, 34.0, 33.56521739130435)","(71.0, 110.0, 105.0)","(14.0, 18.5, 18.144021739130434)","(101.0, 990.0, 962.1428571428571)","(91.0, 160.0, 158.84615384615384)","(18.0, 25.0, 24.745098039215687)","(7.5, 8.6, 8.525301204819277)","(1.85, 2.16, 2.1497076023391815)","(16.0, 23.0, 22.29032258064516)","(101.0, 550.0, 483.33333333333337)","(101.0, 420.0, 415.38461538461536)"
11-01-2023 13:32:00.731648,"(3.9, 4.5, 4.473225404732254)","(31.0, 34.0, 33.7037037037037)","(71.0, 110.0, 105.0)","(14.0, 18.5, 17.86411149825784)","(101.0, 990.0, 962.1428571428571)","(91.0, 160.0, 167.14285714285714)","(18.0, 25.0, 24.575757575757574)","(7.5, 8.6, 8.619178082191782)","(1.85, 2.16, 2.1489223057644113)","(16.0, 23.0, 22.237113402061855)","(101.0, 550.0, 521.4285714285714)","(101.0, 420.0, 415.38461538461536)"
11-01-2023 13:32:02.059043,"(3.9, 4.5, 4.473225404732254)","(31.0, 34.0, 33.7037037037037)","(71.0, 110.0, 105.0)","(14.0, 18.0, 17.39712918660287)","(101.0, 990.0, 962.1428571428571)","(91.0, 170.0, 167.14285714285714)","(18.0, 25.0, 24.5)","(7.5, 8.8, 8.605787781350482)","(1.85, 2.16, 2.174859437751004)","(16.0, 23.0, 22.27659574468085)","(101.0, 550.0, 445.45454545454544)","(101.0, 420.0, 415.38461538461536)"
11-01-2023 13:32:03.408782,"(3.9, 4.5, 4.461959957850369)","(31.0, 34.0, 33.7037037037037)","(71.0, 110.0, 105.0)","(14.0, 17.5, 17.394607843137255)","(101.0, 990.0, 962.1428571428571)","(91.0, 170.0, 167.14285714285714)","(18.0, 25.0, 24.547169811320753)","(7.5, 8.8, 8.584971098265896)","(1.85, 2.18, 2.1749914040114615)","(16.0, 23.0, 22.254901960784313)","(101.0, 560.0, 508.33333333333337)","(101.0, 420.0, 415.38461538461536)"
11-01-2023 13:32:04.815926,"(3.9, 4.5, 4.461635220125786)","(31.0, 34.0, 33.729729729729726)","(71.0, 110.0, 105.0)","(14.0, 17.5, 17.641414141414142)","(101.0, 990.0, 962.1428571428571)","(91.0, 170.0, 167.14285714285714)","(18.0, 25.0, 21.46153846153846)","(7.5, 8.8, 8.585590778097984)","(1.85, 2.18, 2.1740348221044665)","(16.0, 23.0, 22.254901960784313)","(101.0, 540.0, 508.33333333333337)","(101.0, 420.0, 415.38461538461536)"
11-01-2023 13:32:06.242493,"(3.9, 4.5, 4.457142857142857)","(31.0, 34.0, 33.729729729729726)","(71.0, 110.0, 106.5)","(14.0, 18.0, 17.68018018018018)","(101.0, 990.0, 962.1428571428571)","(91.0, 170.0, 167.14285714285714)","(18.0, 22.0, 21.46153846153846)","(7.5, 8.8, 8.59217877094972)","(1.85, 2.18, 2.1737854889589907)","(16.0, 23.0, 22.254901960784313)","(101.0, 540.0, 508.33333333333337)","(101.0, 420.0, 415.38461538461536)"
11-01-2023 13:32:07.791586,"(3.9, 4.5, 4.463492063492064)","(31.0, 34.0, 33.726027397260275)","(71.0, 110.0, 106.5)","(14.0, 18.0, 17.68018018018018)","(101.0, 990.0, 962.1428571428571)","(91.0, 170.0, 167.14285714285714)","(18.0, 22.0, 21.170731707317074)","(7.5, 8.8, 8.591011235955056)","(1.85, 2.18, 2.173535684987695)","(16.0, 23.0, 22.306122448979593)","(101.0, 540.0, 508.33333333333337)","(101.0, 420.0, 415.38461538461536)"
11-01-2023 13:32:09.221528,"(3.9, 4.5, 4.45607476635514)","(31.0, 34.0, 33.726027397260275)","(71.0, 110.0, 106.5)","(14.0, 18.0, 17.76948051948052)","(101.0, 990.0, 962.1428571428571)","(91.0, 170.0, 167.14285714285714)","(18.0, 22.0, 21.105263157894736)","(7.5, 8.8, 8.593333333333334)","(1.85, 2.18, 2.173535684987695)","(16.0, 23.0, 22.185185185185183)","(101.0, 540.0, 508.33333333333337)","(101.0, 420.0, 416.25)"
11-01-2023 13:32:10.746354,"(3.9, 4.5, 4.45607476635514)","(31.0, 34.0, 33.726027397260275)","(71.0, 110.0, 106.5)","(14.0, 18.0, 17.76948051948052)","(101.0, 990.0, 962.1428571428571)","(91.0, 170.0, 167.14285714285714)","(18.0, 22.0, 21.105263157894736)","(7.5, 8.8, 8.586206896551724)","(1.85, 2.18, 2.1732010353753237)","(16.0, 23.0, 22.185185185185183)","(101.0, 540.0, 508.33333333333337)","(101.0, 420.0, 411.42857142857144)"
