,Bliss,Capital Eyes,Gris Amour,Kazzas Jet,Supreme Play,Alabama Gold,Boomsita,Compass Rose,Habeebati,Tereshkova,Yankee Blossom,Zumaia
11-01-2023 13:21:55.677580,"(4.8, 5.6, 5.513333333333333)","(31.0, 55.0, 51.53846153846154)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 24.0)","(101.0, 440.0, 431.25)","(31.0, 75.0, 68.33333333333333)","(13.0, 18.0, 17.666666666666668)","(6.5, 7.8, 7.76)","(1.85, 2.12, 2.1190384615384614)","(10.0, 27.0, 26.2)","(101.0, 160.0, 140.9090909090909)","(101.0, 270.0, 233.33333333333331)"
11-01-2023 13:21:57.250330,"(4.8, 5.6, 5.513333333333333)","(31.0, 55.0, 51.53846153846154)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 24.0)","(101.0, 440.0, 431.25)","(31.0, 75.0, 68.33333333333333)","(13.0, 18.0, 17.307692307692307)","(6.5, 7.8, 7.76)","(1.85, 2.12, 2.1190384615384614)","(10.0, 27.0, 26.2)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 233.33333333333331)"
11-01-2023 13:21:58.694799,"(4.8, 5.6, 5.513333333333333)","(31.0, 55.0, 51.53846153846154)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 24.0)","(101.0, 440.0, 431.25)","(31.0, 75.0, 68.33333333333333)","(13.0, 18.0, 17.307692307692307)","(6.5, 7.8, 7.76)","(1.85, 2.12, 2.1190384615384614)","(10.0, 27.0, 26.2)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 233.33333333333331)"
11-01-2023 13:22:00.166516,"(4.8, 5.6, 5.513333333333333)","(31.0, 55.0, 51.53846153846154)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 24.0)","(101.0, 440.0, 431.25)","(31.0, 75.0, 68.33333333333333)","(13.0, 18.0, 17.307692307692307)","(6.5, 7.8, 7.7555555555555555)","(1.85, 2.12, 2.128512)","(10.0, 27.0, 26.2)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 233.33333333333331)"
11-01-2023 13:22:01.572992,"(4.8, 5.6, 5.482716049382716)","(31.0, 55.0, 51.53846153846154)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 68.33333333333333)","(13.0, 18.0, 17.307692307692307)","(6.5, 7.8, 7.7555555555555555)","(1.85, 2.16, 2.123889908256881)","(10.0, 27.0, 26.2)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 233.33333333333331)"
11-01-2023 13:22:03.041442,"(4.8, 5.6, 5.482716049382716)","(31.0, 55.0, 51.53846153846154)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 68.33333333333333)","(13.0, 18.0, 16.772727272727273)","(6.5, 7.8, 7.7555555555555555)","(1.85, 2.16, 2.134183266932271)","(10.0, 27.0, 26.2)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 203.33333333333334)"
11-01-2023 13:22:04.479323,"(4.8, 5.5, 5.430666666666666)","(31.0, 55.0, 51.53846153846154)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 68.33333333333333)","(13.0, 18.0, 16.772727272727273)","(6.5, 7.8, 7.7555555555555555)","(1.85, 2.16, 2.134183266932271)","(10.0, 27.0, 25.11764705882353)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 203.33333333333334)"
11-01-2023 13:22:05.904159,"(4.8, 5.5, 5.430666666666666)","(31.0, 55.0, 50.35714285714286)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 23.875)","(101.0, 440.0, 431.25)","(31.0, 75.0, 67.3076923076923)","(13.0, 18.0, 16.772727272727273)","(6.5, 7.8, 7.752727272727273)","(1.85, 2.16, 2.139846153846154)","(10.0, 26.0, 25.11764705882353)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 203.33333333333334)"
11-01-2023 13:22:07.267880,"(4.8, 5.4, 5.395238095238096)","(31.0, 55.0, 50.35714285714286)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 69.54545454545455)","(13.0, 18.0, 16.65)","(6.5, 7.8, 7.754716981132075)","(1.85, 2.14, 2.1231818181818185)","(10.0, 26.0, 25.4)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 203.33333333333334)"
11-01-2023 13:22:08.703713,"(4.8, 5.5, 5.459420289855072)","(31.0, 55.0, 50.35714285714286)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 72.35294117647058)","(13.0, 18.0, 16.5)","(6.5, 7.8, 7.754716981132075)","(1.85, 2.16, 2.1231818181818185)","(10.0, 26.0, 25.4)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 203.33333333333334)"
11-01-2023 13:22:10.172909,"(4.8, 5.5, 5.4875)","(31.0, 55.0, 50.35714285714286)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 72.35294117647058)","(13.0, 18.0, 16.9)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1231818181818185)","(10.0, 26.0, 25.4)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 203.33333333333334)"
11-01-2023 13:22:11.580826,"(4.8, 5.5, 5.4875)","(31.0, 55.0, 50.35714285714286)","(71.0, 100.0, 93.33333333333333)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 72.35294117647058)","(13.0, 17.5, 16.5625)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1231818181818185)","(10.0, 26.0, 25.4)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 203.33333333333334)"
11-01-2023 13:22:13.008959,"(4.8, 5.5, 5.4)","(31.0, 55.0, 50.35714285714286)","(71.0, 100.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 72.35294117647058)","(13.0, 17.5, 16.5625)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1231818181818185)","(10.0, 26.0, 25.4)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 203.33333333333334)"
11-01-2023 13:22:14.418465,"(4.8, 5.5, 5.4)","(31.0, 55.0, 50.35714285714286)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 72.35294117647058)","(13.0, 17.5, 16.45)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1231818181818185)","(10.0, 26.0, 25.4)","(101.0, 160.0, 140.9090909090909)","(101.0, 270.0, 203.33333333333334)"
11-01-2023 13:22:15.901839,"(4.8, 5.5, 5.4)","(31.0, 55.0, 50.35714285714286)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 72.35294117647058)","(13.0, 17.5, 16.45)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1231818181818185)","(10.0, 26.0, 25.4)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 203.33333333333334)"
11-01-2023 13:22:17.286208,"(4.8, 5.5, 5.4)","(31.0, 55.0, 50.35714285714286)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 431.25)","(31.0, 75.0, 72.35294117647058)","(13.0, 17.5, 16.45)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1231818181818185)","(10.0, 26.0, 25.307692307692307)","(101.0, 160.0, 141.11111111111111)","(101.0, 270.0, 340.0)"
11-01-2023 13:22:18.632680,"(4.8, 5.5, 5.4)","(31.0, 55.0, 50.35714285714286)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 440.0, 512.9032258064516)","(31.0, 75.0, 72.35294117647058)","(13.0, 17.5, 16.45)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1231818181818185)","(10.0, 26.0, 25.307692307692307)","(101.0, 160.0, 142.10526315789474)","(101.0, 510.0, 216.66666666666666)"
11-01-2023 13:22:20.006330,"(4.8, 5.5, 5.3)","(31.0, 55.0, 50.35714285714286)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 520.0, 512.9032258064516)","(31.0, 75.0, 71.25)","(13.0, 17.5, 16.45)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1231818181818185)","(10.0, 26.0, 25.307692307692307)","(101.0, 160.0, 140.9090909090909)","(101.0, 400.0, 285.0)"
11-01-2023 13:22:21.453320,"(4.8, 5.5, 5.2631578947368425)","(31.0, 55.0, 50.35714285714286)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 520.0, 496.875)","(31.0, 75.0, 71.25)","(13.0, 17.5, 16.45)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1231818181818185)","(10.0, 26.0, 25.307692307692307)","(101.0, 160.0, 141.11111111111111)","(101.0, 390.0, 280.0)"
11-01-2023 13:22:23.063533,"(4.8, 5.5, 5.333333333333333)","(31.0, 55.0, 50.35714285714286)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 510.0, 496.875)","(31.0, 75.0, 71.25)","(13.0, 17.5, 16.583333333333332)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1242424242424245)","(10.0, 26.0, 25.307692307692307)","(101.0, 160.0, 141.11111111111111)","(101.0, 380.0, 221.66666666666666)"
11-01-2023 13:22:24.548766,"(4.8, 5.5, 5.371428571428571)","(31.0, 55.0, 50.0)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 510.0, 496.875)","(31.0, 75.0, 71.25)","(13.0, 17.5, 16.5)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1448275862068966)","(10.0, 26.0, 25.307692307692307)","(101.0, 160.0, 152.91666666666666)","(101.0, 370.0, 220.0)"
11-01-2023 13:22:26.052864,"(4.8, 5.5, 5.355555555555555)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 510.0, 496.875)","(31.0, 75.0, 71.25)","(13.0, 17.5, 16.5)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.1448275862068966)","(10.0, 26.0, 25.307692307692307)","(101.0, 160.0, 152.91666666666666)","(101.0, 370.0, 220.0)"
11-01-2023 13:22:27.584106,"(4.8, 5.5, 5.4)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 510.0, 496.875)","(31.0, 75.0, 71.25)","(13.0, 17.5, 16.5)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.149387755102041)","(10.0, 26.0, 25.307692307692307)","(101.0, 160.0, 153.68421052631578)","(101.0, 370.0, 220.0)"
11-01-2023 13:22:29.074837,"(4.8, 5.5, 5.4)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 510.0, 496.875)","(31.0, 75.0, 71.25)","(13.0, 17.5, 16.5)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.149387755102041)","(10.0, 26.0, 25.307692307692307)","(101.0, 160.0, 153.68421052631578)","(101.0, 370.0, 220.0)"
11-01-2023 13:22:30.585321,"(4.8, 5.5, 5.4)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 510.0, 496.875)","(31.0, 75.0, 71.25)","(13.0, 17.5, 16.76923076923077)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.149387755102041)","(10.0, 26.0, 25.307692307692307)","(101.0, 160.0, 153.68421052631578)","(101.0, 370.0, 246.66666666666666)"
11-01-2023 13:22:32.110701,"(4.8, 5.5, 5.4)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 510.0, 496.875)","(31.0, 75.0, 71.25)","(13.0, 17.0, 16.470588235294116)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.16, 2.162352941176471)","(10.0, 26.0, 24.909090909090907)","(101.0, 160.0, 153.68421052631578)","(101.0, 360.0, 270.0)"
11-01-2023 13:22:33.606546,"(4.8, 5.5, 5.4)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 510.0, 496.875)","(31.0, 75.0, 71.25)","(13.0, 17.0, 16.470588235294116)","(6.5, 7.8, 7.718840579710145)","(1.85, 2.2, 2.162352941176471)","(10.0, 26.0, 20.107142857142858)","(101.0, 160.0, 153.68421052631578)","(101.0, 350.0, 215.0)"
11-01-2023 13:22:35.049815,"(4.8, 5.5, 5.4)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 510.0, 493.54838709677415)","(31.0, 75.0, 71.25)","(13.0, 17.0, 16.416666666666668)","(6.5, 7.8, 7.7124999999999995)","(1.85, 2.2, 2.19302752293578)","(10.0, 26.0, 23.575)","(101.0, 160.0, 153.68421052631578)","(101.0, 340.0, 213.33333333333334)"
11-01-2023 13:22:36.506334,"(4.8, 5.5, 5.4)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 500.0, 478.125)","(31.0, 75.0, 71.25)","(13.0, 17.0, 16.416666666666668)","(6.5, 7.8, 7.7124999999999995)","(1.85, 2.2, 2.1950943396226417)","(10.0, 24.0, 20.0)","(101.0, 160.0, 153.68421052631578)","(101.0, 330.0, 275.83333333333337)"
11-01-2023 13:22:37.995865,"(4.8, 5.5, 5.442857142857143)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.933333333333334)","(101.0, 490.0, 478.125)","(31.0, 75.0, 71.25)","(13.0, 17.0, 16.53125)","(6.5, 7.8, 7.7124999999999995)","(1.85, 2.2, 2.1950943396226417)","(10.0, 21.0, 19.0)","(101.0, 160.0, 153.68421052631578)","(101.0, 330.0, 270.0)"
11-01-2023 13:22:39.524460,"(4.8, 5.5, 5.442857142857143)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 24.166666666666668)","(101.0, 490.0, 478.125)","(31.0, 75.0, 71.25)","(13.0, 17.0, 16.53125)","(6.5, 7.8, 7.726315789473684)","(1.85, 2.2, 2.174810810810811)","(10.0, 21.0, 19.0)","(101.0, 160.0, 153.68421052631578)","(101.0, 330.0, 270.0)"
11-01-2023 13:22:41.031031,"(4.8, 5.5, 5.383333333333333)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.36842105263158)","(101.0, 490.0, 478.125)","(31.0, 75.0, 71.25)","(13.0, 17.0, 16.53125)","(6.5, 7.8, 7.745454545454545)","(1.85, 2.18, 2.173936170212766)","(10.0, 21.0, 18.6)","(101.0, 160.0, 153.68421052631578)","(101.0, 330.0, 290.0)"
11-01-2023 13:22:42.561078,"(4.8, 5.6, 5.383333333333333)","(31.0, 55.0, 48.5)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.36842105263158)","(101.0, 490.0, 478.125)","(31.0, 75.0, 71.25)","(13.0, 17.0, 16.53125)","(6.5, 7.8, 7.745454545454545)","(1.85, 2.18, 2.173936170212766)","(10.0, 21.0, 18.0)","(101.0, 160.0, 153.68421052631578)","(101.0, 380.0, 241.53846153846155)"
11-01-2023 13:22:44.129279,"(4.8, 5.6, 5.449999999999999)","(31.0, 55.0, 50.66666666666667)","(71.0, 110.0, 100.0)","(19.0, 25.0, 23.36842105263158)","(101.0, 490.0, 478.125)","(31.0, 75.0, 71.25)","(13.0, 17.0, 16.53125)","(6.5, 7.8, 7.745454545454545)","(1.85, 2.18, 2.173936170212766)","(10.0, 21.0, 18.0)","(101.0, 160.0, 153.68421052631578)","(101.0, 380.0, 290.0)"
11-01-2023 13:22:45.672308,"(4.8, 5.6, 5.449999999999999)","(31.0, 55.0, 48.5)","(71.0, 110.0, 83.75)","(20.0, 25.0, 23.36842105263158)","(101.0, 490.0, 478.125)","(31.0, 75.0, 71.25)","(14.0, 17.0, 15.88888888888889)","(6.5, 7.8, 7.745454545454545)","(1.85, 2.18, 2.173936170212766)","(11.0, 21.0, 17.818181818181817)","(101.0, 160.0, 153.68421052631578)","(101.0, 380.0, 290.0)"
11-01-2023 13:22:47.152847,"(4.8, 5.6, 5.475)","(31.0, 55.0, 48.5)","(71.0, 110.0, 79.16666666666667)","(20.0, 25.0, 23.36842105263158)","(101.0, 490.0, 478.125)","(31.0, 75.0, 71.25)","(14.0, 17.0, 15.88888888888889)","(6.5, 7.8, 7.745454545454545)","(1.85, 2.18, 2.1501408450704225)","(11.0, 21.0, 17.818181818181817)","(101.0, 160.0, 153.68421052631578)","(101.0, 380.0, 241.53846153846155)"
11-01-2023 13:22:48.657577,"(4.8, 5.6, 5.475)","(31.0, 55.0, 50.66666666666667)","(71.0, 100.0, 85.0)","(20.0, 25.0, 23.36842105263158)","(101.0, 490.0, 478.125)","(31.0, 75.0, 72.6923076923077)","(14.0, 17.0, 16.583333333333332)","(6.5, 7.8, 7.745454545454545)","(1.85, 2.2, 2.1498293515358364)","(11.0, 21.0, 14.954545454545455)","(101.0, 160.0, 153.68421052631578)","(101.0, 380.0, 241.53846153846155)"
11-01-2023 13:22:50.160187,"(4.8, 5.6, 5.511764705882353)","(31.0, 55.0, 48.15384615384615)","(71.0, 100.0, 86.66666666666667)","(20.0, 25.0, 23.36842105263158)","(101.0, 490.0, 478.125)","(31.0, 75.0, 72.6923076923077)","(14.0, 17.0, 16.583333333333332)","(6.5, 7.8, 7.745454545454545)","(1.85, 2.2, 2.1752879581151836)","(11.0, 19.5, 17.0)","(101.0, 160.0, 153.68421052631578)","(101.0, 380.0, 290.0)"
11-01-2023 13:22:51.679527,"(4.8, 5.6, 5.521052631578947)","(31.0, 50.0, 47.0)","(61.0, 100.0, 86.66666666666667)","(19.0, 25.0, 24.403846153846153)","(101.0, 490.0, 478.125)","(31.0, 75.0, 72.6923076923077)","(13.0, 17.0, 16.916666666666668)","(6.5, 7.8, 7.745454545454545)","(1.85, 2.18, 2.16)","(11.0, 19.0, 16.75)","(101.0, 160.0, 153.68421052631578)","(101.0, 380.0, 231.25)"
11-01-2023 13:22:53.188213,"(4.8, 5.6, 5.521052631578947)","(31.0, 50.0, 47.0)","(61.0, 100.0, 86.66666666666667)","(19.0, 25.0, 24.403846153846153)","(101.0, 490.0, 478.125)","(31.0, 75.0, 72.6923076923077)","(13.0, 17.0, 16.916666666666668)","(6.5, 7.8, 7.745454545454545)","(1.85, 2.18, 2.165)","(11.0, 17.0, 17.0)","(101.0, 160.0, 153.68421052631578)","(101.0, 380.0, 263.3333333333333)"
11-01-2023 13:22:54.762850,"(4.8, 5.6, 5.521052631578947)","(31.0, 50.0, 47.0)","(61.0, 100.0, 86.66666666666667)","(19.0, 25.0, 24.403846153846153)","(101.0, 490.0, 478.125)","(31.0, 75.0, 74.16666666666667)","(13.0, 17.0, 16.916666666666668)","(6.5, 7.8, 7.752)","(1.85, 2.18, 2.16)","(11.0, 18.5, 15.107142857142858)","(101.0, 160.0, 153.68421052631578)","(101.0, 370.0, 271.1111111111111)"
11-01-2023 13:22:56.415703,"(4.8, 5.6, 5.375)","(31.0, 50.0, 47.0)","(61.0, 100.0, 86.66666666666667)","(19.0, 25.0, 24.403846153846153)","(101.0, 490.0, 478.125)","(31.0, 75.0, 74.16666666666667)","(13.0, 17.0, 16.916666666666668)","(6.5, 7.8, 7.752)","(1.85, 2.18, 2.16)","(11.0, 18.0, 15.333333333333334)","(101.0, 160.0, 153.68421052631578)","(101.0, 360.0, 235.0)"
11-01-2023 13:22:57.881632,"(4.8, 5.6, 5.375)","(31.0, 50.0, 47.0)","(61.0, 100.0, 86.66666666666667)","(19.0, 25.0, 24.403846153846153)","(101.0, 490.0, 478.125)","(31.0, 75.0, 74.16666666666667)","(13.0, 17.0, 16.916666666666668)","(6.5, 7.8, 7.752)","(1.85, 2.18, 2.16)","(11.0, 18.0, 16.0)","(101.0, 160.0, 153.68421052631578)","(101.0, 360.0, 235.0)"
11-01-2023 13:22:59.365156,"(4.8, 5.6, 5.461538461538462)","(31.0, 50.0, 47.0)","(61.0, 100.0, 90.0)","(19.0, 25.0, 24.38)","(101.0, 490.0, 478.125)","(31.0, 75.0, 74.16666666666667)","(13.0, 17.0, 16.916666666666668)","(6.5, 7.8, 7.746268656716418)","(1.85, 2.18, 2.16)","(11.0, 18.0, 17.125)","(101.0, 160.0, 153.68421052631578)","(101.0, 360.0, 235.0)"
11-01-2023 13:23:00.917502,"(4.8, 5.6, 5.461538461538462)","(31.0, 50.0, 46.5)","(61.0, 95.0, 90.0)","(19.0, 25.0, 24.38)","(101.0, 490.0, 478.125)","(31.0, 75.0, 74.16666666666667)","(13.0, 17.0, 16.916666666666668)","(6.5, 7.8, 7.746268656716418)","(1.85, 2.18, 2.16)","(11.0, 18.0, 17.125)","(101.0, 160.0, 153.68421052631578)","(101.0, 360.0, 235.0)"
11-01-2023 13:23:02.442271,"(4.8, 5.6, 5.404999999999999)","(31.0, 50.0, 46.5)","(61.0, 95.0, 90.0)","(19.0, 25.0, 24.38)","(101.0, 490.0, 478.125)","(31.0, 75.0, 74.16666666666667)","(13.0, 17.0, 16.925)","(6.5, 7.8, 7.746268656716418)","(1.85, 2.18, 2.152)","(11.0, 18.0, 17.204545454545453)","(101.0, 160.0, 153.68421052631578)","(101.0, 360.0, 252.85714285714286)"
11-01-2023 13:23:04.318342,"(4.8, 5.6, 5.4312499999999995)","(31.0, 50.0, 47.4)","(61.0, 95.0, 90.0)","(19.0, 25.0, 24.372549019607842)","(101.0, 490.0, 468.75)","(31.0, 75.0, 90.45454545454545)","(13.0, 17.0, 16.925)","(6.5, 7.8, 7.747826086956522)","(1.85, 2.18, 2.175625)","(11.0, 18.0, 16.134615384615383)","(101.0, 160.0, 153.68421052631578)","(101.0, 350.0, 256.6666666666667)"
11-01-2023 13:23:05.884521,"(4.8, 5.6, 5.4312499999999995)","(31.0, 48.0, 47.4)","(61.0, 95.0, 90.0)","(19.0, 25.0, 24.372549019607842)","(101.0, 480.0, 468.75)","(31.0, 95.0, 86.07142857142857)","(13.0, 17.0, 16.925)","(6.5, 7.8, 7.747826086956522)","(1.85, 2.18, 2.175625)","(11.0, 17.0, 16.134615384615383)","(101.0, 160.0, 153.68421052631578)","(101.0, 350.0, 275.0)"
11-01-2023 13:23:07.619288,"(4.8, 5.6, 5.3545454545454545)","(31.0, 48.0, 47.4)","(61.0, 95.0, 91.25)","(19.0, 25.0, 24.372549019607842)","(101.0, 480.0, 468.75)","(31.0, 95.0, 84.0909090909091)","(13.0, 17.0, 16.925)","(6.5, 7.8, 7.747826086956522)","(1.85, 2.18, 2.175625)","(11.0, 17.0, 15.482142857142858)","(101.0, 160.0, 153.68421052631578)","(101.0, 350.0, 263.3333333333333)"
11-01-2023 13:23:09.252464,"(4.8, 5.6, 5.3315789473684205)","(31.0, 48.0, 47.4)","(61.0, 95.0, 87.5)","(19.0, 25.0, 24.404255319148938)","(101.0, 480.0, 468.75)","(31.0, 95.0, 84.0909090909091)","(13.0, 17.0, 16.75)","(6.5, 7.8, 7.747826086956522)","(1.85, 2.18, 2.175625)","(11.0, 17.0, 15.779069767441861)","(101.0, 160.0, 153.68421052631578)","(101.0, 350.0, 256.6666666666667)"
11-01-2023 13:23:10.875582,"(4.8, 5.6, 5.3315789473684205)","(31.0, 48.0, 47.4)","(61.0, 95.0, 87.5)","(19.0, 25.0, 24.404255319148938)","(101.0, 480.0, 468.75)","(31.0, 95.0, 84.0909090909091)","(13.0, 17.0, 16.75)","(6.5, 7.8, 7.747826086956522)","(1.85, 2.18, 2.175625)","(11.0, 17.0, 15.779069767441861)","(101.0, 160.0, 153.68421052631578)","(101.0, 350.0, 236.25)"
11-01-2023 13:23:12.551135,"(4.8, 5.6, 5.490322580645161)","(31.0, 48.0, 47.4)","(61.0, 95.0, 83.75)","(19.0, 25.0, 24.404255319148938)","(101.0, 480.0, 373.3333333333333)","(31.0, 95.0, 91.0)","(13.0, 17.0, 16.925)","(6.5, 7.8, 7.666666666666666)","(1.85, 2.18, 2.176425531914894)","(11.0, 17.0, 15.630434782608695)","(101.0, 160.0, 154.375)","(101.0, 350.0, 302.0)"
11-01-2023 13:23:14.100372,"(4.8, 5.6, 5.490322580645161)","(31.0, 48.0, 47.4)","(61.0, 95.0, 115.0)","(19.0, 25.0, 24.404255319148938)","(101.0, 480.0, 373.3333333333333)","(31.0, 95.0, 91.0)","(13.0, 17.0, 16.90625)","(6.5, 7.8, 7.666666666666666)","(1.85, 2.18, 2.1592592592592594)","(11.0, 17.0, 15.8)","(101.0, 160.0, 154.375)","(101.0, 350.0, 302.0)"
11-01-2023 13:23:15.664382,"(4.8, 5.6, 5.490322580645161)","(31.0, 48.0, 45.27272727272727)","(61.0, 150.0, 115.0)","(19.0, 25.0, 24.404255319148938)","(101.0, 480.0, 373.3333333333333)","(31.0, 95.0, 90.71428571428571)","(13.0, 17.0, 16.93181818181818)","(6.5, 7.8, 7.666666666666666)","(1.85, 2.18, 2.1592592592592594)","(11.0, 17.0, 15.8)","(101.0, 160.0, 154.375)","(101.0, 350.0, 310.0)"
11-01-2023 13:23:17.196792,"(4.8, 5.6, 5.490322580645161)","(31.0, 46.0, 45.27272727272727)","(61.0, 150.0, 100.0)","(19.0, 25.0, 24.404255319148938)","(101.0, 480.0, 373.3333333333333)","(31.0, 95.0, 92.0)","(13.0, 17.0, 16.93181818181818)","(6.5, 7.8, 7.666666666666666)","(1.85, 2.18, 2.1592592592592594)","(11.0, 17.0, 15.8)","(101.0, 160.0, 154.375)","(101.0, 350.0, 310.0)"
11-01-2023 13:23:18.710960,"(4.8, 5.6, 5.490322580645161)","(31.0, 46.0, 45.27272727272727)","(61.0, 140.0, 108.57142857142857)","(19.0, 25.0, 24.404255319148938)","(101.0, 480.0, 373.3333333333333)","(31.0, 95.0, 92.0)","(13.0, 17.0, 16.942307692307693)","(6.5, 7.8, 7.666666666666666)","(1.85, 2.18, 2.176425531914894)","(11.0, 17.0, 15.8)","(101.0, 160.0, 154.375)","(101.0, 350.0, 310.0)"
11-01-2023 13:23:20.326899,"(4.8, 5.6, 5.518181818181818)","(31.0, 46.0, 45.27272727272727)","(61.0, 130.0, 102.72727272727273)","(19.0, 25.0, 24.404255319148938)","(101.0, 480.0, 373.3333333333333)","(31.0, 95.0, 92.0)","(13.0, 17.0, 16.948275862068964)","(6.5, 7.8, 7.666666666666666)","(1.85, 2.18, 2.1344444444444446)","(11.0, 17.0, 16.076923076923077)","(101.0, 160.0, 154.375)","(101.0, 350.0, 310.0)"
11-01-2023 13:23:21.836488,"(4.8, 5.6, 5.518181818181818)","(31.0, 46.0, 45.27272727272727)","(61.0, 130.0, 108.57142857142857)","(19.0, 25.0, 24.404255319148938)","(101.0, 480.0, 373.3333333333333)","(31.0, 95.0, 92.0)","(13.0, 17.0, 16.942307692307693)","(6.5, 7.8, 7.666666666666666)","(1.85, 2.14, 2.1344444444444446)","(11.0, 17.0, 16.076923076923077)","(101.0, 160.0, 154.375)","(101.0, 350.0, 310.0)"
