,My Names Lyn,Coconut Santiago,Cool Whip,Deadly Ambition,Hydro Glide,Romena Charm,Cosmetic Rose
11-01-2023 13:53:15.984054,"(4.0, 5.4, 4.909090909090909)","(3.6, 3.95, 3.67)","(21.0, 110.0, 68.5)","(10.0, 28.0, 25.0)","(2.3, 3.6, 2.9675000000000002)","(6.0, 13.0, 10.709090909090909)","(21.0, 140.0, 74.22222222222221)"
11-01-2023 13:53:17.016517,"(4.0, 5.2, 4.586363636363637)","(3.6, 3.95, 3.67)","(21.0, 110.0, 68.5)","(10.0, 28.0, 25.0)","(2.3, 3.65, 2.9675000000000002)","(6.0, 13.0, 10.709090909090909)","(21.0, 140.0, 68.38709677419354)"
11-01-2023 13:53:18.022765,"(4.0, 5.2, 4.390000000000001)","(3.6, 3.95, 3.67)","(21.0, 110.0, 68.5)","(10.0, 28.0, 25.0)","(2.3, 3.6, 3.0153846153846153)","(6.0, 13.0, 10.709090909090909)","(21.0, 140.0, 68.38709677419354)"
11-01-2023 13:53:19.076803,"(4.0, 5.2, 4.390000000000001)","(3.6, 3.95, 3.683333333333333)","(21.0, 110.0, 68.5)","(10.0, 28.0, 25.0)","(2.3, 3.55, 3.028260869565217)","(6.0, 13.0, 11.3)","(21.0, 140.0, 80.0)"
11-01-2023 13:53:20.423967,"(4.0, 4.7, 4.34)","(3.6, 3.95, 3.683333333333333)","(21.0, 110.0, 68.5)","(10.0, 28.0, 23.636363636363637)","(2.3, 3.55, 3.028260869565217)","(6.0, 13.0, 11.3)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:21.494680,"(4.0, 4.7, 4.34)","(3.6, 3.95, 3.725)","(21.0, 110.0, 68.5)","(10.0, 28.0, 25.333333333333332)","(2.3, 3.55, 3.028260869565217)","(6.0, 13.0, 11.3)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:22.643526,"(4.0, 4.7, 4.423076923076923)","(3.6, 3.8, 3.675)","(21.0, 110.0, 68.5)","(10.0, 28.0, 26.666666666666668)","(2.3, 3.55, 3.028260869565217)","(6.0, 13.0, 11.3)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:23.964640,"(4.0, 4.7, 4.423076923076923)","(3.6, 3.8, 3.675)","(21.0, 110.0, 68.5)","(10.0, 28.0, 26.666666666666668)","(2.3, 3.55, 2.902)","(6.0, 13.0, 11.3)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:25.121345,"(4.0, 4.7, 4.423076923076923)","(3.6, 3.8, 3.675)","(21.0, 110.0, 68.5)","(10.0, 28.0, 26.666666666666668)","(2.3, 3.55, 3.104)","(6.0, 13.0, 11.5125)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:26.141753,"(4.0, 4.7, 4.357142857142857)","(3.6, 3.8, 3.675)","(21.0, 110.0, 68.5)","(10.0, 28.0, 26.666666666666668)","(2.3, 3.5, 2.942972972972973)","(6.0, 13.0, 11.5125)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:27.244276,"(4.0, 4.7, 4.423076923076923)","(3.6, 3.8, 3.6714285714285713)","(21.0, 110.0, 68.5)","(10.0, 28.0, 24.57142857142857)","(2.3, 3.45, 2.942972972972973)","(6.0, 13.0, 11.5125)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:28.359794,"(4.0, 4.7, 4.423076923076923)","(3.6, 4.0, 3.683333333333333)","(21.0, 110.0, 68.5)","(10.0, 28.0, 25.23076923076923)","(2.3, 3.45, 2.9354545454545455)","(6.0, 13.0, 12.015384615384615)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:29.315922,"(4.0, 4.7, 4.423076923076923)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 68.5)","(10.0, 28.0, 25.23076923076923)","(2.3, 3.35, 2.9354545454545455)","(6.0, 13.0, 12.015384615384615)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:30.430270,"(4.0, 4.7, 4.423076923076923)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 68.5)","(10.0, 28.0, 25.88888888888889)","(2.3, 3.35, 2.9186486486486487)","(6.0, 13.0, 11.0)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:31.583776,"(4.0, 4.7, 4.423076923076923)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 68.5)","(10.0, 27.0, 25.88888888888889)","(2.3, 3.35, 2.9099999999999997)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:32.633188,"(4.0, 4.7, 4.423076923076923)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 68.5)","(10.0, 27.0, 26.142857142857142)","(2.3, 3.3, 2.931111111111111)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:33.629366,"(4.0, 4.7, 4.414285714285715)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 68.5)","(10.0, 27.0, 26.142857142857142)","(2.3, 3.25, 2.871304347826087)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:34.646729,"(4.0, 4.7, 4.45)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 68.5)","(10.0, 27.0, 26.142857142857142)","(2.3, 3.2, 2.8328571428571427)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:35.634792,"(4.0, 4.7, 4.45)","(3.6, 4.0, 3.69375)","(21.0, 110.0, 68.5)","(10.0, 27.0, 26.142857142857142)","(2.3, 3.15, 2.82625)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.0)"
11-01-2023 13:53:36.793241,"(4.0, 4.7, 4.45)","(3.6, 4.0, 3.6818181818181817)","(21.0, 110.0, 68.5)","(10.0, 27.0, 26.4)","(2.3, 3.15, 2.82625)","(6.0, 11.5, 11.0)","(21.0, 140.0, 45.77777777777778)"
11-01-2023 13:53:37.774228,"(4.0, 4.7, 4.45)","(3.6, 4.0, 3.6818181818181817)","(21.0, 110.0, 68.5)","(10.0, 27.0, 26.4)","(2.3, 3.15, 2.82625)","(6.0, 11.5, 11.0)","(21.0, 140.0, 45.77777777777778)"
11-01-2023 13:53:38.926684,"(4.0, 4.7, 4.45)","(3.6, 4.0, 3.6818181818181817)","(21.0, 110.0, 68.5)","(10.0, 27.0, 26.142857142857142)","(2.3, 3.1, 2.9052173913043475)","(6.0, 11.5, 11.0)","(21.0, 140.0, 42.11764705882353)"
11-01-2023 13:53:40.067363,"(4.0, 4.7, 4.38421052631579)","(3.6, 4.0, 3.6818181818181817)","(21.0, 110.0, 68.5)","(10.0, 27.0, 27.5)","(2.3, 3.1, 2.8866666666666667)","(6.0, 11.5, 11.0)","(21.0, 140.0, 42.11764705882353)"
11-01-2023 13:53:41.169959,"(4.0, 4.7, 4.566666666666667)","(3.6, 4.0, 3.708333333333333)","(21.0, 110.0, 68.5)","(10.0, 28.0, 27.6)","(2.3, 3.1, 2.8866666666666667)","(6.0, 11.5, 11.0)","(21.0, 140.0, 42.11764705882353)"
11-01-2023 13:53:42.309521,"(4.0, 4.7, 4.566666666666667)","(3.6, 4.0, 3.708333333333333)","(21.0, 110.0, 68.5)","(10.0, 28.0, 27.6)","(2.3, 3.1, 2.8918749999999998)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:43.470561,"(4.0, 4.7, 4.6000000000000005)","(3.6, 3.9, 3.6916666666666664)","(21.0, 110.0, 100.55555555555556)","(10.0, 28.0, 27.6)","(2.3, 3.05, 2.8805263157894734)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:44.579513,"(4.0, 4.7, 4.6000000000000005)","(3.6, 3.9, 3.6916666666666664)","(21.0, 110.0, 100.55555555555556)","(10.0, 28.0, 27.6)","(2.3, 3.05, 2.663529411764706)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:45.701278,"(4.0, 4.7, 4.6000000000000005)","(3.6, 3.9, 3.6916666666666664)","(21.0, 110.0, 100.55555555555556)","(10.0, 28.0, 27.6)","(2.3, 3.0, 2.663529411764706)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:46.912316,"(4.0, 4.7, 4.6000000000000005)","(3.6, 3.9, 3.6916666666666664)","(21.0, 110.0, 81.66666666666666)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.87265306122449)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:48.142965,"(4.0, 5.2, 4.800000000000001)","(3.6, 3.9, 3.7666666666666666)","(21.0, 110.0, 89.0)","(10.0, 28.0, 25.5)","(2.3, 3.0, 2.747741935483871)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:49.522853,"(4.0, 5.2, 4.666666666666667)","(3.6, 4.0, 3.683333333333333)","(21.0, 110.0, 89.0)","(10.0, 28.0, 25.5)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:50.912923,"(4.0, 5.2, 4.666666666666667)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 89.0)","(10.0, 28.0, 26.75)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:52.255218,"(4.0, 5.2, 4.8)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 89.0)","(10.0, 28.0, 26.75)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:53.399735,"(4.0, 5.2, 4.8)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 89.0)","(10.0, 28.0, 26.75)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:54.690202,"(4.0, 5.2, 4.8)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 89.0)","(10.0, 28.0, 26.75)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:55.934740,"(4.0, 5.2, 4.8)","(3.6, 3.85, 3.683333333333333)","(21.0, 110.0, 89.0)","(10.0, 28.0, 26.75)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.66666666666666)"
11-01-2023 13:53:57.067139,"(4.0, 5.1, 4.85)","(3.6, 3.95, 3.6875)","(21.0, 110.0, 89.0)","(10.0, 28.0, 26.75)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 44.0)"
11-01-2023 13:53:58.177132,"(4.0, 5.1, 4.75625)","(3.6, 3.95, 3.716666666666667)","(21.0, 110.0, 89.0)","(10.0, 28.0, 26.75)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 45.88235294117647)"
11-01-2023 13:53:59.392393,"(4.0, 5.1, 4.578947368421052)","(3.6, 3.95, 3.7)","(21.0, 110.0, 89.0)","(10.0, 28.0, 26.75)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 45.88235294117647)"
11-01-2023 13:54:00.632673,"(4.0, 5.0, 4.766666666666667)","(3.6, 3.95, 3.716666666666667)","(21.0, 110.0, 89.0)","(10.0, 28.0, 26.75)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 45.88235294117647)"
11-01-2023 13:54:01.732918,"(4.0, 5.0, 4.714285714285714)","(3.6, 3.95, 3.716666666666667)","(21.0, 110.0, 89.0)","(10.0, 28.0, 26.75)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 45.88235294117647)"
11-01-2023 13:54:02.797705,"(4.0, 5.0, 4.714285714285714)","(3.6, 3.95, 3.716666666666667)","(21.0, 110.0, 89.0)","(10.0, 28.0, 27.0)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 45.88235294117647)"
11-01-2023 13:54:04.071771,"(4.0, 5.0, 4.714285714285714)","(3.6, 3.95, 3.8)","(21.0, 110.0, 89.0)","(10.0, 28.0, 27.0)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 45.88235294117647)"
11-01-2023 13:54:05.528350,"(4.0, 5.0, 4.485714285714286)","(3.6, 3.95, 3.716666666666667)","(21.0, 110.0, 85.10000000000001)","(10.0, 28.0, 27.285714285714285)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 78.46153846153845)"
11-01-2023 13:54:07.035992,"(4.0, 5.0, 4.35609756097561)","(3.6, 3.95, 3.7)","(21.0, 110.0, 75.41666666666667)","(10.0, 28.0, 27.285714285714285)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.66666666666667)"
11-01-2023 13:54:08.354986,"(4.0, 5.0, 4.35609756097561)","(3.6, 3.95, 3.7)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 27.285714285714285)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.66666666666667)"
11-01-2023 13:54:09.620113,"(4.0, 4.9, 4.5062500000000005)","(3.6, 3.95, 3.716666666666667)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 27.285714285714285)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.66666666666667)"
11-01-2023 13:54:10.788031,"(4.0, 4.9, 4.336111111111111)","(3.6, 3.95, 3.716666666666667)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 27.285714285714285)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.66666666666667)"
11-01-2023 13:54:12.003358,"(4.0, 4.8, 4.615384615384615)","(3.6, 3.95, 3.7333333333333334)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 27.333333333333332)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.66666666666667)"
11-01-2023 13:54:13.219915,"(4.0, 4.8, 4.615384615384615)","(3.6, 3.9, 3.7333333333333334)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 27.11111111111111)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.66666666666667)"
11-01-2023 13:54:14.301679,"(4.0, 4.8, 4.615384615384615)","(3.6, 3.9, 3.7333333333333334)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 27.11111111111111)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.66666666666667)"
11-01-2023 13:54:15.299667,"(4.0, 4.8, 4.615384615384615)","(3.6, 3.9, 3.7222222222222223)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 27.11111111111111)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.66666666666667)"
11-01-2023 13:54:16.437560,"(4.0, 4.8, 4.615384615384615)","(3.6, 3.9, 3.7222222222222223)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 27.272727272727273)","(2.3, 3.0, 2.7161702127659573)","(6.0, 11.5, 11.0)","(21.0, 140.0, 86.66666666666667)"
11-01-2023 13:54:17.509818,"(4.0, 4.8, 4.544117647058823)","(3.6, 3.9, 3.7333333333333334)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 27.2)","(2.3, 3.0, 2.7161702127659573)","(6.0, 11.5, 11.0)","(21.0, 140.0, 47.76470588235294)"
11-01-2023 13:54:19.118149,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.9, 3.7416666666666667)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 26.666666666666668)","(2.3, 3.0, 2.7161702127659573)","(6.0, 11.5, 11.0)","(21.0, 140.0, 47.76470588235294)"
11-01-2023 13:54:20.330325,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.95, 3.7416666666666667)","(21.0, 110.0, 90.23809523809524)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.7161702127659573)","(6.0, 11.5, 11.0)","(21.0, 140.0, 49.64705882352941)"
11-01-2023 13:54:21.884219,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.95, 3.7416666666666667)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.7161702127659573)","(6.0, 11.5, 11.0)","(21.0, 140.0, 49.64705882352941)"
11-01-2023 13:54:23.005451,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.95, 3.7416666666666667)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.5)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:24.162594,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.95, 3.7416666666666667)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.5)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:25.439324,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.95, 3.8333333333333335)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.5)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:26.574441,"(4.0, 4.8, 4.629411764705882)","(3.6, 4.1, 3.7333333333333334)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.7765714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:27.633581,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.9, 3.7333333333333334)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.7161702127659573)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:29.059439,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.9, 3.7333333333333334)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.7161702127659573)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:30.240271,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.9, 3.7333333333333334)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.7161702127659573)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:31.462862,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.9, 3.7333333333333334)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.7161702127659573)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:32.502635,"(4.0, 4.8, 4.629411764705882)","(3.6, 3.9, 3.7333333333333334)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.7161702127659573)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:33.553486,"(4.0, 4.7, 4.515384615384615)","(3.6, 4.1, 3.8333333333333335)","(21.0, 100.0, 82.61904761904762)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.6883333333333335)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:34.587198,"(4.0, 4.7, 4.514285714285714)","(3.6, 3.9, 3.7333333333333334)","(21.0, 95.0, 78.80952380952381)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.6883333333333335)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:35.609512,"(4.0, 4.7, 4.514285714285714)","(3.6, 3.9, 3.7333333333333334)","(21.0, 90.0, 77.4)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.6883333333333335)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:36.664144,"(4.0, 4.7, 4.514285714285714)","(3.6, 3.9, 3.7333333333333334)","(21.0, 90.0, 69.18181818181819)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.6883333333333335)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:37.654805,"(4.0, 4.7, 4.46)","(3.6, 3.9, 3.7333333333333334)","(21.0, 85.0, 69.18181818181819)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.6883333333333335)","(6.0, 11.5, 11.0)","(21.0, 140.0, 70.18181818181819)"
11-01-2023 13:54:38.665904,"(4.0, 4.7, 4.46)","(3.6, 3.9, 3.7333333333333334)","(21.0, 85.0, 65.66666666666666)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.6883333333333335)","(6.0, 11.5, 11.0)","(21.0, 140.0, 51.529411764705884)"
11-01-2023 13:54:39.728374,"(4.0, 4.7, 4.425714285714286)","(3.6, 3.9, 3.7333333333333334)","(21.0, 80.0, 69.4)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.7025)","(6.0, 11.5, 11.0)","(21.0, 140.0, 51.529411764705884)"
11-01-2023 13:54:40.804006,"(4.0, 4.7, 4.440909090909091)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 65.4)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.7025)","(6.0, 11.5, 11.0)","(21.0, 140.0, 53.411764705882355)"
11-01-2023 13:54:42.163286,"(4.0, 4.7, 4.440909090909091)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 65.4)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.727)","(6.0, 11.5, 11.0)","(21.0, 140.0, 53.411764705882355)"
11-01-2023 13:54:43.345143,"(4.0, 4.7, 4.440909090909091)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 65.4)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.727)","(6.0, 11.5, 11.0)","(21.0, 140.0, 53.411764705882355)"
11-01-2023 13:54:44.581756,"(4.0, 4.7, 4.286956521739131)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.8640909090909092)","(6.0, 11.5, 11.0)","(21.0, 140.0, 69.9047619047619)"
11-01-2023 13:54:45.941826,"(4.0, 4.8, 4.683333333333333)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.8365714285714287)","(6.0, 11.5, 11.0)","(21.0, 140.0, 69.9047619047619)"
11-01-2023 13:54:47.369846,"(4.0, 4.8, 4.683333333333333)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.841111111111111)","(6.0, 11.5, 11.0)","(21.0, 140.0, 68.0)"
11-01-2023 13:54:48.560617,"(4.0, 4.8, 4.683333333333333)","(3.6, 3.85, 3.7750000000000004)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.841111111111111)","(6.0, 11.5, 11.0)","(21.0, 140.0, 71.42857142857143)"
11-01-2023 13:54:49.694670,"(4.0, 4.8, 4.683333333333333)","(3.6, 3.85, 3.7750000000000004)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.841111111111111)","(6.0, 11.5, 11.0)","(21.0, 140.0, 64.44444444444444)"
11-01-2023 13:54:50.694310,"(4.0, 4.8, 4.6625)","(3.6, 3.85, 3.7750000000000004)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.841111111111111)","(6.0, 11.5, 11.0)","(21.0, 140.0, 75.23809523809524)"
11-01-2023 13:54:51.843772,"(4.0, 4.8, 4.4526315789473685)","(3.6, 3.85, 3.7750000000000004)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.841111111111111)","(6.0, 11.5, 11.0)","(21.0, 140.0, 75.23809523809524)"
11-01-2023 13:54:52.937617,"(4.0, 4.8, 4.59375)","(3.6, 3.85, 3.7750000000000004)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.841111111111111)","(6.0, 11.5, 11.0)","(21.0, 140.0, 75.23809523809524)"
11-01-2023 13:54:53.871607,"(4.0, 4.8, 4.59375)","(3.6, 3.85, 3.7750000000000004)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.841111111111111)","(6.0, 11.5, 11.0)","(21.0, 140.0, 75.23809523809524)"
11-01-2023 13:54:54.807909,"(4.0, 4.8, 4.59375)","(3.6, 4.1, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.831764705882353)","(6.0, 11.5, 11.0)","(21.0, 140.0, 75.23809523809524)"
11-01-2023 13:54:55.863876,"(4.0, 4.8, 4.59375)","(3.6, 4.1, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 3.0, 2.831764705882353)","(6.0, 11.5, 11.0)","(21.0, 140.0, 82.08333333333334)"
11-01-2023 13:54:56.833881,"(4.0, 4.8, 4.59375)","(3.6, 4.0, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.98, 2.7800000000000002)","(6.0, 11.5, 11.0)","(21.0, 120.0, 82.08333333333334)"
11-01-2023 13:54:57.810524,"(4.0, 4.8, 4.625)","(3.6, 4.0, 3.73)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.96, 2.7362162162162162)","(6.0, 11.5, 11.0)","(21.0, 110.0, 82.5)"
11-01-2023 13:54:58.763925,"(4.0, 4.8, 4.52)","(3.6, 4.0, 3.73)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.8266666666666667)","(6.0, 11.5, 11.0)","(21.0, 110.0, 88.84615384615384)"
11-01-2023 13:54:59.796189,"(4.0, 4.8, 4.5249999999999995)","(3.6, 4.0, 3.7375000000000003)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.8057894736842104)","(6.0, 11.5, 11.0)","(21.0, 110.0, 68.33333333333333)"
11-01-2023 13:55:00.878749,"(4.0, 4.8, 4.485714285714286)","(3.6, 4.0, 3.7375000000000003)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.8057894736842104)","(6.0, 11.5, 11.0)","(21.0, 110.0, 68.33333333333333)"
11-01-2023 13:55:01.878539,"(4.0, 4.8, 4.555555555555555)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.8057894736842104)","(6.0, 11.5, 11.0)","(21.0, 110.0, 68.33333333333333)"
11-01-2023 13:55:03.308600,"(4.0, 4.8, 4.584615384615384)","(3.6, 3.9, 3.7333333333333334)","(21.0, 75.0, 60.391304347826086)","(10.0, 28.0, 26.0)","(2.3, 2.94, 2.7629166666666665)","(6.0, 11.5, 11.0)","(21.0, 110.0, 68.33333333333333)"
