,Obsession Agogo,Ratified,Halwes,Jaggers Lady,Stellar Rising,Louie,Enraged,Worry Less
07-12-2022 14:18:02.919993,"(6.0, 10.5, 8.16)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.966666666666667)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.3)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 4.836206896551724)"
07-12-2022 14:18:04.062814,"(6.0, 10.5, 8.16)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.966666666666667)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.3)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 4.09375)"
07-12-2022 14:18:05.187869,"(6.0, 10.5, 8.16)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.766037735849056)","(16.0, 46.0, 21.416666666666664)","(3.9, 5.5, 3.967857142857143)","(14.0, 34.0, 22.0)","(3.6, 5.0, 4.659090909090909)"
07-12-2022 14:18:06.251685,"(6.0, 10.5, 8.16)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.766037735849056)","(16.0, 46.0, 21.416666666666664)","(3.9, 5.5, 4.720000000000001)","(14.0, 34.0, 23.2)","(3.6, 5.0, 3.7954545454545454)"
07-12-2022 14:18:07.261815,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.0, 14.075)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.766037735849056)","(16.0, 46.0, 26.8125)","(3.9, 5.4, 4.2)","(14.0, 34.0, 23.2)","(3.6, 4.9, 3.7954545454545454)"
07-12-2022 14:18:08.341095,"(6.0, 10.0, 7.166666666666666)","(8.0, 17.0, 14.15)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.783333333333333)","(16.0, 44.0, 29.25)","(3.9, 5.4, 4.1781250000000005)","(14.0, 34.0, 29.090909090909093)","(3.6, 4.9, 3.907142857142857)"
07-12-2022 14:18:09.422045,"(6.0, 10.0, 7.166666666666666)","(8.0, 17.0, 13.914285714285715)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 29.25)","(3.9, 5.4, 4.1781250000000005)","(14.0, 34.0, 29.090909090909093)","(3.6, 4.8, 4.08125)"
07-12-2022 14:18:10.481694,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.0, 13.914285714285715)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 29.25)","(3.9, 5.4, 3.897959183673469)","(14.0, 34.0, 29.090909090909093)","(3.6, 4.8, 4.08125)"
07-12-2022 14:18:11.503585,"(6.0, 10.5, 7.8999999999999995)","(8.0, 17.0, 13.914285714285715)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 5.4, 3.897959183673469)","(14.0, 34.0, 29.090909090909093)","(3.6, 4.8, 4.08125)"
07-12-2022 14:18:12.516768,"(6.0, 10.5, 7.309090909090909)","(8.0, 17.0, 13.5)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 5.4, 4.3625)","(14.0, 34.0, 29.090909090909093)","(3.6, 4.8, 3.770967741935484)"
07-12-2022 14:18:13.530840,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.0, 15.6875)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.783333333333333)","(16.0, 42.0, 22.384615384615383)","(3.9, 5.3, 4.1125)","(14.0, 34.0, 23.5)","(3.6, 4.9, 3.770967741935484)"
07-12-2022 14:18:14.671674,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.0, 14.214285714285715)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 5.2, 3.9272727272727272)","(14.0, 34.0, 30.27777777777778)","(3.6, 4.9, 4.18125)"
07-12-2022 14:18:15.734036,"(6.0, 10.0, 7.123076923076923)","(8.0, 18.0, 13.333333333333334)","(6.0, 9.4, 7.9)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.4, 4.0)","(14.0, 32.0, 27.0)","(3.6, 4.8, 4.068421052631579)"
07-12-2022 14:18:16.840190,"(6.0, 10.0, 7.123076923076923)","(8.0, 18.0, 14.1)","(6.0, 9.4, 7.9)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.4, 4.0)","(14.0, 32.0, 27.0)","(3.6, 4.7, 4.184615384615385)"
07-12-2022 14:18:17.960181,"(6.0, 10.0, 7.449999999999999)","(8.0, 18.0, 14.1)","(6.0, 9.4, 7.9)","(5.0, 7.8, 5.783333333333333)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.4, 4.0)","(14.0, 32.0, 28.73913043478261)","(3.6, 4.6, 3.925)"
07-12-2022 14:18:19.091516,"(6.0, 10.0, 7.449999999999999)","(8.0, 18.0, 14.0)","(6.0, 9.4, 7.9)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.4, 4.09375)","(14.0, 32.0, 24.75)","(3.6, 4.6, 4.175)"
07-12-2022 14:18:20.217943,"(6.0, 10.0, 7.449999999999999)","(8.0, 18.5, 14.0)","(6.0, 10.0, 8.933333333333334)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.5, 4.03125)","(14.0, 32.0, 28.847826086956523)","(3.6, 4.6, 4.175)"
07-12-2022 14:18:21.380370,"(6.0, 10.0, 7.449999999999999)","(8.0, 18.5, 16.55)","(6.0, 10.0, 8.311111111111112)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.5, 4.03125)","(14.0, 32.0, 28.847826086956523)","(3.6, 4.6, 4.090909090909091)"
07-12-2022 14:18:22.606805,"(6.0, 10.0, 7.571428571428571)","(8.0, 18.5, 17.934782608695652)","(6.0, 10.0, 8.8)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.5, 4.03125)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 4.090909090909091)"
07-12-2022 14:18:23.830335,"(6.0, 9.8, 7.514285714285714)","(8.0, 18.5, 17.934782608695652)","(6.0, 10.0, 9.672727272727272)","(5.0, 7.8, 5.783333333333333)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.5, 4.8375)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 4.405555555555556)"
07-12-2022 14:18:25.027169,"(6.0, 9.8, 7.133333333333333)","(8.0, 18.5, 17.934782608695652)","(6.0, 10.0, 10.213953488372093)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 5.2, 4.28125)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 4.438461538461539)"
07-12-2022 14:18:26.306188,"(6.0, 9.8, 7.133333333333333)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 10.213953488372093)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 5.0, 4.24375)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 4.233333333333333)"
07-12-2022 14:18:27.390948,"(6.0, 9.8, 7.514285714285714)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 9.266666666666666)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.9, 4.24375)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 4.233333333333333)"
07-12-2022 14:18:28.345777,"(6.0, 10.0, 7.123076923076923)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 9.266666666666666)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.9, 4.18125)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 3.9000000000000004)"
07-12-2022 14:18:29.392394,"(6.0, 10.0, 7.123076923076923)","(8.0, 18.5, 17.934782608695652)","(6.0, 10.5, 9.266666666666666)","(5.0, 7.8, 5.783333333333333)","(16.0, 42.0, 22.384615384615383)","(3.9, 4.9, 4.21875)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 4.375)"
07-12-2022 14:18:30.474416,"(6.0, 10.0, 7.123076923076923)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 10.191666666666666)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 23.785714285714285)","(3.9, 5.0, 4.21875)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 4.375)"
07-12-2022 14:18:31.593616,"(6.0, 9.8, 7.514285714285714)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 10.191666666666666)","(5.0, 7.8, 5.766037735849056)","(16.0, 42.0, 25.9375)","(3.9, 5.0, 4.21875)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 4.090909090909091)"
07-12-2022 14:18:32.715976,"(6.0, 9.8, 7.514285714285714)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 10.191666666666666)","(5.0, 7.8, 5.766037735849056)","(16.0, 40.0, 27.5)","(3.9, 5.0, 4.21875)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 3.984375)"
07-12-2022 14:18:33.819236,"(6.0, 10.0, 7.123076923076923)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 10.191666666666666)","(5.0, 7.8, 5.783333333333333)","(16.0, 40.0, 27.5)","(3.9, 5.0, 4.92)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 4.0636363636363635)"
07-12-2022 14:18:34.990834,"(6.0, 10.0, 7.123076923076923)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 10.191666666666666)","(5.0, 7.8, 5.783333333333333)","(16.0, 40.0, 23.125)","(3.9, 5.2, 4.28125)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 3.85)"
07-12-2022 14:18:36.117470,"(6.0, 10.0, 7.123076923076923)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 10.191666666666666)","(5.0, 7.8, 5.766037735849056)","(16.0, 40.0, 23.125)","(3.9, 5.0, 4.28125)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.5, 4.038888888888889)"
07-12-2022 14:18:37.213136,"(6.0, 9.8, 6.955555555555556)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 8.944444444444445)","(5.0, 7.4, 7.054545454545455)","(16.0, 40.0, 23.5)","(3.9, 5.0, 4.18125)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.4, 4.038888888888889)"
07-12-2022 14:18:38.325212,"(6.0, 9.6, 7.6)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 9.557142857142857)","(5.0, 7.4, 6.369491525423729)","(16.0, 40.0, 23.5)","(3.9, 4.9, 4.18125)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.4, 3.8125)"
07-12-2022 14:18:39.454619,"(6.0, 9.6, 7.6)","(8.0, 18.5, 17.6875)","(6.0, 10.5, 10.193023255813953)","(5.0, 7.4, 5.92972972972973)","(16.0, 40.0, 24.823529411764707)","(3.9, 4.9, 3.966666666666667)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.3, 3.8875)"
07-12-2022 14:18:40.649501,"(6.0, 9.6, 7.6)","(8.0, 18.0, 17.25)","(6.0, 10.5, 10.193023255813953)","(5.0, 7.4, 5.92972972972973)","(16.0, 40.0, 24.823529411764707)","(3.9, 4.4, 3.966666666666667)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.3, 3.8000000000000003)"
07-12-2022 14:18:41.821786,"(6.0, 9.6, 7.6)","(8.0, 18.0, 15.9375)","(6.0, 10.5, 9.4125)","(5.0, 7.2, 6.45)","(16.0, 40.0, 24.823529411764707)","(3.9, 4.4, 3.966666666666667)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.3, 3.8200000000000003)"
07-12-2022 14:18:42.899450,"(6.0, 9.6, 7.6)","(8.0, 18.0, 15.9375)","(6.0, 10.5, 9.4125)","(5.0, 7.2, 6.45)","(16.0, 40.0, 24.823529411764707)","(3.9, 4.4, 3.966666666666667)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.3, 3.85)"
07-12-2022 14:18:43.971419,"(6.0, 9.6, 7.6)","(8.0, 18.0, 16.125)","(6.0, 9.4, 8.5)","(5.0, 7.2, 6.45)","(16.0, 40.0, 22.8)","(3.9, 4.4, 4.072727272727272)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.3, 3.85)"
07-12-2022 14:18:45.055180,"(6.0, 9.4, 7.222222222222222)","(8.0, 18.0, 17.25)","(6.0, 9.4, 8.6)","(5.0, 7.0, 6.475)","(16.0, 40.0, 22.352941176470587)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.2, 4.016666666666667)"
07-12-2022 14:18:46.196892,"(6.0, 9.4, 7.222222222222222)","(8.0, 18.0, 17.25)","(6.0, 11.5, 9.855555555555556)","(5.0, 7.0, 6.4222222222222225)","(16.0, 40.0, 22.0)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.2, 4.038235294117647)"
07-12-2022 14:18:47.287521,"(6.0, 9.4, 7.222222222222222)","(8.0, 18.0, 17.0)","(6.0, 11.5, 9.855555555555556)","(5.0, 7.0, 6.4222222222222225)","(16.0, 40.0, 22.0)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.2, 4.038235294117647)"
07-12-2022 14:18:48.264655,"(6.0, 9.4, 7.222222222222222)","(8.0, 18.0, 17.0)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.8, 6.25)","(16.0, 40.0, 23.058823529411764)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.2, 4.038235294117647)"
07-12-2022 14:18:49.326292,"(6.0, 9.4, 7.222222222222222)","(8.0, 18.0, 17.0)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.8, 6.199999999999999)","(16.0, 40.0, 23.058823529411764)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.2, 3.970833333333333)"
07-12-2022 14:18:50.475117,"(6.0, 9.4, 7.222222222222222)","(8.0, 18.0, 17.0)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.8, 6.4222222222222225)","(16.0, 40.0, 22.375)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.2, 3.95)"
07-12-2022 14:18:51.562574,"(6.0, 9.4, 7.222222222222222)","(8.0, 18.0, 17.0)","(6.0, 12.0, 11.353846153846154)","(5.0, 7.0, 6.4222222222222225)","(16.0, 40.0, 22.375)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.2, 3.95)"
07-12-2022 14:18:52.638419,"(6.0, 9.4, 7.222222222222222)","(8.0, 18.0, 17.0)","(6.0, 12.0, 11.353846153846154)","(5.0, 7.0, 6.628571428571429)","(16.0, 40.0, 22.375)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.2, 3.95)"
07-12-2022 14:18:53.783662,"(6.0, 9.4, 7.222222222222222)","(8.0, 18.0, 17.0)","(6.0, 12.0, 11.353846153846154)","(5.0, 7.0, 6.4222222222222225)","(16.0, 40.0, 22.375)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.2, 3.7416666666666667)"
07-12-2022 14:18:54.943952,"(6.0, 9.2, 7.64)","(8.0, 18.0, 17.0)","(6.0, 12.0, 11.353846153846154)","(5.0, 7.0, 6.199999999999999)","(16.0, 40.0, 21.2)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 27.97222222222222)","(3.6, 4.2, 3.9272727272727272)"
07-12-2022 14:18:56.105873,"(6.0, 9.2, 7.177777777777777)","(8.0, 18.0, 16.857142857142858)","(6.0, 12.0, 10.930769230769231)","(5.0, 6.8, 6.25)","(16.0, 40.0, 22.375)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 4.016666666666667)"
07-12-2022 14:18:57.261116,"(6.0, 9.2, 7.177777777777777)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.8, 6.25)","(16.0, 40.0, 22.375)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 4.028125)"
07-12-2022 14:18:58.378192,"(6.0, 9.2, 7.177777777777777)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.8, 6.2625)","(16.0, 40.0, 22.75)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 4.028125)"
07-12-2022 14:18:59.417167,"(6.0, 9.2, 7.177777777777777)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.6, 6.2625)","(16.0, 40.0, 25.473684210526315)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:00.477302,"(6.0, 9.0, 7.285714285714286)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.6, 6.225)","(16.0, 40.0, 25.473684210526315)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:01.580343,"(6.0, 9.0, 7.285714285714286)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.6, 6.0)","(16.0, 40.0, 26.333333333333336)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:02.662339,"(6.0, 9.0, 7.285714285714286)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.4, 6.0)","(16.0, 38.0, 26.333333333333336)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:03.669146,"(6.0, 10.5, 7.309090909090909)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.4, 6.0)","(16.0, 38.0, 26.333333333333336)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:04.685418,"(6.0, 10.5, 7.0874999999999995)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.4, 6.0)","(16.0, 38.0, 25.5)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.9692307692307693)"
07-12-2022 14:19:05.772805,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 6.6, 5.914285714285715)","(16.0, 38.0, 22.15625)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:06.918025,"(6.0, 10.0, 7.166666666666666)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 7.2, 5.914285714285715)","(16.0, 38.0, 22.15625)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:08.055230,"(6.0, 10.0, 7.166666666666666)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.930769230769231)","(5.0, 7.0, 6.4222222222222225)","(16.0, 38.0, 22.15625)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:09.251750,"(6.0, 10.0, 7.166666666666666)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.28)","(16.0, 38.0, 22.15625)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.825)"
07-12-2022 14:19:10.397274,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.0)","(16.0, 38.0, 22.15625)","(3.9, 4.4, 4.127272727272727)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.9272727272727272)"
07-12-2022 14:19:11.565139,"(6.0, 10.5, 7.0874999999999995)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 6.8, 6.199999999999999)","(16.0, 38.0, 25.0625)","(3.9, 4.4, 4.08125)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:12.768116,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 6.8, 6.199999999999999)","(16.0, 36.0, 25.0625)","(3.9, 4.3, 4.1)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:13.896186,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 6.8, 6.377777777777777)","(16.0, 36.0, 21.78125)","(3.9, 4.3, 4.152941176470588)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:14.952061,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.377777777777777)","(16.0, 36.0, 23.272727272727273)","(3.9, 4.3, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.7714285714285714)"
07-12-2022 14:19:16.021158,"(6.0, 10.5, 7.0874999999999995)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.4222222222222225)","(16.0, 36.0, 23.272727272727273)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.925)"
07-12-2022 14:19:17.049468,"(6.0, 10.5, 7.0874999999999995)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.4222222222222225)","(16.0, 36.0, 23.272727272727273)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 4.016666666666667)"
07-12-2022 14:19:18.131936,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.4222222222222225)","(16.0, 36.0, 23.272727272727273)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 4.016666666666667)"
07-12-2022 14:19:19.204611,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.0285714285714285)","(16.0, 36.0, 23.272727272727273)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 4.016666666666667)"
07-12-2022 14:19:20.195373,"(6.0, 10.0, 7.571428571428571)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.0285714285714285)","(16.0, 36.0, 23.272727272727273)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.825)"
07-12-2022 14:19:21.322688,"(6.0, 10.5, 7.0874999999999995)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.333333333333333)","(16.0, 36.0, 23.272727272727273)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:22.567452,"(6.0, 10.5, 7.0874999999999995)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.333333333333333)","(16.0, 36.0, 23.272727272727273)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:23.662065,"(6.0, 10.5, 7.0874999999999995)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.333333333333333)","(16.0, 36.0, 23.272727272727273)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:24.676686,"(6.0, 10.0, 7.085714285714285)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.0285714285714285)","(16.0, 36.0, 23.272727272727273)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.825)"
07-12-2022 14:19:25.730786,"(6.0, 10.0, 6.957894736842105)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.333333333333333)","(16.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.9272727272727272)"
07-12-2022 14:19:26.812560,"(6.0, 9.8, 7.666666666666667)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.333333333333333)","(16.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:27.919539,"(6.0, 9.8, 7.666666666666667)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 7.0, 6.333333333333333)","(16.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:28.963049,"(6.0, 9.8, 7.666666666666667)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 6.8, 6.15)","(16.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:30.005391,"(6.0, 9.8, 7.666666666666667)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 6.8, 5.646153846153846)","(16.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 28.184210526315788)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:31.147559,"(6.0, 9.8, 7.4)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 6.8, 5.703125)","(16.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.95)"
07-12-2022 14:19:32.272182,"(6.0, 9.8, 8.314285714285715)","(8.0, 17.5, 16.857142857142858)","(6.0, 11.5, 10.125714285714285)","(5.0, 6.6, 6.1875)","(16.0, 36.0, 24.333333333333332)","(3.9, 4.4, 4.033333333333333)","(14.0, 32.0, 29.441176470588236)","(3.6, 4.2, 3.95)"
