,Obsession Agogo,Ratified,Halwes,Jaggers Lady,Stellar Rising,Louie,Enraged,Worry Less
07-12-2022 14:16:27.168337,"(6.0, 12.5, 7.181818181818182)","(8.0, 17.5, 12.1)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:28.337237,"(6.0, 12.5, 7.181818181818182)","(8.0, 17.5, 14.842857142857143)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.44736842105263)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:29.505414,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:30.688001,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:32.010803,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:33.248224,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:34.483840,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:35.673356,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:36.903668,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:38.176928,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:39.469290,"(6.0, 12.5, 6.83)","(8.0, 17.5, 15.225)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:40.659944,"(6.0, 12.5, 6.83)","(8.0, 17.5, 15.225)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:41.743964,"(6.0, 12.5, 6.83)","(8.0, 17.5, 15.225)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 38.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:42.790538,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:43.903700,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:44.983764,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:46.150760,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:47.347616,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:48.623529,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:49.964631,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 35.33333333333333)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:51.238739,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 35.33333333333333)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:52.666995,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:54.029827,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:55.448358,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:56.569824,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 35.33333333333333)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:57.633016,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:58.794086,"(6.0, 12.5, 6.83)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:16:59.924040,"(6.0, 12.5, 7.475)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:00.981749,"(6.0, 12.5, 7.550000000000001)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:02.111074,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:03.365048,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:04.604091,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 30.0)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:05.806847,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 35.33333333333333)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:06.976988,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 35.33333333333333)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:08.164631,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:09.358765,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:10.557543,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 37.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:11.733703,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 26.3125)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.85)"
07-12-2022 14:17:12.808630,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 26.3125)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.85)"
07-12-2022 14:17:13.799482,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 26.3125)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.85)"
07-12-2022 14:17:14.885063,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 26.3125)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.9875)"
07-12-2022 14:17:15.958971,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 26.3125)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 3.8)"
07-12-2022 14:17:17.088185,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 26.3125)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 3.9)"
07-12-2022 14:17:18.199553,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.275)","(16.0, 46.0, 30.5)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.125)"
07-12-2022 14:17:19.355993,"(6.0, 12.5, 7.625)","(8.0, 17.5, 11.433333333333334)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.4, 6.275)","(16.0, 46.0, 30.5)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.125)"
07-12-2022 14:17:20.648926,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.675)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.4, 6.275)","(16.0, 46.0, 30.5)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 3.85)"
07-12-2022 14:17:21.832898,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.675)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.4, 6.333333333333333)","(16.0, 46.0, 28.22222222222222)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.672727272727273)"
07-12-2022 14:17:22.924460,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.675)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.8, 5.8999999999999995)","(16.0, 46.0, 34.57142857142857)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.85)"
07-12-2022 14:17:24.094801,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.675)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.8, 5.8999999999999995)","(16.0, 46.0, 34.57142857142857)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.9875)"
07-12-2022 14:17:25.230294,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.675)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.8, 5.8999999999999995)","(16.0, 46.0, 34.57142857142857)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 3.9875)"
07-12-2022 14:17:26.385202,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.675)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.8, 5.988235294117647)","(16.0, 46.0, 28.22222222222222)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 3.9875)"
07-12-2022 14:17:27.433727,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.675)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.8, 5.988235294117647)","(16.0, 46.0, 28.22222222222222)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.0321428571428575)"
07-12-2022 14:17:28.467649,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.375)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.8, 5.988235294117647)","(16.0, 46.0, 30.25)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.9250000000000003)"
07-12-2022 14:17:29.520428,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.375)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.2)","(16.0, 46.0, 30.25)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.9250000000000003)"
07-12-2022 14:17:30.554957,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.4, 6.2)","(16.0, 46.0, 30.25)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 4.05)"
07-12-2022 14:17:31.632856,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.4, 6.2)","(16.0, 46.0, 30.25)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.05)"
07-12-2022 14:17:32.685141,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.4, 6.2)","(16.0, 46.0, 30.25)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.225)"
07-12-2022 14:17:33.795339,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 8.0, 6.745454545454546)","(16.0, 46.0, 28.22222222222222)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.0964285714285715)"
07-12-2022 14:17:34.910057,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.8, 6.475)","(16.0, 46.0, 28.22222222222222)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 4.1125)"
07-12-2022 14:17:36.062520,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.475)","(16.0, 46.0, 30.25)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.1125)"
07-12-2022 14:17:37.205539,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.35)","(16.0, 46.0, 30.25)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.1125)"
07-12-2022 14:17:38.346817,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 5.84375)","(16.0, 46.0, 30.25)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.416666666666667)"
07-12-2022 14:17:39.473798,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 8.0, 6.325)","(16.0, 46.0, 22.75)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.85)"
07-12-2022 14:17:40.584420,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.2, 6.325)","(16.0, 46.0, 24.53846153846154)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.85)"
07-12-2022 14:17:41.729250,"(6.0, 12.5, 7.625)","(8.0, 17.5, 10.825)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.2, 6.2)","(16.0, 46.0, 24.53846153846154)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.9, 3.963636363636364)"
07-12-2022 14:17:42.792076,"(6.0, 9.6, 7.542857142857143)","(8.0, 17.0, 10.7)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.2, 6.2)","(16.0, 46.0, 23.5)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 5.2, 3.9875)"
07-12-2022 14:17:43.836099,"(6.0, 9.6, 7.542857142857143)","(8.0, 17.0, 10.7)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.6, 6.65)","(16.0, 46.0, 23.5)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.15)"
07-12-2022 14:17:45.001914,"(6.0, 9.8, 8.415384615384616)","(8.0, 17.0, 10.7)","(6.0, 11.0, 8.814285714285715)","(5.0, 8.0, 6.466666666666667)","(16.0, 46.0, 23.5)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 21.333333333333332)","(3.6, 4.8, 4.15)"
07-12-2022 14:17:46.018737,"(6.0, 9.8, 8.415384615384616)","(8.0, 17.0, 10.7)","(6.0, 11.0, 8.814285714285715)","(5.0, 7.8, 6.466666666666667)","(16.0, 46.0, 23.5)","(3.9, 5.5, 4.3)","(14.0, 34.0, 28.571428571428573)","(3.6, 4.8, 4.375)"
07-12-2022 14:17:47.197482,"(6.0, 10.5, 8.9625)","(8.0, 17.0, 10.7)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 6.475)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.2272727272727275)","(14.0, 34.0, 28.571428571428573)","(3.6, 5.2, 4.375)"
07-12-2022 14:17:48.310307,"(6.0, 10.0, 8.2)","(8.0, 17.0, 10.7)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.6, 6.061538461538461)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.2272727272727275)","(14.0, 34.0, 28.571428571428573)","(3.6, 5.2, 4.35)"
07-12-2022 14:17:49.367347,"(6.0, 10.0, 8.2)","(8.0, 17.0, 14.2)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.6, 6.266666666666667)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 28.571428571428573)","(3.6, 5.1, 4.35)"
07-12-2022 14:17:50.364402,"(6.0, 10.0, 8.2)","(8.0, 17.0, 15.2)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.4, 6.32)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.154545454545454)","(14.0, 34.0, 28.571428571428573)","(3.6, 5.1, 4.19375)"
07-12-2022 14:17:51.521243,"(6.0, 10.0, 8.2)","(8.0, 17.0, 15.32)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.4, 6.32)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.2272727272727275)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 4.425)"
07-12-2022 14:17:52.676607,"(6.0, 10.5, 8.9625)","(8.0, 17.0, 14.763636363636364)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.4, 5.884615384615384)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.2272727272727275)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.2, 4.177272727272727)"
07-12-2022 14:17:53.801244,"(6.0, 10.5, 8.9625)","(8.0, 17.0, 14.763636363636364)","(6.0, 11.0, 8.120000000000001)","(5.0, 8.0, 6.228571428571429)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.2272727272727275)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 4.068421052631579)"
07-12-2022 14:17:54.881802,"(6.0, 10.5, 8.9625)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 6.228571428571429)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.2272727272727275)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 3.988235294117647)"
07-12-2022 14:17:55.957955,"(6.0, 10.5, 8.9625)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 6.228571428571429)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.3)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 3.988235294117647)"
07-12-2022 14:17:57.365721,"(6.0, 10.5, 8.9625)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 6.060869565217391)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.2272727272727275)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 3.988235294117647)"
07-12-2022 14:17:58.432269,"(6.0, 10.5, 8.9625)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 6.060869565217391)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.2272727272727275)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 3.91)"
07-12-2022 14:17:59.618565,"(6.0, 10.5, 8.16)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.903448275862068)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.2272727272727275)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 4.264285714285714)"
07-12-2022 14:18:00.782066,"(6.0, 10.5, 8.16)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.966666666666667)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.366666666666666)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 4.1625)"
07-12-2022 14:18:01.896528,"(6.0, 10.5, 8.16)","(8.0, 17.0, 11.0)","(6.0, 11.0, 8.120000000000001)","(5.0, 7.8, 5.966666666666667)","(16.0, 46.0, 23.875)","(3.9, 5.5, 4.366666666666666)","(14.0, 34.0, 27.833333333333336)","(3.6, 5.1, 4.1625)"
