,Mr Skylark,Sirius Keith,Cosmic Tom Tom,Aerobic Bella,Regal Pursuit,Switched Out,Skylark Tiara
06-01-2023 14:06:50.131098,"(4.4, 7.0, 6.04)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 4.6571428571428575)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:51.312342,"(4.4, 7.0, 6.04)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 4.6571428571428575)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:52.708203,"(4.4, 7.0, 5.949999999999999)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 4.6571428571428575)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:54.017097,"(4.4, 7.0, 5.949999999999999)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 4.6571428571428575)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:55.664328,"(4.4, 7.0, 5.949999999999999)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 4.6571428571428575)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:56.976611,"(4.4, 7.0, 5.949999999999999)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 4.6571428571428575)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:58.350318,"(4.4, 7.0, 5.949999999999999)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 4.6571428571428575)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:59.702065,"(4.4, 7.0, 5.949999999999999)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 4.6571428571428575)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:07:01.070154,"(4.4, 7.0, 5.949999999999999)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 4.6571428571428575)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:07:02.463579,"(4.4, 7.0, 5.5)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.8130434782608695)","(4.0, 7.4, 4.6571428571428575)","(61.0, 330.0, 120.0)"
06-01-2023 14:07:04.081848,"(4.4, 7.0, 5.5)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.872121212121212)","(4.0, 7.4, 4.6571428571428575)","(61.0, 320.0, 120.0)"
06-01-2023 14:07:05.341358,"(4.4, 7.0, 5.5)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6799999999999997)","(4.0, 7.4, 4.6571428571428575)","(61.0, 320.0, 120.0)"
06-01-2023 14:07:06.848960,"(4.4, 7.0, 5.5)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.7)","(4.0, 7.4, 4.6571428571428575)","(61.0, 320.0, 120.0)"
06-01-2023 14:07:08.103039,"(4.4, 7.0, 5.5)","(3.7, 7.8, 6.6)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.7199999999999998)","(4.0, 7.4, 4.6571428571428575)","(61.0, 320.0, 120.0)"
06-01-2023 14:07:09.351512,"(4.4, 7.0, 6.123076923076923)","(3.7, 7.8, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.8621052631578947)","(4.0, 7.4, 4.8)","(61.0, 320.0, 120.0)"
06-01-2023 14:07:10.594184,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.8621052631578947)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:11.840539,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.8621052631578947)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:13.056461,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.8621052631578947)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:14.366969,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.8621052631578947)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:15.604413,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.8621052631578947)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:17.036943,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.8621052631578947)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:18.377838,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.8621052631578947)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:19.681534,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6341666666666668)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:21.131004,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.84, 2.7133333333333334)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:22.444416,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 27.970588235294116)","(2.15, 2.82, 2.7133333333333334)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:23.614967,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 6.746666666666666)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7327272727272724)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:24.980551,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7327272727272724)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:26.230563,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.71)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:27.414772,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.71)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:28.566629,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.71)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:29.881907,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:31.215735,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:32.663325,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:34.186381,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:35.414628,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 110.0)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:36.627180,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 110.0)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:37.833668,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 110.0)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 99.16666666666666)"
06-01-2023 14:07:39.072281,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 110.0)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 172.77777777777777)"
06-01-2023 14:07:40.320553,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 110.0)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 172.77777777777777)"
06-01-2023 14:07:41.418802,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 110.0)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:42.586294,"(4.4, 6.8, 6.123076923076923)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 152.22222222222223)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:43.758666,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 152.22222222222223)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:44.973708,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:46.191525,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:47.450065,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:48.665181,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 178.1818181818182)","(15.0, 34.0, 27.970588235294116)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:49.951654,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 27.166666666666668)","(2.15, 2.82, 2.7649999999999997)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:51.248178,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 19.714285714285715)","(2.15, 2.82, 2.7885714285714283)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:52.673882,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 19.714285714285715)","(2.15, 2.82, 2.7885714285714283)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:53.799410,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 19.714285714285715)","(2.15, 2.82, 2.7885714285714283)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:54.848913,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 19.714285714285715)","(2.15, 2.82, 2.7885714285714283)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:56.074373,"(4.4, 6.6, 5.725)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 19.714285714285715)","(2.15, 2.82, 2.7885714285714283)","(4.0, 7.2, 5.133333333333334)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:57.494708,"(4.4, 7.2, 7.054545454545455)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 19.714285714285715)","(2.15, 2.82, 2.7885714285714283)","(4.0, 7.0, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:58.710485,"(4.4, 7.6, 5.6909090909090905)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 17.333333333333332)","(2.15, 2.82, 2.7885714285714283)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:07:59.928449,"(4.4, 7.4, 6.569230769230769)","(3.7, 7.6, 5.199999999999999)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 21.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 7.2, 4.8)","(61.0, 320.0, 107.5)"
06-01-2023 14:08:01.109657,"(4.4, 7.4, 6.468965517241379)","(3.7, 7.6, 6.875)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 26.307692307692307)","(2.15, 2.82, 2.7885714285714283)","(4.0, 7.2, 5.5)","(61.0, 320.0, 107.5)"
06-01-2023 14:08:02.354263,"(4.4, 7.4, 6.38)","(3.7, 7.2, 5.045714285714285)","(31.0, 300.0, 78.33333333333334)","(15.0, 34.0, 23.81818181818182)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.8, 5.6)","(61.0, 320.0, 107.5)"
06-01-2023 14:08:03.573135,"(4.4, 7.4, 6.15)","(3.7, 7.2, 5.045714285714285)","(31.0, 300.0, 78.33333333333334)","(15.0, 32.0, 23.81818181818182)","(2.15, 2.82, 2.7885714285714283)","(4.0, 7.0, 4.933333333333334)","(61.0, 320.0, 107.5)"
06-01-2023 14:08:04.826831,"(4.4, 7.8, 7.796039603960396)","(3.7, 7.2, 5.045714285714285)","(31.0, 300.0, 85.0)","(15.0, 32.0, 30.363636363636363)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.4, 4.933333333333334)","(61.0, 320.0, 202.5)"
06-01-2023 14:08:05.984594,"(4.4, 8.0, 7.99578947368421)","(3.7, 7.2, 5.045714285714285)","(31.0, 340.0, 85.0)","(15.0, 44.0, 30.363636363636363)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.4, 5.4)","(61.0, 340.0, 207.5)"
06-01-2023 14:08:07.157862,"(4.4, 8.0, 6.95)","(3.7, 7.0, 5.5)","(31.0, 340.0, 85.0)","(15.0, 44.0, 30.363636363636363)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 5.4)","(61.0, 350.0, 222.5)"
06-01-2023 14:08:08.393087,"(4.4, 8.0, 6.761904761904762)","(3.7, 7.0, 5.5)","(31.0, 340.0, 85.0)","(15.0, 44.0, 30.363636363636363)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 5.4)","(61.0, 380.0, 242.5)"
06-01-2023 14:08:09.622713,"(4.4, 8.0, 7.095652173913043)","(3.7, 7.0, 5.5)","(31.0, 340.0, 85.0)","(15.0, 44.0, 30.363636363636363)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.4)","(61.0, 420.0, 247.5)"
06-01-2023 14:08:10.796186,"(4.4, 8.0, 7.095652173913043)","(3.7, 7.0, 5.5)","(31.0, 340.0, 85.0)","(15.0, 44.0, 30.363636363636363)","(2.15, 2.82, 2.7649999999999997)","(4.0, 6.6, 4.384615384615385)","(61.0, 430.0, 257.5)"
06-01-2023 14:08:11.956274,"(4.4, 8.0, 6.8625)","(3.7, 7.0, 5.05)","(31.0, 340.0, 85.0)","(15.0, 44.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 450.0, 267.5)"
06-01-2023 14:08:13.288695,"(4.4, 8.0, 7.066666666666666)","(3.7, 7.0, 5.05)","(31.0, 340.0, 85.0)","(15.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:14.681107,"(4.4, 7.8, 7.0)","(3.7, 7.0, 6.314285714285714)","(31.0, 340.0, 85.0)","(15.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:15.883108,"(4.4, 7.8, 7.0)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(15.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:17.062812,"(4.4, 7.8, 7.355555555555555)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(15.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:18.405892,"(4.4, 7.8, 7.355555555555555)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(15.0, 46.0, 30.0)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:19.625014,"(4.4, 7.8, 7.355555555555555)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(15.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:20.979305,"(4.4, 7.8, 7.355555555555555)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(14.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:22.110078,"(4.4, 7.8, 7.355555555555555)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(14.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:23.473902,"(4.4, 7.8, 7.355555555555555)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(14.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:24.783837,"(4.4, 7.8, 7.355555555555555)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(14.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:26.165158,"(4.4, 7.8, 7.355555555555555)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(14.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:27.355193,"(4.4, 7.8, 7.355555555555555)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(14.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:28.470992,"(4.4, 7.8, 7.355555555555555)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(14.0, 46.0, 31.454545454545453)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:29.833547,"(4.4, 7.8, 7.290909090909091)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:31.093636,"(4.4, 7.8, 7.290909090909091)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:32.351388,"(4.4, 7.8, 7.290909090909091)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 85.0)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:33.628187,"(4.4, 7.8, 7.290909090909091)","(3.7, 6.6, 6.314285714285714)","(31.0, 340.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:34.869829,"(4.4, 7.8, 7.290909090909091)","(3.7, 6.6, 6.314285714285714)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:36.162214,"(4.4, 8.0, 7.466666666666667)","(3.7, 6.6, 6.314285714285714)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:37.469313,"(4.4, 8.4, 7.437037037037038)","(3.7, 6.6, 5.231578947368421)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:38.810311,"(4.4, 8.4, 7.4714285714285715)","(3.7, 6.6, 5.231578947368421)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.8)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:40.123108,"(4.4, 8.4, 8.173913043478262)","(3.7, 6.6, 5.231578947368421)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.0, 4.8)","(61.0, 470.0, 267.5)"
06-01-2023 14:08:41.368924,"(4.4, 8.4, 8.173913043478262)","(3.7, 6.6, 5.231578947368421)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.0, 4.384615384615385)","(61.0, 470.0, 147.5)"
06-01-2023 14:08:42.640182,"(4.4, 8.6, 7.5)","(3.7, 6.6, 5.430769230769231)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 560.0, 179.16666666666669)"
06-01-2023 14:08:43.847067,"(4.4, 8.6, 7.057142857142857)","(3.7, 6.4, 5.9714285714285715)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 750.0, 179.16666666666669)"
06-01-2023 14:08:45.076518,"(4.4, 8.6, 7.057142857142857)","(3.7, 6.2, 5.9714285714285715)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 750.0, 179.16666666666669)"
06-01-2023 14:08:46.295886,"(4.4, 8.6, 7.057142857142857)","(3.7, 6.2, 5.9714285714285715)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 750.0, 267.5)"
06-01-2023 14:08:47.626231,"(4.4, 8.6, 7.057142857142857)","(3.7, 6.2, 5.9714285714285715)","(31.0, 330.0, 83.33333333333334)","(14.0, 48.0, 39.5)","(2.15, 2.82, 2.7885714285714283)","(4.0, 6.6, 4.384615384615385)","(61.0, 470.0, 267.5)"
