,Be Freaky,Velocity Corene,Lipinski Pie,My Names Jock,Tommy Throttle,Big Merv,Porzingis,Headwood
10-01-2023 13:32:54.583620,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:32:55.662623,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:32:56.733456,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:32:57.819519,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:32:58.874508,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:32:59.855527,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:00.898105,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:02.219763,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:03.448182,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:04.625319,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:06.103861,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:07.431118,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:08.882536,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:10.138569,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:11.320678,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:12.455504,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:13.591037,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:14.746203,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:15.849794,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:17.017972,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:18.183828,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:19.380706,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:20.505781,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:21.671845,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:22.806741,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:23.983311,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:25.140591,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:26.307235,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:27.475527,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:28.599247,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:29.673794,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:30.762371,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:31.891169,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:32.994157,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:34.072427,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:35.152145,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:36.248439,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:37.321624,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:38.414259,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:39.500879,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:40.595093,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:41.678882,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:42.765561,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:43.861443,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 25.823529411764707)"
10-01-2023 13:33:44.997310,"(8.5, 16.5, 9.385714285714284)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 18.92857142857143)","(7.5, 17.5, 8.842857142857143)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:46.107509,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:47.214650,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:48.352498,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:49.463660,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:50.633784,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.878260869565218)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:51.752336,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 5.9, 5.48695652173913)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:52.871753,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 5.9, 5.48695652173913)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:53.982299,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 8.4, 6.475)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:55.125180,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 8.4, 6.475)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:56.319012,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 8.4, 6.475)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:57.459127,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 8.4, 5.157894736842105)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:58.607975,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 8.4, 6.3933333333333335)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:33:59.679340,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 8.4, 6.44)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:00.788608,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 8.4, 6.44)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:01.885545,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 8.4, 6.44)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:03.017750,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 8.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:04.130374,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:05.259807,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:06.372179,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:07.523869,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.4)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:08.621501,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:09.727378,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:10.795809,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:11.857328,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:12.919553,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:13.991872,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:15.075250,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:16.203608,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:17.352376,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:18.515232,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.7)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:19.693955,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.873684210526316)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:20.843819,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.873684210526316)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:21.971314,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.873684210526316)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:23.077289,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.873684210526316)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:24.193066,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.873684210526316)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:25.309468,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.873684210526316)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
10-01-2023 13:34:26.444986,"(8.5, 16.0, 10.149999999999999)","(3.1, 4.2, 3.675)","(4.0, 6.4, 5.873684210526316)","(5.5, 11.0, 5.818181818181818)","(11.0, 24.0, 14.666666666666668)","(7.5, 17.0, 13.866666666666667)","(6.5, 12.5, 6.83)","(13.0, 32.0, 20.61111111111111)"
