,Alembee,Conspiracist,Galbalan,Iaintnorockfairy,Smugglers Mate,Turbo Toronado,Annie Belle,Magic Garden,Tee Cee Tracey,Benalta Rain,Persuasive Star
10-01-2023 13:57:59.044746,"(5.0, 6.6, 6.45)","(3.1, 3.4, 3.3666666666666667)","(2.4, 2.8, 2.7425)","(51.0, 100.0, 133.0)","(31.0, 50.0, 41.666666666666664)","(16.0, 28.0, 26.5)","(26.0, 100.0, 82.0)","(41.0, 60.0, 54.44444444444444)","(91.0, 150.0, 140.0)","(9.0, 13.0, 12.625)","(101.0, 220.0, 210.0)"
10-01-2023 13:58:00.518558,"(5.0, 6.6, 6.495652173913043)","(3.1, 3.4, 3.3666666666666667)","(2.4, 2.8, 2.744242424242424)","(51.0, 220.0, 103.33333333333333)","(31.0, 50.0, 41.666666666666664)","(16.0, 28.0, 26.5)","(26.0, 100.0, 82.0)","(41.0, 60.0, 54.44444444444444)","(91.0, 150.0, 140.0)","(9.0, 13.0, 12.625)","(101.0, 220.0, 210.0)"
10-01-2023 13:58:02.327116,"(5.0, 6.6, 6.495652173913043)","(3.1, 3.4, 3.3863636363636362)","(2.4, 2.8, 2.7616666666666667)","(51.0, 220.0, 88.18181818181819)","(31.0, 50.0, 42.857142857142854)","(16.0, 28.0, 26.333333333333332)","(26.0, 100.0, 85.0)","(41.0, 60.0, 55.0)","(91.0, 150.0, 140.0)","(9.0, 13.0, 14.875)","(101.0, 220.0, 210.0)"
10-01-2023 13:58:04.850576,"(5.0, 6.6, 6.588679245283019)","(3.1, 3.4, 3.353)","(2.4, 2.8, 2.768421052631579)","(51.0, 220.0, 135.3846153846154)","(31.0, 50.0, 48.333333333333336)","(16.0, 28.0, 26.333333333333332)","(26.0, 100.0, 94.0)","(41.0, 55.0, 51.92307692307692)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.3)","(101.0, 220.0, 212.5)"
10-01-2023 13:58:06.551019,"(5.0, 6.6, 6.670967741935484)","(3.1, 3.4, 3.305050505050505)","(2.4, 2.8, 2.768421052631579)","(51.0, 220.0, 147.5)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 100.0, 103.33333333333334)","(41.0, 55.0, 51.92307692307692)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 220.0, 212.5)"
10-01-2023 13:58:08.220859,"(5.0, 6.8, 6.670967741935484)","(3.1, 3.4, 3.305050505050505)","(2.4, 2.8, 2.7325000000000004)","(51.0, 210.0, 150.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 120.0, 103.33333333333334)","(41.0, 55.0, 51.92307692307692)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 220.0, 220.0)"
10-01-2023 13:58:09.967750,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.305050505050505)","(2.4, 2.74, 2.7361290322580647)","(51.0, 190.0, 136.25)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 120.0, 106.25)","(41.0, 55.0, 51.92307692307692)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:11.529371,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.305050505050505)","(2.4, 2.74, 2.7361290322580647)","(51.0, 180.0, 136.25)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 110.0, 106.25)","(41.0, 55.0, 51.92307692307692)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:13.109435,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.305050505050505)","(2.4, 2.74, 2.7361290322580647)","(51.0, 170.0, 132.5)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 110.0, 106.25)","(41.0, 55.0, 51.92307692307692)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:14.788010,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.305050505050505)","(2.4, 2.74, 2.7361290322580647)","(51.0, 170.0, 134.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 110.0, 106.25)","(41.0, 55.0, 51.785714285714285)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:16.374890,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.305050505050505)","(2.4, 2.72, 2.7153333333333336)","(51.0, 170.0, 134.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 110.0, 106.66666666666667)","(41.0, 55.0, 51.785714285714285)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:17.989957,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.305050505050505)","(2.4, 2.72, 2.69811320754717)","(51.0, 170.0, 134.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 110.0, 106.66666666666667)","(41.0, 55.0, 51.785714285714285)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:19.510464,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.305050505050505)","(2.4, 2.72, 2.708421052631579)","(51.0, 170.0, 134.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 110.0, 106.66666666666667)","(41.0, 55.0, 52.63157894736842)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:21.074199,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.304081632653061)","(2.4, 2.72, 2.681980198019802)","(51.0, 170.0, 134.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 110.0, 104.61538461538461)","(41.0, 55.0, 52.63157894736842)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:22.867947,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.3364864864864865)","(2.4, 2.7, 2.681980198019802)","(51.0, 170.0, 134.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 120.0, 106.66666666666667)","(41.0, 55.0, 52.63157894736842)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:24.601508,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.324193548387097)","(2.4, 2.7, 2.7361904761904765)","(51.0, 170.0, 140.0)","(31.0, 50.0, 47.142857142857146)","(16.0, 28.0, 26.153846153846153)","(26.0, 110.0, 116.36363636363637)","(41.0, 55.0, 51.53846153846154)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:26.282380,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.324193548387097)","(2.4, 2.74, 2.7361904761904765)","(51.0, 170.0, 140.0)","(31.0, 50.0, 47.142857142857146)","(16.0, 28.0, 26.153846153846153)","(26.0, 130.0, 116.36363636363637)","(41.0, 55.0, 49.75)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 13.785714285714285)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:27.876530,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.318965517241379)","(2.4, 2.8, 2.733617021276596)","(51.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 130.0, 116.36363636363637)","(41.0, 55.0, 52.10714285714286)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.409090909090908)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:29.575903,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.318965517241379)","(2.4, 2.8, 2.7781818181818183)","(51.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 130.0, 116.36363636363637)","(41.0, 55.0, 52.10714285714286)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:31.373320,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.318965517241379)","(2.4, 2.8, 2.77)","(51.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 130.0, 116.36363636363637)","(41.0, 55.0, 52.10714285714286)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:32.981642,"(5.0, 6.8, 6.6735177865612645)","(3.1, 3.4, 3.325396825396825)","(2.4, 2.8, 2.77)","(51.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 130.0, 116.36363636363637)","(41.0, 55.0, 45.357142857142854)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:34.545289,"(5.0, 6.8, 6.677862595419847)","(3.1, 3.4, 3.302083333333333)","(2.4, 2.8, 2.78)","(51.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 130.0, 116.36363636363637)","(41.0, 55.0, 47.5)","(91.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:36.083447,"(5.0, 6.8, 6.677862595419847)","(3.1, 3.4, 3.323783783783784)","(2.4, 2.8, 2.78)","(61.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 130.0, 116.36363636363637)","(31.0, 55.0, 47.5)","(101.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:37.583118,"(5.0, 6.8, 6.677862595419847)","(3.1, 3.4, 3.323783783783784)","(2.4, 2.8, 2.78)","(61.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 130.0, 115.0)","(31.0, 55.0, 47.5)","(101.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:39.098848,"(5.0, 6.8, 6.677862595419847)","(3.1, 3.4, 3.288976377952756)","(2.4, 2.8, 2.78)","(61.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 130.0, 115.0)","(31.0, 55.0, 47.5)","(101.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:40.982557,"(5.0, 6.8, 6.677862595419847)","(3.1, 3.4, 3.288671875)","(2.4, 2.8, 2.78)","(61.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 130.0, 111.11111111111111)","(31.0, 55.0, 47.5)","(101.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:42.681908,"(5.0, 6.8, 6.677862595419847)","(3.1, 3.4, 3.288671875)","(2.4, 2.8, 2.78)","(61.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 120.0, 111.11111111111111)","(31.0, 55.0, 47.5)","(101.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:44.911067,"(5.0, 6.8, 6.677862595419847)","(3.1, 3.4, 3.288671875)","(2.4, 2.8, 2.78)","(61.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 120.0, 111.11111111111111)","(31.0, 55.0, 47.5)","(101.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:46.902835,"(5.0, 6.8, 6.677862595419847)","(3.1, 3.4, 3.288671875)","(2.4, 2.8, 2.737692307692308)","(61.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 120.0, 111.11111111111111)","(31.0, 55.0, 47.5)","(101.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:48.786298,"(5.0, 6.8, 6.677862595419847)","(3.1, 3.4, 3.347058823529412)","(2.4, 2.74, 2.737692307692308)","(61.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.5)","(26.0, 120.0, 111.11111111111111)","(31.0, 55.0, 47.5)","(101.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:50.661556,"(5.0, 6.8, 6.677862595419847)","(3.1, 3.35, 3.347058823529412)","(2.4, 2.74, 2.7384000000000004)","(61.0, 170.0, 140.0)","(31.0, 50.0, 48.0)","(16.0, 28.0, 26.5)","(26.0, 120.0, 111.11111111111111)","(31.0, 55.0, 47.5)","(101.0, 150.0, 146.66666666666666)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 210.0)"
10-01-2023 13:58:52.397505,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.35, 3.3474358974358975)","(2.4, 2.74, 2.738571428571429)","(61.0, 170.0, 110.0)","(31.0, 50.0, 47.14285714285714)","(16.0, 28.0, 26.5)","(26.0, 120.0, 107.0)","(31.0, 55.0, 51.285714285714285)","(101.0, 150.0, 140.0)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 185.0)"
10-01-2023 13:58:54.083063,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.35, 3.2888888888888888)","(2.4, 2.74, 2.738571428571429)","(61.0, 170.0, 123.33333333333334)","(31.0, 50.0, 45.45454545454545)","(16.0, 28.0, 26.153846153846153)","(26.0, 120.0, 85.0)","(31.0, 55.0, 49.8)","(101.0, 150.0, 140.0)","(9.0, 15.5, 15.1875)","(101.0, 230.0, 185.0)"
10-01-2023 13:58:55.763086,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.3732558139534885)","(2.4, 2.74, 2.738571428571429)","(61.0, 140.0, 110.0)","(31.0, 50.0, 45.45454545454545)","(16.0, 28.0, 26.153846153846153)","(26.0, 110.0, 76.0)","(31.0, 55.0, 49.8)","(101.0, 150.0, 140.0)","(9.0, 15.5, 15.166666666666666)","(101.0, 230.0, 180.0)"
10-01-2023 13:58:57.353898,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.3732558139534885)","(2.4, 2.74, 2.738571428571429)","(61.0, 140.0, 110.0)","(31.0, 50.0, 45.45454545454545)","(16.0, 28.0, 26.153846153846153)","(26.0, 100.0, 76.0)","(31.0, 55.0, 49.8)","(101.0, 150.0, 140.0)","(9.0, 15.5, 15.166666666666666)","(101.0, 230.0, 180.0)"
10-01-2023 13:58:59.104671,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.371739130434783)","(2.4, 2.74, 2.7384000000000004)","(61.0, 140.0, 110.0)","(31.0, 50.0, 48.57142857142857)","(16.0, 28.0, 26.153846153846153)","(26.0, 100.0, 76.0)","(31.0, 55.0, 49.8)","(101.0, 150.0, 140.0)","(9.0, 15.5, 15.166666666666666)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:00.821502,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.3732558139534885)","(2.4, 2.74, 2.738356164383562)","(61.0, 140.0, 116.66666666666667)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.153846153846153)","(26.0, 100.0, 76.0)","(31.0, 55.0, 49.8)","(101.0, 150.0, 140.0)","(9.0, 15.5, 15.166666666666666)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:02.678973,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.3732558139534885)","(2.4, 2.74, 2.738356164383562)","(61.0, 130.0, 116.66666666666667)","(31.0, 48.0, 40.22222222222222)","(16.0, 28.0, 26.153846153846153)","(26.0, 100.0, 76.0)","(31.0, 55.0, 49.8)","(101.0, 150.0, 140.0)","(9.0, 15.5, 15.227272727272727)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:04.238891,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.3732558139534885)","(2.4, 2.74, 2.738356164383562)","(61.0, 130.0, 116.66666666666667)","(31.0, 48.0, 40.22222222222222)","(16.0, 28.0, 26.153846153846153)","(26.0, 100.0, 76.0)","(31.0, 55.0, 49.8)","(101.0, 150.0, 140.0)","(9.0, 15.5, 15.227272727272727)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:05.983298,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.3732558139534885)","(2.4, 2.72, 2.716)","(61.0, 120.0, 108.57142857142857)","(31.0, 48.0, 40.22222222222222)","(16.0, 27.0, 25.555555555555557)","(26.0, 100.0, 76.0)","(31.0, 50.0, 45.2)","(101.0, 150.0, 140.0)","(9.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:07.635837,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.4010204081632653)","(2.4, 2.72, 2.716)","(61.0, 120.0, 132.5)","(31.0, 48.0, 40.22222222222222)","(16.0, 27.0, 23.8)","(26.0, 100.0, 76.0)","(31.0, 50.0, 44.11764705882353)","(101.0, 150.0, 140.0)","(9.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:09.417206,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.4571428571428573)","(2.4, 2.72, 2.716)","(61.0, 180.0, 126.66666666666666)","(31.0, 48.0, 40.72727272727273)","(16.0, 27.0, 24.185185185185183)","(26.0, 100.0, 83.125)","(31.0, 50.0, 45.0)","(101.0, 150.0, 140.0)","(9.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:11.431702,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.48)","(2.4, 2.72, 2.716)","(61.0, 210.0, 133.33333333333334)","(31.0, 48.0, 38.0)","(16.0, 27.0, 24.285714285714285)","(26.0, 100.0, 83.125)","(31.0, 50.0, 45.0)","(101.0, 150.0, 140.0)","(9.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:13.348126,"(5.0, 6.8, 6.609523809523809)","(3.1, 3.6, 3.48)","(2.4, 2.72, 2.716)","(61.0, 230.0, 133.33333333333334)","(31.0, 48.0, 38.0)","(16.0, 27.0, 24.285714285714285)","(26.0, 100.0, 85.0)","(31.0, 50.0, 45.0)","(101.0, 150.0, 140.0)","(9.0, 15.5, 14.642857142857142)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:15.218077,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.6, 3.48)","(2.4, 2.72, 2.716)","(61.0, 230.0, 118.75)","(31.0, 48.0, 38.0)","(16.0, 27.0, 24.185185185185183)","(26.0, 100.0, 90.0)","(31.0, 50.0, 45.23809523809524)","(101.0, 150.0, 140.0)","(9.0, 15.5, 14.0)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:17.018182,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.6, 3.48)","(2.4, 2.72, 2.716)","(61.0, 220.0, 142.5)","(31.0, 48.0, 38.0)","(16.0, 27.0, 24.285714285714285)","(26.0, 100.0, 88.0)","(31.0, 50.0, 45.23809523809524)","(101.0, 150.0, 140.0)","(9.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:18.749935,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.6, 3.4266666666666667)","(2.4, 2.72, 2.716)","(61.0, 200.0, 171.25)","(31.0, 48.0, 43.55555555555556)","(16.0, 27.0, 24.285714285714285)","(26.0, 100.0, 88.0)","(31.0, 50.0, 44.73684210526316)","(101.0, 150.0, 140.0)","(9.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:20.549296,"(5.0, 6.8, 6.646153846153846)","(3.1, 3.6, 3.428125)","(2.4, 2.72, 2.716666666666667)","(61.0, 200.0, 171.25)","(31.0, 48.0, 38.0)","(16.0, 27.0, 23.63157894736842)","(26.0, 100.0, 88.0)","(31.0, 50.0, 44.73684210526316)","(101.0, 150.0, 140.0)","(9.0, 15.5, 14.0)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:22.396061,"(5.0, 6.8, 6.646153846153846)","(3.1, 3.6, 3.4125)","(2.4, 2.72, 2.716)","(61.0, 200.0, 171.25)","(31.0, 48.0, 38.0)","(16.0, 27.0, 23.607142857142858)","(26.0, 100.0, 65.71428571428571)","(31.0, 50.0, 44.73684210526316)","(101.0, 150.0, 140.0)","(9.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:24.295622,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.6, 3.3794117647058823)","(2.4, 2.72, 2.716)","(61.0, 200.0, 171.25)","(31.0, 48.0, 38.0)","(16.0, 27.0, 23.38095238095238)","(26.0, 100.0, 65.0)","(31.0, 50.0, 44.73684210526316)","(101.0, 150.0, 140.0)","(9.0, 15.5, 14.0)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:25.959027,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.6, 3.3794117647058823)","(2.4, 2.72, 2.716)","(61.0, 200.0, 180.83333333333334)","(31.0, 48.0, 38.0)","(16.0, 27.0, 23.38095238095238)","(26.0, 95.0, 64.375)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(9.0, 15.5, 14.0)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:27.686072,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.6, 3.3794117647058823)","(2.4, 2.72, 2.716)","(61.0, 200.0, 183.57142857142856)","(31.0, 48.0, 38.0)","(16.0, 27.0, 23.38095238095238)","(26.0, 95.0, 64.375)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(9.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:29.531915,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.6, 3.3794117647058823)","(2.4, 2.72, 2.716)","(61.0, 200.0, 178.0)","(26.0, 48.0, 38.0)","(16.0, 27.0, 23.96)","(26.0, 95.0, 65.0)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(10.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:31.369328,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.6, 3.3794117647058823)","(2.4, 2.72, 2.716)","(51.0, 200.0, 178.0)","(26.0, 48.0, 41.63636363636364)","(16.0, 27.0, 23.96)","(26.0, 85.0, 62.857142857142854)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(10.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:33.063283,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.6, 3.3794117647058823)","(2.4, 2.72, 2.716)","(51.0, 200.0, 181.66666666666666)","(26.0, 48.0, 41.63636363636364)","(16.0, 27.0, 23.96)","(26.0, 80.0, 72.14285714285714)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(10.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:34.730561,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.6, 3.3863636363636362)","(2.4, 2.72, 2.716)","(51.0, 200.0, 181.66666666666666)","(26.0, 48.0, 41.63636363636364)","(16.0, 27.0, 24.333333333333332)","(26.0, 75.0, 72.14285714285714)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(10.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:36.465344,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.55, 3.3863636363636362)","(2.4, 2.72, 2.716)","(51.0, 200.0, 181.66666666666666)","(26.0, 48.0, 38.0)","(16.0, 27.0, 24.285714285714285)","(26.0, 75.0, 72.14285714285714)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(10.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:38.140126,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.55, 3.4535714285714283)","(2.4, 2.72, 2.716)","(51.0, 200.0, 165.0)","(26.0, 48.0, 38.0)","(16.0, 27.0, 24.285714285714285)","(26.0, 75.0, 72.14285714285714)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(10.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:39.901386,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.55, 3.4272727272727272)","(2.4, 2.72, 2.716)","(51.0, 200.0, 165.0)","(26.0, 48.0, 38.0)","(16.0, 27.0, 23.8)","(26.0, 75.0, 72.14285714285714)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(10.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:41.542632,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.55, 3.4272727272727272)","(2.4, 2.72, 2.716)","(51.0, 200.0, 165.0)","(26.0, 48.0, 38.0)","(16.0, 27.0, 24.185185185185183)","(26.0, 75.0, 72.14285714285714)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(10.0, 15.5, 13.833333333333334)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:43.249564,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.55, 3.4272727272727272)","(2.4, 2.72, 2.716)","(51.0, 200.0, 165.0)","(26.0, 48.0, 38.0)","(16.0, 27.0, 24.185185185185183)","(26.0, 75.0, 72.14285714285714)","(31.0, 50.0, 43.333333333333336)","(101.0, 150.0, 140.0)","(10.0, 15.5, 14.38888888888889)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:44.905020,"(5.0, 6.8, 6.650467289719626)","(3.1, 3.55, 3.4272727272727272)","(2.4, 2.7, 2.696764705882353)","(51.0, 200.0, 165.0)","(26.0, 48.0, 38.0)","(16.0, 27.0, 24.333333333333332)","(26.0, 75.0, 72.14285714285714)","(31.0, 50.0, 48.36734693877551)","(101.0, 150.0, 140.0)","(10.0, 15.5, 14.38888888888889)","(101.0, 230.0, 180.0)"
10-01-2023 13:59:46.596241,"(5.0, 6.8, 6.63756345177665)","(3.1, 3.55, 3.4272727272727272)","(2.4, 2.7, 2.696764705882353)","(51.0, 200.0, 179.0)","(26.0, 48.0, 38.0)","(16.0, 27.0, 23.8)","(26.0, 75.0, 72.14285714285714)","(31.0, 50.0, 48.36734693877551)","(101.0, 150.0, 140.0)","(10.0, 15.5, 14.071428571428571)","(101.0, 230.0, 180.0)"
