,Secret Hustle,Barry Cool,Samurai Mind,Shaq Owes,Tap Out Mickey,Remedy,Zafar Bale,Showtime Lydia
07-12-2022 18:26:44.495804,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.777777777777777)"
07-12-2022 18:26:45.931131,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.33)"
07-12-2022 18:26:47.254729,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:26:48.618948,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:26:50.069835,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:26:51.434262,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:26:52.814390,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:26:54.364593,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:26:56.023557,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.5257534246575344)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:26:57.614323,"(8.0, 14.5, 14.2)","(4.4, 4.8, 4.658823529411765)","(2.35, 2.54, 2.6100000000000003)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:26:59.268644,"(8.0, 14.5, 14.2)","(4.4, 4.8, 4.658823529411765)","(2.35, 2.7, 2.6100000000000003)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:00.933130,"(8.0, 14.5, 14.342105263157894)","(4.4, 4.8, 4.6421052631578945)","(2.35, 2.72, 2.6786206896551725)","(51.0, 130.0, 119.16666666666667)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:02.439695,"(8.0, 14.5, 14.342105263157894)","(4.4, 4.8, 4.6421052631578945)","(2.35, 2.72, 2.6786206896551725)","(51.0, 130.0, 110.83333333333333)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:03.762084,"(8.0, 14.5, 14.342105263157894)","(4.4, 4.8, 4.6421052631578945)","(2.35, 2.72, 2.5828571428571427)","(51.0, 120.0, 110.83333333333333)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:05.297822,"(8.0, 14.5, 14.342105263157894)","(4.4, 4.8, 4.6421052631578945)","(2.35, 2.72, 2.5828571428571427)","(51.0, 120.0, 110.83333333333333)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:06.753642,"(8.0, 14.5, 14.342105263157894)","(4.4, 4.8, 4.6421052631578945)","(2.35, 2.72, 2.5828571428571427)","(51.0, 120.0, 102.5)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:08.196090,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.5828571428571427)","(51.0, 110.0, 102.5)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:09.676842,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.6694736842105264)","(51.0, 110.0, 94.16666666666666)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:11.144202,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.6514285714285717)","(51.0, 100.0, 92.0)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:12.623605,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.6782608695652175)","(51.0, 100.0, 91.5)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:14.071080,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.670588235294118)","(51.0, 95.0, 91.5)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:15.829672,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.62)","(51.0, 95.0, 86.25)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:17.598911,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.702)","(51.0, 95.0, 87.0)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.348571428571429)"
07-12-2022 18:27:19.153309,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.692727272727273)","(51.0, 90.0, 82.5)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.5, 9.17142857142857)"
07-12-2022 18:27:20.978153,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.692727272727273)","(51.0, 90.0, 82.5)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.444444444444445)"
07-12-2022 18:27:22.487981,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.67)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.8)"
07-12-2022 18:27:23.912519,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.67)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.658823529411764)"
07-12-2022 18:27:25.374245,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.6771428571428575)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.121212121212121)"
07-12-2022 18:27:27.014064,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.6771428571428575)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.658823529411764)"
07-12-2022 18:27:28.439578,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.6771428571428575)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.658823529411764)"
07-12-2022 18:27:29.975983,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.55)","(2.35, 2.72, 2.6771428571428575)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.121212121212121)"
07-12-2022 18:27:31.584283,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.618181818181818)","(2.35, 2.72, 2.7600000000000002)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.658823529411764)"
07-12-2022 18:27:33.059825,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.618181818181818)","(2.35, 2.94, 2.8066666666666666)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.658823529411764)"
07-12-2022 18:27:35.008561,"(8.0, 14.5, 14.285714285714285)","(4.4, 4.8, 4.618181818181818)","(2.35, 2.94, 2.830909090909091)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.658823529411764)"
07-12-2022 18:27:36.814390,"(8.0, 14.5, 13.846153846153847)","(4.4, 4.8, 4.55)","(2.35, 2.94, 2.828)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.121212121212121)"
07-12-2022 18:27:38.316780,"(8.0, 15.0, 13.846153846153847)","(4.4, 4.8, 4.582608695652174)","(2.35, 2.94, 2.717142857142857)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.658823529411764)"
07-12-2022 18:27:39.982554,"(8.0, 15.0, 14.25)","(4.4, 4.8, 4.582608695652174)","(2.35, 2.94, 2.708888888888889)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.68)"
07-12-2022 18:27:41.452403,"(8.0, 15.0, 14.25)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.717142857142857)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.4)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.4)"
07-12-2022 18:27:43.007341,"(8.0, 15.0, 11.625)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.717142857142857)","(51.0, 90.0, 77.14285714285714)","(3.9, 7.0, 6.3)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.576470588235294)"
07-12-2022 18:27:44.445721,"(8.0, 11.5, 11.875)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.7233333333333336)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.3)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.576470588235294)"
07-12-2022 18:27:45.886536,"(8.0, 14.5, 12.75)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.7233333333333336)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.3)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.576470588235294)"
07-12-2022 18:27:47.441568,"(8.0, 14.5, 13.068181818181818)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.7233333333333336)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.3)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:27:49.023351,"(8.0, 14.5, 13.068181818181818)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.7233333333333336)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.3)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:27:50.594631,"(8.0, 14.5, 13.068181818181818)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.7233333333333336)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.3)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:27:53.320023,"(8.0, 14.5, 13.068181818181818)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.7233333333333336)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.3)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:27:54.882205,"(8.0, 14.5, 13.068181818181818)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.7233333333333336)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.3)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:27:56.801127,"(8.0, 14.5, 13.068181818181818)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.7233333333333336)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:27:58.575004,"(8.0, 14.5, 13.068181818181818)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.7233333333333336)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:27:59.972949,"(8.0, 14.5, 13.068181818181818)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.7233333333333336)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:28:01.690255,"(8.0, 14.5, 13.068181818181818)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.74)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:28:03.296303,"(8.0, 14.5, 13.068181818181818)","(4.4, 4.8, 4.4875)","(2.35, 2.94, 2.710526315789474)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:28:04.923596,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.4875)","(2.35, 2.9, 2.79)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:28:06.586879,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.4875)","(2.35, 2.88, 2.79)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:28:08.125596,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.4875)","(2.35, 2.88, 2.79)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:28:09.541963,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.4875)","(2.35, 2.88, 2.79)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.55)"
07-12-2022 18:28:11.088326,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.4875)","(2.35, 2.88, 2.79)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.68695652173913)"
07-12-2022 18:28:12.666370,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.4875)","(2.35, 2.88, 2.79)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 276.25)","(7.0, 10.0, 9.68695652173913)"
07-12-2022 18:28:14.178989,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.4875)","(2.35, 2.86, 2.7072727272727275)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.625)"
07-12-2022 18:28:16.444193,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.572727272727272)","(2.35, 2.86, 2.76)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.625)"
07-12-2022 18:28:18.157772,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.5058823529411764)","(2.35, 2.82, 2.76)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.625)"
07-12-2022 18:28:20.221754,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.6)","(2.35, 2.82, 2.7533333333333334)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.625)"
07-12-2022 18:28:21.868279,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.522222222222222)","(2.35, 2.86, 2.7666666666666666)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.625)"
07-12-2022 18:28:24.095180,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.6)","(2.35, 2.86, 2.835384615384615)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.625)"
07-12-2022 18:28:25.912128,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.6)","(2.35, 2.86, 2.796)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.625)"
07-12-2022 18:28:27.548045,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.564705882352941)","(2.35, 2.86, 2.796)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.314285714285713)"
07-12-2022 18:28:29.231620,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.564705882352941)","(2.35, 2.86, 2.796)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.314285714285713)"
07-12-2022 18:28:30.920771,"(8.0, 14.5, 12.516666666666666)","(4.4, 4.8, 4.564705882352941)","(2.35, 2.86, 2.796)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.314285714285713)"
07-12-2022 18:28:32.561611,"(8.0, 14.0, 12.95)","(4.4, 4.8, 4.564705882352941)","(2.35, 2.86, 2.796)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.314285714285713)"
07-12-2022 18:28:34.721857,"(8.0, 14.0, 12.625)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.796)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 9.314285714285713)"
07-12-2022 18:28:36.731963,"(8.0, 14.0, 12.625)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.796)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.8, 6.266666666666667)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 10.0, 8.815384615384616)"
07-12-2022 18:28:38.698255,"(8.0, 14.0, 12.625)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.796)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.6, 6.25)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 9.6, 8.706976744186047)"
07-12-2022 18:28:40.349525,"(8.0, 14.0, 12.625)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.796)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.6, 6.333333333333333)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 9.6, 8.85)"
07-12-2022 18:28:42.355301,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.796)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.6, 6.25)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 9.4, 9.15)"
07-12-2022 18:28:43.977325,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.8155555555555556)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.6, 6.25)","(11.0, 22.0, 18.875)","(61.0, 400.0, 205.0)","(7.0, 9.4, 9.122222222222222)"
07-12-2022 18:28:45.898621,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.8433333333333333)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.6, 6.25)","(11.0, 22.0, 18.875)","(61.0, 400.0, 205.0)","(7.0, 9.4, 9.122222222222222)"
07-12-2022 18:28:47.968022,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.8466666666666667)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.6, 6.25)","(11.0, 22.0, 18.875)","(61.0, 400.0, 237.5)","(7.0, 9.4, 9.122222222222222)"
07-12-2022 18:28:49.594124,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.8466666666666667)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.6, 6.236363636363636)","(11.0, 22.0, 18.875)","(61.0, 400.0, 237.5)","(7.0, 9.4, 8.866666666666667)"
07-12-2022 18:28:51.176123,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.8433333333333333)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.6, 6.236363636363636)","(11.0, 22.0, 18.875)","(61.0, 400.0, 237.5)","(7.0, 9.4, 9.2)"
07-12-2022 18:28:53.400917,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.8433333333333333)","(51.0, 90.0, 77.14285714285714)","(3.9, 6.6, 6.236363636363636)","(11.0, 22.0, 18.875)","(61.0, 400.0, 237.5)","(7.0, 9.4, 9.2)"
07-12-2022 18:28:55.168171,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.8466666666666667)","(51.0, 90.0, 78.75)","(3.9, 6.6, 6.236363636363636)","(11.0, 22.0, 20.11764705882353)","(61.0, 400.0, 237.5)","(7.0, 9.4, 9.2)"
07-12-2022 18:28:56.963549,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.8466666666666667)","(51.0, 90.0, 78.75)","(3.9, 6.6, 6.236363636363636)","(11.0, 22.0, 18.88888888888889)","(61.0, 400.0, 237.5)","(7.0, 9.4, 9.2)"
07-12-2022 18:28:58.683429,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.8466666666666667)","(51.0, 90.0, 78.75)","(3.9, 6.6, 6.236363636363636)","(11.0, 22.0, 19.77777777777778)","(61.0, 400.0, 205.0)","(7.0, 9.4, 9.2)"
07-12-2022 18:29:01.158743,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.86, 2.7800000000000002)","(51.0, 90.0, 78.75)","(3.9, 6.6, 6.236363636363636)","(11.0, 22.0, 19.77777777777778)","(61.0, 400.0, 205.0)","(7.0, 9.4, 9.2)"
07-12-2022 18:29:03.234354,"(8.0, 14.0, 13.294117647058824)","(4.4, 4.8, 4.492307692307692)","(2.35, 2.88, 2.903076923076923)","(51.0, 90.0, 78.75)","(3.9, 6.6, 6.236363636363636)","(11.0, 22.0, 20.0)","(61.0, 400.0, 276.25)","(7.0, 9.0, 8.818181818181818)"
