,Brooklyn Star,Tobikuma,Off The Radar,Elbow Yap,Red Fog,Magic Eyeliner
08-01-2023 16:58:01.271301,"(2.8, 5.3, 4.941379310344828)","(3.6, 4.0, 3.7837837837837838)","(2.4, 2.76, 2.68)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:02.213979,"(2.8, 5.3, 4.941379310344828)","(3.6, 4.0, 3.7837837837837838)","(2.4, 2.76, 2.68)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:03.067592,"(2.8, 5.3, 4.827272727272727)","(3.6, 4.0, 3.7837837837837838)","(2.4, 2.76, 2.714285714285714)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:03.982932,"(2.8, 5.3, 4.827272727272727)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.714285714285714)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:05.009516,"(2.8, 5.3, 4.95)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.714285714285714)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:06.019866,"(2.8, 5.3, 4.95)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.714285714285714)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:06.980225,"(2.8, 5.3, 4.95)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.714285714285714)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:08.008706,"(2.8, 5.3, 5.0375)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.714285714285714)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:08.924969,"(2.8, 5.3, 5.052941176470588)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.7, 2.6833333333333336)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:09.809030,"(2.8, 5.3, 5.052941176470588)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.7333333333333334)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:10.765767,"(2.8, 5.3, 5.052941176470588)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.7333333333333334)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:11.761042,"(2.8, 5.3, 5.052941176470588)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.7333333333333334)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:12.718999,"(2.8, 5.3, 5.052941176470588)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.7333333333333334)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.625)","(7.5, 9.4, 8.285714285714285)"
08-01-2023 16:58:13.617990,"(2.8, 5.3, 5.052941176470588)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.7333333333333334)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.4)","(7.5, 9.4, 9.193333333333333)"
08-01-2023 16:58:14.591104,"(2.8, 5.3, 4.972727272727273)","(3.6, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.7505882352941176)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.4)","(7.5, 9.2, 9.193333333333333)"
08-01-2023 16:58:15.577969,"(2.9, 5.3, 4.972727272727273)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.7505882352941176)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.4)","(7.5, 9.2, 9.193333333333333)"
08-01-2023 16:58:16.484807,"(2.9, 5.3, 4.8999999999999995)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.78, 2.710769230769231)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 28.375)","(7.5, 9.2, 9.193333333333333)"
08-01-2023 16:58:17.517621,"(2.9, 5.3, 5.071428571428571)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.78, 2.742222222222222)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 29.09090909090909)","(7.5, 9.2, 9.193333333333333)"
08-01-2023 16:58:18.531345,"(2.9, 5.3, 5.071428571428571)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.76, 2.742222222222222)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 29.09090909090909)","(7.5, 9.2, 9.188235294117646)"
08-01-2023 16:58:19.526700,"(2.9, 5.3, 5.089473684210526)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.74, 2.726)","(31.0, 80.0, 74.33333333333334)","(19.0, 34.0, 30.0)","(7.5, 9.2, 9.188235294117646)"
08-01-2023 16:58:20.392662,"(2.9, 5.3, 5.089473684210526)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.74, 2.726)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 30.0)","(7.5, 9.2, 9.188235294117646)"
08-01-2023 16:58:21.398986,"(2.9, 5.3, 4.9079999999999995)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.74, 2.726)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 30.0)","(7.5, 9.2, 9.188235294117646)"
08-01-2023 16:58:22.358968,"(2.9, 5.3, 4.9079999999999995)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.74, 2.726)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 30.0)","(7.5, 9.2, 9.188235294117646)"
08-01-2023 16:58:23.276377,"(2.9, 5.3, 4.9079999999999995)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.74, 2.726)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 30.0)","(7.5, 9.2, 9.188235294117646)"
08-01-2023 16:58:24.226673,"(2.9, 5.3, 4.88)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.74, 2.726)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 28.88888888888889)","(7.5, 9.2, 9.188235294117646)"
08-01-2023 16:58:25.164289,"(2.9, 5.3, 5.157142857142857)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.74, 2.726)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.375)","(7.5, 9.2, 9.188235294117646)"
08-01-2023 16:58:26.104945,"(2.9, 5.3, 5.157142857142857)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.74, 2.705)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.375)","(7.5, 9.4, 9.32542372881356)"
08-01-2023 16:58:26.976461,"(2.9, 5.3, 5.157142857142857)","(3.7, 4.0, 3.8157894736842106)","(2.4, 2.74, 2.705)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.375)","(7.5, 9.4, 9.32542372881356)"
08-01-2023 16:58:27.909010,"(2.9, 5.3, 5.0777777777777775)","(3.7, 3.95, 3.7357142857142858)","(2.4, 2.74, 2.705)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.375)","(7.5, 9.4, 9.32542372881356)"
08-01-2023 16:58:28.862101,"(2.9, 5.3, 5.0777777777777775)","(3.7, 3.95, 3.7357142857142858)","(2.4, 2.74, 2.705)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.375)","(7.5, 9.4, 9.32542372881356)"
08-01-2023 16:58:29.719179,"(2.9, 5.3, 5.166666666666667)","(3.7, 3.95, 3.722727272727273)","(2.4, 2.74, 2.684)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.375)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:30.616375,"(2.9, 5.3, 5.166666666666667)","(3.7, 3.95, 3.722727272727273)","(2.4, 2.74, 2.684)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.375)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:31.594961,"(2.9, 5.3, 5.166666666666667)","(3.7, 3.95, 3.722727272727273)","(2.4, 2.74, 2.7044444444444444)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 28.5)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:32.510308,"(2.9, 5.3, 5.166666666666667)","(3.7, 3.95, 3.722727272727273)","(2.4, 2.74, 2.7044444444444444)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 28.5)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:33.388148,"(2.9, 5.3, 5.166666666666667)","(3.7, 3.95, 3.722727272727273)","(2.4, 2.74, 2.7044444444444444)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 28.5)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:34.327275,"(2.9, 5.3, 5.166666666666667)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.74, 2.7044444444444444)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 28.5)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:35.275636,"(2.9, 5.3, 5.166666666666667)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.74, 2.7044444444444444)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 28.5)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:36.160731,"(2.9, 5.3, 5.166666666666667)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.74, 2.7044444444444444)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 28.5)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:37.025618,"(2.9, 5.3, 5.166666666666667)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.74, 2.7044444444444444)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 28.5)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:38.007857,"(2.9, 5.3, 5.166666666666667)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.74, 2.7044444444444444)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.2)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:39.246008,"(2.9, 5.3, 5.166666666666667)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.74, 2.7044444444444444)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.2)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:40.185117,"(2.9, 5.3, 5.166666666666667)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.74, 2.7044444444444444)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.2)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:41.128286,"(2.9, 5.3, 5.166666666666667)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.72, 2.688888888888889)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.2)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:42.114018,"(2.9, 5.3, 5.230769230769231)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.72, 2.688888888888889)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.2)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:43.096642,"(2.9, 5.3, 5.230769230769231)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.72, 2.688888888888889)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.2)","(7.5, 9.4, 9.331034482758621)"
08-01-2023 16:58:44.053330,"(2.9, 5.3, 5.230769230769231)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.72, 2.688888888888889)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.2)","(7.5, 9.4, 9.28888888888889)"
08-01-2023 16:58:45.224459,"(2.9, 5.3, 5.230769230769231)","(3.7, 4.0, 3.7333333333333334)","(2.4, 2.72, 2.664)","(31.0, 80.0, 74.33333333333334)","(19.0, 32.0, 29.2)","(7.5, 9.4, 9.28888888888889)"
08-01-2023 16:58:46.433574,"(2.9, 5.3, 5.230769230769231)","(3.7, 4.0, 3.7375000000000003)","(2.4, 2.72, 2.626666666666667)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 29.0)","(7.5, 9.4, 9.253658536585366)"
08-01-2023 16:58:47.562383,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.895)","(2.4, 2.72, 2.626666666666667)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 29.0)","(7.5, 9.4, 9.246153846153847)"
08-01-2023 16:58:48.608448,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.895)","(2.4, 2.72, 2.626666666666667)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.246153846153847)"
08-01-2023 16:58:49.674494,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.895)","(2.4, 2.72, 2.626666666666667)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.246153846153847)"
08-01-2023 16:58:50.626811,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.895)","(2.4, 2.72, 2.626666666666667)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.246153846153847)"
08-01-2023 16:58:51.603419,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.895)","(2.4, 2.72, 2.626666666666667)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.246153846153847)"
08-01-2023 16:58:52.613612,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.895)","(2.4, 2.72, 2.626666666666667)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.246153846153847)"
08-01-2023 16:58:53.488015,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.895)","(2.4, 2.72, 2.626666666666667)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.246153846153847)"
08-01-2023 16:58:54.435347,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.895)","(2.4, 2.72, 2.626666666666667)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.246153846153847)"
08-01-2023 16:58:55.364180,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.895)","(2.4, 2.72, 2.626666666666667)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.246153846153847)"
08-01-2023 16:58:56.300677,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.919230769230769)","(2.4, 2.56, 2.462173913043478)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.237837837837837)"
08-01-2023 16:58:57.205515,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.919230769230769)","(2.4, 2.56, 2.462173913043478)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.237837837837837)"
08-01-2023 16:58:58.193323,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.919230769230769)","(2.4, 2.56, 2.462173913043478)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.244444444444445)"
08-01-2023 16:58:59.191063,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.919230769230769)","(2.4, 2.56, 2.462173913043478)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.244444444444445)"
08-01-2023 16:59:00.446752,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.919230769230769)","(2.4, 2.56, 2.452857142857143)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 30.285714285714285)","(7.5, 9.4, 9.244444444444445)"
08-01-2023 16:59:01.463565,"(2.9, 5.3, 5.163636363636363)","(3.7, 4.0, 3.919230769230769)","(2.4, 2.56, 2.452857142857143)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.32258064516129)"
08-01-2023 16:59:02.435636,"(2.9, 5.4, 5.157142857142857)","(3.7, 4.3, 4.266666666666667)","(2.4, 2.4, 2.3617391304347826)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.32258064516129)"
08-01-2023 16:59:03.413359,"(2.9, 5.4, 5.245454545454546)","(3.7, 4.4, 4.290909090909091)","(2.4, 2.4, 2.3613186813186813)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.32258064516129)"
08-01-2023 16:59:04.289074,"(2.9, 5.4, 5.269230769230769)","(3.7, 4.4, 4.24)","(2.4, 2.5, 2.4125)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.32258064516129)"
08-01-2023 16:59:05.333262,"(2.9, 5.4, 5.300000000000001)","(3.7, 4.4, 4.307692307692308)","(2.4, 2.48, 2.38)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.32258064516129)"
08-01-2023 16:59:06.474557,"(2.9, 5.4, 5.300000000000001)","(3.7, 4.4, 4.307692307692308)","(2.4, 2.44, 2.38)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.32258064516129)"
08-01-2023 16:59:07.547662,"(2.9, 5.4, 5.300000000000001)","(3.7, 4.4, 4.305263157894737)","(2.4, 2.44, 2.38)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.32258064516129)"
08-01-2023 16:59:08.512388,"(2.9, 5.4, 5.300000000000001)","(3.7, 4.4, 4.318181818181818)","(2.4, 2.44, 2.381818181818182)","(31.0, 80.0, 75.14285714285714)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.273684210526316)"
08-01-2023 16:59:09.620240,"(2.9, 5.4, 5.300000000000001)","(3.7, 4.4, 4.318181818181818)","(2.4, 2.44, 2.38)","(31.0, 80.0, 72.5)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.280000000000001)"
08-01-2023 16:59:10.629267,"(2.9, 5.4, 5.300000000000001)","(3.7, 4.4, 4.318181818181818)","(2.4, 2.44, 2.38)","(31.0, 80.0, 75.38461538461539)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.280000000000001)"
08-01-2023 16:59:11.573072,"(2.9, 5.4, 5.300000000000001)","(3.7, 4.4, 4.318181818181818)","(2.4, 2.44, 2.395)","(31.0, 80.0, 75.38461538461539)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.280000000000001)"
08-01-2023 16:59:12.527080,"(2.9, 5.4, 5.300000000000001)","(3.7, 4.4, 4.318181818181818)","(2.4, 2.44, 2.395)","(31.0, 80.0, 75.38461538461539)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.133333333333333)"
08-01-2023 16:59:13.497590,"(2.9, 5.4, 5.380000000000001)","(3.7, 4.4, 4.318181818181818)","(2.4, 2.44, 2.3695999999999997)","(31.0, 80.0, 75.38461538461539)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.133333333333333)"
08-01-2023 16:59:14.489855,"(2.9, 5.4, 5.380000000000001)","(3.7, 4.4, 4.318181818181818)","(2.4, 2.44, 2.4057142857142857)","(31.0, 80.0, 68.33333333333334)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.133333333333333)"
08-01-2023 16:59:15.542056,"(2.9, 5.4, 5.380000000000001)","(3.7, 4.4, 4.351351351351352)","(2.4, 2.44, 2.4057142857142857)","(31.0, 80.0, 68.33333333333334)","(19.0, 32.0, 31.0)","(7.5, 9.4, 9.133333333333333)"
08-01-2023 16:59:16.548855,"(2.9, 5.4, 5.380000000000001)","(3.7, 4.4, 4.351351351351352)","(2.4, 2.44, 2.422222222222222)","(31.0, 80.0, 68.33333333333334)","(19.0, 32.0, 31.166666666666668)","(7.5, 9.4, 9.133333333333333)"
08-01-2023 16:59:17.515728,"(2.9, 5.4, 5.380000000000001)","(3.7, 4.4, 4.351351351351352)","(2.4, 2.44, 2.404444444444444)","(31.0, 80.0, 68.33333333333334)","(19.0, 32.0, 31.166666666666668)","(7.5, 9.4, 9.133333333333333)"
08-01-2023 16:59:18.434692,"(2.9, 5.4, 5.380000000000001)","(3.7, 4.4, 4.351351351351352)","(2.4, 2.44, 2.41)","(31.0, 80.0, 68.33333333333334)","(19.0, 32.0, 31.285714285714285)","(7.5, 9.4, 9.133333333333333)"
08-01-2023 16:59:19.420395,"(2.9, 5.4, 5.380000000000001)","(3.7, 4.4, 4.351351351351352)","(2.4, 2.44, 2.41)","(31.0, 80.0, 68.33333333333334)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.133333333333333)"
08-01-2023 16:59:20.482944,"(2.9, 5.4, 5.380000000000001)","(3.7, 4.4, 4.351351351351352)","(2.4, 2.44, 2.41)","(31.0, 80.0, 68.33333333333334)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.181818181818182)"
08-01-2023 16:59:21.489591,"(2.9, 5.5, 5.305882352941176)","(3.7, 4.4, 4.345454545454546)","(2.4, 2.44, 2.3714285714285714)","(31.0, 80.0, 68.33333333333334)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.181818181818182)"
08-01-2023 16:59:22.509988,"(2.9, 5.4, 5.32)","(3.7, 4.5, 4.383333333333334)","(2.4, 2.46, 2.385)","(31.0, 80.0, 62.5)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.0)"
08-01-2023 16:59:23.454596,"(2.9, 5.4, 5.266666666666667)","(3.7, 4.5, 4.3950000000000005)","(2.4, 2.44, 2.3899999999999997)","(31.0, 80.0, 65.41666666666667)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.336)"
08-01-2023 16:59:24.407158,"(2.9, 5.4, 5.266666666666667)","(3.7, 4.5, 4.3950000000000005)","(2.4, 2.42, 2.401)","(31.0, 80.0, 64.44444444444444)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.336)"
08-01-2023 16:59:25.341960,"(2.9, 5.4, 5.266666666666667)","(3.7, 4.5, 4.3950000000000005)","(2.4, 2.44, 2.4)","(31.0, 80.0, 64.44444444444444)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.336)"
08-01-2023 16:59:26.371691,"(2.9, 5.4, 5.266666666666667)","(3.7, 4.5, 4.459615384615384)","(2.4, 2.44, 2.3792)","(31.0, 80.0, 70.0)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.336)"
08-01-2023 16:59:27.439379,"(2.9, 5.4, 5.266666666666667)","(3.7, 4.5, 4.459615384615384)","(2.4, 2.44, 2.4036363636363633)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.336)"
08-01-2023 16:59:28.471376,"(2.9, 5.4, 5.266666666666667)","(3.7, 4.5, 4.459615384615384)","(2.4, 2.44, 2.4036363636363633)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.336)"
08-01-2023 16:59:29.384239,"(2.9, 5.4, 5.266666666666667)","(3.7, 4.5, 4.459615384615384)","(2.4, 2.4, 2.3814285714285712)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.296774193548387)"
08-01-2023 16:59:30.399785,"(2.9, 5.4, 5.266666666666667)","(3.7, 4.5, 4.459615384615384)","(2.4, 2.42, 2.374285714285714)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.296774193548387)"
08-01-2023 16:59:31.431362,"(2.9, 5.4, 5.266666666666667)","(3.7, 4.5, 4.459615384615384)","(2.4, 2.42, 2.374285714285714)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.296774193548387)"
08-01-2023 16:59:32.484574,"(2.9, 5.4, 5.266666666666667)","(3.7, 4.5, 4.459615384615384)","(2.4, 2.44, 2.3945454545454545)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.296774193548387)"
08-01-2023 16:59:33.569499,"(2.9, 5.3, 5.2375)","(3.7, 4.5, 4.459615384615384)","(2.4, 2.44, 2.3945454545454545)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 9.4, 9.582035928143712)"
08-01-2023 16:59:34.803517,"(2.9, 5.3, 5.2375)","(3.7, 4.5, 4.459615384615384)","(2.4, 2.44, 2.3945454545454545)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 9.6, 9.594011976047904)"
08-01-2023 16:59:35.658973,"(2.9, 5.3, 5.2375)","(3.7, 4.5, 4.459615384615384)","(2.4, 2.44, 2.3945454545454545)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 9.6, 9.594011976047904)"
08-01-2023 16:59:36.851729,"(2.9, 5.3, 5.2375)","(3.7, 4.6, 4.511764705882353)","(2.4, 2.34, 2.3213793103448275)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 10.5, 9.886363636363637)"
08-01-2023 16:59:37.957922,"(2.9, 5.3, 5.2375)","(3.7, 4.6, 4.511764705882353)","(2.4, 2.34, 2.3213793103448275)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 10.5, 9.886363636363637)"
08-01-2023 16:59:38.950537,"(2.9, 5.3, 5.2375)","(3.7, 4.6, 4.511764705882353)","(2.4, 2.34, 2.3213793103448275)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 10.5, 9.886363636363637)"
08-01-2023 16:59:39.902901,"(2.9, 5.3, 5.2375)","(3.7, 4.6, 4.511764705882353)","(2.4, 2.34, 2.295)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 10.5, 9.986666666666666)"
08-01-2023 16:59:40.856087,"(2.9, 5.3, 5.2375)","(3.7, 4.6, 4.496153846153846)","(2.4, 2.34, 2.295)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 10.5, 9.986666666666666)"
08-01-2023 16:59:41.727350,"(2.9, 5.3, 5.2375)","(3.7, 4.6, 4.496153846153846)","(2.4, 2.3, 2.284)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 10.5, 9.986666666666666)"
08-01-2023 16:59:42.725463,"(2.9, 5.3, 5.2375)","(3.7, 4.7, 4.62)","(2.4, 2.32, 2.284)","(31.0, 80.0, 75.55555555555556)","(19.0, 32.0, 29.5)","(7.5, 10.5, 11.1875)"
