,Visualise Me,Magic Miss,Lucky Jock,Pole Inspector,You May Annie,Ha Ha Lucky,November,Grovely Flyer
108,"[datetime.datetime(2022, 11, 27, 20, 34, 50, 293443), 3.0, 3.35]","[datetime.datetime(2022, 11, 27, 20, 34, 50, 293443), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 34, 50, 293443), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 34, 50, 293443), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 34, 50, 293443), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 34, 50, 293443), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 34, 50, 293443), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 34, 50, 293443), 41.0, 150.0]"
109,"[datetime.datetime(2022, 11, 27, 20, 34, 51, 427290), 3.0, 3.35]","[datetime.datetime(2022, 11, 27, 20, 34, 51, 427290), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 34, 51, 427290), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 34, 51, 427290), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 34, 51, 427290), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 34, 51, 427290), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 34, 51, 427290), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 34, 51, 427290), 41.0, 150.0]"
110,"[datetime.datetime(2022, 11, 27, 20, 34, 52, 551089), 3.0, 3.35]","[datetime.datetime(2022, 11, 27, 20, 34, 52, 551089), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 34, 52, 551089), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 34, 52, 551089), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 34, 52, 551089), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 34, 52, 551089), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 34, 52, 551089), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 34, 52, 551089), 41.0, 150.0]"
111,"[datetime.datetime(2022, 11, 27, 20, 34, 53, 681437), 3.0, 3.35]","[datetime.datetime(2022, 11, 27, 20, 34, 53, 681437), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 34, 53, 681437), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 34, 53, 681437), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 34, 53, 681437), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 34, 53, 681437), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 34, 53, 681437), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 34, 53, 681437), 41.0, 150.0]"
112,"[datetime.datetime(2022, 11, 27, 20, 34, 54, 822680), 3.0, 3.35]","[datetime.datetime(2022, 11, 27, 20, 34, 54, 822680), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 34, 54, 822680), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 34, 54, 822680), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 34, 54, 822680), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 34, 54, 822680), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 34, 54, 822680), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 34, 54, 822680), 41.0, 150.0]"
113,"[datetime.datetime(2022, 11, 27, 20, 34, 55, 968801), 3.0, 3.35]","[datetime.datetime(2022, 11, 27, 20, 34, 55, 968801), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 34, 55, 968801), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 34, 55, 968801), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 34, 55, 968801), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 34, 55, 968801), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 34, 55, 968801), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 34, 55, 968801), 41.0, 150.0]"
114,"[datetime.datetime(2022, 11, 27, 20, 34, 57, 116118), 3.0, 3.35]","[datetime.datetime(2022, 11, 27, 20, 34, 57, 116118), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 34, 57, 116118), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 34, 57, 116118), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 34, 57, 116118), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 34, 57, 116118), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 34, 57, 116118), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 34, 57, 116118), 41.0, 150.0]"
115,"[datetime.datetime(2022, 11, 27, 20, 34, 58, 254363), 3.0, 3.35]","[datetime.datetime(2022, 11, 27, 20, 34, 58, 254363), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 34, 58, 254363), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 34, 58, 254363), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 34, 58, 254363), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 34, 58, 254363), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 34, 58, 254363), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 34, 58, 254363), 41.0, 150.0]"
116,"[datetime.datetime(2022, 11, 27, 20, 34, 59, 398686), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 34, 59, 398686), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 34, 59, 398686), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 34, 59, 398686), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 34, 59, 398686), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 34, 59, 398686), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 34, 59, 398686), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 34, 59, 398686), 41.0, 150.0]"
117,"[datetime.datetime(2022, 11, 27, 20, 35, 0, 532358), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 0, 532358), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 0, 532865), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 0, 532865), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 0, 532865), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 0, 532865), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 0, 532865), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 0, 532865), 41.0, 150.0]"
118,"[datetime.datetime(2022, 11, 27, 20, 35, 1, 671444), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 1, 671444), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 1, 671444), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 1, 671444), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 1, 671444), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 1, 671444), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 1, 671444), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 1, 671444), 41.0, 150.0]"
119,"[datetime.datetime(2022, 11, 27, 20, 35, 2, 802171), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 2, 802171), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 2, 802171), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 2, 802171), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 2, 802171), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 2, 802171), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 2, 802171), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 2, 802171), 41.0, 150.0]"
120,"[datetime.datetime(2022, 11, 27, 20, 35, 3, 953394), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 3, 953394), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 3, 953394), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 3, 953394), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 3, 953394), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 3, 953394), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 3, 953394), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 3, 953394), 41.0, 150.0]"
121,"[datetime.datetime(2022, 11, 27, 20, 35, 5, 91220), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 5, 91220), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 5, 91220), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 5, 91220), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 5, 91220), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 5, 91220), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 5, 91220), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 5, 91220), 41.0, 150.0]"
122,"[datetime.datetime(2022, 11, 27, 20, 35, 6, 282292), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 6, 282292), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 6, 282292), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 6, 282292), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 6, 282292), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 6, 282292), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 6, 282292), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 6, 282292), 41.0, 150.0]"
123,"[datetime.datetime(2022, 11, 27, 20, 35, 7, 444382), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 7, 444382), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 7, 444382), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 7, 444382), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 7, 444382), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 7, 444382), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 7, 444382), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 7, 444382), 41.0, 150.0]"
124,"[datetime.datetime(2022, 11, 27, 20, 35, 8, 591071), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 8, 591071), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 8, 591071), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 8, 591071), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 8, 591071), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 8, 591071), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 8, 591071), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 8, 591071), 41.0, 150.0]"
125,"[datetime.datetime(2022, 11, 27, 20, 35, 9, 732213), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 9, 732213), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 9, 732213), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 9, 732213), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 9, 732213), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 9, 732213), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 9, 732213), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 9, 732213), 41.0, 150.0]"
126,"[datetime.datetime(2022, 11, 27, 20, 35, 10, 861185), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 10, 861185), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 10, 861185), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 10, 861185), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 10, 861185), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 10, 861185), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 10, 861185), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 10, 861185), 41.0, 150.0]"
127,"[datetime.datetime(2022, 11, 27, 20, 35, 11, 997094), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 11, 997094), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 11, 997094), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 11, 997094), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 11, 997094), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 11, 997094), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 11, 997094), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 11, 997094), 41.0, 150.0]"
128,"[datetime.datetime(2022, 11, 27, 20, 35, 13, 123168), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 13, 123168), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 13, 123168), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 13, 123168), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 13, 123168), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 13, 123168), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 13, 123168), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 13, 123168), 41.0, 150.0]"
129,"[datetime.datetime(2022, 11, 27, 20, 35, 14, 263917), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 14, 263917), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 14, 263917), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 14, 263917), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 14, 263917), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 14, 263917), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 14, 263917), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 14, 263917), 41.0, 150.0]"
130,"[datetime.datetime(2022, 11, 27, 20, 35, 15, 396931), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 15, 396931), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 15, 396931), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 15, 396931), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 15, 396931), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 15, 396931), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 15, 396931), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 15, 396931), 41.0, 150.0]"
131,"[datetime.datetime(2022, 11, 27, 20, 35, 16, 531966), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 16, 531966), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 16, 531966), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 16, 531966), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 16, 531966), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 16, 531966), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 16, 531966), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 16, 531966), 41.0, 150.0]"
132,"[datetime.datetime(2022, 11, 27, 20, 35, 17, 657704), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 17, 657704), 9.0, 17.5]","[datetime.datetime(2022, 11, 27, 20, 35, 17, 657704), 11.0, 11.0]","[datetime.datetime(2022, 11, 27, 20, 35, 17, 657704), 12.0, 15.5]","[datetime.datetime(2022, 11, 27, 20, 35, 17, 657704), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 17, 657704), 3.4, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 17, 657704), 3.0, 5.3]","[datetime.datetime(2022, 11, 27, 20, 35, 17, 657704), 41.0, 150.0]"
133,"[datetime.datetime(2022, 11, 27, 20, 35, 18, 806296), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 18, 806296), 9.0, 21.0]","[datetime.datetime(2022, 11, 27, 20, 35, 18, 806296), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 18, 806296), 12.0, 15.0]","[datetime.datetime(2022, 11, 27, 20, 35, 18, 806296), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 18, 806296), 3.4, 4.9]","[datetime.datetime(2022, 11, 27, 20, 35, 18, 806296), 3.0, 5.2]","[datetime.datetime(2022, 11, 27, 20, 35, 18, 806296), 41.0, 150.0]"
134,"[datetime.datetime(2022, 11, 27, 20, 35, 19, 941976), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 19, 941976), 9.0, 20.0]","[datetime.datetime(2022, 11, 27, 20, 35, 19, 941976), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 19, 941976), 12.0, 15.0]","[datetime.datetime(2022, 11, 27, 20, 35, 19, 941976), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 19, 941976), 3.4, 4.6]","[datetime.datetime(2022, 11, 27, 20, 35, 19, 941976), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 19, 941976), 41.0, 140.0]"
135,"[datetime.datetime(2022, 11, 27, 20, 35, 21, 71181), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 21, 71181), 9.0, 20.0]","[datetime.datetime(2022, 11, 27, 20, 35, 21, 71181), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 21, 71181), 12.0, 15.0]","[datetime.datetime(2022, 11, 27, 20, 35, 21, 71181), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 21, 71181), 3.4, 4.9]","[datetime.datetime(2022, 11, 27, 20, 35, 21, 71181), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 21, 71181), 41.0, 140.0]"
136,"[datetime.datetime(2022, 11, 27, 20, 35, 22, 208128), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 22, 208128), 9.0, 20.0]","[datetime.datetime(2022, 11, 27, 20, 35, 22, 208128), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 22, 209128), 12.0, 15.0]","[datetime.datetime(2022, 11, 27, 20, 35, 22, 209128), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 22, 209128), 3.4, 4.9]","[datetime.datetime(2022, 11, 27, 20, 35, 22, 209128), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 22, 209128), 41.0, 140.0]"
137,"[datetime.datetime(2022, 11, 27, 20, 35, 23, 340062), 3.0, 3.3]","[datetime.datetime(2022, 11, 27, 20, 35, 23, 340062), 9.0, 20.0]","[datetime.datetime(2022, 11, 27, 20, 35, 23, 340062), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 23, 341062), 12.0, 15.0]","[datetime.datetime(2022, 11, 27, 20, 35, 23, 341062), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 23, 341062), 3.4, 4.9]","[datetime.datetime(2022, 11, 27, 20, 35, 23, 341062), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 23, 341062), 41.0, 140.0]"
138,"[datetime.datetime(2022, 11, 27, 20, 35, 24, 486938), 3.0, 3.2]","[datetime.datetime(2022, 11, 27, 20, 35, 24, 486938), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 24, 486938), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 24, 486938), 12.0, 14.5]","[datetime.datetime(2022, 11, 27, 20, 35, 24, 486938), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 24, 486938), 3.4, 4.9]","[datetime.datetime(2022, 11, 27, 20, 35, 24, 486938), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 24, 486938), 41.0, 140.0]"
139,"[datetime.datetime(2022, 11, 27, 20, 35, 25, 621950), 3.0, 3.2]","[datetime.datetime(2022, 11, 27, 20, 35, 25, 621950), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 25, 621950), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 25, 621950), 12.0, 14.5]","[datetime.datetime(2022, 11, 27, 20, 35, 25, 621950), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 25, 621950), 3.4, 4.9]","[datetime.datetime(2022, 11, 27, 20, 35, 25, 621950), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 25, 621950), 41.0, 150.0]"
140,"[datetime.datetime(2022, 11, 27, 20, 35, 26, 770047), 3.0, 3.2]","[datetime.datetime(2022, 11, 27, 20, 35, 26, 770047), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 26, 770047), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 26, 770047), 12.0, 14.5]","[datetime.datetime(2022, 11, 27, 20, 35, 26, 770047), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 26, 770047), 3.4, 4.9]","[datetime.datetime(2022, 11, 27, 20, 35, 26, 770047), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 26, 770047), 41.0, 150.0]"
141,"[datetime.datetime(2022, 11, 27, 20, 35, 27, 921761), 3.0, 3.2]","[datetime.datetime(2022, 11, 27, 20, 35, 27, 921761), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 27, 921761), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 27, 921761), 12.0, 14.5]","[datetime.datetime(2022, 11, 27, 20, 35, 27, 921761), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 27, 921761), 3.4, 4.9]","[datetime.datetime(2022, 11, 27, 20, 35, 27, 921761), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 27, 921761), 41.0, 140.0]"
142,"[datetime.datetime(2022, 11, 27, 20, 35, 29, 51787), 3.0, 3.2]","[datetime.datetime(2022, 11, 27, 20, 35, 29, 51787), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 29, 51787), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 29, 51787), 12.0, 14.5]","[datetime.datetime(2022, 11, 27, 20, 35, 29, 51787), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 29, 51787), 3.4, 4.9]","[datetime.datetime(2022, 11, 27, 20, 35, 29, 51787), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 29, 51787), 41.0, 140.0]"
143,"[datetime.datetime(2022, 11, 27, 20, 35, 30, 191947), 3.0, 3.2]","[datetime.datetime(2022, 11, 27, 20, 35, 30, 191947), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 30, 191947), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 30, 193099), 12.0, 14.5]","[datetime.datetime(2022, 11, 27, 20, 35, 30, 193099), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 30, 193099), 3.4, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 30, 193099), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 30, 193099), 41.0, 140.0]"
144,"[datetime.datetime(2022, 11, 27, 20, 35, 31, 320196), 3.0, 3.2]","[datetime.datetime(2022, 11, 27, 20, 35, 31, 320196), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 31, 320196), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 31, 321700), 12.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 35, 31, 321700), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 31, 321700), 3.4, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 31, 321700), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 31, 321700), 41.0, 140.0]"
145,"[datetime.datetime(2022, 11, 27, 20, 35, 32, 460689), 3.0, 3.2]","[datetime.datetime(2022, 11, 27, 20, 35, 32, 460689), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 32, 460689), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 32, 460689), 12.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 35, 32, 460689), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 32, 460689), 3.4, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 32, 460689), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 32, 460689), 41.0, 140.0]"
146,"[datetime.datetime(2022, 11, 27, 20, 35, 33, 610847), 3.0, 3.2]","[datetime.datetime(2022, 11, 27, 20, 35, 33, 610847), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 33, 610847), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 33, 611849), 12.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 35, 33, 611849), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 33, 611849), 3.4, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 33, 611849), 3.0, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 33, 611849), 41.0, 140.0]"
147,"[datetime.datetime(2022, 11, 27, 20, 35, 34, 736842), 3.0, 3.25]","[datetime.datetime(2022, 11, 27, 20, 35, 34, 736842), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 34, 736842), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 34, 736842), 12.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 35, 34, 736842), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 34, 736842), 3.4, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 34, 736842), 3.0, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 34, 736842), 41.0, 140.0]"
148,"[datetime.datetime(2022, 11, 27, 20, 35, 35, 869409), 3.0, 3.25]","[datetime.datetime(2022, 11, 27, 20, 35, 35, 869409), 9.0, 18.5]","[datetime.datetime(2022, 11, 27, 20, 35, 35, 869409), 11.0, 10.5]","[datetime.datetime(2022, 11, 27, 20, 35, 35, 870408), 12.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 35, 35, 870408), 21.0, 26.0]","[datetime.datetime(2022, 11, 27, 20, 35, 35, 870408), 3.4, 5.1]","[datetime.datetime(2022, 11, 27, 20, 35, 35, 870408), 3.0, 5.0]","[datetime.datetime(2022, 11, 27, 20, 35, 35, 870408), 41.0, 140.0]"
