,Fiorucci Mama,Universal Playboy,Invisible String,Kelvinater,Hang Glider,Playthatfunkymusic,Indie Ruler,Mia Gusto,Deetea
07-01-2023 15:40:06.016915,"(4.6, 5.6, 5.554545454545455)","(7.0, 9.8, 8.719999999999999)","(5.0, 6.2, 5.953571428571429)","(7.5, 9.6, 9.25)","(12.0, 16.5, 16.227272727272727)","(15.0, 19.5, 19.0)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6890909090909085)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:07.342998,"(4.6, 5.6, 5.554545454545455)","(7.0, 9.8, 8.719999999999999)","(5.0, 6.2, 5.953571428571429)","(7.5, 9.6, 9.25)","(12.0, 16.5, 16.227272727272727)","(15.0, 19.5, 19.0)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6890909090909085)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:08.615303,"(4.8, 5.6, 5.554545454545455)","(6.5, 9.8, 8.719999999999999)","(5.0, 6.2, 5.953571428571429)","(7.5, 9.6, 9.25)","(13.0, 16.5, 16.227272727272727)","(15.0, 19.5, 19.0)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6890909090909085)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:09.911311,"(4.8, 5.6, 5.554545454545455)","(6.5, 9.8, 8.719999999999999)","(5.0, 6.2, 5.953571428571429)","(7.5, 9.6, 9.25)","(13.0, 16.5, 16.285714285714285)","(15.0, 19.5, 19.0)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6890909090909085)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:11.158915,"(4.8, 5.6, 5.554545454545455)","(6.5, 9.8, 9.2)","(5.0, 6.2, 5.953571428571429)","(7.5, 9.6, 9.25)","(13.0, 17.0, 16.227272727272727)","(15.0, 19.5, 18.785714285714285)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6890909090909085)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:12.379061,"(4.8, 5.6, 5.554545454545455)","(6.5, 9.6, 9.1)","(5.0, 6.2, 5.953571428571429)","(7.5, 9.6, 9.25)","(13.0, 16.5, 16.227272727272727)","(15.0, 19.0, 18.785714285714285)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6890909090909085)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:13.636804,"(4.8, 5.6, 5.525531914893617)","(6.5, 9.6, 9.1)","(5.0, 6.2, 5.953571428571429)","(7.5, 9.6, 9.25)","(13.0, 16.5, 16.227272727272727)","(15.0, 19.0, 18.625)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6890909090909085)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:14.895845,"(4.8, 5.6, 5.554545454545455)","(6.5, 9.6, 8.885714285714286)","(5.0, 6.0, 5.905660377358491)","(7.5, 9.6, 9.25)","(13.0, 16.5, 16.227272727272727)","(15.0, 19.0, 18.625)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:16.211369,"(4.8, 5.6, 5.558333333333333)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.905660377358491)","(7.5, 9.6, 9.25)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.625)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:17.456119,"(4.8, 5.6, 5.558333333333333)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.838709677419355)","(7.5, 9.6, 9.25)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.625)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:18.707101,"(4.8, 5.6, 5.558333333333333)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.838709677419355)","(7.5, 9.6, 8.817857142857143)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.625)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:19.958641,"(4.8, 5.6, 5.558333333333333)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.838709677419355)","(7.5, 9.8, 8.817857142857143)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.625)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:21.259683,"(4.8, 5.6, 5.558333333333333)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.3)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.625)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:22.507309,"(4.8, 5.6, 5.558333333333333)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.3)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.333333333333332)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.799999999999999)"
07-01-2023 15:40:23.676882,"(4.8, 5.6, 5.553488372093023)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.3)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.333333333333332)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.933333333333334)"
07-01-2023 15:40:24.851153,"(4.8, 5.6, 5.4)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.3)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.333333333333332)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.933333333333334)"
07-01-2023 15:40:26.008247,"(4.8, 5.6, 5.4)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.3)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.333333333333332)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.933333333333334)"
07-01-2023 15:40:27.214595,"(4.6, 5.6, 5.4)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.3)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.333333333333332)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.933333333333334)"
07-01-2023 15:40:28.533781,"(4.6, 5.6, 5.466666666666667)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.3)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.333333333333332)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.0, 9.2, 8.933333333333334)"
07-01-2023 15:40:29.844778,"(4.6, 5.6, 5.466666666666667)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.3)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.5, 9.2, 8.933333333333334)"
07-01-2023 15:40:31.098196,"(4.6, 5.6, 5.466666666666667)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.3)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.5, 9.2, 8.933333333333334)"
07-01-2023 15:40:32.303979,"(4.6, 5.6, 5.466666666666667)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.3)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.5, 9.2, 8.933333333333334)"
07-01-2023 15:40:33.422719,"(4.6, 5.6, 5.4222222222222225)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.511111111111111)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.5, 9.2, 9.08)"
07-01-2023 15:40:34.550473,"(4.6, 5.6, 5.4222222222222225)","(6.5, 9.6, 8.717647058823529)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.511111111111111)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.5, 9.2, 9.08)"
07-01-2023 15:40:35.698398,"(4.6, 5.6, 5.485714285714286)","(6.5, 9.6, 8.947826086956521)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.511111111111111)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.5, 9.2, 9.08)"
07-01-2023 15:40:36.934674,"(4.6, 5.6, 5.485714285714286)","(6.5, 9.6, 8.947826086956521)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.511111111111111)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.5, 9.2, 9.08)"
07-01-2023 15:40:38.172312,"(4.6, 5.6, 5.485714285714286)","(6.5, 9.6, 8.947826086956521)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.511111111111111)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.5, 9.2, 9.08)"
07-01-2023 15:40:39.421767,"(4.6, 5.6, 5.485714285714286)","(6.5, 9.6, 8.947826086956521)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.511111111111111)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.5, 9.2, 9.08)"
07-01-2023 15:40:40.657112,"(4.6, 5.6, 5.485714285714286)","(6.5, 9.6, 8.947826086956521)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.511111111111111)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.73913043478261)","(5.5, 5.8, 5.6979999999999995)","(7.5, 9.2, 9.08)"
07-01-2023 15:40:41.873301,"(4.6, 5.6, 5.485714285714286)","(6.5, 9.6, 8.947826086956521)","(5.0, 6.0, 5.836065573770492)","(7.5, 9.6, 9.511111111111111)","(13.0, 16.5, 16.166666666666668)","(15.0, 19.0, 18.642857142857142)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.693333333333333)","(7.5, 9.2, 9.017391304347825)"
07-01-2023 15:40:43.071356,"(4.6, 5.6, 5.410526315789474)","(6.5, 9.6, 9.023076923076923)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.40952380952381)","(13.0, 16.5, 16.071428571428573)","(15.0, 19.0, 17.444444444444443)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.683333333333333)","(7.5, 9.2, 9.017391304347825)"
07-01-2023 15:40:44.200639,"(4.6, 5.7, 5.338709677419355)","(6.5, 9.6, 9.023076923076923)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.40952380952381)","(13.0, 16.5, 16.071428571428573)","(15.0, 19.0, 17.75)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 9.017391304347825)"
07-01-2023 15:40:45.386868,"(4.6, 5.7, 5.338709677419355)","(6.5, 9.4, 9.276923076923078)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.40952380952381)","(13.0, 16.5, 16.071428571428573)","(15.0, 18.5, 17.5)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 9.017391304347825)"
07-01-2023 15:40:46.640443,"(4.6, 5.7, 5.338709677419355)","(7.0, 9.4, 9.276923076923078)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.40952380952381)","(13.0, 16.5, 16.071428571428573)","(15.0, 18.5, 17.5)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 9.017391304347825)"
07-01-2023 15:40:47.910614,"(4.6, 5.7, 5.338709677419355)","(7.0, 9.4, 9.276923076923078)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.40952380952381)","(13.0, 16.5, 15.833333333333334)","(15.0, 18.5, 17.5)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 9.017391304347825)"
07-01-2023 15:40:49.127064,"(4.6, 5.7, 5.275757575757576)","(7.0, 9.4, 9.330434782608696)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.5, 15.833333333333334)","(15.0, 18.5, 17.5)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 9.017391304347825)"
07-01-2023 15:40:50.380246,"(4.6, 5.7, 5.55)","(7.0, 9.4, 9.330434782608696)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.5, 15.833333333333334)","(15.0, 18.5, 17.5)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 9.017391304347825)"
07-01-2023 15:40:51.545346,"(4.6, 5.7, 5.55)","(7.0, 9.4, 9.330434782608696)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.5, 15.833333333333334)","(15.0, 18.5, 17.5)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 8.674999999999999)"
07-01-2023 15:40:52.763346,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.4, 9.330434782608696)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.5, 15.833333333333334)","(15.0, 18.5, 17.5)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 8.674999999999999)"
07-01-2023 15:40:53.853998,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.4, 9.330434782608696)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.5, 15.833333333333334)","(15.0, 18.5, 17.5)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 8.674999999999999)"
07-01-2023 15:40:55.044393,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.4, 9.10909090909091)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.5, 15.5)","(15.0, 18.5, 17.75)","(51.0, 70.0, 61.578947368421055)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 8.674999999999999)"
07-01-2023 15:40:56.310626,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.6, 9.27741935483871)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.0, 15.5)","(15.0, 18.5, 17.75)","(51.0, 70.0, 59.565217391304344)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 8.674999999999999)"
07-01-2023 15:40:57.514058,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.6, 9.27741935483871)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.0, 15.5)","(15.0, 18.5, 17.75)","(51.0, 70.0, 59.565217391304344)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 8.85)"
07-01-2023 15:40:58.729630,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.6, 9.27741935483871)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.0, 15.5)","(15.0, 18.5, 17.75)","(51.0, 70.0, 59.565217391304344)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.2, 8.85)"
07-01-2023 15:40:59.941933,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.6, 9.27741935483871)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.0, 15.4)","(15.0, 18.5, 17.75)","(51.0, 70.0, 59.565217391304344)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.0, 8.85)"
07-01-2023 15:41:01.136392,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.6, 9.217647058823529)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.0, 15.4)","(15.0, 18.5, 17.75)","(51.0, 70.0, 59.565217391304344)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.0, 8.85)"
07-01-2023 15:41:02.349909,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.6, 9.152631578947368)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.6, 9.433333333333334)","(13.0, 16.0, 15.4)","(15.0, 18.5, 17.75)","(51.0, 70.0, 59.565217391304344)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.0, 8.85)"
07-01-2023 15:41:03.607599,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.6, 9.152631578947368)","(5.0, 6.0, 5.845454545454546)","(7.5, 9.2, 9.18)","(13.0, 16.0, 15.4)","(15.0, 18.5, 17.75)","(51.0, 70.0, 60.4)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.0, 8.8)"
07-01-2023 15:41:04.820268,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.6, 9.152631578947368)","(5.0, 5.8, 5.703076923076924)","(7.5, 9.2, 9.18)","(13.0, 16.0, 15.4)","(15.0, 18.5, 17.75)","(51.0, 70.0, 60.4)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.0, 8.8)"
07-01-2023 15:41:05.986846,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.6, 8.705263157894736)","(5.0, 5.8, 5.703076923076924)","(7.5, 9.2, 9.18)","(13.0, 16.0, 15.4)","(15.0, 18.5, 17.75)","(51.0, 70.0, 60.19230769230769)","(5.5, 5.8, 5.691954022988505)","(7.5, 9.0, 8.8)"
07-01-2023 15:41:07.167494,"(4.6, 5.7, 5.294594594594595)","(7.0, 9.6, 8.88421052631579)","(5.0, 5.8, 5.703076923076924)","(7.5, 9.2, 9.116666666666667)","(13.0, 16.0, 14.75)","(15.0, 18.5, 17.75)","(51.0, 70.0, 62.27272727272727)","(5.5, 5.8, 5.693023255813953)","(7.5, 9.0, 8.85)"
07-01-2023 15:41:08.287087,"(4.6, 5.7, 5.441935483870968)","(7.0, 9.6, 8.88888888888889)","(5.0, 5.8, 5.703125)","(7.5, 9.6, 9.40952380952381)","(13.0, 15.5, 14.75)","(15.0, 18.5, 17.75)","(51.0, 70.0, 62.27272727272727)","(5.5, 5.8, 5.745454545454545)","(7.5, 9.0, 8.85)"
07-01-2023 15:41:09.423439,"(4.6, 5.6, 5.5288135593220336)","(7.0, 9.6, 8.906666666666668)","(5.0, 5.8, 5.703125)","(7.5, 9.6, 9.385714285714286)","(13.0, 15.5, 14.9)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 62.608695652173914)","(5.5, 5.8, 5.75)","(7.5, 9.0, 8.6)"
07-01-2023 15:41:10.592150,"(4.6, 5.6, 5.35)","(7.0, 9.6, 9.184615384615384)","(5.0, 5.8, 5.722368421052631)","(7.5, 9.6, 9.385714285714286)","(13.0, 15.5, 14.9)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 62.608695652173914)","(5.5, 5.8, 5.75)","(7.5, 9.0, 8.6)"
07-01-2023 15:41:11.805244,"(4.6, 5.6, 5.5609375)","(7.0, 9.6, 9.184615384615384)","(5.0, 5.8, 5.722368421052631)","(7.5, 9.6, 9.385714285714286)","(13.0, 15.5, 14.9)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 62.608695652173914)","(5.5, 5.8, 5.75)","(7.5, 9.0, 8.6)"
07-01-2023 15:41:13.072080,"(4.6, 5.6, 5.44375)","(7.0, 9.6, 9.184615384615384)","(5.0, 5.8, 5.722368421052631)","(7.5, 9.6, 9.266666666666666)","(13.0, 15.5, 14.9)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 62.608695652173914)","(5.5, 5.8, 5.75)","(7.5, 9.0, 8.6)"
07-01-2023 15:41:14.341360,"(4.6, 5.6, 5.44375)","(7.0, 9.6, 9.184615384615384)","(5.0, 5.8, 5.875294117647059)","(7.5, 9.6, 9.266666666666666)","(13.0, 15.5, 14.75)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 62.608695652173914)","(5.5, 5.8, 5.75)","(7.5, 9.0, 8.928571428571429)"
07-01-2023 15:41:15.589160,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.184615384615384)","(5.0, 6.0, 5.878048780487805)","(7.5, 9.6, 9.299999999999999)","(13.0, 15.5, 15.026315789473685)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.7924528301886795)","(7.5, 9.0, 8.666666666666668)"
07-01-2023 15:41:16.951718,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.184615384615384)","(5.0, 6.0, 5.865306122448979)","(7.5, 9.6, 9.299999999999999)","(13.0, 15.5, 15.026315789473685)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.783050847457627)","(7.5, 8.8, 8.666666666666668)"
07-01-2023 15:41:18.263381,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.184615384615384)","(5.0, 6.0, 5.865306122448979)","(7.5, 9.6, 9.23103448275862)","(13.0, 15.5, 15.026315789473685)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.783050847457627)","(7.5, 8.8, 8.666666666666668)"
07-01-2023 15:41:19.472668,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.184615384615384)","(5.0, 6.0, 5.865306122448979)","(7.5, 9.8, 9.229032258064516)","(13.0, 15.5, 15.026315789473685)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.783050847457627)","(7.5, 8.8, 8.666666666666668)"
07-01-2023 15:41:20.832908,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.184615384615384)","(5.0, 6.0, 5.865306122448979)","(7.5, 9.8, 9.229032258064516)","(13.0, 15.5, 15.026315789473685)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.783050847457627)","(7.5, 8.8, 8.666666666666668)"
07-01-2023 15:41:22.122605,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.184615384615384)","(5.0, 6.0, 5.865306122448979)","(7.5, 9.8, 9.229032258064516)","(13.0, 15.5, 15.026315789473685)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.747572815533981)","(7.5, 8.8, 8.266666666666667)"
07-01-2023 15:41:23.463882,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.184615384615384)","(5.0, 6.0, 5.865306122448979)","(7.5, 9.8, 9.229032258064516)","(13.0, 15.5, 15.026315789473685)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.747572815533981)","(7.5, 8.8, 8.266666666666667)"
07-01-2023 15:41:24.935425,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.184615384615384)","(5.0, 6.0, 5.865306122448979)","(7.5, 9.8, 9.229032258064516)","(13.0, 15.5, 15.026315789473685)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.751785714285714)","(7.5, 8.8, 8.266666666666667)"
07-01-2023 15:41:26.293035,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.184615384615384)","(5.0, 6.0, 5.865306122448979)","(7.5, 9.8, 9.229032258064516)","(13.0, 15.5, 15.026315789473685)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.751785714285714)","(7.5, 8.8, 8.266666666666667)"
07-01-2023 15:41:27.549527,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.184615384615384)","(5.0, 6.0, 5.865306122448979)","(7.5, 9.8, 9.229032258064516)","(13.0, 15.5, 15.125)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.7495327102803735)","(7.5, 8.8, 8.054545454545455)"
07-01-2023 15:41:28.862345,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.3)","(5.0, 6.0, 5.827586206896552)","(7.5, 9.8, 9.229032258064516)","(13.0, 15.5, 15.125)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.7495327102803735)","(7.5, 8.6, 8.054545454545455)"
07-01-2023 15:41:30.089192,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.3)","(5.0, 6.0, 5.827586206896552)","(7.5, 9.8, 9.229032258064516)","(13.0, 15.5, 15.125)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.7495327102803735)","(7.5, 8.6, 8.054545454545455)"
07-01-2023 15:41:31.468446,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.425806451612903)","(5.0, 6.0, 5.821428571428571)","(7.5, 9.8, 9.229032258064516)","(13.0, 15.5, 15.125)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.7495327102803735)","(7.5, 8.6, 8.054545454545455)"
07-01-2023 15:41:32.735171,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.425806451612903)","(5.0, 6.0, 5.821428571428571)","(7.5, 9.8, 9.229032258064516)","(12.0, 15.5, 15.125)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.7495327102803735)","(7.0, 8.6, 8.054545454545455)"
07-01-2023 15:41:33.983039,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.425806451612903)","(5.0, 6.0, 5.821428571428571)","(7.5, 9.8, 9.229032258064516)","(12.0, 15.5, 15.125)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.7495327102803735)","(7.0, 8.6, 8.054545454545455)"
07-01-2023 15:41:35.133683,"(4.6, 5.6, 5.2875)","(7.0, 9.6, 9.425806451612903)","(5.0, 6.0, 5.821428571428571)","(7.5, 9.8, 9.229032258064516)","(12.0, 15.5, 15.125)","(15.0, 18.5, 17.833333333333332)","(51.0, 70.0, 63.2)","(5.5, 5.8, 5.7495327102803735)","(7.0, 8.6, 8.054545454545455)"
