,Fiorucci Mama,Universal Playboy,Invisible String,Kelvinater,Hang Glider,Playthatfunkymusic,Indie Ruler,Mia Gusto,Deetea
07-01-2023 15:35:32.754778,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.26086956521739)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 16.3)","(17.0, 24.0, 22.0)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.652941176470589)","(7.0, 9.0, 8.6)"
07-01-2023 15:35:33.963457,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.26086956521739)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 15.772727272727273)","(17.0, 24.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.652941176470589)","(7.0, 9.0, 8.6)"
07-01-2023 15:35:35.196427,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.26086956521739)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 15.772727272727273)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.652941176470589)","(7.0, 9.0, 8.6)"
07-01-2023 15:35:36.461633,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.26086956521739)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 15.772727272727273)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.652941176470589)","(7.0, 9.0, 8.6)"
07-01-2023 15:35:37.708795,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.26086956521739)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 15.772727272727273)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.652941176470589)","(7.0, 9.0, 8.6)"
07-01-2023 15:35:38.979439,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.153846153846153)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 15.772727272727273)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.0, 8.6)"
07-01-2023 15:35:40.224600,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.153846153846153)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 15.772727272727273)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.0, 8.6)"
07-01-2023 15:35:41.395746,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.153846153846153)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 15.772727272727273)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.0, 8.6)"
07-01-2023 15:35:42.526206,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.153846153846153)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.0, 8.45)"
07-01-2023 15:35:43.684573,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.153846153846153)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.45)"
07-01-2023 15:35:44.909261,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.153846153846153)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.45)"
07-01-2023 15:35:46.207399,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.153846153846153)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.45)"
07-01-2023 15:35:47.450951,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.05)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.45)"
07-01-2023 15:35:48.712176,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.4, 8.05)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:35:49.815898,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.6, 7.819512195121951)","(4.8, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:35:50.952168,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.6, 7.804545454545454)","(4.8, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:35:52.238763,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.6, 7.804545454545454)","(4.8, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:35:53.550706,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.6, 7.804545454545454)","(4.8, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:35:54.899015,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.6, 7.804545454545454)","(4.8, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:35:56.134641,"(4.6, 5.9, 5.72608695652174)","(6.0, 8.6, 7.804545454545454)","(4.8, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:35:57.411016,"(4.6, 6.0, 5.530434782608696)","(6.0, 8.6, 7.804545454545454)","(4.8, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:35:58.550653,"(4.6, 6.0, 5.636842105263158)","(6.0, 8.6, 7.804545454545454)","(4.8, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:35:59.664187,"(4.6, 6.0, 5.663414634146342)","(6.0, 8.6, 7.804545454545454)","(4.8, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:00.856023,"(4.6, 6.0, 5.663414634146342)","(6.0, 8.6, 7.872727272727272)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:01.972029,"(4.6, 6.0, 5.663414634146342)","(6.0, 8.6, 7.872727272727272)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:03.095623,"(4.6, 6.0, 5.663414634146342)","(6.0, 8.6, 7.872727272727272)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.05263157894737)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:04.449690,"(4.6, 6.0, 5.663414634146342)","(6.0, 8.6, 7.872727272727272)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.923076923076923)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:05.681257,"(4.6, 6.0, 5.663414634146342)","(6.0, 8.6, 7.872727272727272)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 16.923076923076923)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:06.936068,"(4.6, 6.0, 5.663414634146342)","(6.0, 8.6, 7.872727272727272)","(4.8, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(17.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.666666666666667)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:08.203369,"(4.6, 6.0, 5.663414634146342)","(6.0, 8.6, 7.872727272727272)","(5.0, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.640350877192983)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:09.427502,"(4.6, 6.0, 5.663414634146342)","(6.0, 8.6, 7.804545454545454)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.640350877192983)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:10.725337,"(4.6, 6.0, 5.7125)","(6.0, 8.6, 7.804545454545454)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.640350877192983)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:11.896533,"(4.6, 6.0, 5.7125)","(6.0, 8.6, 7.804545454545454)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.640350877192983)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:13.095788,"(4.6, 6.0, 5.7125)","(6.0, 8.6, 7.804545454545454)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.605555555555556)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:14.355929,"(4.6, 6.0, 5.7125)","(6.0, 8.6, 7.804545454545454)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:15.636169,"(4.6, 6.0, 5.7125)","(6.0, 8.6, 7.804545454545454)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.285714285714285)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:17.004872,"(4.6, 6.0, 5.7125)","(6.0, 8.6, 7.804545454545454)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.4)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:18.265648,"(4.6, 6.0, 5.356)","(6.0, 8.6, 7.804545454545454)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.4)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:19.438980,"(4.6, 6.0, 5.377777777777777)","(6.0, 8.6, 7.804545454545454)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.4)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:20.584491,"(4.6, 6.0, 5.377777777777777)","(6.0, 8.6, 7.804545454545454)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:21.800374,"(4.6, 6.0, 5.377777777777777)","(6.0, 8.6, 7.872727272727272)","(5.0, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:23.135128,"(4.6, 6.0, 5.341176470588235)","(6.0, 8.6, 7.872727272727272)","(5.0, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:24.433577,"(4.6, 6.0, 5.341176470588235)","(6.0, 8.6, 7.872727272727272)","(5.0, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:25.736205,"(4.6, 6.0, 5.466666666666667)","(6.0, 8.6, 7.872727272727272)","(5.0, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 17.03125)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:27.038183,"(4.6, 6.0, 5.341176470588235)","(6.0, 8.6, 8.0)","(5.0, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.5, 16.733333333333334)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.485714285714286)"
07-01-2023 15:36:28.277385,"(4.6, 5.9, 5.65)","(6.0, 8.4, 8.1)","(5.0, 6.6, 6.2)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.0)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.2, 8.6)"
07-01-2023 15:36:29.511747,"(4.6, 5.9, 5.65)","(6.0, 8.4, 8.1)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 16.5, 16.1)","(16.0, 23.0, 21.25)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.6)"
07-01-2023 15:36:30.732299,"(4.6, 5.9, 5.65)","(6.0, 8.4, 8.1)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.25)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.6)"
07-01-2023 15:36:31.988397,"(4.6, 5.9, 5.65)","(6.0, 8.4, 8.1)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.25)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.6)"
07-01-2023 15:36:33.170296,"(4.6, 5.9, 5.542857142857144)","(6.0, 8.4, 8.1)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.25)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.533333333333333)","(7.0, 9.0, 8.6)"
07-01-2023 15:36:34.375598,"(4.6, 5.9, 5.542857142857144)","(6.0, 8.4, 8.1)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.25)","(41.0, 65.0, 57.5)","(5.0, 5.6, 5.533333333333333)","(7.0, 9.0, 8.6)"
07-01-2023 15:36:35.540344,"(4.6, 5.9, 5.542857142857144)","(6.0, 8.4, 8.1)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.25)","(41.0, 65.0, 57.5)","(5.0, 5.6, 5.533333333333333)","(7.0, 9.0, 8.6)"
07-01-2023 15:36:36.771595,"(4.6, 5.9, 5.542857142857144)","(6.0, 8.4, 8.1)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.25)","(41.0, 65.0, 57.5)","(5.0, 5.6, 5.533333333333333)","(7.0, 9.0, 8.6)"
07-01-2023 15:36:38.127528,"(4.6, 5.9, 5.542857142857144)","(6.0, 8.4, 8.1)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.25)","(41.0, 65.0, 57.5)","(5.0, 5.6, 5.533333333333333)","(7.0, 9.0, 8.6)"
07-01-2023 15:36:39.418725,"(4.6, 5.9, 5.542857142857144)","(6.0, 8.4, 8.1)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.25)","(41.0, 65.0, 57.5)","(5.0, 5.6, 5.533333333333333)","(7.0, 9.0, 8.428571428571429)"
07-01-2023 15:36:40.665708,"(4.6, 5.9, 5.542857142857144)","(6.0, 8.4, 8.22857142857143)","(5.0, 6.6, 6.085714285714285)","(7.0, 8.4, 7.938461538461539)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.6, 5.54)","(7.0, 9.0, 8.428571428571429)"
07-01-2023 15:36:41.808056,"(4.6, 5.9, 5.542857142857144)","(6.0, 8.4, 8.22857142857143)","(5.0, 6.6, 6.018181818181818)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.6, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:43.006428,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.22857142857143)","(5.0, 6.4, 6.04)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:44.379184,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.22857142857143)","(5.0, 6.4, 6.04)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:45.688255,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.22857142857143)","(5.0, 6.4, 6.04)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.666666666666668)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:47.022700,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.22857142857143)","(5.0, 6.4, 6.04)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.071428571428573)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:48.274440,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.22857142857143)","(5.0, 6.4, 6.04)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.1)","(16.0, 23.0, 22.325)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:49.477444,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.22857142857143)","(5.0, 6.4, 5.857142857142857)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.1)","(16.0, 23.0, 21.56)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:50.726114,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.129032258064516)","(5.0, 6.4, 5.857142857142857)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.53846153846154)","(16.0, 23.0, 21.56)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:51.831872,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.129032258064516)","(5.0, 6.4, 5.857142857142857)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.53846153846154)","(16.0, 23.0, 21.56)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:53.057345,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.129032258064516)","(5.0, 6.4, 5.857142857142857)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.53846153846154)","(16.0, 23.0, 21.56)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:54.356039,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.129032258064516)","(5.0, 6.4, 5.857142857142857)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.53846153846154)","(16.0, 23.0, 21.56)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.564)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:55.656901,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.129032258064516)","(5.0, 6.4, 5.857142857142857)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.53846153846154)","(16.0, 23.0, 21.56)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.538095238095238)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:56.918296,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.129032258064516)","(5.0, 6.4, 5.857142857142857)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.53846153846154)","(16.0, 23.0, 21.56)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.538095238095238)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:58.125444,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.129032258064516)","(5.0, 6.4, 5.857142857142857)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.53846153846154)","(16.0, 23.0, 21.56)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.538095238095238)","(7.0, 9.0, 8.399999999999999)"
07-01-2023 15:36:59.360403,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.129032258064516)","(5.0, 6.4, 5.857142857142857)","(7.0, 8.4, 7.963636363636364)","(12.0, 17.0, 16.53846153846154)","(16.0, 23.0, 21.56)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.538095238095238)","(7.0, 9.0, 8.314285714285713)"
07-01-2023 15:37:00.636024,"(4.6, 5.9, 5.5875)","(6.0, 8.4, 8.336842105263159)","(5.0, 6.4, 6.2)","(7.0, 8.4, 8.133333333333333)","(12.0, 17.0, 16.1)","(16.0, 23.0, 20.0)","(41.0, 65.0, 55.0)","(5.0, 5.7, 5.538095238095238)","(7.0, 9.0, 8.314285714285713)"
07-01-2023 15:37:01.901336,"(4.6, 5.9, 5.7)","(6.0, 8.4, 8.24)","(5.0, 6.4, 6.2)","(7.0, 8.4, 8.133333333333333)","(12.0, 17.0, 16.1)","(16.0, 23.0, 22.205882352941178)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.574074074074074)","(7.0, 9.0, 8.52)"
07-01-2023 15:37:03.190905,"(4.6, 5.9, 5.7)","(6.0, 8.4, 8.24)","(5.0, 6.4, 6.2)","(7.0, 8.4, 8.133333333333333)","(12.0, 17.0, 16.1)","(16.0, 23.0, 19.625)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.574074074074074)","(7.0, 9.0, 8.52)"
07-01-2023 15:37:04.444830,"(4.6, 5.9, 5.8090909090909095)","(6.0, 8.4, 8.24)","(5.0, 6.4, 6.2)","(7.0, 8.4, 8.133333333333333)","(12.0, 17.0, 16.1)","(16.0, 23.0, 22.205882352941178)","(41.0, 65.0, 57.5)","(5.0, 5.7, 5.574074074074074)","(7.0, 9.0, 8.52)"
