,Shintaro Fury,Express Black,Beasley,Grab The Pizzas,Tommy Throttle,Way Too Soft
16-12-2022 13:35:40.103982,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.75, 1.7187272727272727)","(19.0, 29.0, 23.193548387096776)","(3.9, 4.3, 4.147058823529411)","(41.0, 100.0, 97.0)","(4.8, 10.5, 10.069565217391304)"
16-12-2022 13:35:41.062316,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.75, 1.7185714285714286)","(19.0, 29.0, 23.193548387096776)","(3.9, 4.3, 4.120689655172414)","(41.0, 100.0, 97.0)","(4.8, 10.5, 10.069565217391304)"
16-12-2022 13:35:41.995285,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.75, 1.7185714285714286)","(19.0, 29.0, 23.193548387096776)","(3.9, 4.3, 4.2)","(41.0, 100.0, 97.0)","(4.8, 10.5, 10.069565217391304)"
16-12-2022 13:35:42.971868,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.7284615384615385)","(19.0, 29.0, 23.193548387096776)","(3.9, 4.3, 4.2)","(41.0, 100.0, 97.0)","(4.8, 10.5, 10.2)"
16-12-2022 13:35:43.924573,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.7284615384615385)","(19.0, 29.0, 23.193548387096776)","(3.9, 4.3, 4.225)","(41.0, 100.0, 97.0)","(4.8, 10.5, 10.382352941176471)"
16-12-2022 13:35:44.828745,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.7284615384615385)","(19.0, 29.0, 23.953488372093023)","(3.9, 4.3, 4.225)","(41.0, 100.0, 97.0)","(4.8, 11.5, 10.3)"
16-12-2022 13:35:45.761588,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.7284615384615385)","(19.0, 28.0, 26.0)","(3.9, 4.3, 4.216279069767442)","(41.0, 100.0, 97.0)","(4.8, 11.5, 10.406060606060606)"
16-12-2022 13:35:46.635608,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.72, 1.7192307692307691)","(19.0, 28.0, 24.76923076923077)","(3.9, 4.3, 4.225)","(41.0, 100.0, 97.0)","(4.8, 11.5, 10.406060606060606)"
16-12-2022 13:35:47.540454,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.7277777777777779)","(19.0, 27.0, 24.5)","(3.9, 4.3, 4.239130434782608)","(41.0, 100.0, 96.5909090909091)","(4.8, 11.5, 10.406060606060606)"
16-12-2022 13:35:48.522083,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.7277777777777779)","(19.0, 27.0, 25.235294117647058)","(3.9, 4.3, 4.188888888888889)","(41.0, 100.0, 96.5909090909091)","(4.8, 11.5, 10.406060606060606)"
16-12-2022 13:35:49.442519,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.7277777777777779)","(19.0, 27.0, 23.44736842105263)","(3.9, 4.3, 4.188888888888889)","(41.0, 100.0, 96.5909090909091)","(4.8, 11.5, 10.406060606060606)"
16-12-2022 13:35:50.344114,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.7277777777777779)","(19.0, 27.0, 23.44736842105263)","(3.9, 4.3, 4.188888888888889)","(41.0, 100.0, 96.5909090909091)","(4.8, 11.5, 10.406060606060606)"
16-12-2022 13:35:51.312667,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.72, 1.7183333333333333)","(19.0, 26.0, 24.58823529411765)","(3.9, 4.3, 4.191891891891892)","(41.0, 100.0, 96.5909090909091)","(4.8, 11.5, 10.574358974358974)"
16-12-2022 13:35:52.290355,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.72, 1.7183333333333333)","(19.0, 26.0, 23.62962962962963)","(3.9, 4.2, 4.171875)","(41.0, 100.0, 96.5909090909091)","(4.8, 11.5, 10.574358974358974)"
16-12-2022 13:35:53.245465,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.724375)","(19.0, 26.0, 23.333333333333332)","(3.9, 4.2, 4.171875)","(41.0, 100.0, 96.5909090909091)","(4.8, 11.5, 9.835862068965517)"
16-12-2022 13:35:54.125018,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.72, 1.7183333333333333)","(19.0, 26.0, 23.066666666666666)","(3.9, 4.2, 4.1175)","(41.0, 100.0, 96.5909090909091)","(4.8, 11.5, 10.452631578947368)"
16-12-2022 13:35:55.072927,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.726)","(19.0, 26.0, 23.032258064516128)","(3.9, 4.2, 4.1175)","(41.0, 100.0, 96.5909090909091)","(4.8, 10.5, 10.452631578947368)"
16-12-2022 13:35:55.981228,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.73, 1.7278571428571428)","(19.0, 26.0, 23.032258064516128)","(3.9, 4.2, 4.1175)","(41.0, 100.0, 95.58823529411765)","(4.8, 10.5, 10.416666666666666)"
16-12-2022 13:35:56.870525,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.72, 1.716923076923077)","(19.0, 25.0, 23.846153846153847)","(3.9, 4.2, 4.107142857142858)","(41.0, 100.0, 95.58823529411765)","(4.8, 10.5, 10.4375)"
16-12-2022 13:35:57.838775,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.72, 1.716923076923077)","(19.0, 25.0, 23.333333333333332)","(3.9, 4.2, 4.107142857142858)","(41.0, 100.0, 95.58823529411765)","(4.8, 10.5, 10.4375)"
16-12-2022 13:35:58.793533,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.74, 1.7314285714285713)","(19.0, 25.0, 23.846153846153847)","(3.9, 4.2, 4.107142857142858)","(41.0, 100.0, 95.58823529411765)","(4.8, 10.5, 10.4375)"
16-12-2022 13:35:59.689120,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.7, 1.6973134328358208)","(19.0, 25.0, 22.774193548387096)","(3.9, 4.2, 4.1175)","(41.0, 100.0, 95.58823529411765)","(4.8, 10.5, 10.318181818181818)"
16-12-2022 13:36:00.618722,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(3.9, 4.2, 4.121428571428572)","(41.0, 100.0, 95.58823529411765)","(4.8, 11.0, 10.428571428571429)"
16-12-2022 13:36:01.557883,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(3.9, 4.2, 4.111363636363636)","(41.0, 100.0, 95.58823529411765)","(4.8, 11.0, 10.5)"
16-12-2022 13:36:02.444654,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(3.9, 4.2, 4.111363636363636)","(41.0, 100.0, 95.58823529411765)","(4.8, 11.0, 10.5)"
16-12-2022 13:36:03.410457,"(31.0, 100.0, 93.33333333333334)","(1.5, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(3.9, 4.2, 4.111363636363636)","(41.0, 100.0, 95.58823529411765)","(4.8, 11.0, 10.514285714285714)"
16-12-2022 13:36:04.393925,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(4.4, 4.2, 4.111363636363636)","(41.0, 100.0, 95.58823529411765)","(4.4, 11.5, 10.473684210526315)"
16-12-2022 13:36:05.314165,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(4.4, 4.2, 4.111363636363636)","(41.0, 100.0, 95.58823529411765)","(4.4, 11.5, 10.473684210526315)"
16-12-2022 13:36:06.199366,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(4.4, 4.1, 4.09375)","(41.0, 100.0, 95.58823529411765)","(4.4, 11.5, 10.473684210526315)"
16-12-2022 13:36:07.168634,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.058974358974359)","(41.0, 100.0, 95.3125)","(6.0, 11.5, 10.613636363636363)"
16-12-2022 13:36:08.114320,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.056756756756757)","(41.0, 100.0, 95.58823529411765)","(6.0, 11.5, 10.613636363636363)"
16-12-2022 13:36:09.005066,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6973134328358208)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.065714285714286)","(41.0, 100.0, 95.58823529411765)","(6.0, 11.5, 10.5625)"
16-12-2022 13:36:09.938620,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6973134328358208)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.065714285714286)","(41.0, 100.0, 95.58823529411765)","(6.0, 11.5, 10.5625)"
16-12-2022 13:36:10.983696,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6973134328358208)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.065714285714286)","(41.0, 100.0, 95.58823529411765)","(6.0, 11.5, 10.613636363636363)"
16-12-2022 13:36:11.863678,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6973134328358208)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.065714285714286)","(41.0, 100.0, 95.58823529411765)","(6.0, 11.5, 10.613636363636363)"
16-12-2022 13:36:12.711699,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6973134328358208)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.065714285714286)","(41.0, 100.0, 95.58823529411765)","(6.0, 11.5, 10.5625)"
16-12-2022 13:36:13.684862,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6973134328358208)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.052631578947368)","(41.0, 100.0, 95.58823529411765)","(6.0, 11.5, 10.581632653061224)"
16-12-2022 13:36:14.621359,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6973134328358208)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.052631578947368)","(41.0, 100.0, 95.58823529411765)","(6.0, 11.5, 10.581632653061224)"
16-12-2022 13:36:15.560869,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.093999999999999)","(41.0, 100.0, 95.58823529411765)","(6.0, 11.5, 10.581632653061224)"
16-12-2022 13:36:16.485218,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.6972727272727273)","(19.0, 25.0, 22.774193548387096)","(3.6, 4.1, 4.093999999999999)","(41.0, 100.0, 95.58823529411765)","(6.0, 11.5, 10.581632653061224)"
16-12-2022 13:36:17.521846,"(31.0, 100.0, 93.33333333333334)","(1.45, 1.7, 1.697230769230769)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.1, 4.095)","(41.0, 100.0, 96.5909090909091)","(6.0, 11.5, 10.666666666666666)"
16-12-2022 13:36:18.497502,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.696619718309859)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.1, 4.095)","(41.0, 100.0, 96.5909090909091)","(6.0, 11.5, 10.666666666666666)"
16-12-2022 13:36:19.403251,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.6967142857142856)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.1, 4.095)","(41.0, 100.0, 96.5909090909091)","(6.0, 11.5, 10.666666666666666)"
16-12-2022 13:36:20.388509,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.6967142857142856)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.1, 4.126829268292683)","(41.0, 100.0, 96.5909090909091)","(6.0, 11.5, 10.666666666666666)"
16-12-2022 13:36:21.280813,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.6967142857142856)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.2, 4.126829268292683)","(41.0, 100.0, 96.5909090909091)","(6.0, 11.5, 10.64864864864865)"
16-12-2022 13:36:22.135939,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.6968055555555555)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.2, 4.126829268292683)","(41.0, 100.0, 96.5909090909091)","(6.0, 11.0, 10.575)"
16-12-2022 13:36:23.067216,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.6967142857142856)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.2, 4.126829268292683)","(41.0, 100.0, 96.5909090909091)","(6.0, 11.0, 10.575)"
16-12-2022 13:36:24.053547,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.6967142857142856)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.2, 4.126829268292683)","(41.0, 100.0, 96.5909090909091)","(6.0, 11.0, 10.63888888888889)"
16-12-2022 13:36:24.926444,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.696619718309859)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.2, 4.126829268292683)","(41.0, 100.0, 96.5909090909091)","(6.0, 11.0, 10.63888888888889)"
16-12-2022 13:36:25.889614,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.696619718309859)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.2, 4.126829268292683)","(41.0, 100.0, 96.5909090909091)","(6.0, 11.0, 10.63888888888889)"
16-12-2022 13:36:26.820980,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.696619718309859)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.2, 4.126829268292683)","(41.0, 100.0, 98.61111111111111)","(6.0, 11.0, 10.63888888888889)"
16-12-2022 13:36:27.697539,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.6968055555555555)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.2, 4.126829268292683)","(41.0, 100.0, 98.61111111111111)","(6.0, 11.0, 10.63888888888889)"
16-12-2022 13:36:28.600659,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.6968055555555555)","(19.0, 25.0, 22.666666666666668)","(3.6, 4.2, 4.126829268292683)","(41.0, 100.0, 98.61111111111111)","(6.0, 11.0, 10.63888888888889)"
16-12-2022 13:36:29.613642,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.7, 1.6968055555555555)","(19.0, 24.0, 23.0)","(3.6, 4.2, 4.126829268292683)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.63888888888889)"
16-12-2022 13:36:30.636316,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.71, 1.7056756756756757)","(19.0, 24.0, 22.41176470588235)","(3.6, 4.2, 4.121875)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.666666666666666)"
16-12-2022 13:36:31.532635,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.69, 1.6888888888888889)","(19.0, 24.0, 22.41176470588235)","(3.6, 4.2, 4.121875)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.613636363636363)"
16-12-2022 13:36:32.527311,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.69, 1.6891666666666667)","(19.0, 24.0, 22.41176470588235)","(3.6, 4.3, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:33.492273,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.69, 1.6878947368421051)","(19.0, 24.0, 22.516129032258064)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:34.403657,"(31.0, 100.0, 94.07407407407408)","(1.45, 1.69, 1.6896153846153845)","(19.0, 24.0, 22.444444444444443)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:35.250151,"(31.0, 100.0, 89.6774193548387)","(1.45, 1.69, 1.6896153846153845)","(19.0, 24.0, 22.444444444444443)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:36.159825,"(31.0, 100.0, 89.6774193548387)","(1.45, 1.69, 1.6896153846153845)","(19.0, 24.0, 22.444444444444443)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:37.175078,"(31.0, 100.0, 89.6774193548387)","(1.45, 1.69, 1.6896153846153845)","(19.0, 24.0, 22.444444444444443)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:38.135348,"(31.0, 100.0, 89.6774193548387)","(1.45, 1.69, 1.6884)","(19.0, 24.0, 22.444444444444443)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:39.082385,"(31.0, 100.0, 89.6774193548387)","(1.45, 1.69, 1.6853333333333333)","(19.0, 24.0, 22.444444444444443)","(3.6, 4.2, 4.162962962962963)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:40.044900,"(31.0, 100.0, 89.6774193548387)","(1.45, 1.69, 1.6884)","(19.0, 24.0, 22.444444444444443)","(3.6, 4.2, 4.164285714285715)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:40.886364,"(31.0, 100.0, 89.6774193548387)","(1.45, 1.69, 1.6884)","(19.0, 24.0, 22.444444444444443)","(3.6, 4.2, 4.164285714285715)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:41.803539,"(31.0, 100.0, 89.6774193548387)","(1.45, 1.69, 1.6864999999999999)","(19.0, 24.0, 22.444444444444443)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:42.794452,"(31.0, 100.0, 85.55555555555556)","(1.45, 1.69, 1.6894117647058824)","(19.0, 24.0, 22.42105263157895)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:43.720798,"(31.0, 100.0, 85.55555555555556)","(1.45, 1.69, 1.6894117647058824)","(19.0, 24.0, 22.235294117647058)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:44.690410,"(31.0, 100.0, 85.55555555555556)","(1.45, 1.69, 1.685)","(19.0, 24.0, 22.235294117647058)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:45.621529,"(31.0, 100.0, 79.31818181818181)","(1.45, 1.69, 1.685)","(19.0, 24.0, 22.235294117647058)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:46.632877,"(31.0, 100.0, 82.5)","(1.45, 1.69, 1.685)","(19.0, 24.0, 22.235294117647058)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:47.557954,"(31.0, 100.0, 86.66666666666667)","(1.45, 1.69, 1.685)","(19.0, 24.0, 22.235294117647058)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:48.395098,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.6894117647058824)","(19.0, 24.0, 22.235294117647058)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:49.387365,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.6894117647058824)","(19.0, 24.0, 22.181818181818183)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:50.355455,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6982857142857142)","(19.0, 24.0, 22.181818181818183)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.604651162790697)"
16-12-2022 13:36:51.364901,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6982857142857142)","(19.0, 24.0, 22.181818181818183)","(3.6, 4.2, 4.1571428571428575)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.577777777777778)"
16-12-2022 13:36:52.290477,"(31.0, 100.0, 91.25)","(1.45, 1.71, 1.6981818181818182)","(19.0, 23.0, 22.157894736842106)","(3.6, 4.2, 4.147826086956522)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.565217391304348)"
16-12-2022 13:36:53.272572,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6824999999999999)","(19.0, 23.0, 22.157894736842106)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.565217391304348)"
16-12-2022 13:36:54.267972,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6866666666666665)","(19.0, 23.0, 22.09090909090909)","(3.6, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.0, 11.0, 10.565217391304348)"
16-12-2022 13:36:55.143472,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6824999999999999)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.5, 11.0, 10.487179487179487)"
16-12-2022 13:36:56.027024,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6981818181818182)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.2, 4.1692307692307695)","(41.0, 100.0, 98.86363636363637)","(6.5, 11.0, 10.487179487179487)"
16-12-2022 13:36:56.969064,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6944736842105264)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.2, 4.15)","(41.0, 100.0, 98.86363636363637)","(6.5, 11.0, 9.683333333333334)"
16-12-2022 13:36:57.938551,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.696)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.2, 4.15)","(41.0, 100.0, 98.86363636363637)","(6.5, 9.8, 9.545454545454547)"
16-12-2022 13:36:58.913880,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.689230769230769)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.3, 4.207692307692308)","(41.0, 100.0, 96.66666666666667)","(6.5, 9.8, 9.672727272727274)"
16-12-2022 13:36:59.907272,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6949999999999998)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.3, 4.207692307692308)","(41.0, 100.0, 98.57142857142857)","(6.5, 9.8, 9.672727272727274)"
16-12-2022 13:37:00.800094,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6842857142857142)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.3, 4.207692307692308)","(41.0, 100.0, 98.57142857142857)","(6.5, 9.8, 9.932258064516128)"
16-12-2022 13:37:01.674457,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.692)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.3, 4.227272727272727)","(41.0, 100.0, 98.57142857142857)","(6.5, 10.5, 9.723809523809525)"
16-12-2022 13:37:02.575058,"(31.0, 100.0, 91.25)","(1.45, 1.71, 1.6928571428571428)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.3, 4.227272727272727)","(41.0, 100.0, 98.94736842105263)","(6.5, 9.8, 9.711111111111112)"
16-12-2022 13:37:03.544538,"(31.0, 100.0, 91.25)","(1.45, 1.71, 1.6912244897959183)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.3, 4.264705882352941)","(41.0, 100.0, 99.16666666666667)","(6.5, 9.8, 9.711111111111112)"
16-12-2022 13:37:04.533377,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.686969696969697)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.3, 4.271428571428571)","(41.0, 100.0, 99.16666666666667)","(6.5, 9.8, 9.654545454545454)"
16-12-2022 13:37:05.422684,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.6893103448275861)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.3, 4.271428571428571)","(41.0, 100.0, 99.16666666666667)","(6.5, 9.8, 9.700000000000001)"
16-12-2022 13:37:06.358307,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.6864705882352942)","(18.0, 23.0, 22.09090909090909)","(3.5, 4.3, 4.27391304347826)","(41.0, 100.0, 99.16666666666667)","(6.5, 9.8, 9.700000000000001)"
16-12-2022 13:37:07.369429,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.6893103448275861)","(18.0, 23.0, 22.5)","(3.5, 4.3, 4.27)","(41.0, 100.0, 99.16666666666667)","(6.5, 9.8, 9.700000000000001)"
16-12-2022 13:37:08.285925,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.686)","(18.0, 25.0, 24.0)","(3.5, 4.3, 4.27)","(41.0, 100.0, 99.16666666666667)","(6.5, 9.8, 9.700000000000001)"
16-12-2022 13:37:09.146459,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6882608695652173)","(18.0, 25.0, 23.8)","(3.5, 4.3, 4.278947368421052)","(41.0, 100.0, 99.16666666666667)","(6.5, 9.8, 9.700000000000001)"
16-12-2022 13:37:10.146914,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.6805263157894736)","(18.0, 25.0, 23.42105263157895)","(3.5, 4.3, 4.21)","(41.0, 100.0, 99.0)","(6.5, 9.8, 9.907692307692308)"
16-12-2022 13:37:11.164532,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.6821739130434783)","(18.0, 25.0, 22.0)","(3.5, 4.3, 4.2375)","(41.0, 100.0, 97.5)","(6.5, 10.5, 9.991304347826087)"
16-12-2022 13:37:12.077506,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.6821739130434783)","(18.0, 25.0, 21.952380952380953)","(3.5, 4.3, 4.2375)","(41.0, 100.0, 98.63636363636364)","(6.5, 10.5, 9.940000000000001)"
16-12-2022 13:37:12.967074,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.6821739130434783)","(18.0, 25.0, 21.952380952380953)","(3.5, 4.3, 4.2375)","(41.0, 100.0, 98.63636363636364)","(6.5, 10.5, 9.877777777777778)"
16-12-2022 13:37:13.912190,"(31.0, 100.0, 91.25)","(1.45, 1.69, 1.6821739130434783)","(18.0, 25.0, 21.952380952380953)","(3.5, 4.3, 4.2375)","(41.0, 100.0, 99.0625)","(6.5, 10.5, 9.916666666666668)"
16-12-2022 13:37:14.805619,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6878723404255318)","(18.0, 25.0, 22.333333333333332)","(3.5, 4.3, 4.2375)","(41.0, 100.0, 99.0625)","(6.5, 10.5, 9.870000000000001)"
16-12-2022 13:37:15.660424,"(31.0, 100.0, 91.25)","(1.45, 1.7, 1.6878723404255318)","(18.0, 25.0, 22.333333333333332)","(3.5, 4.3, 4.21)","(41.0, 100.0, 99.0625)","(6.5, 10.5, 10.08)"
