,Happy As,Jogalong Blue,Eagle Uno,Im Freyja,Laker,Caribbean Spice,Knight Walker,Pocket More For Less Nz,Nightwatch Star,Caesars Rockstar
05-01-2023 13:31:46.034031,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.7, 5.45)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 7.0, 6.257142857142857)","(21.0, 55.0, 34.75)"
05-01-2023 13:31:47.390951,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.7, 5.625)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 6.8, 6.257142857142857)","(21.0, 55.0, 34.75)"
05-01-2023 13:31:48.612373,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.7, 5.625)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 6.8, 7.685714285714286)","(21.0, 55.0, 34.75)"
05-01-2023 13:31:49.841551,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.7, 5.625)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.8, 7.983333333333333)","(21.0, 55.0, 34.75)"
05-01-2023 13:31:51.154798,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.7, 5.625)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.6, 7.983333333333333)","(21.0, 55.0, 34.75)"
05-01-2023 13:31:52.840757,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.7, 5.625)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.6, 7.6499999999999995)","(21.0, 55.0, 34.75)"
05-01-2023 13:31:54.317435,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.7, 5.625)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.2, 7.6499999999999995)","(21.0, 55.0, 34.75)"
05-01-2023 13:31:55.761770,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.7, 5.625)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.2, 7.114285714285714)","(21.0, 55.0, 34.75)"
05-01-2023 13:31:57.169145,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.7, 5.625)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.0, 7.316666666666666)","(21.0, 55.0, 34.75)"
05-01-2023 13:31:58.677091,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.7, 5.441666666666666)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 7.8, 6.828571428571428)","(21.0, 55.0, 34.75)"
05-01-2023 13:32:00.136468,"(8.0, 13.0, 10.84)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.494871794871795)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 7.6, 6.95)","(21.0, 55.0, 34.75)"
05-01-2023 13:32:01.610264,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 9.0, 7.685714285714286)","(21.0, 55.0, 34.75)"
05-01-2023 13:32:03.054422,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.8, 7.685714285714286)","(21.0, 55.0, 34.75)"
05-01-2023 13:32:04.353722,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.8, 7.685714285714286)","(21.0, 55.0, 34.75)"
05-01-2023 13:32:05.756797,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.8, 5.0)","(21.0, 55.0, 34.75)"
05-01-2023 13:32:07.248670,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 5.1, 5.05)","(21.0, 55.0, 24.642857142857142)"
05-01-2023 13:32:08.617589,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 5.1, 7.933333333333334)","(21.0, 50.0, 31.25)"
05-01-2023 13:32:10.066730,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.8, 4.841666666666667)","(21.0, 48.0, 31.25)"
05-01-2023 13:32:11.437974,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.9, 7.966666666666667)","(21.0, 48.0, 31.25)"
05-01-2023 13:32:12.833543,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 8.6, 7.342857142857143)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:14.327605,"(8.0, 13.0, 11.457142857142857)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 8.4, 7.616666666666665)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:15.884577,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 8.2, 4.823076923076924)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:17.510478,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.9, 4.85)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:19.027045,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.9, 7.455555555555556)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:20.605425,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 7.8, 7.1000000000000005)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:22.025387,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 7.4, 6.5)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:23.495031,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 7.4, 6.233333333333333)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:24.834404,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 7.0, 6.233333333333333)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:26.128633,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 7.0, 4.6)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:27.522582,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 4.62)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.7, 4.683333333333334)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:28.910555,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.3)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.7, 7.533333333333333)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:30.459126,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 9.0, 4.816666666666666)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:31.819352,"(8.0, 13.0, 12.228571428571428)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.9, 4.711111111111111)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:33.124331,"(8.0, 13.0, 12.280000000000001)","(2.8, 5.7, 4.8)","(4.8, 5.5, 5.441666666666666)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.8, 6.822222222222222)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:34.784558,"(8.0, 13.0, 12.054545454545455)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 8.6, 4.75)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:36.227389,"(8.0, 13.0, 12.054545454545455)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.2, 99999, 99990)","(3.8, 4.9, 4.833333333333333)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:37.725018,"(8.0, 13.0, 12.054545454545455)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 66.11111111111111)","(4.2, 99999, 99990)","(3.8, 4.9, 7.485714285714286)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:39.163431,"(8.0, 13.0, 12.054545454545455)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 66.11111111111111)","(4.2, 99999, 99990)","(3.8, 8.6, 4.916666666666667)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:40.646804,"(8.0, 13.0, 12.054545454545455)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 66.11111111111111)","(4.2, 99999, 99990)","(3.8, 5.0, 4.800000000000001)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:42.108665,"(8.0, 13.0, 12.054545454545455)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 66.11111111111111)","(4.2, 99999, 99990)","(3.8, 4.9, 4.86923076923077)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:43.555438,"(8.0, 13.0, 12.054545454545455)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.9, 4.86923076923077)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:45.035135,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.441666666666666)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.9, 4.871428571428572)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:46.439854,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.425)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.9, 5.9)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:47.830030,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.425)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 7.0, 4.9)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:49.298492,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.425)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.0, 4.95)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:50.617735,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.425)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.0, 4.9)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:51.918241,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.425)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.0, 5.033333333333333)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:53.223871,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.425)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.1, 5.2)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:54.958839,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.3, 4.800000000000001)","(21.0, 48.0, 26.0)"
05-01-2023 13:32:56.668143,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.9, 4.85)","(21.0, 48.0, 41.5)"
05-01-2023 13:32:58.034917,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.9, 5.283333333333333)","(21.0, 48.0, 41.5)"
05-01-2023 13:32:59.487367,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.4, 4.862500000000001)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:01.015861,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 4.9, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:02.415972,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:03.904657,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:05.421773,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:06.876456,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:08.355795,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:10.121581,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:11.660580,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.433333333333334)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 58.66666666666667)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:13.326136,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:14.801284,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:16.311932,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:17.855428,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.494871794871795)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:19.342377,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 200.0)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:20.854335,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:22.488544,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:24.790105,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:26.388045,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:27.921509,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:29.348155,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
05-01-2023 13:33:30.881969,"(8.0, 13.0, 11.8)","(2.8, 5.7, 3.9)","(4.8, 5.5, 5.45)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 53.09090909090909)","(4.2, 99999, 99990)","(3.8, 5.2, 5.1)","(21.0, 48.0, 41.5)"
