,Velocity Justice,Cyclone Rinaldo,Baby Thor,Lektra Left,Heslea,Nannys Magic,Double Espresso
06-01-2023 13:23:40.844243,"(13.0, 24.0, 19.05)","(3.2, 6.4, 5.746666666666667)","(5.0, 5.1, 4.966666666666667)","(5.0, 6.2, 5.332142857142857)","(2.35, 3.15, 3.0774999999999997)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:41.931413,"(13.0, 24.0, 19.05)","(3.2, 6.4, 5.746666666666667)","(5.0, 5.1, 4.966666666666667)","(5.0, 6.2, 5.525)","(2.35, 3.15, 3.0774999999999997)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:43.010331,"(13.0, 24.0, 19.05)","(3.2, 6.4, 5.746666666666667)","(5.0, 5.1, 4.966666666666667)","(5.0, 6.2, 5.525)","(2.35, 3.15, 3.0223999999999998)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:44.036286,"(13.0, 24.0, 19.05)","(3.2, 6.4, 5.746666666666667)","(5.0, 5.1, 4.966666666666667)","(5.0, 6.2, 5.525)","(2.35, 3.15, 3.0312)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:45.097115,"(13.0, 24.0, 19.05)","(3.2, 6.4, 5.957894736842105)","(5.0, 5.1, 4.966666666666667)","(5.0, 6.2, 5.525)","(2.35, 3.15, 3.0443478260869563)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:46.251572,"(13.0, 24.0, 18.6)","(3.2, 6.4, 5.957894736842105)","(5.0, 5.1, 4.966666666666667)","(5.0, 6.2, 5.525)","(2.35, 3.15, 3.0443478260869563)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:47.340363,"(13.0, 24.0, 18.8)","(3.2, 6.4, 5.957894736842105)","(5.0, 5.1, 4.966666666666667)","(5.0, 6.2, 5.525)","(2.35, 3.15, 3.0443478260869563)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:48.335395,"(13.0, 24.0, 18.8)","(3.2, 6.4, 5.957894736842105)","(5.0, 5.1, 4.966666666666667)","(5.0, 6.2, 5.525)","(2.35, 3.15, 3.0443478260869563)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:49.345707,"(13.0, 24.0, 18.8)","(3.2, 6.4, 5.957894736842105)","(5.0, 5.1, 4.966666666666667)","(5.0, 6.0, 5.484210526315789)","(2.35, 3.15, 3.069)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:50.375898,"(13.0, 23.0, 19.428571428571427)","(3.2, 6.4, 5.957894736842105)","(5.0, 5.1, 4.966666666666667)","(5.0, 6.0, 5.6)","(2.35, 3.15, 3.101923076923077)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:51.408792,"(13.0, 23.0, 19.428571428571427)","(3.2, 6.4, 5.957894736842105)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.6)","(2.35, 3.15, 3.101923076923077)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:52.459680,"(13.0, 23.0, 18.5)","(3.2, 6.4, 6.031578947368422)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.6)","(2.35, 3.15, 3.101923076923077)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:53.458622,"(13.0, 23.0, 18.5)","(3.2, 6.4, 6.031578947368422)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.6)","(2.35, 3.15, 3.0842105263157893)","(41.0, 110.0, 56.666666666666664)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:54.581608,"(13.0, 23.0, 18.5)","(3.2, 6.4, 6.031578947368422)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.199999999999999)","(2.35, 3.15, 3.0894736842105264)","(41.0, 110.0, 67.33333333333333)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:55.734688,"(13.0, 23.0, 18.5)","(3.2, 6.4, 6.031578947368422)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.491666666666667)","(2.35, 3.15, 3.0894736842105264)","(41.0, 110.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:56.817213,"(13.0, 23.0, 18.666666666666668)","(3.2, 6.4, 6.066666666666667)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.454545454545455)","(2.35, 3.15, 3.1048)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:57.875003,"(13.0, 22.0, 19.142857142857142)","(3.2, 6.4, 6.066666666666667)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.45)","(2.35, 3.25, 3.140909090909091)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:23:58.997630,"(13.0, 22.0, 17.476190476190474)","(3.2, 6.4, 6.133333333333334)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.45)","(2.35, 3.2, 3.1434782608695655)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:00.111597,"(13.0, 22.0, 17.476190476190474)","(3.2, 6.4, 6.133333333333334)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.45)","(2.35, 3.2, 3.1076923076923078)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:01.122375,"(13.0, 22.0, 17.476190476190474)","(3.2, 6.4, 6.133333333333334)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.45)","(2.35, 3.2, 3.1454545454545455)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:02.125698,"(13.0, 22.0, 17.476190476190474)","(3.2, 6.2, 5.616666666666667)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.45)","(2.35, 3.2, 3.1454545454545455)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:03.262887,"(13.0, 22.0, 17.833333333333332)","(3.2, 6.2, 5.550000000000001)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.5470588235294125)","(2.35, 3.2, 3.1454545454545455)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:04.430237,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.2, 5.7)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.5470588235294125)","(2.35, 3.2, 3.1454545454545455)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:05.511137,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.2, 5.7)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.5470588235294125)","(2.35, 3.2, 3.1454545454545455)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:06.531940,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.2, 5.7)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.5470588235294125)","(2.35, 3.2, 3.1454545454545455)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:07.607866,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.2, 5.7)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.5470588235294125)","(2.35, 3.2, 3.1454545454545455)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:08.684727,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.2, 5.828571428571428)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.5470588235294125)","(2.35, 3.2, 3.1454545454545455)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:09.725937,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.0, 5.828571428571428)","(5.0, 5.1, 4.966666666666667)","(5.0, 5.9, 5.5470588235294125)","(2.35, 3.2, 3.1454545454545455)","(41.0, 100.0, 55.0)","(13.0, 20.0, 19.166666666666664)"
06-01-2023 13:24:10.804995,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.0, 5.65625)","(5.0, 5.1, 4.877777777777777)","(5.0, 5.9, 5.514814814814815)","(2.35, 3.2, 3.1360714285714284)","(41.0, 100.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:11.856085,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.0, 5.65625)","(5.0, 5.1, 4.877777777777777)","(5.0, 5.9, 5.364705882352942)","(2.35, 3.25, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:12.980823,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.0, 5.65625)","(5.0, 5.1, 4.877777777777777)","(5.0, 5.9, 5.364705882352942)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:14.045732,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.0, 5.65625)","(5.0, 5.1, 4.877777777777777)","(5.0, 5.9, 5.364705882352942)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:15.032013,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.0, 5.65625)","(5.0, 5.1, 4.877777777777777)","(5.0, 5.9, 5.364705882352942)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:16.100304,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.0, 5.65625)","(5.0, 5.1, 5.033333333333333)","(5.0, 5.9, 5.364705882352942)","(2.35, 3.2, 3.1478260869565218)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:17.192420,"(13.0, 22.0, 17.90909090909091)","(3.2, 6.0, 5.65625)","(5.0, 5.2, 5.033333333333333)","(5.0, 5.9, 5.476470588235294)","(2.35, 3.2, 3.1478260869565218)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:18.259872,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.611111111111112)","(5.0, 5.1, 4.877777777777777)","(5.0, 5.9, 5.476470588235294)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:19.295319,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.595238095238095)","(5.0, 5.1, 4.877777777777777)","(5.0, 5.9, 5.476470588235294)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:20.345961,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.595238095238095)","(5.0, 5.1, 4.877777777777777)","(5.0, 5.9, 5.476470588235294)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:21.484344,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.595238095238095)","(4.8, 5.1, 4.877777777777777)","(5.0, 5.9, 5.476470588235294)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:22.558368,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.595238095238095)","(4.8, 5.1, 4.877777777777777)","(5.0, 5.9, 5.476470588235294)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:23.612600,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.595238095238095)","(4.8, 5.1, 4.877777777777777)","(5.0, 5.9, 5.476470588235294)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:24.635809,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.7555555555555555)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.5)","(2.35, 3.2, 3.1360714285714284)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:25.673132,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.7555555555555555)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.45)","(2.35, 3.25, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:26.779646,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.7555555555555555)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.45)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 54.166666666666664)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:27.850764,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.7555555555555555)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.45)","(2.35, 3.2, 3.1454545454545455)","(41.0, 95.0, 53.333333333333336)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:28.933326,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.7555555555555555)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.45)","(2.35, 3.2, 3.1454545454545455)","(41.0, 90.0, 53.333333333333336)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:30.091910,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.7555555555555555)","(4.8, 5.1, 5.109090909090909)","(5.0, 5.9, 5.54)","(2.35, 3.2, 3.1454545454545455)","(41.0, 90.0, 53.333333333333336)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:31.241060,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 5.7555555555555555)","(4.8, 5.2, 4.957142857142857)","(5.0, 5.9, 5.635294117647059)","(2.35, 3.2, 3.1454545454545455)","(41.0, 90.0, 80.9090909090909)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:32.312567,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.9, 4.86)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.635294117647059)","(2.35, 3.2, 3.1478260869565218)","(41.0, 90.0, 74.0909090909091)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:33.346167,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.8, 5.08)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.685714285714286)","(2.35, 3.2, 3.1478260869565218)","(41.0, 90.0, 74.0909090909091)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:34.465869,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.8, 5.08)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.685714285714286)","(2.35, 3.2, 3.1478260869565218)","(41.0, 90.0, 74.0909090909091)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:35.599089,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.8, 5.08)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.685714285714286)","(2.35, 3.2, 3.1478260869565218)","(41.0, 90.0, 74.0909090909091)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:36.589710,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.7, 5.395652173913044)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.685714285714286)","(2.35, 3.2, 3.1478260869565218)","(41.0, 90.0, 74.0909090909091)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:37.582459,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.7, 5.34)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.2, 3.125)","(41.0, 90.0, 74.0909090909091)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:38.636011,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.7, 5.41764705882353)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.2, 3.098695652173913)","(41.0, 90.0, 74.0909090909091)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:39.762015,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.352941176470588)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.25, 3.0906249999999997)","(41.0, 90.0, 74.0909090909091)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:40.866195,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.352941176470588)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0906249999999997)","(41.0, 90.0, 74.0909090909091)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:41.975462,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.425)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0906249999999997)","(41.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:43.086046,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.3277777777777775)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0906249999999997)","(41.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:44.181510,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.25)","(4.8, 5.1, 4.945454545454545)","(5.0, 5.9, 5.5538461538461545)","(2.35, 3.15, 3.0906249999999997)","(41.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:45.277797,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.319999999999999)","(4.8, 5.3, 4.945454545454545)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0906249999999997)","(41.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:46.277569,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.319999999999999)","(4.8, 5.2, 4.964705882352941)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0906249999999997)","(41.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:47.276385,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.319999999999999)","(4.8, 5.2, 4.964705882352941)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.102777777777778)","(41.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:48.411968,"(13.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.319999999999999)","(4.8, 5.2, 4.925)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.1052631578947367)","(41.0, 90.0, 72.5)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:49.469708,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.319999999999999)","(4.8, 5.2, 4.925)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.1052631578947367)","(51.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:50.752726,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.25)","(4.8, 5.2, 4.925)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.1052631578947367)","(51.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:52.191647,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.366666666666666)","(4.8, 5.2, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.1052631578947367)","(51.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:53.401193,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.366666666666666)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.1052631578947367)","(51.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:54.683553,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.366666666666666)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.1052631578947367)","(51.0, 90.0, 75.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:55.913556,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.366666666666666)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.1052631578947367)","(51.0, 90.0, 72.14285714285714)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:57.064203,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.308333333333333)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.1052631578947367)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:58.167226,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.366666666666666)","(4.8, 5.1, 4.98125)","(5.0, 5.9, 5.61875)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:24:59.294490,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.366666666666666)","(4.8, 5.2, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:25:00.406957,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.366666666666666)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:25:01.415997,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.366666666666666)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:25:02.372831,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.366666666666666)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:25:03.484844,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.4)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 70.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:25:04.677772,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.288888888888889)","(4.8, 5.1, 4.911764705882353)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 70.0)","(13.0, 20.0, 18.958333333333332)"
06-01-2023 13:25:05.775867,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.425)","(4.8, 5.1, 5.0)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 17.954545454545453)"
06-01-2023 13:25:06.810057,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.425)","(4.8, 5.1, 5.0)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 16.666666666666668)"
06-01-2023 13:25:07.987993,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.425)","(4.8, 5.2, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 19.134615384615383)"
06-01-2023 13:25:09.126649,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.425)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 19.134615384615383)"
06-01-2023 13:25:10.278756,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.425)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 19.134615384615383)"
06-01-2023 13:25:11.407873,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.270588235294118)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 19.134615384615383)"
06-01-2023 13:25:12.528547,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.25)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 19.28)"
06-01-2023 13:25:13.777301,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.24)","(4.8, 5.1, 5.0)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 19.28)"
06-01-2023 13:25:14.737163,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.24)","(4.8, 5.2, 5.0)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 19.28)"
06-01-2023 13:25:15.670392,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.24)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 19.28)"
06-01-2023 13:25:16.768632,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.24)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 19.28)"
06-01-2023 13:25:17.955444,"(14.0, 22.0, 17.90909090909091)","(3.2, 5.6, 5.24)","(4.8, 5.1, 4.957142857142857)","(5.0, 5.9, 5.642857142857143)","(2.35, 3.15, 3.0846153846153848)","(51.0, 85.0, 72.14285714285714)","(13.0, 20.0, 19.05263157894737)"
