,Hard Case Watson,Big Prediction,Crazy Dream,Ripplebrook Snip,Blaze Maker,Aston Hackett,Our Girl Daisy
14-12-2022 12:02:58.723961,"(2.7, 4.3, 3.489333333333333)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 76.80000000000001)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:02:59.664097,"(2.7, 4.3, 3.5106666666666664)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 76.80000000000001)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:03:00.653091,"(2.7, 4.3, 3.5106666666666664)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 76.80000000000001)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:03:01.633443,"(2.7, 4.3, 3.5106666666666664)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 76.80000000000001)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:03:02.642725,"(2.7, 4.3, 3.5106666666666664)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 76.80000000000001)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:03:03.644655,"(2.7, 4.3, 3.5106666666666664)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 76.80000000000001)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:03:04.682928,"(2.7, 4.3, 3.429411764705882)","(3.5, 6.0, 5.7125)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 51.09090909090909)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:05.788893,"(2.7, 4.3, 3.429411764705882)","(3.5, 6.0, 5.7125)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 51.09090909090909)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:06.804981,"(2.7, 4.3, 3.429411764705882)","(3.5, 6.0, 5.7125)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 51.09090909090909)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:07.822513,"(2.7, 4.3, 3.429411764705882)","(3.5, 6.0, 5.7125)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:08.780194,"(2.7, 4.3, 3.429411764705882)","(3.5, 6.0, 5.7125)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:09.802378,"(2.7, 4.2, 3.3566666666666665)","(3.5, 6.0, 5.775)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:10.758410,"(2.7, 4.2, 3.2508333333333335)","(3.5, 6.0, 5.45)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:11.756256,"(2.7, 4.2, 3.2508333333333335)","(3.5, 6.0, 5.45)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:12.791875,"(2.7, 4.2, 3.1068421052631576)","(3.5, 6.0, 5.45)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.615384615384615)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:13.845084,"(2.7, 4.2, 3.1068421052631576)","(3.5, 6.0, 5.45)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:14.891774,"(2.7, 4.2, 3.1068421052631576)","(3.5, 6.0, 5.45)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:15.950372,"(2.7, 4.2, 3.1068421052631576)","(3.5, 6.0, 5.785)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:16.939979,"(2.7, 4.2, 3.1068421052631576)","(3.5, 6.0, 5.475)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:17.983834,"(2.7, 4.2, 3.1068421052631576)","(3.5, 6.0, 5.7375)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:18.965859,"(2.7, 4.2, 3.1068421052631576)","(3.5, 6.0, 5.7375)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:20.018404,"(2.7, 4.2, 3.1068421052631576)","(3.5, 6.0, 5.7375)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:21.032187,"(2.7, 4.2, 3.4799999999999995)","(3.5, 6.0, 5.795)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:22.078265,"(2.7, 4.1, 3.4799999999999995)","(3.5, 6.0, 5.75)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:23.071540,"(2.7, 4.2, 3.411764705882353)","(3.5, 6.0, 5.75)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:24.110335,"(2.7, 4.2, 3.411764705882353)","(3.5, 6.0, 5.75)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:25.141360,"(2.7, 4.2, 3.6416666666666666)","(3.5, 6.0, 5.75)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 42.973684210526315)"
14-12-2022 12:03:26.175122,"(2.7, 4.2, 3.6416666666666666)","(3.5, 6.0, 5.75)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 38.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 30.875)"
14-12-2022 12:03:27.168346,"(2.7, 4.2, 3.6416666666666666)","(3.5, 6.0, 5.75)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 51.81818181818181)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:28.227977,"(2.7, 4.2, 3.6416666666666666)","(3.5, 6.0, 5.81)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:29.198235,"(2.7, 4.2, 3.6416666666666666)","(3.5, 6.0, 5.81)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:30.264831,"(2.7, 4.2, 3.6416666666666666)","(3.5, 6.0, 5.81)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:31.243388,"(2.7, 4.2, 3.6416666666666666)","(3.5, 6.0, 5.62)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:32.221030,"(2.7, 4.2, 3.6416666666666666)","(3.5, 6.0, 5.62)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:33.202490,"(2.7, 4.2, 3.6416666666666666)","(3.5, 6.0, 5.62)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:34.194330,"(2.7, 4.2, 3.7285714285714286)","(3.5, 6.0, 5.82)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:35.217523,"(2.7, 4.2, 3.658333333333333)","(3.5, 6.0, 5.82)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:36.285705,"(2.7, 4.2, 3.658333333333333)","(3.5, 6.0, 5.82)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:37.333685,"(2.7, 4.2, 3.658333333333333)","(3.5, 6.0, 5.82)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:38.449730,"(2.7, 4.2, 3.658333333333333)","(3.5, 6.0, 5.640000000000001)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:39.437608,"(2.7, 4.2, 3.658333333333333)","(3.5, 6.0, 5.640000000000001)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:40.470022,"(2.7, 4.2, 3.658333333333333)","(3.5, 6.0, 5.640000000000001)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:41.473962,"(2.7, 4.2, 3.658333333333333)","(3.5, 6.0, 5.640000000000001)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:42.518903,"(2.7, 4.2, 3.658333333333333)","(3.5, 5.0, 4.629411764705882)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:43.585738,"(2.7, 4.2, 3.658333333333333)","(3.5, 5.0, 4.629411764705882)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:44.604275,"(2.7, 4.2, 3.658333333333333)","(3.5, 5.0, 4.629411764705882)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:45.637571,"(2.7, 4.2, 3.658333333333333)","(3.5, 5.0, 4.629411764705882)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:46.647748,"(2.7, 4.2, 3.658333333333333)","(3.5, 5.0, 4.475)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:47.678163,"(2.7, 4.2, 3.658333333333333)","(3.5, 5.0, 4.6625000000000005)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:48.663624,"(2.7, 4.2, 3.658333333333333)","(3.5, 5.0, 4.6625000000000005)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:49.618043,"(2.7, 4.2, 3.658333333333333)","(3.5, 5.0, 4.6625000000000005)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:50.648621,"(2.7, 4.2, 3.658333333333333)","(3.5, 5.0, 4.6625000000000005)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:51.626384,"(2.7, 4.2, 3.658333333333333)","(3.5, 5.0, 4.50909090909091)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:52.685767,"(2.7, 4.2, 3.742857142857143)","(3.5, 5.0, 4.50909090909091)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:53.663871,"(2.7, 4.2, 3.742857142857143)","(3.5, 5.0, 4.7)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:54.741192,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.7)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:55.812593,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.7)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 74.0)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:56.909630,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:57.982684,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:03:59.091990,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:04:00.087343,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:04:01.062247,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.742857142857143)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:04:02.040718,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.742857142857143)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:04:02.975028,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.742857142857143)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:04:03.983706,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.742857142857143)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:04:05.044741,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.475)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.40625)"
14-12-2022 12:04:06.069753,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.475)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.6875)"
14-12-2022 12:04:07.115336,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.475)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 39.6875)"
14-12-2022 12:04:08.233285,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.614285714285715)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 60.769230769230774)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:09.349321,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.614285714285715)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:10.403315,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.614285714285715)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:11.440535,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:12.437154,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:13.478882,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:14.499164,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:15.507239,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:16.518197,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:17.508949,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:18.598511,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:19.660979,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:20.632890,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:21.876031,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:22.836294,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:23.842774,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:24.839693,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:25.876596,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:26.927334,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:28.064333,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:29.205420,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:30.341234,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:31.421386,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.446153846153846)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:32.474674,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:33.482434,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
14-12-2022 12:04:34.539656,"(2.7, 4.2, 3.6750000000000003)","(3.5, 5.0, 4.55)","(5.0, 8.6, 7.933333333333333)","(31.0, 110.0, 68.4)","(5.5, 11.5, 9.363636363636363)","(4.8, 7.6, 5.7875)","(17.0, 65.0, 40.25)"
