,Hez Razor Sharp,Endeavour Stride,Jack James,Beast Mode,Seal The Destiny,Iden Miss Lucy,Equity Stride,Urus Nz,Wheres The Gold Nz,We Salute You,Lynryd Skynryd Nz
08-01-2023 18:20:02.433652,"(21.0, 120.0, 86.66666666666667)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 140.0, 110.0)","(21.0, 65.0, 53.666666666666664)","(71.0, 140.0, 123.33333333333334)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:03.875785,"(21.0, 110.0, 80.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 140.0, 110.0)","(21.0, 65.0, 62.5)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:05.248557,"(21.0, 110.0, 80.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 140.0, 110.0)","(21.0, 65.0, 59.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:06.546097,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 140.0, 110.0)","(21.0, 60.0, 59.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:07.776397,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 140.0, 110.0)","(21.0, 60.0, 59.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:08.979754,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 140.0, 110.0)","(21.0, 60.0, 59.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:10.266245,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 140.0, 110.0)","(21.0, 60.0, 59.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:11.561814,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 140.0, 106.66666666666667)","(21.0, 60.0, 59.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:12.874518,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 103.33333333333333)","(21.0, 60.0, 66.36363636363636)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:14.247774,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 120.0, 103.33333333333333)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:15.550035,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 120.0, 103.33333333333333)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:16.866195,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 120.0, 112.85714285714286)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 102.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:18.261465,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 120.0, 120.0)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:19.605690,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 120.0)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:21.034447,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 109.0)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:22.321058,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 109.0)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:23.642199,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 109.0)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:25.003958,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 109.0)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:26.333968,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 112.5)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:27.548098,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 112.5)","(21.0, 70.0, 67.85714285714286)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:28.779783,"(21.0, 110.0, 80.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 109.0)","(21.0, 70.0, 68.33333333333333)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:30.066459,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 112.5)","(21.0, 70.0, 65.0)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:31.362481,"(21.0, 110.0, 90.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 112.5)","(21.0, 70.0, 65.0)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:32.687885,"(21.0, 110.0, 90.0)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 65.0)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:34.011205,"(21.0, 110.0, 90.0)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 65.0)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:35.239552,"(21.0, 110.0, 87.5)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 65.0)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:36.514024,"(21.0, 110.0, 87.5)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 65.0)","(71.0, 140.0, 127.5)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:37.787757,"(21.0, 120.0, 83.33333333333333)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 65.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:39.118370,"(21.0, 120.0, 83.33333333333333)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:40.471728,"(21.0, 120.0, 83.33333333333333)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:41.767983,"(21.0, 120.0, 83.33333333333333)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:43.022907,"(21.0, 120.0, 83.33333333333333)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:44.303175,"(21.0, 120.0, 83.33333333333333)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:45.911332,"(21.0, 120.0, 83.33333333333333)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 140.0, 115.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:47.213662,"(21.0, 120.0, 83.33333333333333)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 140.0, 135.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:48.578724,"(21.0, 110.0, 98.75)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:50.195943,"(21.0, 110.0, 98.75)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:51.882170,"(21.0, 110.0, 98.75)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:53.312806,"(21.0, 110.0, 98.75)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 68.0)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:54.810763,"(21.0, 110.0, 104.0)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 65.0)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:56.118903,"(21.0, 130.0, 104.0)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 116.0)","(21.0, 70.0, 65.0)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:57.413677,"(21.0, 130.0, 110.0)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 110.0)","(21.0, 70.0, 66.66666666666667)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:20:58.684766,"(21.0, 130.0, 110.0)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 110.0)","(21.0, 70.0, 66.66666666666667)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:00.064996,"(21.0, 130.0, 110.0)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 110.0)","(21.0, 70.0, 66.66666666666667)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:01.537865,"(21.0, 130.0, 110.0)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 110.0)","(21.0, 70.0, 66.66666666666667)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:02.918698,"(21.0, 130.0, 110.0)","(31.0, 120.0, 108.0)","(31.0, 120.0, 113.33333333333333)","(26.0, 150.0, 113.63636363636364)","(31.0, 130.0, 110.0)","(21.0, 70.0, 66.66666666666667)","(71.0, 150.0, 139.0)","(20.0, 99999, 99990)","(1.14, 99999, 99990)","(15.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:04.218781,"(21.0, 120.0, 103.33333333333334)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(26.0, 150.0, 120.73170731707317)","(31.0, 150.0, 116.66666666666667)","(21.0, 70.0, 66.66666666666667)","(71.0, 150.0, 140.0)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:05.433587,"(21.0, 120.0, 103.33333333333334)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 120.73170731707317)","(31.0, 150.0, 116.66666666666667)","(21.0, 70.0, 68.57142857142857)","(71.0, 150.0, 156.66666666666669)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:06.763742,"(21.0, 120.0, 103.33333333333334)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 120.73170731707317)","(31.0, 150.0, 116.66666666666667)","(21.0, 70.0, 68.57142857142857)","(71.0, 170.0, 156.66666666666669)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:08.121026,"(21.0, 120.0, 103.33333333333334)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 120.73170731707317)","(31.0, 150.0, 116.66666666666667)","(21.0, 70.0, 68.57142857142857)","(71.0, 170.0, 156.66666666666669)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:09.388765,"(21.0, 110.0, 102.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 120.73170731707317)","(31.0, 150.0, 106.25)","(21.0, 70.0, 68.57142857142857)","(71.0, 170.0, 165.0)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:10.693224,"(21.0, 110.0, 92.5)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 120.73170731707317)","(31.0, 150.0, 106.25)","(21.0, 70.0, 68.0)","(71.0, 180.0, 165.0)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:12.240045,"(21.0, 110.0, 128.33333333333331)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 106.25)","(21.0, 70.0, 68.0)","(71.0, 180.0, 165.0)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:14.077893,"(21.0, 140.0, 128.33333333333331)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 70.0, 82.77777777777777)","(71.0, 180.0, 165.0)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:15.483029,"(21.0, 140.0, 128.33333333333331)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 82.77777777777777)","(71.0, 180.0, 165.0)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:17.072398,"(21.0, 140.0, 126.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 82.77777777777777)","(71.0, 180.0, 123.33333333333333)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:18.561048,"(21.0, 140.0, 107.5)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 82.77777777777777)","(71.0, 180.0, 145.0)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:20.012929,"(21.0, 140.0, 110.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 77.5)","(71.0, 170.0, 145.0)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:21.413755,"(21.0, 130.0, 110.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 80.0)","(71.0, 170.0, 137.5)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:22.706922,"(21.0, 130.0, 110.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 80.0)","(71.0, 180.0, 137.5)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:23.994256,"(21.0, 130.0, 110.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 80.0)","(71.0, 180.0, 137.5)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:25.306223,"(21.0, 130.0, 110.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 80.0)","(71.0, 180.0, 137.5)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:26.669077,"(21.0, 130.0, 110.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 82.77777777777777)","(71.0, 180.0, 137.5)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:28.009370,"(21.0, 130.0, 110.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 82.77777777777777)","(71.0, 180.0, 137.5)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:29.301015,"(21.0, 130.0, 110.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 82.77777777777777)","(71.0, 180.0, 137.5)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:30.582072,"(21.0, 130.0, 110.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 113.63636363636364)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 82.77777777777777)","(71.0, 180.0, 137.5)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:31.884285,"(21.0, 130.0, 110.0)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 150.0, 127.14285714285714)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 82.77777777777777)","(71.0, 180.0, 140.0)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
08-01-2023 18:21:33.220979,"(21.0, 130.0, 113.33333333333334)","(31.0, 120.0, 103.33333333333333)","(31.0, 120.0, 115.0)","(31.0, 140.0, 127.14285714285714)","(31.0, 150.0, 116.66666666666667)","(21.0, 85.0, 82.77777777777777)","(71.0, 180.0, 140.0)","(21.0, 99999, 99990)","(1.12, 99999, 99990)","(16.0, 48.0, 46.8)","(13.0, 99999, 99990)"
