,Soho Rhapsody,Foolish Pleasure,Rosarito Miss,Villacci,Celestial Gossip,Relentless Me,Captain Bellasario,Knights Templar
07-12-2022 18:57:48.746333,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:50.067724,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:51.504577,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:52.855308,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:54.287821,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:55.607852,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:57.073297,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:58.527639,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:59.863522,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:01.440241,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:02.861777,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.875)","(1.9, 2.66, 2.485)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:04.193266,"(7.0, 13.5, 12.833333333333334)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.825)","(1.9, 2.66, 2.49)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:05.360358,"(7.0, 14.5, 12.833333333333334)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.98)","(1.9, 2.64, 2.506666666666667)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:06.586289,"(7.0, 14.0, 12.333333333333334)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.6, 2.51)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:07.856221,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.66, 2.51)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:09.239145,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.66, 2.51)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:10.618304,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.66, 2.49)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:12.060938,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.64, 2.49)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:13.319843,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.64, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:14.636914,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:16.074958,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:17.311831,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:18.540876,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:19.793845,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:21.002918,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:22.291446,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:23.612762,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:24.910761,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:26.224642,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:27.577017,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:28.894754,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:30.186846,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:31.416409,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:32.672848,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:33.919805,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.9)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.1)"
07-12-2022 18:58:35.061549,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.58, 2.48)","(6.5, 9.2, 9.125)"
07-12-2022 18:58:36.177296,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.58, 2.48)","(6.5, 9.2, 8.942857142857143)"
07-12-2022 18:58:37.368031,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.58, 2.4766666666666666)","(6.5, 9.0, 8.155555555555555)"
07-12-2022 18:58:38.560364,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8666666666666667)","(1.9, 2.56, 2.4690909090909092)","(6.5, 8.6, 8.1875)"
07-12-2022 18:58:39.755275,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.2, 3.8666666666666667)","(1.9, 2.56, 2.4690909090909092)","(6.5, 8.2, 7.828571428571428)"
07-12-2022 18:58:40.959138,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 17.5)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.2, 3.8666666666666667)","(1.9, 2.56, 2.4676923076923076)","(6.5, 8.6, 7.828571428571428)"
07-12-2022 18:58:42.203031,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 22.0, 14.8)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.2, 3.925)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 8.4)"
07-12-2022 18:58:43.513449,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 22.0, 14.8)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 8.576470588235294)"
07-12-2022 18:58:44.961846,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 22.0, 14.8)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 8.3)"
07-12-2022 18:58:46.394008,"(7.0, 13.5, 12.75)","(31.0, 80.0, 57.333333333333336)","(11.0, 22.0, 14.8)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 8.19090909090909)"
07-12-2022 18:58:47.718102,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 22.0, 14.8)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.56, 2.4725)","(6.5, 8.2, 8.375)"
07-12-2022 18:58:49.030944,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 22.0, 14.8)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8666666666666667)","(1.9, 2.56, 2.4725)","(6.5, 8.4, 8.552941176470588)"
07-12-2022 18:58:50.250475,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 22.0, 14.8)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.2, 3.8666666666666667)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 8.1)"
07-12-2022 18:58:51.519577,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 22.0, 14.8)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.2, 3.8666666666666667)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 8.529411764705882)"
07-12-2022 18:58:53.061302,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 25.0, 15.0)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.2, 3.925)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 8.552941176470588)"
07-12-2022 18:58:54.446682,"(7.0, 13.5, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 23.0, 15.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 8.552941176470588)"
07-12-2022 18:58:55.743643,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 25.0, 14.25)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.56, 2.4683333333333333)","(6.5, 8.6, 8.549999999999999)"
07-12-2022 18:58:57.108788,"(7.0, 14.0, 12.181818181818182)","(31.0, 80.0, 57.333333333333336)","(11.0, 23.0, 14.6)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.56, 2.4683333333333333)","(6.5, 8.6, 8.549999999999999)"
07-12-2022 18:58:58.495460,"(7.0, 14.0, 12.181818181818182)","(31.0, 80.0, 57.333333333333336)","(11.0, 21.0, 14.6)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.56, 2.4683333333333333)","(6.5, 8.6, 8.552941176470588)"
07-12-2022 18:58:59.691759,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 21.0, 14.6)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 7.509090909090909)"
07-12-2022 18:59:00.919500,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.56, 2.4683333333333333)","(6.5, 8.6, 8.1875)"
07-12-2022 18:59:02.126662,"(7.0, 13.5, 12.5)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.56, 2.4683333333333333)","(6.5, 8.2, 8.552941176470588)"
07-12-2022 18:59:03.325665,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 8.552941176470588)"
07-12-2022 18:59:04.543310,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.56, 2.4725)","(6.5, 8.6, 8.133333333333333)"
07-12-2022 18:59:05.669980,"(7.0, 14.0, 12.285714285714286)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.56, 2.4725)","(6.5, 8.4, 8.1875)"
07-12-2022 18:59:06.805835,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.56, 2.473333333333333)","(6.5, 8.2, 8.546666666666667)"
07-12-2022 18:59:08.016540,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.54, 2.473333333333333)","(6.5, 8.6, 7.266666666666667)"
07-12-2022 18:59:09.314504,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.54, 2.473333333333333)","(6.5, 8.6, 8.383333333333333)"
07-12-2022 18:59:10.629591,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.54, 2.473333333333333)","(6.5, 8.4, 8.428571428571429)"
07-12-2022 18:59:11.885565,"(7.0, 14.0, 13.0)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.54, 2.473333333333333)","(6.5, 8.6, 8.784)"
07-12-2022 18:59:13.107322,"(7.0, 14.0, 12.181818181818182)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.54, 2.473333333333333)","(6.5, 9.0, 8.76)"
07-12-2022 18:59:14.300807,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.54, 2.473333333333333)","(6.5, 9.0, 8.7)"
07-12-2022 18:59:15.423073,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.54, 2.473333333333333)","(6.5, 8.8, 8.7)"
07-12-2022 18:59:16.556754,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.54, 2.473333333333333)","(6.5, 8.8, 8.76)"
07-12-2022 18:59:17.763882,"(7.0, 13.5, 12.3)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.54, 2.468888888888889)","(6.5, 9.0, 8.475)"
07-12-2022 18:59:19.020671,"(7.0, 14.5, 12.25)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.54, 2.468888888888889)","(6.5, 9.0, 8.475)"
07-12-2022 18:59:20.429782,"(7.0, 14.5, 12.25)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.8625)","(1.9, 2.54, 2.468888888888889)","(6.5, 9.0, 8.685)"
07-12-2022 18:59:21.699986,"(7.0, 14.5, 12.25)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 3.925)","(1.9, 2.54, 2.473333333333333)","(6.5, 9.0, 8.203100775193798)"
07-12-2022 18:59:23.130374,"(7.0, 14.0, 12.4)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 4.1125)","(1.9, 2.54, 2.473333333333333)","(6.5, 8.4, 8.047244094488189)"
07-12-2022 18:59:24.348713,"(7.0, 14.0, 12.4)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 15.333333333333334)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 4.3, 4.0)","(1.9, 2.54, 2.468888888888889)","(6.5, 8.4, 8.20990099009901)"
07-12-2022 18:59:25.458548,"(7.0, 14.0, 12.25)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 49.666666666666664)","(3.3, 4.2, 4.0)","(1.9, 2.54, 2.468888888888889)","(6.5, 8.4, 8.20990099009901)"
07-12-2022 18:59:26.795685,"(7.0, 14.0, 12.25)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 38.0, 28.0)","(41.0, 65.0, 48.0)","(3.3, 4.2, 4.0)","(1.9, 2.54, 2.468888888888889)","(6.5, 8.4, 8.224324324324323)"
07-12-2022 18:59:27.985859,"(7.0, 14.0, 12.25)","(31.0, 80.0, 57.333333333333336)","(11.0, 20.0, 14.0)","(26.0, 38.0, 29.5)","(41.0, 60.0, 46.5)","(3.3, 4.2, 4.008333333333333)","(1.9, 2.54, 2.4685714285714284)","(6.5, 8.4, 12.068421052631578)"
07-12-2022 18:59:29.095542,"(7.0, 14.0, 12.25)","(31.0, 80.0, 68.66666666666666)","(11.0, 20.0, 16.5)","(26.0, 36.0, 26.25)","(41.0, 60.0, 46.5)","(3.3, 4.3, 3.9)","(1.9, 2.52, 2.465)","(6.5, 12.5, 9.714285714285715)"
07-12-2022 18:59:30.226552,"(7.0, 14.0, 12.25)","(31.0, 75.0, 63.4)","(11.0, 19.5, 16.25)","(26.0, 36.0, 26.25)","(41.0, 60.0, 46.5)","(3.3, 4.3, 3.9)","(1.9, 2.52, 2.465)","(6.5, 9.8, 9.566666666666666)"
07-12-2022 18:59:31.371308,"(7.0, 14.0, 12.25)","(31.0, 75.0, 63.4)","(11.0, 19.5, 16.25)","(26.0, 36.0, 26.25)","(41.0, 60.0, 46.5)","(3.3, 4.3, 3.9)","(1.9, 2.52, 2.473333333333333)","(6.5, 9.6, 10.1)"
07-12-2022 18:59:32.565606,"(7.0, 14.0, 12.25)","(31.0, 70.0, 58.0)","(11.0, 19.5, 16.25)","(26.0, 36.0, 26.25)","(41.0, 60.0, 46.5)","(3.3, 4.3, 3.911111111111111)","(1.9, 2.5, 2.4657142857142857)","(6.5, 11.0, 9.32)"
07-12-2022 18:59:33.768351,"(7.0, 14.0, 12.25)","(31.0, 70.0, 58.0)","(11.0, 19.5, 16.25)","(26.0, 36.0, 29.5)","(41.0, 60.0, 46.5)","(3.3, 4.3, 3.9)","(1.9, 2.5, 2.4657142857142857)","(6.5, 11.0, 9.554545454545455)"
07-12-2022 18:59:34.951777,"(7.0, 14.0, 12.25)","(31.0, 70.0, 58.0)","(11.0, 19.5, 16.25)","(26.0, 36.0, 29.5)","(41.0, 60.0, 53.25)","(3.3, 4.3, 3.9)","(1.9, 2.5, 2.4657142857142857)","(6.5, 10.5, 9.65)"
07-12-2022 18:59:36.174266,"(7.0, 14.0, 12.25)","(31.0, 70.0, 58.0)","(11.0, 19.5, 16.25)","(26.0, 36.0, 29.5)","(41.0, 60.0, 53.25)","(3.3, 4.3, 3.9)","(1.9, 2.5, 2.4657142857142857)","(6.5, 9.8, 9.757142857142856)"
07-12-2022 18:59:37.354787,"(7.0, 14.0, 12.25)","(31.0, 70.0, 58.0)","(11.0, 19.5, 16.25)","(26.0, 36.0, 29.5)","(41.0, 60.0, 53.25)","(3.3, 4.3, 3.9)","(1.9, 2.5, 2.4657142857142857)","(6.5, 10.5, 9.757142857142856)"
07-12-2022 18:59:38.518810,"(7.0, 14.0, 12.25)","(31.0, 70.0, 58.0)","(11.0, 19.5, 16.25)","(26.0, 36.0, 29.5)","(41.0, 60.0, 53.25)","(3.3, 4.3, 3.9)","(1.9, 2.5, 2.4657142857142857)","(6.5, 10.5, 9.98)"
