,Soho Rhapsody,Foolish Pleasure,Rosarito Miss,Villacci,Celestial Gossip,Relentless Me,Captain Bellasario,Knights Templar
07-12-2022 19:02:13.181559,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 60.0, 54.0)","(3.3, 4.3, 4.216666666666667)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:14.288877,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 60.0, 54.0)","(3.3, 4.3, 4.216666666666667)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:15.865060,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 60.0, 56.72727272727273)","(3.3, 4.3, 4.21)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:17.097887,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 60.0, 58.0)","(3.3, 4.3, 4.2437499999999995)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:18.312674,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 65.0, 58.0)","(3.3, 4.3, 4.2437499999999995)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:19.565338,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 65.0, 58.0)","(3.3, 4.3, 3.9375)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:20.986195,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 65.0, 61.83333333333333)","(3.3, 3.95, 3.98125)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:22.291842,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 65.0, 60.25)","(3.3, 4.0, 3.98125)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:23.669106,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 65.0, 60.25)","(3.3, 4.0, 3.98125)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:25.242015,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 65.0, 60.25)","(3.3, 4.0, 3.98125)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:26.482930,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 65.0, 58.666666666666664)","(3.3, 4.0, 3.98125)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:27.823044,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 65.0, 58.666666666666664)","(3.3, 4.0, 3.98125)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:29.100295,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 65.0, 58.666666666666664)","(3.3, 4.0, 3.98125)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:30.341502,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.5)","(41.0, 65.0, 58.666666666666664)","(3.3, 4.0, 3.98125)","(1.9, 2.36, 2.3391304347826085)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:31.663650,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.333333333333336)","(41.0, 65.0, 60.25)","(3.3, 4.0, 3.98125)","(1.9, 2.36, 2.326363636363636)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:32.994397,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 65.0, 60.25)","(3.3, 4.0, 3.98125)","(1.9, 2.34, 2.298461538461538)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:34.338508,"(7.0, 11.5, 10.233333333333333)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 65.0, 54.4)","(3.3, 4.0, 3.98125)","(1.9, 2.3, 2.298461538461538)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:35.497535,"(7.0, 11.5, 10.82)","(31.0, 65.0, 60.14285714285714)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 60.0, 54.4)","(3.3, 4.0, 3.98125)","(1.9, 2.3, 2.298461538461538)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:36.748561,"(7.0, 11.5, 11.0)","(31.0, 65.0, 60.25)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 60.0, 55.0)","(3.3, 4.0, 3.98125)","(1.9, 2.3, 2.298461538461538)","(6.5, 11.0, 10.5625)"
07-12-2022 19:02:37.977445,"(7.0, 11.5, 10.6)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 60.0, 47.0)","(3.3, 4.0, 3.98125)","(1.9, 2.3, 2.298461538461538)","(6.5, 11.0, 12.071428571428571)"
07-12-2022 19:02:39.246629,"(7.0, 11.5, 10.6)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 50.0, 44.0)","(3.3, 4.0, 3.9833333333333334)","(1.9, 2.3, 2.28)","(6.5, 12.5, 9.605479452054794)"
07-12-2022 19:02:40.438695,"(7.0, 11.5, 10.6)","(31.0, 65.0, 58.0)","(11.0, 18.5, 15.5)","(26.0, 36.0, 33.77777777777778)","(41.0, 50.0, 50.0)","(3.3, 4.0, 3.98125)","(1.9, 2.3, 2.25)","(6.5, 10.0, 10.55)"
07-12-2022 19:02:41.711698,"(7.0, 11.5, 11.154545454545454)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.4)","(41.0, 60.0, 50.0)","(3.3, 4.0, 3.98125)","(1.9, 2.3, 2.2985365853658535)","(6.5, 11.5, 10.625)"
07-12-2022 19:02:43.001536,"(7.0, 11.5, 10.9)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 60.0, 55.0)","(3.3, 4.0, 3.98125)","(1.9, 2.3, 2.26)","(6.5, 12.0, 10.2)"
07-12-2022 19:02:44.280875,"(7.0, 11.5, 10.375)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 60.0, 51.0)","(3.3, 4.0, 3.9833333333333334)","(1.9, 2.3, 2.28)","(6.5, 11.0, 9.7)"
07-12-2022 19:02:45.497105,"(7.0, 11.5, 11.26923076923077)","(31.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 60.0, 51.0)","(3.3, 4.0, 3.98125)","(1.9, 2.3, 2.297560975609756)","(6.5, 10.0, 11.133333333333333)"
07-12-2022 19:02:46.697047,"(7.0, 11.5, 11.26923076923077)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.666666666666664)","(41.0, 60.0, 51.0)","(3.3, 4.0, 3.9833333333333334)","(1.9, 2.3, 2.28)","(6.5, 12.0, 9.75)"
07-12-2022 19:02:47.985128,"(7.0, 11.5, 11.0)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 32.8)","(41.0, 60.0, 52.0)","(3.3, 4.0, 3.9833333333333334)","(1.9, 2.3, 2.28)","(6.5, 10.0, 9.600000000000001)"
07-12-2022 19:02:49.290236,"(7.0, 11.5, 10.225000000000001)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 34.5)","(41.0, 60.0, 52.0)","(3.3, 4.0, 3.98125)","(1.9, 2.3, 2.2985365853658535)","(6.5, 9.8, 9.975000000000001)"
07-12-2022 19:02:50.437878,"(7.0, 11.5, 10.9)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 42.0, 32.5)","(41.0, 60.0, 52.0)","(3.3, 4.0, 3.98125)","(1.9, 2.3, 2.26)","(6.5, 10.5, 10.325)"
07-12-2022 19:02:51.750770,"(7.0, 11.5, 10.74)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 40.0, 35.5)","(41.0, 60.0, 52.0)","(3.3, 4.0, 3.9833333333333334)","(1.9, 2.3, 2.28)","(6.5, 10.5, 9.850000000000001)"
07-12-2022 19:02:52.985976,"(7.0, 11.5, 10.82)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 38.0, 35.5)","(41.0, 60.0, 52.0)","(3.3, 4.0, 3.9833333333333334)","(1.9, 2.3, 2.28)","(6.5, 10.0, 9.850000000000001)"
07-12-2022 19:02:54.185721,"(7.0, 11.5, 10.963157894736842)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 38.0, 35.5)","(41.0, 60.0, 52.0)","(3.3, 4.0, 4.2125)","(1.9, 2.3, 2.297222222222222)","(6.5, 10.0, 9.850000000000001)"
07-12-2022 19:02:55.491292,"(7.0, 11.5, 10.375)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 38.0, 35.5)","(41.0, 60.0, 52.0)","(3.3, 4.3, 4.16)","(1.9, 2.3, 2.229230769230769)","(6.5, 10.0, 9.850000000000001)"
07-12-2022 19:02:56.764909,"(7.0, 11.5, 10.75)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 38.0, 35.5)","(41.0, 60.0, 52.0)","(3.3, 4.4, 4.2125)","(1.9, 2.26, 2.236470588235294)","(6.5, 10.0, 9.600000000000001)"
07-12-2022 19:02:58.055191,"(7.0, 11.5, 10.375)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 38.0, 35.5)","(41.0, 60.0, 52.0)","(3.3, 4.4, 4.2125)","(1.9, 2.26, 2.236470588235294)","(6.5, 9.8, 9.65)"
07-12-2022 19:02:59.307285,"(7.0, 11.5, 10.463636363636363)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 38.0, 31.75)","(41.0, 60.0, 52.0)","(3.3, 4.4, 4.195454545454545)","(1.9, 2.26, 2.236470588235294)","(6.5, 9.8, 10.700000000000001)"
07-12-2022 19:03:00.627377,"(7.0, 11.5, 10.74)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 38.0, 33.0)","(41.0, 60.0, 52.0)","(3.3, 4.4, 4.305882352941177)","(1.9, 2.26, 2.229230769230769)","(6.5, 12.5, 9.875)"
07-12-2022 19:03:01.845330,"(7.0, 11.5, 10.82)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 38.0, 33.0)","(41.0, 60.0, 52.0)","(3.3, 4.4, 4.177777777777778)","(1.9, 2.26, 2.229230769230769)","(6.5, 10.0, 9.6)"
07-12-2022 19:03:03.109232,"(7.0, 11.5, 10.463636363636363)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 38.0, 32.0)","(51.0, 60.0, 52.0)","(3.3, 4.4, 4.344444444444445)","(1.95, 2.26, 2.28)","(6.5, 9.8, 10.65)"
07-12-2022 19:03:04.383429,"(7.0, 11.5, 10.82)","(41.0, 65.0, 58.666666666666664)","(11.0, 18.5, 15.5)","(26.0, 36.0, 28.727272727272727)","(51.0, 60.0, 52.0)","(3.3, 4.4, 4.15)","(1.95, 2.3, 2.28)","(6.5, 11.5, 9.9)"
07-12-2022 19:03:05.609252,"(7.0, 11.5, 10.74)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 28.727272727272727)","(51.0, 60.0, 52.0)","(3.3, 4.4, 4.072727272727273)","(1.95, 2.3, 2.29)","(6.5, 10.0, 9.916666666666668)"
07-12-2022 19:03:06.876369,"(7.0, 11.5, 10.74)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.142857142857142)","(51.0, 60.0, 54.0)","(3.3, 4.4, 4.6)","(1.95, 2.3, 2.2542857142857144)","(6.5, 10.5, 9.916666666666668)"
07-12-2022 19:03:08.092465,"(7.0, 11.5, 10.48)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 30.352941176470587)","(51.0, 60.0, 60.4)","(3.3, 5.3, 4.593333333333334)","(1.95, 2.3, 2.295)","(6.5, 10.5, 9.916666666666668)"
07-12-2022 19:03:09.187202,"(7.0, 11.5, 10.933333333333334)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 30.352941176470587)","(51.0, 65.0, 60.4)","(3.3, 5.2, 4.593333333333334)","(1.95, 2.46, 2.295)","(6.5, 10.5, 9.916666666666668)"
07-12-2022 19:03:10.285539,"(7.0, 11.5, 10.933333333333334)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 30.352941176470587)","(51.0, 65.0, 60.4)","(3.3, 5.2, 4.642857142857143)","(1.95, 2.46, 2.34)","(6.5, 10.5, 9.375)"
07-12-2022 19:03:11.535276,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.142857142857142)","(51.0, 65.0, 60.5)","(3.3, 5.2, 4.642857142857143)","(1.95, 2.44, 2.29)","(6.5, 10.5, 9.5)"
07-12-2022 19:03:12.764301,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 18.5, 14.666666666666666)","(26.0, 36.0, 29.142857142857142)","(51.0, 65.0, 62.3)","(3.3, 5.2, 4.6230769230769235)","(1.95, 2.44, 2.29)","(6.5, 10.5, 9.98)"
07-12-2022 19:03:14.068345,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 18.0, 14.666666666666666)","(26.0, 36.0, 29.142857142857142)","(51.0, 65.0, 62.3)","(3.3, 5.2, 4.6230769230769235)","(1.95, 2.44, 2.29)","(6.5, 10.5, 10.24)"
07-12-2022 19:03:15.181612,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 18.0, 14.666666666666666)","(26.0, 36.0, 29.142857142857142)","(51.0, 65.0, 60.4)","(3.3, 5.2, 4.545454545454546)","(1.95, 2.44, 2.2760000000000002)","(6.5, 10.5, 10.24)"
07-12-2022 19:03:16.590118,"(7.0, 11.5, 10.9)","(41.0, 65.0, 58.666666666666664)","(11.0, 18.0, 14.666666666666666)","(26.0, 36.0, 29.142857142857142)","(51.0, 65.0, 58.0)","(3.3, 5.2, 4.375)","(1.95, 2.42, 2.285714285714286)","(6.5, 10.5, 10.24)"
07-12-2022 19:03:17.970703,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 18.0, 15.75)","(26.0, 36.0, 29.23076923076923)","(51.0, 65.0, 58.0)","(3.3, 5.2, 4.6)","(1.95, 2.4, 2.2933333333333334)","(6.5, 10.5, 10.24)"
07-12-2022 19:03:19.217969,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 17.5, 15.75)","(26.0, 36.0, 29.23076923076923)","(51.0, 65.0, 58.0)","(3.3, 5.1, 4.385714285714285)","(1.95, 2.4, 2.2933333333333334)","(6.5, 10.5, 10.24)"
07-12-2022 19:03:20.569230,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 17.5, 15.75)","(26.0, 36.0, 29.23076923076923)","(51.0, 65.0, 58.0)","(3.3, 5.1, 4.544444444444444)","(1.95, 2.4, 2.2933333333333334)","(6.5, 10.5, 9.95)"
07-12-2022 19:03:21.866134,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 17.5, 15.75)","(26.0, 36.0, 29.142857142857142)","(51.0, 65.0, 58.0)","(3.3, 5.1, 4.683333333333333)","(1.95, 2.4, 2.2933333333333334)","(6.5, 10.5, 9.9)"
07-12-2022 19:03:23.173061,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 17.5, 15.75)","(26.0, 36.0, 29.142857142857142)","(51.0, 65.0, 58.0)","(3.3, 5.1, 4.683333333333333)","(1.95, 2.4, 2.2800000000000002)","(6.5, 10.5, 9.9)"
07-12-2022 19:03:24.714394,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 17.5, 15.75)","(26.0, 36.0, 29.142857142857142)","(51.0, 65.0, 52.0)","(3.3, 5.1, 4.833333333333333)","(1.95, 2.4, 2.2800000000000002)","(6.5, 10.5, 9.9)"
07-12-2022 19:03:26.255633,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 17.5, 15.75)","(26.0, 36.0, 29.142857142857142)","(51.0, 60.0, 52.0)","(3.3, 5.1, 4.6000000000000005)","(1.95, 2.4, 2.2800000000000002)","(6.5, 10.5, 9.9)"
07-12-2022 19:03:27.778487,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 17.5, 15.75)","(26.0, 36.0, 29.142857142857142)","(51.0, 60.0, 52.0)","(3.3, 5.1, 4.6000000000000005)","(1.95, 2.4, 2.2800000000000002)","(6.5, 10.5, 9.9)"
07-12-2022 19:03:29.198333,"(7.0, 11.5, 10.771428571428572)","(41.0, 65.0, 55.5)","(11.0, 17.5, 15.75)","(26.0, 36.0, 29.142857142857142)","(51.0, 60.0, 52.0)","(3.3, 5.1, 4.6000000000000005)","(1.95, 2.4, 2.2800000000000002)","(6.5, 10.5, 8.495238095238095)"
07-12-2022 19:03:30.643008,"(7.0, 11.5, 10.6)","(41.0, 65.0, 55.5)","(11.0, 17.5, 15.75)","(26.0, 36.0, 29.142857142857142)","(51.0, 60.0, 52.0)","(3.3, 5.1, 4.633333333333334)","(1.95, 2.4, 2.312727272727273)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:31.863158,"(7.0, 11.5, 10.6)","(41.0, 65.0, 55.5)","(11.0, 17.5, 15.75)","(26.0, 36.0, 29.142857142857142)","(51.0, 60.0, 45.333333333333336)","(3.3, 5.1, 4.68)","(1.95, 2.4, 2.3000000000000003)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:33.139524,"(7.0, 11.5, 10.6)","(41.0, 65.0, 53.5)","(11.0, 18.0, 15.5)","(26.0, 36.0, 29.142857142857142)","(51.0, 60.0, 42.25)","(3.3, 5.1, 4.68)","(1.95, 2.4, 2.3225000000000002)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:34.437068,"(7.0, 11.5, 11.0)","(41.0, 65.0, 53.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.142857142857142)","(51.0, 55.0, 44.0)","(3.3, 5.1, 4.68)","(1.95, 2.46, 2.39)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:35.605399,"(7.0, 11.5, 11.16)","(41.0, 65.0, 53.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.23076923076923)","(51.0, 50.0, 48.285714285714285)","(3.3, 5.1, 4.68)","(1.95, 2.44, 2.39)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:36.788542,"(7.0, 11.5, 10.9)","(41.0, 65.0, 53.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.23076923076923)","(51.0, 50.0, 52.0)","(3.3, 5.1, 4.68)","(1.95, 2.44, 2.39)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:38.021773,"(7.0, 11.5, 10.9)","(41.0, 65.0, 53.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.23076923076923)","(51.0, 60.0, 52.0)","(3.3, 5.1, 4.8375)","(1.95, 2.44, 2.39)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:39.106439,"(7.0, 11.5, 10.9)","(41.0, 65.0, 53.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.23076923076923)","(51.0, 60.0, 52.0)","(3.3, 5.1, 4.8375)","(1.95, 2.44, 2.39)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:40.415465,"(7.0, 11.5, 10.6)","(41.0, 65.0, 53.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.142857142857142)","(51.0, 60.0, 45.333333333333336)","(3.3, 5.1, 4.8375)","(1.95, 2.44, 2.39)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:41.761772,"(7.0, 11.5, 10.6)","(41.0, 65.0, 53.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.23076923076923)","(51.0, 60.0, 54.5)","(3.3, 5.1, 4.8375)","(1.95, 2.44, 2.39)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:43.109718,"(7.0, 12.0, 11.6)","(41.0, 65.0, 53.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.23076923076923)","(51.0, 60.0, 54.5)","(3.3, 5.1, 4.68)","(1.95, 2.44, 2.39)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:44.476036,"(7.0, 11.5, 11.046666666666667)","(41.0, 65.0, 53.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 29.23076923076923)","(51.0, 60.0, 54.5)","(3.3, 5.1, 4.68)","(1.95, 2.44, 2.39)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:45.801880,"(7.0, 11.5, 11.046666666666667)","(41.0, 65.0, 53.5)","(11.0, 18.5, 15.5)","(26.0, 36.0, 31.428571428571427)","(51.0, 60.0, 45.333333333333336)","(3.3, 5.1, 4.68)","(1.95, 2.44, 2.39)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:47.423343,"(7.0, 11.5, 10.65)","(41.0, 65.0, 61.18181818181819)","(11.0, 18.5, 15.5)","(26.0, 36.0, 28.666666666666668)","(51.0, 60.0, 51.2)","(3.3, 5.1, 4.68)","(1.95, 2.44, 2.3499999999999996)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:48.682249,"(7.0, 11.5, 11.5)","(41.0, 65.0, 61.18181818181819)","(11.0, 18.5, 15.5)","(26.0, 36.0, 30.823529411764707)","(51.0, 60.0, 52.0)","(3.3, 5.1, 4.425)","(1.95, 2.44, 2.3049999999999997)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:49.906279,"(7.0, 12.5, 11.5)","(41.0, 65.0, 61.18181818181819)","(11.0, 18.5, 15.5)","(26.0, 36.0, 28.666666666666668)","(51.0, 60.0, 53.333333333333336)","(3.3, 5.1, 4.766666666666667)","(1.95, 2.44, 2.3049999999999997)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:51.347000,"(7.0, 12.5, 11.5)","(41.0, 65.0, 61.18181818181819)","(11.0, 18.5, 15.5)","(26.0, 36.0, 28.666666666666668)","(51.0, 60.0, 53.333333333333336)","(3.3, 5.1, 4.766666666666667)","(1.95, 2.44, 2.3049999999999997)","(6.5, 9.2, 8.683720930232557)"
07-12-2022 19:03:52.802184,"(7.0, 12.5, 11.5)","(41.0, 65.0, 61.18181818181819)","(11.0, 18.5, 15.5)","(26.0, 36.0, 28.666666666666668)","(51.0, 60.0, 53.333333333333336)","(3.3, 5.1, 4.766666666666667)","(1.95, 2.44, 2.3049999999999997)","(6.5, 9.2, 7.438095238095238)"
07-12-2022 19:03:54.235706,"(7.0, 12.5, 11.5)","(41.0, 65.0, 61.18181818181819)","(11.0, 18.5, 15.5)","(26.0, 36.0, 28.666666666666668)","(51.0, 60.0, 54.85714285714286)","(3.3, 5.1, 4.766666666666667)","(1.95, 2.44, 2.4028571428571426)","(6.5, 9.2, 8.257142857142856)"
07-12-2022 19:03:55.636994,"(7.0, 12.5, 11.5)","(41.0, 65.0, 61.18181818181819)","(11.0, 18.5, 15.5)","(26.0, 36.0, 28.666666666666668)","(51.0, 60.0, 54.85714285714286)","(3.3, 5.1, 4.766666666666667)","(1.95, 2.46, 2.4028571428571426)","(6.5, 8.6, 7.9)"
07-12-2022 19:03:56.882443,"(7.0, 12.5, 11.5)","(41.0, 65.0, 61.18181818181819)","(11.0, 18.5, 15.5)","(26.0, 36.0, 28.666666666666668)","(51.0, 60.0, 54.85714285714286)","(3.3, 5.1, 4.625)","(1.95, 2.46, 2.3725)","(6.5, 8.6, 8.0)"
07-12-2022 19:03:58.115536,"(7.0, 12.5, 11.5)","(41.0, 65.0, 61.18181818181819)","(11.0, 18.5, 16.25)","(26.0, 36.0, 28.666666666666668)","(51.0, 60.0, 54.85714285714286)","(3.3, 5.0, 4.566666666666666)","(1.95, 2.46, 2.4176)","(6.5, 8.6, 8.044444444444444)"
07-12-2022 19:03:59.445550,"(7.0, 12.5, 11.607142857142858)","(41.0, 65.0, 61.18181818181819)","(11.0, 18.5, 16.25)","(26.0, 36.0, 32.36363636363636)","(51.0, 60.0, 57.09090909090909)","(3.3, 4.8, 4.672727272727273)","(1.95, 2.44, 2.277619047619048)","(6.5, 8.6, 8.036363636363635)"
07-12-2022 19:04:00.864397,"(7.0, 12.5, 12.222222222222221)","(41.0, 65.0, 61.22222222222222)","(11.0, 18.5, 16.25)","(26.0, 36.0, 32.36363636363636)","(51.0, 60.0, 56.44444444444444)","(3.3, 4.8, 4.507692307692308)","(1.95, 2.42, 2.2236363636363636)","(6.5, 8.2, 8.028571428571428)"
07-12-2022 19:04:02.284924,"(7.0, 12.5, 12.222222222222221)","(41.0, 65.0, 61.22222222222222)","(11.0, 18.5, 16.25)","(26.0, 36.0, 34.0)","(51.0, 60.0, 53.0)","(3.3, 4.7, 4.507692307692308)","(1.95, 2.34, 2.285)","(6.5, 8.2, 8.76)"
07-12-2022 19:04:03.598944,"(7.0, 12.5, 12.222222222222221)","(41.0, 65.0, 57.5)","(11.0, 18.5, 16.25)","(26.0, 36.0, 33.0)","(51.0, 60.0, 56.57142857142857)","(3.3, 4.7, 4.507692307692308)","(1.95, 2.32, 2.21304347826087)","(6.5, 9.0, 8.244444444444445)"
07-12-2022 19:04:04.812785,"(7.0, 12.5, 12.0)","(41.0, 65.0, 60.714285714285715)","(11.0, 18.5, 16.25)","(26.0, 36.0, 33.0)","(51.0, 60.0, 56.57142857142857)","(3.3, 4.7, 4.763636363636364)","(1.95, 2.3, 2.196296296296296)","(6.5, 8.8, 8.333333333333332)"
