,Chocolateicecream,Reach The Circle,Tashkent,Limbos Promise,Big Money Machine,Fra Mauro,Deanos Cape,Got Mojo
16-12-2022 13:24:47.854702,"(7.0, 8.8, 8.520000000000001)","(31.0, 95.0, 92.14285714285714)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 11.0, 10.657142857142857)","(8.0, 10.5, 9.8)","(11.0, 16.0, 15.842105263157894)","(31.0, 85.0, 71.33333333333333)"
16-12-2022 13:24:48.920527,"(7.0, 8.8, 8.520000000000001)","(31.0, 95.0, 92.14285714285714)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 11.0, 10.657142857142857)","(8.0, 10.5, 9.88888888888889)","(11.0, 16.0, 15.75)","(31.0, 85.0, 74.66666666666667)"
16-12-2022 13:24:49.947116,"(7.0, 8.8, 8.520000000000001)","(31.0, 120.0, 102.0)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.175)","(8.0, 10.5, 9.88888888888889)","(11.0, 16.0, 15.75)","(31.0, 90.0, 74.66666666666667)"
16-12-2022 13:24:51.085731,"(7.0, 8.8, 8.520000000000001)","(31.0, 120.0, 66.0)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.371428571428572)","(8.0, 10.5, 9.88888888888889)","(11.0, 16.0, 15.642857142857142)","(31.0, 90.0, 74.66666666666667)"
16-12-2022 13:24:52.223492,"(7.0, 8.8, 8.200000000000001)","(31.0, 110.0, 89.33333333333334)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.633333333333333)","(8.0, 10.5, 9.88888888888889)","(11.0, 16.0, 15.444444444444445)","(31.0, 90.0, 74.66666666666667)"
16-12-2022 13:24:53.340042,"(7.0, 8.8, 8.200000000000001)","(31.0, 110.0, 89.33333333333334)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.633333333333333)","(8.0, 10.5, 9.879999999999999)","(11.0, 16.0, 15.055555555555555)","(31.0, 90.0, 64.5)"
16-12-2022 13:24:54.418605,"(7.0, 8.6, 8.36)","(31.0, 110.0, 89.33333333333334)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.3)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.5, 15.055555555555555)","(31.0, 85.0, 64.5)"
16-12-2022 13:24:55.632103,"(7.0, 8.6, 8.36)","(31.0, 120.0, 96.0)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.0)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.5, 14.333333333333334)","(31.0, 85.0, 64.5)"
16-12-2022 13:24:56.653423,"(7.0, 8.4, 8.0)","(31.0, 120.0, 96.0)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.0)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.0, 14.166666666666666)","(31.0, 85.0, 64.5)"
16-12-2022 13:24:57.668683,"(7.0, 8.4, 8.0)","(31.0, 120.0, 96.0)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.0)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.0, 14.25)","(31.0, 85.0, 64.5)"
16-12-2022 13:24:58.729431,"(7.0, 8.4, 8.0)","(31.0, 120.0, 96.0)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.0)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.0, 14.25)","(31.0, 85.0, 64.5)"
16-12-2022 13:24:59.967964,"(7.0, 8.4, 8.0)","(31.0, 120.0, 96.0)","(1.6, 1.79, 1.779090909090909)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.0)","(8.0, 11.0, 10.28888888888889)","(11.0, 15.0, 13.333333333333334)","(31.0, 85.0, 74.66666666666667)"
16-12-2022 13:25:01.184610,"(7.0, 8.4, 8.0)","(31.0, 120.0, 96.0)","(1.6, 1.79, 1.778)","(21.0, 34.0, 31.75)","(7.0, 12.0, 11.0)","(8.0, 11.0, 10.28888888888889)","(11.0, 15.0, 13.333333333333334)","(31.0, 90.0, 54.2)"
16-12-2022 13:25:02.294021,"(7.0, 8.4, 8.0)","(31.0, 120.0, 96.0)","(1.6, 1.79, 1.7833333333333334)","(21.0, 34.0, 31.333333333333332)","(7.0, 12.0, 11.0)","(8.0, 11.0, 10.28888888888889)","(11.0, 15.0, 13.333333333333334)","(31.0, 95.0, 61.0)"
16-12-2022 13:25:03.329037,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 96.0)","(1.6, 1.79, 1.7783333333333333)","(21.0, 34.0, 31.333333333333332)","(7.0, 12.0, 11.0)","(8.0, 11.0, 10.2)","(11.0, 15.0, 13.846153846153847)","(31.0, 95.0, 59.66666666666667)"
16-12-2022 13:25:04.392152,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 96.0)","(1.6, 1.83, 1.8222222222222222)","(21.0, 34.0, 30.666666666666668)","(7.0, 12.0, 11.0)","(8.0, 11.0, 10.2)","(11.0, 15.0, 13.846153846153847)","(31.0, 95.0, 59.66666666666667)"
16-12-2022 13:25:05.448674,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 96.0)","(1.6, 1.84, 1.8378571428571429)","(21.0, 34.0, 30.666666666666668)","(7.0, 12.0, 11.0)","(8.0, 11.0, 10.28888888888889)","(11.0, 15.0, 13.333333333333334)","(31.0, 95.0, 67.0)"
16-12-2022 13:25:06.529125,"(7.0, 8.4, 8.133333333333333)","(31.0, 130.0, 75.33333333333333)","(1.6, 1.84, 1.8362500000000002)","(21.0, 34.0, 31.0)","(7.0, 12.0, 11.0)","(8.0, 11.0, 10.28888888888889)","(11.0, 15.0, 13.333333333333334)","(31.0, 90.0, 67.0)"
16-12-2022 13:25:07.659573,"(7.0, 8.4, 8.133333333333333)","(31.0, 130.0, 89.0)","(1.6, 1.84, 1.8362500000000002)","(21.0, 34.0, 31.0)","(7.0, 12.0, 11.0)","(8.0, 11.0, 9.933333333333334)","(11.0, 15.0, 13.333333333333334)","(31.0, 90.0, 67.0)"
16-12-2022 13:25:08.894871,"(7.0, 8.4, 8.133333333333333)","(31.0, 130.0, 66.0)","(1.6, 1.84, 1.8362500000000002)","(21.0, 34.0, 31.0)","(7.0, 12.0, 11.0)","(8.0, 11.0, 9.933333333333334)","(11.0, 15.0, 13.333333333333334)","(31.0, 90.0, 67.0)"
16-12-2022 13:25:10.044900,"(7.0, 8.4, 8.133333333333333)","(31.0, 130.0, 66.0)","(1.6, 1.84, 1.8362500000000002)","(21.0, 34.0, 31.0)","(7.0, 12.0, 11.0)","(8.0, 11.0, 9.933333333333334)","(11.0, 15.0, 13.333333333333334)","(31.0, 90.0, 67.0)"
16-12-2022 13:25:11.100508,"(7.0, 8.4, 8.133333333333333)","(31.0, 130.0, 75.33333333333333)","(1.6, 1.84, 1.8362500000000002)","(21.0, 34.0, 31.0)","(7.0, 12.0, 10.0)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.0, 13.333333333333334)","(31.0, 90.0, 68.0)"
16-12-2022 13:25:12.170171,"(7.0, 8.4, 8.133333333333333)","(31.0, 130.0, 93.55555555555556)","(1.6, 1.84, 1.8362500000000002)","(21.0, 34.0, 31.333333333333332)","(7.0, 10.0, 11.266666666666667)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.0, 13.333333333333334)","(31.0, 90.0, 63.5)"
16-12-2022 13:25:13.287907,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 73.33333333333333)","(1.6, 1.84, 1.839268292682927)","(21.0, 34.0, 31.0)","(7.0, 12.0, 11.266666666666667)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.0, 13.333333333333334)","(31.0, 85.0, 63.5)"
16-12-2022 13:25:14.328145,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 73.33333333333333)","(1.6, 1.84, 1.839268292682927)","(21.0, 34.0, 31.333333333333332)","(7.0, 12.0, 11.266666666666667)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.0, 13.333333333333334)","(31.0, 85.0, 63.5)"
16-12-2022 13:25:15.445430,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 84.0)","(1.6, 1.84, 1.839268292682927)","(21.0, 34.0, 31.333333333333332)","(7.0, 12.0, 11.266666666666667)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.0, 13.333333333333334)","(31.0, 85.0, 70.66666666666667)"
16-12-2022 13:25:16.536949,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 84.0)","(1.6, 1.84, 1.8385714285714287)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.78)","(8.0, 11.0, 9.879999999999999)","(11.0, 15.0, 13.333333333333334)","(31.0, 85.0, 64.5)"
16-12-2022 13:25:17.896341,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 67.5)","(1.6, 1.84, 1.83925)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.666666666666666)","(8.0, 11.0, 10.085714285714285)","(11.0, 15.0, 13.333333333333334)","(31.0, 85.0, 64.5)"
16-12-2022 13:25:19.052396,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 67.5)","(1.6, 1.84, 1.83925)","(21.0, 34.0, 33.0)","(7.0, 12.0, 11.625)","(8.0, 11.0, 10.28)","(11.0, 15.0, 13.333333333333334)","(31.0, 85.0, 64.5)"
16-12-2022 13:25:20.326420,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 67.5)","(1.6, 1.84, 1.839268292682927)","(21.0, 34.0, 33.0)","(7.0, 12.0, 12.75)","(8.0, 11.0, 9.971428571428572)","(11.0, 15.0, 13.333333333333334)","(31.0, 85.0, 63.5)"
16-12-2022 13:25:21.517090,"(7.0, 8.4, 8.133333333333333)","(31.0, 120.0, 84.0)","(1.6, 1.84, 1.839268292682927)","(21.0, 34.0, 33.0)","(7.0, 15.0, 13.5)","(8.0, 11.0, 9.72)","(11.0, 15.0, 13.7)","(31.0, 85.0, 62.0)"
16-12-2022 13:25:22.747881,"(7.0, 8.8, 8.4)","(31.0, 120.0, 84.0)","(1.6, 1.84, 1.839268292682927)","(21.0, 34.0, 33.0)","(7.0, 14.0, 12.6)","(8.0, 11.0, 9.72)","(11.0, 14.5, 13.5)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:24.074630,"(7.0, 8.6, 8.266666666666666)","(31.0, 120.0, 84.0)","(1.65, 1.84, 1.8391428571428572)","(21.0, 34.0, 33.0)","(7.5, 14.0, 12.9)","(8.0, 11.0, 9.5)","(10.0, 14.5, 13.5)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:25.320251,"(7.0, 8.6, 8.266666666666666)","(31.0, 120.0, 84.0)","(1.65, 1.84, 1.8375000000000001)","(21.0, 34.0, 33.6)","(7.5, 14.5, 13.533333333333333)","(8.0, 9.6, 9.5)","(10.0, 14.5, 13.5)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:26.515496,"(7.0, 8.6, 8.418181818181818)","(31.0, 120.0, 84.0)","(1.65, 1.84, 1.8375000000000001)","(21.0, 34.0, 33.6)","(7.5, 14.0, 13.621621621621621)","(8.0, 9.6, 9.5)","(10.0, 14.5, 13.1)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:27.596564,"(7.0, 8.6, 8.418181818181818)","(31.0, 120.0, 84.0)","(1.65, 1.84, 1.8375000000000001)","(21.0, 34.0, 32.25)","(7.5, 14.0, 13.147058823529413)","(8.0, 9.6, 9.5)","(10.0, 14.5, 13.1)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:28.634068,"(7.0, 8.6, 8.418181818181818)","(31.0, 120.0, 84.0)","(1.65, 1.84, 1.83)","(21.0, 34.0, 32.25)","(7.5, 13.5, 11.833333333333334)","(8.0, 9.6, 9.714285714285715)","(10.0, 14.5, 13.1)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:29.665486,"(7.0, 8.8, 8.581818181818182)","(31.0, 120.0, 84.0)","(1.65, 1.84, 1.83)","(21.0, 34.0, 32.25)","(7.5, 13.5, 11.833333333333334)","(8.0, 10.5, 9.714285714285715)","(10.0, 14.5, 13.1)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:30.732792,"(7.0, 8.8, 8.581818181818182)","(31.0, 120.0, 84.0)","(1.65, 1.84, 1.83)","(21.0, 34.0, 32.25)","(7.5, 13.5, 12.4)","(8.0, 10.5, 9.714285714285715)","(10.0, 14.5, 13.1)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:31.778848,"(7.0, 8.8, 8.533333333333333)","(31.0, 120.0, 72.0)","(1.65, 1.84, 1.83)","(21.0, 34.0, 33.55555555555556)","(7.5, 14.5, 12.2)","(8.0, 10.5, 9.714285714285715)","(10.0, 14.5, 13.1)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:32.844052,"(7.0, 8.8, 8.533333333333333)","(31.0, 120.0, 72.0)","(1.65, 1.84, 1.83)","(21.0, 34.0, 33.125)","(7.5, 14.0, 12.333333333333334)","(8.0, 10.5, 9.714285714285715)","(10.0, 14.5, 13.1)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:33.909855,"(7.0, 8.8, 8.533333333333333)","(31.0, 120.0, 72.0)","(1.65, 1.85, 1.838)","(21.0, 34.0, 33.125)","(7.5, 13.0, 12.333333333333334)","(8.0, 10.5, 9.714285714285715)","(10.0, 14.5, 13.1)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:35.052943,"(7.0, 8.8, 8.533333333333333)","(31.0, 120.0, 72.0)","(1.65, 1.85, 1.822)","(21.0, 34.0, 33.63157894736842)","(7.5, 13.0, 12.846153846153847)","(8.0, 10.5, 9.571428571428571)","(10.0, 14.5, 13.1)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:36.447835,"(7.0, 8.6, 8.377777777777776)","(31.0, 120.0, 72.0)","(1.65, 1.85, 1.82)","(21.0, 34.0, 33.63157894736842)","(7.5, 13.0, 12.666666666666666)","(8.0, 10.0, 9.571428571428571)","(10.0, 14.5, 13.1)","(31.0, 80.0, 62.0)"
16-12-2022 13:25:38.132103,"(7.0, 8.4, 8.10909090909091)","(31.0, 120.0, 72.0)","(1.65, 1.85, 1.8323529411764707)","(21.0, 34.0, 33.63157894736842)","(7.5, 13.0, 12.666666666666666)","(8.0, 10.0, 9.571428571428571)","(10.0, 14.5, 13.1)","(31.0, 80.0, 61.0)"
16-12-2022 13:25:39.282087,"(7.0, 8.4, 8.10909090909091)","(31.0, 120.0, 72.0)","(1.65, 1.85, 1.849175257731959)","(21.0, 34.0, 33.0)","(7.5, 13.0, 12.666666666666666)","(8.0, 10.0, 9.789473684210526)","(10.0, 14.5, 13.75)","(31.0, 95.0, 70.55555555555556)"
16-12-2022 13:25:40.393901,"(7.0, 8.4, 7.76)","(31.0, 120.0, 95.0)","(1.65, 1.83, 1.8288235294117647)","(21.0, 34.0, 33.0)","(7.5, 13.0, 12.666666666666666)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 13.75)","(31.0, 95.0, 70.55555555555556)"
16-12-2022 13:25:41.563550,"(7.0, 8.4, 7.76)","(31.0, 120.0, 95.0)","(1.65, 1.84, 1.8392079207920793)","(21.0, 34.0, 33.25)","(7.5, 13.0, 12.666666666666666)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 13.75)","(31.0, 95.0, 75.71428571428572)"
16-12-2022 13:25:43.028605,"(7.0, 8.4, 7.76)","(31.0, 120.0, 95.0)","(1.65, 1.84, 1.8350442477876108)","(21.0, 34.0, 33.25)","(7.5, 13.0, 12.666666666666666)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 13.75)","(31.0, 90.0, 75.71428571428572)"
16-12-2022 13:25:44.333014,"(7.0, 8.4, 7.76)","(31.0, 120.0, 95.0)","(1.65, 1.84, 1.8350442477876108)","(21.0, 34.0, 33.25)","(7.5, 13.0, 12.818181818181818)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 13.75)","(31.0, 90.0, 75.71428571428572)"
16-12-2022 13:25:45.516730,"(7.0, 8.4, 7.76)","(31.0, 120.0, 95.0)","(1.65, 1.84, 1.819342105263158)","(21.0, 34.0, 33.72727272727273)","(7.5, 15.0, 13.1)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 13.75)","(31.0, 90.0, 75.71428571428572)"
16-12-2022 13:25:46.606468,"(7.0, 8.4, 7.76)","(31.0, 120.0, 95.0)","(1.65, 1.83, 1.819342105263158)","(21.0, 34.0, 33.72727272727273)","(7.5, 14.5, 13.25)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 13.75)","(31.0, 90.0, 64.5)"
16-12-2022 13:25:47.945377,"(7.0, 8.4, 7.714285714285714)","(31.0, 120.0, 95.0)","(1.65, 1.83, 1.8171264367816093)","(21.0, 34.0, 32.333333333333336)","(7.5, 14.0, 12.90909090909091)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 13.875)","(31.0, 85.0, 64.5)"
16-12-2022 13:25:49.136212,"(7.0, 8.4, 7.714285714285714)","(31.0, 120.0, 95.0)","(1.65, 1.83, 1.817022900763359)","(21.0, 34.0, 32.333333333333336)","(7.5, 14.5, 13.1)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 13.875)","(31.0, 85.0, 64.5)"
16-12-2022 13:25:50.467897,"(7.0, 8.4, 7.714285714285714)","(31.0, 120.0, 95.0)","(1.65, 1.82, 1.8181333333333334)","(21.0, 34.0, 32.333333333333336)","(7.5, 14.5, 13.722222222222221)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 14.3125)","(31.0, 85.0, 64.5)"
16-12-2022 13:25:51.959563,"(7.0, 8.4, 7.714285714285714)","(31.0, 120.0, 95.0)","(1.65, 1.82, 1.8099056603773584)","(21.0, 34.0, 32.333333333333336)","(7.5, 14.5, 13.722222222222221)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 14.3125)","(31.0, 85.0, 64.5)"
16-12-2022 13:25:53.460105,"(7.0, 8.4, 7.714285714285714)","(31.0, 120.0, 95.0)","(1.65, 1.81, 1.8099056603773584)","(21.0, 34.0, 32.333333333333336)","(7.5, 14.5, 13.227272727272727)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 14.3125)","(31.0, 85.0, 64.5)"
16-12-2022 13:25:54.700535,"(7.0, 8.4, 7.714285714285714)","(31.0, 120.0, 95.0)","(1.65, 1.81, 1.809906103286385)","(21.0, 34.0, 32.333333333333336)","(7.5, 14.5, 12.333333333333334)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 14.3125)","(31.0, 85.0, 64.5)"
16-12-2022 13:25:55.905469,"(7.0, 8.4, 7.714285714285714)","(31.0, 120.0, 95.0)","(1.65, 1.81, 1.8165573770491803)","(21.0, 34.0, 33.375)","(7.5, 12.5, 12.446428571428571)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 14.3125)","(31.0, 85.0, 64.5)"
16-12-2022 13:25:57.162536,"(7.0, 8.4, 7.714285714285714)","(31.0, 120.0, 95.0)","(1.65, 1.82, 1.8066666666666666)","(21.0, 34.0, 33.166666666666664)","(7.5, 12.5, 12.446428571428571)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.5, 13.777777777777779)","(31.0, 85.0, 75.71428571428572)"
16-12-2022 13:25:58.255994,"(7.0, 8.4, 7.866666666666666)","(31.0, 120.0, 95.0)","(1.65, 1.81, 1.8066666666666666)","(21.0, 34.0, 33.166666666666664)","(7.5, 12.5, 12.446428571428571)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.0, 13.571428571428571)","(31.0, 90.0, 63.5)"
16-12-2022 13:25:59.404881,"(7.0, 8.4, 7.866666666666666)","(31.0, 120.0, 76.66666666666667)","(1.65, 1.81, 1.8023529411764707)","(21.0, 34.0, 33.166666666666664)","(7.5, 12.5, 12.446428571428571)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.0, 13.5)","(31.0, 85.0, 63.5)"
16-12-2022 13:26:00.586184,"(7.0, 8.4, 7.866666666666666)","(31.0, 120.0, 84.0)","(1.65, 1.82, 1.8023529411764707)","(21.0, 34.0, 33.166666666666664)","(7.5, 12.5, 12.446428571428571)","(8.0, 10.0, 9.818181818181818)","(10.0, 14.0, 13.5)","(31.0, 85.0, 63.5)"
16-12-2022 13:26:01.761059,"(7.0, 8.4, 7.866666666666666)","(31.0, 120.0, 84.0)","(1.65, 1.82, 1.8023529411764707)","(21.0, 34.0, 33.166666666666664)","(7.5, 12.5, 12.446428571428571)","(8.0, 10.0, 9.703703703703704)","(10.0, 14.0, 13.428571428571429)","(31.0, 85.0, 63.5)"
16-12-2022 13:26:02.994147,"(7.0, 8.2, 8.142857142857142)","(31.0, 120.0, 88.66666666666666)","(1.65, 1.81, 1.80375)","(21.0, 32.0, 31.5)","(7.5, 12.5, 12.455882352941178)","(8.0, 10.0, 9.625)","(10.0, 14.0, 13.5)","(31.0, 85.0, 67.33333333333333)"
16-12-2022 13:26:04.099823,"(7.0, 8.2, 8.142857142857142)","(31.0, 110.0, 88.66666666666666)","(1.65, 1.81, 1.80375)","(21.0, 32.0, 31.5)","(7.5, 12.5, 12.2375)","(8.0, 10.0, 9.625)","(10.0, 14.0, 13.75)","(31.0, 80.0, 71.0)"
16-12-2022 13:26:05.289818,"(7.0, 8.2, 7.895238095238095)","(31.0, 110.0, 88.66666666666666)","(1.65, 1.81, 1.80375)","(21.0, 32.0, 31.0)","(7.5, 12.5, 12.0625)","(8.0, 10.0, 9.76923076923077)","(10.0, 14.0, 13.571428571428571)","(31.0, 80.0, 63.0)"
16-12-2022 13:26:06.466768,"(7.0, 8.2, 7.895238095238095)","(31.0, 110.0, 88.66666666666666)","(1.65, 1.81, 1.8054545454545454)","(21.0, 32.0, 29.75)","(7.5, 12.5, 12.159090909090908)","(8.0, 10.0, 9.8)","(10.0, 14.0, 13.571428571428571)","(31.0, 80.0, 63.0)"
16-12-2022 13:26:07.588485,"(7.0, 8.2, 7.895238095238095)","(31.0, 110.0, 89.33333333333334)","(1.65, 1.81, 1.8054545454545454)","(21.0, 32.0, 29.75)","(7.5, 12.5, 12.159090909090908)","(8.0, 10.0, 9.8)","(10.0, 14.0, 13.214285714285714)","(31.0, 80.0, 63.0)"
16-12-2022 13:26:08.676160,"(7.0, 8.2, 7.895238095238095)","(31.0, 110.0, 89.33333333333334)","(1.65, 1.81, 1.808913043478261)","(21.0, 32.0, 29.75)","(7.5, 12.5, 12.159090909090908)","(8.0, 10.0, 9.8)","(10.0, 13.5, 13.214285714285714)","(31.0, 80.0, 63.0)"
16-12-2022 13:26:09.771465,"(7.0, 8.2, 7.895238095238095)","(31.0, 110.0, 99.66666666666667)","(1.65, 1.81, 1.808913043478261)","(21.0, 32.0, 29.75)","(7.5, 12.5, 12.108695652173914)","(8.0, 10.0, 9.76923076923077)","(10.0, 13.5, 13.214285714285714)","(31.0, 80.0, 63.0)"
16-12-2022 13:26:10.872669,"(7.0, 8.2, 7.786206896551724)","(31.0, 110.0, 80.0)","(1.65, 1.81, 1.808913043478261)","(21.0, 32.0, 29.75)","(7.5, 12.0, 11.73913043478261)","(8.0, 10.0, 9.76923076923077)","(10.0, 13.5, 13.214285714285714)","(31.0, 80.0, 63.0)"
16-12-2022 13:26:12.005689,"(7.0, 8.2, 7.771428571428571)","(31.0, 110.0, 80.0)","(1.65, 1.82, 1.8042857142857143)","(21.0, 32.0, 29.0)","(7.5, 12.0, 11.586206896551724)","(8.0, 10.0, 9.76923076923077)","(10.0, 13.5, 13.214285714285714)","(31.0, 80.0, 63.0)"
16-12-2022 13:26:13.021978,"(7.0, 8.2, 7.836363636363636)","(31.0, 110.0, 95.0)","(1.65, 1.82, 1.813939393939394)","(21.0, 32.0, 29.0)","(7.5, 12.0, 11.625)","(8.0, 10.0, 9.823529411764707)","(10.0, 13.5, 13.366666666666667)","(31.0, 80.0, 63.0)"
16-12-2022 13:26:14.074833,"(7.0, 8.0, 7.918181818181818)","(31.0, 110.0, 80.0)","(1.65, 1.82, 1.813409090909091)","(21.0, 32.0, 29.0)","(7.5, 12.0, 11.625)","(8.0, 10.0, 9.823529411764707)","(10.0, 13.5, 13.366666666666667)","(31.0, 80.0, 63.0)"
16-12-2022 13:26:15.111687,"(7.0, 8.0, 7.918181818181818)","(31.0, 110.0, 80.0)","(1.65, 1.82, 1.813409090909091)","(21.0, 32.0, 29.333333333333332)","(7.5, 12.0, 11.625)","(8.0, 10.0, 9.823529411764707)","(10.0, 13.5, 13.366666666666667)","(31.0, 80.0, 63.0)"
16-12-2022 13:26:16.153795,"(7.0, 8.0, 7.807142857142857)","(31.0, 110.0, 80.0)","(1.65, 1.81, 1.809433962264151)","(21.0, 32.0, 30.0)","(7.5, 12.0, 11.476190476190476)","(8.0, 10.0, 9.823529411764707)","(10.0, 13.5, 13.40909090909091)","(31.0, 80.0, 68.66666666666667)"
16-12-2022 13:26:17.310681,"(7.0, 8.0, 7.813793103448276)","(31.0, 110.0, 80.0)","(1.65, 1.81, 1.809245283018868)","(21.0, 32.0, 31.333333333333332)","(7.5, 11.5, 11.178947368421053)","(8.0, 10.0, 9.9)","(10.0, 13.5, 13.863636363636363)","(31.0, 80.0, 68.66666666666667)"
16-12-2022 13:26:18.346146,"(7.0, 8.2, 7.8769230769230765)","(31.0, 110.0, 80.0)","(1.65, 1.83, 1.808684210526316)","(21.0, 34.0, 31.333333333333332)","(7.5, 12.0, 11.178947368421053)","(8.0, 10.0, 9.9)","(10.0, 14.0, 13.40909090909091)","(31.0, 80.0, 64.0)"
16-12-2022 13:26:19.454105,"(7.0, 8.2, 7.919999999999999)","(31.0, 110.0, 90.0)","(1.65, 1.83, 1.8069473684210526)","(21.0, 34.0, 31.333333333333332)","(7.5, 11.5, 10.63076923076923)","(8.0, 10.5, 10.235294117647058)","(10.0, 13.5, 13.40909090909091)","(31.0, 80.0, 64.0)"
16-12-2022 13:26:20.879478,"(7.0, 8.2, 8.009090909090908)","(31.0, 110.0, 90.0)","(1.65, 1.83, 1.808684210526316)","(21.0, 34.0, 31.333333333333332)","(7.5, 11.0, 10.295652173913043)","(8.0, 10.5, 10.05)","(10.0, 13.5, 13.40909090909091)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 13:26:22.308550,"(7.0, 8.2, 8.009090909090908)","(31.0, 110.0, 90.0)","(1.65, 1.83, 1.8011842105263158)","(21.0, 34.0, 31.333333333333332)","(7.5, 11.0, 10.295652173913043)","(8.0, 10.5, 10.033333333333333)","(10.0, 13.5, 13.40909090909091)","(31.0, 80.0, 69.33333333333333)"
16-12-2022 13:26:23.694124,"(7.0, 8.2, 8.009090909090908)","(31.0, 110.0, 91.66666666666666)","(1.65, 1.83, 1.8011688311688312)","(21.0, 34.0, 31.333333333333332)","(7.5, 11.0, 9.714285714285715)","(8.0, 10.5, 10.033333333333333)","(10.0, 13.5, 13.40909090909091)","(31.0, 80.0, 64.0)"
16-12-2022 13:26:25.098964,"(7.0, 8.2, 8.009090909090908)","(31.0, 110.0, 85.0)","(1.65, 1.83, 1.8011688311688312)","(21.0, 34.0, 31.333333333333332)","(7.5, 10.5, 9.675)","(8.0, 10.5, 10.033333333333333)","(10.0, 13.5, 13.40909090909091)","(31.0, 80.0, 64.0)"
