,Hampton Bay,Noztrabeel,Olympic Honour,Poet Warrior,Rustic Charm,American Jewel,Cashmore,Just For Curiosity,Prewingo,Fairy Fling,Gaynik,Smashing Hit,Waning Weasel,Hathaway
14-12-2022 18:48:38.553570,"(16.0, 23.0, 21.363636363636363)","(5.0, 6.2, 6.0514018691588785)","(5.5, 7.2, 6.836842105263158)","(17.0, 28.0, 25.5)","(8.5, 13.0, 11.73076923076923)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 67.14285714285714)","(6.0, 6.4, 6.204166666666667)","(5.0, 7.0, 6.65)","(21.0, 32.0, 31.5)","(26.0, 40.0, 39.68421052631579)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:40.206422,"(16.0, 23.0, 21.363636363636363)","(5.0, 6.2, 6.0514018691588785)","(5.5, 7.2, 6.836842105263158)","(17.0, 28.0, 25.5)","(8.5, 13.0, 11.73076923076923)","(10.0, 12.0, 11.378181818181819)","(31.0, 80.0, 67.14285714285714)","(6.0, 6.4, 6.204166666666667)","(5.0, 7.0, 6.65)","(21.0, 32.0, 31.2)","(26.0, 40.0, 39.68421052631579)","(31.0, 55.0, 46.333333333333336)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:41.866995,"(16.0, 23.0, 21.363636363636363)","(5.0, 6.2, 6.0514018691588785)","(5.5, 7.2, 6.925423728813559)","(17.0, 28.0, 25.5)","(8.5, 13.0, 11.73076923076923)","(10.0, 12.0, 11.375912408759124)","(31.0, 80.0, 67.14285714285714)","(6.0, 6.4, 6.070056497175141)","(5.0, 7.0, 6.65)","(21.0, 36.0, 31.2)","(26.0, 40.0, 39.75)","(31.0, 55.0, 46.333333333333336)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:43.495863,"(16.0, 23.0, 20.423076923076923)","(5.0, 6.2, 6.029452054794521)","(5.5, 7.2, 6.91578947368421)","(17.0, 28.0, 25.285714285714285)","(8.5, 13.0, 11.697368421052632)","(10.0, 12.0, 11.380434782608695)","(31.0, 80.0, 67.14285714285714)","(6.0, 6.4, 6.051612903225807)","(5.0, 7.0, 6.710344827586207)","(21.0, 36.0, 31.2)","(26.0, 40.0, 39.76)","(31.0, 55.0, 46.333333333333336)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.428571428571427)"
14-12-2022 18:48:45.093952,"(16.0, 21.0, 20.423076923076923)","(5.0, 6.2, 6.029452054794521)","(5.5, 7.2, 7.213333333333334)","(17.0, 29.0, 25.285714285714285)","(8.5, 13.0, 11.857142857142858)","(10.0, 12.0, 11.380434782608695)","(31.0, 80.0, 67.14285714285714)","(6.0, 6.2, 6.143859649122807)","(5.0, 7.0, 6.710344827586207)","(21.0, 36.0, 32.4)","(26.0, 40.0, 39.76)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.428571428571427)"
14-12-2022 18:48:46.681398,"(16.0, 21.0, 20.210526315789473)","(5.0, 6.2, 6.029452054794521)","(5.5, 7.4, 7.236363636363636)","(17.0, 29.0, 25.285714285714285)","(8.5, 12.5, 11.857142857142858)","(10.0, 12.0, 11.243362831858407)","(31.0, 80.0, 67.14285714285714)","(6.0, 6.2, 6.143859649122807)","(5.0, 7.0, 6.710344827586207)","(21.0, 34.0, 32.4)","(26.0, 40.0, 39.76)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.428571428571427)"
14-12-2022 18:48:48.237823,"(16.0, 21.0, 20.210526315789473)","(5.0, 6.2, 6.029452054794521)","(5.5, 7.4, 7.275)","(17.0, 29.0, 25.285714285714285)","(8.5, 12.5, 11.857142857142858)","(10.0, 12.0, 11.243362831858407)","(31.0, 80.0, 66.0)","(6.0, 6.2, 6.089617486338798)","(5.0, 7.0, 6.710344827586207)","(21.0, 34.0, 32.4)","(26.0, 40.0, 39.76)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.428571428571427)"
14-12-2022 18:48:49.902442,"(16.0, 21.0, 19.933333333333334)","(5.0, 6.2, 6.023404255319149)","(5.5, 7.4, 7.275)","(17.0, 29.0, 25.285714285714285)","(8.5, 12.5, 12.3)","(10.0, 12.0, 11.262931034482758)","(31.0, 80.0, 72.22222222222223)","(6.0, 6.4, 6.221383647798742)","(5.0, 7.0, 6.710344827586207)","(21.0, 34.0, 32.4)","(26.0, 40.0, 39.76)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.428571428571427)"
14-12-2022 18:48:51.497199,"(16.0, 21.0, 19.583333333333332)","(5.0, 6.2, 6.006976744186047)","(5.5, 7.4, 7.177777777777778)","(17.0, 29.0, 25.285714285714285)","(8.5, 12.5, 12.318181818181818)","(10.0, 12.0, 11.13)","(31.0, 75.0, 60.0)","(6.0, 6.4, 6.224691358024692)","(5.0, 7.0, 6.7375)","(21.0, 34.0, 31.333333333333332)","(26.0, 40.0, 39.76)","(31.0, 55.0, 46.333333333333336)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.5)"
14-12-2022 18:48:53.112870,"(16.0, 21.0, 19.57894736842105)","(5.0, 6.2, 5.922115384615385)","(5.5, 7.4, 7.16)","(17.0, 29.0, 25.285714285714285)","(8.5, 12.5, 12.318181818181818)","(10.0, 12.0, 11.13)","(31.0, 70.0, 60.0)","(6.0, 6.4, 6.224691358024692)","(5.0, 7.0, 6.7375)","(21.0, 32.0, 31.333333333333332)","(26.0, 40.0, 40.0)","(31.0, 55.0, 45.833333333333336)","(101.0, 500.0, 453.3333333333333)","(19.0, 25.0, 23.228571428571428)"
14-12-2022 18:48:54.669484,"(16.0, 21.0, 19.57894736842105)","(5.0, 6.0, 5.8968750000000005)","(5.5, 7.4, 7.15)","(17.0, 29.0, 25.444444444444443)","(8.5, 12.5, 12.318181818181818)","(10.0, 12.0, 11.107692307692307)","(31.0, 70.0, 56.666666666666664)","(6.0, 6.4, 6.224691358024692)","(5.0, 7.0, 6.914285714285715)","(21.0, 32.0, 31.333333333333332)","(26.0, 42.0, 40.0)","(31.0, 65.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 25.0, 23.228571428571428)"
14-12-2022 18:48:56.353625,"(16.0, 21.0, 19.5)","(5.0, 5.9, 5.8968750000000005)","(5.5, 7.4, 7.15)","(17.0, 29.0, 25.444444444444443)","(8.5, 12.5, 12.318181818181818)","(10.0, 12.0, 11.107692307692307)","(31.0, 70.0, 56.666666666666664)","(6.0, 6.4, 6.224691358024692)","(5.0, 7.0, 6.914285714285715)","(21.0, 32.0, 31.333333333333332)","(26.0, 42.0, 41.69230769230769)","(31.0, 65.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 25.0, 23.228571428571428)"
14-12-2022 18:48:57.953845,"(16.0, 21.0, 19.5)","(5.0, 5.9, 5.896078431372549)","(5.5, 7.4, 7.521739130434782)","(17.0, 29.0, 25.444444444444443)","(8.5, 12.5, 12.318181818181818)","(10.0, 12.0, 11.107692307692307)","(31.0, 70.0, 55.0)","(6.0, 6.4, 6.224691358024692)","(5.0, 7.0, 6.748387096774193)","(21.0, 32.0, 34.8)","(26.0, 42.0, 40.25)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 25.0, 23.228571428571428)"
14-12-2022 18:48:59.535418,"(16.0, 21.0, 19.5)","(5.0, 5.9, 5.896078431372549)","(5.5, 7.6, 7.42)","(17.0, 29.0, 25.444444444444443)","(8.5, 12.5, 12.318181818181818)","(10.0, 12.0, 11.177914110429448)","(31.0, 65.0, 55.0)","(6.0, 6.4, 6.224691358024692)","(5.0, 7.0, 6.688000000000001)","(21.0, 36.0, 34.8)","(26.0, 42.0, 37.333333333333336)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 25.0, 23.228571428571428)"
14-12-2022 18:49:01.138378,"(16.0, 21.0, 19.5)","(5.0, 5.9, 5.896078431372549)","(5.5, 7.6, 7.4)","(17.0, 29.0, 25.444444444444443)","(8.5, 12.5, 12.020408163265307)","(10.0, 12.0, 11.177914110429448)","(31.0, 65.0, 55.0)","(6.0, 6.4, 6.224691358024692)","(5.0, 7.0, 6.68)","(21.0, 36.0, 34.8)","(26.0, 42.0, 37.333333333333336)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 25.0, 23.228571428571428)"
14-12-2022 18:49:02.759105,"(16.0, 21.0, 19.5)","(5.0, 5.9, 5.896078431372549)","(5.5, 7.8, 7.4)","(17.0, 29.0, 25.444444444444443)","(8.5, 13.0, 12.020408163265307)","(10.0, 12.0, 11.177914110429448)","(31.0, 65.0, 55.0)","(6.0, 6.4, 6.2046875)","(5.0, 6.8, 6.68)","(21.0, 36.0, 34.8)","(26.0, 42.0, 40.25)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 25.0, 23.228571428571428)"
14-12-2022 18:49:04.346928,"(16.0, 21.0, 19.5)","(5.0, 5.9, 5.896078431372549)","(5.5, 7.8, 7.555555555555555)","(17.0, 29.0, 25.444444444444443)","(8.5, 13.0, 12.020408163265307)","(10.0, 12.0, 11.177914110429448)","(31.0, 65.0, 53.333333333333336)","(6.0, 6.4, 6.2046875)","(5.0, 6.8, 6.780645161290322)","(21.0, 36.0, 31.125)","(26.0, 42.0, 40.25)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 25.0, 23.153846153846153)"
14-12-2022 18:49:05.976173,"(16.0, 21.0, 19.5)","(5.0, 5.9, 5.896078431372549)","(5.5, 7.6, 7.782278481012658)","(18.0, 29.0, 25.444444444444443)","(9.0, 13.0, 11.947368421052632)","(10.0, 12.0, 11.177914110429448)","(31.0, 60.0, 53.333333333333336)","(6.0, 6.4, 6.2046875)","(5.0, 6.8, 6.873170731707317)","(21.0, 34.0, 30.82758620689655)","(26.0, 42.0, 37.333333333333336)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:07.561930,"(16.0, 21.0, 19.5)","(5.0, 5.9, 5.868115942028986)","(5.5, 7.8, 7.782278481012658)","(18.0, 29.0, 26.09090909090909)","(9.0, 13.0, 11.947368421052632)","(10.0, 12.0, 11.177914110429448)","(31.0, 60.0, 53.333333333333336)","(6.0, 6.4, 6.2046875)","(5.0, 7.0, 6.793103448275862)","(21.0, 34.0, 30.82758620689655)","(26.0, 42.0, 38.0)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:09.125682,"(16.0, 21.0, 19.5)","(5.0, 5.9, 5.868115942028986)","(5.5, 7.8, 7.688)","(18.0, 29.0, 26.09090909090909)","(9.0, 13.0, 11.947368421052632)","(10.0, 12.0, 11.177914110429448)","(31.0, 60.0, 49.333333333333336)","(6.0, 6.4, 6.2046875)","(5.0, 6.8, 6.793103448275862)","(21.0, 34.0, 31.5)","(26.0, 40.0, 38.0)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:10.717728,"(16.0, 21.0, 19.5)","(5.0, 5.9, 5.870149253731343)","(5.5, 7.8, 7.688)","(18.0, 29.0, 26.09090909090909)","(9.0, 13.0, 11.75)","(10.0, 12.0, 11.710583153347732)","(31.0, 60.0, 54.5)","(6.0, 6.4, 6.222695035460993)","(5.0, 6.8, 6.793103448275862)","(21.0, 32.0, 32.6875)","(26.0, 40.0, 39.529411764705884)","(31.0, 60.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:12.399844,"(16.0, 21.0, 19.105263157894736)","(5.0, 6.0, 5.870149253731343)","(5.5, 7.8, 7.542857142857143)","(18.0, 29.0, 26.09090909090909)","(9.0, 12.0, 11.75)","(10.0, 12.0, 11.710583153347732)","(31.0, 65.0, 54.5)","(6.0, 6.4, 6.23265306122449)","(5.0, 6.8, 6.793103448275862)","(21.0, 34.0, 32.6875)","(26.0, 40.0, 39.75)","(31.0, 65.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:14.030721,"(16.0, 21.0, 19.105263157894736)","(5.0, 6.0, 5.870149253731343)","(5.5, 7.8, 7.542857142857143)","(18.0, 29.0, 26.09090909090909)","(9.0, 12.0, 11.795454545454545)","(10.0, 12.0, 11.710583153347732)","(31.0, 65.0, 54.5)","(6.0, 6.4, 6.23265306122449)","(5.0, 6.8, 6.793103448275862)","(21.0, 34.0, 32.6875)","(26.0, 42.0, 39.75)","(31.0, 65.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:15.535779,"(16.0, 21.0, 18.857142857142858)","(5.0, 6.0, 5.8283018867924525)","(5.5, 7.8, 7.596)","(18.0, 29.0, 25.75)","(9.0, 12.0, 11.795454545454545)","(10.0, 12.0, 11.482404692082111)","(31.0, 65.0, 49.333333333333336)","(6.0, 6.4, 6.682926829268292)","(5.0, 6.8, 6.743589743589744)","(21.0, 34.0, 33.1578947368421)","(26.0, 42.0, 41.0)","(31.0, 65.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:17.077131,"(16.0, 21.0, 18.857142857142858)","(5.0, 5.9, 5.819148936170213)","(5.5, 7.8, 7.925925925925926)","(18.0, 29.0, 25.75)","(9.0, 12.0, 11.795454545454545)","(10.0, 11.5, 11.482404692082111)","(31.0, 60.0, 49.333333333333336)","(6.0, 6.8, 6.682926829268292)","(5.0, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(26.0, 42.0, 41.0)","(31.0, 65.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:18.680193,"(16.0, 21.0, 18.857142857142858)","(5.0, 5.9, 5.719607843137255)","(5.5, 8.0, 7.566666666666666)","(18.0, 29.0, 25.75)","(9.0, 12.0, 11.795454545454545)","(10.0, 11.5, 11.482404692082111)","(31.0, 60.0, 49.333333333333336)","(6.0, 6.8, 6.682926829268292)","(5.0, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(26.0, 42.0, 41.0)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:20.299094,"(16.0, 21.0, 18.857142857142858)","(5.0, 5.8, 5.733333333333333)","(5.5, 7.8, 7.566666666666666)","(18.0, 29.0, 25.75)","(9.0, 12.0, 11.795454545454545)","(10.0, 11.5, 11.482404692082111)","(31.0, 60.0, 49.333333333333336)","(6.0, 6.8, 6.682926829268292)","(5.0, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(26.0, 42.0, 41.625)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:21.826556,"(16.0, 21.0, 18.857142857142858)","(5.0, 5.8, 5.733333333333333)","(5.5, 7.8, 7.763636363636364)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.76)","(10.0, 11.5, 11.47938144329897)","(31.0, 60.0, 54.5)","(5.5, 6.8, 6.38974358974359)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(26.0, 42.0, 41.625)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.153846153846153)"
14-12-2022 18:49:23.415106,"(16.0, 21.0, 19.666666666666668)","(5.0, 5.8, 5.733333333333333)","(5.5, 7.8, 7.837837837837838)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.80952380952381)","(10.0, 11.5, 11.47938144329897)","(31.0, 65.0, 54.5)","(5.5, 6.4, 6.578723404255319)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(26.0, 42.0, 41.625)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:24.972626,"(16.0, 20.0, 19.666666666666668)","(5.0, 5.8, 5.733333333333333)","(5.5, 8.0, 7.837837837837838)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47938144329897)","(31.0, 65.0, 54.5)","(5.5, 6.6, 6.655172413793103)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(26.0, 42.0, 41.625)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:26.659079,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.733333333333333)","(5.5, 8.0, 7.837837837837838)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.480066445182723)","(31.0, 65.0, 54.5)","(5.5, 6.8, 6.655172413793103)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(26.0, 42.0, 41.333333333333336)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:28.219619,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.75)","(5.5, 8.0, 7.7375)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.480066445182723)","(31.0, 65.0, 54.5)","(5.5, 6.8, 6.674626865671642)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(31.0, 42.0, 40.5)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:29.836249,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.75)","(5.5, 7.8, 7.725925925925926)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.480066445182723)","(31.0, 65.0, 54.5)","(5.5, 6.8, 6.674626865671642)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(31.0, 46.0, 40.92307692307692)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:31.402470,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.75)","(5.5, 7.8, 7.725925925925926)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47609561752988)","(31.0, 65.0, 54.5)","(5.5, 6.8, 6.674626865671642)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(31.0, 46.0, 44.15384615384615)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:32.887351,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.75)","(5.5, 7.8, 7.725925925925926)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47609561752988)","(31.0, 65.0, 54.5)","(5.5, 6.8, 6.52093023255814)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(31.0, 46.0, 43.81818181818182)","(31.0, 60.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:34.493124,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.777586206896552)","(5.5, 7.8, 7.725925925925926)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47609561752988)","(31.0, 65.0, 54.5)","(5.5, 6.6, 6.53)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(31.0, 46.0, 43.23076923076923)","(31.0, 65.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:36.253829,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.777586206896552)","(5.5, 7.8, 7.709090909090909)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47609561752988)","(31.0, 65.0, 54.5)","(5.5, 6.6, 6.4526315789473685)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(31.0, 46.0, 43.23076923076923)","(31.0, 65.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:37.878133,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.777586206896552)","(5.5, 7.8, 7.709090909090909)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47609561752988)","(31.0, 65.0, 59.75)","(5.5, 6.6, 6.4526315789473685)","(5.5, 6.8, 6.758490566037736)","(21.0, 34.0, 33.1578947368421)","(31.0, 46.0, 43.23076923076923)","(31.0, 65.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:39.449280,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.777586206896552)","(5.5, 7.8, 7.533333333333333)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47609561752988)","(31.0, 65.0, 58.0)","(5.5, 6.6, 6.4089552238805965)","(5.5, 6.8, 6.647058823529412)","(21.0, 34.0, 33.1578947368421)","(31.0, 46.0, 43.23076923076923)","(31.0, 65.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:41.051084,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.777586206896552)","(5.5, 7.8, 7.661538461538462)","(19.0, 29.0, 25.75)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47609561752988)","(31.0, 65.0, 58.0)","(5.5, 6.6, 6.491525423728813)","(5.5, 6.8, 6.647058823529412)","(21.0, 34.0, 33.57142857142857)","(31.0, 46.0, 43.23076923076923)","(31.0, 65.0, 47.75)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.083333333333332)"
14-12-2022 18:49:42.654895,"(16.0, 20.0, 19.7)","(5.0, 5.8, 5.777586206896552)","(5.5, 7.8, 7.468965517241379)","(19.0, 29.0, 26.4)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47609561752988)","(31.0, 65.0, 58.666666666666664)","(5.5, 6.6, 6.434177215189874)","(5.5, 6.8, 6.765217391304348)","(21.0, 34.0, 33.785714285714285)","(31.0, 46.0, 44.8235294117647)","(31.0, 65.0, 52.4)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.060606060606062)"
14-12-2022 18:49:44.326896,"(16.0, 21.0, 19.2)","(5.0, 5.7, 5.660256410256411)","(5.5, 7.8, 7.468965517241379)","(19.0, 29.0, 26.4)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47609561752988)","(31.0, 65.0, 58.666666666666664)","(5.5, 6.6, 6.473267326732674)","(5.5, 6.8, 6.765217391304348)","(21.0, 34.0, 33.785714285714285)","(31.0, 48.0, 44.8235294117647)","(31.0, 65.0, 52.4)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.060606060606062)"
14-12-2022 18:49:45.995033,"(16.0, 21.0, 19.285714285714285)","(5.0, 5.9, 5.813432835820896)","(5.5, 7.8, 7.468965517241379)","(19.0, 29.0, 26.866666666666667)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.47609561752988)","(31.0, 65.0, 61.5)","(5.5, 6.6, 6.473267326732674)","(5.5, 6.8, 6.7384615384615385)","(21.0, 34.0, 33.785714285714285)","(31.0, 48.0, 47.0)","(31.0, 65.0, 48.2)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.060606060606062)"
14-12-2022 18:49:47.584055,"(16.0, 21.0, 19.285714285714285)","(5.0, 5.9, 5.813432835820896)","(5.5, 7.8, 7.581395348837209)","(19.0, 29.0, 26.866666666666667)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.475903614457831)","(31.0, 65.0, 62.66666666666667)","(5.5, 6.6, 6.473267326732674)","(5.5, 6.8, 6.7384615384615385)","(21.0, 34.0, 37.37931034482759)","(31.0, 48.0, 47.0)","(31.0, 65.0, 49.333333333333336)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.181818181818183)"
14-12-2022 18:49:49.200563,"(16.0, 21.0, 19.285714285714285)","(5.0, 5.9, 5.810948905109489)","(5.5, 7.6, 7.581395348837209)","(19.0, 29.0, 26.866666666666667)","(9.0, 12.0, 11.90625)","(10.0, 11.5, 11.475903614457831)","(31.0, 65.0, 59.75)","(5.5, 6.6, 6.473267326732674)","(5.5, 6.8, 6.7384615384615385)","(21.0, 38.0, 37.37931034482759)","(31.0, 48.0, 47.0)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.181818181818183)"
14-12-2022 18:49:50.839573,"(16.0, 21.0, 19.285714285714285)","(5.0, 5.9, 5.810948905109489)","(5.5, 7.6, 7.581395348837209)","(19.0, 29.0, 26.866666666666667)","(9.0, 12.0, 11.970588235294118)","(10.0, 11.5, 11.475903614457831)","(31.0, 65.0, 58.666666666666664)","(5.5, 6.6, 6.473267326732674)","(5.5, 6.8, 6.7384615384615385)","(21.0, 38.0, 37.37931034482759)","(31.0, 48.0, 46.857142857142854)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.181818181818183)"
14-12-2022 18:49:52.452254,"(16.0, 21.0, 19.2)","(5.0, 5.9, 5.802013422818792)","(5.5, 7.6, 7.581395348837209)","(19.0, 29.0, 26.866666666666667)","(9.0, 12.0, 11.970588235294118)","(10.0, 11.5, 11.475903614457831)","(31.0, 65.0, 59.333333333333336)","(5.5, 6.6, 6.473267326732674)","(5.5, 6.8, 6.7384615384615385)","(21.0, 38.0, 37.37931034482759)","(31.0, 48.0, 47.27272727272727)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.181818181818183)"
14-12-2022 18:49:54.042720,"(16.0, 21.0, 19.2)","(5.0, 5.9, 5.802013422818792)","(5.5, 7.6, 7.578947368421052)","(19.0, 29.0, 26.866666666666667)","(9.0, 12.0, 11.970588235294118)","(10.0, 11.5, 11.475903614457831)","(31.0, 65.0, 59.333333333333336)","(5.5, 6.6, 6.473267326732674)","(5.5, 6.8, 6.7384615384615385)","(21.0, 38.0, 37.37931034482759)","(31.0, 48.0, 47.27272727272727)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.181818181818183)"
14-12-2022 18:49:55.619837,"(16.0, 21.0, 19.2)","(5.0, 5.9, 5.802013422818792)","(5.5, 7.6, 7.578947368421052)","(19.0, 29.0, 26.866666666666667)","(9.0, 12.0, 11.970588235294118)","(10.0, 11.5, 11.475903614457831)","(31.0, 65.0, 59.333333333333336)","(5.5, 6.6, 6.473267326732674)","(5.5, 6.8, 6.7384615384615385)","(21.0, 38.0, 37.37931034482759)","(31.0, 48.0, 47.27272727272727)","(31.0, 60.0, 52.0)","(101.0, 500.0, 400.0)","(19.0, 24.0, 23.181818181818183)"
