,Destructor,Holy Spy,Bold Prophet,You Can Tell Me,Skittish,Little Bay Horse,Monetary Gains,Westozi,Schnoots,La Dette,Pearlsndiamonds
07-01-2023 17:12:16.589052,"(41.0, 170.0, 117.5)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 60.0)","(4.8, 7.2, 6.800000000000001)","(21.0, 46.0, 56.33333333333333)","(71.0, 140.0, 111.875)","(71.0, 150.0, 104.16666666666667)","(10.0, 16.0, 14.857142857142858)","(4.6, 5.3, 5.204)","(1.95, 2.16, 2.156774193548387)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:17.859001,"(41.0, 160.0, 117.5)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 60.0)","(4.8, 7.2, 6.800000000000001)","(21.0, 60.0, 48.0)","(71.0, 140.0, 111.875)","(71.0, 150.0, 104.16666666666667)","(10.0, 15.5, 14.75)","(4.6, 5.3, 5.204)","(1.95, 2.16, 2.156774193548387)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:19.232960,"(41.0, 160.0, 138.75)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 60.0)","(4.8, 7.2, 6.800000000000001)","(21.0, 60.0, 48.0)","(71.0, 140.0, 103.18181818181819)","(71.0, 150.0, 104.16666666666667)","(10.0, 15.5, 14.75)","(4.6, 5.3, 5.204)","(1.95, 2.16, 2.156774193548387)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:20.563279,"(41.0, 160.0, 138.75)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 60.0)","(4.8, 7.2, 6.800000000000001)","(21.0, 60.0, 48.0)","(71.0, 140.0, 111.07142857142857)","(71.0, 150.0, 104.16666666666667)","(10.0, 15.5, 14.75)","(4.6, 5.3, 5.204)","(1.95, 2.16, 2.156774193548387)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:21.892862,"(41.0, 160.0, 138.75)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 60.0)","(4.8, 7.2, 6.800000000000001)","(21.0, 60.0, 48.0)","(71.0, 140.0, 111.07142857142857)","(71.0, 150.0, 104.16666666666667)","(10.0, 15.5, 14.409090909090908)","(4.6, 5.3, 5.204)","(1.95, 2.16, 2.156774193548387)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:23.272737,"(41.0, 160.0, 138.75)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 56.25)","(4.8, 7.2, 6.789189189189189)","(21.0, 60.0, 46.57142857142857)","(71.0, 140.0, 111.07142857142857)","(71.0, 150.0, 116.66666666666667)","(10.0, 15.5, 14.642857142857142)","(4.6, 5.3, 5.209803921568628)","(1.95, 2.16, 2.157692307692308)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:24.684384,"(41.0, 160.0, 138.75)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 66.66666666666666)","(4.8, 7.2, 6.789189189189189)","(21.0, 50.0, 45.5)","(71.0, 140.0, 111.07142857142857)","(71.0, 160.0, 130.45454545454544)","(10.0, 15.5, 14.7)","(4.6, 5.3, 5.209803921568628)","(1.95, 2.16, 2.157692307692308)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:26.051576,"(41.0, 160.0, 138.75)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 62.5)","(4.8, 7.2, 6.789189189189189)","(21.0, 50.0, 45.5)","(71.0, 140.0, 111.07142857142857)","(71.0, 160.0, 120.0)","(10.0, 15.5, 14.7)","(4.6, 5.3, 5.172222222222222)","(1.95, 2.16, 2.157692307692308)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:27.414727,"(41.0, 160.0, 138.75)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 67.25)","(4.8, 7.2, 6.789189189189189)","(21.0, 50.0, 45.5)","(71.0, 140.0, 111.07142857142857)","(71.0, 160.0, 120.0)","(10.0, 15.5, 14.7)","(4.6, 5.3, 5.172222222222222)","(1.95, 2.16, 2.157692307692308)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:28.862075,"(41.0, 160.0, 138.75)","(15.0, 23.0, 20.142857142857142)","(31.0, 75.0, 67.25)","(4.8, 7.2, 6.789189189189189)","(21.0, 50.0, 45.5)","(71.0, 140.0, 111.07142857142857)","(71.0, 160.0, 120.0)","(10.0, 15.5, 14.7)","(4.6, 5.3, 5.172222222222222)","(1.95, 2.16, 2.157692307692308)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:30.203651,"(41.0, 160.0, 138.75)","(15.0, 23.0, 20.142857142857142)","(31.0, 70.0, 62.77777777777778)","(4.8, 7.2, 6.777777777777778)","(21.0, 50.0, 45.5)","(71.0, 140.0, 111.07142857142857)","(71.0, 160.0, 108.57142857142857)","(10.0, 15.5, 14.868421052631579)","(4.6, 5.3, 5.15625)","(1.95, 2.16, 2.1620512820512823)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:31.471475,"(41.0, 160.0, 138.75)","(15.0, 23.0, 20.142857142857142)","(31.0, 70.0, 56.285714285714285)","(4.8, 7.2, 6.777777777777778)","(21.0, 50.0, 45.5)","(71.0, 140.0, 111.07142857142857)","(71.0, 160.0, 120.0)","(10.0, 15.5, 14.868421052631579)","(4.6, 5.3, 5.172222222222222)","(1.95, 2.2, 2.1620512820512823)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:32.748474,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.142857142857142)","(31.0, 70.0, 52.0)","(4.8, 7.2, 6.777777777777778)","(21.0, 50.0, 45.5)","(71.0, 140.0, 111.07142857142857)","(71.0, 160.0, 145.55555555555554)","(10.0, 15.5, 14.868421052631579)","(4.6, 5.3, 5.172222222222222)","(1.95, 2.2, 2.17)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:34.100131,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.142857142857142)","(31.0, 65.0, 50.75)","(4.8, 7.2, 6.777777777777778)","(21.0, 50.0, 45.5)","(71.0, 140.0, 111.07142857142857)","(71.0, 160.0, 145.55555555555554)","(10.0, 15.5, 14.868421052631579)","(4.6, 5.3, 5.241025641025641)","(1.95, 2.18, 2.16)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:35.347597,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.142857142857142)","(31.0, 65.0, 50.38461538461539)","(4.8, 7.2, 6.777777777777778)","(21.0, 50.0, 45.5)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 145.55555555555554)","(10.0, 15.5, 14.868421052631579)","(4.6, 5.3, 5.241025641025641)","(1.95, 2.18, 2.16)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:36.665227,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.142857142857142)","(31.0, 65.0, 50.38461538461539)","(4.8, 7.2, 6.777777777777778)","(21.0, 50.0, 45.5)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 145.55555555555554)","(10.0, 15.5, 14.868421052631579)","(4.6, 5.3, 5.241025641025641)","(1.95, 2.18, 2.16)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:38.016548,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.142857142857142)","(31.0, 65.0, 50.38461538461539)","(4.8, 7.2, 6.777777777777778)","(21.0, 50.0, 45.5)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 145.55555555555554)","(10.0, 15.5, 14.868421052631579)","(4.6, 5.3, 5.241025641025641)","(1.95, 2.18, 2.16)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:39.331378,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.142857142857142)","(31.0, 65.0, 55.5)","(4.8, 7.2, 6.789189189189189)","(21.0, 50.0, 45.5)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 143.75)","(10.0, 15.5, 14.868421052631579)","(4.6, 5.3, 5.241025641025641)","(1.95, 2.18, 2.16)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:40.613586,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.142857142857142)","(31.0, 60.0, 55.5)","(4.8, 7.2, 6.789189189189189)","(21.0, 50.0, 45.5)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 142.14285714285714)","(10.0, 15.5, 14.868421052631579)","(4.6, 5.3, 5.241025641025641)","(1.95, 2.18, 2.16)","(19.0, 32.0, 31.666666666666668)"
07-01-2023 17:12:41.868534,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.142857142857142)","(31.0, 60.0, 55.5)","(4.8, 7.2, 6.85)","(21.0, 50.0, 45.5)","(71.0, 140.0, 118.68421052631578)","(71.0, 150.0, 143.75)","(10.0, 15.5, 14.2)","(4.6, 5.3, 5.241025641025641)","(1.95, 2.18, 2.16)","(19.0, 32.0, 30.5)"
07-01-2023 17:12:43.212556,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.375)","(31.0, 60.0, 50.4)","(4.8, 7.0, 6.9)","(21.0, 50.0, 45.5)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 143.75)","(10.0, 15.0, 14.2)","(4.6, 5.3, 5.237837837837837)","(1.95, 2.18, 2.16)","(19.0, 34.0, 31.0)"
07-01-2023 17:12:44.580783,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.375)","(31.0, 60.0, 50.4)","(4.8, 7.0, 6.9)","(21.0, 50.0, 45.5)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 143.75)","(10.0, 15.0, 14.2)","(4.6, 5.3, 5.237837837837837)","(1.95, 2.18, 2.16)","(19.0, 32.0, 31.0)"
07-01-2023 17:12:45.922109,"(41.0, 170.0, 129.28571428571428)","(15.0, 23.0, 20.42105263157895)","(31.0, 60.0, 50.4)","(4.8, 7.0, 6.864)","(21.0, 50.0, 44.07142857142857)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 143.75)","(10.0, 15.0, 14.5)","(4.6, 5.3, 5.226666666666667)","(1.95, 2.18, 2.165)","(19.0, 32.0, 31.666666666666668)"
07-01-2023 17:12:47.269073,"(41.0, 170.0, 102.5)","(15.0, 23.0, 20.42105263157895)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.85)","(21.0, 55.0, 48.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 143.75)","(10.0, 15.0, 14.666666666666666)","(4.6, 5.3, 5.2214285714285715)","(1.95, 2.18, 2.17)","(19.0, 32.0, 30.42105263157895)"
07-01-2023 17:12:48.522731,"(41.0, 160.0, 137.14285714285714)","(15.0, 23.0, 20.9)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.85)","(21.0, 50.0, 48.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 143.75)","(10.0, 15.0, 14.666666666666666)","(4.6, 5.3, 5.2214285714285715)","(1.95, 2.18, 2.17)","(19.0, 34.0, 30.42105263157895)"
07-01-2023 17:12:49.799868,"(41.0, 160.0, 137.14285714285714)","(15.0, 23.0, 20.9)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.85)","(21.0, 50.0, 48.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 143.75)","(10.0, 15.0, 14.666666666666666)","(4.6, 5.3, 5.2272727272727275)","(1.95, 2.18, 2.17)","(19.0, 34.0, 30.5)"
07-01-2023 17:12:51.196270,"(41.0, 160.0, 137.14285714285714)","(15.0, 23.0, 20.9)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.85)","(21.0, 50.0, 48.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 143.75)","(10.0, 15.0, 14.666666666666666)","(4.6, 5.3, 5.2272727272727275)","(1.95, 2.18, 2.17)","(19.0, 34.0, 30.5)"
07-01-2023 17:12:52.541163,"(41.0, 160.0, 137.14285714285714)","(15.0, 23.0, 20.9)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.85)","(21.0, 50.0, 48.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 143.75)","(10.0, 15.0, 14.666666666666666)","(4.6, 5.3, 5.2272727272727275)","(1.95, 2.18, 2.17)","(19.0, 34.0, 30.5)"
07-01-2023 17:12:54.112285,"(41.0, 140.0, 117.5)","(15.0, 23.0, 20.9)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.85)","(21.0, 50.0, 48.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 143.75)","(10.0, 15.0, 14.666666666666666)","(4.6, 5.3, 5.2272727272727275)","(1.95, 2.18, 2.17)","(19.0, 34.0, 30.4)"
07-01-2023 17:12:55.610090,"(41.0, 140.0, 117.5)","(15.0, 23.0, 20.9)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.85)","(21.0, 50.0, 48.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 148.1818181818182)","(10.0, 15.0, 14.666666666666666)","(4.6, 5.3, 5.2272727272727275)","(1.95, 2.18, 2.17)","(19.0, 34.0, 30.5)"
07-01-2023 17:12:57.015292,"(41.0, 140.0, 117.5)","(15.0, 23.0, 20.9)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.85)","(21.0, 50.0, 48.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 120.0)","(10.0, 15.0, 14.666666666666666)","(4.6, 5.3, 5.2272727272727275)","(1.95, 2.18, 2.17)","(19.0, 34.0, 30.5)"
07-01-2023 17:12:58.448252,"(41.0, 140.0, 117.5)","(15.0, 23.0, 20.9)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.818181818181818)","(21.0, 50.0, 48.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 120.0)","(10.0, 15.0, 14.666666666666666)","(4.6, 5.3, 5.198181818181818)","(1.95, 2.18, 2.17)","(19.0, 34.0, 30.5)"
07-01-2023 17:12:59.901201,"(41.0, 140.0, 117.5)","(15.0, 23.0, 20.9)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.818181818181818)","(21.0, 50.0, 48.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 120.0)","(10.0, 15.0, 14.666666666666666)","(4.6, 5.2, 5.198181818181818)","(1.95, 2.18, 2.17)","(19.0, 34.0, 30.5)"
07-01-2023 17:13:01.254264,"(41.0, 140.0, 110.0)","(15.0, 23.0, 21.25)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.864)","(21.0, 50.0, 48.285714285714285)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 120.0)","(10.0, 15.0, 14.727272727272727)","(4.6, 5.2, 5.198275862068965)","(1.95, 2.18, 2.126434782608696)","(19.0, 34.0, 30.266666666666666)"
07-01-2023 17:13:02.584184,"(41.0, 140.0, 110.0)","(15.0, 23.0, 21.25)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.864)","(21.0, 50.0, 48.285714285714285)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 120.0)","(10.0, 15.0, 14.727272727272727)","(4.6, 5.2, 5.198275862068965)","(1.95, 2.14, 2.126434782608696)","(19.0, 34.0, 30.266666666666666)"
07-01-2023 17:13:03.957663,"(41.0, 140.0, 110.0)","(15.0, 23.0, 21.25)","(31.0, 60.0, 50.4)","(4.8, 7.2, 6.864)","(21.0, 50.0, 48.285714285714285)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 120.0)","(10.0, 15.0, 14.8125)","(4.6, 5.2, 5.198181818181818)","(1.95, 2.14, 2.126434782608696)","(19.0, 34.0, 30.266666666666666)"
07-01-2023 17:13:05.329871,"(41.0, 140.0, 114.28571428571428)","(15.0, 23.0, 21.142857142857142)","(31.0, 60.0, 49.5)","(4.8, 7.2, 7.044444444444444)","(21.0, 50.0, 45.0)","(71.0, 140.0, 118.68421052631578)","(71.0, 160.0, 140.0)","(10.0, 15.0, 15.25)","(4.6, 5.2, 5.285915492957746)","(1.95, 2.14, 2.084375)","(19.0, 34.0, 30.5)"
07-01-2023 17:13:06.708411,"(41.0, 140.0, 114.28571428571428)","(15.0, 23.0, 22.037037037037038)","(31.0, 60.0, 61.53846153846154)","(5.0, 7.2, 6.956521739130435)","(21.0, 50.0, 48.5)","(71.0, 140.0, 121.47058823529412)","(71.0, 160.0, 150.0)","(10.0, 16.0, 17.155172413793103)","(4.6, 5.3, 5.28904109589041)","(1.95, 2.1, 2.0632183908045976)","(20.0, 34.0, 32.81818181818182)"
07-01-2023 17:13:08.068373,"(41.0, 140.0, 114.28571428571428)","(15.0, 23.0, 22.037037037037038)","(31.0, 65.0, 61.53846153846154)","(5.0, 7.2, 6.956521739130435)","(21.0, 50.0, 48.5)","(71.0, 140.0, 121.47058823529412)","(71.0, 210.0, 120.0)","(10.0, 17.5, 17.192307692307693)","(4.6, 5.3, 5.286885245901639)","(1.95, 2.08, 2.0620408163265305)","(20.0, 34.0, 32.81818181818182)"
07-01-2023 17:13:09.413980,"(41.0, 140.0, 114.28571428571428)","(15.0, 23.0, 22.037037037037038)","(31.0, 65.0, 62.0)","(5.0, 7.2, 6.92)","(21.0, 55.0, 46.75)","(71.0, 140.0, 121.47058823529412)","(71.0, 210.0, 120.0)","(10.0, 17.5, 16.5)","(4.6, 5.3, 5.54)","(1.95, 2.08, 2.0033898305084747)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:10.714924,"(41.0, 140.0, 120.0)","(15.0, 23.0, 22.12)","(31.0, 65.0, 63.333333333333336)","(5.0, 7.2, 7.043478260869565)","(21.0, 55.0, 48.05263157894737)","(71.0, 140.0, 123.125)","(71.0, 210.0, 144.0)","(10.0, 17.5, 16.5)","(4.6, 5.6, 5.54)","(1.95, 2.02, 2.0033898305084747)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:12.055038,"(41.0, 140.0, 120.0)","(15.0, 23.0, 22.12)","(31.0, 65.0, 63.333333333333336)","(5.0, 7.2, 7.044444444444444)","(21.0, 55.0, 47.666666666666664)","(71.0, 140.0, 123.125)","(71.0, 210.0, 160.0)","(10.0, 17.5, 17.425925925925927)","(4.6, 5.7, 5.4375)","(1.95, 2.02, 2.002181818181818)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:13.506638,"(41.0, 140.0, 120.0)","(15.0, 23.0, 22.24137931034483)","(31.0, 65.0, 63.333333333333336)","(5.0, 7.2, 7.057142857142857)","(21.0, 55.0, 47.666666666666664)","(71.0, 140.0, 123.125)","(71.0, 210.0, 160.0)","(10.0, 17.5, 17.666666666666668)","(4.6, 5.7, 5.4750000000000005)","(1.95, 2.02, 1.9927272727272727)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:14.900641,"(41.0, 140.0, 120.0)","(15.0, 23.0, 22.555555555555557)","(31.0, 65.0, 72.85714285714286)","(5.0, 7.2, 7.046153846153846)","(21.0, 55.0, 49.13333333333333)","(71.0, 140.0, 110.0)","(71.0, 210.0, 160.0)","(10.0, 18.5, 17.6)","(4.6, 5.7, 5.66)","(1.95, 2.02, 1.9891666666666667)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:16.369970,"(41.0, 140.0, 120.0)","(15.0, 23.0, 22.5)","(31.0, 75.0, 67.5)","(5.0, 7.2, 7.046153846153846)","(21.0, 55.0, 49.13333333333333)","(71.0, 140.0, 120.0)","(71.0, 210.0, 160.0)","(10.0, 18.0, 17.666666666666668)","(4.6, 5.7, 5.742857142857143)","(1.95, 2.0, 2.0006896551724136)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:17.794417,"(41.0, 140.0, 120.0)","(15.0, 23.0, 22.5)","(31.0, 75.0, 63.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 55.0, 50.22222222222222)","(71.0, 140.0, 120.0)","(71.0, 210.0, 160.0)","(10.0, 18.0, 17.666666666666668)","(4.6, 5.8, 5.72)","(1.95, 2.02, 2.0006896551724136)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:19.280255,"(41.0, 140.0, 120.0)","(15.0, 23.0, 22.5)","(31.0, 75.0, 63.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 120.0)","(71.0, 210.0, 160.0)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.72)","(1.95, 2.02, 2.0006896551724136)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:20.671637,"(51.0, 140.0, 120.0)","(15.0, 23.0, 22.5)","(31.0, 75.0, 63.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 120.0)","(71.0, 210.0, 160.0)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.771428571428571)","(1.95, 2.02, 1.9925)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:22.061384,"(51.0, 140.0, 120.0)","(15.0, 23.0, 22.5)","(31.0, 75.0, 63.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 120.0)","(71.0, 210.0, 160.0)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.771428571428571)","(1.95, 2.02, 1.9925)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:23.481062,"(51.0, 140.0, 120.0)","(15.0, 23.0, 23.76923076923077)","(31.0, 75.0, 63.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 120.0)","(71.0, 210.0, 182.22222222222223)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.766666666666667)","(1.95, 2.02, 1.9925)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:24.902625,"(51.0, 140.0, 120.0)","(15.0, 25.0, 23.76923076923077)","(31.0, 75.0, 63.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 182.22222222222223)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.766666666666667)","(1.95, 2.02, 2.0021428571428572)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:26.254496,"(51.0, 140.0, 120.0)","(15.0, 25.0, 22.6)","(31.0, 75.0, 63.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 182.22222222222223)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.766666666666667)","(1.95, 2.02, 2.0021428571428572)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:27.683622,"(51.0, 140.0, 120.0)","(15.0, 25.0, 22.6)","(31.0, 75.0, 63.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 182.22222222222223)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.766666666666667)","(1.95, 2.02, 2.0021428571428572)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:29.067478,"(51.0, 140.0, 120.0)","(15.0, 25.0, 23.285714285714285)","(31.0, 75.0, 63.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 182.22222222222223)","(10.0, 18.0, 17.4)","(4.6, 5.8, 5.766666666666667)","(1.95, 2.02, 2.0021428571428572)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:30.453528,"(51.0, 140.0, 120.0)","(15.0, 25.0, 23.285714285714285)","(31.0, 75.0, 63.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 165.0)","(10.0, 18.0, 17.571428571428573)","(4.6, 5.8, 5.7749999999999995)","(1.95, 2.02, 2.005714285714286)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:31.900249,"(51.0, 140.0, 120.0)","(15.0, 25.0, 23.8)","(31.0, 70.0, 62.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 165.0)","(10.0, 18.0, 17.571428571428573)","(4.6, 5.8, 5.773333333333333)","(1.95, 2.02, 2.0116666666666667)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:33.225182,"(51.0, 140.0, 120.0)","(15.0, 25.0, 26.705882352941178)","(31.0, 70.0, 62.0)","(5.0, 7.2, 7.0)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 202.85714285714286)","(10.0, 18.0, 17.571428571428573)","(4.6, 5.8, 5.766666666666667)","(1.95, 2.02, 2.0116666666666667)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:34.566862,"(51.0, 140.0, 120.0)","(15.0, 30.0, 26.705882352941178)","(31.0, 70.0, 62.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 51.46666666666667)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 202.85714285714286)","(10.0, 18.0, 17.571428571428573)","(4.6, 5.8, 5.766666666666667)","(1.95, 2.02, 2.0116666666666667)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:35.934288,"(51.0, 140.0, 120.0)","(16.0, 28.0, 26.285714285714285)","(41.0, 70.0, 62.0)","(5.0, 7.2, 7.046153846153846)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 202.85714285714286)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.76)","(1.95, 2.02, 2.0116666666666667)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:37.354406,"(51.0, 140.0, 120.0)","(16.0, 29.0, 24.0)","(41.0, 70.0, 62.0)","(5.0, 7.2, 7.0)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 202.85714285714286)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.76)","(1.95, 2.02, 2.0116666666666667)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:38.742413,"(51.0, 140.0, 120.0)","(16.0, 29.0, 24.0)","(41.0, 70.0, 62.0)","(5.0, 7.2, 7.0)","(21.0, 60.0, 51.46666666666667)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 203.33333333333334)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.76)","(1.95, 2.02, 2.0116666666666667)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:40.187551,"(51.0, 140.0, 120.0)","(16.0, 29.0, 24.0)","(41.0, 70.0, 62.0)","(5.0, 7.2, 7.057142857142857)","(21.0, 60.0, 49.09090909090909)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 203.33333333333334)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.76)","(1.95, 2.02, 2.0116666666666667)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:41.596369,"(51.0, 140.0, 120.0)","(16.0, 29.0, 24.0)","(41.0, 70.0, 62.0)","(5.0, 7.2, 7.057142857142857)","(21.0, 60.0, 49.09090909090909)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 203.33333333333334)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.76)","(1.95, 2.02, 2.0116666666666667)","(20.0, 34.0, 32.857142857142854)"
