,Scenic Sky,Muscletonian,Meet Michaelangelo,Uncle Louis Nz,Lord Chancellor,Aldebaran Alissa Nz,Millys Magic
09-01-2023 13:15:38.400862,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:39.414659,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:40.506115,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:41.648168,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:42.744022,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:43.749983,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:44.724055,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:45.791715,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:46.880833,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:47.999864,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:49.161684,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 13.5)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:50.363582,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:51.535430,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:52.900989,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:54.268902,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:55.298026,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:56.336177,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:57.414753,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:58.543583,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:15:59.624345,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:00.694366,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:01.773220,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:02.878843,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:03.982472,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:05.086492,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:06.081037,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:07.103583,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:08.186187,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:09.275286,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:10.337420,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:11.364344,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:12.416953,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:13.423295,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:14.505794,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:15.570671,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:16.590392,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:17.585087,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:18.674077,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:19.758980,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:20.884006,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:22.031836,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:23.135412,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:24.134231,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:25.213283,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:26.367634,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:27.372641,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:28.399769,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:29.387871,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:30.515989,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:31.598637,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:32.706084,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 38.333333333333336)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:33.765292,"(3.6, 5.1, 4.4)","(8.0, 12.5, 9.8)","(26.0, 65.0, 40.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 7.96)"
09-01-2023 13:16:34.862792,"(3.6, 5.1, 4.4)","(8.0, 12.0, 10.0)","(26.0, 70.0, 40.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 10.0, 8.2)"
09-01-2023 13:16:35.911608,"(3.6, 5.1, 4.4)","(8.0, 12.0, 10.0)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.8, 8.2)"
09-01-2023 13:16:37.020349,"(3.6, 5.1, 4.4)","(8.0, 12.0, 10.0)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.8, 8.2)"
09-01-2023 13:16:38.170171,"(3.6, 5.1, 4.4)","(8.0, 12.0, 10.0)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.8, 8.2)"
09-01-2023 13:16:39.280858,"(3.6, 5.1, 4.4)","(8.0, 12.0, 10.0)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.8, 8.2)"
09-01-2023 13:16:40.349319,"(3.6, 5.1, 4.4)","(8.0, 12.0, 10.0)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.8, 8.2)"
09-01-2023 13:16:41.309625,"(3.6, 5.1, 4.4)","(8.0, 12.0, 10.0)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.8, 8.2)"
09-01-2023 13:16:42.320298,"(3.6, 5.1, 4.4)","(8.0, 12.0, 10.0)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.8, 8.2)"
09-01-2023 13:16:43.434035,"(3.6, 5.1, 4.4)","(8.0, 12.0, 10.0)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.8, 8.2)"
09-01-2023 13:16:44.503168,"(3.6, 5.1, 4.4)","(8.0, 12.0, 10.0)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.8, 8.1)"
09-01-2023 13:16:45.545454,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:46.606625,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:47.695296,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:48.828063,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:50.027948,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:51.180529,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:52.284225,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:53.386878,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:54.460166,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:55.561274,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:56.707994,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:57.840256,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:16:58.952926,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:00.024360,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:01.013790,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:01.918959,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:03.007594,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:04.135308,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:05.269625,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:06.412014,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:07.567704,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:08.644328,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:09.745008,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:10.799681,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:11.910211,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:12.952723,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:14.031937,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:15.003653,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:16.021782,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:17.120079,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:18.395300,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:19.768077,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:20.947551,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:22.175249,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:23.456713,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 36.666666666666664)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:24.694456,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 50.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:25.859262,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 50.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:26.900242,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 50.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:27.856609,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 50.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:28.841888,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 50.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:29.974556,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 50.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:31.134003,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 50.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:32.277131,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 50.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:33.435492,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 50.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
09-01-2023 13:17:34.501240,"(3.6, 5.1, 4.4)","(8.0, 11.5, 9.75)","(26.0, 60.0, 50.0)","(1.95, 99999, 99990)","(11.0, 14.5, 12.9)","(10.0, 99999, 99990)","(6.5, 9.6, 8.1)"
