,Straight Shot,Big Time Gift,Go Norman,Big Time Polo,Check Me Out,Big Time Brindle,Denuto,Big Time Punga
06-01-2023 13:58:28.740480,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 20.333333333333332)","(11.0, 21.0, 14.0)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:29.839851,"(11.0, 23.0, 14.666666666666668)","(15.0, 32.0, 21.0)","(11.0, 21.0, 14.666666666666668)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:30.982644,"(11.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:32.187652,"(11.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:33.379789,"(11.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 4.88125)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:34.541222,"(11.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.044736842105263)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:35.639028,"(11.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.9, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:36.797635,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 20.0, 18.25)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:37.971712,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 20.0, 18.25)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:39.093547,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:40.243568,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 20.0, 15.799999999999999)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:41.445003,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 20.0, 18.25)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:42.530650,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 20.0, 17.8125)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:43.677460,"(12.0, 23.0, 18.666666666666664)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 17.8125)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:44.863550,"(12.0, 23.0, 18.666666666666664)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 17.8125)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:45.933944,"(12.0, 23.0, 15.0)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 17.8125)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:47.062549,"(12.0, 23.0, 15.0)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 17.8125)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:48.220924,"(12.0, 24.0, 15.333333333333332)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 17.8125)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:49.439270,"(12.0, 24.0, 15.333333333333332)","(15.0, 34.0, 21.0)","(11.0, 23.0, 16.75)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 17.8125)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:50.689568,"(12.0, 24.0, 15.333333333333332)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 12.7)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:51.898165,"(12.0, 23.0, 15.0)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:53.063378,"(12.0, 23.0, 15.0)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:54.262627,"(12.0, 23.0, 15.0)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:55.480125,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:56.722270,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:57.824694,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.1)"
06-01-2023 13:58:59.011450,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 9.791666666666666)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.1)"
06-01-2023 13:59:00.300627,"(12.0, 23.0, 14.666666666666668)","(15.0, 34.0, 21.0)","(11.0, 23.0, 14.666666666666668)","(3.8, 11.0, 10.395833333333332)","(4.4, 6.6, 5.823529411764706)","(3.9, 5.8, 5.0825)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.1)"
06-01-2023 13:59:01.603798,"(12.0, 23.0, 20.5)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 11.0, 7.3999999999999995)","(4.4, 6.6, 5.892857142857142)","(3.9, 5.8, 4.98)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:02.850697,"(12.0, 23.0, 20.5)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 11.0, 7.522222222222222)","(4.4, 6.6, 4.71)","(3.9, 5.8, 3.9428571428571426)","(6.0, 19.5, 12.7)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:04.051734,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 7.522222222222222)","(4.4, 6.6, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:05.180337,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 7.522222222222222)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:06.394658,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 7.522222222222222)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 19.5, 15.066666666666666)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:07.625449,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 7.522222222222222)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 19.5, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:08.852569,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 7.522222222222222)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:10.092489,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 7.522222222222222)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:11.512982,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 7.522222222222222)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:12.656495,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 7.522222222222222)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 20.0, 12.95)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:13.835590,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 6.591666666666667)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:15.072234,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 6.591666666666667)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:16.254398,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 6.591666666666667)","(4.4, 6.4, 4.771428571428571)","(3.9, 5.8, 3.9428571428571426)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:17.401684,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 6.591666666666667)","(4.4, 6.4, 4.7625)","(3.9, 5.8, 3.9428571428571426)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:18.523931,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:19.689829,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:20.786975,"(12.0, 23.0, 20.727272727272727)","(15.0, 34.0, 21.0)","(11.0, 23.0, 19.875)","(3.8, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:21.846357,"(12.0, 23.0, 20.727272727272727)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:22.978947,"(12.0, 23.0, 20.727272727272727)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.400000000000002)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:24.115912,"(12.0, 23.0, 20.727272727272727)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.333333333333334)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:25.244744,"(12.0, 23.0, 20.727272727272727)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.333333333333334)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:26.661870,"(12.0, 23.0, 20.727272727272727)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.333333333333334)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:27.769202,"(12.0, 23.0, 20.727272727272727)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.333333333333334)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:29.029974,"(12.0, 23.0, 20.727272727272727)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.333333333333334)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:30.269090,"(12.0, 23.0, 20.727272727272727)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.333333333333334)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:31.491947,"(12.0, 23.0, 20.727272727272727)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.333333333333334)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:32.532044,"(12.0, 23.0, 21.75)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.333333333333334)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:33.702605,"(12.0, 23.0, 21.75)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.333333333333334)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:34.998689,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 15.333333333333334)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:36.147990,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:37.245645,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.7625)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:38.595790,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.661538461538462)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:39.844948,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:40.987208,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:42.191591,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:43.447804,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:44.790231,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:46.047556,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:47.663148,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:48.899190,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:50.148613,"(12.0, 23.0, 15.0)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.591666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:51.693682,"(12.0, 23.0, 15.333333333333334)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 6.376923076923077)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.1)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:53.060063,"(12.0, 23.0, 15.333333333333334)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.5, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 19.5, 16.1)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:54.671819,"(12.0, 23.0, 15.333333333333334)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.875)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 19.5, 16.1)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:56.414741,"(12.0, 23.0, 15.333333333333334)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 19.5, 16.1)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:57.744031,"(12.0, 23.0, 15.333333333333334)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 19.5, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 13:59:59.082562,"(12.0, 23.0, 15.333333333333334)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:00.529631,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:01.858287,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:03.288276,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 21.0)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:04.655999,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:05.982043,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:07.337591,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:08.519479,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:09.807336,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:11.193485,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:12.511638,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
06-01-2023 14:00:13.840962,"(12.0, 23.0, 19.714285714285715)","(16.0, 34.0, 29.125)","(12.0, 23.0, 19.0)","(3.7, 10.0, 8.966666666666667)","(4.4, 6.6, 4.65)","(3.9, 5.8, 3.933333333333333)","(6.0, 20.0, 16.475)","(6.0, 11.5, 10.94)"
