,Desert Safari,Hes For The Girls,Mishani Maverick,Quasimoto,Royal Entrance,Sonny Daze,Worx,Limero
07-01-2023 12:28:36.840556,"(10.0, 11.0, 10.883928571428571)","(71.0, 90.0, 77.27272727272727)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.4, 6.260606060606061)","(2.4, 2.78, 2.7747692307692304)","(11.0, 12.5, 11.981818181818182)","(6.0, 7.0, 6.907692307692308)","(7.5, 8.2, 8.022222222222222)"
07-01-2023 12:28:38.452931,"(10.0, 11.0, 10.872549019607844)","(71.0, 90.0, 77.27272727272727)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.3900990099009904)","(2.4, 2.78, 2.773333333333333)","(11.0, 12.0, 11.981818181818182)","(6.0, 7.0, 6.907692307692308)","(7.5, 8.2, 8.022222222222222)"
07-01-2023 12:28:39.789159,"(10.0, 11.0, 10.872549019607844)","(71.0, 90.0, 77.27272727272727)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.3900990099009904)","(2.4, 2.78, 2.773333333333333)","(11.0, 12.0, 11.981818181818182)","(6.0, 7.0, 6.907692307692308)","(7.5, 8.2, 8.022222222222222)"
07-01-2023 12:28:41.046808,"(10.0, 11.0, 10.872549019607844)","(61.0, 90.0, 77.27272727272727)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.3900990099009904)","(2.4, 2.78, 2.773333333333333)","(11.0, 12.0, 11.981818181818182)","(6.0, 7.0, 6.907692307692308)","(7.5, 8.2, 8.022222222222222)"
07-01-2023 12:28:42.646664,"(10.0, 11.0, 10.872549019607844)","(61.0, 90.0, 77.27272727272727)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.429126213592233)","(2.4, 2.78, 2.7767619047619045)","(11.0, 12.5, 12.387096774193548)","(6.0, 7.0, 6.907692307692308)","(7.5, 8.2, 7.8809523809523805)"
07-01-2023 12:28:44.075828,"(10.0, 11.0, 10.872549019607844)","(61.0, 90.0, 77.27272727272727)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.497674418604651)","(2.4, 2.78, 2.7785294117647057)","(11.0, 12.5, 12.302919708029197)","(6.0, 7.0, 6.930232558139535)","(7.5, 8.2, 7.845)"
07-01-2023 12:28:45.400071,"(10.0, 11.0, 10.848837209302326)","(61.0, 90.0, 77.27272727272727)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.491358024691358)","(2.4, 2.78, 2.777983193277311)","(11.0, 12.5, 12.302919708029197)","(6.0, 7.0, 6.930232558139535)","(7.5, 8.2, 7.847368421052631)"
07-01-2023 12:28:46.725662,"(10.0, 11.0, 10.826086956521738)","(61.0, 90.0, 77.27272727272727)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.557575757575758)","(2.4, 2.78, 2.7767999999999997)","(11.0, 12.5, 12.301470588235293)","(6.0, 7.0, 6.930232558139535)","(7.5, 8.2, 7.826666666666666)"
07-01-2023 12:28:47.860701,"(10.0, 11.0, 10.846153846153847)","(61.0, 90.0, 77.27272727272727)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.527272727272727)","(2.4, 2.78, 2.785625)","(11.0, 12.5, 12.307407407407407)","(6.0, 7.0, 6.930232558139535)","(7.5, 8.0, 7.884444444444444)"
07-01-2023 12:28:49.177986,"(10.0, 11.0, 10.846153846153847)","(61.0, 90.0, 84.0)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.523287671232876)","(2.4, 2.8, 2.7849999999999997)","(11.0, 12.5, 12.325757575757576)","(6.0, 7.0, 6.923756906077348)","(7.5, 8.0, 7.884444444444444)"
07-01-2023 12:28:50.492853,"(10.0, 11.0, 10.846153846153847)","(61.0, 90.0, 82.35294117647058)","(61.0, 95.0, 80.41666666666667)","(4.2, 6.6, 6.523287671232876)","(2.4, 2.8, 2.7849999999999997)","(11.0, 12.5, 12.325757575757576)","(6.0, 7.0, 6.923756906077348)","(7.5, 8.0, 7.884444444444444)"
07-01-2023 12:28:51.809052,"(10.0, 11.0, 10.846153846153847)","(61.0, 100.0, 82.35294117647058)","(61.0, 95.0, 80.41666666666667)","(4.2, 6.6, 6.523287671232876)","(2.4, 2.8, 2.7849999999999997)","(11.0, 12.5, 12.325757575757576)","(6.0, 7.0, 6.923756906077348)","(7.5, 8.0, 7.884444444444444)"
07-01-2023 12:28:53.087254,"(10.0, 11.0, 10.846153846153847)","(61.0, 100.0, 82.35294117647058)","(61.0, 95.0, 80.41666666666667)","(4.2, 6.6, 6.523287671232876)","(2.4, 2.8, 2.7849999999999997)","(11.0, 12.5, 12.325757575757576)","(6.0, 7.0, 6.900448430493274)","(7.5, 8.0, 7.884444444444444)"
07-01-2023 12:28:54.304035,"(10.0, 11.0, 10.846153846153847)","(61.0, 100.0, 82.35294117647058)","(61.0, 95.0, 80.41666666666667)","(4.2, 6.6, 6.3841269841269845)","(2.4, 2.8, 2.796)","(11.0, 12.5, 12.325757575757576)","(6.0, 7.0, 6.900448430493274)","(7.5, 8.0, 7.866666666666666)"
07-01-2023 12:28:55.491053,"(10.0, 11.0, 10.846153846153847)","(61.0, 100.0, 82.35294117647058)","(61.0, 95.0, 80.41666666666667)","(4.2, 6.4, 6.46067415730337)","(2.4, 2.82, 2.795238095238095)","(11.0, 12.5, 12.325757575757576)","(6.0, 7.0, 6.900448430493274)","(7.5, 8.0, 7.866666666666666)"
07-01-2023 12:28:56.649589,"(10.0, 11.0, 10.846153846153847)","(61.0, 100.0, 90.625)","(61.0, 95.0, 80.41666666666667)","(4.2, 6.6, 6.4795180722891565)","(2.4, 2.82, 2.7934131736526946)","(11.0, 12.5, 12.35)","(6.0, 7.0, 6.900448430493274)","(7.5, 8.0, 7.8545454545454545)"
07-01-2023 12:28:57.762687,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 95.0)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.509333333333333)","(2.4, 2.82, 2.7956756756756755)","(11.0, 12.5, 12.37431693989071)","(6.0, 7.0, 6.767630057803468)","(7.5, 8.0, 7.8933333333333335)"
07-01-2023 12:28:59.018291,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 96.11111111111111)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.509333333333333)","(2.4, 2.82, 2.7674157303370785)","(11.0, 12.5, 12.37431693989071)","(6.0, 6.8, 6.761111111111111)","(7.5, 8.0, 7.860759493670886)"
07-01-2023 12:29:00.431042,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 103.05555555555556)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.509333333333333)","(2.4, 2.78, 2.7674157303370785)","(11.0, 12.5, 12.37431693989071)","(6.0, 6.8, 6.761111111111111)","(7.5, 8.2, 7.860759493670886)"
07-01-2023 12:29:01.714329,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 103.05555555555556)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.509333333333333)","(2.4, 2.78, 2.766101694915254)","(11.0, 12.5, 12.37431693989071)","(6.0, 6.8, 6.761111111111111)","(7.5, 8.2, 7.860759493670886)"
07-01-2023 12:29:03.036126,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 104.31818181818181)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.472941176470588)","(2.4, 2.78, 2.766101694915254)","(11.0, 12.5, 12.37431693989071)","(6.0, 6.8, 6.75593220338983)","(7.5, 8.2, 8.069565217391304)"
07-01-2023 12:29:04.296513,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 104.31818181818181)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.522222222222222)","(2.4, 2.78, 2.766101694915254)","(11.0, 12.5, 12.355614973262032)","(6.0, 6.8, 6.75593220338983)","(7.5, 8.2, 8.106666666666666)"
07-01-2023 12:29:05.494486,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 93.33333333333333)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.575384615384615)","(2.4, 2.78, 2.766101694915254)","(11.0, 12.5, 12.375)","(6.0, 6.8, 6.7708609271523175)","(7.5, 8.2, 8.083333333333332)"
07-01-2023 12:29:06.880789,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 100.9090909090909)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.575384615384615)","(2.4, 2.78, 2.766101694915254)","(11.0, 12.5, 12.375)","(6.0, 6.8, 6.764331210191083)","(7.5, 8.2, 8.083333333333332)"
07-01-2023 12:29:08.278375,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 100.9090909090909)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.575384615384615)","(2.4, 2.78, 2.766101694915254)","(11.0, 12.5, 12.375)","(6.0, 6.8, 6.764331210191083)","(7.5, 8.2, 8.144)"
07-01-2023 12:29:09.597540,"(10.0, 11.0, 10.86734693877551)","(61.0, 110.0, 100.9090909090909)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.526760563380281)","(2.4, 2.78, 2.7583673469387757)","(11.0, 12.5, 12.375)","(6.0, 6.8, 6.764331210191083)","(7.5, 8.2, 8.225)"
07-01-2023 12:29:10.787056,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 100.9090909090909)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.46067415730337)","(2.4, 2.78, 2.748095238095238)","(11.0, 12.5, 12.375)","(6.0, 6.8, 6.764331210191083)","(7.5, 8.4, 8.225)"
07-01-2023 12:29:12.140229,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 100.9090909090909)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.46067415730337)","(2.4, 2.76, 2.748095238095238)","(11.0, 12.5, 12.369318181818182)","(6.0, 6.8, 6.764331210191083)","(7.5, 8.4, 8.3125)"
07-01-2023 12:29:13.346517,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 100.9090909090909)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.46067415730337)","(2.4, 2.76, 2.748095238095238)","(11.0, 12.5, 12.369318181818182)","(6.0, 6.8, 6.764331210191083)","(7.5, 8.4, 8.3125)"
07-01-2023 12:29:14.643171,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 100.9090909090909)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.46067415730337)","(2.4, 2.76, 2.748095238095238)","(11.0, 12.5, 12.369318181818182)","(6.0, 6.8, 6.764331210191083)","(7.5, 8.4, 8.3125)"
07-01-2023 12:29:16.009761,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 103.75)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.501298701298701)","(2.4, 2.76, 2.7454054054054056)","(11.0, 12.5, 12.313829787234042)","(6.0, 6.8, 6.764331210191083)","(7.5, 8.4, 8.342857142857143)"
07-01-2023 12:29:17.512936,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 103.75)","(61.0, 95.0, 81.53846153846153)","(4.2, 6.6, 6.501298701298701)","(2.4, 2.76, 2.7454054054054056)","(11.0, 12.5, 12.313829787234042)","(6.0, 6.8, 6.756363636363636)","(7.5, 8.4, 8.342857142857143)"
07-01-2023 12:29:19.064831,"(10.0, 11.0, 10.846153846153847)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.2, 6.6, 6.607142857142858)","(2.4, 2.76, 2.737662337662338)","(11.0, 12.5, 11.986486486486486)","(6.0, 6.8, 6.732835820895522)","(7.5, 8.4, 8.181395348837208)"
07-01-2023 12:29:20.745717,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.627450980392157)","(2.4, 2.74, 2.735873015873016)","(11.0, 12.0, 11.986842105263158)","(6.0, 6.8, 6.76934306569343)","(7.5, 8.2, 8.346153846153847)"
07-01-2023 12:29:22.458730,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.657777777777778)","(2.4, 2.74, 2.735873015873016)","(11.0, 12.0, 11.986842105263158)","(6.0, 6.8, 6.76934306569343)","(7.5, 8.4, 8.346153846153847)"
07-01-2023 12:29:23.902107,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.657777777777778)","(2.4, 2.74, 2.724587155963303)","(11.0, 12.0, 11.986842105263158)","(6.0, 6.8, 6.77984496124031)","(7.5, 8.4, 8.346153846153847)"
07-01-2023 12:29:25.112534,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.657777777777778)","(2.4, 2.74, 2.724587155963303)","(11.0, 12.0, 11.986842105263158)","(6.0, 6.8, 6.77984496124031)","(7.5, 8.4, 8.346153846153847)"
07-01-2023 12:29:26.318084,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.657777777777778)","(2.4, 2.74, 2.724587155963303)","(11.0, 12.0, 11.986842105263158)","(6.0, 6.8, 6.77984496124031)","(7.5, 8.4, 8.346153846153847)"
07-01-2023 12:29:27.512090,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.71304347826087)","(2.4, 2.74, 2.717317073170732)","(11.0, 12.0, 11.986842105263158)","(6.0, 6.8, 6.77984496124031)","(7.5, 8.4, 8.346153846153847)"
07-01-2023 12:29:28.696176,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.742857142857143)","(2.4, 2.72, 2.717317073170732)","(11.0, 12.0, 11.986842105263158)","(6.0, 6.8, 6.781159420289855)","(7.5, 8.4, 8.346153846153847)"
07-01-2023 12:29:30.303631,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.76)","(2.4, 2.72, 2.684878048780488)","(11.0, 12.0, 12.387640449438202)","(6.0, 6.8, 6.786567164179104)","(7.5, 8.4, 8.375)"
07-01-2023 12:29:31.551227,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.754098360655737)","(2.4, 2.7, 2.684878048780488)","(11.0, 12.5, 12.387640449438202)","(6.0, 6.8, 6.786567164179104)","(7.5, 8.4, 8.532258064516128)"
07-01-2023 12:29:32.831162,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.748387096774194)","(2.4, 2.7, 2.706666666666667)","(11.0, 12.5, 12.368131868131869)","(6.0, 6.8, 6.786567164179104)","(7.5, 8.6, 8.338461538461539)"
07-01-2023 12:29:34.334771,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 7.0, 6.785714285714286)","(2.4, 2.72, 2.706666666666667)","(11.0, 12.5, 12.387640449438202)","(6.0, 6.8, 6.786567164179104)","(7.5, 8.4, 8.338461538461539)"
07-01-2023 12:29:35.722191,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 7.0, 6.742857142857143)","(2.4, 2.72, 2.706666666666667)","(11.0, 12.5, 12.387640449438202)","(6.0, 6.8, 6.786567164179104)","(7.5, 8.4, 8.338461538461539)"
07-01-2023 12:29:37.055308,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.691891891891892)","(2.4, 2.72, 2.710714285714286)","(11.0, 12.5, 12.387640449438202)","(6.0, 6.8, 6.786567164179104)","(7.5, 8.4, 8.338461538461539)"
07-01-2023 12:29:38.392876,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.611764705882353)","(2.4, 2.72, 2.7267424242424245)","(11.0, 12.5, 11.982456140350877)","(6.0, 6.8, 6.788749999999999)","(7.5, 8.4, 8.338461538461539)"
07-01-2023 12:29:39.648672,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.766101694915254)","(2.4, 2.74, 2.7054545454545456)","(11.0, 12.0, 11.982456140350877)","(6.0, 6.8, 6.788749999999999)","(7.5, 8.4, 8.028571428571428)"
07-01-2023 12:29:40.807374,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.7625)","(2.4, 2.72, 2.7053846153846157)","(11.0, 12.0, 12.387640449438202)","(6.0, 6.8, 6.788749999999999)","(7.5, 8.2, 8.02608695652174)"
07-01-2023 12:29:41.874201,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.7625)","(2.4, 2.72, 2.7053846153846157)","(11.0, 12.5, 12.194835680751174)","(6.0, 6.8, 6.788749999999999)","(7.5, 8.2, 8.062857142857142)"
07-01-2023 12:29:43.053140,"(10.0, 11.0, 10.848837209302326)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.7625)","(2.4, 2.72, 2.7053846153846157)","(11.0, 12.5, 12.194835680751174)","(6.0, 6.8, 6.788749999999999)","(7.5, 8.2, 8.062857142857142)"
07-01-2023 12:29:44.100185,"(10.0, 11.0, 10.848837209302326)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.7625)","(2.4, 2.72, 2.718545454545455)","(11.0, 12.5, 12.194835680751174)","(6.0, 6.8, 6.788749999999999)","(7.5, 8.2, 8.052307692307691)"
07-01-2023 12:29:45.192052,"(10.0, 11.0, 10.848837209302326)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.7625)","(2.4, 2.72, 2.718796992481203)","(11.0, 12.5, 12.194835680751174)","(6.0, 6.8, 6.7961038961038955)","(7.5, 8.2, 8.052307692307691)"
07-01-2023 12:29:46.430847,"(10.0, 11.0, 10.848837209302326)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.7625)","(2.4, 2.72, 2.7194285714285718)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.788749999999999)","(7.5, 8.2, 8.052307692307691)"
07-01-2023 12:29:47.685467,"(10.0, 11.0, 10.848837209302326)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.7625)","(2.4, 2.72, 2.7191011235955056)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.788749999999999)","(7.5, 8.2, 8.041176470588235)"
07-01-2023 12:29:48.813856,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.7625)","(2.4, 2.72, 2.7191011235955056)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.788749999999999)","(7.5, 8.2, 8.041176470588235)"
07-01-2023 12:29:49.953601,"(10.0, 11.0, 10.826086956521738)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.7625)","(2.4, 2.72, 2.7191011235955056)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.792156862745098)","(7.5, 8.2, 8.041176470588235)"
07-01-2023 12:29:51.095555,"(10.0, 11.0, 10.907692307692308)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.786666666666666)","(2.4, 2.72, 2.7194382022471912)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.792156862745098)","(7.5, 8.2, 8.052307692307691)"
07-01-2023 12:29:52.226776,"(10.0, 10.5, 10.45852534562212)","(61.0, 110.0, 100.0)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.786666666666666)","(2.4, 2.72, 2.7194382022471912)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.792156862745098)","(7.5, 8.2, 8.027777777777777)"
07-01-2023 12:29:53.298883,"(10.0, 10.5, 10.45852534562212)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.786666666666666)","(2.4, 2.72, 2.719328859060403)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.792156862745098)","(7.5, 8.2, 8.027777777777777)"
07-01-2023 12:29:54.407823,"(10.0, 10.5, 10.45852534562212)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.786666666666666)","(2.4, 2.72, 2.6804705882352944)","(11.0, 12.5, 12.24609375)","(6.0, 6.8, 6.796536796536796)","(7.5, 8.2, 8.027777777777777)"
07-01-2023 12:29:55.591903,"(10.0, 11.0, 10.926940639269407)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.786666666666666)","(2.4, 2.7, 2.687692307692308)","(11.0, 12.5, 12.24609375)","(6.0, 6.8, 6.796536796536796)","(7.5, 8.2, 8.027777777777777)"
07-01-2023 12:29:56.791048,"(10.0, 11.0, 10.914414414414415)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.786666666666666)","(2.4, 2.7, 2.687692307692308)","(11.0, 12.5, 12.24609375)","(6.0, 6.8, 6.796536796536796)","(7.5, 8.2, 8.027777777777777)"
07-01-2023 12:29:57.921942,"(10.0, 11.0, 10.914414414414415)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.786666666666666)","(2.4, 2.7, 2.6993548387096777)","(11.0, 12.5, 12.24609375)","(6.0, 6.8, 6.796536796536796)","(7.5, 8.2, 8.027777777777777)"
07-01-2023 12:29:59.045009,"(10.0, 11.0, 10.914414414414415)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 80.41666666666667)","(4.4, 6.8, 6.786666666666666)","(2.4, 2.7, 2.675673289183223)","(11.0, 12.5, 12.24609375)","(6.0, 6.8, 6.796380090497737)","(7.5, 8.2, 8.027777777777777)"
07-01-2023 12:30:00.117896,"(10.0, 11.0, 10.914414414414415)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 83.33333333333333)","(4.4, 6.8, 6.788405797101449)","(2.4, 2.68, 2.675673289183223)","(11.0, 12.5, 12.24609375)","(6.0, 6.8, 6.796380090497737)","(7.5, 8.2, 8.027777777777777)"
07-01-2023 12:30:01.149915,"(10.0, 11.0, 10.914414414414415)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 84.23076923076923)","(4.4, 6.8, 6.788405797101449)","(2.4, 2.68, 2.6781954887218045)","(11.0, 12.5, 12.24609375)","(6.0, 6.8, 6.796380090497737)","(7.5, 8.2, 8.027777777777777)"
07-01-2023 12:30:02.175994,"(10.0, 11.0, 10.882608695652173)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 84.23076923076923)","(4.4, 6.8, 6.788405797101449)","(2.4, 2.68, 2.6781954887218045)","(11.0, 12.5, 12.24609375)","(6.0, 6.8, 6.796380090497737)","(7.5, 8.2, 8.25925925925926)"
07-01-2023 12:30:03.234325,"(10.0, 11.0, 10.882608695652173)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 84.23076923076923)","(4.4, 6.8, 6.788405797101449)","(2.4, 2.68, 2.677391304347826)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.788028169014084)","(7.5, 8.4, 8.389830508474576)"
07-01-2023 12:30:04.301239,"(10.0, 11.0, 10.882608695652173)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 77.5)","(4.4, 6.8, 6.752)","(2.4, 2.68, 2.6747445255474456)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.795967741935484)","(7.5, 8.4, 8.578761061946903)"
07-01-2023 12:30:05.438652,"(10.0, 11.0, 10.882608695652173)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 82.5)","(4.4, 6.8, 6.588571428571428)","(2.4, 2.68, 2.7095081967213117)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.781538461538461)","(7.5, 8.6, 8.568965517241379)"
07-01-2023 12:30:06.540352,"(10.0, 10.5, 10.487745098039216)","(61.0, 95.0, 93.57142857142857)","(61.0, 95.0, 82.5)","(4.4, 6.6, 6.588571428571428)","(2.4, 2.72, 2.7095081967213117)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.781538461538461)","(7.5, 8.6, 8.48936170212766)"
07-01-2023 12:30:07.705499,"(10.0, 10.5, 10.425213675213675)","(61.0, 110.0, 106.36363636363636)","(61.0, 95.0, 88.0)","(4.4, 6.6, 6.588571428571428)","(2.4, 2.72, 2.716666666666667)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.781538461538461)","(7.5, 8.6, 8.48936170212766)"
07-01-2023 12:30:08.789013,"(10.0, 10.5, 10.425213675213675)","(61.0, 110.0, 102.85714285714286)","(61.0, 95.0, 88.0)","(4.4, 6.6, 6.588571428571428)","(2.4, 2.72, 2.698994413407821)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.781538461538461)","(7.5, 8.6, 8.539130434782608)"
07-01-2023 12:30:09.898108,"(10.0, 10.5, 10.425213675213675)","(61.0, 110.0, 102.85714285714286)","(61.0, 95.0, 88.0)","(4.4, 6.6, 6.588571428571428)","(2.4, 2.7, 2.698994413407821)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.79265306122449)","(7.5, 8.6, 8.539130434782608)"
07-01-2023 12:30:10.999077,"(10.0, 10.5, 10.425213675213675)","(61.0, 110.0, 102.85714285714286)","(61.0, 95.0, 88.0)","(4.4, 6.6, 6.5935483870967735)","(2.4, 2.7, 2.6979894179894184)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.79265306122449)","(7.5, 8.6, 8.539130434782608)"
07-01-2023 12:30:12.138984,"(10.0, 10.5, 10.425213675213675)","(61.0, 110.0, 102.85714285714286)","(61.0, 95.0, 88.0)","(4.4, 6.6, 6.5935483870967735)","(2.4, 2.7, 2.6979894179894184)","(11.0, 12.5, 12.237903225806452)","(6.0, 6.8, 6.792857142857143)","(7.5, 8.6, 8.522758620689654)"
07-01-2023 12:30:13.289034,"(10.0, 10.5, 10.203125)","(61.0, 110.0, 102.85714285714286)","(61.0, 95.0, 88.0)","(4.4, 6.6, 6.5935483870967735)","(2.4, 2.7, 2.6984971098265897)","(11.0, 12.5, 12.347058823529412)","(6.0, 6.8, 6.792857142857143)","(7.5, 8.6, 8.526315789473683)"
07-01-2023 12:30:14.415279,"(10.0, 10.5, 10.160714285714286)","(61.0, 110.0, 102.85714285714286)","(61.0, 95.0, 88.0)","(4.4, 6.6, 6.5935483870967735)","(2.4, 2.7, 2.71855421686747)","(11.0, 12.5, 12.347058823529412)","(6.0, 6.8, 6.792857142857143)","(7.5, 8.6, 8.526315789473683)"
