,Our Bella Lucia,Wild Man,Linxx,My Magic Merlin,Waitpinga Lad,Cutty Sark,Murranji Track
310,"[datetime.datetime(2022, 11, 28, 19, 55, 2, 336744), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 336744), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 336744), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 336744), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 336744), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 336744), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 336744), 3.5, 5.2]"
311,"[datetime.datetime(2022, 11, 28, 19, 55, 3, 521507), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 3, 521507), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 3, 521507), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 3, 521507), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 3, 521507), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 3, 521507), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 3, 521507), 3.5, 5.2]"
312,"[datetime.datetime(2022, 11, 28, 19, 55, 4, 682473), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 682473), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 682473), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 682473), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 682473), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 682473), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 682473), 3.5, 5.2]"
313,"[datetime.datetime(2022, 11, 28, 19, 55, 5, 898214), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 898214), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 898214), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 898214), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 898214), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 898214), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 898214), 3.5, 5.2]"
314,"[datetime.datetime(2022, 11, 28, 19, 55, 7, 74642), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 7, 74642), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 7, 74642), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 7, 74642), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 7, 74642), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 7, 74642), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 7, 74642), 3.5, 5.3]"
315,"[datetime.datetime(2022, 11, 28, 19, 55, 8, 269669), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 269669), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 269669), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 269669), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 269669), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 269669), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 269669), 3.5, 5.3]"
316,"[datetime.datetime(2022, 11, 28, 19, 55, 9, 469690), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 469690), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 469690), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 469690), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 469690), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 469690), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 469690), 3.5, 5.3]"
317,"[datetime.datetime(2022, 11, 28, 19, 55, 10, 704882), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 704882), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 704882), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 704882), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 704882), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 704882), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 704882), 3.5, 5.3]"
318,"[datetime.datetime(2022, 11, 28, 19, 55, 11, 890600), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 890600), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 890600), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 890600), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 890600), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 890600), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 890600), 3.5, 5.3]"
319,"[datetime.datetime(2022, 11, 28, 19, 55, 13, 75948), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 75948), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 75948), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 75948), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 75948), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 75948), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 75948), 3.5, 5.3]"
320,"[datetime.datetime(2022, 11, 28, 19, 55, 14, 256567), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 256567), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 256567), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 256567), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 256567), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 256567), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 256567), 3.5, 5.3]"
321,"[datetime.datetime(2022, 11, 28, 19, 55, 15, 431734), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 431734), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 431734), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 431734), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 431734), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 431734), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 431734), 3.5, 5.3]"
322,"[datetime.datetime(2022, 11, 28, 19, 55, 16, 637505), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 637505), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 637505), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 637505), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 637505), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 637505), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 637505), 3.5, 5.3]"
323,"[datetime.datetime(2022, 11, 28, 19, 55, 17, 811413), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 17, 811413), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 17, 811413), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 17, 811413), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 17, 811413), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 17, 811413), 2.25, 3.0]","[datetime.datetime(2022, 11, 28, 19, 55, 17, 811413), 3.5, 5.3]"
324,"[datetime.datetime(2022, 11, 28, 19, 55, 18, 989276), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 989276), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 989276), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 989276), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 989276), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 989276), 2.25, 3.0]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 989276), 3.5, 5.3]"
325,"[datetime.datetime(2022, 11, 28, 19, 55, 20, 173123), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 173123), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 173123), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 173123), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 173123), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 173123), 2.25, 3.0]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 173123), 3.5, 5.3]"
326,"[datetime.datetime(2022, 11, 28, 19, 55, 21, 340057), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 340057), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 340057), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 340057), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 340057), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 340057), 2.25, 3.0]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 340057), 3.5, 5.3]"
327,"[datetime.datetime(2022, 11, 28, 19, 55, 22, 508812), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 22, 508812), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 22, 508812), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 22, 508812), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 22, 508812), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 22, 508812), 2.25, 3.0]","[datetime.datetime(2022, 11, 28, 19, 55, 22, 508812), 3.5, 5.3]"
328,"[datetime.datetime(2022, 11, 28, 19, 55, 23, 678507), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 678507), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 678507), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 678507), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 678507), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 678507), 2.25, 3.0]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 678507), 3.5, 5.3]"
329,"[datetime.datetime(2022, 11, 28, 19, 55, 24, 843356), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 843356), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 843356), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 843356), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 843356), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 843356), 2.25, 3.0]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 843356), 3.5, 5.3]"
330,"[datetime.datetime(2022, 11, 28, 19, 55, 26, 8469), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 8469), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 8469), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 8469), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 8469), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 8469), 2.25, 3.0]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 8469), 3.5, 5.3]"
331,"[datetime.datetime(2022, 11, 28, 19, 55, 27, 178867), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 27, 178867), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 55, 27, 178867), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 19, 55, 27, 178867), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 27, 178867), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 27, 178867), 2.25, 3.0]","[datetime.datetime(2022, 11, 28, 19, 55, 27, 178867), 3.5, 5.2]"
332,"[datetime.datetime(2022, 11, 28, 19, 55, 28, 343994), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 343994), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 343994), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 343994), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 343994), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 343994), 2.25, 2.98]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 343994), 3.5, 5.2]"
333,"[datetime.datetime(2022, 11, 28, 19, 55, 29, 508331), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 508331), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 508331), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 508331), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 508331), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 508331), 2.25, 2.98]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 508331), 3.5, 5.1]"
334,"[datetime.datetime(2022, 11, 28, 19, 55, 30, 683132), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 683132), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 683132), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 683132), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 683132), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 683132), 2.25, 2.98]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 683132), 3.5, 5.2]"
335,"[datetime.datetime(2022, 11, 28, 19, 55, 31, 870469), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 870469), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 870469), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 870469), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 870469), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 870469), 2.25, 2.98]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 870469), 3.5, 5.2]"
336,"[datetime.datetime(2022, 11, 28, 19, 55, 33, 80249), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 80249), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 80249), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 80249), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 80249), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 80249), 2.25, 2.98]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 80249), 3.5, 5.2]"
337,"[datetime.datetime(2022, 11, 28, 19, 55, 34, 291695), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 291695), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 291695), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 291695), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 291695), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 291695), 2.25, 2.98]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 291695), 3.5, 5.2]"
338,"[datetime.datetime(2022, 11, 28, 19, 55, 35, 458331), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 458331), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 458331), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 458331), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 458331), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 458331), 2.25, 2.98]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 458331), 3.5, 5.2]"
339,"[datetime.datetime(2022, 11, 28, 19, 55, 36, 637017), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 637017), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 637017), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 637017), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 637017), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 637017), 2.25, 2.98]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 637017), 3.5, 5.2]"
340,"[datetime.datetime(2022, 11, 28, 19, 55, 37, 805078), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 805078), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 805078), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 805078), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 805078), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 805078), 2.25, 2.4]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 805078), 3.5, 5.7]"
341,"[datetime.datetime(2022, 11, 28, 19, 55, 38, 973456), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 973456), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 973456), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 973456), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 973456), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 973456), 2.25, 2.4]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 973456), 3.5, 5.7]"
342,"[datetime.datetime(2022, 11, 28, 19, 55, 40, 147370), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 147370), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 147370), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 147370), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 147370), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 147370), 2.25, 2.4]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 147370), 3.5, 5.8]"
343,"[datetime.datetime(2022, 11, 28, 19, 55, 41, 307657), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 307657), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 307657), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 307657), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 307657), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 307657), 2.25, 2.4]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 307657), 3.5, 5.8]"
344,"[datetime.datetime(2022, 11, 28, 19, 55, 42, 477948), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 19, 55, 42, 477948), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 42, 477948), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 42, 477948), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 42, 477948), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 42, 477948), 2.25, 2.4]","[datetime.datetime(2022, 11, 28, 19, 55, 42, 477948), 3.5, 5.8]"
345,"[datetime.datetime(2022, 11, 28, 19, 55, 43, 643847), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 643847), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 643847), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 643847), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 643847), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 643847), 2.25, 2.4]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 643847), 3.5, 5.8]"
346,"[datetime.datetime(2022, 11, 28, 19, 55, 44, 813014), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 813014), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 813014), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 813014), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 813014), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 813014), 2.25, 2.4]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 813014), 3.5, 5.8]"
347,"[datetime.datetime(2022, 11, 28, 19, 55, 45, 983098), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 983098), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 983098), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 983098), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 983098), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 983098), 2.25, 2.4]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 983098), 3.5, 5.8]"
348,"[datetime.datetime(2022, 11, 28, 19, 55, 47, 145355), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 145355), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 145355), 8.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 145355), 3.8, 5.0]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 145355), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 145355), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 145355), 3.5, 5.8]"
349,"[datetime.datetime(2022, 11, 28, 19, 55, 48, 308914), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 308914), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 308914), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 308914), 3.8, 4.9]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 308914), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 308914), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 308914), 3.5, 5.7]"
350,"[datetime.datetime(2022, 11, 28, 19, 55, 49, 475915), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 475915), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 475915), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 475915), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 475915), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 475915), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 475915), 3.5, 5.6]"
351,"[datetime.datetime(2022, 11, 28, 19, 55, 50, 648301), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 648301), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 648301), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 648301), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 648301), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 648301), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 648301), 3.5, 5.6]"
352,"[datetime.datetime(2022, 11, 28, 19, 55, 51, 829292), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 51, 829292), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 51, 829292), 8.0, 11.5]","[datetime.datetime(2022, 11, 28, 19, 55, 51, 829292), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 55, 51, 829292), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 51, 829292), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 51, 829292), 3.5, 5.6]"
353,"[datetime.datetime(2022, 11, 28, 19, 55, 53, 3850), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 3850), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 3850), 8.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 3850), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 3850), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 3850), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 3850), 3.5, 5.6]"
354,"[datetime.datetime(2022, 11, 28, 19, 55, 54, 187679), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 187679), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 187679), 8.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 187679), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 187679), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 187679), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 187679), 3.5, 5.6]"
355,"[datetime.datetime(2022, 11, 28, 19, 55, 55, 380598), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 380598), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 380598), 8.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 380598), 3.8, 4.8]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 380598), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 380598), 2.25, 3.05]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 380598), 3.5, 5.6]"
