,Birdie Blue,What A Tart,Despeight All Odds,Emperors Song,Sugar Britches,Lady Breanna,Lady Madison,Orbette
407,"[datetime.datetime(2022, 11, 28, 10, 37, 49, 323422), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 37, 49, 323422), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 37, 49, 323422), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 37, 49, 323422), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 10, 37, 49, 323422), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 37, 49, 323422), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 37, 49, 323422), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 37, 49, 323422), 5.5, 8.2]"
408,"[datetime.datetime(2022, 11, 28, 10, 37, 50, 459294), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 37, 50, 459294), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 37, 50, 459294), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 37, 50, 459294), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 10, 37, 50, 459294), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 37, 50, 459294), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 37, 50, 459294), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 37, 50, 459294), 5.5, 8.2]"
409,"[datetime.datetime(2022, 11, 28, 10, 37, 51, 584251), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 37, 51, 584251), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 37, 51, 584251), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 37, 51, 584251), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 10, 37, 51, 584251), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 37, 51, 584251), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 37, 51, 584251), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 37, 51, 584251), 5.5, 8.2]"
410,"[datetime.datetime(2022, 11, 28, 10, 37, 52, 762762), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 37, 52, 762762), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 37, 52, 762762), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 37, 52, 762762), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 10, 37, 52, 762762), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 37, 52, 762762), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 37, 52, 762762), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 37, 52, 762762), 5.5, 8.2]"
411,"[datetime.datetime(2022, 11, 28, 10, 37, 53, 883307), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 37, 53, 883307), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 37, 53, 883307), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 37, 53, 883307), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 10, 37, 53, 883307), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 37, 53, 883307), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 37, 53, 883307), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 37, 53, 883307), 5.5, 8.2]"
412,"[datetime.datetime(2022, 11, 28, 10, 37, 55, 24997), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 37, 55, 24997), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 37, 55, 24997), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 37, 55, 24997), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 10, 37, 55, 24997), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 37, 55, 24997), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 37, 55, 24997), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 37, 55, 24997), 5.5, 8.2]"
413,"[datetime.datetime(2022, 11, 28, 10, 37, 56, 147173), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 37, 56, 147173), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 37, 56, 147173), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 37, 56, 147173), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 37, 56, 147173), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 37, 56, 147173), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 37, 56, 147173), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 37, 56, 147173), 5.5, 8.2]"
414,"[datetime.datetime(2022, 11, 28, 10, 37, 57, 266655), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 37, 57, 266655), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 37, 57, 266655), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 37, 57, 266655), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 37, 57, 266655), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 37, 57, 266655), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 37, 57, 266655), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 37, 57, 266655), 5.5, 8.2]"
415,"[datetime.datetime(2022, 11, 28, 10, 37, 58, 396072), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 37, 58, 396072), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 37, 58, 396072), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 37, 58, 396072), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 37, 58, 396072), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 37, 58, 396072), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 37, 58, 396072), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 37, 58, 396072), 5.5, 8.2]"
416,"[datetime.datetime(2022, 11, 28, 10, 37, 59, 531073), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 37, 59, 531073), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 37, 59, 531073), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 37, 59, 531073), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 37, 59, 531073), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 37, 59, 531073), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 37, 59, 531073), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 37, 59, 531073), 5.5, 8.2]"
417,"[datetime.datetime(2022, 11, 28, 10, 38, 0, 659157), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 0, 659157), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 0, 659157), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 0, 659157), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 0, 659157), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 0, 659157), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 0, 659157), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 0, 659157), 5.5, 8.2]"
418,"[datetime.datetime(2022, 11, 28, 10, 38, 1, 780032), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 1, 780032), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 1, 780032), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 1, 780032), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 1, 780032), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 1, 780032), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 1, 780032), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 1, 780032), 5.5, 8.2]"
419,"[datetime.datetime(2022, 11, 28, 10, 38, 2, 901114), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 2, 901114), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 2, 901114), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 2, 901114), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 2, 901114), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 2, 901114), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 2, 901114), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 2, 901114), 5.5, 8.2]"
420,"[datetime.datetime(2022, 11, 28, 10, 38, 4, 30255), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 4, 30255), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 4, 30255), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 4, 30255), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 4, 30255), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 4, 30255), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 4, 30255), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 4, 30255), 5.5, 8.2]"
421,"[datetime.datetime(2022, 11, 28, 10, 38, 5, 158823), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 5, 158823), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 5, 158823), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 5, 158823), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 5, 158823), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 5, 158823), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 5, 158823), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 5, 158823), 5.5, 8.2]"
422,"[datetime.datetime(2022, 11, 28, 10, 38, 6, 299320), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 6, 299320), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 6, 299320), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 6, 299320), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 6, 299320), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 6, 299320), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 6, 299320), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 6, 299320), 5.5, 8.2]"
423,"[datetime.datetime(2022, 11, 28, 10, 38, 7, 438904), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 7, 438904), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 7, 438904), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 7, 438904), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 7, 438904), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 7, 438904), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 7, 438904), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 7, 438904), 5.5, 8.2]"
424,"[datetime.datetime(2022, 11, 28, 10, 38, 8, 559073), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 8, 559073), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 8, 559073), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 8, 559073), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 8, 559073), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 8, 559073), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 8, 559073), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 8, 559073), 5.5, 8.2]"
425,"[datetime.datetime(2022, 11, 28, 10, 38, 9, 689409), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 9, 689409), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 9, 689409), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 9, 689409), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 9, 689409), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 9, 689409), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 9, 689409), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 9, 689409), 5.5, 8.2]"
426,"[datetime.datetime(2022, 11, 28, 10, 38, 10, 804570), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 10, 804570), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 10, 804570), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 10, 804570), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 10, 804570), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 10, 804570), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 10, 804570), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 10, 804570), 5.5, 8.2]"
427,"[datetime.datetime(2022, 11, 28, 10, 38, 11, 969382), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 11, 969382), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 11, 969382), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 11, 969382), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 11, 969382), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 11, 969382), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 11, 969382), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 11, 969382), 5.5, 8.2]"
428,"[datetime.datetime(2022, 11, 28, 10, 38, 13, 91719), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 13, 91719), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 13, 91719), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 13, 91719), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 13, 91719), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 13, 91719), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 13, 91719), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 13, 91719), 5.5, 8.2]"
429,"[datetime.datetime(2022, 11, 28, 10, 38, 14, 228408), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 14, 228408), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 14, 228408), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 14, 228408), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 14, 228408), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 14, 228408), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 14, 228408), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 14, 228408), 5.5, 8.2]"
430,"[datetime.datetime(2022, 11, 28, 10, 38, 15, 355863), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 15, 355863), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 15, 355863), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 15, 355863), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 15, 355863), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 15, 355863), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 15, 355863), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 15, 355863), 5.5, 8.2]"
431,"[datetime.datetime(2022, 11, 28, 10, 38, 16, 475268), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 16, 475268), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 16, 475268), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 16, 475268), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 16, 475268), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 16, 475268), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 16, 475268), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 16, 475268), 5.5, 8.2]"
432,"[datetime.datetime(2022, 11, 28, 10, 38, 17, 631171), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 17, 631171), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 17, 631171), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 17, 631171), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 17, 631171), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 17, 631171), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 17, 631171), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 17, 631171), 5.5, 8.2]"
433,"[datetime.datetime(2022, 11, 28, 10, 38, 18, 753686), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 18, 753686), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 18, 753686), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 18, 753686), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 18, 753686), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 18, 753686), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 18, 753686), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 18, 753686), 5.5, 8.2]"
434,"[datetime.datetime(2022, 11, 28, 10, 38, 19, 876575), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 19, 876575), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 19, 876575), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 19, 876575), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 19, 876575), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 19, 876575), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 19, 876575), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 19, 876575), 5.5, 8.2]"
435,"[datetime.datetime(2022, 11, 28, 10, 38, 20, 995594), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 20, 995594), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 20, 995594), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 20, 995594), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 20, 995594), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 20, 995594), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 20, 995594), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 20, 995594), 5.5, 8.2]"
436,"[datetime.datetime(2022, 11, 28, 10, 38, 22, 123913), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 22, 123913), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 22, 123913), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 22, 123913), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 22, 123913), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 22, 123913), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 22, 123913), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 22, 123913), 5.5, 8.2]"
437,"[datetime.datetime(2022, 11, 28, 10, 38, 23, 259543), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 23, 259543), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 23, 259543), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 23, 259543), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 23, 259543), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 23, 259543), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 23, 259543), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 23, 259543), 5.5, 8.2]"
438,"[datetime.datetime(2022, 11, 28, 10, 38, 24, 386758), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 24, 386758), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 24, 386758), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 24, 386758), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 24, 386758), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 24, 386758), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 24, 386758), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 24, 386758), 5.5, 8.2]"
439,"[datetime.datetime(2022, 11, 28, 10, 38, 25, 516101), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 25, 516101), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 25, 516101), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 25, 516101), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 25, 516101), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 25, 516101), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 25, 516101), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 25, 516101), 5.5, 8.2]"
440,"[datetime.datetime(2022, 11, 28, 10, 38, 26, 659721), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 26, 659721), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 26, 659721), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 26, 659721), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 26, 659721), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 26, 659721), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 26, 659721), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 26, 659721), 5.5, 8.2]"
441,"[datetime.datetime(2022, 11, 28, 10, 38, 27, 795274), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 27, 795274), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 27, 795274), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 27, 795274), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 27, 795274), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 27, 795274), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 27, 795274), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 27, 795274), 5.5, 8.2]"
442,"[datetime.datetime(2022, 11, 28, 10, 38, 28, 914097), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 28, 914097), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 28, 914097), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 28, 914097), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 28, 914097), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 28, 914097), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 28, 914097), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 28, 914097), 5.5, 8.2]"
443,"[datetime.datetime(2022, 11, 28, 10, 38, 30, 57150), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 30, 57150), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 30, 57150), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 30, 57150), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 30, 57150), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 30, 57150), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 30, 57150), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 30, 57150), 5.5, 8.2]"
444,"[datetime.datetime(2022, 11, 28, 10, 38, 31, 171906), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 31, 171906), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 31, 171906), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 31, 171906), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 31, 171906), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 31, 171906), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 31, 171906), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 31, 171906), 5.5, 8.2]"
445,"[datetime.datetime(2022, 11, 28, 10, 38, 32, 299715), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 32, 299715), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 32, 299715), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 32, 299715), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 32, 299715), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 32, 299715), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 32, 299715), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 32, 299715), 5.5, 8.2]"
446,"[datetime.datetime(2022, 11, 28, 10, 38, 33, 440977), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 33, 440977), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 33, 440977), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 33, 440977), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 33, 440977), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 33, 440977), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 33, 440977), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 33, 440977), 5.5, 8.2]"
447,"[datetime.datetime(2022, 11, 28, 10, 38, 34, 576419), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 38, 34, 576419), 15.0, 80.0]","[datetime.datetime(2022, 11, 28, 10, 38, 34, 576419), 3.2, 4.2]","[datetime.datetime(2022, 11, 28, 10, 38, 34, 576419), 2.7, 7.0]","[datetime.datetime(2022, 11, 28, 10, 38, 34, 576419), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 10, 38, 34, 576419), 13.0, 44.0]","[datetime.datetime(2022, 11, 28, 10, 38, 34, 576419), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 10, 38, 34, 576419), 5.5, 8.2]"
