,Summer Cat,Gee Shes Pretty,Shes An Angel,Mrs Krinkles,Queen Bridget,Wild Prospect,Sexy Rags,Gurkha Gold
16-12-2022 14:53:08.938384,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 26.0)","(26.0, 110.0, 62.0)","(3.2, 3.85, 3.8397058823529413)"
16-12-2022 14:53:10.060645,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 26.0)","(26.0, 110.0, 62.0)","(3.2, 3.85, 3.8397058823529413)"
16-12-2022 14:53:11.180419,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 26.0)","(26.0, 110.0, 62.0)","(3.2, 3.85, 3.8397058823529413)"
16-12-2022 14:53:12.343344,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 70.0)","(3.2, 3.85, 3.8397058823529413)"
16-12-2022 14:53:13.528211,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.8397058823529413)"
16-12-2022 14:53:14.703677,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.8397058823529413)"
16-12-2022 14:53:15.879869,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.8397058823529413)"
16-12-2022 14:53:17.039814,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.8397058823529413)"
16-12-2022 14:53:18.142097,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.75)"
16-12-2022 14:53:19.202621,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.8285714285714287)"
16-12-2022 14:53:20.245446,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 130.0, 73.75)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.825)"
16-12-2022 14:53:21.291020,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.825)"
16-12-2022 14:53:22.371732,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.7875)"
16-12-2022 14:53:23.459211,"(3.5, 4.1, 3.927027027027027)","(13.0, 19.0, 18.727272727272727)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.7875)"
16-12-2022 14:53:24.598574,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.823529411764707)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.825)"
16-12-2022 14:53:25.699474,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.4)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.6982758620689657)"
16-12-2022 14:53:26.768457,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.4)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.666666666666667)"
16-12-2022 14:53:27.854326,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.4)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.6575)"
16-12-2022 14:53:28.894715,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.6575)"
16-12-2022 14:53:29.925862,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.6575)"
16-12-2022 14:53:30.929418,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.6575)"
16-12-2022 14:53:31.944369,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.6575)"
16-12-2022 14:53:32.958977,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7333333333333334)"
16-12-2022 14:53:34.003531,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7333333333333334)"
16-12-2022 14:53:35.048334,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7333333333333334)"
16-12-2022 14:53:36.146284,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7333333333333334)"
16-12-2022 14:53:37.201165,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7333333333333334)"
16-12-2022 14:53:38.299438,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7333333333333334)"
16-12-2022 14:53:39.352369,"(3.5, 4.1, 3.927027027027027)","(13.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(5.0, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(15.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7333333333333334)"
16-12-2022 14:53:40.410375,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(16.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7333333333333334)"
16-12-2022 14:53:41.396159,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(16.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.725)"
16-12-2022 14:53:42.405539,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.768421052631579)","(16.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.725)"
16-12-2022 14:53:43.405125,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.725)"
16-12-2022 14:53:44.482615,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.725)"
16-12-2022 14:53:45.509945,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.725)"
16-12-2022 14:53:46.599411,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.725)"
16-12-2022 14:53:47.605090,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.725)"
16-12-2022 14:53:48.612150,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.71)"
16-12-2022 14:53:49.589299,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 26.0)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.7423076923076923)"
16-12-2022 14:53:50.604943,"(3.5, 4.1, 3.927027027027027)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 26.0)","(26.0, 110.0, 51.5)","(3.2, 3.85, 3.7423076923076923)"
16-12-2022 14:53:51.603280,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 26.0)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7423076923076923)"
16-12-2022 14:53:52.649241,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 26.0)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7423076923076923)"
16-12-2022 14:53:53.735424,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 26.0)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7423076923076923)"
16-12-2022 14:53:54.806096,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 26.0)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7423076923076923)"
16-12-2022 14:53:55.885795,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 26.0)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.7423076923076923)"
16-12-2022 14:53:56.926410,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.85, 3.68)"
16-12-2022 14:53:57.917337,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 27.2)","(26.0, 110.0, 41.75)","(3.2, 3.9, 3.68)"
16-12-2022 14:53:58.880741,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.9, 3.68)"
16-12-2022 14:53:59.888539,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 120.0, 98.33333333333334)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.9, 3.591176470588235)"
16-12-2022 14:54:00.865802,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 27.2)","(26.0, 110.0, 51.5)","(3.2, 3.9, 3.6038461538461535)"
16-12-2022 14:54:01.842968,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 24.0)","(26.0, 110.0, 50.0)","(3.2, 3.9, 3.6038461538461535)"
16-12-2022 14:54:02.836893,"(3.5, 4.0, 3.911111111111111)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 32.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.9, 3.6374999999999997)"
16-12-2022 14:54:03.838389,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 25.0)","(26.0, 110.0, 61.4)","(3.2, 3.9, 3.65)"
16-12-2022 14:54:04.798139,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 25.0)","(26.0, 110.0, 61.4)","(3.2, 3.9, 3.6227272727272726)"
16-12-2022 14:54:05.818689,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 25.0)","(26.0, 110.0, 61.4)","(3.2, 3.95, 3.6227272727272726)"
16-12-2022 14:54:06.808120,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 25.0)","(26.0, 110.0, 61.4)","(3.2, 3.95, 3.6227272727272726)"
16-12-2022 14:54:07.888179,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 25.0)","(26.0, 110.0, 61.4)","(3.2, 3.95, 3.6227272727272726)"
16-12-2022 14:54:08.978782,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 25.0)","(26.0, 110.0, 61.4)","(3.2, 3.95, 3.6666666666666665)"
16-12-2022 14:54:10.088124,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 25.0)","(26.0, 110.0, 61.4)","(3.2, 3.9, 3.6666666666666665)"
16-12-2022 14:54:11.131489,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 25.0)","(26.0, 110.0, 61.4)","(3.2, 3.9, 3.6666666666666665)"
16-12-2022 14:54:12.176821,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 25.0)","(26.0, 110.0, 61.4)","(3.2, 3.9, 3.6666666666666665)"
16-12-2022 14:54:13.184678,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 26.0)","(26.0, 110.0, 69.5)","(3.2, 3.9, 3.6666666666666665)"
16-12-2022 14:54:14.292151,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.9, 3.6666666666666665)"
16-12-2022 14:54:15.375841,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.752941176470588)","(16.0, 30.0, 26.0)","(26.0, 110.0, 50.0)","(3.2, 3.9, 3.539705882352941)"
16-12-2022 14:54:16.449510,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.0)","(26.0, 110.0, 50.0)","(3.2, 3.95, 3.539705882352941)"
16-12-2022 14:54:17.559967,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 92.5)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.0)","(26.0, 110.0, 50.0)","(3.2, 3.95, 3.539705882352941)"
16-12-2022 14:54:18.628986,"(3.5, 4.1, 3.922222222222222)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.8)","(26.0, 110.0, 49.25)","(3.2, 3.95, 3.8)"
16-12-2022 14:54:19.693865,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.8)","(26.0, 110.0, 49.25)","(3.2, 3.9, 3.5)"
16-12-2022 14:54:20.719787,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.8)","(26.0, 110.0, 50.0)","(3.2, 3.9, 3.749056603773585)"
16-12-2022 14:54:21.769148,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.8)","(26.0, 110.0, 50.0)","(3.2, 3.9, 3.6999999999999997)"
16-12-2022 14:54:22.812957,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 27.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.6999999999999997)"
16-12-2022 14:54:23.864018,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 73.75)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.6999999999999997)"
16-12-2022 14:54:24.950302,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.566666666666667)"
16-12-2022 14:54:26.062985,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.0)","(26.0, 110.0, 51.5)","(3.2, 3.8, 3.566666666666667)"
16-12-2022 14:54:27.103717,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.566666666666667)"
16-12-2022 14:54:28.173026,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.5846153846153848)"
16-12-2022 14:54:29.163065,"(3.5, 4.1, 3.9277777777777776)","(14.0, 20.0, 18.666666666666668)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.74375)","(16.0, 30.0, 25.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.669767441860465)"
16-12-2022 14:54:30.216593,"(3.5, 4.1, 3.8292452830188677)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 25.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.669767441860465)"
16-12-2022 14:54:31.292807,"(3.5, 4.1, 3.8515151515151516)","(14.0, 20.0, 18.875)","(31.0, 130.0, 73.75)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 25.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.669767441860465)"
16-12-2022 14:54:32.412412,"(3.5, 4.1, 3.8515151515151516)","(14.0, 20.0, 18.875)","(31.0, 130.0, 73.75)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 25.0)","(26.0, 110.0, 50.0)","(3.2, 3.8, 3.635294117647059)"
16-12-2022 14:54:33.497304,"(3.5, 4.1, 3.8292452830188677)","(14.0, 20.0, 18.875)","(31.0, 130.0, 73.75)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 25.0)","(26.0, 110.0, 49.25)","(3.2, 3.8, 3.692307692307692)"
16-12-2022 14:54:34.515097,"(3.5, 4.1, 3.7946808510638297)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 26.0)","(26.0, 110.0, 61.4)","(3.2, 3.8, 3.692307692307692)"
16-12-2022 14:54:35.494171,"(3.5, 4.1, 3.7946808510638297)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 26.0)","(26.0, 110.0, 61.4)","(3.2, 3.8, 3.692307692307692)"
16-12-2022 14:54:36.497777,"(3.5, 4.1, 3.7946808510638297)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 26.0)","(26.0, 110.0, 61.4)","(3.2, 3.8, 3.692307692307692)"
16-12-2022 14:54:37.540037,"(3.5, 4.1, 3.7946808510638297)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 26.0)","(26.0, 110.0, 61.4)","(3.2, 3.8, 3.692307692307692)"
16-12-2022 14:54:38.599451,"(3.5, 4.1, 3.7946808510638297)","(14.0, 20.0, 18.875)","(31.0, 130.0, 80.0)","(4.8, 99999, 99990)","(4.6, 5.9, 5.795833333333333)","(16.0, 30.0, 26.0)","(26.0, 110.0, 61.4)","(3.2, 3.8, 3.65)"
