,Coorong Cam,Paw Some Sloane,Terrific Arnold,Zipping Daria,Terrific Tyla,Allinga Molly,Emerley Star,Barefoot Rebel
263,"[datetime.datetime(2022, 11, 28, 19, 38, 25, 717322), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 25, 717322), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 25, 717322), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 25, 717322), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 25, 717322), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 25, 717322), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 25, 717322), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 25, 717322), 6.5, 12.5]"
264,"[datetime.datetime(2022, 11, 28, 19, 38, 26, 863667), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 26, 863667), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 26, 863667), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 26, 863667), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 26, 863667), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 26, 863667), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 26, 863667), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 26, 863667), 6.5, 12.5]"
265,"[datetime.datetime(2022, 11, 28, 19, 38, 28, 16415), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 28, 16415), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 28, 16415), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 28, 16415), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 28, 16415), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 28, 16415), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 28, 16415), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 28, 16415), 6.5, 12.5]"
266,"[datetime.datetime(2022, 11, 28, 19, 38, 29, 157412), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 29, 157412), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 29, 157412), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 29, 157412), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 29, 157412), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 29, 157412), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 29, 157412), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 29, 157412), 6.5, 12.5]"
267,"[datetime.datetime(2022, 11, 28, 19, 38, 30, 283276), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 30, 283276), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 30, 283276), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 30, 283276), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 30, 283276), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 30, 283276), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 30, 283276), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 30, 283276), 6.5, 12.5]"
268,"[datetime.datetime(2022, 11, 28, 19, 38, 31, 411038), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 31, 411038), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 31, 411038), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 31, 411038), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 31, 411038), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 31, 411038), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 31, 411038), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 31, 411038), 6.5, 12.5]"
269,"[datetime.datetime(2022, 11, 28, 19, 38, 32, 550564), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 32, 550564), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 32, 550564), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 32, 550564), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 32, 550564), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 32, 550564), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 32, 550564), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 32, 550564), 6.5, 12.5]"
270,"[datetime.datetime(2022, 11, 28, 19, 38, 33, 691936), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 33, 691936), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 33, 691936), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 33, 691936), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 33, 691936), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 33, 691936), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 33, 691936), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 33, 691936), 6.5, 12.5]"
271,"[datetime.datetime(2022, 11, 28, 19, 38, 34, 834608), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 34, 834608), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 34, 834608), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 34, 834608), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 34, 834608), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 34, 834608), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 34, 834608), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 34, 834608), 6.5, 12.5]"
272,"[datetime.datetime(2022, 11, 28, 19, 38, 35, 987462), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 35, 987462), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 35, 987462), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 35, 987462), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 35, 987462), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 35, 987462), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 35, 987462), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 35, 987462), 6.5, 12.5]"
273,"[datetime.datetime(2022, 11, 28, 19, 38, 37, 207527), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 37, 207527), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 37, 207527), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 37, 207527), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 37, 207527), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 37, 207527), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 37, 207527), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 37, 207527), 6.5, 12.5]"
274,"[datetime.datetime(2022, 11, 28, 19, 38, 38, 409924), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 38, 409924), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 38, 409924), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 38, 409924), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 38, 409924), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 38, 409924), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 38, 409924), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 38, 409924), 6.5, 12.5]"
275,"[datetime.datetime(2022, 11, 28, 19, 38, 39, 616477), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 39, 616477), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 39, 616477), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 39, 616477), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 39, 616477), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 39, 616477), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 39, 616477), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 39, 616477), 6.5, 12.5]"
276,"[datetime.datetime(2022, 11, 28, 19, 38, 40, 895305), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 40, 895305), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 40, 895305), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 40, 895305), 3.3, 4.9]","[datetime.datetime(2022, 11, 28, 19, 38, 40, 895305), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 40, 895305), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 40, 895305), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 40, 895305), 6.5, 12.5]"
277,"[datetime.datetime(2022, 11, 28, 19, 38, 42, 188802), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 42, 188802), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 38, 42, 188802), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 42, 188802), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 42, 188802), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 42, 188802), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 42, 188802), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 42, 188802), 6.5, 12.5]"
278,"[datetime.datetime(2022, 11, 28, 19, 38, 43, 405028), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 43, 405028), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 38, 43, 405028), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 43, 405028), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 43, 405028), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 43, 405028), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 43, 405028), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 43, 405028), 6.5, 12.5]"
279,"[datetime.datetime(2022, 11, 28, 19, 38, 44, 555629), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 44, 555629), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 38, 44, 555629), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 44, 555629), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 44, 555629), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 44, 555629), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 44, 555629), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 44, 555629), 6.5, 12.5]"
280,"[datetime.datetime(2022, 11, 28, 19, 38, 45, 701730), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 45, 701730), 16.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 38, 45, 701730), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 45, 701730), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 45, 701730), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 45, 701730), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 45, 701730), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 45, 701730), 6.5, 12.5]"
281,"[datetime.datetime(2022, 11, 28, 19, 38, 46, 835857), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 46, 835857), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 46, 835857), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 46, 835857), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 46, 835857), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 46, 835857), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 46, 835857), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 46, 835857), 6.5, 12.5]"
282,"[datetime.datetime(2022, 11, 28, 19, 38, 47, 969994), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 47, 969994), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 47, 969994), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 47, 969994), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 47, 969994), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 47, 969994), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 47, 969994), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 47, 969994), 6.5, 12.5]"
283,"[datetime.datetime(2022, 11, 28, 19, 38, 49, 108982), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 49, 108982), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 49, 108982), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 49, 108982), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 49, 108982), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 49, 108982), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 49, 108982), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 49, 108982), 6.5, 12.5]"
284,"[datetime.datetime(2022, 11, 28, 19, 38, 50, 253356), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 50, 253356), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 50, 253356), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 50, 253356), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 50, 253356), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 50, 253356), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 50, 253356), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 50, 253356), 6.5, 12.5]"
285,"[datetime.datetime(2022, 11, 28, 19, 38, 51, 386909), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 51, 386909), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 51, 386909), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 51, 386909), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 51, 386909), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 51, 386909), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 51, 386909), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 51, 386909), 6.5, 12.5]"
286,"[datetime.datetime(2022, 11, 28, 19, 38, 52, 534727), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 52, 534727), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 52, 534727), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 52, 534727), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 52, 534727), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 52, 534727), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 52, 534727), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 52, 534727), 6.5, 12.5]"
287,"[datetime.datetime(2022, 11, 28, 19, 38, 53, 669340), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 53, 669340), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 53, 669340), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 53, 669340), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 53, 669340), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 53, 669340), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 53, 669340), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 53, 669340), 6.5, 12.5]"
288,"[datetime.datetime(2022, 11, 28, 19, 38, 54, 804364), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 54, 804364), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 54, 804364), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 54, 804364), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 54, 804364), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 54, 804364), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 54, 804364), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 54, 804364), 6.5, 12.5]"
289,"[datetime.datetime(2022, 11, 28, 19, 38, 55, 940230), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 55, 940230), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 55, 940230), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 55, 940230), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 55, 940230), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 55, 940230), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 55, 940230), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 55, 940230), 6.5, 12.5]"
290,"[datetime.datetime(2022, 11, 28, 19, 38, 57, 84389), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 57, 84389), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 57, 84389), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 57, 84389), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 57, 84389), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 57, 84389), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 57, 84389), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 57, 84389), 6.5, 12.5]"
291,"[datetime.datetime(2022, 11, 28, 19, 38, 58, 239645), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 58, 239645), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 58, 239645), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 58, 239645), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 58, 239645), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 58, 239645), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 58, 239645), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 58, 239645), 6.5, 12.5]"
292,"[datetime.datetime(2022, 11, 28, 19, 38, 59, 422188), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 38, 59, 422188), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 38, 59, 422188), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 38, 59, 422188), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 38, 59, 422188), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 38, 59, 422188), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 38, 59, 422188), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 38, 59, 422188), 6.5, 12.5]"
293,"[datetime.datetime(2022, 11, 28, 19, 39, 0, 585046), 2.15, 3.25]","[datetime.datetime(2022, 11, 28, 19, 39, 0, 585046), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 0, 585046), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 39, 0, 585046), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 39, 0, 585046), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 0, 585046), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 39, 0, 585046), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 39, 0, 585046), 6.5, 12.5]"
294,"[datetime.datetime(2022, 11, 28, 19, 39, 1, 718251), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 19, 39, 1, 718251), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 1, 718251), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 39, 1, 718251), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 39, 1, 718251), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 1, 718251), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 39, 1, 718251), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 39, 1, 718251), 6.5, 12.5]"
295,"[datetime.datetime(2022, 11, 28, 19, 39, 2, 876618), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 19, 39, 2, 876618), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 2, 876618), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 39, 2, 876618), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 39, 2, 876618), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 2, 876618), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 39, 2, 876618), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 39, 2, 876618), 6.5, 12.5]"
296,"[datetime.datetime(2022, 11, 28, 19, 39, 4, 17380), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 19, 39, 4, 17380), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 4, 17380), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 39, 4, 17380), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 39, 4, 17380), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 4, 17380), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 39, 4, 17380), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 39, 4, 17380), 6.5, 12.5]"
297,"[datetime.datetime(2022, 11, 28, 19, 39, 5, 156087), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 19, 39, 5, 156087), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 5, 156087), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 39, 5, 156087), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 39, 5, 156087), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 5, 156087), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 39, 5, 156087), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 39, 5, 156087), 6.5, 12.5]"
298,"[datetime.datetime(2022, 11, 28, 19, 39, 6, 290860), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 19, 39, 6, 290860), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 6, 290860), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 39, 6, 290860), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 39, 6, 290860), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 6, 290860), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 39, 6, 290860), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 39, 6, 290860), 6.5, 12.5]"
299,"[datetime.datetime(2022, 11, 28, 19, 39, 7, 456846), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 19, 39, 7, 456846), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 7, 456846), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 39, 7, 456846), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 39, 7, 456846), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 7, 456846), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 39, 7, 456846), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 39, 7, 456846), 6.5, 12.5]"
300,"[datetime.datetime(2022, 11, 28, 19, 39, 8, 588265), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 19, 39, 8, 588265), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 8, 588265), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 39, 8, 588265), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 39, 8, 588265), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 8, 588265), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 39, 8, 588265), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 39, 8, 588265), 6.5, 12.5]"
301,"[datetime.datetime(2022, 11, 28, 19, 39, 9, 722239), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 19, 39, 9, 722239), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 9, 722239), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 39, 9, 722239), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 39, 9, 722239), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 9, 722239), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 39, 9, 722239), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 39, 9, 722239), 6.5, 12.5]"
302,"[datetime.datetime(2022, 11, 28, 19, 39, 10, 880939), 2.15, 3.2]","[datetime.datetime(2022, 11, 28, 19, 39, 10, 880939), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 10, 880939), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 19, 39, 10, 880939), 3.3, 5.1]","[datetime.datetime(2022, 11, 28, 19, 39, 10, 880939), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 19, 39, 10, 880939), 26.0, 260.0]","[datetime.datetime(2022, 11, 28, 19, 39, 10, 880939), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 19, 39, 10, 880939), 6.5, 12.5]"
