,El Cordobes,Trodaire,Euro Dandy,Girello,Indifference,Magnetic Prince,Piaggio,Montjeuify
04-01-2023 13:57:52.645684,"(7.0, 8.4, 8.278172588832488)","(19.0, 25.0, 24.74074074074074)","(3.7, 4.1, 4.056973995271868)","(9.0, 11.5, 11.056)","(2.7, 3.3, 3.291039603960396)","(6.5, 7.6, 7.489208633093525)","(16.0, 18.5, 18.444444444444443)","(71.0, 120.0, 116.17647058823529)"
04-01-2023 13:57:53.746624,"(7.0, 8.4, 8.278172588832488)","(19.0, 25.0, 24.74074074074074)","(3.7, 4.1, 4.0528634361233475)","(9.0, 11.5, 11.056)","(2.7, 3.3, 3.296573033707865)","(6.5, 7.6, 7.489208633093525)","(16.0, 18.5, 18.444444444444443)","(71.0, 120.0, 117.89473684210526)"
04-01-2023 13:57:54.803205,"(7.0, 8.4, 8.278172588832488)","(19.0, 25.0, 24.74074074074074)","(3.7, 4.1, 4.050804597701149)","(9.0, 11.5, 11.056)","(2.7, 3.3, 3.296573033707865)","(6.5, 7.6, 7.485074626865671)","(16.0, 18.5, 18.444444444444443)","(71.0, 120.0, 117.89473684210526)"
04-01-2023 13:57:55.941897,"(7.0, 8.4, 8.268852459016394)","(19.0, 25.0, 24.74074074074074)","(3.7, 4.1, 4.050804597701149)","(9.0, 11.5, 11.126623376623376)","(2.7, 3.3, 3.2986874999999998)","(6.5, 7.6, 7.485074626865671)","(16.0, 18.5, 18.444444444444443)","(71.0, 120.0, 117.89473684210526)"
04-01-2023 13:57:57.227502,"(7.0, 8.4, 8.268852459016394)","(19.0, 25.0, 24.695652173913043)","(3.7, 4.1, 4.050804597701149)","(9.0, 11.5, 11.126623376623376)","(2.7, 3.3, 3.2986842105263157)","(6.5, 7.6, 7.485074626865671)","(16.0, 18.5, 18.444444444444443)","(71.0, 120.0, 117.89473684210526)"
04-01-2023 13:57:58.297735,"(7.0, 8.4, 8.268852459016394)","(19.0, 25.0, 24.695652173913043)","(3.7, 4.1, 4.050804597701149)","(9.0, 11.5, 11.12037037037037)","(2.7, 3.3, 3.2932038834951456)","(6.5, 7.6, 7.438132295719845)","(16.0, 18.5, 18.444444444444443)","(71.0, 120.0, 117.77777777777777)"
04-01-2023 13:57:59.416450,"(7.0, 8.6, 8.558974358974359)","(19.0, 25.0, 24.58823529411765)","(3.7, 4.1, 4.050456621004566)","(9.0, 11.5, 11.12037037037037)","(2.7, 3.3, 3.2959948320413437)","(6.5, 7.6, 7.419130434782609)","(16.0, 18.5, 18.444444444444443)","(71.0, 120.0, 117.77777777777777)"
04-01-2023 13:58:00.466075,"(7.0, 8.6, 8.558974358974359)","(19.0, 25.0, 24.58823529411765)","(3.7, 4.1, 4.050456621004566)","(9.0, 11.5, 11.12037037037037)","(2.7, 3.3, 3.295877659574468)","(6.5, 7.6, 7.419130434782609)","(16.0, 18.5, 18.438144329896907)","(71.0, 120.0, 117.77777777777777)"
04-01-2023 13:58:01.543774,"(7.0, 8.6, 8.558974358974359)","(19.0, 25.0, 24.5625)","(3.7, 4.1, 4.045379876796715)","(9.0, 11.5, 11.052401746724891)","(2.7, 3.3, 3.3041984732824425)","(6.5, 7.6, 7.419130434782609)","(16.0, 18.5, 18.434065934065934)","(71.0, 120.0, 117.0)"
04-01-2023 13:58:02.574867,"(7.0, 8.6, 8.558974358974359)","(19.0, 25.0, 24.5625)","(3.7, 4.1, 4.045379876796715)","(9.0, 11.5, 11.052401746724891)","(2.7, 3.35, 3.3127710843373492)","(6.5, 7.6, 7.321052631578947)","(16.0, 18.5, 18.438144329896907)","(71.0, 120.0, 117.0)"
04-01-2023 13:58:03.672139,"(7.0, 8.6, 8.553469387755102)","(19.0, 25.0, 24.5625)","(3.7, 4.1, 4.0399631675874765)","(9.0, 11.0, 10.865482233502538)","(2.7, 3.35, 3.312832929782082)","(6.5, 7.4, 7.321052631578947)","(16.0, 18.5, 18.438144329896907)","(71.0, 120.0, 117.0)"
04-01-2023 13:58:04.830368,"(7.0, 8.6, 8.553469387755102)","(19.0, 25.0, 24.5625)","(3.7, 4.1, 4.038619402985074)","(9.0, 11.0, 10.865482233502538)","(2.7, 3.35, 3.312832929782082)","(6.5, 7.4, 7.321052631578947)","(16.0, 18.5, 18.438144329896907)","(71.0, 120.0, 117.0)"
04-01-2023 13:58:05.905688,"(7.0, 8.6, 8.553469387755102)","(19.0, 25.0, 24.5625)","(3.7, 4.1, 4.038619402985074)","(9.0, 11.0, 10.865482233502538)","(2.7, 3.35, 3.3142040457343884)","(6.5, 7.4, 7.321052631578947)","(16.0, 18.5, 18.404040404040405)","(71.0, 120.0, 117.0)"
04-01-2023 13:58:07.041204,"(7.0, 8.6, 8.542424242424243)","(19.0, 25.0, 24.5625)","(3.7, 4.1, 4.057777777777778)","(9.0, 11.0, 10.809917355371901)","(2.7, 3.35, 3.24)","(6.5, 7.4, 7.301587301587302)","(16.0, 18.5, 18.404040404040405)","(71.0, 120.0, 117.0)"
04-01-2023 13:58:08.210786,"(7.0, 8.4, 8.37864077669903)","(19.0, 25.0, 24.5625)","(3.7, 4.2, 4.146062992125984)","(9.0, 11.0, 10.809917355371901)","(2.7, 3.25, 3.2384469696969695)","(6.5, 7.4, 7.3605442176870755)","(16.0, 18.5, 18.491525423728813)","(71.0, 120.0, 117.14285714285714)"
04-01-2023 13:58:09.347057,"(7.0, 8.4, 8.360736196319019)","(19.0, 25.0, 24.566666666666666)","(3.7, 4.2, 4.152920962199313)","(9.0, 11.0, 10.809917355371901)","(2.7, 3.25, 3.2384469696969695)","(6.5, 7.4, 7.3605442176870755)","(16.0, 19.0, 18.488636363636363)","(71.0, 120.0, 117.14285714285714)"
04-01-2023 13:58:10.433129,"(7.0, 8.4, 8.354285714285714)","(19.0, 25.0, 24.566666666666666)","(3.7, 4.2, 4.152920962199313)","(9.0, 11.0, 10.809917355371901)","(2.7, 3.25, 3.2384469696969695)","(6.5, 7.4, 7.3605442176870755)","(16.0, 19.0, 18.488636363636363)","(71.0, 120.0, 117.14285714285714)"
04-01-2023 13:58:11.472435,"(7.0, 8.4, 8.354285714285714)","(19.0, 25.0, 24.566666666666666)","(3.7, 4.2, 4.152920962199313)","(9.0, 11.0, 10.809917355371901)","(2.7, 3.25, 3.2384469696969695)","(6.5, 7.4, 7.3605442176870755)","(16.0, 19.0, 18.488636363636363)","(71.0, 120.0, 117.14285714285714)"
04-01-2023 13:58:12.475729,"(7.0, 8.4, 8.354285714285714)","(19.0, 25.0, 24.566666666666666)","(3.7, 4.2, 4.152920962199313)","(9.0, 11.0, 10.809917355371901)","(2.7, 3.25, 3.2384469696969695)","(6.5, 7.4, 7.3605442176870755)","(16.0, 19.0, 18.488636363636363)","(71.0, 120.0, 117.14285714285714)"
04-01-2023 13:58:13.505380,"(7.0, 8.6, 8.448979591836736)","(19.0, 25.0, 24.458333333333332)","(3.7, 4.2, 4.1280590717299575)","(9.0, 11.0, 10.655688622754491)","(2.7, 3.3, 3.260536044362292)","(6.5, 7.6, 7.315584415584416)","(16.0, 19.0, 18.56441717791411)","(71.0, 120.0, 117.14285714285714)"
04-01-2023 13:58:14.531040,"(7.0, 8.6, 8.435398230088495)","(19.0, 25.0, 24.392857142857142)","(3.7, 4.2, 4.125308641975308)","(9.0, 11.0, 10.608080808080809)","(2.7, 3.3, 3.2450757575757576)","(6.5, 7.4, 7.31483870967742)","(16.0, 19.0, 18.425742574257427)","(71.0, 120.0, 117.14285714285714)"
04-01-2023 13:58:15.646646,"(7.0, 8.6, 8.449392712550607)","(19.0, 25.0, 24.392857142857142)","(3.7, 4.2, 4.1)","(9.0, 11.0, 10.813953488372093)","(2.7, 3.25, 3.2508620689655174)","(6.5, 7.4, 7.320958083832336)","(16.0, 18.5, 18.66355140186916)","(71.0, 120.0, 117.14285714285714)"
04-01-2023 13:58:16.885124,"(7.0, 8.6, 8.536263736263736)","(19.0, 25.0, 24.458333333333332)","(3.7, 4.1, 4.074119718309859)","(9.0, 11.0, 10.810714285714285)","(2.7, 3.3, 3.250928381962865)","(6.5, 7.4, 7.320958083832336)","(16.0, 19.0, 18.66355140186916)","(71.0, 120.0, 117.14285714285714)"
04-01-2023 13:58:18.264099,"(7.0, 8.6, 8.536263736263736)","(19.0, 25.0, 24.458333333333332)","(3.7, 4.1, 4.124324324324324)","(9.0, 11.0, 10.787313432835822)","(2.7, 3.3, 3.2209150326797387)","(6.5, 7.4, 7.281212121212121)","(16.0, 19.0, 18.678217821782177)","(71.0, 120.0, 116.52173913043478)"
04-01-2023 13:58:19.428763,"(7.0, 8.6, 8.52)","(19.0, 25.0, 24.566666666666666)","(3.7, 4.2, 4.124324324324324)","(9.0, 11.0, 10.681434599156118)","(2.7, 3.25, 3.2294117647058824)","(6.5, 7.4, 7.281212121212121)","(16.0, 19.0, 18.678217821782177)","(71.0, 120.0, 116.52173913043478)"
04-01-2023 13:58:20.541926,"(7.0, 8.6, 8.52)","(19.0, 26.0, 24.666666666666668)","(3.7, 4.2, 4.125307125307125)","(9.0, 11.0, 10.681434599156118)","(2.7, 3.25, 3.2407523510971785)","(6.5, 7.4, 7.281212121212121)","(16.0, 19.0, 18.661458333333332)","(71.0, 120.0, 116.52173913043478)"
04-01-2023 13:58:21.742645,"(7.0, 8.6, 8.533333333333333)","(19.0, 26.0, 24.625)","(3.7, 4.2, 4.124752475247525)","(9.0, 11.0, 10.681434599156118)","(2.7, 3.25, 3.2597069597069597)","(6.5, 7.4, 7.281212121212121)","(16.0, 19.0, 18.684466019417474)","(71.0, 120.0, 116.52173913043478)"
04-01-2023 13:58:22.919423,"(7.0, 8.6, 8.555555555555555)","(19.0, 26.0, 24.625)","(3.7, 4.1, 4.092063492063492)","(9.0, 11.0, 10.683760683760683)","(2.7, 3.3, 3.3165845648604266)","(6.5, 7.4, 7.193301435406699)","(16.0, 19.0, 18.393203883495147)","(71.0, 120.0, 116.52173913043478)"
04-01-2023 13:58:24.006524,"(7.0, 8.6, 8.533333333333333)","(19.0, 26.0, 24.633333333333333)","(3.7, 4.1, 4.092556634304207)","(9.0, 11.0, 10.681434599156118)","(2.7, 3.35, 3.332441471571906)","(6.5, 7.2, 7.054736842105263)","(16.0, 18.5, 18.397058823529413)","(71.0, 120.0, 116.52173913043478)"
04-01-2023 13:58:25.301989,"(7.0, 8.6, 8.532075471698112)","(19.0, 26.0, 25.526315789473685)","(3.7, 4.1, 4.068351383874849)","(9.0, 11.0, 10.664473684210526)","(2.7, 3.35, 3.3545533642691416)","(6.5, 7.2, 7.038461538461538)","(16.0, 18.5, 18.436781609195403)","(71.0, 120.0, 116.52173913043478)"
04-01-2023 13:58:26.422597,"(7.0, 8.6, 8.53076923076923)","(19.0, 26.0, 25.526315789473685)","(3.7, 4.1, 4.068979057591623)","(9.0, 11.0, 10.692164179104477)","(2.7, 3.4, 3.3324859974149073)","(6.5, 7.2, 7.031289640591966)","(16.0, 18.5, 18.417910447761194)","(71.0, 120.0, 113.33333333333333)"
04-01-2023 13:58:27.491518,"(7.0, 8.6, 8.526829268292683)","(19.0, 26.0, 25.22222222222222)","(3.7, 4.1, 4.059654800431499)","(9.0, 11.0, 10.60860655737705)","(2.7, 3.4, 3.3411565903116784)","(6.5, 7.2, 6.961764705882353)","(16.0, 18.5, 18.383561643835616)","(71.0, 120.0, 114.0)"
04-01-2023 13:58:28.586422,"(7.0, 8.6, 8.430434782608696)","(19.0, 26.0, 25.511111111111113)","(3.7, 4.1, 4.058088235294117)","(9.0, 11.0, 10.562780269058296)","(2.7, 3.4, 3.3557894736842107)","(6.5, 7.0, 6.961764705882353)","(16.0, 19.0, 18.383561643835616)","(71.0, 120.0, 114.54545454545455)"
04-01-2023 13:58:29.645891,"(7.0, 8.4, 8.38273381294964)","(19.0, 26.0, 25.442307692307693)","(3.7, 4.1, 4.046226415094339)","(9.0, 11.0, 10.869747899159664)","(2.7, 3.4, 3.3418580375782883)","(6.5, 7.0, 6.973076923076923)","(16.0, 19.0, 18.348837209302324)","(71.0, 120.0, 114.54545454545455)"
04-01-2023 13:58:30.714682,"(7.0, 8.4, 8.352941176470589)","(19.0, 26.0, 25.442307692307693)","(3.7, 4.1, 4.036753731343284)","(9.0, 11.0, 10.875527426160337)","(2.7, 3.35, 3.3400373599003736)","(6.5, 7.0, 6.95929203539823)","(16.0, 19.0, 18.348837209302324)","(71.0, 120.0, 114.54545454545455)"
04-01-2023 13:58:31.759946,"(7.0, 8.4, 8.353284671532847)","(19.0, 26.0, 25.442307692307693)","(3.7, 4.1, 4.052785515320334)","(9.0, 11.0, 10.875527426160337)","(2.7, 3.35, 3.3382738095238094)","(6.5, 7.0, 6.970347003154574)","(16.0, 19.0, 18.3)","(71.0, 120.0, 114.78260869565217)"
04-01-2023 13:58:32.775392,"(7.0, 8.6, 8.516666666666666)","(19.0, 26.0, 25.5)","(3.7, 4.1, 4.04978417266187)","(9.0, 11.0, 10.861666666666666)","(2.7, 3.35, 3.3353542234332427)","(6.5, 7.0, 6.970347003154574)","(16.0, 18.5, 18.478021978021978)","(71.0, 120.0, 114.78260869565217)"
04-01-2023 13:58:33.795322,"(7.0, 8.6, 8.531182795698925)","(19.0, 26.0, 25.5)","(3.7, 4.1, 4.077009345794393)","(9.0, 11.0, 10.861666666666666)","(2.7, 3.35, 3.327665245202559)","(6.5, 7.0, 6.970347003154574)","(16.0, 18.5, 18.6981981981982)","(71.0, 120.0, 114.78260869565217)"
04-01-2023 13:58:35.116865,"(7.0, 8.6, 8.52289156626506)","(19.0, 26.0, 25.5)","(3.7, 4.1, 4.082331511839708)","(9.0, 11.0, 10.848101265822784)","(2.7, 3.35, 3.3165163081193616)","(6.5, 7.0, 6.9818181818181815)","(16.0, 19.0, 18.73828125)","(71.0, 120.0, 114.78260869565217)"
04-01-2023 13:58:36.210412,"(7.0, 8.6, 8.52289156626506)","(19.0, 26.0, 25.5)","(3.7, 4.1, 4.041735918744229)","(9.0, 11.0, 10.865168539325843)","(2.7, 3.35, 3.2768849206349207)","(6.5, 7.0, 6.9818181818181815)","(16.0, 19.0, 18.707482993197278)","(71.0, 120.0, 120.96774193548387)"
04-01-2023 13:58:37.304446,"(7.0, 8.6, 8.52289156626506)","(19.0, 26.0, 25.5)","(3.7, 4.2, 4.116944444444444)","(9.0, 11.0, 10.866295264623956)","(2.7, 3.3, 3.275)","(6.5, 7.0, 6.968224299065421)","(16.0, 19.0, 18.40340909090909)","(71.0, 130.0, 120.96774193548387)"
04-01-2023 13:58:38.661251,"(7.0, 8.6, 8.410389610389611)","(20.0, 26.0, 25.21951219512195)","(3.7, 4.2, 4.160761154855643)","(9.0, 11.0, 10.695364238410596)","(2.8, 3.3, 3.327777777777778)","(6.5, 7.2, 6.953465346534653)","(16.0, 18.5, 18.592105263157894)","(71.0, 130.0, 120.66666666666667)"
04-01-2023 13:58:39.803464,"(7.0, 8.6, 8.410389610389611)","(20.0, 26.0, 25.21951219512195)","(3.7, 4.2, 4.160761154855643)","(9.0, 11.0, 10.679331306990882)","(2.8, 3.35, 3.332803738317757)","(6.5, 7.0, 6.92286282306163)","(16.0, 19.0, 17.93548387096774)","(71.0, 130.0, 120.66666666666667)"
04-01-2023 13:58:40.925913,"(7.5, 8.6, 8.494117647058824)","(20.0, 26.0, 25.25)","(3.7, 4.2, 4.176968503937008)","(9.0, 11.0, 10.710164835164836)","(2.7, 3.35, 3.3381663113006397)","(6.5, 7.0, 6.902487562189054)","(16.0, 18.0, 17.934426229508198)","(71.0, 130.0, 120.66666666666667)"
04-01-2023 13:58:42.126630,"(7.5, 8.6, 8.494117647058824)","(20.0, 26.0, 25.209302325581394)","(3.7, 4.2, 4.191911764705883)","(9.0, 11.0, 10.3921875)","(2.7, 3.35, 3.323829648894668)","(6.5, 7.0, 6.910229007633587)","(16.0, 18.0, 18.288732394366196)","(71.0, 130.0, 122.3529411764706)"
04-01-2023 13:58:43.453985,"(7.5, 8.6, 8.525)","(20.0, 26.0, 25.527272727272727)","(3.7, 4.2, 4.197044334975369)","(9.0, 10.5, 10.338613861386138)","(2.7, 3.35, 3.3235628553379657)","(6.5, 7.0, 6.913343799058085)","(16.0, 18.5, 18.544354838709676)","(71.0, 130.0, 124.34782608695652)"
04-01-2023 13:58:44.764220,"(7.5, 8.6, 8.51875)","(20.0, 26.0, 26.5)","(3.7, 4.2, 4.071353482260184)","(9.0, 10.5, 10.327089337175792)","(2.7, 3.35, 3.318309325246399)","(6.5, 7.0, 7.036483516483517)","(16.0, 19.0, 18.609375)","(71.0, 130.0, 124.16666666666667)"
04-01-2023 13:58:46.005967,"(7.5, 8.6, 8.51875)","(20.0, 27.0, 26.6)","(3.7, 4.1, 4.058572949946751)","(9.0, 10.5, 10.302666666666667)","(2.7, 3.35, 3.2857624831309042)","(6.5, 7.2, 7.074955595026643)","(16.0, 19.0, 19.007142857142856)","(71.0, 130.0, 124.76190476190476)"
04-01-2023 13:58:47.238094,"(7.5, 8.8, 8.762130177514793)","(20.0, 27.0, 26.5625)","(3.7, 4.1, 4.111675126903553)","(9.0, 10.5, 10.302666666666667)","(2.7, 3.3, 3.2847855227882037)","(6.5, 7.2, 7.07263339070568)","(16.0, 19.5, 19.007142857142856)","(71.0, 130.0, 127.85714285714286)"
04-01-2023 13:58:48.394315,"(7.5, 8.8, 8.746315789473684)","(20.0, 27.0, 26.954545454545453)","(3.7, 4.2, 4.091382113821138)","(9.0, 10.5, 10.267284991568296)","(2.7, 3.3, 3.278524945770065)","(6.5, 7.2, 7.086363636363637)","(16.0, 19.5, 18.993506493506494)","(71.0, 130.0, 127.27272727272727)"
04-01-2023 13:58:49.488663,"(7.5, 8.8, 8.756578947368421)","(20.0, 27.0, 26.954545454545453)","(3.7, 4.1, 4.078135048231512)","(9.0, 10.5, 9.324752475247525)","(2.7, 3.3, 3.3055822906641)","(6.5, 7.2, 7.09202657807309)","(16.0, 19.5, 19.232876712328768)","(81.0, 130.0, 129.16666666666666)"
04-01-2023 13:58:50.574239,"(7.5, 9.0, 8.916666666666668)","(20.0, 28.0, 27.666666666666668)","(3.7, 4.2, 4.13125)","(8.5, 9.6, 9.389333333333333)","(2.7, 3.35, 3.3056256062075655)","(6.5, 7.2, 7.091034482758621)","(16.0, 19.5, 19.375)","(81.0, 130.0, 129.16666666666666)"
04-01-2023 13:58:51.716782,"(7.5, 9.0, 8.898529411764706)","(20.0, 28.0, 27.821428571428573)","(3.7, 4.2, 4.138985736925515)","(8.5, 9.4, 9.363829787234042)","(2.7, 3.35, 3.3062065541211516)","(6.5, 7.2, 7.076803118908382)","(16.0, 19.5, 19.367816091954023)","(81.0, 130.0, 129.16666666666666)"
04-01-2023 13:58:52.781678,"(7.5, 9.0, 8.894656488549618)","(20.0, 28.0, 27.807692307692307)","(3.7, 4.2, 4.138985736925515)","(8.5, 9.4, 9.28108108108108)","(2.7, 3.35, 3.2814562002275314)","(6.5, 7.2, 7.083511777301927)","(16.0, 19.5, 19.64375)","(81.0, 130.0, 129.16666666666666)"
04-01-2023 13:58:53.904871,"(7.5, 9.0, 8.92686567164179)","(20.0, 29.0, 28.6)","(3.7, 4.2, 4.131991051454139)","(8.5, 9.4, 9.28108108108108)","(2.7, 3.3, 3.284829867674858)","(6.5, 7.2, 7.076960784313726)","(16.0, 20.0, 19.526315789473685)","(81.0, 130.0, 129.16666666666666)"
04-01-2023 13:58:54.996860,"(7.5, 9.2, 9.089617486338797)","(20.0, 29.0, 28.435897435897434)","(3.7, 4.2, 4.13184855233853)","(8.5, 9.4, 9.220799999999999)","(2.7, 3.3, 3.2840258541089566)","(6.5, 7.2, 7.071090047393365)","(16.0, 20.0, 19.90625)","(81.0, 130.0, 129.16666666666666)"
04-01-2023 13:58:56.170584,"(7.5, 9.2, 9.12061855670103)","(20.0, 29.0, 28.435897435897434)","(3.7, 4.2, 4.1310810810810805)","(8.5, 9.4, 9.325118483412322)","(2.7, 3.3, 3.3138102524866104)","(6.5, 7.2, 6.665408805031446)","(16.0, 20.0, 20.46031746031746)","(81.0, 130.0, 135.0)"
04-01-2023 13:58:57.321383,"(7.5, 9.4, 9.343396226415095)","(20.0, 30.0, 29.814814814814813)","(3.7, 4.2, 4.17066950053135)","(8.5, 9.4, 9.312820512820513)","(2.7, 3.35, 3.315372907153729)","(6.5, 6.8, 6.6528528528528525)","(16.0, 21.0, 18.983333333333334)","(81.0, 140.0, 135.45454545454547)"
04-01-2023 13:58:58.497211,"(7.5, 9.4, 9.306930693069306)","(20.0, 30.0, 29.864864864864863)","(3.7, 4.2, 4.164263645726056)","(8.5, 9.4, 8.98)","(2.7, 3.35, 3.327881257275902)","(6.5, 6.8, 6.667948717948717)","(16.0, 19.0, 18.9811320754717)","(81.0, 140.0, 131.25)"
04-01-2023 13:58:59.693045,"(7.5, 9.4, 9.252777777777778)","(20.0, 30.0, 29.85333333333333)","(3.7, 4.2, 4.152203856749312)","(8.5, 9.2, 8.98)","(2.7, 3.35, 3.3103291713961407)","(6.5, 6.8, 6.6930555555555555)","(16.0, 19.0, 18.906666666666666)","(81.0, 140.0, 130.9090909090909)"
04-01-2023 13:59:00.822589,"(7.5, 9.2, 9.166101694915254)","(20.0, 32.0, 30.232558139534884)","(3.7, 4.2, 4.151331203407881)","(8.5, 9.0, 8.860256410256412)","(2.7, 3.4, 3.342209217264082)","(6.5, 6.8, 6.717176470588235)","(16.0, 19.0, 18.895833333333332)","(81.0, 140.0, 126.66666666666667)"
04-01-2023 13:59:01.983357,"(7.5, 9.2, 9.131658291457287)","(21.0, 32.0, 30.49122807017544)","(3.7, 4.2, 4.159215017064846)","(8.5, 9.0, 8.884656084656084)","(2.8, 3.4, 3.354991139988187)","(6.5, 6.8, 6.717176470588235)","(16.0, 19.0, 18.983050847457626)","(81.0, 130.0, 126.66666666666667)"
04-01-2023 13:59:03.102481,"(7.5, 9.2, 9.131658291457287)","(21.0, 29.0, 28.72)","(3.7, 4.2, 4.158943781942078)","(8.5, 9.0, 8.895693779904306)","(2.8, 3.4, 3.355922619047619)","(6.5, 6.8, 6.703962703962704)","(16.0, 19.0, 18.901639344262296)","(81.0, 130.0, 126.66666666666667)"
04-01-2023 13:59:04.178857,"(7.5, 9.2, 9.131658291457287)","(21.0, 29.0, 28.65)","(3.7, 4.2, 4.158943781942078)","(8.5, 9.0, 8.895693779904306)","(2.8, 3.4, 3.3570226349390597)","(6.5, 6.8, 6.698522167487685)","(16.0, 19.0, 19.13809523809524)","(81.0, 130.0, 126.66666666666667)"
04-01-2023 13:59:05.279072,"(7.5, 9.2, 9.131313131313131)","(21.0, 29.0, 28.65)","(3.7, 4.2, 4.158137432188065)","(8.5, 9.2, 9.104225352112676)","(2.8, 3.4, 3.3696764946764945)","(6.5, 6.8, 6.709287257019438)","(16.0, 19.5, 19.191056910569106)","(81.0, 130.0, 128.0)"
04-01-2023 13:59:06.491806,"(7.5, 9.2, 8.910434782608695)","(21.0, 29.0, 28.626666666666665)","(3.7, 4.2, 4.16557032890133)","(8.5, 9.2, 9.33918918918919)","(2.8, 3.4, 3.3732669616519173)","(6.5, 6.8, 6.751557093425605)","(16.0, 19.5, 17.800595238095237)","(81.0, 130.0, 128.88888888888889)"
04-01-2023 13:59:07.659344,"(7.5, 8.6, 8.468265682656826)","(21.0, 29.0, 28.626666666666665)","(3.7, 4.2, 4.1722222222222225)","(8.5, 9.4, 9.36)","(2.8, 3.4, 3.3742885771543087)","(6.5, 6.8, 6.83342776203966)","(16.0, 18.0, 18.43918918918919)","(81.0, 130.0, 130.9090909090909)"
04-01-2023 13:59:08.880827,"(7.5, 8.6, 8.485401459854014)","(21.0, 29.0, 28.58108108108108)","(3.7, 4.2, 4.173398479913138)","(8.5, 9.4, 9.249230769230769)","(2.8, 3.4, 3.406705173279759)","(6.5, 7.0, 6.82375296912114)","(16.0, 18.5, 18.44578313253012)","(81.0, 140.0, 132.66666666666666)"
04-01-2023 13:59:10.089700,"(7.5, 8.6, 8.479619047619048)","(21.0, 29.0, 28.447916666666668)","(3.7, 4.2, 4.15965367965368)","(8.5, 9.4, 9.217391304347826)","(2.8, 3.45, 3.4121708892200697)","(6.5, 7.0, 6.833474576271186)","(16.0, 18.5, 18.32278481012658)","(81.0, 140.0, 133.88888888888889)"
04-01-2023 13:59:11.318354,"(7.5, 8.4, 8.366013071895425)","(21.0, 29.0, 28.485436893203882)","(3.7, 4.2, 4.171899529042387)","(8.5, 9.4, 9.263043478260869)","(2.8, 3.45, 3.4116263736263734)","(6.5, 7.0, 6.913910186199343)","(16.0, 18.5, 18.426470588235293)","(81.0, 140.0, 133.125)"
04-01-2023 13:59:12.519321,"(7.5, 8.4, 8.353768844221106)","(21.0, 29.0, 28.485436893203882)","(3.7, 4.2, 4.168149466192171)","(8.5, 9.4, 9.24047619047619)","(2.8, 3.45, 3.411824175824176)","(6.5, 7.0, 6.902962962962963)","(16.0, 18.5, 18.420212765957448)","(81.0, 140.0, 133.125)"
04-01-2023 13:59:13.703726,"(7.5, 8.4, 8.346411483253588)","(21.0, 29.0, 28.423076923076923)","(3.7, 4.2, 4.163045267489712)","(8.5, 9.4, 9.257446808510638)","(2.8, 3.45, 3.4185226429101707)","(6.5, 7.0, 6.909767441860465)","(16.0, 18.5, 18.395)","(81.0, 140.0, 133.125)"
04-01-2023 13:59:14.878077,"(7.5, 8.4, 8.346411483253588)","(21.0, 29.0, 28.423076923076923)","(3.7, 4.2, 4.160841938046068)","(8.5, 9.4, 9.231372549019607)","(2.8, 3.45, 3.4205584783488465)","(6.5, 7.0, 7.022346368715084)","(16.0, 18.5, 18.45945945945946)","(81.0, 140.0, 133.125)"
04-01-2023 13:59:16.018990,"(7.5, 8.4, 8.341052631578947)","(21.0, 29.0, 28.318181818181817)","(3.7, 4.2, 4.173795761078998)","(8.5, 9.4, 9.21860465116279)","(2.8, 3.45, 3.4207221994255232)","(6.5, 7.2, 6.958888888888889)","(16.0, 18.5, 18.47126436781609)","(81.0, 140.0, 133.125)"
04-01-2023 13:59:17.165556,"(7.5, 8.4, 8.347417840375586)","(21.0, 28.0, 27.605263157894736)","(3.7, 4.2, 4.173795761078998)","(8.5, 9.4, 9.210714285714285)","(2.8, 3.45, 3.4224091260634184)","(6.5, 7.0, 6.962039660056657)","(16.0, 18.5, 17.065022421524663)","(81.0, 140.0, 134.16666666666666)"
04-01-2023 13:59:18.348091,"(7.0, 8.4, 8.343502824858756)","(21.0, 29.0, 27.860759493670887)","(3.7, 4.2, 4.2256692913385825)","(8.5, 9.4, 9.42159090909091)","(2.8, 3.45, 3.413278435409161)","(6.5, 7.0, 6.933644859813084)","(16.0, 17.5, 17.066964285714285)","(81.0, 140.0, 134.16666666666666)"
04-01-2023 13:59:19.485010,"(7.0, 8.4, 8.336708860759494)","(21.0, 29.0, 27.81578947368421)","(3.7, 4.3, 4.335555555555556)","(8.5, 9.6, 9.260402684563758)","(2.8, 3.45, 3.3796380090497737)","(6.5, 7.0, 6.923936170212766)","(16.0, 17.5, 15.990384615384615)","(81.0, 140.0, 134.16666666666666)"
04-01-2023 13:59:20.636001,"(7.0, 8.4, 8.210526315789473)","(21.0, 29.0, 27.81578947368421)","(3.7, 4.4, 4.335555555555556)","(8.5, 9.4, 9.260402684563758)","(2.8, 3.4, 3.3797237076648843)","(6.5, 7.0, 6.950322580645161)","(16.0, 16.0, 16.2)","(81.0, 140.0, 136.0)"
04-01-2023 13:59:21.728394,"(7.0, 8.2, 8.18905109489051)","(21.0, 29.0, 27.89855072463768)","(3.7, 4.4, 4.367436974789916)","(8.5, 9.4, 9.33984962406015)","(2.8, 3.4, 3.3866176470588236)","(6.5, 7.0, 7.017725752508361)","(16.0, 16.5, 16.136363636363637)","(81.0, 140.0, 136.25)"
