,El Cordobes,Trodaire,Euro Dandy,Girello,Indifference,Magnetic Prince,Piaggio,Montjeuify
04-01-2023 13:50:11.792509,"(6.0, 8.0, 7.798773006134969)","(17.0, 21.0, 20.307692307692307)","(4.2, 5.0, 4.911764705882353)","(7.5, 9.4, 9.13076923076923)","(2.6, 3.1, 3.0691991786447637)","(7.5, 7.8, 7.743820224719101)","(15.0, 21.0, 20.68181818181818)","(71.0, 150.0, 130.0)"
04-01-2023 13:50:12.971399,"(6.0, 8.0, 7.798773006134969)","(17.0, 21.0, 20.307692307692307)","(4.2, 5.0, 4.95)","(7.5, 9.4, 9.102127659574467)","(2.6, 3.1, 3.0691991786447637)","(7.5, 7.8, 7.96)","(15.0, 21.0, 20.5)","(71.0, 150.0, 130.0)"
04-01-2023 13:50:14.157131,"(6.0, 8.0, 7.798773006134969)","(17.0, 21.0, 20.307692307692307)","(4.2, 5.0, 4.881818181818182)","(7.5, 9.4, 9.145454545454545)","(2.6, 3.1, 3.0691991786447637)","(7.5, 8.0, 7.956521739130435)","(15.0, 21.0, 20.5)","(71.0, 150.0, 134.0)"
04-01-2023 13:50:15.462910,"(6.0, 8.0, 7.798773006134969)","(17.0, 21.0, 20.307692307692307)","(4.2, 5.0, 4.881818181818182)","(7.5, 9.2, 9.145454545454545)","(2.6, 3.1, 3.0691991786447637)","(7.5, 8.0, 7.956521739130435)","(15.0, 21.0, 20.5)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:16.752226,"(6.0, 8.0, 7.798773006134969)","(17.0, 21.0, 20.307692307692307)","(4.2, 5.0, 4.881818181818182)","(7.5, 9.2, 9.145454545454545)","(2.6, 3.1, 3.0691991786447637)","(7.5, 8.0, 7.956521739130435)","(15.0, 21.0, 20.68181818181818)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:18.021388,"(6.0, 8.0, 7.78974358974359)","(17.0, 21.0, 20.307692307692307)","(4.2, 5.0, 4.881818181818182)","(7.5, 9.2, 9.145454545454545)","(2.6, 3.1, 3.0691991786447637)","(7.5, 8.0, 7.956521739130435)","(15.0, 21.0, 20.68181818181818)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:19.223174,"(6.0, 8.0, 7.78974358974359)","(17.0, 21.0, 20.307692307692307)","(4.2, 5.0, 4.881818181818182)","(7.5, 9.2, 9.145454545454545)","(2.6, 3.1, 3.0691991786447637)","(7.5, 8.0, 7.956521739130435)","(15.0, 21.0, 20.68181818181818)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:20.433144,"(6.0, 8.0, 7.78974358974359)","(17.0, 21.0, 20.307692307692307)","(4.2, 5.0, 4.881818181818182)","(7.5, 9.2, 9.145454545454545)","(2.6, 3.1, 3.0691991786447637)","(7.5, 8.0, 7.956521739130435)","(15.0, 21.0, 20.68181818181818)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:21.743590,"(6.0, 8.0, 7.78974358974359)","(17.0, 21.0, 20.307692307692307)","(4.2, 5.0, 4.881818181818182)","(7.5, 9.2, 9.145454545454545)","(2.6, 3.1, 3.0691991786447637)","(7.5, 8.0, 7.994594594594594)","(15.0, 21.0, 18.235294117647058)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:22.953551,"(6.0, 8.0, 7.78974358974359)","(17.0, 21.0, 20.5)","(4.2, 5.0, 4.881818181818182)","(7.5, 9.2, 9.10909090909091)","(2.6, 3.1, 3.0691991786447637)","(7.5, 8.0, 7.994594594594594)","(15.0, 20.0, 17.65625)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:24.217029,"(6.0, 8.0, 7.78974358974359)","(17.0, 21.0, 20.5)","(4.2, 5.0, 4.8522727272727275)","(7.5, 9.2, 9.10909090909091)","(2.6, 3.1, 3.0691991786447637)","(7.5, 8.0, 8.052380952380952)","(15.0, 20.0, 18.5)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:25.489269,"(6.0, 8.0, 7.78974358974359)","(17.0, 21.0, 20.5)","(4.2, 5.0, 4.875555555555556)","(7.5, 9.2, 9.10909090909091)","(2.6, 3.1, 3.068421052631579)","(7.5, 8.2, 8.176470588235293)","(15.0, 19.5, 18.5)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:26.753820,"(6.0, 8.0, 7.78974358974359)","(17.0, 21.0, 20.5)","(4.2, 4.9, 4.844736842105264)","(7.5, 9.2, 9.10909090909091)","(2.6, 3.1, 3.07)","(7.5, 8.4, 8.273333333333333)","(15.0, 19.5, 18.5)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:28.109930,"(6.0, 8.0, 7.823655913978494)","(17.0, 21.0, 20.5)","(4.2, 4.9, 4.839240506329114)","(7.5, 9.2, 9.08235294117647)","(2.6, 3.1, 3.07)","(7.5, 8.4, 8.284615384615384)","(15.0, 19.5, 18.5)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:29.354937,"(6.0, 8.0, 7.823655913978494)","(17.0, 21.0, 20.5)","(4.2, 4.9, 4.839240506329114)","(7.5, 9.2, 9.08235294117647)","(2.6, 3.1, 3.07)","(7.5, 8.4, 8.234782608695653)","(15.0, 19.5, 18.5)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:30.562531,"(6.0, 8.0, 7.823655913978494)","(17.0, 21.0, 20.5)","(4.2, 4.9, 4.842465753424658)","(7.5, 9.2, 9.08235294117647)","(2.6, 3.1, 3.100431034482759)","(7.5, 8.4, 8.211764705882354)","(15.0, 19.5, 18.5)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:31.875554,"(6.0, 8.0, 7.823655913978494)","(17.0, 21.0, 20.307692307692307)","(4.2, 4.9, 4.842465753424658)","(7.5, 9.2, 9.08235294117647)","(2.6, 3.15, 3.100431034482759)","(7.5, 8.4, 8.211764705882354)","(15.0, 19.5, 17.692307692307693)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:33.131280,"(6.0, 8.0, 7.823655913978494)","(17.0, 21.0, 20.307692307692307)","(4.2, 4.9, 4.842465753424658)","(7.5, 9.2, 9.08235294117647)","(2.6, 3.15, 3.100457317073171)","(7.5, 8.4, 8.211764705882354)","(15.0, 20.0, 18.75)","(71.0, 140.0, 134.0)"
04-01-2023 13:50:34.454218,"(6.0, 8.0, 7.823655913978494)","(17.0, 21.0, 20.307692307692307)","(4.2, 4.9, 4.836842105263158)","(7.5, 9.2, 9.08235294117647)","(2.6, 3.15, 3.1)","(7.5, 8.4, 8.211764705882354)","(15.0, 19.5, 17.53125)","(71.0, 140.0, 119.0909090909091)"
04-01-2023 13:50:35.737640,"(6.0, 8.0, 7.865573770491803)","(17.0, 21.0, 20.916666666666668)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.08235294117647)","(2.6, 3.1, 3.0827319587628867)","(7.0, 8.4, 8.211764705882354)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 119.0909090909091)"
04-01-2023 13:50:37.062010,"(6.0, 8.0, 7.867796610169491)","(17.0, 21.0, 20.916666666666668)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.155555555555555)","(2.6, 3.1, 3.0827319587628867)","(7.0, 8.4, 8.211764705882354)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 119.0909090909091)"
04-01-2023 13:50:38.373052,"(6.0, 8.0, 7.83265306122449)","(17.0, 21.0, 20.916666666666668)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.155555555555555)","(2.6, 3.1, 3.0827319587628867)","(7.0, 8.4, 8.165853658536586)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 119.0909090909091)"
04-01-2023 13:50:39.701931,"(6.0, 8.0, 7.83265306122449)","(17.0, 21.0, 20.941176470588236)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.155555555555555)","(2.6, 3.1, 3.0827319587628867)","(7.0, 8.4, 8.295454545454545)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 119.0909090909091)"
04-01-2023 13:50:41.044118,"(6.0, 8.0, 7.83265306122449)","(17.0, 22.0, 21.066666666666666)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.155555555555555)","(2.6, 3.1, 3.0869186046511627)","(7.0, 8.4, 8.316666666666666)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 119.0909090909091)"
04-01-2023 13:50:42.350472,"(6.0, 8.0, 7.83265306122449)","(17.0, 22.0, 21.032258064516128)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.138461538461538)","(2.6, 3.1, 3.0869186046511627)","(7.0, 8.4, 8.316666666666666)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 119.0909090909091)"
04-01-2023 13:50:43.928586,"(6.0, 8.0, 7.83265306122449)","(17.0, 22.0, 21.032258064516128)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.138461538461538)","(2.6, 3.1, 3.0869186046511627)","(7.0, 8.4, 8.316666666666666)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 119.0909090909091)"
04-01-2023 13:50:45.321445,"(6.0, 8.0, 7.83265306122449)","(17.0, 22.0, 21.032258064516128)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.138461538461538)","(2.6, 3.1, 3.0869186046511627)","(7.0, 8.4, 8.316666666666666)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 119.0909090909091)"
04-01-2023 13:50:46.741889,"(6.0, 8.0, 7.83265306122449)","(17.0, 22.0, 20.941176470588236)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.163636363636362)","(2.6, 3.1, 3.0869186046511627)","(7.0, 8.4, 8.44390243902439)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 119.0909090909091)"
04-01-2023 13:50:48.191334,"(6.0, 8.0, 7.874666666666666)","(17.0, 22.0, 20.941176470588236)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.163636363636362)","(2.6, 3.1, 3.0869186046511627)","(7.0, 8.6, 8.438095238095238)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 119.0909090909091)"
04-01-2023 13:50:49.638020,"(6.0, 8.0, 7.874666666666666)","(17.0, 22.0, 21.52)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.163636363636362)","(2.6, 3.1, 3.0869186046511627)","(7.0, 8.6, 8.422222222222222)","(15.0, 19.0, 17.53125)","(71.0, 130.0, 118.33333333333333)"
04-01-2023 13:50:51.054413,"(6.0, 8.0, 7.874666666666666)","(17.0, 22.0, 21.52)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.163636363636362)","(2.6, 3.1, 3.0869186046511627)","(7.0, 8.6, 8.438095238095238)","(15.0, 19.0, 17.53125)","(71.0, 120.0, 118.33333333333333)"
04-01-2023 13:50:52.438721,"(6.0, 8.0, 7.874666666666666)","(17.0, 22.0, 21.52)","(4.2, 4.9, 4.8734177215189876)","(7.5, 9.2, 9.163636363636362)","(2.6, 3.1, 3.0955197132616488)","(7.0, 8.6, 8.176923076923076)","(15.0, 19.0, 17.53125)","(71.0, 120.0, 118.33333333333333)"
04-01-2023 13:50:53.832431,"(6.0, 8.0, 7.878873239436619)","(17.0, 22.0, 21.8)","(4.2, 4.9, 4.901086956521739)","(7.5, 9.2, 9.26206896551724)","(2.6, 3.1, 3.0963667820069203)","(7.0, 8.2, 7.92)","(15.0, 19.0, 17.7)","(71.0, 120.0, 115.21739130434783)"
04-01-2023 13:50:55.270152,"(6.0, 8.0, 7.896385542168675)","(17.0, 22.0, 21.97674418604651)","(4.2, 5.0, 4.901086956521739)","(7.5, 9.4, 9.26206896551724)","(2.6, 3.1, 3.097460595446585)","(7.0, 8.0, 7.92)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 115.21739130434783)"
04-01-2023 13:50:56.659277,"(6.0, 8.0, 7.896385542168675)","(17.0, 22.0, 21.97674418604651)","(4.2, 5.0, 4.905084745762712)","(7.5, 9.4, 9.27878787878788)","(2.6, 3.15, 3.097460595446585)","(7.0, 8.0, 7.914503816793893)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 115.21739130434783)"
04-01-2023 13:50:58.305056,"(6.0, 8.0, 7.893827160493827)","(17.0, 22.0, 21.97674418604651)","(4.2, 5.0, 4.905084745762712)","(7.5, 9.4, 9.27878787878788)","(2.6, 3.15, 3.115595238095238)","(7.0, 8.0, 7.914503816793893)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 115.21739130434783)"
04-01-2023 13:50:59.832725,"(6.0, 8.0, 7.893827160493827)","(17.0, 22.0, 21.97674418604651)","(4.2, 5.0, 4.905084745762712)","(7.5, 9.4, 9.27878787878788)","(2.6, 3.15, 3.115595238095238)","(7.0, 8.0, 7.914503816793893)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 115.21739130434783)"
04-01-2023 13:51:01.278566,"(6.0, 8.0, 7.893827160493827)","(17.0, 22.0, 21.97872340425532)","(4.2, 5.0, 4.905084745762712)","(7.5, 9.4, 9.27878787878788)","(2.6, 3.15, 3.116395348837209)","(7.0, 8.0, 7.914503816793893)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 115.21739130434783)"
04-01-2023 13:51:02.681563,"(6.0, 8.0, 7.867605633802817)","(17.0, 22.0, 21.97872340425532)","(4.2, 5.0, 4.864788732394366)","(7.5, 9.4, 9.27878787878788)","(2.6, 3.15, 3.1225806451612903)","(7.0, 8.0, 7.914503816793893)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 117.05882352941177)"
04-01-2023 13:51:04.150861,"(6.0, 8.0, 7.867605633802817)","(17.0, 22.0, 21.97872340425532)","(4.2, 4.9, 4.864788732394366)","(7.5, 9.4, 9.27878787878788)","(2.6, 3.15, 3.1424914675767917)","(7.0, 8.0, 7.914503816793893)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 117.05882352941177)"
04-01-2023 13:51:05.765868,"(6.0, 8.0, 7.867605633802817)","(17.0, 22.0, 21.97872340425532)","(4.2, 4.9, 4.864788732394366)","(7.5, 9.4, 9.27878787878788)","(2.6, 3.15, 3.1424914675767917)","(7.0, 8.0, 7.946551724137931)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 117.05882352941177)"
04-01-2023 13:51:07.286146,"(6.0, 8.0, 7.867605633802817)","(17.0, 22.0, 21.97872340425532)","(4.2, 4.9, 4.864788732394366)","(7.5, 9.4, 9.27878787878788)","(2.6, 3.15, 3.1347765363128492)","(7.0, 8.0, 7.92396694214876)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 117.5)"
04-01-2023 13:51:08.901624,"(6.0, 8.0, 7.867605633802817)","(17.0, 22.0, 21.97872340425532)","(4.2, 4.9, 4.864788732394366)","(7.5, 9.4, 9.27878787878788)","(2.6, 3.15, 3.1347765363128492)","(7.0, 8.0, 7.92396694214876)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 118.57142857142857)"
04-01-2023 13:51:10.467190,"(6.0, 8.0, 7.867605633802817)","(17.0, 22.0, 21.97872340425532)","(4.2, 4.9, 4.864788732394366)","(7.5, 9.4, 9.302439024390244)","(2.6, 3.15, 3.1347765363128492)","(7.0, 8.0, 7.92396694214876)","(15.0, 18.5, 17.642857142857142)","(71.0, 120.0, 127.14285714285714)"
04-01-2023 13:51:11.845602,"(6.0, 8.0, 7.859701492537313)","(17.0, 22.0, 21.97872340425532)","(4.2, 4.9, 4.864788732394366)","(7.5, 9.4, 9.326315789473684)","(2.6, 3.15, 3.120054945054945)","(7.0, 8.0, 7.92396694214876)","(15.0, 18.5, 17.642857142857142)","(71.0, 130.0, 127.14285714285714)"
04-01-2023 13:51:13.232498,"(6.0, 8.0, 7.859701492537313)","(17.0, 22.0, 22.1875)","(4.2, 4.9, 4.6947368421052635)","(7.5, 9.4, 9.26)","(2.6, 3.15, 3.1276639344262294)","(7.0, 8.0, 7.92)","(14.0, 18.5, 18.0)","(71.0, 130.0, 127.14285714285714)"
04-01-2023 13:51:14.604015,"(6.0, 8.0, 7.883950617283951)","(17.0, 23.0, 22.2)","(4.2, 4.7, 4.760714285714285)","(7.5, 9.4, 9.26)","(2.6, 3.15, 3.1276639344262294)","(7.0, 8.0, 8.105263157894736)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:15.873491,"(6.0, 8.0, 7.883950617283951)","(17.0, 23.0, 22.2)","(4.2, 4.8, 4.760714285714285)","(7.5, 9.4, 9.26)","(2.6, 3.15, 3.1276639344262294)","(7.0, 8.2, 8.125)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:17.186406,"(6.0, 8.0, 7.883950617283951)","(17.0, 23.0, 22.1875)","(4.2, 4.8, 4.760714285714285)","(7.5, 9.4, 9.326315789473684)","(2.6, 3.15, 3.1276639344262294)","(7.0, 8.2, 8.125)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:18.565046,"(6.0, 8.0, 7.883950617283951)","(17.0, 23.0, 22.1875)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.341052631578947)","(2.6, 3.15, 3.129739776951673)","(7.0, 8.2, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:20.005211,"(6.0, 8.0, 7.883950617283951)","(17.0, 23.0, 22.1875)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.341052631578947)","(2.6, 3.15, 3.1314625850340136)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:21.428395,"(6.0, 8.0, 7.883950617283951)","(17.0, 23.0, 22.176470588235293)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.266666666666666)","(2.6, 3.15, 3.1314625850340136)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:22.806164,"(6.0, 8.0, 7.865714285714286)","(17.0, 23.0, 22.176470588235293)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.253333333333332)","(2.6, 3.15, 3.1314625850340136)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:24.376557,"(6.0, 8.0, 7.865714285714286)","(17.0, 23.0, 22.176470588235293)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.253333333333332)","(2.6, 3.15, 3.1314625850340136)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:26.037438,"(6.0, 8.0, 7.865714285714286)","(17.0, 23.0, 22.176470588235293)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.224)","(2.6, 3.15, 3.1314625850340136)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:27.420574,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.176470588235293)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.227272727272727)","(2.6, 3.15, 3.1314625850340136)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:28.718210,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.176470588235293)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.227272727272727)","(2.6, 3.15, 3.1314625850340136)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:29.986552,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.176470588235293)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.227272727272727)","(2.6, 3.15, 3.1306737588652482)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:31.320570,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.176470588235293)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.285714285714285)","(2.6, 3.15, 3.1306737588652482)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:32.684068,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.176470588235293)","(4.2, 4.8, 4.7405405405405405)","(7.5, 9.4, 9.285714285714285)","(2.6, 3.15, 3.1306737588652482)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:34.069983,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.375)","(4.2, 4.8, 4.760714285714285)","(7.5, 9.4, 9.285714285714285)","(2.6, 3.15, 3.1306737588652482)","(7.0, 8.0, 7.875)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:35.383575,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.375)","(4.2, 4.8, 4.765354330708661)","(7.5, 9.4, 9.285714285714285)","(2.6, 3.15, 3.1306737588652482)","(7.0, 8.0, 7.907462686567164)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:36.680075,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.375)","(4.2, 4.8, 4.765354330708661)","(7.5, 9.4, 9.25)","(2.6, 3.15, 3.130535714285714)","(7.0, 8.0, 7.907462686567164)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:37.958721,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.428571428571427)","(4.2, 4.8, 4.765354330708661)","(7.5, 9.4, 9.25)","(2.6, 3.15, 3.130535714285714)","(7.0, 8.0, 7.907462686567164)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:39.293490,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.428571428571427)","(4.2, 4.8, 4.765354330708661)","(7.5, 9.4, 9.28)","(2.6, 3.15, 3.130535714285714)","(7.0, 8.0, 7.907462686567164)","(14.0, 18.5, 18.27777777777778)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:40.640007,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.333333333333332)","(4.2, 4.8, 4.765354330708661)","(7.5, 9.4, 9.28)","(2.6, 3.15, 3.130535714285714)","(7.0, 8.0, 7.669333333333333)","(14.0, 18.5, 18.227272727272727)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:42.039897,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.333333333333332)","(4.2, 4.8, 4.738888888888889)","(7.5, 9.4, 9.384347826086955)","(2.6, 3.15, 3.1389150943396227)","(7.0, 8.0, 7.7318181818181815)","(14.0, 18.5, 18.0)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:43.337185,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.333333333333332)","(4.2, 4.8, 4.738888888888889)","(7.5, 9.6, 9.384347826086955)","(2.6, 3.15, 3.1272727272727274)","(7.0, 7.8, 7.741176470588235)","(14.0, 18.5, 18.0)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:44.573855,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.333333333333332)","(4.2, 4.8, 4.738888888888889)","(7.5, 9.6, 9.384347826086955)","(2.6, 3.15, 3.1272727272727274)","(7.0, 7.8, 7.728571428571429)","(14.0, 18.5, 18.0)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:45.853813,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.333333333333332)","(4.2, 4.8, 4.7708609271523175)","(7.5, 9.6, 9.384347826086955)","(2.6, 3.15, 3.1272727272727274)","(7.0, 7.8, 7.728571428571429)","(14.0, 18.5, 20.390243902439025)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:47.081850,"(6.0, 8.0, 7.832142857142857)","(17.0, 23.0, 22.77358490566038)","(4.2, 4.8, 4.748387096774194)","(7.5, 9.6, 9.451282051282051)","(2.6, 3.15, 3.1189349112426035)","(7.0, 7.8, 7.716666666666667)","(14.0, 21.0, 20.261363636363637)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:48.369522,"(6.0, 8.0, 7.844628099173554)","(17.0, 23.0, 22.77358490566038)","(4.2, 4.9, 4.800000000000001)","(7.5, 9.6, 9.451282051282051)","(2.6, 3.15, 3.126984126984127)","(7.0, 7.8, 7.716666666666667)","(14.0, 21.0, 20.261363636363637)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:49.711133,"(6.0, 8.0, 7.844628099173554)","(17.0, 23.0, 22.6)","(4.2, 4.8, 4.776190476190476)","(7.5, 9.6, 9.451282051282051)","(2.6, 3.15, 3.126984126984127)","(7.0, 7.8, 7.725)","(14.0, 21.0, 20.261363636363637)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:51.018395,"(6.0, 8.2, 8.101265822784809)","(17.0, 23.0, 22.6)","(4.2, 4.8, 4.714285714285714)","(7.5, 9.6, 9.481632653061224)","(2.6, 3.15, 3.126984126984127)","(7.0, 7.8, 7.75625)","(14.0, 21.0, 20.261363636363637)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:52.293508,"(6.0, 8.0, 7.933333333333334)","(17.0, 23.0, 22.6)","(4.2, 4.8, 4.714285714285714)","(7.5, 9.6, 9.495652173913044)","(2.6, 3.15, 3.126984126984127)","(7.0, 7.8, 7.75625)","(14.0, 21.0, 20.261363636363637)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:53.494859,"(6.0, 8.0, 7.9035714285714285)","(17.0, 23.0, 22.6)","(4.2, 4.8, 4.714285714285714)","(7.5, 9.6, 9.495652173913044)","(2.6, 3.15, 3.126984126984127)","(7.0, 7.8, 7.75625)","(14.0, 21.0, 20.261363636363637)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:54.776445,"(6.0, 8.0, 7.9035714285714285)","(17.0, 23.0, 22.6)","(4.2, 4.8, 4.714285714285714)","(7.5, 9.6, 9.466666666666667)","(2.6, 3.15, 3.126984126984127)","(7.0, 7.8, 7.75625)","(14.0, 21.0, 20.047619047619047)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:56.072813,"(6.0, 8.0, 7.879452054794521)","(17.0, 23.0, 22.6)","(4.2, 4.8, 4.714285714285714)","(7.5, 9.6, 9.466666666666667)","(2.6, 3.15, 3.126984126984127)","(7.0, 7.8, 7.75625)","(14.0, 21.0, 20.047619047619047)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:57.372633,"(6.0, 8.0, 7.824)","(17.0, 23.0, 22.6)","(4.2, 4.8, 4.714285714285714)","(7.5, 9.6, 9.466666666666667)","(2.6, 3.15, 3.126984126984127)","(7.0, 7.8, 7.75625)","(14.0, 21.0, 20.047619047619047)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:58.600040,"(6.0, 8.0, 7.808695652173913)","(17.0, 23.0, 22.6)","(4.2, 4.8, 4.75)","(7.5, 9.6, 9.466666666666667)","(2.6, 3.15, 3.126984126984127)","(7.0, 7.8, 7.75625)","(14.0, 21.0, 20.047619047619047)","(71.0, 130.0, 125.0)"
04-01-2023 13:51:59.756689,"(6.0, 8.0, 7.867669172932331)","(17.0, 23.0, 22.6)","(4.2, 4.8, 4.75)","(7.5, 9.6, 9.466666666666667)","(2.6, 3.15, 3.126984126984127)","(7.0, 7.8, 7.70989010989011)","(14.0, 21.0, 20.047619047619047)","(71.0, 130.0, 125.0)"
